序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
1,臺北市,1999/04/30,松山,2.0,0.68,35.1,-,33,-,37.24,5.39,31.85,-,-,-,22.21,-,-,40.0,-
2,臺北市,1999/04/30,古亭,0.4,0.45,42.4,-,26,7,23.28,4.36,18.92,2.155,0.17,1.99,22.08,-,-,44.0,-
3,臺北市,1999/04/30,中山,1.7,0.81,32.8,-,32,-,39.55,7.25,32.3,2.403,0.21,2.19,22.22,-,-,40.0,-
4,臺北市,1999/04/30,大同,5.8,3.83,-,-,60,-,184.73,124.99,59.74,4.081,1.76,2.32,23.15,-,-,64.0,-
5,臺北市,1999/04/30,萬華,0.7,0.64,42.7,-,19,-,22.19,1.81,20.38,-,-,-,22.39,-,-,44.0,-
6,臺北市,1999/04/30,陽明,1.4,0.16,58.5,-,13,-,2.42,0.24,2.18,-,-,-,14.96,-,94.0,52.0,-
7,臺北市,1999/04/30,士林,1.2,0.36,34.8,-,22,-,12.32,0.97,11.35,-,-,-,22.37,-,-,32.0,-
8,臺北市,1999/04/29,松山,4.1,0.59,36.2,-,41,-,39.14,4.49,34.65,-,-,-,19.74,-,-,47.0,-
9,臺北市,1999/04/29,古亭,2.9,0.54,40.8,-,39,11,29.69,5.0,24.68,2.141,0.16,1.98,19.43,-,-,45.0,-
10,臺北市,1999/04/29,中山,4.0,0.71,37.7,-,48,-,38.13,5.48,32.65,2.337,0.24,2.1,19.86,-,-,50.0,-
11,臺北市,1999/04/29,大同,7.4,3.41,-,-,64,-,177.23,117.71,59.53,4.068,1.79,2.28,20.61,-,-,57.0,-
