序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
57,臺北市,2001/06/22,松山,1.2,0.53,11.9,-,26,-,20.68,8.33,12.36,-,-,-,31.21,-,-,27.0,-
58,臺北市,2001/06/22,古亭,0.7,0.54,10.4,-,29,13,22.42,11.35,11.08,1.961,0.17,1.79,32.39,-,-,29.0,-
59,臺北市,2001/06/22,中山,1.5,0.76,9.3,-,36,-,31.62,15.38,16.24,2.463,0.29,2.17,31.78,-,-,36.0,-
60,臺北市,2001/06/22,大同,5.5,3.2,-,-,68,-,144.23,113.75,30.47,3.803,1.57,2.24,32.65,-,-,59.0,-
61,臺北市,2001/06/22,萬華,1.2,0.2,11.8,-,44,-,18.26,4.56,13.69,-,-,-,32.29,-,-,44.0,-
62,臺北市,2001/06/22,陽明,1.1,0.24,20.7,-,19,-,3.2,0.02,3.18,-,-,-,25.7,-,85.0,38.0,-
63,臺北市,2001/06/22,士林,0.8,0.49,12.5,-,27,-,13.7,3.82,9.88,-,-,-,31.16,-,-,38.0,-
64,臺北市,2001/06/21,松山,6.8,0.92,44.9,-,49,-,38.12,8.18,29.94,-,-,-,29.69,-,-,164.0,-
65,臺北市,2001/06/21,古亭,4.7,0.93,44.6,-,56,32,36.16,8.49,27.67,2.37,0.43,1.94,31.02,-,-,141.0,-
66,臺北市,2001/06/21,中山,5.2,1.05,36.3,-,61,-,45.31,11.3,34.02,2.838,0.38,2.46,30.27,-,-,111.0,-
67,臺北市,2001/06/21,大同,8.2,2.66,-,-,80,-,116.33,64.57,51.77,3.994,1.36,2.64,31.05,-,-,65.0,-
68,臺北市,2001/06/21,萬華,4.3,0.46,37.9,-,49,-,31.03,2.47,28.55,-,-,-,30.95,-,-,103.0,-
69,臺北市,2001/06/21,陽明,5.1,0.35,55.1,-,22,-,7.2,0.14,7.07,-,-,-,24.9,-,88.0,94.0,-
70,臺北市,2001/06/21,士林,3.0,0.68,35.4,-,35,-,23.98,3.48,20.5,-,-,-,29.73,-,-,106.0,-
71,臺北市,2001/06/20,松山,6.9,0.97,27.8,-,41,-,44.5,11.59,32.91,-,-,-,29.01,-,-,90.0,-
72,臺北市,2001/06/20,古亭,5.4,1.01,26.4,-,40,21,46.29,12.74,33.55,2.563,0.59,1.97,30.01,-,-,87.0,-
73,臺北市,2001/06/20,中山,8.7,1.05,21.6,-,42,-,50.31,15.4,34.92,2.848,0.46,2.39,29.34,-,-,66.0,-
74,臺北市,2001/06/20,大同,10.5,2.87,-,-,-,-,123.54,74.38,49.15,3.796,1.39,2.41,29.84,-,-,61.0,-
75,臺北市,2001/06/20,萬華,5.4,1.05,21.4,-,43,-,46.36,7.85,38.5,-,-,-,29.87,-,-,72.0,-
76,臺北市,2001/06/20,陽明,3.3,0.26,34.6,-,16,-,9.13,0.8,8.33,-,-,-,23.81,-,89.0,73.0,-
77,臺北市,2001/06/20,士林,3.7,0.86,18.7,-,25,-,32.87,11.16,21.7,-,-,-,28.97,-,-,49.0,-
78,臺北市,2001/06/19,松山,2.8,0.98,16.8,-,31,-,44.98,22.54,22.44,-,-,-,28.54,-,-,95.0,-
79,臺北市,2001/06/19,古亭,2.6,1.08,15.8,-,32,16,51.29,24.96,26.33,2.366,0.41,1.97,29.15,-,-,56.0,-
80,臺北市,2001/06/19,中山,4.0,1.27,16.1,-,48,-,60.28,27.04,33.24,3.122,0.49,2.63,29.02,-,-,59.0,-
81,臺北市,2001/06/19,大同,6.9,3.3,-,-,-,-,141.4,95.83,45.57,4.481,1.76,2.72,29.43,-,-,58.0,-
82,臺北市,2001/06/19,萬華,5.3,0.93,21.7,-,47,-,43.89,11.81,32.08,-,-,-,29.66,-,-,51.0,-
83,臺北市,2001/06/19,陽明,2.5,0.27,39.0,-,16,-,7.5,0.45,7.05,-,-,-,23.69,-,86.0,62.0,-
84,臺北市,2001/06/19,士林,2.1,0.91,17.1,-,36,-,35.67,11.04,24.63,-,-,-,28.41,-,-,58.0,-
85,臺北市,2001/06/18,松山,3.9,0.93,24.6,-,35,-,41.09,18.41,22.68,-,-,-,29.45,-,-,91.0,-
86,臺北市,2001/06/18,古亭,2.3,1.04,27.3,-,31,19,44.49,19.46,25.03,2.35,0.45,1.9,30.12,-,-,88.0,-
87,臺北市,2001/06/18,中山,3.1,1.0,23.3,-,37,-,45.36,19.65,25.71,2.757,0.44,2.32,30.04,-,-,68.0,-
88,臺北市,2001/06/18,大同,6.2,3.12,-,-,-,-,126.58,84.75,41.83,4.016,1.5,2.52,30.26,-,-,42.0,-
89,臺北市,2001/06/18,萬華,2.4,1.01,22.6,-,48,-,40.0,12.97,27.03,-,-,-,30.08,-,-,64.0,-
90,臺北市,2001/06/18,陽明,1.3,0.27,36.5,-,15,-,7.15,0.53,6.62,-,-,-,24.27,-,90.0,73.0,-
91,臺北市,2001/06/18,士林,2.2,0.9,23.6,-,34,-,34.3,12.55,21.76,-,-,-,29.9,-,-,61.0,-
92,臺北市,2001/06/17,松山,4.3,1.1,26.2,-,39,-,48.33,19.08,29.25,-,-,-,27.5,-,-,94.0,-
93,臺北市,2001/06/17,古亭,3.1,1.04,28.0,-,37,21,45.15,17.51,27.64,2.477,0.41,2.07,28.36,-,-,91.0,-
94,臺北市,2001/06/17,中山,3.0,1.35,24.3,-,53,-,59.87,21.93,37.93,3.034,0.55,2.48,28.25,-,-,76.0,-
95,臺北市,2001/06/17,大同,5.3,3.21,-,-,-,-,150.61,95.55,55.07,4.246,1.64,2.61,28.5,-,-,49.0,-
96,臺北市,2001/06/17,萬華,2.6,1.07,24.7,-,65,-,48.37,12.39,35.98,-,-,-,28.09,-,-,77.0,-
97,臺北市,2001/06/17,陽明,2.2,0.22,39.7,-,15,-,4.88,0.55,4.33,-,-,-,24.0,-,90.0,53.0,-
98,臺北市,2001/06/17,士林,2.0,1.04,25.6,-,36,-,35.59,9.94,25.65,-,-,-,28.79,-,-,59.0,-
99,臺北市,2001/06/16,松山,3.0,1.23,17.6,-,31,-,57.8,25.3,32.5,-,-,-,26.7,-,-,58.0,-
100,臺北市,2001/06/16,古亭,1.4,1.27,19.9,-,29,12,54.81,24.31,30.5,2.411,0.47,1.94,27.33,-,-,77.0,-
101,臺北市,2001/06/16,中山,2.8,1.37,19.3,-,43,-,67.19,29.39,37.79,3.188,0.59,2.59,27.57,-,-,77.0,-
102,臺北市,2001/06/16,大同,5.8,3.78,-,-,-,-,174.41,122.11,52.3,4.102,1.7,2.41,28.09,-,-,68.0,-
103,臺北市,2001/06/16,萬華,1.0,0.92,20.3,-,32,-,36.06,6.23,29.82,-,-,-,27.47,-,-,77.0,-
104,臺北市,2001/06/16,陽明,1.4,0.25,38.0,-,13,-,5.46,0.18,5.28,-,-,-,23.46,-,92.0,66.0,-
105,臺北市,2001/06/16,士林,0.7,0.96,20.9,-,27,-,33.29,7.08,26.21,-,-,-,27.66,-,-,62.0,-
106,臺北市,2001/06/15,松山,2.3,0.99,8.9,-,23,-,48.46,22.05,26.41,-,-,-,26.26,-,-,23.0,-
107,臺北市,2001/06/15,古亭,2.2,1.22,10.8,-,31,16,53.37,26.5,26.87,2.623,0.59,2.03,27.13,-,-,41.0,-
108,臺北市,2001/06/15,中山,2.4,1.14,9.0,-,30,-,53.6,25.19,28.42,2.899,0.49,2.4,26.87,-,-,30.0,-
109,臺北市,2001/06/15,大同,4.3,2.74,-,-,-,-,135.63,99.51,36.12,3.851,1.31,2.54,27.32,-,-,54.0,-
110,臺北市,2001/06/15,萬華,1.5,1.27,9.9,-,40,-,50.94,19.25,31.7,-,-,-,27.44,-,-,40.0,-
111,臺北市,2001/06/15,陽明,0.9,0.14,28.6,-,12,-,4.16,0.28,3.88,-,-,-,21.61,-,98.0,32.0,-
112,臺北市,2001/06/15,士林,0.2,0.68,12.3,-,-,-,27.36,7.85,19.52,-,-,-,25.82,-,-,24.0,-
113,臺北市,2001/06/14,松山,1.8,0.86,9.0,-,21,-,40.81,17.3,23.51,-,-,-,26.43,-,-,21.0,-
114,臺北市,2001/06/14,古亭,1.9,1.14,7.9,-,24,11,52.31,25.33,26.98,2.553,0.57,1.98,26.9,-,-,24.0,-
115,臺北市,2001/06/14,中山,2.2,0.95,9.0,-,26,-,45.49,20.67,24.82,2.826,0.44,2.39,26.38,-,-,26.0,-
116,臺北市,2001/06/14,大同,3.5,1.97,-,-,-,-,87.96,50.85,30.74,-,-,-,26.63,-,-,30.0,-
117,臺北市,2001/06/14,萬華,1.4,1.07,11.0,-,43,-,46.47,16.8,29.67,-,-,-,26.94,-,-,43.0,-
118,臺北市,2001/06/14,陽明,1.2,0.13,24.3,-,12,-,3.39,0.14,3.26,-,-,-,21.35,-,97.0,36.0,-
119,臺北市,2001/06/14,士林,1.2,0.62,11.1,-,14,-,22.63,6.29,16.34,-,-,-,25.33,-,-,23.0,-
120,臺北市,2001/06/13,松山,2.3,0.79,8.7,-,31,-,42.07,20.34,21.72,-,-,-,30.98,-,-,31.0,-
121,臺北市,2001/06/13,古亭,1.8,0.65,7.2,-,30,15,35.59,17.75,17.85,2.221,0.35,1.88,31.53,-,-,30.0,-
122,臺北市,2001/06/13,中山,2.7,0.64,9.3,-,37,-,37.9,17.61,20.29,2.558,0.41,2.15,31.44,-,-,37.0,-
123,臺北市,2001/06/13,大同,5.1,3.24,-,-,-,-,131.1,98.31,32.79,-,-,-,32.08,-,-,49.0,-
124,臺北市,2001/06/13,萬華,0.9,0.54,13.2,-,73,-,22.16,5.45,16.72,-,-,-,31.88,-,-,61.0,-
125,臺北市,2001/06/13,陽明,1.5,0.18,19.0,-,16,-,5.95,0.67,5.28,-,-,-,25.06,-,78.0,35.0,-
126,臺北市,2001/06/13,士林,2.8,0.58,12.1,-,16,-,23.57,8.79,14.78,-,-,-,30.51,-,-,28.0,-
127,臺北市,2001/06/12,松山,3.7,0.78,13.7,-,32,-,42.57,18.82,23.75,-,-,-,29.95,-,-,49.0,-
128,臺北市,2001/06/12,古亭,2.6,0.96,11.5,-,30,19,44.93,22.33,22.6,2.188,0.44,1.75,30.59,-,-,43.0,-
129,臺北市,2001/06/12,中山,4.8,0.99,12.9,-,44,-,45.06,21.91,23.15,2.699,0.47,2.23,30.73,-,-,44.0,-
130,臺北市,2001/06/12,大同,6.9,3.0,-,-,-,-,117.48,84.82,32.67,4.157,1.5,2.66,31.31,-,-,50.0,-
131,臺北市,2001/06/12,萬華,1.7,0.69,15.1,-,64,-,29.32,8.39,20.93,-,-,-,30.87,-,-,57.0,-
132,臺北市,2001/06/12,陽明,2.9,0.21,-,-,-,-,9.06,0.27,8.79,-,-,-,23.16,-,86.0,14.0,-
133,臺北市,2001/06/12,士林,4.8,0.63,11.5,-,20,-,29.45,11.55,17.89,-,-,-,29.69,-,-,41.0,-
134,臺北市,2001/06/11,松山,4.2,0.8,13.0,-,28,-,43.66,22.6,21.06,-,-,-,30.05,-,-,43.0,-
135,臺北市,2001/06/11,古亭,3.9,0.79,12.6,-,26,16,42.28,22.36,19.92,2.225,0.37,1.86,30.68,-,-,41.0,-
136,臺北市,2001/06/11,中山,5.7,0.96,11.1,-,38,-,46.01,24.18,21.83,2.821,0.55,2.27,30.36,-,-,38.0,-
137,臺北市,2001/06/11,大同,7.6,2.44,-,-,-,-,98.68,69.64,29.04,3.462,1.26,2.2,30.88,-,-,34.0,-
138,臺北市,2001/06/11,萬華,2.6,0.66,14.0,-,50,-,30.36,10.87,19.49,-,-,-,30.62,-,-,50.0,-
139,臺北市,2001/06/11,陽明,1.7,0.11,-,-,12,-,6.33,1.09,5.24,-,-,-,24.29,-,80.0,12.0,-
140,臺北市,2001/06/11,士林,3.7,0.64,10.1,-,32,-,28.68,12.18,16.5,-,-,-,29.7,-,-,32.0,-
141,臺北市,2001/06/10,松山,3.1,0.82,26.1,-,34,-,31.91,8.57,23.34,-,-,-,28.37,-,-,54.0,-
142,臺北市,2001/06/10,古亭,2.8,0.8,23.0,-,30,20,35.8,11.07,24.73,2.268,0.37,1.9,29.21,-,-,51.0,-
143,臺北市,2001/06/10,中山,3.8,0.86,23.4,-,41,-,37.48,9.88,27.6,2.667,0.37,2.3,28.97,-,-,50.0,-
144,臺北市,2001/06/10,大同,6.9,2.92,-,-,-,-,130.1,87.51,42.59,3.392,1.26,2.13,29.58,-,-,47.0,-
145,臺北市,2001/06/10,萬華,1.7,0.74,26.4,-,52,-,25.66,3.71,21.96,-,-,-,29.17,-,-,51.0,-
146,臺北市,2001/06/10,陽明,2.5,0.18,16.8,-,12,-,6.66,0.87,5.79,-,-,-,23.93,-,83.0,28.0,-
147,臺北市,2001/06/10,士林,2.4,0.7,21.2,-,28,-,24.69,5.37,19.32,-,-,-,28.42,-,-,41.0,-
148,臺北市,2001/06/09,松山,3.2,1.13,25.0,-,33,-,50.32,25.23,25.1,-,-,-,27.79,-,-,82.0,-
149,臺北市,2001/06/09,古亭,2.3,0.96,19.2,-,28,15,44.31,19.54,24.77,2.178,0.43,1.75,28.54,-,-,69.0,-
150,臺北市,2001/06/09,中山,2.8,0.96,21.3,-,35,-,40.75,14.46,26.29,2.606,0.43,2.18,28.36,-,-,84.0,-
151,臺北市,2001/06/09,大同,8.6,4.04,-,-,-,-,178.1,130.83,47.27,4.324,2.04,2.29,29.04,-,-,75.0,-
152,臺北市,2001/06/09,萬華,1.0,0.79,23.4,-,40,-,26.37,5.3,21.07,-,-,-,28.5,-,-,64.0,-
153,臺北市,2001/06/09,陽明,3.5,0.24,28.2,-,12,-,8.78,1.49,7.29,-,-,-,24.43,-,84.0,62.0,-
154,臺北市,2001/06/09,士林,2.6,0.95,23.2,-,25,-,36.35,13.95,22.39,-,-,-,28.7,-,-,82.0,-
155,臺北市,2001/06/08,松山,3.1,1.2,15.8,-,25,-,58.56,31.32,27.24,-,-,-,26.84,-,-,67.0,-
156,臺北市,2001/06/08,古亭,2.4,1.2,12.9,-,29,13,55.64,30.45,25.2,2.346,0.5,1.85,27.71,-,-,50.0,-
157,臺北市,2001/06/08,中山,2.6,1.17,12.5,-,35,-,55.69,27.57,28.11,2.772,0.48,2.29,27.45,-,-,42.0,-
158,臺北市,2001/06/08,大同,9.4,3.96,-,-,-,-,169.5,129.0,40.51,4.39,2.15,2.24,28.06,-,-,77.0,-
159,臺北市,2001/06/08,萬華,1.3,0.92,18.7,-,35,-,30.53,8.7,21.83,-,-,-,27.86,-,-,71.0,-
160,臺北市,2001/06/08,陽明,2.9,0.15,19.8,-,12,-,7.67,1.22,6.45,-,-,-,23.83,-,86.0,55.0,-
161,臺北市,2001/06/08,士林,1.9,0.99,15.4,-,30,-,38.51,15.39,23.12,-,-,-,26.82,-,-,68.0,-
162,臺北市,2001/06/07,松山,3.3,0.91,11.6,-,29,-,47.3,22.85,24.45,-,-,-,27.22,-,-,37.0,-
163,臺北市,2001/06/07,古亭,1.8,0.88,11.4,-,30,15,43.92,20.49,23.43,2.295,0.42,1.88,28.45,-,-,33.0,-
164,臺北市,2001/06/07,中山,2.2,0.96,12.3,-,38,-,47.87,20.66,27.2,2.862,0.45,2.41,28.15,-,-,38.0,-
165,臺北市,2001/06/07,大同,10.1,3.27,-,-,-,-,145.69,106.0,39.69,3.992,1.65,2.34,28.75,-,-,54.0,-
166,臺北市,2001/06/07,萬華,1.3,0.81,17.0,-,37,-,28.95,6.0,22.95,-,-,-,28.63,-,-,39.0,-
167,臺北市,2001/06/07,陽明,1.9,0.16,17.8,-,12,-,6.41,0.79,5.63,-,-,-,22.84,-,92.0,33.0,-
168,臺北市,2001/06/07,士林,0.7,0.76,11.9,-,27,-,28.08,7.71,20.38,-,-,-,27.27,-,-,31.0,-
169,臺北市,2001/06/06,松山,4.3,1.14,8.8,-,43,-,58.4,26.63,31.77,-,-,-,27.15,-,-,43.0,-
170,臺北市,2001/06/06,古亭,3.4,1.12,12.1,-,36,20,51.94,24.18,27.76,2.424,0.52,1.9,28.64,-,-,52.0,-
171,臺北市,2001/06/06,中山,4.4,1.15,9.9,-,44,-,56.83,25.94,30.89,2.964,0.56,2.41,28.08,-,-,44.0,-
172,臺北市,2001/06/06,大同,9.2,3.13,-,-,-,-,132.83,92.38,40.44,3.65,1.46,2.19,28.58,-,-,50.0,-
173,臺北市,2001/06/06,萬華,3.1,1.13,14.6,-,49,-,44.56,13.17,31.39,-,-,-,28.85,-,-,49.0,-
174,臺北市,2001/06/06,陽明,2.6,0.29,16.8,-,14,-,9.15,0.64,8.51,-,-,-,22.73,-,92.0,31.0,-
175,臺北市,2001/06/06,士林,1.2,0.74,12.6,-,27,-,55.38,35.18,20.2,-,-,-,27.36,-,-,32.0,-
176,臺北市,2001/06/05,松山,5.1,1.03,12.6,-,32,-,52.65,26.79,25.87,-,-,-,27.72,-,-,58.0,-
177,臺北市,2001/06/05,古亭,2.5,1.18,20.9,-,35,21,50.5,25.38,25.13,2.488,0.48,2.01,29.02,-,-,96.0,-
178,臺北市,2001/06/05,中山,3.6,1.19,21.0,-,39,-,55.23,26.57,28.66,3.152,0.67,2.48,28.69,-,-,86.0,-
179,臺北市,2001/06/05,大同,5.7,3.05,-,-,40,-,120.32,83.45,36.87,4.248,1.8,2.45,28.95,-,-,49.0,-
180,臺北市,2001/06/05,萬華,1.7,1.0,22.8,-,40,-,42.19,15.72,26.47,-,-,-,29.02,-,-,83.0,-
181,臺北市,2001/06/05,陽明,2.3,0.21,22.3,-,14,-,7.17,0.6,6.56,-,-,-,23.39,-,86.0,58.0,-
182,臺北市,2001/06/05,士林,2.7,0.73,19.8,-,29,-,45.39,26.92,18.47,-,-,-,28.62,-,-,83.0,-
183,臺北市,2001/06/04,松山,3.0,1.11,14.8,-,43,-,50.22,22.46,27.76,-,-,-,27.32,-,-,45.0,-
184,臺北市,2001/06/04,古亭,2.8,1.18,13.2,-,43,26,51.04,22.88,28.16,2.529,0.54,1.99,28.57,-,-,43.0,-
185,臺北市,2001/06/04,中山,4.2,1.29,12.8,-,52,-,55.4,24.06,31.34,3.174,0.6,2.57,28.16,-,-,51.0,-
186,臺北市,2001/06/04,大同,6.4,3.07,-,-,77,-,114.65,75.92,38.73,4.618,1.73,2.89,28.61,-,-,64.0,-
187,臺北市,2001/06/04,萬華,2.1,1.12,15.1,-,53,-,39.97,11.6,28.36,-,-,-,28.69,-,-,52.0,-
188,臺北市,2001/06/04,陽明,2.3,0.27,28.0,-,16,-,8.33,0.46,7.87,-,-,-,22.18,-,92.0,54.0,-
189,臺北市,2001/06/04,士林,2.1,0.87,14.0,-,40,-,43.37,22.01,21.35,-,-,-,27.38,-,-,42.0,-
190,臺北市,2001/06/03,松山,3.6,0.93,26.4,-,45,-,38.12,6.8,31.32,-,-,-,26.09,-,-,61.0,-
191,臺北市,2001/06/03,古亭,2.6,0.98,25.6,-,40,31,40.72,9.9,30.81,2.429,0.37,2.06,27.26,-,-,55.0,-
