序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
1,臺北市,2005/08/31,松山,2.0,0.28,376.65,16.6,-,35,19.0,17.8,9.02,8.78,-,-,-,28.56,-,75.95,35.0,-
2,臺北市,2005/08/31,古亭,1.8,0.48,-,10.4,-,43,26.0,24.13,10.56,13.58,2.219,0.217,2.0,27.55,-,81.69,43.0,-
3,臺北市,2005/08/31,中山,2.1,0.54,-,10.0,-,36,17.0,30.55,17.42,13.13,1.991,0.428,1.56,28.24,-,75.22,36.0,-
4,臺北市,2005/08/31,萬華,1.4,0.37,-,11.8,-,37,21.0,16.7,6.32,10.38,-,-,-,29.46,-,78.01,37.0,-
5,臺北市,2005/08/31,陽明,-,-,-,-,-,-,-,-,-,-,-,-,-,21.9,-,93.0,-,-
6,臺北市,2005/08/31,士林,2.3,0.29,-,11.9,-,39,23.0,17.61,7.56,10.06,-,-,-,28.12,-,77.66,39.0,-
7,臺北市,2005/08/30,松山,4.6,0.58,395.57,31.1,-,79,52.0,32.07,7.95,24.12,-,-,-,29.98,-,69.08,75.0,-
8,臺北市,2005/08/30,古亭,4.1,0.75,-,29.9,-,85,54.0,36.48,11.04,25.45,2.402,0.362,2.04,28.97,-,73.87,78.0,-
9,臺北市,2005/08/30,中山,5.2,0.87,-,18.5,-,71,55.0,44.61,15.32,29.29,2.271,0.611,1.66,29.7,-,67.51,60.0,-
10,臺北市,2005/08/30,萬華,4.4,0.64,-,29.7,-,85,53.0,27.43,5.55,21.88,-,-,-,31.11,-,68.94,71.0,-
11,臺北市,2005/08/30,陽明,-,-,-,-,-,-,-,-,-,-,-,-,-,22.5,-,85.0,-,-
12,臺北市,2005/08/30,士林,3.6,0.42,-,22.6,-,61,47.0,21.68,6.51,15.17,-,-,-,29.6,-,71.04,56.0,-
13,臺北市,2005/08/29,松山,4.6,0.5,390.32,23.1,-,66,43.0,29.62,13.7,15.92,-,-,-,30.12,-,68.32,59.0,-
14,臺北市,2005/08/29,古亭,3.8,0.75,-,25.2,-,68,48.0,38.98,18.79,20.19,2.382,0.344,2.04,29.06,-,74.8,98.0,-
15,臺北市,2005/08/29,中山,5.0,0.82,-,18.7,-,64,44.0,41.91,19.21,22.7,2.236,0.575,1.66,29.94,-,67.67,62.0,-
16,臺北市,2005/08/29,萬華,3.5,0.63,-,24.6,-,64,45.0,27.13,10.71,16.42,-,-,-,31.28,-,69.14,89.0,-
17,臺北市,2005/08/29,陽明,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,86.0,50.0,-
18,臺北市,2005/08/29,士林,3.2,0.39,-,24.5,-,58,45.0,18.85,6.38,12.47,-,-,-,30.11,-,69.05,71.0,-
19,臺北市,2005/08/28,松山,5.0,0.56,394.52,34.1,-,60,40.0,32.88,13.04,19.83,-,-,-,30.52,-,66.73,105.0,-
20,臺北市,2005/08/28,古亭,3.9,0.58,-,28.8,-,60,36.0,28.86,9.58,19.28,2.264,0.243,2.02,29.69,-,69.83,85.0,-
21,臺北市,2005/08/28,中山,5.7,0.79,-,23.6,-,55,40.0,42.94,18.26,24.68,2.243,0.547,1.7,30.4,-,65.03,73.0,-
22,臺北市,2005/08/28,萬華,4.7,0.5,-,30.4,-,54,36.0,22.79,7.26,15.52,-,-,-,31.67,-,65.75,92.0,-
23,臺北市,2005/08/28,陽明,2.9,0.17,384.25,42.2,-,25,10.0,4.95,1.34,3.61,-,-,-,23.09,-,85.0,63.0,-
24,臺北市,2005/08/28,士林,2.8,0.39,-,25.8,-,44,29.0,17.19,4.61,12.58,-,-,-,30.19,-,70.04,62.0,-
25,臺北市,2005/08/27,松山,4.0,0.58,395.73,39.4,-,55,35.0,31.3,10.29,21.02,-,-,-,30.43,-,67.54,129.0,-
26,臺北市,2005/08/27,古亭,2.5,0.82,-,33.7,-,63,35.0,39.01,15.02,23.99,2.404,0.333,2.07,29.55,-,73.55,103.0,-
27,臺北市,2005/08/27,中山,5.0,0.91,-,25.8,-,56,35.0,43.5,16.52,26.98,2.312,0.627,1.69,30.5,-,66.35,75.0,-
28,臺北市,2005/08/27,萬華,4.1,0.68,-,32.1,-,52,36.0,30.81,8.17,22.63,-,-,-,31.51,-,69.52,84.0,-
29,臺北市,2005/08/27,陽明,3.4,0.26,386.3,56.7,-,36,16.0,6.6,0.91,5.7,-,-,-,23.77,-,85.0,90.0,-
30,臺北市,2005/08/27,士林,3.2,0.51,-,29.7,-,49,27.0,24.16,8.76,15.4,-,-,-,30.24,-,70.79,73.0,-
31,臺北市,2005/08/26,松山,2.9,0.65,395.41,28.3,-,41,20.0,34.67,13.76,20.91,-,-,-,29.95,-,68.4,83.0,-
32,臺北市,2005/08/26,古亭,3.0,0.96,-,33.4,-,52,27.0,47.05,22.98,24.06,2.49,0.408,2.08,29.2,-,73.07,126.0,-
33,臺北市,2005/08/26,中山,4.1,1.07,-,23.8,-,44,27.0,53.33,23.46,29.87,2.397,0.657,1.74,29.85,-,67.28,68.0,-
