序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
1,臺北市,2008/09/30,松山,5.4,0.83,400.51,13.0,15,36,34.0,43.66,13.74,29.93,2.316,0.369,1.95,-,-,36.0
2,臺北市,2008/09/30,古亭,3.7,0.84,-,16.2,19,-,26.0,41.83,12.04,29.79,2.376,0.341,2.04,-,-,24.0
3,臺北市,2008/09/30,中山,6.5,1.06,-,8.1,11,51,38.0,60.39,20.18,40.22,2.628,0.497,2.13,23.4,85.24,50.0
4,臺北市,2008/09/30,萬華,5.2,0.86,-,14.9,18,36,28.0,36.8,7.05,29.74,-,-,-,23.48,88.22,36.0
5,臺北市,2008/09/30,陽明,2.4,0.2,-,45.1,53,-,11.0,3.09,1.13,1.96,-,-,-,18.37,86.48,45.0
6,臺北市,2008/09/30,士林,4.6,0.69,-,21.6,25,46,24.0,34.94,8.15,26.78,-,-,-,23.43,86.37,46.0
7,臺北市,2008/09/29,松山,2.0,0.47,392.16,14.0,17,16,16.0,22.73,5.43,17.3,2.094,0.188,1.91,-,-,19.0
8,臺北市,2008/09/29,古亭,2.6,0.45,-,18.4,23,-,11.0,23.49,5.54,17.95,2.177,0.167,2.01,-,-,28.0
9,臺北市,2008/09/29,中山,2.5,0.58,-,15.3,20,24,21.0,32.9,10.21,22.69,2.278,0.233,2.05,24.21,89.78,25.0
10,臺北市,2008/09/29,萬華,2.4,0.41,-,19.4,23,12,11.0,19.05,3.03,16.02,-,-,-,24.55,91.4,26.0
11,臺北市,2008/09/29,陽明,1.3,0.18,270.06,33.7,38,-,5.0,4.39,1.3,3.1,-,-,-,20.06,83.18,33.0
12,臺北市,2008/09/29,士林,2.6,0.28,-,28.1,30,22,9.0,11.86,1.54,10.32,-,-,-,24.21,89.78,31.0
13,臺北市,2008/09/28,松山,0.9,0.16,376.12,24.8,39,23,14.0,18.94,10.15,8.79,1.805,0.049,1.76,-,-,37.0
14,臺北市,2008/09/28,古亭,1.5,0.17,-,34.0,45,26,10.0,7.77,2.35,5.42,1.876,0.01,1.87,-,-,44.0
15,臺北市,2008/09/28,中山,1.6,0.18,-,33.0,46,25,20.0,9.03,2.35,6.68,1.836,0.026,1.81,25.65,85.79,43.0
16,臺北市,2008/09/28,萬華,0.5,0.17,-,32.9,44,16,8.0,6.23,0.89,5.34,-,-,-,26.05,87.88,42.0
17,臺北市,2008/09/28,陽明,1.2,0.14,378.76,39.9,52,5,2.0,-,-,-,-,-,-,20.79,83.07,50.0
18,臺北市,2008/09/28,士林,1.1,0.13,-,39.5,52,25,8.0,3.83,1.22,2.6,-,-,-,25.83,83.55,49.0
19,臺北市,2008/09/27,松山,2.1,0.31,378.04,24.7,29,40,17.0,15.37,4.44,10.94,1.924,0.115,1.81,-,-,40.0
20,臺北市,2008/09/27,古亭,2.0,0.39,-,23.3,29,41,10.0,23.17,6.05,17.12,2.015,0.101,1.92,-,-,41.0
21,臺北市,2008/09/27,中山,1.8,0.43,-,24.2,30,47,24.0,25.28,6.88,18.4,2.002,0.144,1.86,25.31,80.37,47.0
22,臺北市,2008/09/27,萬華,0.8,0.36,-,23.7,29,37,13.0,19.27,3.98,15.29,-,-,-,25.49,83.74,37.0
23,臺北市,2008/09/27,陽明,1.4,0.14,378.68,40.8,46,5,4.0,2.19,1.61,0.56,-,-,-,19.63,83.11,48.0
24,臺北市,2008/09/27,士林,1.9,0.2,-,37.2,42,40,9.0,7.84,2.36,5.48,-,-,-,25.5,79.07,46.0
