序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","平均風速 WS_HR (m/sec)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
1087,高雄市,2008/06/05,鳳山,5.5,0.58,-,12.1,19,30,14.0,19.7,4.73,15.68,2.151,0.307,1.84,-,23.77,-,94.69,30.0,-
1088,高雄市,2008/06/05,林園,1.4,0.19,-,30.8,43,39,10.0,5.06,1.45,3.61,2.101,0.24,1.86,-,25.39,-,93.68,41.0,-
1089,高雄市,2008/06/05,大寮,4.4,0.3,-,18.7,29,22,11.0,15.3,7.34,7.96,-,-,-,-,24.48,-,89.78,29.0,-
1090,高雄市,2008/06/05,仁武,3.2,0.36,-,15.3,24,26,17.0,19.89,3.06,16.8,2.143,0.17,1.97,-,25.1,-,92.25,31.0,-
1091,高雄市,2008/06/05,橋頭,4.4,0.27,-,18.5,29,17,7.0,18.16,3.32,14.83,-,-,-,-,24.59,-,90.4,37.0,-
1092,高雄市,2008/06/05,美濃,2.4,0.2,-,20.9,31,18,3.0,5.24,1.78,3.47,-,-,-,-,23.86,-,96.83,31.0,-
1093,高雄市,2008/06/04,左營,4.7,0.97,-,13.5,21,32,21.0,43.9,14.39,29.5,2.412,0.524,1.89,-,25.0,-,92.26,32.0,-
1094,高雄市,2008/06/04,楠梓,10.7,0.53,-,11.6,15,34,21.0,41.5,16.19,25.31,2.204,0.452,1.75,-,25.05,-,91.68,34.0,-
1095,高雄市,2008/06/04,前金,6.5,1.1,-,-,-,38,28.0,46.49,16.01,30.48,2.939,0.652,2.29,-,25.36,-,89.23,38.0,-
1096,高雄市,2008/06/04,前鎮,4.0,0.89,-,11.1,18,29,23.0,41.68,12.96,28.72,-,-,-,-,25.09,-,91.38,29.0,-
1097,高雄市,2008/06/04,復興,5.0,1.03,-,18.1,25,29,23.0,41.23,13.51,27.71,-,-,-,-,24.56,-,91.43,29.0,-
1098,高雄市,2008/06/04,小港,11.5,0.69,-,10.0,19,36,26.0,43.11,16.98,26.13,2.117,0.369,1.75,-,25.34,-,91.36,36.0,-
1099,高雄市,2008/06/04,鳳山,4.6,0.83,-,14.3,19,39,24.0,22.52,3.39,19.73,2.405,0.439,1.97,-,24.05,-,94.69,39.0,-
1100,高雄市,2008/06/04,林園,4.1,0.34,-,23.8,27,33,18.0,12.73,2.1,10.62,2.167,0.268,1.9,-,25.06,-,94.85,33.0,-
1101,高雄市,2008/06/04,大寮,1.9,0.41,-,14.4,19,27,17.0,18.25,2.98,15.3,-,-,-,-,24.67,-,92.51,27.0,-
1102,高雄市,2008/06/04,仁武,3.8,0.57,-,11.8,15,28,23.0,25.62,4.53,21.08,2.524,0.352,2.17,-,25.45,-,94.39,28.0,-
1103,高雄市,2008/06/04,橋頭,3.5,0.5,-,13.8,19,25,14.0,26.41,5.66,20.72,-,-,-,-,24.96,-,93.31,25.0,-
1104,高雄市,2008/06/04,美濃,2.1,0.29,-,23.3,30,22,7.0,7.44,1.72,5.72,-,-,-,-,24.71,-,97.78,28.0,-
1105,高雄市,2008/06/03,左營,3.4,0.66,-,18.6,32,21,15.0,26.97,4.74,22.21,2.16,0.33,1.83,-,25.56,-,91.08,31.0,-
1106,高雄市,2008/06/03,楠梓,13.5,0.43,-,17.9,30,-,19.0,31.19,9.08,22.12,2.154,0.453,1.7,-,25.75,-,89.81,33.0,-
1107,高雄市,2008/06/03,前金,5.2,0.69,-,-,-,25,18.0,27.12,6.13,20.98,2.444,0.349,2.1,-,25.86,-,87.79,25.0,-
1108,高雄市,2008/06/03,前鎮,5.1,0.57,-,13.6,19,18,18.0,31.25,6.47,24.78,-,-,-,-,25.66,-,89.72,18.0,-
1109,高雄市,2008/06/03,復興,5.3,0.7,-,20.3,26,24,14.0,31.16,7.69,23.47,-,-,-,-,25.0,-,90.52,24.0,-
1110,高雄市,2008/06/03,小港,12.5,0.51,-,10.9,13,27,22.0,36.99,11.83,25.17,1.826,0.195,1.63,-,25.97,-,89.16,27.0,-
1111,高雄市,2008/06/03,鳳山,3.8,0.62,-,16.3,23,29,15.0,20.94,4.36,16.57,2.176,0.328,1.85,-,24.74,-,94.69,29.0,-
1112,高雄市,2008/06/03,林園,2.9,0.21,-,33.1,39,23,8.0,5.09,0.99,4.1,2.033,0.298,1.74,-,25.75,-,94.61,36.0,-
1113,高雄市,2008/06/03,大寮,6.3,0.4,-,20.9,26,17,10.0,20.5,9.32,11.18,-,-,-,-,25.09,-,91.44,26.0,-
1114,高雄市,2008/06/03,仁武,2.7,0.45,-,14.9,22,19,17.0,21.8,2.82,18.95,2.326,0.228,2.1,-,26.01,-,92.86,26.0,-
1115,高雄市,2008/06/03,橋頭,4.6,0.4,-,19.4,32,17,9.0,20.47,3.21,17.26,-,-,-,-,25.69,-,91.08,35.0,-
1116,高雄市,2008/06/03,美濃,2.1,0.22,-,29.3,41,15,5.0,7.15,2.21,4.94,-,-,-,-,25.09,-,95.92,40.0,-
1117,高雄市,2008/06/02,左營,4.0,0.61,-,18.8,31,34,20.0,25.08,5.76,19.32,2.044,0.257,1.79,-,26.57,-,86.84,34.0,-
1118,高雄市,2008/06/02,楠梓,6.5,0.46,-,16.7,27,-,26.0,27.84,7.28,20.55,2.053,0.329,1.72,-,26.66,-,86.23,28.0,-
1119,高雄市,2008/06/02,前金,4.8,0.53,-,-,-,36,19.0,22.88,5.72,17.16,2.325,0.252,2.07,-,26.89,-,83.24,36.0,-
1120,高雄市,2008/06/02,前鎮,4.9,0.5,-,16.1,22,29,20.0,26.89,5.09,21.81,-,-,-,-,26.7,-,85.41,29.0,-
1121,高雄市,2008/06/02,復興,5.7,0.65,-,21.8,28,30,18.0,27.4,6.43,20.96,-,-,-,-,25.98,-,86.27,30.0,-
1122,高雄市,2008/06/02,小港,12.0,0.37,-,11.9,17,35,23.0,28.52,6.67,21.85,1.787,0.168,1.62,-,26.98,-,85.02,35.0,-
1123,高雄市,2008/06/02,鳳山,4.7,0.63,-,11.2,18,45,22.0,22.39,4.82,17.57,2.176,0.333,1.84,-,26.15,-,90.22,45.0,-
1124,高雄市,2008/06/02,林園,2.3,0.22,-,31.7,38,33,16.0,4.98,1.15,3.84,2.029,0.305,1.72,-,26.68,-,90.3,40.0,-
1125,高雄市,2008/06/02,大寮,3.4,0.33,-,16.3,22,33,16.0,14.67,4.8,9.88,-,-,-,-,26.06,-,87.28,33.0,-
1126,高雄市,2008/06/02,仁武,4.6,0.46,-,9.1,15,39,27.0,22.44,2.8,19.62,2.276,0.204,2.07,-,27.03,-,88.66,39.0,-
1127,高雄市,2008/06/02,橋頭,3.6,0.39,-,19.6,30,29,17.0,18.52,3.14,15.36,-,-,-,-,26.47,-,88.39,34.0,-
1128,高雄市,2008/06/02,美濃,2.5,0.23,-,24.3,36,37,13.0,7.72,2.84,4.88,-,-,-,-,26.01,-,92.37,37.0,-
1129,高雄市,2008/06/01,左營,6.3,0.58,-,38.5,65,79,47.0,18.78,2.64,16.14,2.116,0.232,1.88,-,28.1,-,77.63,64.0,-
1130,高雄市,2008/06/01,楠梓,4.4,0.48,-,42.4,73,75,46.0,15.78,2.09,13.69,1.969,0.171,1.8,-,28.18,-,76.8,73.0,-
1131,高雄市,2008/06/01,前金,4.9,0.5,-,-,-,67,44.0,16.21,3.0,13.2,2.306,0.186,2.12,-,28.5,-,73.7,58.0,-
1132,高雄市,2008/06/01,前鎮,4.2,0.5,-,33.0,59,64,39.0,24.06,3.95,20.1,-,-,-,-,28.66,-,75.54,57.0,-
1133,高雄市,2008/06/01,復興,5.7,0.64,-,36.5,60,66,34.0,24.22,3.13,21.08,-,-,-,-,27.96,-,75.45,58.0,-
1134,高雄市,2008/06/01,小港,6.9,0.39,-,34.1,57,54,36.0,16.15,1.69,14.46,1.798,0.14,1.66,-,28.84,-,73.99,52.0,-
1135,高雄市,2008/06/01,鳳山,5.2,0.58,-,33.4,59,75,33.0,15.46,1.6,13.85,2.111,0.227,1.88,-,28.66,-,80.36,62.0,-
1136,高雄市,2008/06/01,林園,3.3,0.31,-,44.1,69,59,27.0,4.4,0.7,3.75,2.213,0.353,1.86,-,28.39,-,82.8,63.0,-
1137,高雄市,2008/06/01,大寮,0.7,0.42,-,29.0,50,67,33.0,13.15,5.75,7.39,-,-,-,-,28.35,-,74.17,58.0,-
1138,高雄市,2008/06/01,仁武,4.5,0.45,-,28.2,52,65,40.0,17.31,1.11,16.17,2.268,0.144,2.12,-,28.83,-,77.76,58.0,-
1139,高雄市,2008/06/01,橋頭,5.2,0.53,-,40.1,68,70,41.0,17.95,1.26,16.67,-,-,-,-,28.25,-,78.15,62.0,-
1140,高雄市,2008/06/01,美濃,3.7,0.28,-,40.3,68,51,25.0,7.24,1.27,5.97,-,-,-,-,28.0,-,82.58,80.0,-
1141,基隆市,2008/06/30,基隆,3.6,0.44,-,18.3,36,26,15.0,24.63,7.37,17.26,1.795,0.226,1.57,-,28.17,-,79.36,39.0,-
1142,基隆市,2008/06/29,基隆,3.1,0.35,-,16.8,32,21,11.0,20.39,5.45,14.94,1.795,0.186,1.61,-,27.45,-,81.7,34.0,-
1143,基隆市,2008/06/28,基隆,3.4,0.45,-,22.0,41,26,15.0,24.68,7.85,16.83,1.818,0.222,1.6,-,27.96,-,76.7,53.0,-
1144,基隆市,2008/06/27,基隆,2.5,0.36,-,21.1,32,30,18.0,17.65,6.28,11.38,1.683,0.154,1.53,-,28.43,-,78.29,30.0,-
1145,基隆市,2008/06/26,基隆,2.5,0.32,-,22.1,33,30,17.0,13.83,3.24,10.59,1.701,0.14,1.56,-,29.33,-,74.78,30.0,-
1146,基隆市,2008/06/25,基隆,4.8,0.34,-,32.9,53,38,23.0,15.37,3.17,12.2,1.726,0.169,1.56,-,29.44,-,76.0,53.0,-
1147,基隆市,2008/06/24,基隆,5.3,0.4,-,40.1,65,37,27.0,17.47,2.66,14.81,1.776,0.189,1.59,-,29.66,-,71.33,85.0,-
1148,基隆市,2008/06/23,基隆,8.8,0.45,-,30.6,63,39,29.0,23.67,3.97,19.7,1.777,0.206,1.57,-,29.24,-,69.97,70.0,-
1149,基隆市,2008/06/22,基隆,4.2,0.39,-,46.3,82,41,30.0,15.65,2.46,13.2,1.719,0.153,1.57,-,28.99,-,72.64,74.0,-
1150,基隆市,2008/06/21,基隆,5.7,0.44,-,32.1,62,36,25.0,23.25,5.36,17.89,1.769,0.212,1.56,-,29.39,-,73.11,68.0,-
1151,基隆市,2008/06/20,基隆,9.3,0.44,-,27.9,52,32,23.0,23.92,6.2,17.72,1.76,0.198,1.56,-,29.17,-,72.02,66.0,-
1152,基隆市,2008/06/19,基隆,4.6,0.41,-,28.7,56,27,19.0,20.25,5.37,14.88,1.788,0.201,1.59,-,28.35,-,75.04,55.0,-
1153,基隆市,2008/06/18,基隆,5.4,0.32,-,24.9,37,27,16.0,18.91,5.08,13.83,1.682,0.142,1.54,-,27.75,-,77.21,36.0,-
1154,基隆市,2008/06/17,基隆,4.4,0.47,-,16.7,30,25,15.0,25.64,7.34,18.29,1.807,0.225,1.58,-,27.17,-,81.56,32.0,-
1155,基隆市,2008/06/16,基隆,2.7,0.37,-,18.2,26,21,12.0,18.09,4.76,13.32,1.733,0.155,1.58,-,26.99,-,83.27,28.0,-
1156,基隆市,2008/06/15,基隆,3.2,0.41,-,18.4,36,20,11.0,21.58,9.45,12.13,1.811,0.189,1.62,-,26.75,-,80.5,38.0,-
1157,基隆市,2008/06/14,基隆,3.0,0.63,-,9.4,14,24,15.0,35.77,15.92,19.86,2.006,0.326,1.68,-,25.23,-,88.05,24.0,-
1158,基隆市,2008/06/13,基隆,2.8,0.37,-,21.4,36,17,10.0,19.71,6.42,13.29,1.837,0.175,1.66,-,26.07,-,80.52,36.0,-
1159,基隆市,2008/06/12,基隆,5.0,0.5,-,17.9,33,23,14.0,30.76,7.53,23.23,1.865,0.27,1.59,-,25.85,-,77.48,33.0,-
1160,基隆市,2008/06/11,基隆,2.5,0.4,-,26.5,47,29,18.0,19.1,4.16,14.94,1.758,0.184,1.57,-,28.84,-,68.91,47.0,-
1161,基隆市,2008/06/10,基隆,3.8,0.45,-,24.9,52,33,22.0,21.3,5.15,16.15,1.795,0.211,1.58,-,28.01,-,75.97,56.0,-
1162,基隆市,2008/06/09,基隆,4.2,0.48,-,23.8,46,34,26.0,23.11,5.53,17.59,-,-,-,-,27.4,-,79.26,50.0,-
1163,基隆市,2008/06/08,基隆,5.8,0.55,-,23.7,40,38,29.0,23.47,4.03,19.44,-,-,-,-,26.62,-,78.51,39.0,-
1164,基隆市,2008/06/07,基隆,4.8,0.45,-,30.8,42,33,26.0,19.03,3.47,15.55,1.724,0.15,1.57,-,27.38,-,73.15,42.0,-
1165,基隆市,2008/06/06,基隆,3.4,0.34,-,26.9,33,22,17.0,14.4,2.85,11.54,1.7,0.133,1.57,-,27.33,-,72.24,32.0,-
1166,基隆市,2008/06/05,基隆,3.3,0.42,-,30.8,45,24,17.0,15.35,3.94,11.41,1.837,0.158,1.68,-,26.77,-,72.69,43.0,-
1167,基隆市,2008/06/04,基隆,6.0,0.55,-,21.7,43,26,15.0,28.79,8.86,19.94,1.999,0.245,1.75,-,24.19,-,80.44,39.0,-
1168,基隆市,2008/06/03,基隆,0.8,0.39,-,37.2,50,20,13.0,15.69,3.29,12.4,1.743,0.122,1.62,-,22.35,-,88.74,45.0,-
1169,基隆市,2008/06/02,基隆,7.6,0.42,-,31.7,37,27,18.0,21.51,3.19,18.31,1.747,0.117,1.63,-,23.82,-,89.94,37.0,-
1170,基隆市,2008/06/01,基隆,0.7,0.45,-,33.6,47,46,27.0,15.27,1.9,13.37,1.799,0.122,1.68,-,23.33,-,88.52,46.0,-
1171,新竹市,2008/06/30,新竹,3.7,0.5,-,21.6,43,28,15.0,24.75,7.82,16.92,2.044,0.224,1.82,-,28.77,-,74.26,49.0,-
1172,新竹市,2008/06/29,新竹,3.8,0.36,-,23.4,42,20,14.0,17.48,3.74,13.72,1.931,0.134,1.8,-,29.04,-,73.13,60.0,-
1173,新竹市,2008/06/28,新竹,1.9,0.31,-,26.6,38,23,12.0,12.63,2.49,10.14,1.883,0.119,1.76,-,30.86,-,62.09,41.0,-
1174,新竹市,2008/06/27,新竹,2.6,0.39,-,19.7,33,27,14.0,18.88,3.97,14.91,1.996,0.183,1.81,-,30.19,-,65.59,35.0,-
1175,新竹市,2008/06/26,新竹,2.6,0.34,-,22.7,37,35,18.0,13.86,2.21,11.66,2.007,0.154,1.85,-,30.15,-,69.74,43.0,-
1176,新竹市,2008/06/25,新竹,3.4,0.36,-,26.5,47,45,19.0,16.98,2.59,14.39,2.051,0.17,1.88,-,30.75,-,67.35,46.0,-
1177,新竹市,2008/06/24,新竹,-,-,-,-,49,39,18.0,-,-,-,-,-,-,-,-,-,-,49.0,-
1178,新竹市,2008/06/23,新竹,5.6,0.4,-,26.6,49,36,22.0,20.53,4.89,15.64,2.048,0.164,1.88,-,29.26,-,72.08,58.0,-
1179,新竹市,2008/06/22,新竹,3.6,0.39,-,27.0,49,36,25.0,17.32,2.85,14.45,2.027,0.157,1.87,-,28.78,-,71.73,50.0,-
1180,新竹市,2008/06/21,新竹,3.9,0.48,-,18.6,32,35,20.0,21.93,5.88,16.05,2.095,0.213,1.88,-,28.81,-,75.06,35.0,-
1181,新竹市,2008/06/20,新竹,3.0,0.4,-,16.8,25,25,18.0,18.05,5.21,12.84,2.053,0.187,1.87,-,29.51,-,72.79,25.0,-
1182,新竹市,2008/06/19,新竹,4.2,0.4,-,25.2,49,34,20.0,21.4,6.67,14.73,2.122,0.228,1.89,-,28.68,-,73.2,52.0,-
1183,新竹市,2008/06/18,新竹,3.1,0.51,-,21.2,38,34,21.0,27.74,7.28,20.47,2.155,0.278,1.88,-,28.38,-,75.76,60.0,-
1184,新竹市,2008/06/17,新竹,3.1,0.46,-,22.9,42,31,15.0,26.82,7.4,19.43,2.143,0.294,1.85,-,28.5,-,72.8,40.0,-
1185,新竹市,2008/06/16,新竹,3.3,0.44,-,17.2,33,17,11.0,21.39,4.55,16.84,2.031,0.229,1.8,-,27.61,-,74.84,36.0,-
1186,新竹市,2008/06/15,新竹,3.9,0.33,-,19.0,30,14,8.0,15.3,3.93,11.36,1.97,0.142,1.83,-,28.39,-,69.81,30.0,-
1187,新竹市,2008/06/14,新竹,2.9,0.5,-,8.6,14,21,12.0,31.32,15.07,16.26,2.203,0.288,1.91,-,25.46,-,82.8,21.0,-
1188,新竹市,2008/06/13,新竹,4.9,0.51,-,20.3,42,29,19.0,33.69,13.37,20.32,2.228,0.317,1.91,-,26.36,-,80.52,44.0,-
1189,新竹市,2008/06/12,新竹,2.8,0.4,-,19.4,33,15,10.0,20.27,5.09,15.18,2.011,0.17,1.84,-,26.12,-,79.16,41.0,-
1190,新竹市,2008/06/11,新竹,4.5,0.31,-,24.0,43,27,16.0,12.6,1.73,10.87,1.932,0.125,1.81,-,29.88,-,61.95,49.0,-
1191,新竹市,2008/06/10,新竹,2.3,0.37,-,20.7,36,29,16.0,18.35,6.35,12.01,2.046,0.166,1.88,-,28.87,-,72.17,44.0,-
1192,新竹市,2008/06/09,新竹,2.9,0.44,-,16.9,28,29,16.0,19.99,6.14,13.84,2.098,0.192,1.91,-,28.41,-,76.55,29.0,-
1193,新竹市,2008/06/08,新竹,6.1,0.5,-,31.6,63,37,29.0,23.12,5.78,17.34,2.147,0.215,1.93,-,27.72,-,81.31,66.0,-
1194,新竹市,2008/06/07,新竹,5.9,0.43,-,29.2,42,35,26.0,23.19,3.16,20.03,2.051,0.164,1.89,-,26.83,-,78.69,42.0,-
1195,新竹市,2008/06/06,新竹,3.4,0.49,-,38.3,53,52,36.0,15.93,0.87,15.0,2.13,0.184,1.95,-,26.69,-,80.83,51.0,-
1196,新竹市,2008/06/05,新竹,3.9,0.52,-,37.5,71,41,27.0,22.97,4.88,18.09,2.197,0.237,1.96,-,26.84,-,75.3,84.0,-
1197,新竹市,2008/06/04,新竹,6.4,0.78,-,30.9,67,40,31.0,35.87,12.13,23.74,2.498,0.389,2.11,-,25.15,-,83.18,68.0,-
1198,新竹市,2008/06/03,新竹,4.4,0.65,-,16.0,28,19,17.0,38.03,7.91,30.12,-,-,-,-,23.06,-,91.71,27.0,-
1199,新竹市,2008/06/02,新竹,4.9,0.54,-,30.3,50,42,32.0,-,-,-,-,-,-,-,24.15,-,89.02,46.0,-
1200,新竹市,2008/06/01,新竹,7.1,0.55,-,30.4,46,62,37.0,24.08,1.45,22.64,2.21,0.209,2.0,-,24.28,-,81.08,56.0,-
1201,嘉義市,2008/06/30,嘉義,2.9,0.26,-,17.7,31,29,15.0,11.21,2.76,8.45,1.77,0.123,1.65,-,29.27,-,69.28,41.0,-
1202,嘉義市,2008/06/29,嘉義,3.5,0.19,-,18.5,33,27,13.0,7.62,1.66,5.96,1.724,0.052,1.67,-,28.75,-,72.29,36.0,-
1203,嘉義市,2008/06/28,嘉義,2.3,0.26,-,12.7,18,22,10.0,13.6,4.61,8.99,1.79,0.129,1.66,-,26.02,-,84.82,22.0,-
1204,嘉義市,2008/06/27,嘉義,2.3,0.14,-,13.1,15,19,11.0,8.88,1.38,7.48,1.719,0.075,1.64,-,26.49,-,81.02,19.0,-
1205,嘉義市,2008/06/26,嘉義,2.9,0.16,-,19.2,29,32,15.0,6.33,0.83,5.48,1.684,0.047,1.64,-,29.38,-,69.7,36.0,-
1206,嘉義市,2008/06/25,嘉義,2.5,0.16,-,21.7,30,32,15.0,5.74,0.62,5.1,1.686,0.044,1.64,-,29.53,-,67.53,32.0,-
1207,嘉義市,2008/06/24,嘉義,2.0,0.16,-,23.1,33,39,12.0,6.17,0.97,5.19,1.716,0.046,1.67,-,30.61,-,57.13,39.0,-
1208,嘉義市,2008/06/23,嘉義,4.6,0.34,-,41.0,73,69,44.0,15.03,2.55,12.48,1.913,0.152,1.76,-,29.61,-,67.79,78.0,-
1209,嘉義市,2008/06/22,嘉義,2.6,0.21,-,25.0,38,38,22.0,8.51,1.11,7.4,1.775,0.063,1.71,-,29.3,-,64.15,38.0,-
1210,嘉義市,2008/06/21,嘉義,2.2,0.22,-,26.3,42,39,21.0,9.06,1.31,7.74,1.778,0.058,1.72,-,28.93,-,73.01,39.0,-
1211,嘉義市,2008/06/20,嘉義,2.4,0.21,-,21.7,38,33,18.0,10.9,2.22,8.67,1.834,0.13,1.7,-,29.19,-,70.53,39.0,-
1212,嘉義市,2008/06/19,嘉義,2.6,0.23,-,16.5,30,32,16.0,8.85,1.21,7.61,1.798,0.104,1.69,-,28.87,-,68.66,33.0,-
1213,嘉義市,2008/06/18,嘉義,2.7,0.2,-,18.8,31,28,15.0,7.92,1.0,6.9,1.771,0.07,1.7,-,29.19,-,65.8,36.0,-
1214,嘉義市,2008/06/17,嘉義,3.2,0.16,-,22.3,34,22,11.0,6.81,1.11,5.7,1.715,0.055,1.66,-,28.04,-,68.1,46.0,-
1215,嘉義市,2008/06/16,嘉義,2.0,0.13,-,16.8,18,14,7.0,6.52,1.55,4.97,1.701,0.034,1.67,-,24.82,-,82.69,17.0,-
1216,嘉義市,2008/06/15,嘉義,1.9,0.15,-,14.6,18,14,7.0,5.76,0.99,4.74,1.739,0.069,1.67,-,26.24,-,75.88,17.0,-
1217,嘉義市,2008/06/14,嘉義,2.0,0.22,-,8.7,16,18,11.0,12.86,3.37,9.48,1.773,0.096,1.68,-,25.44,-,81.24,18.0,-
1218,嘉義市,2008/06/13,嘉義,2.9,0.23,-,19.9,40,37,17.0,10.85,2.41,8.44,1.822,0.102,1.72,-,28.74,-,64.05,45.0,-
1219,嘉義市,2008/06/12,嘉義,2.2,0.22,-,11.7,21,25,13.0,9.03,1.63,7.36,1.783,0.09,1.69,-,28.32,-,69.41,29.0,-
1220,嘉義市,2008/06/11,嘉義,3.4,0.23,-,19.0,38,34,20.0,10.26,1.38,8.86,1.823,0.103,1.72,-,28.88,-,64.93,50.0,-
1221,嘉義市,2008/06/10,嘉義,2.5,0.2,-,17.1,34,33,17.0,9.12,1.35,7.77,1.813,0.098,1.72,-,28.89,-,65.72,37.0,-
1222,嘉義市,2008/06/09,嘉義,2.3,0.21,-,19.8,44,38,18.0,9.9,1.93,7.96,1.809,0.098,1.71,-,28.86,-,67.71,57.0,-
1223,嘉義市,2008/06/08,嘉義,1.9,0.31,-,19.5,28,42,25.0,9.9,0.79,9.09,1.944,0.194,1.75,-,28.04,-,69.29,42.0,-
1224,嘉義市,2008/06/07,嘉義,3.3,0.46,-,37.5,73,56,31.0,15.02,1.55,13.48,2.064,0.229,1.84,-,27.2,-,69.83,78.0,-
1225,嘉義市,2008/06/06,嘉義,2.6,0.5,-,22.5,40,36,21.0,18.93,5.99,12.95,2.082,0.266,1.82,-,24.85,-,83.97,44.0,-
1226,嘉義市,2008/06/05,嘉義,3.4,0.52,-,12.3,21,34,18.0,26.8,8.5,18.31,2.244,0.297,1.95,-,24.24,-,86.23,34.0,-
1227,嘉義市,2008/06/04,嘉義,1.9,0.33,-,24.3,31,20,13.0,10.35,1.25,9.12,1.89,0.122,1.77,-,24.72,-,87.17,32.0,-
1228,嘉義市,2008/06/03,嘉義,2.2,0.34,-,17.1,25,20,10.0,16.32,3.14,13.17,1.939,0.169,1.77,-,24.78,-,88.23,24.0,-
1229,嘉義市,2008/06/02,嘉義,2.5,0.39,-,22.8,33,58,34.0,12.06,1.11,10.91,1.924,0.116,1.81,-,25.72,-,84.19,54.0,-
1230,嘉義市,2008/06/01,嘉義,4.8,0.56,-,38.5,73,93,57.0,18.31,1.06,17.23,2.06,0.166,1.89,-,25.76,-,80.53,72.0,-
1231,宜蘭縣,2008/06/30,宜蘭,2.7,0.28,398.06,23.1,33,27,9.0,8.44,1.35,7.09,-,-,-,-,29.64,-,81.92,35.0,-
1232,宜蘭縣,2008/06/30,冬山,4.0,0.33,-,18.9,32,46,9.0,15.04,3.82,11.22,-,-,-,-,28.65,-,78.98,46.0,-
1233,宜蘭縣,2008/06/29,宜蘭,3.3,0.21,392.56,26.8,38,23,9.0,7.49,1.01,6.48,-,-,-,-,29.77,-,80.3,39.0,-
1234,宜蘭縣,2008/06/29,冬山,2.5,0.2,-,23.3,38,45,9.0,7.0,1.35,5.61,-,-,-,-,28.55,-,78.88,45.0,-
1235,宜蘭縣,2008/06/28,宜蘭,2.7,0.27,396.89,21.8,33,29,13.0,9.81,1.5,8.3,-,-,-,-,29.56,-,81.45,34.0,-
1236,宜蘭縣,2008/06/28,冬山,1.8,0.24,-,21.6,34,54,12.0,9.95,2.09,7.85,-,-,-,-,28.55,-,80.87,52.0,-
1237,宜蘭縣,2008/06/27,宜蘭,2.4,0.27,393.03,24.5,39,36,17.0,7.7,1.29,6.38,-,-,-,-,30.02,-,82.27,37.0,-
1238,宜蘭縣,2008/06/27,冬山,5.1,0.42,-,22.8,36,67,15.0,11.08,2.22,8.86,-,-,-,-,29.09,-,78.89,58.0,-
1239,宜蘭縣,2008/06/26,宜蘭,3.2,0.24,390.1,30.3,39,35,17.0,7.16,0.97,6.18,-,-,-,-,30.79,-,77.78,41.0,-
1240,宜蘭縣,2008/06/26,冬山,4.0,0.43,-,26.1,38,76,18.0,11.58,2.72,8.86,-,-,-,-,29.46,-,75.4,63.0,-
1241,宜蘭縣,2008/06/25,宜蘭,5.0,0.33,401.37,37.3,53,45,23.0,8.91,1.48,7.42,-,-,-,-,30.97,-,79.02,50.0,-
1242,宜蘭縣,2008/06/25,冬山,3.2,0.29,-,33.8,50,74,21.0,8.9,1.45,7.45,-,-,-,-,30.08,-,72.57,62.0,-
1243,宜蘭縣,2008/06/24,宜蘭,3.2,0.37,410.77,35.1,53,43,23.0,10.64,1.26,9.36,-,-,-,-,30.45,-,80.51,49.0,-
1244,宜蘭縣,2008/06/24,冬山,3.0,0.33,-,32.5,54,68,18.0,11.46,2.48,8.97,-,-,-,-,29.72,-,75.11,59.0,-
1245,宜蘭縣,2008/06/23,宜蘭,3.3,0.31,404.5,36.2,61,35,18.0,8.6,1.31,7.29,-,-,-,-,30.63,-,75.2,68.0,-
1246,宜蘭縣,2008/06/23,冬山,4.1,0.39,-,28.8,55,57,14.0,13.68,2.35,11.34,-,-,-,-,29.95,-,70.11,64.0,-
1247,宜蘭縣,2008/06/22,宜蘭,2.4,0.3,406.54,27.6,43,36,16.0,8.48,1.04,7.42,-,-,-,-,30.34,-,76.69,42.0,-
1248,宜蘭縣,2008/06/22,冬山,3.5,0.53,-,23.7,44,56,14.0,17.96,5.78,12.18,-,-,-,-,29.43,-,71.16,53.0,-
1249,宜蘭縣,2008/06/21,宜蘭,2.6,0.3,408.4,26.0,40,31,15.0,8.85,1.61,7.23,-,-,-,-,30.39,-,77.87,42.0,-
1250,宜蘭縣,2008/06/21,冬山,3.4,0.55,-,24.6,44,56,14.0,15.7,4.58,11.12,-,-,-,-,29.65,-,72.64,53.0,-
1251,宜蘭縣,2008/06/20,宜蘭,2.5,0.3,407.45,19.0,31,27,12.0,9.69,2.22,7.48,-,-,-,-,30.34,-,79.37,32.0,-
1252,宜蘭縣,2008/06/20,冬山,4.2,0.33,-,19.2,34,40,9.0,12.07,4.19,7.88,-,-,-,-,29.51,-,73.04,40.0,-
