序號,縣市,監測日期,測站,二氧化硫
SO2
(ppb),一氧化碳
CO
(ppm),二氧化碳
CO2
(ppm),臭氧
O3
(ppb),"懸浮微粒
PM 10 
(μg/m 3 )","細懸浮微粒
PM 2.5 
(μg/m 3 )",氮氧化物
NOx
(ppb),一氧化氮
NO
(ppb),二氧化氮
NO2
(ppb),總碳氫化合物
THC
(ppm),非甲烷碳氫化合物
NMHC
(ppm),甲烷
CH4
(ppm),風速
WIND_SPEED
(m/sec),小時風速值
WS_HR
(m/sec),溫度
AMB_TEMP
(℃),降雨強度
RAIN_INT
(㎜),酸雨
PH_RAIN
(pH),相對濕度
RH
24,臺北市,2017/07/28,中山,2.6,0.5,-,6.9,27,9,28.74,14.49,14.24,1.897,0.146,1.752,0.96,0.5,31.37,-,-,69.42,-
25,臺北市,2017/07/28,大同,3.4,0.65,-,-,34,4,41.1,28.67,12.44,2.009,0.208,1.801,-,-,-,-,-,-,-
26,臺北市,2017/07/28,萬華,2,0.57,-,8,21,10,34.79,21.42,13.37,-,-,-,1.5,0.69,31.99,-,-,70.97,-
27,臺北市,2017/07/28,陽明,2.3,0.04,406.57,15.2,9,-,3.07,1.64,1.44,-,-,-,3.7,-,23.2,1,4.95,94.34,14.3
28,臺北市,2017/07/28,士林,4.3,0.11,-,15.6,19,10,8.08,3.39,4.69,-,-,-,3.16,2.76,31.1,-,-,72.06,-
29,臺北市,2017/07/27,松山,4.3,0.36,429.92,24.4,24,19,22.16,6.05,16.11,1.864,0.122,1.743,1.77,1.34,30.98,-,-,63.43,-
30,臺北市,2017/07/27,古亭,1.9,0.35,-,27.2,27,15,18.62,4.55,14.07,1.946,0.123,1.823,2.02,1.64,30.75,-,-,67.4,-
31,臺北市,2017/07/27,中山,-,0.5,-,-,-,-,-,-,-,1.949,0.147,1.802,0.86,0.43,31.14,-,-,67.79,-
32,臺北市,2017/07/27,大同,4.1,1.37,-,-,50,12,58.52,37.05,21.48,2.304,0.414,1.89,-,-,-,-,-,-,-
33,臺北市,2017/07/27,萬華,2.1,0.68,-,17.3,33,20,36.89,16.04,20.85,-,-,-,1.11,0.51,31.76,-,-,64.63,-
34,臺北市,2017/07/27,陽明,1.7,0.11,413.74,28.3,18,12,4.06,0.74,3.31,-,-,-,1.97,-,22.75,0,0,88.81,0
35,臺北市,2017/07/27,士林,2,0.26,-,16.5,27,14,15.44,2.4,13.03,-,-,-,2.15,1.85,30.45,-,-,70.34,-
36,臺北市,2017/07/26,松山,6.9,0.46,440.61,33.5,34,25,27.84,5.1,22.74,1.968,0.178,1.79,1.58,1.14,31.12,-,-,65.28,-
37,臺北市,2017/07/26,古亭,3.2,0.62,-,40,38,25,26.45,4.33,22.11,2.114,0.217,1.897,1.69,1.34,30.76,-,-,71.06,-
38,臺北市,2017/07/26,中山,4.3,0.71,-,30.2,45,24,33.43,6.06,27.36,2.106,0.232,1.874,0.79,0.27,31.17,-,-,70.44,-
39,臺北市,2017/07/26,大同,5.5,1.47,-,-,54,12,62.32,28.07,34.24,2.491,0.484,2.007,-,-,-,-,-,-,-
40,臺北市,2017/07/26,萬華,3.7,0.88,-,25.9,46,25,41.41,10.8,30.61,-,-,-,0.92,0.44,31.86,-,-,67.36,-
41,臺北市,2017/07/26,陽明,3.1,0.15,422.6,43.4,27,23,7.3,0.73,6.56,-,-,-,1.3,-,21.38,0,0,88.87,0
42,臺北市,2017/07/26,士林,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
43,臺北市,2017/07/25,松山,6.2,0.43,437.38,42.6,34,24,25.46,4.94,20.52,1.943,0.165,1.778,1.96,1.42,31.4,-,-,63.42,-
44,臺北市,2017/07/25,古亭,4.6,0.48,-,37.4,31,20,21.46,3.18,18.28,2.033,0.168,1.865,1.6,1.35,31.61,-,-,66.36,-
45,臺北市,2017/07/25,中山,7.1,0.64,-,26.2,38,22,32.12,7.87,24.24,2.001,0.167,1.834,0.91,0.43,31.9,-,-,67.9,-
46,臺北市,2017/07/25,大同,5.6,1.52,-,-,50,11,63.2,33.74,29.46,2.487,0.461,2.026,-,-,-,-,-,-,-
47,臺北市,2017/07/25,萬華,4.4,0.8,-,22.4,37,19,43.18,16.04,27.13,-,-,-,1,0.48,32.65,-,-,63.59,-
48,臺北市,2017/07/25,陽明,2.6,0.13,424.97,31.2,14,12,7.11,0.67,6.38,-,-,-,1.15,-,21.95,0,0,83.74,0
49,臺北市,2017/07/25,士林,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
50,臺北市,2017/07/24,松山,3.3,0.38,428.63,32.4,28,21,20.98,4.18,16.81,1.891,0.139,1.753,1.97,1.55,31.41,-,-,67.62,-
51,臺北市,2017/07/24,古亭,2.8,0.39,-,32.5,31,19,18.85,3.46,15.39,1.991,0.135,1.856,1.79,1.42,31.48,-,-,71.1,-
52,臺北市,2017/07/24,中山,3.9,0.66,-,24.7,41,23,28.56,6.17,22.4,2.008,0.168,1.84,0.86,0.33,31.85,-,-,71.27,-
53,臺北市,2017/07/24,大同,2.3,1.19,-,-,50,10,36.45,15.02,21.43,2.433,0.313,2.121,-,-,-,-,-,-,-
54,臺北市,2017/07/24,萬華,3.6,0.85,-,18.1,39,21,43.5,15.4,28.1,-,-,-,0.99,0.49,32.64,-,-,69.08,-
55,臺北市,2017/07/24,陽明,2,0.14,421.6,41.9,21,19,3.75,0.43,3.27,-,-,-,-,-,24.37,0,0,88.36,0
56,臺北市,2017/07/24,士林,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
57,臺北市,2017/07/23,松山,3.1,0.29,422.54,36.4,22,16,15.27,3.27,12,1.837,0.091,1.746,1.75,1.14,31.5,-,-,61.9,-
58,臺北市,2017/07/23,古亭,3.7,0.29,-,32.9,19,14,16.53,3.21,13.32,1.949,0.09,1.859,1.92,1.48,31.6,-,-,67.45,-
59,臺北市,2017/07/23,中山,2.3,0.43,-,29.7,30,16,21.06,4.21,16.85,1.922,0.122,1.8,0.97,0.3,32.03,-,-,72.25,-
60,臺北市,2017/07/23,大同,3.8,0.92,-,-,47,10,44.21,22.23,21.99,2.199,0.261,1.938,-,-,-,-,-,-,-
61,臺北市,2017/07/23,萬華,3.8,0.66,-,22,32,18,32.77,10.86,21.92,-,-,-,0.98,0.44,32.46,-,-,65.23,-
62,臺北市,2017/07/23,陽明,3.1,0.13,423.48,42.4,19,17,5.15,1.18,3.97,-,-,-,1.62,-,24.64,0,0,84.32,0
63,臺北市,2017/07/23,士林,3.4,0.23,-,38.9,25,13,10.84,1.99,8.86,-,-,-,2.4,2.07,30.28,-,-,67.29,-
64,臺北市,2017/07/22,松山,1.8,0.21,418.72,9.6,11,8,14.28,5.71,8.57,1.789,0.086,1.704,1.79,1.16,31.75,-,-,56.09,-
65,臺北市,2017/07/22,古亭,1.6,0.18,-,9.6,9,6,13.18,5.34,7.83,1.87,0.076,1.794,2.78,2.55,31.8,-,-,59.06,-
66,臺北市,2017/07/22,中山,1.2,0.4,-,6.5,41,7,21.22,10.15,11.06,1.91,0.135,1.776,1.17,0.69,32.35,-,-,66.41,-
67,臺北市,2017/07/22,大同,3.1,1.01,-,-,37,4,56.58,42.23,14.35,2.195,0.327,1.868,-,-,-,-,-,-,-
68,臺北市,2017/07/22,萬華,2,0.51,-,6.8,24,8,28.17,16.72,11.45,-,-,-,1.21,0.52,32.75,-,-,56.65,-
69,臺北市,2017/07/22,陽明,1.3,0.05,416.07,12,6,3,2.45,0.91,1.55,-,-,-,-,-,24.33,0,0,77.79,0
70,臺北市,2017/07/22,士林,1.9,0.18,-,10.1,14,4,8.88,2.61,6.26,-,-,-,2.9,2.57,30.18,-,-,63.06,-
71,臺北市,2017/07/21,松山,3.2,0.3,426.59,23,20,13,-,-,-,1.754,0.11,1.644,1.57,0.88,31.95,-,-,57.63,-
72,臺北市,2017/07/21,古亭,2.7,0.32,-,33.4,23,14,17.49,4.02,13.47,1.985,0.132,1.853,2.23,1.71,32,-,-,61.98,-
73,臺北市,2017/07/21,中山,3.4,0.55,-,23.5,30,16,27.46,8.88,18.58,1.988,0.166,1.822,1.01,0.45,32.1,-,-,68,-
74,臺北市,2017/07/21,大同,3.6,1.38,-,-,53,9,63.2,42.8,20.41,2.358,0.427,1.931,-,-,-,-,-,-,-
75,臺北市,2017/07/21,萬華,3.9,0.7,-,23.9,32,17,37,15.13,21.86,-,-,-,1.15,0.5,32.77,-,-,59.95,-
76,臺北市,2017/07/21,陽明,3.2,0.1,419.56,33.4,13,10,3.42,0.62,2.75,-,-,-,3.66,-,23.68,0,0,79.54,0
77,臺北市,2017/07/21,士林,3.3,0.25,-,30.7,27,15,13.17,1.54,11.63,-,-,-,2.68,2.29,30.35,-,-,65.7,-
78,臺北市,2017/07/20,松山,3.1,0.33,426.41,26.3,25,16,21.83,3.77,18.12,1.792,0.137,1.654,1.8,1.29,32.22,-,-,57.25,-
79,臺北市,2017/07/20,古亭,2.9,0.32,-,23.6,21,14,18.98,4.34,14.64,1.981,0.14,1.841,1.89,1.51,32.19,-,-,60.7,-
80,臺北市,2017/07/20,中山,4.6,0.57,-,19.2,33,16,28.94,8.81,20.13,1.98,0.175,1.805,0.89,0.33,32.47,-,-,62.93,-
81,臺北市,2017/07/20,大同,3.8,1.32,-,-,69,11,58.16,33.12,25.04,2.314,0.377,1.937,-,-,-,-,-,-,-
82,臺北市,2017/07/20,萬華,2.9,0.75,-,16.8,32,18,39.54,16.92,22.61,-,-,-,1.05,0.5,33.08,-,-,58.25,-
83,臺北市,2017/07/20,陽明,2.3,0.07,426.68,24.4,13,10,6.31,1.26,5.04,-,-,-,-,-,23.27,0,0,81.17,0
84,臺北市,2017/07/20,士林,3.4,0.27,-,20.5,28,15,15.75,1.95,13.8,-,-,-,2.02,1.83,29.73,-,-,67.61,-
85,臺北市,2017/07/19,松山,5.1,0.32,429.16,18,24,15,17.12,2.85,14.29,1.814,0.144,1.67,1.86,1.45,31.85,-,-,58.8,-
86,臺北市,2017/07/19,古亭,4.4,0.34,-,19.8,21,14,20.43,5.11,15.32,1.992,0.154,1.839,1.7,1.48,31.9,-,-,61.55,-
87,臺北市,2017/07/19,中山,4.7,0.6,-,14.5,40,12,30.99,10.47,20.53,1.994,0.159,1.835,0.83,0.3,32.23,-,-,61.71,-
88,臺北市,2017/07/19,大同,3.7,1.15,-,-,48,6,55.12,33.5,21.62,2.339,0.277,2.061,-,-,-,-,-,-,-
89,臺北市,2017/07/19,萬華,3.3,0.76,-,13.8,31,15,41.9,20.34,21.56,-,-,-,1.04,0.53,32.75,-,-,59.26,-
90,臺北市,2017/07/19,陽明,2.2,0.07,418.89,22.4,10,7,3.99,1.01,2.98,-,-,-,-,-,24.18,0,0,79.19,0
91,臺北市,2017/07/19,士林,3,0.28,-,23.9,27,12,12.81,2.07,10.73,-,-,-,1.73,1.4,30.03,-,-,68.01,-
92,臺北市,2017/07/17,松山,2,0.3,420.93,11.9,16,9,19.57,5.52,14.05,1.795,0.123,1.672,1.42,0.93,30.78,-,-,58.37,-
93,臺北市,2017/07/17,古亭,1.9,0.37,-,12.8,16,8,23.03,7.96,15.07,2,0.144,1.857,1.61,1.34,30.96,-,-,62.05,-
94,臺北市,2017/07/17,中山,3.5,0.65,-,14.7,29,13,34.65,11.92,22.73,2.044,0.207,1.838,0.78,0.3,31.7,-,-,66.71,-
95,臺北市,2017/07/17,大同,3.2,1.23,-,-,-,7,63.06,37.98,25.08,2.359,0.387,1.972,-,-,-,-,-,-,-
96,臺北市,2017/07/17,萬華,3.3,0.8,-,13.8,29,13,39.42,16.41,23.02,-,-,-,0.91,0.44,32.02,-,-,61.06,-
97,臺北市,2017/07/17,陽明,2.3,0.16,417.27,38,16,12,5.38,0.96,4.41,-,-,-,-,-,23.8,0,0,84.42,0
98,臺北市,2017/07/17,士林,3.9,0.31,-,27.5,25,15,16.6,2.05,14.51,-,-,-,1.82,1.39,29.56,-,-,69.48,-
99,臺北市,2017/07/16,松山,1.7,0.22,418.43,12.9,10,7,13.23,4.67,8.56,1.731,0.077,1.654,1.7,0.98,31.48,-,-,55.07,-
100,臺北市,2017/07/16,古亭,1.1,0.22,-,14.9,13,7,12.24,4.18,8.06,1.884,0.067,1.816,2.55,2.08,31.67,-,-,59.69,-
101,臺北市,2017/07/16,中山,1.5,0.35,-,11.7,44,7,17.41,5.73,11.69,1.874,0.116,1.758,1.09,0.61,32.04,-,-,63.43,-
102,臺北市,2017/07/16,大同,3.2,1.18,-,-,-,5,55.17,39.03,16.14,2.208,0.315,1.892,-,-,-,-,-,-,-
103,臺北市,2017/07/16,萬華,1.8,0.43,-,12.7,26,8,-,-,-,-,-,-,1.34,0.58,32.4,-,-,58,-
104,臺北市,2017/07/16,陽明,1.7,0.1,413.67,18.3,10,7,4.36,0.77,3.56,-,-,-,-,-,23.71,0,0,86.19,0
105,臺北市,2017/07/16,士林,2,0.19,-,15.1,-,6,11.94,3.58,8.36,-,-,-,2.89,2.58,30.16,-,-,62.37,-
106,臺北市,2017/07/15,松山,3.6,0.25,424.23,13.9,14,9,15.21,5.95,9.26,1.804,0.084,1.72,1.74,1.2,31.06,-,-,58.43,-
107,臺北市,2017/07/15,古亭,2,0.24,-,15.2,12,9,15.51,5.51,10,1.923,0.088,1.835,2.07,1.83,31.47,-,-,62.17,-
108,臺北市,2017/07/15,中山,2.2,0.44,-,11.4,22,10,24.84,9.78,15.05,1.933,0.149,1.784,0.85,0.43,31.87,-,-,61.93,-
109,臺北市,2017/07/15,大同,2.6,1.01,-,-,-,7,55.62,36.41,19.21,2.212,0.32,1.891,-,-,-,-,-,-,-
110,臺北市,2017/07/15,萬華,2.4,0.6,-,10.1,25,9,-,-,-,-,-,-,1.07,0.43,32.17,-,-,60.29,-
111,臺北市,2017/07/15,陽明,2.1,0.07,410.7,18.8,7,4,2.15,0.46,1.6,-,-,-,-,-,23.48,0,0,85.23,0
112,臺北市,2017/07/15,士林,2,0.2,-,17.8,28,9,10.59,2.57,8.02,-,-,-,2.43,1.95,29.92,-,-,63.85,-
113,臺北市,2017/07/14,松山,3.3,0.34,430.93,16.2,18,10,22.04,7.87,14.16,1.875,0.129,1.747,1.45,0.98,31.23,-,-,59.82,-
114,臺北市,2017/07/14,古亭,2.2,0.38,-,20.1,20,11,20.46,6.82,13.65,1.974,0.141,1.833,1.71,1.38,31.1,-,-,65.79,-
115,臺北市,2017/07/14,中山,4,0.56,-,15.8,33,14,31.62,10.82,20.8,1.981,0.194,1.787,0.77,0.25,31.51,-,-,61.6,-
116,臺北市,2017/07/14,大同,5,1.75,-,-,49,10,73.9,47.11,26.79,2.444,0.516,1.929,-,-,-,-,-,-,-
117,臺北市,2017/07/14,萬華,3.6,0.8,-,15.2,31,14,38.52,16.27,22.24,-,-,-,0.99,0.41,32.38,-,-,63.45,-
118,臺北市,2017/07/14,陽明,3.2,0.1,415.24,23,10,8,5.66,0.58,5.05,-,-,-,-,-,23.35,0,0,87.05,0
119,臺北市,2017/07/14,士林,4.3,0.32,-,22.4,31,12,17.8,3.14,14.65,-,-,-,1.7,1.45,29.55,-,-,70.06,-
120,臺北市,2017/07/13,松山,4.6,0.44,436.87,26.8,26,16,27.06,7.52,19.55,1.966,0.167,1.8,1.61,1.19,31.26,-,-,62.3,-
121,臺北市,2017/07/13,古亭,3,0.44,-,32.2,25,13,20.34,4.9,15.45,2.017,0.162,1.855,1.74,1.3,31.3,-,-,66.88,-
122,臺北市,2017/07/13,中山,1.6,0.69,-,24,37,16,31.75,9.55,22.2,2.065,0.19,1.875,0.81,0.24,31.38,-,-,60.96,-
123,臺北市,2017/07/13,大同,4.3,1.53,-,-,56,11,56.83,31.67,25.17,2.49,0.469,2.021,-,-,-,-,-,-,-
124,臺北市,2017/07/13,萬華,3,0.82,-,19,35,17,41.42,16.48,24.94,-,-,-,0.97,0.45,33.12,-,-,64.82,-
125,臺北市,2017/07/13,陽明,2.7,0.13,419.23,30.5,15,12,6.73,1.11,5.62,-,-,-,-,-,25.72,0,0,87.63,0
126,臺北市,2017/07/13,士林,2,0.41,-,21.8,32,14,19.35,3.31,16.04,-,-,-,1.58,1.34,29.74,-,-,71.5,-
127,臺北市,2017/07/12,松山,4.7,0.58,447.03,24.2,32,18,30.92,6.53,24.38,2.089,0.236,1.853,1.29,0.83,30.28,-,-,72.71,-
128,臺北市,2017/07/12,古亭,2.1,0.51,-,25.5,31,19,23.02,4.36,18.66,2.071,0.188,1.883,1.61,1.34,30.43,-,-,75.22,-
129,臺北市,2017/07/12,中山,3.6,0.73,-,19.5,39,18,33.5,8.59,24.91,2.097,0.256,1.841,0.78,0.23,30.93,-,-,63.05,-
130,臺北市,2017/07/12,大同,3.8,1.84,-,-,57,10,67.42,37.52,29.89,2.667,0.571,2.096,-,-,-,-,-,-,-
131,臺北市,2017/07/12,萬華,2.9,0.96,-,19.9,43,22,38.94,10.87,28.08,-,-,-,0.86,0.4,32.55,-,-,70.81,-
132,臺北市,2017/07/12,陽明,2.6,0.14,420.45,28.6,17,12,6.57,1,5.56,-,-,-,-,-,26.89,0,0,95.18,0
133,臺北市,2017/07/12,士林,4.5,0.39,-,18.6,32,16,21.38,3.82,17.56,-,-,-,1.93,1.74,30.1,-,-,73.93,-
134,臺北市,2017/07/11,松山,6.4,0.58,444.8,19,30,20,35.99,8.27,27.72,2.157,0.282,1.875,1.41,1.08,30.12,-,-,71.6,-
135,臺北市,2017/07/11,古亭,3.4,0.72,-,23,34,19,34.89,6.87,28.02,2.326,0.376,1.95,1.52,1.25,29.8,-,-,77.11,-
136,臺北市,2017/07/11,中山,-,1.24,-,15.2,44,19,55.77,20.41,35.36,2.451,0.47,1.981,0.65,0.29,30.1,-,-,64.5,-
137,臺北市,2017/07/11,大同,5,2.3,-,-,56,10,83.25,46.23,37.02,2.917,0.796,2.121,-,-,-,-,-,-,-
138,臺北市,2017/07/11,萬華,3.3,1.18,-,12.2,44,22,49.73,12.83,36.89,-,-,-,0.79,0.36,31.7,-,-,74.44,-
139,臺北市,2017/07/11,陽明,1.2,0.13,418.53,35.6,18,14,3.64,0.47,3.11,-,-,-,-,-,26.74,0.75,4.13,93.61,36.35
140,臺北市,2017/07/11,士林,3.3,0.64,-,21.7,38,16,30.56,7.25,23.31,-,-,-,1.57,1.37,28.94,-,-,79.42,-
141,臺北市,2017/07/10,松山,6.3,0.48,439.28,21,24,17,25.67,6.7,18.97,2.023,0.198,1.825,1.31,1.01,29.63,-,-,74.21,-
142,臺北市,2017/07/10,古亭,4.4,0.52,-,22.1,26,15,28.4,6.77,21.63,2.082,0.18,1.902,1.32,1.03,29.64,-,-,79.03,-
143,臺北市,2017/07/10,中山,8.3,0.9,-,3.1,-,-,50.42,22.95,27.47,2.16,0.221,1.939,-,-,-,-,-,-,-
144,臺北市,2017/07/10,大同,9.4,1.36,-,-,48,7,75.25,44.58,30.67,2.4,0.417,1.983,-,-,-,-,-,-,-
145,臺北市,2017/07/10,萬華,4.8,1.04,-,11.6,37,18,47.12,17.77,29.34,-,-,-,0.9,0.46,31.47,-,-,76.62,-
146,臺北市,2017/07/10,陽明,2.4,0.13,419.97,27.6,16,12,4.93,0.86,4.06,-,-,-,-,-,26.76,11,4.22,95.19,7.1
147,臺北市,2017/07/10,士林,4.9,0.43,-,16.9,32,13,26.22,7.67,18.55,-,-,-,1.75,1.5,28.99,-,-,80.02,-
148,臺北市,2017/07/09,松山,2.5,0.43,433.44,20.7,21,13,20.88,4.36,16.51,1.983,0.148,1.834,1.16,0.8,29.08,-,-,75.2,-
149,臺北市,2017/07/09,古亭,1.7,0.4,-,21.3,15,10,18.86,4.1,14.75,2.005,0.128,1.876,1.57,1.2,29.04,-,-,78.26,-
150,臺北市,2017/07/09,大同,3.8,1.78,-,-,42,6,77.04,49.59,27.45,2.552,0.527,2.025,-,-,-,-,-,-,-
151,臺北市,2017/07/09,萬華,1.9,0.75,-,13.8,27,11,34.52,11.52,23,-,-,-,0.95,0.49,30.8,-,-,76,-
152,臺北市,2017/07/09,陽明,2.6,0.08,413.27,19.1,8,5,3.02,0.75,2.24,-,-,-,-,-,26.79,0,0,89.19,0
153,臺北市,2017/07/09,士林,3.5,0.31,-,18.8,25,9,17.61,4.53,13.09,-,-,-,1.88,1.55,28.93,-,-,77.81,-
154,臺北市,2017/07/08,松山,2.4,0.46,432.22,27,19,11,21.44,4.43,17.01,1.986,0.161,1.825,1.17,0.77,28.46,-,-,74.38,-
155,臺北市,2017/07/08,古亭,2.4,0.43,-,28.5,18,9,22.82,5.57,17.25,2.059,0.16,1.899,1.43,1.07,28.83,-,-,76.79,-
156,臺北市,2017/07/08,大同,3.7,1.35,-,-,44,6,58.71,31.41,27.3,2.429,0.394,2.035,-,-,-,-,-,-,-
157,臺北市,2017/07/08,萬華,1.9,0.76,-,18,29,11,36.24,12.62,23.62,-,-,-,0.78,0.33,30.63,-,-,73.71,-
158,臺北市,2017/07/08,陽明,2,0.11,412.96,27.4,11,8,4.2,0.86,3.33,-,-,-,-,-,26.55,1,4.41,88.93,24.15
159,臺北市,2017/07/08,士林,2.5,0.35,-,23.6,24,9,17.77,3.12,14.65,-,-,-,1.8,1.4,28.17,-,-,78.51,-
160,臺北市,2017/07/07,松山,3.5,0.49,432.92,16.2,18,11,32.63,11.14,21.48,1.991,0.196,1.795,1.32,0.99,29.03,-,-,71.88,-
161,臺北市,2017/07/07,古亭,2.7,0.41,-,17.8,16,10,25.07,7.17,17.9,2.03,0.157,1.873,1.63,1.32,29.05,-,-,76.44,-
162,臺北市,2017/07/07,中山,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
163,臺北市,2017/07/07,大同,-,1.28,-,-,41,5,69.23,43.15,26.09,2.387,0.388,1.999,-,-,-,-,-,-,-
164,臺北市,2017/07/07,萬華,3.4,0.86,-,10.5,28,11,40.52,13.67,26.85,-,-,-,0.96,0.38,31.06,-,-,72.42,-
165,臺北市,2017/07/07,陽明,1.5,0.1,410.3,26.3,9,6,2.81,0.92,1.9,-,-,-,-,-,23.48,3.6,4.99,91.95,2.24
166,臺北市,2017/07/07,士林,3.9,0.31,-,20.3,26,12,17.48,2.51,14.99,-,-,-,1.81,1.48,28.45,-,-,76.83,-
167,臺北市,2017/07/06,松山,4.4,0.36,428.24,11.2,19,10,24.99,9.77,15.22,1.894,0.154,1.74,1.62,1.02,31.07,-,-,62.4,-
168,臺北市,2017/07/06,古亭,2.2,0.4,-,15.4,17,8,22.01,6.25,15.76,2.024,0.172,1.852,1.7,1.28,30.94,-,-,67.75,-
169,臺北市,2017/07/06,中山,2.4,0.59,-,12.7,23,10,30.95,11.56,19.39,2.032,0.226,1.806,1.86,1.32,31.04,-,-,60.75,-
170,臺北市,2017/07/06,大同,-,2.02,-,-,43,9,78.25,51.29,26.96,2.566,0.605,1.96,-,-,-,-,-,-,-
171,臺北市,2017/07/06,萬華,2.4,0.76,-,9.9,27,11,35.31,13.21,22.11,-,-,-,1,0.37,32.78,-,-,65.37,-
172,臺北市,2017/07/06,陽明,2.5,0.09,411.51,18.7,9,6,4.71,0.83,3.87,-,-,-,-,-,23.45,0,0,89.26,0
173,臺北市,2017/07/06,士林,3.7,0.4,-,-,27,10,19.19,2.93,16.26,-,-,-,1.66,1.29,30.3,-,-,70.47,-
174,臺北市,2017/07/05,松山,2,0.45,437.24,15.7,18,9,26.75,9.38,17.37,1.975,0.188,1.787,1.74,1.26,30.01,-,-,66.98,-
