序號,縣市,監測日期,測站,二氧化硫
SO2
(ppb),一氧化碳
CO
(ppm),二氧化碳
CO2
(ppm),臭氧
O3
(ppb),"懸浮微粒
PM 10 
(μg/m 3 )","細懸浮微粒
PM 2.5 
(μg/m 3 )",氮氧化物
NOx
(ppb),一氧化氮
NO
(ppb),二氧化氮
NO2
(ppb),風速
WIND_SPEED
(m/sec),溫度
AMB_TEMP
26,臺北市,2014/08/30,陽明,2,0.15,412.36,34.3,20,-,6.91,2.1,4.8,-,24.22,97.47
27,臺北市,2014/08/30,士林,-,-,-,-,-,17,-,-,-,-,-,-
28,臺北市,2014/08/30,士林,2.6,0.29,-,28.8,30,-,15.28,2.86,12.42,1.9,30.58,66.62
29,臺北市,2014/08/29,松山,-,-,-,-,-,6,-,-,-,-,-,-
30,臺北市,2014/08/29,松山,0.8,0.32,416.27,9.8,19,-,19.93,8.01,11.92,1.56,31.47,58.52
31,臺北市,2014/08/29,古亭,-,-,-,-,-,7,-,-,-,-,-,-
32,臺北市,2014/08/29,古亭,1.4,0.29,-,11.2,25,-,17.18,6.03,11.15,2.29,31.59,63.05
33,臺北市,2014/08/29,中山,-,-,-,-,-,12,-,-,-,-,-,-
34,臺北市,2014/08/29,中山,1.5,0.47,-,10.1,39,-,26.49,10.81,15.68,2.39,32.39,58.36
35,臺北市,2014/08/29,大同,-,-,-,-,-,9,-,-,-,-,-,-
36,臺北市,2014/08/29,大同,3.4,1.51,-,-,41,-,80.96,57.97,22.99,-,-,-
37,臺北市,2014/08/29,萬華,-,-,-,-,-,10,-,-,-,-,-,-
38,臺北市,2014/08/29,萬華,2.1,0.39,-,10.4,21,-,27.54,10.55,16.99,1.92,32.16,59.67
39,臺北市,2014/08/29,陽明,-,-,-,-,-,10,-,-,-,-,-,-
40,臺北市,2014/08/29,陽明,3.2,0.1,406.26,26.7,12,-,5.52,1.56,3.96,-,25.36,91.42
41,臺北市,2014/08/29,士林,-,-,-,-,-,12,-,-,-,-,-,-
42,臺北市,2014/08/29,士林,1.6,0.25,-,17.2,21,-,15.74,3.51,12.23,2.05,31.41,62.57
43,臺北市,2014/08/28,松山,-,-,-,-,-,22,-,-,-,-,-,-
44,臺北市,2014/08/28,松山,3.2,0.43,426.59,38.4,38,-,23.5,5.73,17.77,1.47,30.55,63.2
45,臺北市,2014/08/28,古亭,-,-,-,-,-,18,-,-,-,-,-,-
46,臺北市,2014/08/28,古亭,3.5,0.45,-,34.4,43,-,21.43,4.62,16.8,1.99,30.48,67.66
47,臺北市,2014/08/28,中山,-,-,-,-,-,21,-,-,-,-,-,-
48,臺北市,2014/08/28,中山,4.4,0.58,-,31.1,55,-,29.51,6.97,22.54,1.91,31.38,63.17
49,臺北市,2014/08/28,大同,-,-,-,-,-,15,-,-,-,-,-,-
50,臺北市,2014/08/28,大同,4.6,1.54,-,-,51,-,69.23,39.43,29.8,-,-,-
51,臺北市,2014/08/28,萬華,-,-,-,-,-,24,-,-,-,-,-,-
52,臺北市,2014/08/28,萬華,3.4,0.49,-,34.8,40,-,27.23,5.82,21.4,1.57,31.07,64.47
53,臺北市,2014/08/28,陽明,-,-,-,-,-,24,-,-,-,-,-,-
54,臺北市,2014/08/28,陽明,2.6,0.19,413.39,47.1,25,-,5.29,0.89,4.39,-,24.77,96.64
55,臺北市,2014/08/28,士林,-,-,-,-,-,25,-,-,-,-,-,-
56,臺北市,2014/08/28,士林,3.4,0.45,-,35.6,45,-,24.57,5.49,19.07,1.84,30.71,66.7
57,臺北市,2014/08/27,松山,-,-,-,-,-,19,-,-,-,-,-,-
58,臺北市,2014/08/27,松山,1.8,0.53,425.02,27.6,28,-,32.01,9.46,22.56,1.33,30.93,63.2
59,臺北市,2014/08/27,古亭,-,-,-,-,-,21,-,-,-,-,-,-
60,臺北市,2014/08/27,古亭,2.5,0.54,-,34.3,43,-,24.61,6.22,18.39,1.77,30.91,66.04
61,臺北市,2014/08/27,中山,-,-,-,-,-,21,-,-,-,-,-,-
62,臺北市,2014/08/27,中山,4.2,0.72,-,32.3,55,-,36.75,9.34,27.42,1.82,32.11,59.58
63,臺北市,2014/08/27,大同,-,-,-,-,-,18,-,-,-,-,-,-
64,臺北市,2014/08/27,大同,4.7,1.89,-,-,50,-,76.39,44.21,32.18,-,-,-
65,臺北市,2014/08/27,萬華,-,-,-,-,-,24,-,-,-,-,-,-
66,臺北市,2014/08/27,萬華,3.9,0.62,-,36.4,39,-,28.8,4.88,23.93,1.4,31.68,61.96
67,臺北市,2014/08/27,陽明,-,-,-,-,-,21,-,-,-,-,-,-
68,臺北市,2014/08/27,陽明,2,0.2,411.54,49.4,23,-,6.65,1.14,5.5,-,25,96.05
69,臺北市,2014/08/27,士林,-,-,-,-,-,23,-,-,-,-,-,-
70,臺北市,2014/08/27,士林,3.4,0.45,-,41.4,38,-,23.7,4.76,18.94,1.8,31.3,63.05
71,臺北市,2014/08/26,松山,-,-,-,-,-,9,-,-,-,-,-,-
72,臺北市,2014/08/26,松山,1.7,0.29,415.16,10.1,26,-,18.53,8.01,10.53,1.62,30.79,62.11
73,臺北市,2014/08/26,古亭,-,-,-,-,-,8,-,-,-,-,-,-
74,臺北市,2014/08/26,古亭,1.5,0.29,-,10.4,28,-,17.64,7.47,10.16,2.5,30.88,66.66
75,臺北市,2014/08/26,中山,-,-,-,-,-,10,-,-,-,-,-,-
76,臺北市,2014/08/26,中山,2.8,0.44,-,7.8,38,-,25.85,10.9,14.94,2.4,31.53,62.26
77,臺北市,2014/08/26,大同,-,-,-,-,-,8,-,-,-,-,-,-
78,臺北市,2014/08/26,大同,3.1,1.39,-,-,36,-,75.45,54.19,21.25,-,-,-
79,臺北市,2014/08/26,萬華,-,-,-,-,-,10,-,-,-,-,-,-
80,臺北市,2014/08/26,萬華,2,0.38,-,9.2,21,-,24.5,9.75,14.75,2.01,31.29,63.89
81,臺北市,2014/08/26,陽明,-,-,-,-,-,4,-,-,-,-,-,-
82,臺北市,2014/08/26,陽明,1.5,0.06,403.57,15.6,6,-,4.46,1.8,2.66,-,24.64,92.9
83,臺北市,2014/08/26,士林,-,-,-,-,-,8,-,-,-,-,-,-
84,臺北市,2014/08/26,士林,1.6,0.2,-,13.8,22,-,15.09,5.1,9.99,2.42,30.62,64.6
85,臺北市,2014/08/25,松山,-,-,-,-,-,26,-,-,-,-,-,-
86,臺北市,2014/08/25,松山,5.3,0.51,430.6,43.3,44,-,24.85,5.08,19.77,1.5,30.56,65.96
87,臺北市,2014/08/25,古亭,-,-,-,-,-,23,-,-,-,-,-,-
88,臺北市,2014/08/25,古亭,3.2,0.52,-,34.1,48,-,22.73,4.31,18.43,1.74,30.29,71.23
89,臺北市,2014/08/25,中山,-,-,-,-,-,23,-,-,-,-,-,-
90,臺北市,2014/08/25,中山,4.2,0.7,-,28.2,54,-,31.27,6.59,24.68,1.69,31.05,67.04
91,臺北市,2014/08/25,大同,-,-,-,-,-,19,-,-,-,-,-,-
92,臺北市,2014/08/25,大同,4.6,1.54,-,-,54,-,60.84,30.26,30.58,-,-,-
93,臺北市,2014/08/25,萬華,-,-,-,-,-,24,-,-,-,-,-,-
94,臺北市,2014/08/25,萬華,2.8,0.6,-,33.3,40,-,25.95,3.96,21.99,1.33,31,67.33
95,臺北市,2014/08/25,陽明,-,-,-,-,-,21,-,-,-,-,-,-
96,臺北市,2014/08/25,陽明,3.3,0.22,416.16,40.1,23,-,8.58,2.25,6.32,-,24.79,96.74
97,臺北市,2014/08/25,士林,-,-,-,-,-,28,-,-,-,-,-,-
98,臺北市,2014/08/25,士林,3,0.43,-,33.5,44,-,20.71,4.2,16.51,1.94,30.13,70.9
99,臺北市,2014/08/24,松山,-,-,-,-,-,21,-,-,-,-,-,-
100,臺北市,2014/08/24,松山,7.5,0.43,431,38,35,-,25.15,5.32,19.83,1.55,30.13,61.16
101,臺北市,2014/08/24,古亭,-,-,-,-,-,17,-,-,-,-,-,-
102,臺北市,2014/08/24,古亭,4.5,0.41,-,31.5,39,-,21.73,4.63,17.11,1.85,30.02,67.4
103,臺北市,2014/08/24,中山,-,-,-,-,-,17,-,-,-,-,-,-
104,臺北市,2014/08/24,中山,3.1,0.52,-,27.6,48,-,27.28,6.51,20.77,1.9,30.78,63.81
105,臺北市,2014/08/24,大同,-,-,-,-,-,13,-,-,-,-,-,-
106,臺北市,2014/08/24,大同,4.7,1.28,-,-,46,-,57.21,28.48,28.74,-,-,-
107,臺北市,2014/08/24,萬華,-,-,-,-,-,18,-,-,-,-,-,-
108,臺北市,2014/08/24,萬華,3.8,0.47,-,28.3,33,-,24.54,4.4,20.14,1.42,30.45,65.63
109,臺北市,2014/08/24,陽明,-,-,-,-,-,16,-,-,-,-,-,-
110,臺北市,2014/08/24,陽明,3.5,0.24,418.3,44.1,19,-,10.35,2.5,7.85,-,24.48,91.01
111,臺北市,2014/08/24,士林,-,-,-,-,-,19,-,-,-,-,-,-
112,臺北市,2014/08/24,士林,3.8,0.43,-,28.9,34,-,23.01,5.77,17.24,1.69,29.63,68.2
113,臺北市,2014/08/23,松山,-,-,-,-,-,22,-,-,-,-,-,-
114,臺北市,2014/08/23,松山,5,0.48,430.76,33.7,46,-,27.5,6.1,21.4,1.63,29.92,62.78
115,臺北市,2014/08/23,古亭,-,-,-,-,-,16,-,-,-,-,-,-
116,臺北市,2014/08/23,古亭,4.2,0.49,-,28.8,44,-,25.38,6.2,19.18,1.78,29.74,67.05
117,臺北市,2014/08/23,中山,-,-,-,-,-,21,-,-,-,-,-,-
118,臺北市,2014/08/23,中山,4.6,0.67,-,24.9,53,-,40.31,11.32,28.99,1.65,30.73,62.96
119,臺北市,2014/08/23,大同,-,-,-,-,-,18,-,-,-,-,-,-
120,臺北市,2014/08/23,大同,6.4,1.53,-,-,52,-,69.69,36.38,33.31,-,-,-
121,臺北市,2014/08/23,萬華,-,-,-,-,-,22,-,-,-,-,-,-
122,臺北市,2014/08/23,萬華,5.4,0.56,-,28.3,40,-,32.08,6.78,25.29,1.42,30.39,63.93
123,臺北市,2014/08/23,陽明,-,-,-,-,-,18,-,-,-,-,-,-
124,臺北市,2014/08/23,陽明,3.6,0.21,416.45,46.4,20,-,8.8,1.26,7.51,-,24.49,85.28
125,臺北市,2014/08/23,士林,-,-,-,-,-,21,-,-,-,-,-,-
126,臺北市,2014/08/23,士林,3.9,0.4,-,32.5,40,-,25.75,3.97,21.78,1.47,29.79,67.38
127,臺北市,2014/08/22,松山,-,-,-,-,-,13,-,-,-,-,-,-
128,臺北市,2014/08/22,松山,4,0.38,417.34,24.4,36,-,23.03,7.54,15.49,1.8,30.31,61.98
129,臺北市,2014/08/22,古亭,-,-,-,-,-,13,-,-,-,-,-,-
130,臺北市,2014/08/22,古亭,3.2,0.42,-,23,32,-,23.72,7.67,16.05,1.9,30.27,65.55
131,臺北市,2014/08/22,中山,-,-,-,-,-,17,-,-,-,-,-,-
132,臺北市,2014/08/22,中山,5.3,0.59,-,21.9,47,-,33.96,9.94,24.02,1.84,31.04,63.24
133,臺北市,2014/08/22,大同,-,-,-,-,-,13,-,-,-,-,-,-
134,臺北市,2014/08/22,大同,6.1,2,-,-,58,-,96.93,64.16,32.76,-,-,-
135,臺北市,2014/08/22,萬華,-,-,-,-,-,18,-,-,-,-,-,-
136,臺北市,2014/08/22,萬華,4.6,0.53,-,26.6,33,-,31.38,8.76,22.62,1.62,30.88,63.6
137,臺北市,2014/08/22,陽明,-,-,-,-,-,12,-,-,-,-,-,-
138,臺北市,2014/08/22,陽明,2.7,0.13,409.37,35.1,15,-,4.74,0.72,4.02,-,24.17,93.17
139,臺北市,2014/08/22,士林,-,-,-,-,-,16,-,-,-,-,-,-
140,臺北市,2014/08/22,士林,3.8,0.31,-,29.2,35,-,20.78,4.66,16.11,1.73,30.22,66.76
141,臺北市,2014/08/21,松山,-,-,-,-,-,14,-,-,-,-,-,-
142,臺北市,2014/08/21,松山,3.9,0.43,421.47,22.1,34,-,23.67,6.96,16.7,1.35,29.17,71.04
143,臺北市,2014/08/21,古亭,-,-,-,-,-,12,-,-,-,-,-,-
144,臺北市,2014/08/21,古亭,2.1,0.46,-,16,42,-,24.81,8.37,16.44,1.82,29.82,72.07
145,臺北市,2014/08/21,中山,-,-,-,-,-,14,-,-,-,-,-,-
146,臺北市,2014/08/21,中山,2.9,0.61,-,19,46,-,32.94,9.76,23.18,1.66,30.45,68.11
147,臺北市,2014/08/21,大同,-,-,-,-,-,12,-,-,-,-,-,-
148,臺北市,2014/08/21,大同,3.8,1.87,-,-,46,-,86.35,57.8,28.55,-,-,-
149,臺北市,2014/08/21,萬華,-,-,-,-,-,15,-,-,-,-,-,-
150,臺北市,2014/08/21,萬華,1.9,0.52,-,24.2,32,-,25.91,6.23,19.68,1.38,30.2,69.27
151,臺北市,2014/08/21,陽明,-,-,-,-,-,9,-,-,-,-,-,-
152,臺北市,2014/08/21,陽明,1.9,0.13,406.67,36.6,11,-,4.91,2,2.91,-,24.18,93.46
153,臺北市,2014/08/21,士林,-,-,-,-,-,14,-,-,-,-,-,-
154,臺北市,2014/08/21,士林,2.6,0.3,-,28,30,-,16.24,2.56,13.69,1.95,29.53,70.68
155,臺北市,2014/08/20,松山,-,-,-,-,-,12,-,-,-,-,-,-
156,臺北市,2014/08/20,松山,1.9,0.49,423.63,17.6,30,-,28.24,7.22,21.02,1.28,27.8,78.63
157,臺北市,2014/08/20,古亭,-,-,-,-,-,12,-,-,-,-,-,-
158,臺北市,2014/08/20,古亭,2.3,0.51,-,18.2,37,-,25.87,6.69,19.18,1.78,28.42,80.06
159,臺北市,2014/08/20,中山,-,-,-,-,-,16,-,-,-,-,-,-
160,臺北市,2014/08/20,中山,4.1,0.83,-,13,47,-,47.2,16.94,30.26,1.4,28.85,77.12
161,臺北市,2014/08/20,大同,-,-,-,-,-,13,-,-,-,-,-,-
162,臺北市,2014/08/20,大同,5.1,1.73,-,-,50,-,84.33,50.08,34.25,-,-,-
163,臺北市,2014/08/20,萬華,-,-,-,-,-,16,-,-,-,-,-,-
164,臺北市,2014/08/20,萬華,3.4,0.7,-,15.6,34,-,38.63,10.83,27.79,1.27,28.94,76.12
165,臺北市,2014/08/20,陽明,-,-,-,-,-,11,-,-,-,-,-,-
166,臺北市,2014/08/20,陽明,1.6,0.16,412.21,31.2,16,-,6.03,0.56,5.5,-,23.41,98.29
167,臺北市,2014/08/20,士林,-,-,-,-,-,15,-,-,-,-,-,-
168,臺北市,2014/08/20,士林,5.1,0.48,-,22.2,32,-,26.95,4.49,22.45,1.49,28.3,76.25
169,臺北市,2014/08/19,松山,-,-,-,-,-,11,-,-,-,-,-,-
170,臺北市,2014/08/19,松山,1.9,0.61,431.5,17.1,28,-,37.28,13.23,24.05,1.46,27.77,77.13
171,臺北市,2014/08/19,古亭,-,-,-,-,-,10,-,-,-,-,-,-
172,臺北市,2014/08/19,古亭,2.4,0.56,-,15.8,35,-,31.36,9.11,22.25,1.58,27.71,83.08
173,臺北市,2014/08/19,中山,-,-,-,-,-,13,-,-,-,-,-,-
174,臺北市,2014/08/19,中山,2.9,0.86,-,12,41,-,52.97,21.83,31.13,1.46,28.27,78.9
175,臺北市,2014/08/19,大同,-,-,-,-,-,10,-,-,-,-,-,-
176,臺北市,2014/08/19,大同,4.8,1.79,-,-,45,-,88.14,55.17,32.97,-,-,-
177,臺北市,2014/08/19,萬華,-,-,-,-,-,11,-,-,-,-,-,-
178,臺北市,2014/08/19,萬華,2.6,0.77,-,8.7,25,-,43.11,13.97,29.14,1.09,28.08,79.1
179,臺北市,2014/08/19,陽明,-,-,-,-,-,10,-,-,-,-,-,-
180,臺北市,2014/08/19,陽明,1.9,0.13,410.43,35.3,14,-,6,2.4,3.58,-,23.16,98.21
181,臺北市,2014/08/19,士林,-,-,-,-,-,12,-,-,-,-,-,-
182,臺北市,2014/08/19,士林,3.5,0.59,-,18.9,26,-,32.79,9.44,23.36,1.39,27.54,78.93
183,臺北市,2014/08/18,松山,-,-,-,-,-,13,-,-,-,-,-,-
184,臺北市,2014/08/18,松山,2.7,0.51,447.47,7.4,38,-,31.61,11.54,20.07,1.44,29.25,72.31
185,臺北市,2014/08/18,古亭,-,-,-,-,-,12,-,-,-,-,-,-
186,臺北市,2014/08/18,古亭,3,0.59,-,13.7,45,-,30.86,9.84,21.02,1.68,29.09,78.21
187,臺北市,2014/08/18,中山,-,-,-,-,-,17,-,-,-,-,-,-
188,臺北市,2014/08/18,中山,4.1,0.71,-,12.6,45,-,39.49,16.42,23.06,1.59,29.92,72.66
189,臺北市,2014/08/18,大同,-,-,-,-,-,11,-,-,-,-,-,-
190,臺北市,2014/08/18,大同,4.3,1.55,-,-,45,-,70.98,43.45,27.54,-,-,-
191,臺北市,2014/08/18,萬華,-,-,-,-,-,15,-,-,-,-,-,-
192,臺北市,2014/08/18,萬華,3,0.69,-,14.3,30,-,34.7,11.11,23.59,1.37,29.51,75.05
193,臺北市,2014/08/18,陽明,-,-,-,-,-,16,-,-,-,-,-,-
194,臺北市,2014/08/18,陽明,2.2,0.16,411.87,32.3,20,-,4.89,0.97,3.88,-,24.14,97.88
195,臺北市,2014/08/18,士林,-,-,-,-,-,15,-,-,-,-,-,-
196,臺北市,2014/08/18,士林,2.8,0.38,-,19.3,29,-,20.24,3.25,16.98,1.72,29.23,74.32
197,臺北市,2014/08/17,松山,-,-,-,-,-,15,-,-,-,-,-,-
198,臺北市,2014/08/17,松山,1.5,0.33,462.92,16.7,48,-,16.39,5.5,10.89,1.3,30.52,66.44
199,臺北市,2014/08/17,古亭,-,-,-,-,-,12,-,-,-,-,-,-
200,臺北市,2014/08/17,古亭,1.3,0.35,-,14.4,34,-,16.57,5.45,11.12,1.92,30.38,71.22
201,臺北市,2014/08/17,中山,-,-,-,-,-,17,-,-,-,-,-,-
202,臺北市,2014/08/17,中山,2.7,0.47,-,14.4,48,-,25.16,7.89,17.28,1.54,31.02,67.63
203,臺北市,2014/08/17,大同,-,-,-,-,-,14,-,-,-,-,-,-
204,臺北市,2014/08/17,大同,2.8,1.3,-,-,49,-,66.23,42.65,23.58,-,-,-
205,臺北市,2014/08/17,萬華,-,-,-,-,-,18,-,-,-,-,-,-
206,臺北市,2014/08/17,萬華,2.2,0.45,-,15.1,29,-,21.7,5.15,16.55,1.32,30.98,67.87
207,臺北市,2014/08/17,陽明,-,-,-,-,-,15,-,-,-,-,-,-
208,臺北市,2014/08/17,陽明,1.8,0.17,406.5,28.6,18,-,5.24,1.76,3.48,-,24.8,93.9
209,臺北市,2014/08/17,士林,-,-,-,-,-,16,-,-,-,-,-,-
210,臺北市,2014/08/17,士林,2.5,0.33,-,20.5,32,-,16.28,3.07,13.21,1.36,30.47,69.94
211,臺北市,2014/08/16,松山,-,-,-,-,-,19,-,-,-,-,-,-
212,臺北市,2014/08/16,松山,4,0.44,473.57,35.8,48,-,22.74,4.48,18.26,1.61,30.5,70.24
213,臺北市,2014/08/16,古亭,-,-,-,-,-,17,-,-,-,-,-,-
214,臺北市,2014/08/16,古亭,3.9,0.5,-,29.5,47,-,22.86,4.67,18.19,1.66,30.29,75.77
215,臺北市,2014/08/16,中山,-,-,-,-,-,19,-,-,-,-,-,-
216,臺北市,2014/08/16,中山,4.4,0.57,-,29.6,55,-,28.61,4.91,23.7,1.58,30.82,72.74
217,臺北市,2014/08/16,大同,-,-,-,-,-,17,-,-,-,-,-,-
218,臺北市,2014/08/16,大同,4.4,1.55,-,-,56,-,67.29,35.75,31.54,-,-,-
219,臺北市,2014/08/16,萬華,-,-,-,-,-,22,-,-,-,-,-,-
220,臺北市,2014/08/16,萬華,4,0.54,-,31.6,38,-,27.21,4.55,22.67,1.41,30.8,72.75
221,臺北市,2014/08/16,陽明,-,-,-,-,-,15,-,-,-,-,-,-
222,臺北市,2014/08/16,陽明,1.8,0.18,406.82,38.3,20,-,6.07,1.72,4.36,-,24.85,96.24
223,臺北市,2014/08/16,士林,-,-,-,-,-,16,-,-,-,-,-,-
224,臺北市,2014/08/16,士林,3.4,0.3,-,35.1,37,-,17.32,2.32,15,1.7,30.74,70.67
225,臺北市,2014/08/15,松山,-,-,-,-,-,15,-,-,-,-,-,-
226,臺北市,2014/08/15,松山,4,0.42,447.65,15.4,37,-,22.92,6.3,16.62,1.52,30.38,70.42
227,臺北市,2014/08/15,古亭,-,-,-,-,-,12,-,-,-,-,-,-
228,臺北市,2014/08/15,古亭,2,0.44,-,20.4,47,-,20.46,4.97,15.49,2.1,31.01,71.26
229,臺北市,2014/08/15,中山,-,-,-,-,-,15,-,-,-,-,-,-
230,臺北市,2014/08/15,中山,2.9,0.57,-,15.4,52,-,30.59,10.09,20.5,2.1,31.64,67.6
231,臺北市,2014/08/15,大同,-,-,-,-,-,11,-,-,-,-,-,-
232,臺北市,2014/08/15,大同,4.4,1.36,-,-,51,-,51.28,28.15,23.12,-,-,-
233,臺北市,2014/08/15,萬華,-,-,-,-,-,16,-,-,-,-,-,-
234,臺北市,2014/08/15,萬華,3.1,0.53,-,19.8,34,-,25.23,6.31,18.92,1.61,31.5,68.67
235,臺北市,2014/08/15,陽明,-,-,-,-,-,12,-,-,-,-,-,-
236,臺北市,2014/08/15,陽明,2.3,0.15,405.22,27.1,18,-,6.89,2.02,4.88,-,24.61,94.49
237,臺北市,2014/08/15,士林,-,-,-,-,-,15,-,-,-,-,-,-
238,臺北市,2014/08/15,士林,3.3,0.3,-,21.2,34,-,16.48,2.21,14.27,2.25,30.7,71.66
239,臺北市,2014/08/14,松山,-,-,-,-,-,13,-,-,-,-,-,-
240,臺北市,2014/08/14,松山,1.9,0.57,426.74,19.6,30,-,34.27,12.38,21.9,1.63,30.75,65.56
241,臺北市,2014/08/14,古亭,-,-,-,-,-,11,-,-,-,-,-,-
242,臺北市,2014/08/14,古亭,1.7,0.51,-,20.3,47,-,24.16,6.67,17.49,1.92,30.72,71.06
243,臺北市,2014/08/14,中山,-,-,-,-,-,13,-,-,-,-,-,-
244,臺北市,2014/08/14,中山,1.3,0.76,-,11.9,46,-,37.89,14.17,23.71,1.74,31.43,65.4
245,臺北市,2014/08/14,大同,-,-,-,-,-,9,-,-,-,-,-,-
246,臺北市,2014/08/14,大同,3.5,2.29,-,-,45,-,81.85,50.75,31.1,-,-,-
247,臺北市,2014/08/14,萬華,-,-,-,-,-,12,-,-,-,-,-,-
248,臺北市,2014/08/14,萬華,2.2,0.6,-,21.3,29,-,25.87,6.62,19.25,1.65,31.22,66.83
249,臺北市,2014/08/14,陽明,-,-,-,-,-,7,-,-,-,-,-,-
250,臺北市,2014/08/14,陽明,2.4,0.15,406.12,33.2,11,-,4.93,0.74,4.17,-,24.89,89.26
251,臺北市,2014/08/14,士林,-,-,-,-,-,12,-,-,-,-,-,-
252,臺北市,2014/08/14,士林,3.2,0.43,-,26.8,32,-,19.71,3.6,16.1,1.86,30.64,68.57
253,臺北市,2014/08/13,松山,-,-,-,-,-,7,-,-,-,-,-,-
254,臺北市,2014/08/13,松山,2.8,0.5,424.64,19.2,22,-,28.04,7.6,20.44,1.19,28.44,79.02
255,臺北市,2014/08/13,古亭,-,-,-,-,-,8,-,-,-,-,-,-
256,臺北市,2014/08/13,古亭,2.2,0.58,-,16.5,28,-,28.59,7.52,21.07,1.65,28.64,84.07
257,臺北市,2014/08/13,中山,-,-,-,-,-,12,-,-,-,-,-,-
258,臺北市,2014/08/13,中山,3,0.84,-,13.4,41,-,47.61,18.1,29.51,1.44,29.12,78.29
259,臺北市,2014/08/13,大同,-,-,-,-,-,10,-,-,-,-,-,-
260,臺北市,2014/08/13,大同,3.1,1.67,-,-,39,-,78.1,46.68,31.42,-,-,-
261,臺北市,2014/08/13,萬華,-,-,-,-,-,10,-,-,-,-,-,-
262,臺北市,2014/08/13,萬華,3.1,0.63,-,18.1,22,-,33.2,7.52,25.68,1.27,29.12,78.32
263,臺北市,2014/08/13,陽明,-,-,-,-,-,6,-,-,-,-,-,-
264,臺北市,2014/08/13,陽明,1.2,0.14,399.99,32.1,8,-,4.15,0.7,3.45,-,23.1,98.34
265,臺北市,2014/08/13,士林,-,-,-,-,-,9,-,-,-,-,-,-
266,臺北市,2014/08/13,士林,2.8,0.43,-,17.3,22,-,23.54,5.25,18.29,1.38,28.3,79.36
267,臺北市,2014/08/12,松山,4.3,0.47,421.94,21.3,-,-,28.36,8.14,20.22,1.69,29.65,74.24
268,臺北市,2014/08/12,古亭,-,-,-,-,-,10,-,-,-,-,-,-
269,臺北市,2014/08/12,古亭,3.8,0.54,-,19.7,35,-,27.87,7.43,20.44,1.84,29.72,78.81
270,臺北市,2014/08/12,中山,-,-,-,-,-,13,-,-,-,-,-,-
271,臺北市,2014/08/12,中山,3.9,0.66,-,17.6,44,-,33.65,9,24.65,1.61,30.07,74.74
272,臺北市,2014/08/12,大同,-,-,-,-,-,11,-,-,-,-,-,-
