序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
1,臺北市,2010/06/30,松山,6.1,0.66,423.57,25.6,56,46,35.0,60.18,21.02,39.16,1.954,0.302,1.65,30.65,69.36,78.0
2,臺北市,2010/06/30,古亭,5.7,0.71,-,29.2,58,50,29.0,33.34,8.23,25.1,2.229,0.3,1.93,30.27,73.05,73.0
3,臺北市,2010/06/30,中山,3.3,0.9,-,22.2,52,46,35.0,45.11,15.84,29.28,2.352,0.294,2.06,30.53,73.3,78.0
4,臺北市,2010/06/30,萬華,4.5,0.84,-,22.5,48,39,23.0,40.41,11.75,28.66,-,-,-,30.24,74.49,64.0
5,臺北市,2010/06/30,陽明,3.1,0.17,398.05,47.3,77,22,20.0,8.68,2.59,6.08,-,-,-,22.64,88.8,77.0
6,臺北市,2010/06/30,士林,5.1,0.54,-,26.3,61,47,22.0,26.46,5.93,20.54,-,-,-,29.78,66.27,96.0
7,臺北市,2010/06/29,松山,3.4,0.69,419.91,15.4,31,40,29.0,56.62,23.59,33.03,1.936,0.31,1.63,29.26,75.97,40.0
8,臺北市,2010/06/29,古亭,3.9,0.82,-,17.0,31,42,25.0,39.08,13.87,25.22,2.271,0.364,1.91,28.79,80.07,42.0
9,臺北市,2010/06/29,中山,2.7,1.08,-,13.6,29,39,35.0,54.93,22.23,32.71,2.505,0.384,2.12,29.07,81.44,39.0
10,臺北市,2010/06/29,萬華,2.8,0.85,-,15.3,29,36,24.0,42.53,12.99,29.55,-,-,-,28.86,82.05,36.0
11,臺北市,2010/06/29,陽明,2.2,0.13,396.38,30.0,43,14,12.0,4.58,0.97,3.6,-,-,-,21.19,93.51,41.0
12,臺北市,2010/06/29,士林,3.4,0.53,-,21.4,43,43,18.0,24.5,4.32,20.18,-,-,-,28.3,72.54,44.0
13,臺北市,2010/06/28,松山,11.7,0.67,418.1,13.3,30,33,24.0,51.27,21.36,29.91,1.973,0.298,1.68,29.37,74.65,40.0
14,臺北市,2010/06/28,古亭,2.1,0.7,-,21.3,44,35,17.0,32.27,10.69,21.57,2.175,0.261,1.91,28.78,79.31,56.0
15,臺北市,2010/06/28,中山,2.6,0.92,-,15.9,36,32,29.0,46.05,18.33,27.72,2.434,0.308,2.13,29.56,76.95,46.0
16,臺北市,2010/06/28,萬華,2.3,0.77,-,19.0,38,33,19.0,37.14,10.16,26.98,-,-,-,29.24,78.49,45.0
17,臺北市,2010/06/28,陽明,1.9,0.11,392.38,25.0,38,12,11.0,4.73,1.62,3.1,-,-,-,21.48,94.33,40.0
18,臺北市,2010/06/28,士林,2.9,0.55,-,21.4,44,39,16.0,26.29,7.98,18.31,-,-,-,28.96,68.65,47.0
19,臺北市,2010/06/27,松山,16.1,0.54,414.04,17.6,38,36,23.0,42.64,15.11,27.53,1.846,0.219,1.63,28.86,76.07,38.0
20,臺北市,2010/06/27,古亭,2.1,0.62,-,20.1,43,36,20.0,30.49,10.72,19.77,2.171,0.232,1.94,28.36,80.96,58.0
21,臺北市,2010/06/27,中山,3.3,0.88,-,18.6,42,40,34.0,50.94,22.97,27.97,2.495,0.31,2.19,28.92,80.15,51.0
22,臺北市,2010/06/27,萬華,2.9,0.82,-,18.4,41,39,22.0,45.17,18.3,26.86,-,-,-,28.53,82.2,51.0
23,臺北市,2010/06/27,陽明,2.2,0.11,391.18,25.8,39,11,9.0,2.88,0.53,2.36,-,-,-,21.19,93.88,42.0
24,臺北市,2010/06/27,士林,3.1,0.7,-,24.9,60,43,20.0,33.51,12.53,20.98,-,-,-,28.17,78.16,70.0
25,臺北市,2010/06/26,松山,15.8,0.84,422.4,16.3,38,39,27.0,55.52,22.89,32.62,2.085,0.385,1.7,28.69,74.02,46.0
26,臺北市,2010/06/26,古亭,3.2,0.85,-,19.7,44,40,24.0,43.29,15.75,27.54,2.324,0.35,1.97,28.34,77.3,67.0
27,臺北市,2010/06/26,中山,3.8,1.14,-,18.2,44,41,31.0,65.27,35.08,30.2,2.631,0.43,2.2,28.96,76.01,60.0
28,臺北市,2010/06/26,萬華,3.3,0.91,-,20.3,50,36,22.0,51.42,20.26,31.16,-,-,-,28.53,77.54,72.0
29,臺北市,2010/06/26,陽明,2.8,0.13,390.5,35.4,53,15,12.0,5.31,1.63,3.68,-,-,-,21.63,87.79,54.0
30,臺北市,2010/06/26,士林,4.3,0.64,-,26.6,61,44,16.0,34.33,15.06,19.27,-,-,-,28.11,82.87,80.0
31,臺北市,2010/06/25,松山,16.8,1.18,438.42,3.9,5,46,30.0,87.56,49.75,37.8,2.382,0.618,1.76,27.44,79.81,46.0
32,臺北市,2010/06/25,古亭,3.5,1.2,-,6.6,8,43,24.0,63.33,35.46,27.86,2.538,0.537,2.0,27.11,82.99,43.0
33,臺北市,2010/06/25,中山,4.6,1.55,-,4.7,8,48,36.0,88.85,54.42,34.42,2.974,0.739,2.24,27.77,80.54,48.0
34,臺北市,2010/06/25,萬華,4.1,1.39,-,4.8,6,39,21.0,78.05,44.42,33.63,-,-,-,27.32,83.41,39.0
35,臺北市,2010/06/25,陽明,1.8,0.09,391.08,19.5,21,6,5.0,3.37,0.74,2.61,-,-,-,20.13,91.0,21.0
36,臺北市,2010/06/25,士林,4.4,0.88,-,6.2,8,41,15.0,48.12,24.6,23.52,-,-,-,26.76,73.39,41.0
37,臺北市,2010/06/24,松山,16.1,0.72,413.82,11.6,26,35,22.0,50.93,20.88,30.05,1.968,0.368,1.6,28.62,73.62,35.0
38,臺北市,2010/06/24,古亭,2.1,0.74,-,12.7,25,36,18.0,39.06,17.11,21.95,2.236,0.333,1.9,28.13,77.85,36.0
39,臺北市,2010/06/24,中山,3.5,1.03,-,9.8,22,33,28.0,56.63,28.0,28.63,2.511,0.415,2.1,28.7,76.16,33.0
40,臺北市,2010/06/24,萬華,2.9,0.87,-,10.0,20,30,19.0,48.31,21.88,26.43,-,-,-,28.29,78.05,30.0
41,臺北市,2010/06/24,陽明,1.8,0.13,397.08,21.0,29,9,7.0,6.49,1.43,5.05,-,-,-,20.27,94.26,34.0
42,臺北市,2010/06/24,士林,3.5,0.53,-,15.5,31,36,12.0,28.95,10.92,18.03,-,-,-,27.9,69.64,40.0
43,臺北市,2010/06/23,松山,15.9,0.71,419.11,12.4,29,28,23.0,49.12,17.78,31.34,2.03,0.344,1.69,27.85,78.35,41.0
44,臺北市,2010/06/23,古亭,2.3,0.82,-,16.7,36,34,17.0,39.71,16.47,23.24,2.236,0.316,1.92,27.55,81.74,62.0
45,臺北市,2010/06/23,中山,3.5,1.0,-,13.5,30,34,30.0,55.75,24.39,31.37,2.468,0.344,2.12,28.08,79.73,49.0
46,臺北市,2010/06/23,萬華,2.2,0.89,-,14.2,34,37,18.0,47.03,17.72,29.31,-,-,-,27.67,81.84,53.0
47,臺北市,2010/06/23,陽明,2.5,0.17,404.18,26.2,44,12,10.0,8.68,2.57,6.11,-,-,-,20.24,95.3,72.0
48,臺北市,2010/06/23,士林,3.8,0.7,-,19.1,45,43,17.0,35.03,11.91,23.12,-,-,-,27.23,75.51,61.0
49,臺北市,2010/06/22,松山,15.7,0.67,418.51,18.7,44,35,23.0,44.57,13.31,31.26,2.018,0.308,1.71,28.14,76.76,55.0
50,臺北市,2010/06/22,古亭,2.6,0.67,-,21.3,43,37,17.0,33.33,10.36,22.98,2.21,0.262,1.95,28.04,77.99,50.0
