序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
1,臺北市,2002/12/31,松山,3.7,0.88,416.68,19.6,-,57,-,28.02,4.66,23.36,-,-,-,15.03,-,-,54.0,-
2,臺北市,2002/12/31,古亭,3.0,1.16,-,12.8,-,57,34.32,52.33,22.26,30.06,2.608,0.73,1.88,14.62,-,-,54.0,-
3,臺北市,2002/12/31,中山,3.8,0.98,-,13.9,-,78,-,42.48,12.96,29.52,-,-,-,15.91,-,-,64.0,-
4,臺北市,2002/12/31,大同,11.4,2.43,-,-,-,85,-,121.86,84.66,37.21,3.43,1.43,2.0,16.04,-,-,68.0,-
5,臺北市,2002/12/31,萬華,3.5,0.91,-,12.1,-,52,-,37.55,8.33,29.22,-,-,-,15.38,-,-,51.0,-
6,臺北市,2002/12/31,陽明,3.3,0.63,-,34.6,-,19,-,5.81,0.16,5.65,-,-,-,8.14,-,100.0,42.0,-
7,臺北市,2002/12/31,士林,3.1,0.7,-,24.8,-,40,-,20.19,1.92,18.28,-,-,-,14.92,-,-,40.0,-
8,臺北市,2002/12/30,松山,2.2,0.78,412.06,18.7,-,20,-,40.44,11.51,28.94,-,-,-,18.02,-,-,28.0,-
9,臺北市,2002/12/30,古亭,-,0.79,-,17.8,-,17,11.23,45.62,15.86,29.76,2.499,0.69,1.81,18.18,-,-,27.0,-
10,臺北市,2002/12/30,中山,1.9,0.95,-,13.2,-,32,-,57.25,22.16,35.09,2.731,0.55,2.18,18.92,-,-,32.0,-
11,臺北市,2002/12/30,大同,13.6,3.16,-,-,-,68,-,147.73,105.26,42.47,4.096,2.02,2.07,19.4,-,-,59.0,-
12,臺北市,2002/12/30,萬華,2.0,1.07,-,15.3,-,19,-,43.88,12.34,31.54,-,-,-,19.07,-,-,25.0,-
13,臺北市,2002/12/30,陽明,0.3,0.25,-,41.8,-,10,-,1.31,0.11,1.2,-,-,-,12.88,-,97.0,37.0,-
14,臺北市,2002/12/30,士林,-,0.91,-,10.8,-,25,-,53.3,17.16,36.14,-,-,-,17.8,-,-,27.0,-
15,臺北市,2002/12/29,松山,2.8,0.52,406.69,22.0,-,19,-,27.81,3.84,23.97,-,-,-,16.64,-,-,27.0,-
16,臺北市,2002/12/29,古亭,-,0.61,-,21.9,-,18,16.54,31.45,8.73,22.72,2.396,0.56,1.84,16.98,-,-,29.0,-
17,臺北市,2002/12/29,中山,1.4,0.51,-,19.7,-,22,-,34.82,9.23,25.58,2.345,0.28,2.06,17.79,-,-,24.0,-
18,臺北市,2002/12/29,大同,17.3,2.53,-,-,-,49,-,139.85,97.81,42.04,3.498,1.6,1.9,18.34,-,-,49.0,-
19,臺北市,2002/12/29,萬華,2.2,0.69,-,21.8,-,15,-,25.52,3.72,21.8,-,-,-,17.89,-,-,27.0,-
20,臺北市,2002/12/29,陽明,0.3,0.2,-,44.2,-,10,-,0.74,0.07,0.67,-,-,-,11.77,-,99.0,38.0,-
21,臺北市,2002/12/29,士林,-,0.31,-,32.6,-,11,-,15.32,1.69,13.64,-,-,-,17.69,-,-,34.0,-
22,臺北市,2002/12/28,松山,1.4,0.47,406.97,21.1,-,13,-,29.93,4.78,25.14,-,-,-,13.91,-,-,28.0,-
23,臺北市,2002/12/28,古亭,-,0.51,-,21.3,-,18,6.24,32.55,9.68,22.86,2.337,0.55,1.79,13.95,-,-,27.0,-
24,臺北市,2002/12/28,中山,1.0,0.59,-,15.8,-,16,-,44.98,14.91,30.08,2.449,0.33,2.12,15.15,-,-,19.0,-
25,臺北市,2002/12/28,大同,20.4,2.98,-,-,-,78,-,165.31,121.44,43.87,3.855,1.93,1.92,15.7,-,-,64.0,-
26,臺北市,2002/12/28,萬華,1.5,0.74,-,17.9,-,11,-,33.02,6.49,26.53,-,-,-,14.91,-,-,24.0,-
27,臺北市,2002/12/28,陽明,0.2,0.15,-,42.9,-,-,-,0.55,0.06,0.49,-,-,-,9.29,-,99.0,37.0,-
28,臺北市,2002/12/28,士林,-,0.42,-,26.7,-,11,-,27.22,6.04,21.18,-,-,-,14.71,-,-,29.0,-
29,臺北市,2002/12/27,松山,0.7,0.51,408.76,21.4,-,15,-,30.99,6.77,24.22,-,-,-,11.88,-,-,31.0,-
30,臺北市,2002/12/27,古亭,0.6,0.6,-,18.2,-,15,7.32,39.87,14.41,25.46,2.385,0.58,1.8,11.52,-,-,27.0,-
31,臺北市,2002/12/27,中山,0.7,0.65,-,15.3,-,21,-,50.1,19.75,30.34,2.584,0.37,2.22,12.86,-,-,26.0,-
32,臺北市,2002/12/27,大同,16.6,2.91,-,-,-,60,-,186.07,143.06,43.0,3.859,1.9,1.95,13.23,-,-,55.0,-
33,臺北市,2002/12/27,萬華,0.5,-,-,15.5,-,11,-,39.3,10.23,29.07,-,-,-,12.59,-,-,26.0,-
34,臺北市,2002/12/27,陽明,0.1,0.24,-,40.9,-,15,-,0.61,0.03,0.57,-,-,-,6.58,-,99.0,35.0,-
35,臺北市,2002/12/27,士林,-,0.4,-,27.2,-,11,-,21.74,2.99,18.76,-,-,-,11.94,-,-,31.0,-
36,臺北市,2002/12/26,松山,0.9,0.52,409.59,22.0,-,16,-,25.54,5.07,20.46,-,-,-,12.0,-,-,28.0,-
37,臺北市,2002/12/26,古亭,1.3,0.65,-,17.9,-,18,11.15,36.78,13.28,23.5,2.169,0.56,1.61,11.96,-,-,26.0,-
38,臺北市,2002/12/26,中山,0.7,0.55,-,17.2,-,21,-,35.57,11.5,24.07,2.396,0.3,2.09,13.29,-,-,25.0,-
39,臺北市,2002/12/26,大同,16.5,2.57,-,-,-,32,-,149.05,110.5,38.55,3.675,1.75,1.92,13.84,-,-,41.0,-
40,臺北市,2002/12/26,萬華,1.1,-,-,18.5,-,15,-,31.43,6.5,24.92,-,-,-,13.02,-,-,25.0,-
41,臺北市,2002/12/26,陽明,0.1,0.25,-,37.7,-,13,-,1.15,0.01,1.15,-,-,-,6.63,-,99.0,33.0,-
42,臺北市,2002/12/26,士林,0.1,0.43,-,28.8,-,10,-,14.92,2.58,12.34,-,-,-,12.7,-,-,30.0,-
43,臺北市,2002/12/25,松山,1.3,0.63,409.91,24.5,-,21,-,20.33,2.93,17.4,-,-,-,14.94,-,-,28.0,-
44,臺北市,2002/12/25,古亭,1.6,0.74,-,18.7,-,19,10.59,33.55,10.34,23.21,2.298,0.63,1.67,15.17,-,-,26.0,-
45,臺北市,2002/12/25,中山,1.9,0.73,-,14.9,-,25,-,37.15,9.5,27.66,2.543,0.39,2.16,16.28,-,-,25.0,-
46,臺北市,2002/12/25,大同,19.0,3.47,-,-,-,59,-,146.2,107.26,38.95,3.818,1.85,1.97,16.83,-,-,54.0,-
47,臺北市,2002/12/25,萬華,2.6,0.89,-,15.8,-,13,-,-,-,-,-,-,-,16.09,-,-,20.0,-
48,臺北市,2002/12/25,陽明,1.4,0.42,-,37.2,-,10,-,2.68,0.05,2.63,-,-,-,9.53,-,97.0,36.0,-
49,臺北市,2002/12/25,士林,1.6,0.54,-,24.9,-,13,-,17.58,1.6,15.99,-,-,-,15.52,-,-,28.0,-
50,臺北市,2002/12/24,松山,2.4,0.6,409.62,19.8,-,23,-,34.72,8.19,26.53,-,-,-,18.61,-,-,26.0,-
51,臺北市,2002/12/24,古亭,1.4,0.67,-,23.2,-,18,6.27,32.9,11.2,21.7,2.438,0.6,1.83,18.63,-,-,34.0,-
52,臺北市,2002/12/24,中山,2.5,0.69,-,15.1,-,29,-,47.59,15.83,31.75,2.447,0.45,2.0,19.59,-,-,29.0,-
53,臺北市,2002/12/24,大同,26.5,5.15,-,-,-,87,-,196.62,149.99,46.64,4.606,2.67,1.93,20.42,-,-,71.0,-
54,臺北市,2002/12/24,萬華,-,1.12,-,19.3,-,18,-,-,-,-,-,-,-,19.53,-,-,26.0,-
55,臺北市,2002/12/24,陽明,0.3,0.19,-,43.6,-,15,-,0.93,0.04,0.89,-,-,-,12.01,-,96.0,50.0,-
56,臺北市,2002/12/24,士林,0.1,0.41,-,27.8,-,-,-,17.72,1.81,15.91,-,-,-,18.73,-,-,31.0,-
57,臺北市,2002/12/23,松山,2.3,0.63,413.0,16.5,-,26,-,40.84,11.04,29.79,-,-,-,18.43,-,-,26.0,-
58,臺北市,2002/12/23,古亭,1.7,0.62,-,19.4,-,26,9.13,37.8,12.13,25.67,2.475,0.62,1.85,18.61,-,-,28.0,-
59,臺北市,2002/12/23,中山,1.7,-,-,13.2,-,34,-,48.45,14.98,33.47,2.509,0.42,2.09,19.45,-,-,34.0,-
60,臺北市,2002/12/23,大同,14.5,-,-,-,-,80,-,193.09,146.9,46.19,4.699,2.49,2.2,20.15,-,-,85.0,-
61,臺北市,2002/12/23,萬華,-,0.98,-,15.7,-,21,-,-,-,-,-,-,-,19.45,-,-,24.0,-
62,臺北市,2002/12/23,陽明,0.5,0.19,407.37,43.2,-,14,-,0.86,0.13,0.73,-,-,-,12.13,-,97.0,38.0,-
63,臺北市,2002/12/23,士林,0.2,0.54,-,20.0,-,-,-,32.95,6.03,26.92,-,-,-,18.56,-,-,27.0,-
64,臺北市,2002/12/22,松山,0.8,0.57,408.66,21.9,-,21,-,30.88,6.77,24.11,-,-,-,18.29,-,-,31.0,-
65,臺北市,2002/12/22,古亭,0.8,0.6,-,19.6,-,25,9.55,32.72,8.35,24.38,2.463,0.63,1.84,18.4,-,-,28.0,-
66,臺北市,2002/12/22,中山,1.3,-,-,14.0,-,37,-,44.41,12.71,31.7,2.427,0.36,2.07,19.39,-,-,37.0,-
67,臺北市,2002/12/22,大同,4.9,-,-,-,-,62,-,161.22,117.19,44.03,3.891,1.54,2.35,19.88,-,-,56.0,-
68,臺北市,2002/12/22,萬華,0.6,0.9,-,16.9,-,19,-,-,-,-,-,-,-,19.35,-,-,29.0,-
69,臺北市,2002/12/22,陽明,0.2,0.22,404.66,43.8,-,11,-,1.02,0.11,0.91,-,-,-,12.56,-,96.0,38.0,-
70,臺北市,2002/12/22,士林,0.2,0.56,-,23.1,-,-,-,29.2,5.13,24.07,-,-,-,18.66,-,-,31.0,-
71,臺北市,2002/12/21,松山,1.0,0.67,412.89,14.1,-,22,-,35.02,8.81,26.21,-,-,-,19.64,-,-,23.0,-
72,臺北市,2002/12/21,古亭,2.0,1.08,-,7.7,-,23,11.7,59.93,31.37,28.57,2.653,0.8,1.85,19.4,-,-,23.0,-
73,臺北市,2002/12/21,中山,1.9,1.1,-,5.6,-,47,-,66.45,31.86,34.59,2.994,0.64,2.36,20.53,-,-,47.0,-
74,臺北市,2002/12/21,大同,6.0,-,-,-,-,70,-,179.39,137.83,41.55,4.368,1.79,2.58,20.89,-,-,60.0,-
75,臺北市,2002/12/21,萬華,1.2,1.34,-,5.7,-,21,-,67.68,25.16,42.52,-,-,-,20.37,-,-,21.0,-
76,臺北市,2002/12/21,陽明,0.1,0.25,406.41,38.0,-,11,-,1.51,0.12,1.4,-,-,-,14.55,-,97.0,35.0,-
77,臺北市,2002/12/21,士林,0.7,1.06,-,7.4,-,66,-,55.34,21.19,34.15,-,-,-,19.49,-,-,58.0,-
78,臺北市,2002/12/20,松山,3.0,0.87,414.78,11.5,-,27,-,47.99,14.83,33.16,-,-,-,20.12,-,-,27.0,-
79,臺北市,2002/12/20,古亭,1.8,0.98,-,13.7,-,26,9.99,53.01,22.31,30.7,2.612,0.74,1.87,20.17,-,-,26.0,-
80,臺北市,2002/12/20,中山,2.1,0.99,-,10.3,-,38,-,59.92,25.08,34.84,2.69,0.55,2.14,20.99,-,-,38.0,-
81,臺北市,2002/12/20,大同,7.6,-,-,-,-,63,-,169.76,126.75,43.01,4.366,2.02,2.34,21.42,-,-,56.0,-
82,臺北市,2002/12/20,萬華,2.2,1.26,-,12.1,-,26,-,79.66,43.98,35.68,-,-,-,21.09,-,-,26.0,-
