序號,縣市,監測日期,測站,二氧化硫
SO2
(ppb),一氧化碳
CO
(ppm),二氧化碳
CO2
(ppm),臭氧
O3
(ppb),"懸浮微粒
PM 10 
(μg/m 3 )","細懸浮微粒
PM 2.5 
(μg/m 3 )",氮氧化物
NOx
(ppb),一氧化氮
NO
(ppb),二氧化氮
NO2
(ppb),總碳氫化合物
THC
(ppm),非甲烷碳氫化合物
NMHC
(ppm),甲烷
CH4
(ppm),風速
WIND_SPEED
(m/sec),小時風速值
WS_HR
(m/sec),溫度
AMB_TEMP
(℃),降雨強度
RAIN_INT
(㎜),酸雨
PH_RAIN
(pH),相對濕度
RH
28,臺北市,2015/12/30,士林,1.4,0.27,-,35.3,17,-,10.95,0.7,10.24,-,-,-,2.12,1.69,16.89,-,-,75.68,-
29,臺北市,2015/12/29,松山,-,-,-,-,-,21,-,-,-,-,-,-,-,-,-,-,-,-,-
30,臺北市,2015/12/29,松山,2.1,0.36,422.68,28.5,52,-,24.28,4.24,20.03,1.91,0.11,1.8,1.81,1.44,17.27,-,-,64.25,-
31,臺北市,2015/12/29,古亭,-,-,-,-,-,16,-,-,-,-,-,-,-,-,-,-,-,-,-
32,臺北市,2015/12/29,古亭,1.5,0.33,-,32.7,59,-,18.19,3.9,14.29,1.946,0.076,1.87,3.15,2.95,17.2,-,-,71.07,-
33,臺北市,2015/12/29,中山,-,-,-,-,-,20,-,-,-,-,-,-,-,-,-,-,-,-,-
34,臺北市,2015/12/29,中山,2.6,0.5,-,26.8,58,-,30.92,8.09,22.82,1.974,0.151,1.823,2.77,2.52,18.05,-,-,68.31,-
35,臺北市,2015/12/29,大同,-,-,-,-,-,18,-,-,-,-,-,-,-,-,-,-,-,-,-
36,臺北市,2015/12/29,大同,4,0.96,-,-,73,-,54.96,28.25,26.71,2.285,0.316,1.97,-,-,-,-,-,-,-
37,臺北市,2015/12/29,萬華,-,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-,-,-,-
38,臺北市,2015/12/29,萬華,3.1,0.4,-,28.3,49,-,27.72,5.55,22.16,-,-,-,2.86,2.8,18.35,-,-,63.82,-
39,臺北市,2015/12/29,陽明,-,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-,-,-,-
40,臺北市,2015/12/29,陽明,1.3,0.18,415.53,47.1,27,-,2.54,0.75,1.79,-,-,-,-,-,9.29,0.5,3.69,97.29,347.1
41,臺北市,2015/12/29,士林,-,-,-,-,-,20,-,-,-,-,-,-,-,-,-,-,-,-,-
42,臺北市,2015/12/29,士林,1.6,0.24,-,43.4,48,-,8,1.28,6.73,-,-,-,3.06,2.89,17.62,-,-,63.12,-
43,臺北市,2015/12/28,松山,-,-,-,-,-,20,-,-,-,-,-,-,-,-,-,-,-,-,-
44,臺北市,2015/12/28,松山,2.3,0.4,452.94,30.6,43,-,22.85,4.67,18.18,1.92,0.099,1.821,2.07,1.62,15.87,-,-,73.02,-
45,臺北市,2015/12/28,古亭,-,-,-,-,-,19,-,-,-,-,-,-,-,-,-,-,-,-,-
46,臺北市,2015/12/28,古亭,2,0.49,-,27.9,58,-,26.37,6.11,20.26,2.037,0.119,1.918,2.25,2.03,15.8,-,-,80.22,-
47,臺北市,2015/12/28,中山,-,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-,-,-,-
48,臺北市,2015/12/28,中山,1.5,0.6,-,26.8,44,-,32.29,9.55,22.74,2.027,0.163,1.864,1.9,1.56,16.73,-,-,76.38,-
49,臺北市,2015/12/28,大同,-,-,-,-,-,19,-,-,-,-,-,-,-,-,-,-,-,-,-
50,臺北市,2015/12/28,大同,3.1,1.1,-,-,63,-,64.23,37.59,26.64,2.336,0.337,2,-,-,-,-,-,-,-
51,臺北市,2015/12/28,萬華,-,-,-,-,-,21,-,-,-,-,-,-,-,-,-,-,-,-,-
52,臺北市,2015/12/28,萬華,2.1,0.5,-,27.2,43,-,29.24,5.91,23.33,-,-,-,2.27,2.05,17.06,-,-,71.98,-
53,臺北市,2015/12/28,陽明,-,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-,-,-,-
54,臺北市,2015/12/28,陽明,0.9,0.26,420.19,47.8,20,-,2.53,0.53,1.95,-,-,-,-,-,8.57,0.7,3.97,99.91,151.51
55,臺北市,2015/12/28,士林,-,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-,-,-,-
56,臺北市,2015/12/28,士林,1.5,0.33,-,41.6,37,-,9.96,1.41,8.56,-,-,-,2.23,1.33,16.46,-,-,68.41,-
57,臺北市,2015/12/27,松山,-,-,-,-,-,18,-,-,-,-,-,-,-,-,-,-,-,-,-
58,臺北市,2015/12/27,松山,1.7,0.5,442.75,30.9,28,-,20.41,2.35,18.06,1.985,0.106,1.879,1.44,1.09,17.08,-,-,85.86,-
59,臺北市,2015/12/27,古亭,-,-,-,-,-,16,-,-,-,-,-,-,-,-,-,-,-,-,-
60,臺北市,2015/12/27,古亭,1.4,0.57,-,27.2,39,-,23.7,3.27,20.43,2.116,0.12,1.996,1.66,1.35,17.14,-,-,92.31,-
61,臺北市,2015/12/27,中山,-,-,-,-,-,20,-,-,-,-,-,-,-,-,-,-,-,-,-
62,臺北市,2015/12/27,中山,2,0.71,-,22.1,32,-,34,7.38,26.62,2.146,0.19,1.956,1.65,1.06,17.96,-,-,89.14,-
63,臺北市,2015/12/27,大同,-,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-,-,-,-
64,臺北市,2015/12/27,大同,2.4,1.11,-,-,51,-,63.84,30.87,32.97,2.407,0.284,2.123,-,-,-,-,-,-,-
65,臺北市,2015/12/27,萬華,-,-,-,-,-,23,-,-,-,-,-,-,-,-,-,-,-,-,-
66,臺北市,2015/12/27,萬華,1.7,0.64,-,23.5,36,-,30.42,4.28,26.13,-,-,-,1.69,1.24,18.26,-,-,85.17,-
67,臺北市,2015/12/27,陽明,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-
68,臺北市,2015/12/27,陽明,1.1,0.31,419.69,49.7,6,-,3.23,0.73,2.48,-,-,-,-,-,11.51,1.8,4.63,100,20.84
69,臺北市,2015/12/27,士林,-,-,-,-,-,16,-,-,-,-,-,-,-,-,-,-,-,-,-
70,臺北市,2015/12/27,士林,1.5,0.53,-,28.6,32,-,19.34,1.84,17.5,-,-,-,1.39,0.97,17.25,-,-,84.58,-
71,臺北市,2015/12/26,松山,-,-,-,-,-,38,-,-,-,-,-,-,-,-,-,-,-,-,-
72,臺北市,2015/12/26,松山,3.4,0.69,443.64,28.1,63,-,24.08,3.1,20.99,2.044,0.142,1.903,1.58,1.16,17.31,-,-,77.93,-
73,臺北市,2015/12/26,古亭,-,-,-,-,-,32,-,-,-,-,-,-,-,-,-,-,-,-,-
74,臺北市,2015/12/26,古亭,3.2,0.7,-,28.3,69,-,24.46,3.68,20.78,2.126,0.138,1.987,2.28,2.05,17.48,-,-,82.36,-
75,臺北市,2015/12/26,中山,-,-,-,-,-,42,-,-,-,-,-,-,-,-,-,-,-,-,-
76,臺北市,2015/12/26,中山,3.1,0.89,-,23.9,68,-,33.13,6.74,26.39,2.172,0.217,1.955,1.98,1.7,18.21,-,-,80.14,-
77,臺北市,2015/12/26,大同,-,-,-,-,-,34,-,-,-,-,-,-,-,-,-,-,-,-,-
78,臺北市,2015/12/26,大同,2.9,1.25,-,-,74,-,63.2,30.21,32.98,2.45,0.329,2.122,-,-,-,-,-,-,-
79,臺北市,2015/12/26,萬華,-,-,-,-,-,37,-,-,-,-,-,-,-,-,-,-,-,-,-
80,臺北市,2015/12/26,萬華,3.1,0.76,-,26.1,61,-,30.03,5.08,24.94,-,-,-,2.38,2.11,18.54,-,-,75.83,-
81,臺北市,2015/12/26,陽明,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-
82,臺北市,2015/12/26,陽明,1.9,0.47,432.78,46.1,16,-,3.84,0.57,3.24,-,-,-,-,-,10.95,0.5,4.01,100,90.38
83,臺北市,2015/12/26,士林,-,-,-,-,-,31,-,-,-,-,-,-,-,-,-,-,-,-,-
84,臺北市,2015/12/26,士林,2.2,0.69,-,32.6,50,-,18.95,2.41,16.54,-,-,-,1.59,1.22,17.81,-,-,74.1,-
85,臺北市,2015/12/25,松山,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-
86,臺北市,2015/12/25,松山,0.9,0.58,431.64,25.9,15,-,22.34,3.78,18.57,1.955,0.113,1.842,1.93,1.51,17.38,-,-,84.3,-
87,臺北市,2015/12/25,古亭,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-
88,臺北市,2015/12/25,古亭,1.5,0.61,-,22.7,28,-,25.89,5.61,20.28,2.063,0.126,1.937,2.22,1.97,17.46,-,-,90.72,-
89,臺北市,2015/12/25,中山,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-
90,臺北市,2015/12/25,中山,1.1,0.8,-,18.6,15,-,36.11,10.69,25.42,2.082,0.19,1.892,1.82,1.52,18.53,-,-,85.59,-
91,臺北市,2015/12/25,大同,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-
92,臺北市,2015/12/25,大同,2.1,1.41,-,-,33,-,83.16,49.67,33.49,2.445,0.403,2.043,-,-,-,-,-,-,-
93,臺北市,2015/12/25,萬華,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-
94,臺北市,2015/12/25,萬華,1.8,0.67,-,20.5,17,-,30.39,5.93,24.47,-,-,-,2,1.76,18.74,-,-,82.59,-
95,臺北市,2015/12/25,陽明,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-
96,臺北市,2015/12/25,陽明,1.3,0.41,423.55,42.3,5,-,3.14,0.82,2.3,-,-,-,-,-,11.38,1.08,4.77,100,19.55
97,臺北市,2015/12/25,士林,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-
98,臺北市,2015/12/25,士林,1.4,0.55,-,28,12,-,16.65,2.3,14.35,-,-,-,1.47,1.14,17.85,-,-,81.87,-
99,臺北市,2015/12/24,松山,-,-,-,-,-,16,-,-,-,-,-,-,-,-,-,-,-,-,-
100,臺北市,2015/12/24,松山,3.2,0.76,455.47,9.2,36,-,45.34,18.71,26.64,2.234,0.29,1.943,1.38,1.06,21.56,-,-,83.41,-
101,臺北市,2015/12/24,古亭,-,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-,-,-,-
102,臺北市,2015/12/24,古亭,3.2,0.84,-,8,47,-,43.07,17.85,25.22,2.273,0.296,1.977,1.46,1.08,21.5,-,-,88.87,-
103,臺北市,2015/12/24,中山,-,-,-,-,-,19,-,-,-,-,-,-,-,-,-,-,-,-,-
104,臺北市,2015/12/24,中山,4.3,1.11,-,6.6,50,-,59.96,26.74,33.22,2.426,0.419,2.006,1.35,0.74,22.28,-,-,86.68,-
105,臺北市,2015/12/24,大同,-,-,-,-,-,18,-,-,-,-,-,-,-,-,-,-,-,-,-
106,臺北市,2015/12/24,大同,5.4,1.58,-,-,61,-,75.53,40.63,34.9,2.83,0.582,2.248,-,-,-,-,-,-,-
107,臺北市,2015/12/24,萬華,-,-,-,-,-,21,-,-,-,-,-,-,-,-,-,-,-,-,-
108,臺北市,2015/12/24,萬華,4,0.93,-,7.8,37,-,47.68,16.1,31.59,-,-,-,1.25,0.89,22.68,-,-,83.76,-
109,臺北市,2015/12/24,陽明,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-
110,臺北市,2015/12/24,陽明,1.4,0.23,417.61,31.6,10,-,4.42,0.69,3.69,-,-,-,-,-,16.81,0.5,4.13,99.38,69.6
111,臺北市,2015/12/24,士林,-,-,-,-,-,18,-,-,-,-,-,-,-,-,-,-,-,-,-
112,臺北市,2015/12/24,士林,4.1,0.72,-,10.8,40,-,39.87,13.81,26.07,-,-,-,1.28,1.16,21.5,-,-,84.08,-
113,臺北市,2015/12/23,松山,-,-,-,-,-,20,-,-,-,-,-,-,-,-,-,-,-,-,-
114,臺北市,2015/12/23,松山,5.2,0.64,432.17,15.8,41,-,40.5,13.18,27.32,2.089,0.222,1.867,1.5,1.07,22.24,-,-,77.51,-
115,臺北市,2015/12/23,古亭,-,-,-,-,-,20,-,-,-,-,-,-,-,-,-,-,-,-,-
116,臺北市,2015/12/23,古亭,5.1,0.68,-,18.2,48,-,36.31,8.99,27.33,2.183,0.236,1.946,1.32,1.02,22.75,-,-,80.07,-
117,臺北市,2015/12/23,中山,-,-,-,-,-,19,-,-,-,-,-,-,-,-,-,-,-,-,-
118,臺北市,2015/12/23,中山,6.7,0.85,-,15.5,46,-,49.1,18.28,30.82,2.253,0.276,1.977,1.58,1.11,23.51,-,-,78.35,-
119,臺北市,2015/12/23,大同,-,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-,-,-,-
120,臺北市,2015/12/23,大同,7.4,1.65,-,-,57,-,86.54,53.28,33.26,2.647,0.556,2.092,-,-,-,-,-,-,-
121,臺北市,2015/12/23,萬華,-,-,-,-,-,20,-,-,-,-,-,-,-,-,-,-,-,-,-
122,臺北市,2015/12/23,萬華,5.7,0.72,-,19.1,43,-,40.8,10.95,29.85,-,-,-,1.73,1.31,23.8,-,-,76.27,-
123,臺北市,2015/12/23,陽明,-,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-,-,-,-
124,臺北市,2015/12/23,陽明,1.7,0.25,416.35,38.7,17,-,6.51,0.79,5.7,-,-,-,-,-,17.5,0,0,95.74,0
125,臺北市,2015/12/23,士林,-,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-,-,-,-
126,臺北市,2015/12/23,士林,6.2,0.53,-,21.9,40,-,29.62,6.35,23.28,-,-,-,1.53,1.41,23.09,-,-,75.06,-
127,臺北市,2015/12/22,松山,-,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-,-,-,-
128,臺北市,2015/12/22,松山,3.4,0.65,423.59,14.7,37,-,40.41,17.79,22.62,2.197,0.261,1.937,1.35,0.94,23.57,-,-,73.21,-
129,臺北市,2015/12/22,古亭,-,-,-,-,-,12,-,-,-,-,-,-,-,-,-,-,-,-,-
130,臺北市,2015/12/22,古亭,3.4,0.71,-,12.8,55,-,39.7,15.37,24.33,2.28,0.272,2.008,1.51,1.31,23.72,-,-,77.03,-
131,臺北市,2015/12/22,中山,-,-,-,-,-,20,-,-,-,-,-,-,-,-,-,-,-,-,-
132,臺北市,2015/12/22,中山,4.2,0.91,-,12.6,43,-,52.21,23.64,28.57,2.455,0.379,2.076,1.54,1.27,24.66,-,-,74.55,-
133,臺北市,2015/12/22,大同,-,-,-,-,-,25,-,-,-,-,-,-,-,-,-,-,-,-,-
134,臺北市,2015/12/22,大同,5.5,2.38,-,-,64,-,110.75,72.27,38.48,3.104,0.867,2.237,-,-,-,-,-,-,-
135,臺北市,2015/12/22,萬華,-,-,-,-,-,22,-,-,-,-,-,-,-,-,-,-,-,-,-
136,臺北市,2015/12/22,萬華,5.5,0.89,-,13.1,44,-,46.35,17.66,28.68,-,-,-,1.3,1.03,24.74,-,-,73.19,-
137,臺北市,2015/12/22,陽明,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-
138,臺北市,2015/12/22,陽明,2.1,0.17,409.46,35.5,12,-,3.49,0.48,2.94,-,-,-,-,-,18.82,0,0,89.59,0
139,臺北市,2015/12/22,士林,-,-,-,-,-,19,-,-,-,-,-,-,-,-,-,-,-,-,-
140,臺北市,2015/12/22,士林,3.2,0.58,-,18,45,-,32.11,8.72,23.39,-,-,-,1.68,1.45,24.08,-,-,71.91,-
141,臺北市,2015/12/21,松山,-,-,-,-,-,27,-,-,-,-,-,-,-,-,-,-,-,-,-
142,臺北市,2015/12/21,松山,6,0.7,431.06,7.3,54,-,50.34,21.01,29.33,2.218,0.274,1.944,1.48,1.11,20.45,-,-,82.62,-
143,臺北市,2015/12/21,古亭,-,-,-,-,-,26,-,-,-,-,-,-,-,-,-,-,-,-,-
144,臺北市,2015/12/21,古亭,8.3,0.72,-,6.9,61,-,48.59,19.81,28.78,2.263,0.244,2.019,1.74,1.55,20.48,-,-,87.19,-
145,臺北市,2015/12/21,中山,-,-,-,-,-,31,-,-,-,-,-,-,-,-,-,-,-,-,-
146,臺北市,2015/12/21,中山,8.1,0.91,-,5.1,62,-,60.54,27.21,33.33,2.409,0.331,2.078,1.89,1.51,21.6,-,-,82.95,-
147,臺北市,2015/12/21,大同,-,-,-,-,-,27,-,-,-,-,-,-,-,-,-,-,-,-,-
148,臺北市,2015/12/21,大同,9.1,1.86,-,-,77,-,111.54,73.91,37.63,2.904,0.68,2.223,-,-,-,-,-,-,-
149,臺北市,2015/12/21,萬華,-,-,-,-,-,32,-,-,-,-,-,-,-,-,-,-,-,-,-
150,臺北市,2015/12/21,萬華,8.7,0.83,-,5,54,-,55.85,23.36,32.49,-,-,-,1.87,1.59,21.8,-,-,80.58,-
151,臺北市,2015/12/21,陽明,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-
152,臺北市,2015/12/21,陽明,2,0.14,401.94,37.1,10,-,2.96,0.71,2.24,-,-,-,-,-,16.41,0.5,5.18,83.6,5.74
153,臺北市,2015/12/21,士林,-,-,-,-,-,26,-,-,-,-,-,-,-,-,-,-,-,-,-
154,臺北市,2015/12/21,士林,4.4,0.61,-,13.2,49,-,36.17,10.45,25.71,-,-,-,1.52,1.15,21.7,-,-,76.19,-
155,臺北市,2015/12/20,松山,-,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-,-,-,-
156,臺北市,2015/12/20,松山,2.7,0.6,412.45,20.1,33,-,34.6,11.37,23.23,2.116,0.203,1.914,1.29,0.85,20.67,-,-,70.25,-
157,臺北市,2015/12/20,古亭,-,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-,-,-,-
158,臺北市,2015/12/20,古亭,2.9,0.53,-,21.5,49,-,29.84,6.78,23.05,2.073,0.148,1.924,1.67,1.47,21.38,-,-,70.78,-
159,臺北市,2015/12/20,中山,-,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-,-,-,-
160,臺北市,2015/12/20,中山,2.5,0.67,-,17.9,38,-,39.38,11.8,27.58,2.191,0.212,1.979,1.81,1.54,21.88,-,-,71.03,-
161,臺北市,2015/12/20,大同,-,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-,-,-,-
162,臺北市,2015/12/20,大同,3,1.39,-,-,50,-,84.32,47.89,36.43,2.516,0.436,2.079,-,-,-,-,-,-,-
163,臺北市,2015/12/20,萬華,-,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-,-,-,-
164,臺北市,2015/12/20,萬華,2.9,0.62,-,19.9,37,-,34.84,8.25,26.58,-,-,-,1.88,1.62,22.35,-,-,67.11,-
165,臺北市,2015/12/20,陽明,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-
166,臺北市,2015/12/20,陽明,1,0.16,396.6,37.8,10,-,3.87,0.3,3.53,-,-,-,-,-,14.98,0.5,5.05,92.05,6.38
167,臺北市,2015/12/20,士林,-,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-,-,-,-
168,臺北市,2015/12/20,士林,2,0.38,-,30.1,29,-,18.18,2.45,15.72,-,-,-,1.99,1.93,21.88,-,-,65.6,-
169,臺北市,2015/12/19,松山,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-
170,臺北市,2015/12/19,松山,2.1,0.26,408.27,25.6,20,-,17.7,2.93,14.78,1.848,0.076,1.772,2.15,1.74,17.87,-,-,79.32,-
171,臺北市,2015/12/19,古亭,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-
172,臺北市,2015/12/19,古亭,1.7,0.29,-,25.5,33,-,17.42,3.35,14.07,1.915,0.067,1.848,3.23,2.97,18.24,-,-,82.9,-
173,臺北市,2015/12/19,中山,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-
174,臺北市,2015/12/19,中山,3.9,0.39,-,21.3,27,-,26.57,6.99,19.59,1.979,0.115,1.863,2.72,2.51,18.92,-,-,80.61,-
175,臺北市,2015/12/19,大同,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-
176,臺北市,2015/12/19,大同,4.8,0.68,-,-,37,-,48.41,23.59,24.82,2.165,0.208,1.957,-,-,-,-,-,-,-
177,臺北市,2015/12/19,萬華,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-
178,臺北市,2015/12/19,萬華,4,0.33,-,21.5,24,-,26.71,6.53,20.18,-,-,-,3.27,3.14,19.29,-,-,76.62,-
179,臺北市,2015/12/19,陽明,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
180,臺北市,2015/12/19,陽明,1.7,0.13,399.09,40.4,5,-,2.62,0.55,2,-,-,-,-,-,11.63,1.21,4.36,99.41,90.3
181,臺北市,2015/12/19,士林,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-
182,臺北市,2015/12/19,士林,1.9,0.17,-,37.3,26,-,6.06,1.22,4.85,-,-,-,3.63,3.4,19.09,-,-,70.58,-
183,臺北市,2015/12/18,松山,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-
184,臺北市,2015/12/18,松山,2.3,0.36,407.32,20.2,27,-,26.39,6.94,19.45,1.898,0.111,1.787,1.41,0.9,15.79,-,-,59.54,-
185,臺北市,2015/12/18,古亭,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-
186,臺北市,2015/12/18,古亭,1.8,0.36,-,22.1,37,-,22.21,6.26,15.95,1.993,0.111,1.882,2.57,2.4,15.48,-,-,67.28,-
187,臺北市,2015/12/18,中山,-,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-,-,-,-
188,臺北市,2015/12/18,中山,2.8,0.59,-,15.6,30,-,41.78,16.01,25.77,2.109,0.193,1.916,2.17,1.9,16.66,-,-,63.92,-
189,臺北市,2015/12/18,大同,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-
190,臺北市,2015/12/18,大同,4.3,1.07,-,-,48,-,85.42,53.76,31.66,2.369,0.371,1.999,-,-,-,-,-,-,-
191,臺北市,2015/12/18,萬華,-,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-,-,-,-
192,臺北市,2015/12/18,萬華,3.2,0.46,-,16,32,-,37.15,12.45,24.7,-,-,-,2.3,2.06,16.89,-,-,58.97,-
193,臺北市,2015/12/18,陽明,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-
194,臺北市,2015/12/18,陽明,1.3,0.16,402.31,37.5,11,-,2.56,0.8,1.75,-,-,-,-,-,8.36,0.5,5.15,92.2,119.22
195,臺北市,2015/12/18,士林,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-
196,臺北市,2015/12/18,士林,1.5,0.23,-,33,27,-,10.11,2.14,7.97,-,-,-,2.48,2.2,16.26,-,-,58.82,-
197,臺北市,2015/12/17,松山,-,-,-,-,-,22,-,-,-,-,-,-,-,-,-,-,-,-,-
198,臺北市,2015/12/17,松山,3.2,0.36,418.43,26,63,-,17.04,2.96,14.08,1.881,0.077,1.804,2.42,2.08,12.21,-,-,51.31,-
199,臺北市,2015/12/17,古亭,-,-,-,-,-,21,-,-,-,-,-,-,-,-,-,-,-,-,-
200,臺北市,2015/12/17,古亭,3.4,0.4,-,25.1,64,-,19.94,4.35,15.59,1.998,0.094,1.903,2.7,1.95,12.22,-,-,57.84,-
