序號,縣市,監測日期,測站,二氧化硫
SO2
(ppb),一氧化碳
CO
(ppm),二氧化碳
CO2
(ppm),臭氧
O3
(ppb),"懸浮微粒
PM 10 
(μg/m 3 )","細懸浮微粒
PM 2.5 
(μg/m 3 )",氮氧化物
NOx
(ppb),一氧化氮
NO
(ppb),二氧化氮
NO2
(ppb),風速
WIND_SPEED
(m/sec),溫度
AMB_TEMP
26,臺北市,2014/05/30,陽明,1.3,0.15,397.53,31.1,16,-,5.9,1.34,4.56,-,21.93,98.53
27,臺北市,2014/05/30,士林,-,-,-,-,-,16,-,-,-,-,-,-
28,臺北市,2014/05/30,士林,2.6,0.52,-,15.6,21,-,24.72,7.8,16.93,1.71,27.21,83.1
29,臺北市,2014/05/29,松山,-,-,-,-,-,15,-,-,-,-,-,-
30,臺北市,2014/05/29,松山,1.4,0.87,443.79,12.5,22,-,51.26,21.72,29.54,1.15,25.64,89.53
31,臺北市,2014/05/29,古亭,-,-,-,-,-,13,-,-,-,-,-,-
32,臺北市,2014/05/29,古亭,2,0.96,-,9.8,29,-,46.94,16.19,30.74,1.04,26.08,96.15
33,臺北市,2014/05/29,中山,-,-,-,-,-,15,-,-,-,-,-,-
34,臺北市,2014/05/29,中山,2.5,1.18,-,9.9,43,-,70.38,34.02,36.36,1.11,26.46,89.88
35,臺北市,2014/05/29,大同,-,-,-,-,-,13,-,-,-,-,-,-
36,臺北市,2014/05/29,大同,3.5,1.97,-,-,45,-,111,69.79,41.21,-,-,-
37,臺北市,2014/05/29,萬華,-,-,-,-,-,18,-,-,-,-,-,-
38,臺北市,2014/05/29,萬華,2.4,1.22,-,8.5,27,-,66.94,28.42,38.52,0.99,26.6,89.59
39,臺北市,2014/05/29,陽明,-,-,-,-,-,14,-,-,-,-,-,-
40,臺北市,2014/05/29,陽明,1.3,0.24,401.44,47.5,20,-,4.59,1.42,3.17,-,21.7,99
41,臺北市,2014/05/29,士林,-,-,-,-,-,13,-,-,-,-,-,-
42,臺北市,2014/05/29,士林,1.8,0.68,-,18.7,19,-,31.57,6.62,24.95,1.26,25.86,88.2
43,臺北市,2014/05/28,松山,-,-,-,-,-,44,-,-,-,-,-,-
44,臺北市,2014/05/28,松山,3.4,0.6,430.85,39,55,-,23.52,2.95,20.57,1.66,27.7,79.46
45,臺北市,2014/05/28,古亭,-,-,-,-,-,39,-,-,-,-,-,-
46,臺北市,2014/05/28,古亭,3.5,0.69,-,31.4,71,-,28.36,5.87,22.49,1.55,28.02,82.19
47,臺北市,2014/05/28,中山,-,-,-,-,-,42,-,-,-,-,-,-
48,臺北市,2014/05/28,中山,3.4,0.85,-,33.7,87,-,36.24,7.54,28.7,1.73,28.51,79.78
49,臺北市,2014/05/28,大同,-,-,-,-,-,38,-,-,-,-,-,-
50,臺北市,2014/05/28,大同,4.7,1.45,-,-,81,-,50.97,18.64,32.33,-,-,-
51,臺北市,2014/05/28,萬華,-,-,-,-,-,47,-,-,-,-,-,-
52,臺北市,2014/05/28,萬華,4.5,0.8,-,32.5,-,-,32.99,4.12,28.87,1.25,28.45,80.48
53,臺北市,2014/05/28,陽明,-,-,-,-,-,27,-,-,-,-,-,-
54,臺北市,2014/05/28,陽明,1.6,0.25,406.15,55.5,31,-,4.64,1.01,3.63,-,22.2,99
55,臺北市,2014/05/28,士林,-,-,-,-,-,41,-,-,-,-,-,-
56,臺北市,2014/05/28,士林,2.9,0.44,-,50.1,57,-,14.79,0.87,13.93,2.07,27.98,79.91
57,臺北市,2014/05/27,松山,-,-,-,-,-,30,-,-,-,-,-,-
58,臺北市,2014/05/27,松山,3.7,0.74,439.47,24.3,41,-,32.17,8.55,23.62,1.32,26.81,83.06
59,臺北市,2014/05/27,古亭,-,-,-,-,-,26,-,-,-,-,-,-
60,臺北市,2014/05/27,古亭,2.9,0.8,-,21.7,51,-,31.14,7.5,23.64,1.62,27.35,85.96
61,臺北市,2014/05/27,中山,-,-,-,-,-,28,-,-,-,-,-,-
62,臺北市,2014/05/27,中山,2.5,0.92,-,24.1,64,-,38.6,9.95,28.65,1.53,27.72,83.06
63,臺北市,2014/05/27,大同,-,-,-,-,-,24,-,-,-,-,-,-
64,臺北市,2014/05/27,大同,3.1,1.36,-,-,55,-,46.55,18.03,28.52,-,-,-
65,臺北市,2014/05/27,萬華,-,-,-,-,-,32,-,-,-,-,-,-
66,臺北市,2014/05/27,萬華,3.1,0.9,-,23.4,37,-,34.58,5.7,28.88,1.2,27.76,83.18
67,臺北市,2014/05/27,陽明,-,-,-,-,-,11,-,-,-,-,-,-
68,臺北市,2014/05/27,陽明,1,0.2,402.41,46.6,15,-,4.93,1.17,3.77,-,22.14,99
69,臺北市,2014/05/27,士林,-,-,-,-,-,26,-,-,-,-,-,-
70,臺北市,2014/05/27,士林,2.8,0.49,-,38.5,35,-,15.21,1.52,13.67,1.76,27.36,82.54
71,臺北市,2014/05/26,松山,-,-,-,-,-,16,-,-,-,-,-,-
72,臺北市,2014/05/26,松山,2.7,0.48,429.4,22.3,28,-,23.52,7.24,16.28,1.99,28.69,69.85
73,臺北市,2014/05/26,古亭,-,-,-,-,-,13,-,-,-,-,-,-
74,臺北市,2014/05/26,古亭,2.4,0.48,-,18.6,35,-,24.48,7.28,17.2,2.13,28.91,70.3
75,臺北市,2014/05/26,中山,-,-,-,-,-,15,-,-,-,-,-,-
76,臺北市,2014/05/26,中山,2,0.74,-,17,49,-,35.59,12.33,23.26,2.07,29.7,69.28
77,臺北市,2014/05/26,大同,-,-,-,-,-,12,-,-,-,-,-,-
78,臺北市,2014/05/26,大同,3.7,1.38,-,-,53,-,55.58,29.95,25.64,-,-,-
79,臺北市,2014/05/26,萬華,-,-,-,-,-,17,-,-,-,-,-,-
80,臺北市,2014/05/26,萬華,2.9,0.57,-,20.1,31,-,24.85,4.93,19.92,1.81,29.42,70.22
81,臺北市,2014/05/26,陽明,-,-,-,-,-,9,-,-,-,-,-,-
82,臺北市,2014/05/26,陽明,2.1,0.16,394.36,26.6,15,-,6.34,1.95,4.39,-,23.09,94.29
83,臺北市,2014/05/26,士林,-,-,-,-,-,12,-,-,-,-,-,-
84,臺北市,2014/05/26,士林,3.2,0.44,-,22.5,24,-,19.64,5.6,14.03,2.23,29.01,73
85,臺北市,2014/05/25,松山,-,-,-,-,-,13,-,-,-,-,-,-
86,臺北市,2014/05/25,松山,1.3,0.6,435.19,20,26,-,28.84,10.32,18.52,1.12,27.8,71.13
87,臺北市,2014/05/25,古亭,-,-,-,-,-,12,-,-,-,-,-,-
88,臺北市,2014/05/25,古亭,2.1,0.55,-,17,32,-,27.32,10.3,17.02,1.58,27.53,74.92
89,臺北市,2014/05/25,中山,-,-,-,-,-,14,-,-,-,-,-,-
90,臺北市,2014/05/25,中山,2.9,0.58,-,19.3,45,-,29.78,8.41,21.37,1.57,28.8,70.37
91,臺北市,2014/05/25,大同,-,-,-,-,-,10,-,-,-,-,-,-
92,臺北市,2014/05/25,大同,3.7,2.15,-,-,45,-,90.17,61.3,28.86,-,-,-
93,臺北市,2014/05/25,萬華,-,-,-,-,-,10,-,-,-,-,-,-
94,臺北市,2014/05/25,萬華,2.2,0.57,-,20.2,24,-,25.14,7.11,18.03,1.19,28.45,72.06
95,臺北市,2014/05/25,陽明,-,-,-,-,-,13,-,-,-,-,-,-
96,臺北市,2014/05/25,陽明,2.4,0.18,399.57,29.3,16,-,6.44,1.62,4.82,-,22.68,95.01
97,臺北市,2014/05/25,士林,-,-,-,-,-,14,-,-,-,-,-,-
98,臺北市,2014/05/25,士林,2.7,0.53,-,24.4,20,-,23.77,5.38,18.39,1.41,28.4,72.1
99,臺北市,2014/05/24,松山,-,-,-,-,-,8,-,-,-,-,-,-
100,臺北市,2014/05/24,松山,1.1,0.41,418.32,24.1,16,-,19.77,5.89,13.87,1.3,26.87,74.66
101,臺北市,2014/05/24,古亭,-,-,-,-,-,9,-,-,-,-,-,-
102,臺北市,2014/05/24,古亭,1.8,0.59,-,23.5,26,-,30.88,9.69,21.18,1.57,27.08,77.72
103,臺北市,2014/05/24,中山,-,-,-,-,-,12,-,-,-,-,-,-
104,臺北市,2014/05/24,中山,1.9,0.55,-,28,37,-,33.4,9.21,24.19,1.75,28.06,72.53
105,臺北市,2014/05/24,大同,-,-,-,-,-,11,-,-,-,-,-,-
106,臺北市,2014/05/24,大同,3.8,1.62,-,-,43,-,77.2,44.12,33.08,-,-,-
107,臺北市,2014/05/24,萬華,-,-,-,-,-,13,-,-,-,-,-,-
108,臺北市,2014/05/24,萬華,2.1,0.6,-,30.9,22,-,29.76,6.39,23.38,1.53,27.96,72.85
109,臺北市,2014/05/24,陽明,-,-,-,-,-,9,-,-,-,-,-,-
110,臺北市,2014/05/24,陽明,1.9,0.15,396.26,43.1,13,-,5.23,1.61,3.62,-,21.84,95.31
111,臺北市,2014/05/24,士林,-,-,-,-,-,14,-,-,-,-,-,-
112,臺北市,2014/05/24,士林,2.7,0.35,-,45.9,23,-,14.85,2.27,12.59,1.84,28.04,71.5
113,臺北市,2014/05/23,松山,-,-,-,-,-,11,-,-,-,-,-,-
114,臺北市,2014/05/23,松山,2,0.62,431.47,16.4,22,-,34.94,10.31,24.63,1.46,24.55,86.49
115,臺北市,2014/05/23,古亭,3.2,0.79,-,13,34,-,41.79,12.65,29.14,1.56,24.77,93.11
116,臺北市,2014/05/23,中山,-,-,-,-,-,15,-,-,-,-,-,-
117,臺北市,2014/05/23,中山,2.9,0.87,-,15.4,45,-,45.53,15.78,29.75,1.71,25.34,86.84
118,臺北市,2014/05/23,大同,-,-,-,-,-,10,-,-,-,-,-,-
119,臺北市,2014/05/23,大同,3.8,1.82,-,-,45,-,77.84,42.98,34.86,-,-,-
120,臺北市,2014/05/23,萬華,3.5,0.85,-,14.3,25,-,43.46,11.92,31.54,1.46,25.31,86.97
121,臺北市,2014/05/23,陽明,-,-,-,-,-,6,-,-,-,-,-,-
122,臺北市,2014/05/23,陽明,1.3,0.14,399.58,36.6,8,-,2.58,0.88,1.68,-,20.15,98.78
123,臺北市,2014/05/23,士林,-,-,-,-,-,12,-,-,-,-,-,-
124,臺北市,2014/05/23,士林,2.5,0.6,-,18.3,21,-,29.92,7.8,22.12,1.77,24.72,86.67
125,臺北市,2014/05/22,松山,-,-,-,-,-,18,-,-,-,-,-,-
126,臺北市,2014/05/22,松山,1.8,1,451.25,12.4,27,-,58.38,20.18,38.2,1.08,23.59,86.27
127,臺北市,2014/05/22,古亭,1.6,0.93,-,13.1,37,-,47.96,15.91,32.04,1.05,23.77,92.78
128,臺北市,2014/05/22,中山,-,-,-,-,-,19,-,-,-,-,-,-
129,臺北市,2014/05/22,中山,2.3,1.39,-,11.4,58,-,72.19,25.84,46.35,1.19,24.34,87.54
130,臺北市,2014/05/22,大同,-,-,-,-,-,15,-,-,-,-,-,-
131,臺北市,2014/05/22,大同,4.3,2.53,-,-,52,-,117.18,65.34,51.84,-,-,-
132,臺北市,2014/05/22,萬華,2.1,1.24,-,13,31,-,68.29,25.02,43.27,0.88,24.35,87.22
133,臺北市,2014/05/22,陽明,-,-,-,-,-,8,-,-,-,-,-,-
134,臺北市,2014/05/22,陽明,1.3,0.16,403.53,33.2,10,-,4.76,1.24,3.52,-,20.34,98.91
135,臺北市,2014/05/22,士林,-,-,-,-,-,16,-,-,-,-,-,-
136,臺北市,2014/05/22,士林,2.1,0.83,-,13.7,24,-,41.43,8.91,32.52,1.08,23.65,86.74
137,臺北市,2014/05/21,松山,-,-,-,-,-,26,-,-,-,-,-,-
138,臺北市,2014/05/21,松山,1.3,0.61,434.17,24.4,37,-,57.16,17.01,40.16,1.8,19.53,87.1
139,臺北市,2014/05/21,古亭,1.3,0.71,-,32.4,42,-,36.48,6.76,29.7,2.03,19.68,94.54
140,臺北市,2014/05/21,中山,-,-,-,-,-,23,-,-,-,-,-,-
141,臺北市,2014/05/21,中山,2.1,0.82,-,29,58,-,54.91,14.45,40.47,1.77,20.35,88.9
142,臺北市,2014/05/21,大同,-,-,-,-,-,20,-,-,-,-,-,-
143,臺北市,2014/05/21,大同,2.7,1.48,-,-,56,-,92.16,43.51,48.65,-,-,-
144,臺北市,2014/05/21,萬華,2.1,0.79,-,31.5,39,-,52.47,13.55,38.92,2.29,20.37,87.48
145,臺北市,2014/05/21,陽明,-,-,-,-,-,16,-,-,-,-,-,-
146,臺北市,2014/05/21,陽明,1.3,0.23,416.02,61.9,22,-,2.49,1.5,0.98,-,16.81,95.37
147,臺北市,2014/05/21,士林,-,-,-,-,-,22,-,-,-,-,-,-
148,臺北市,2014/05/21,士林,1.4,0.46,-,52.5,31,-,18.32,1.5,16.81,1.93,20.27,82.34
149,臺北市,2014/05/20,松山,-,-,-,-,-,12,-,-,-,-,-,-
150,臺北市,2014/05/20,松山,2.1,0.7,440.53,11.5,25,-,40.2,18.94,21.27,1.55,24.9,85.49
151,臺北市,2014/05/20,古亭,2.5,0.75,-,9.2,30,-,40.23,18.06,22.17,1.24,24.81,94.3
152,臺北市,2014/05/20,中山,-,-,-,-,-,13,-,-,-,-,-,-
153,臺北市,2014/05/20,中山,2.5,0.97,-,10.3,43,-,54.78,29.26,25.52,1.66,25.56,86.14
154,臺北市,2014/05/20,大同,-,-,-,-,-,8,-,-,-,-,-,-
155,臺北市,2014/05/20,大同,3.9,1.95,-,-,42,-,97.18,67.63,29.55,-,-,-
156,臺北市,2014/05/20,萬華,-,-,-,-,-,11,-,-,-,-,-,-
157,臺北市,2014/05/20,萬華,3.2,0.86,-,10.5,21,-,46.04,21.22,24.82,1.37,25.53,86.79
158,臺北市,2014/05/20,陽明,-,-,-,-,-,5,-,-,-,-,-,-
159,臺北市,2014/05/20,陽明,1.2,0.14,417.44,31.4,9,-,3.76,1.62,2.13,-,20.86,97.88
160,臺北市,2014/05/20,士林,-,-,-,-,-,10,-,-,-,-,-,-
161,臺北市,2014/05/20,士林,2.9,0.61,-,12.9,15,-,32.43,12.96,19.47,1.6,25.05,85.89
162,臺北市,2014/05/19,松山,-,-,-,-,-,13,-,-,-,-,-,-
163,臺北市,2014/05/19,松山,3.1,0.83,447.15,4.3,25,-,49.26,24.79,24.47,1.12,25.85,85.06
164,臺北市,2014/05/19,古亭,-,-,-,-,-,9,-,-,-,-,-,-
165,臺北市,2014/05/19,古亭,2.8,0.88,-,3.5,44,-,46.87,23.05,23.82,1.09,26.24,87.26
166,臺北市,2014/05/19,中山,-,-,-,-,-,14,-,-,-,-,-,-
167,臺北市,2014/05/19,中山,4,1.19,-,3.3,45,-,74.75,45.25,29.5,1.07,26.75,84.86
168,臺北市,2014/05/19,大同,-,-,-,-,-,12,-,-,-,-,-,-
169,臺北市,2014/05/19,大同,4.7,1.82,-,-,47,-,98.45,69.32,29.13,-,-,-
170,臺北市,2014/05/19,萬華,-,-,-,-,-,12,-,-,-,-,-,-
171,臺北市,2014/05/19,萬華,4.1,1.01,-,3.4,26,-,52.38,25.23,27.14,0.93,26.8,84.34
172,臺北市,2014/05/19,陽明,-,-,-,-,-,5,-,-,-,-,-,-
173,臺北市,2014/05/19,陽明,1.5,0.13,405.87,17.9,8,-,7.24,1.47,5.74,-,21.25,98.68
174,臺北市,2014/05/19,士林,-,-,-,-,-,11,-,-,-,-,-,-
175,臺北市,2014/05/19,士林,3.2,0.61,-,5.5,26,-,34.74,13.95,20.79,1.1,26.31,84.33
176,臺北市,2014/05/18,松山,-,-,-,-,-,17,-,-,-,-,-,-
177,臺北市,2014/05/18,松山,2.4,0.62,436.8,10.8,23,-,33.88,16.19,17.69,1.82,28.22,71.08
178,臺北市,2014/05/18,古亭,-,-,-,-,-,13,-,-,-,-,-,-
179,臺北市,2014/05/18,古亭,2.2,0.59,-,9.3,36,-,27.18,11.54,15.63,1.64,27.96,75.77
180,臺北市,2014/05/18,中山,-,-,-,-,-,17,-,-,-,-,-,-
181,臺北市,2014/05/18,中山,4.2,0.76,-,8.5,50,-,41.32,19.79,21.53,1.41,28.93,72.02
182,臺北市,2014/05/18,大同,-,-,-,-,-,12,-,-,-,-,-,-
183,臺北市,2014/05/18,大同,4.2,1.63,-,-,51,-,66.61,43.04,23.57,-,-,-
184,臺北市,2014/05/18,萬華,-,-,-,-,-,13,-,-,-,-,-,-
185,臺北市,2014/05/18,萬華,3,0.65,-,10.2,27,-,30.56,12.79,17.77,1.35,28.6,73.87
186,臺北市,2014/05/18,陽明,-,-,-,-,-,8,-,-,-,-,-,-
187,臺北市,2014/05/18,陽明,1.8,0.14,394.48,17.3,12,-,7.77,2.17,5.61,-,21.66,97.87
188,臺北市,2014/05/18,士林,-,-,-,-,-,16,-,-,-,-,-,-
189,臺北市,2014/05/18,士林,3.7,0.34,-,13.9,26,-,18.46,5.08,13.38,1.84,28.5,72.74
190,臺北市,2014/05/17,松山,-,-,-,-,-,26,-,-,-,-,-,-
191,臺北市,2014/05/17,松山,1.5,0.74,443.73,21.3,42,-,30.45,10.06,20.4,1.6,27.13,75.69
192,臺北市,2014/05/17,古亭,-,-,-,-,-,25,-,-,-,-,-,-
193,臺北市,2014/05/17,古亭,2,0.69,-,17.3,55,-,26.76,5.73,21.03,1.53,27.41,78.18
194,臺北市,2014/05/17,中山,-,-,-,-,-,26,-,-,-,-,-,-
195,臺北市,2014/05/17,中山,3.6,0.98,-,18.3,68,-,45.4,16.69,28.71,1.55,27.81,76.88
196,臺北市,2014/05/17,大同,-,-,-,-,-,23,-,-,-,-,-,-
197,臺北市,2014/05/17,大同,2.9,1.54,-,-,66,-,56.93,26.09,30.84,-,-,-
198,臺北市,2014/05/17,萬華,-,-,-,-,-,29,-,-,-,-,-,-
199,臺北市,2014/05/17,萬華,2.7,0.85,-,20.2,46,-,32.83,8.02,24.81,1.3,27.73,77.48
200,臺北市,2014/05/17,陽明,-,-,-,-,-,14,-,-,-,-,-,-
201,臺北市,2014/05/17,陽明,1.4,0.21,396.61,28.1,19,-,6.79,1.41,5.38,-,21.93,97.08
202,臺北市,2014/05/17,士林,-,-,-,-,-,27,-,-,-,-,-,-
203,臺北市,2014/05/17,士林,3.5,0.71,-,26.7,38,-,28.47,7.77,20.7,1.69,27.07,79.37
204,臺北市,2014/05/16,松山,-,-,-,-,-,46,-,-,-,-,-,-
205,臺北市,2014/05/16,松山,4.8,0.78,434.25,43.4,72,-,32.48,7.75,24.73,1.76,23.6,84.01
206,臺北市,2014/05/16,古亭,-,-,-,-,-,45,-,-,-,-,-,-
207,臺北市,2014/05/16,古亭,4.5,0.84,-,38.3,80,-,35.03,7.96,27.07,1.76,24.33,85.09
208,臺北市,2014/05/16,中山,-,-,-,-,-,42,-,-,-,-,-,-
209,臺北市,2014/05/16,中山,4.1,1.02,-,40.7,90,-,49.86,15.3,34.57,1.78,24.56,83.5
210,臺北市,2014/05/16,大同,-,-,-,-,-,39,-,-,-,-,-,-
211,臺北市,2014/05/16,大同,4.5,1.99,-,-,89,-,92.15,44.95,47.2,-,-,-
212,臺北市,2014/05/16,萬華,-,-,-,-,-,47,-,-,-,-,-,-
213,臺北市,2014/05/16,萬華,4.9,0.97,-,42.9,70,-,46.29,11.95,34.34,1.99,24.56,83.1
214,臺北市,2014/05/16,陽明,-,-,-,-,-,13,-,-,-,-,-,-
215,臺北市,2014/05/16,陽明,1.2,0.29,404.28,48.9,19,-,4.43,1.6,2.82,-,20.51,99
216,臺北市,2014/05/16,士林,-,-,-,-,-,44,-,-,-,-,-,-
217,臺北市,2014/05/16,士林,3.4,0.77,-,43.5,61,-,27.34,4.1,23.25,1.1,23.95,84.66
218,臺北市,2014/05/15,松山,-,-,-,-,-,16,-,-,-,-,-,-
219,臺北市,2014/05/15,松山,0.9,0.66,436.75,23.5,25,-,29.19,10.71,18.48,1.65,26.59,73.54
220,臺北市,2014/05/15,古亭,-,-,-,-,-,12,-,-,-,-,-,-
221,臺北市,2014/05/15,古亭,1.6,0.63,-,17.7,35,-,28.62,10.36,18.26,1.52,26.02,81.89
222,臺北市,2014/05/15,中山,-,-,-,-,-,14,-,-,-,-,-,-
223,臺北市,2014/05/15,中山,1.4,0.79,-,19.2,46,-,38.09,12.38,25.72,1.66,27.37,74.44
224,臺北市,2014/05/15,大同,-,-,-,-,-,12,-,-,-,-,-,-
225,臺北市,2014/05/15,大同,3.2,2.13,-,-,52,-,89.28,54.64,34.63,-,-,-
226,臺北市,2014/05/15,萬華,-,-,-,-,-,14,-,-,-,-,-,-
227,臺北市,2014/05/15,萬華,2.2,0.7,-,21.4,21,-,32.78,9.53,23.25,1.61,26.91,76.61
228,臺北市,2014/05/15,陽明,-,-,-,-,-,6,-,-,-,-,-,-
229,臺北市,2014/05/15,陽明,1.1,0.2,403.93,33.3,9,-,4.32,1.02,3.29,-,21.35,95.64
230,臺北市,2014/05/15,士林,-,-,-,-,-,14,-,-,-,-,-,-
231,臺北市,2014/05/15,士林,3.4,0.51,-,22.3,24,-,24.67,6.96,17.71,1.36,27.12,75.17
232,臺北市,2014/05/14,松山,-,-,-,-,-,14,-,-,-,-,-,-
233,臺北市,2014/05/14,松山,1.2,0.68,441.75,9.4,37,-,35.77,14.58,21.2,2.5,29.73,60.29
234,臺北市,2014/05/14,古亭,-,-,-,-,-,12,-,-,-,-,-,-
235,臺北市,2014/05/14,古亭,2.1,0.49,-,12.8,43,-,23.57,8.65,14.92,2.43,29.88,62.51
236,臺北市,2014/05/14,中山,-,-,-,-,-,14,-,-,-,-,-,-
237,臺北市,2014/05/14,中山,2.5,0.91,-,12.5,53,-,44.91,22.09,22.81,2.13,30.84,59.07
238,臺北市,2014/05/14,大同,-,-,-,-,-,10,-,-,-,-,-,-
239,臺北市,2014/05/14,大同,3.3,2.11,-,-,50,-,72.4,47.11,25.29,-,-,-
240,臺北市,2014/05/14,萬華,-,-,-,-,-,13,-,-,-,-,-,-
241,臺北市,2014/05/14,萬華,2.1,0.54,-,15.8,28,-,23.84,6.83,17.01,2.23,30.39,60.72
242,臺北市,2014/05/14,陽明,-,-,-,-,-,6,-,-,-,-,-,-
243,臺北市,2014/05/14,陽明,2,0.13,396.11,22.4,10,-,7.03,2.47,4.57,-,23.53,85.16
244,臺北市,2014/05/14,士林,-,-,-,-,-,12,-,-,-,-,-,-
245,臺北市,2014/05/14,士林,1.9,0.4,-,17.5,34,-,19.97,4.98,14.99,2.87,30.07,62.79
246,臺北市,2014/05/13,松山,-,-,-,-,-,25,-,-,-,-,-,-
247,臺北市,2014/05/13,松山,4.2,0.79,433.28,20.2,44,-,36.29,7.97,28.33,1.42,26.3,79.04
248,臺北市,2014/05/13,古亭,-,-,-,-,-,21,-,-,-,-,-,-
249,臺北市,2014/05/13,古亭,4.6,0.78,-,17.4,50,-,34.56,5.9,28.69,1.26,26.76,80.65
250,臺北市,2014/05/13,中山,-,-,-,-,-,24,-,-,-,-,-,-
251,臺北市,2014/05/13,中山,4.1,1.05,-,16.4,61,-,54.19,17.78,36.42,1.4,27,79.85
252,臺北市,2014/05/13,大同,-,-,-,-,-,16,-,-,-,-,-,-
253,臺北市,2014/05/13,大同,5.1,1.47,-,-,55,-,68.45,30.71,37.75,-,-,-
254,臺北市,2014/05/13,萬華,-,-,-,-,-,25,-,-,-,-,-,-
255,臺北市,2014/05/13,萬華,4.9,0.94,-,18.2,47,-,45.49,11.34,34.15,1.14,26.94,80.03
256,臺北市,2014/05/13,陽明,-,-,-,-,-,10,-,-,-,-,-,-
257,臺北市,2014/05/13,陽明,2,0.19,400.97,28.5,13,-,6.8,0.87,5.93,-,21.03,98.46
258,臺北市,2014/05/13,士林,-,-,-,-,-,19,-,-,-,-,-,-
259,臺北市,2014/05/13,士林,3,0.51,-,25.8,32,-,23.27,3.48,19.79,1.38,26.51,79.68
260,臺北市,2014/05/12,松山,-,-,-,-,-,19,-,-,-,-,-,-
261,臺北市,2014/05/12,松山,2.4,0.73,451.31,19.4,31,-,37.28,11.61,25.68,1.36,26.73,76.68
262,臺北市,2014/05/12,古亭,-,-,-,-,-,15,-,-,-,-,-,-
263,臺北市,2014/05/12,古亭,2.4,0.72,-,18.5,39,-,33.15,8.88,24.27,1.3,27.07,77.29
264,臺北市,2014/05/12,中山,-,-,-,-,-,23,-,-,-,-,-,-
265,臺北市,2014/05/12,中山,3.5,0.92,-,15.9,55,-,49.75,18.8,30.95,1.36,27.82,75.41
266,臺北市,2014/05/12,大同,-,-,-,-,-,14,-,-,-,-,-,-
267,臺北市,2014/05/12,大同,4.5,1.81,-,-,52,-,76.53,41.5,35.03,-,-,-
268,臺北市,2014/05/12,萬華,-,-,-,-,-,19,-,-,-,-,-,-
269,臺北市,2014/05/12,萬華,3.2,0.82,-,13.2,31,-,39.45,12,27.45,1.11,27.61,75.85
270,臺北市,2014/05/12,陽明,-,-,-,-,-,9,-,-,-,-,-,-
271,臺北市,2014/05/12,陽明,2,0.15,399.18,31.6,13,-,5.9,0.98,4.91,-,21.91,94.78
272,臺北市,2014/05/12,士林,-,-,-,-,-,14,-,-,-,-,-,-
