序號,縣市,監測日期,測站,二氧化硫
SO2
(ppb),一氧化碳
CO
(ppm),二氧化碳
CO2
(ppm),臭氧
O3
(ppb),"懸浮微粒
PM 10 
(μg/m 3 )","細懸浮微粒
PM 2.5 
(μg/m 3 )",氮氧化物
NOx
(ppb),一氧化氮
NO
(ppb),二氧化氮
NO2
(ppb),總碳氫化合物
THC
(ppm),非甲烷碳氫化合物
NMHC
(ppm),甲烷
CH4
(ppm),風速
WIND_SPEED
(m/sec),小時風速值
WS_HR
(m/sec),溫度
AMB_TEMP
(℃),降雨強度
RAIN_INT
(㎜),酸雨
PH_RAIN
(pH),相對濕度
RH
24,臺北市,2017/10/28,中山,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25,臺北市,2017/10/28,大同,2.3,1.1,-,-,65,22,54.28,23.02,31.26,2.336,0.286,2.05,-,-,-,-,-,-,-
26,臺北市,2017/10/28,萬華,1,0.78,-,28.5,48,22,45.41,15.64,29.77,-,-,-,0.78,0.37,23.3,-,-,68.77,-
27,臺北市,2017/10/28,陽明,1.6,0.17,415.05,61.7,12,7,2.09,0.22,1.97,-,-,-,6.74,-,15.27,0.63,3.65,99.5,232.6
28,臺北市,2017/10/28,士林,1,0.41,-,42.1,42,23,17.04,1.25,15.77,-,-,-,1.7,1.29,22.03,-,-,80.09,-
29,臺北市,2017/10/27,松山,1.9,0.45,431.07,32.5,24,16,29.38,7.56,21.82,2.061,0.209,1.853,1.48,1.12,22.83,-,-,67.81,-
30,臺北市,2017/10/27,古亭,1.8,0.57,-,25.9,31,16,29.39,6.57,22.81,2.154,0.178,1.975,1.51,1.16,22.74,-,-,73.25,-
31,臺北市,2017/10/27,中山,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
32,臺北市,2017/10/27,大同,4,1.7,-,-,56,18,86.85,47.01,39.84,2.597,0.523,2.074,-,-,-,-,-,-,-
33,臺北市,2017/10/27,萬華,2.8,0.98,-,17.8,40,17,54.73,19.33,35.4,-,-,-,0.7,0.4,23.99,-,-,66.77,-
34,臺北市,2017/10/27,陽明,1.1,0.13,409.99,56.1,16,10,1.42,0.25,1.08,-,-,-,5.36,-,15.9,0,0,95.97,0
35,臺北市,2017/10/27,士林,1.8,0.54,-,30.4,39,21,25.93,3.37,22.55,-,-,-,1.13,0.71,23.19,-,-,73.22,-
36,臺北市,2017/10/26,松山,3.5,0.36,422.92,36.5,30,14,22.37,3.5,18.88,1.93,0.12,1.811,1.73,1.41,22.7,-,-,62.96,-
37,臺北市,2017/10/26,古亭,2.2,0.4,-,36.1,30,11,25.91,7,18.91,2.091,0.118,1.973,1.97,1.75,23.16,-,-,67.09,-
38,臺北市,2017/10/26,中山,1.1,0.66,-,23.3,49,15,38.13,7.33,30.79,2.148,0.205,1.942,0.66,0.24,24.03,-,-,67.57,-
39,臺北市,2017/10/26,大同,2.8,0.89,-,-,48,11,60.98,26.93,34.05,2.244,0.281,1.963,-,-,-,-,-,-,-
40,臺北市,2017/10/26,萬華,1.8,0.73,-,25.6,31,13,45.12,16.35,28.77,-,-,-,1.04,0.44,24.09,-,-,62.22,-
41,臺北市,2017/10/26,陽明,1.6,0.13,410.83,53.2,18,10,1.55,0.32,1.24,-,-,-,2.43,-,13.91,0,0,87.87,0
42,臺北市,2017/10/26,士林,1.3,0.25,-,50.5,33,13,11.67,2.52,9.18,-,-,-,2.34,2.21,23.65,-,-,65.49,-
43,臺北市,2017/10/25,松山,2.1,0.35,419.53,39.8,28,16,21.65,3.5,18.15,1.884,0.093,1.791,1.99,1.49,22.64,-,-,63.93,-
44,臺北市,2017/10/25,古亭,2.5,0.35,-,43,31,13,19.07,2.52,16.54,2.038,0.093,1.945,2.56,2.25,23.08,-,-,67.35,-
45,臺北市,2017/10/25,中山,2.2,0.61,-,29.8,50,14,33.3,6.17,27.12,2.088,0.177,1.911,0.77,0.35,23.96,-,-,68.24,-
46,臺北市,2017/10/25,大同,2.1,0.9,-,-,54,15,59.07,26.53,32.54,2.184,0.268,1.916,-,-,-,-,-,-,-
47,臺北市,2017/10/25,萬華,3.2,0.74,-,30,39,17,49.22,19.24,29.99,-,-,-,1.15,0.57,24.14,-,-,62.03,-
48,臺北市,2017/10/25,陽明,1.5,0.16,410.22,53.4,19,10,1.3,0.25,1.07,-,-,-,1.76,-,14.15,0.88,3.95,92.96,156.93
49,臺北市,2017/10/25,士林,0.7,0.24,-,55.2,34,12,7.92,1.48,6.45,-,-,-,2.58,2.18,23.78,-,-,65.6,-
50,臺北市,2017/10/24,松山,2.1,0.41,424.8,36.1,36,19,25.95,4.79,21.16,1.966,0.121,1.845,1.55,1.15,21.65,-,-,73.01,-
51,臺北市,2017/10/24,古亭,2.4,0.49,-,34.2,38,20,26.47,5.64,20.83,2.132,0.131,2.001,1.98,1.76,21.75,-,-,78.42,-
52,臺北市,2017/10/24,中山,2,0.67,-,25.9,53,17,35.22,6.7,28.52,2.161,0.201,1.96,0.67,0.26,22.71,-,-,78.67,-
53,臺北市,2017/10/24,大同,1.9,1.36,-,-,68,17,74.39,38.09,36.31,2.4,0.407,1.993,-,-,-,-,-,-,-
54,臺北市,2017/10/24,萬華,2.2,0.88,-,24,-,18,48.64,19.38,29.26,-,-,-,0.96,0.46,23.01,-,-,71.76,-
55,臺北市,2017/10/24,陽明,1.5,0.16,412.48,53.9,24,14,1.39,0.26,1.05,-,-,-,1.82,-,15.43,0.88,3.96,94.39,153.25
56,臺北市,2017/10/24,士林,1.6,0.41,-,41.5,43,17,20.11,4.99,15.12,-,-,-,1.94,1.52,22.04,-,-,77.33,-
57,臺北市,2017/10/23,松山,1.9,0.7,446.6,29.6,50,31,37.46,9.05,28.41,2.201,0.213,1.988,1.42,1.01,21.48,-,-,65.6,-
58,臺北市,2017/10/23,古亭,2.2,0.74,-,29.8,55,31,33.85,7.22,26.62,2.294,0.207,2.087,1.51,1.16,21.66,-,-,70.73,-
59,臺北市,2017/10/23,中山,2.2,0.84,-,27,68,29,39.96,10.15,29.81,2.26,0.242,2.018,0.63,0.23,22.68,-,-,69.58,-
60,臺北市,2017/10/23,大同,3.5,1.46,-,-,76,37,82.99,40.42,42.57,2.488,0.42,2.069,-,-,-,-,-,-,-
61,臺北市,2017/10/23,萬華,3.6,0.91,-,26.7,-,29,46.77,14.79,31.98,-,-,-,1.02,0.39,23.07,-,-,62.86,-
62,臺北市,2017/10/23,陽明,1.4,0.32,422.25,59.6,42,33,2.09,0.25,1.78,-,-,-,3.13,-,14.86,0.5,4.1,91.14,242.3
63,臺北市,2017/10/23,士林,1.2,0.63,-,37.9,59,27,26.57,8.94,17.63,-,-,-,1.76,1.25,21.96,-,-,71.14,-
64,臺北市,2017/10/22,松山,0.9,0.43,427.56,53.6,36,25,14.9,2.58,12.32,1.929,0.078,1.851,1.91,1.43,21.69,-,-,54.05,-
65,臺北市,2017/10/22,古亭,1.5,0.42,-,54.8,43,23,12.73,1.35,11.38,2.104,0.094,2.01,2.41,2.23,21.88,-,-,59.08,-
66,臺北市,2017/10/22,中山,1.5,0.64,-,46.5,55,23,25.93,5.46,20.47,2.083,0.131,1.952,0.83,0.29,22.33,-,-,61.41,-
67,臺北市,2017/10/22,大同,5,0.97,-,-,66,31,47.76,18.5,29.26,2.347,0.214,2.133,-,-,-,-,-,-,-
68,臺北市,2017/10/22,萬華,1.6,0.85,-,35.3,52,25,42.56,13.35,29.21,-,-,-,0.96,0.5,22.98,-,-,53.8,-
69,臺北市,2017/10/22,陽明,2.2,0.31,418.67,62.1,30,23,2.13,0.25,1.86,-,-,-,6.59,-,13.5,0,0,89.13,0
70,臺北市,2017/10/22,士林,0.9,0.46,-,53.9,44,24,11.19,1.15,10.1,-,-,-,1.93,1.73,21.68,-,-,63.38,-
71,臺北市,2017/10/21,松山,1.5,0.34,418.8,45.1,27,15,15.83,2.98,12.85,1.893,0.077,1.816,1.69,1,22.17,-,-,69.23,-
72,臺北市,2017/10/21,古亭,1,0.39,-,41.6,30,15,18.74,2.05,16.68,2.14,0.121,2.019,1.83,1.53,22.19,-,-,76.08,-
73,臺北市,2017/10/21,中山,1.4,0.68,-,30.4,42,16,36.1,9.15,26.95,2.112,0.164,1.948,0.68,0.28,22.42,-,-,79.17,-
74,臺北市,2017/10/21,大同,6,0.81,-,-,52,15,46.08,13.78,32.3,2.295,0.204,2.091,-,-,-,-,-,-,-
75,臺北市,2017/10/21,萬華,1.7,0.94,-,22.5,41,15,62.55,25.16,37.39,-,-,-,0.85,0.43,23.23,-,-,71.82,-
76,臺北市,2017/10/21,陽明,1.7,0.16,412,55.1,11,6,1.89,0.29,1.53,-,-,-,9.25,-,15.08,2.5,3.94,96.79,144.04
77,臺北市,2017/10/21,士林,0.6,0.22,-,52.2,42,13,7.29,0.4,6.86,-,-,-,2.44,1.9,22.58,-,-,73.48,-
78,臺北市,2017/10/20,松山,2.3,0.36,415.91,29.4,13,9,23.63,4.66,18.98,1.854,0.087,1.768,1.66,1.21,22.6,-,-,85.85,-
79,臺北市,2017/10/20,古亭,2,0.44,-,27.6,15,12,26.26,5.48,20.78,2.067,0.13,1.938,1.93,1.7,23.03,-,-,89.54,-
80,臺北市,2017/10/20,中山,1.1,0.73,-,19.7,27,12,35.18,8.49,26.7,2.108,0.205,1.903,0.68,0.32,23.77,-,-,89.48,-
81,臺北市,2017/10/20,大同,6.2,1.76,-,-,36,12,97.02,60.9,36.13,2.455,0.51,1.945,-,-,-,-,-,-,-
82,臺北市,2017/10/20,萬華,2.4,0.87,-,17.5,22,9,47.52,19.17,28.34,-,-,-,0.85,0.38,24.14,-,-,85.7,-
83,臺北市,2017/10/20,陽明,1.4,0.13,408.66,46.5,5,2,1.46,0.38,0.99,-,-,-,5.76,-,17.51,4.38,4.62,99.23,47.48
84,臺北市,2017/10/20,士林,1.8,0.34,-,31.5,15,7,15.48,2.15,13.33,-,-,-,1.72,1.18,23.94,-,-,83.75,-
85,臺北市,2017/10/19,松山,2.3,0.26,413.87,27.2,17,10,19.84,4.21,15.63,1.846,0.083,1.763,1.78,1.32,23.67,-,-,88.14,-
86,臺北市,2017/10/19,古亭,1.7,0.36,-,27.5,17,12,21.39,3.32,18.08,2.003,0.093,1.91,2.07,1.85,24.23,-,-,90.04,-
87,臺北市,2017/10/19,中山,2.8,0.62,-,16.1,22,11,35.89,10.86,25.03,2.072,0.186,1.886,0.64,0.24,24.72,-,-,92.6,-
88,臺北市,2017/10/19,大同,2,1.18,-,-,37,10,69.49,39.6,29.88,2.273,0.364,1.909,-,-,-,-,-,-,-
89,臺北市,2017/10/19,萬華,1.9,0.82,-,17.5,25,8,51.74,24.96,26.79,-,-,-,0.95,0.45,25.32,-,-,86.14,-
90,臺北市,2017/10/19,陽明,1.7,0.11,406.84,41.2,5,2,1.09,0.25,0.86,-,-,-,4.19,-,18.93,4.67,4.55,99.31,46.6
91,臺北市,2017/10/19,士林,2.2,0.32,-,28.6,24,9,18.11,3.67,14.43,-,-,-,1.82,1.31,24.86,-,-,86.12,-
92,臺北市,2017/10/18,松山,1.8,0.27,412.03,28.1,14,8,17.84,3.61,14.23,1.817,0.072,1.745,1.78,1.39,25.02,-,-,85.07,-
93,臺北市,2017/10/18,古亭,1.5,0.36,-,26.3,17,11,20.33,3.49,16.83,1.947,0.092,1.855,1.98,1.72,25.43,-,-,87.78,-
94,臺北市,2017/10/18,中山,1.3,0.66,-,15.3,19,8,35.45,11.03,24.42,2.072,0.19,1.882,0.65,0.26,26.03,-,-,89.28,-
95,臺北市,2017/10/18,大同,2.2,1.08,-,-,33,9,61.08,33.54,27.54,2.331,0.334,1.997,-,-,-,-,-,-,-
96,臺北市,2017/10/18,萬華,2.5,0.83,-,14.3,22,5,49.81,22.46,27.35,-,-,-,0.84,0.38,26.52,-,-,84.51,-
97,臺北市,2017/10/18,陽明,1.2,0.11,405.23,40,5,2,1.54,0.42,1.04,-,-,-,3.5,-,19.78,2.66,4.59,98.77,47.32
98,臺北市,2017/10/18,士林,1.8,0.27,-,29.4,16,7,12.57,1.84,10.69,-,-,-,1.73,1.31,25.77,-,-,86.57,-
99,臺北市,2017/10/17,松山,1.6,0.27,410.6,27.4,12,8,14.92,3.36,11.57,1.797,0.065,1.732,2.39,1.96,25.87,-,-,84.65,-
100,臺北市,2017/10/17,古亭,1.8,0.28,-,26,11,7,17.9,3.87,14.03,1.892,0.066,1.827,2.83,2.53,26.43,-,-,85.99,-
101,臺北市,2017/10/17,中山,1.3,0.51,-,17.7,20,7,24.5,6.51,18.03,1.992,0.146,1.846,0.77,0.32,27.22,-,-,87.12,-
102,臺北市,2017/10/17,大同,1.6,1.07,-,-,28,6,54.83,31.93,22.9,2.193,0.313,1.879,-,-,-,-,-,-,-
103,臺北市,2017/10/17,萬華,2.3,0.69,-,17.1,23,5,39.31,18.27,21.04,-,-,-,1.2,0.56,27.5,-,-,82.37,-
104,臺北市,2017/10/17,陽明,1.3,0.05,404.55,34.3,5,2,1.19,0.3,0.82,-,-,-,1.74,-,20.52,2.85,4.61,98.27,33.62
105,臺北市,2017/10/17,士林,0.6,0.28,-,29,16,6,11.5,2.58,8.91,-,-,-,2.5,1.78,26.56,-,-,86.13,-
106,臺北市,2017/10/16,松山,1.5,0.51,436.65,9.8,16,8,27.98,14.01,13.97,2.051,0.198,1.853,1.57,1.2,28.28,-,-,76.76,-
107,臺北市,2017/10/16,古亭,1.5,0.51,-,23.4,21,12,25.04,8.69,16.35,2.104,0.183,1.921,1.98,1.53,28.41,-,-,80.4,-
108,臺北市,2017/10/16,中山,2.1,1.04,-,9.6,30,8,50.2,26.68,23.52,2.446,0.352,2.094,0.76,0.36,28.56,-,-,84.99,-
109,臺北市,2017/10/16,大同,3.4,1.6,-,-,46,17,69.94,42.37,27.57,2.78,0.529,2.251,-,-,-,-,-,-,-
110,臺北市,2017/10/16,萬華,3.4,0.98,-,15.7,29,12,47.15,24.9,22.25,-,-,-,0.96,0.41,29.33,-,-,79.31,-
111,臺北市,2017/10/16,陽明,1.7,0.06,403.63,17.9,6,3,3.38,1.11,2.27,-,-,-,3.47,-,22.84,5.8,4.65,93.91,14.88
112,臺北市,2017/10/16,士林,2.1,0.56,-,18.4,25,11,28.74,17.27,11.47,-,-,-,1.9,1.5,28.95,-,-,81.02,-
113,臺北市,2017/10/15,松山,1.8,0.67,440.69,6.9,10,8,41.41,24.08,17.33,2.064,0.223,1.84,1.25,0.86,26.16,-,-,89.35,-
114,臺北市,2017/10/15,古亭,2.8,0.61,-,7.3,11,10,34.53,17.85,16.7,2.16,0.235,1.924,1.37,1.25,26.55,-,-,91.48,-
115,臺北市,2017/10/15,中山,2.2,0.88,-,4.8,16,8,53.4,33.78,19.62,2.306,0.304,2.002,0.6,0.34,26.38,-,-,98.83,-
116,臺北市,2017/10/15,大同,3,1.35,-,-,30,10,84.33,63.03,21.3,2.502,0.439,2.063,-,-,-,-,-,-,-
117,臺北市,2017/10/15,萬華,4.4,0.91,-,4.9,16,7,51.84,32.57,19.27,-,-,-,0.73,0.44,27.21,-,-,91.28,-
118,臺北市,2017/10/15,陽明,1.1,0.06,404.35,16.8,5,-,1.7,0.66,1.01,-,-,-,5.37,-,21.73,1.69,5.42,98.69,2
119,臺北市,2017/10/15,士林,1.4,0.41,-,11.1,14,8,21.52,9.25,12.28,-,-,-,2.08,1.83,27.36,-,-,87.59,-
120,臺北市,2017/10/14,松山,2.2,0.14,411.63,7.4,10,8,39.17,19.1,20.08,1.759,0.063,1.696,2.36,2.02,26.03,-,-,89.64,-
121,臺北市,2017/10/14,古亭,1.3,0.2,-,14.6,7,6,14.86,3.95,10.91,1.798,0.04,1.758,3.1,2.87,26.43,-,-,91.49,-
122,臺北市,2017/10/14,中山,1.3,0.36,-,8.7,7,8,23.48,9.86,13.62,1.937,0.116,1.821,0.83,0.42,26.38,-,-,98.45,-
123,臺北市,2017/10/14,大同,2.1,0.41,-,-,24,3,31.02,17.34,13.68,1.917,0.126,1.791,-,-,-,-,-,-,-
124,臺北市,2017/10/14,萬華,2.6,0.39,-,11,13,5,30.68,16.31,14.37,-,-,-,1.53,0.7,27.34,-,-,90.1,-
125,臺北市,2017/10/14,陽明,2.7,0.05,403.2,20.9,5,-,2.42,0.71,1.68,-,-,-,4.9,-,21.81,8.7,5.16,98.65,3.71
126,臺北市,2017/10/14,士林,3,0.06,-,19.8,10,6,6,1.59,4.41,-,-,-,3.61,2.99,27.85,-,-,83.63,-
127,臺北市,2017/10/13,松山,2.2,0.2,412.31,26.1,18,9,23.85,7.02,16.81,1.78,0.043,1.738,3.43,2.88,24.65,-,-,87.76,-
128,臺北市,2017/10/13,古亭,2.6,0.29,-,28.8,14,10,17.14,2.94,14.21,1.85,0.039,1.812,3.45,3,24.77,-,-,92.6,-
129,臺北市,2017/10/13,中山,1.4,0.41,-,23.8,25,9,21.21,5.93,15.28,1.966,0.131,1.835,1,0.36,25.56,-,-,92.96,-
130,臺北市,2017/10/13,大同,1.3,0.57,-,-,38,5,35.36,18.27,17.09,1.97,0.142,1.828,-,-,-,-,-,-,-
131,臺北市,2017/10/13,萬華,1.8,0.47,-,24.9,24,6,30.02,12.8,17.22,-,-,-,1.79,0.88,25.89,-,-,87.77,-
132,臺北市,2017/10/13,陽明,1.3,0.12,406.45,38,5,2,1.37,0.79,0.54,-,-,-,3.8,-,19.97,14.8,4.64,98.87,38.61
133,臺北市,2017/10/13,士林,0.8,0.15,-,41,14,8,3.07,0.5,2.59,-,-,-,6.01,5.02,26.73,-,-,80.29,-
134,臺北市,2017/10/12,松山,3.4,0.2,409.63,16.9,15,8,19.04,5.88,13.16,1.783,0.059,1.723,2.33,1.69,25.39,-,-,88.89,-
135,臺北市,2017/10/12,古亭,3.1,0.24,-,17.1,10,9,18.26,5.36,12.89,1.863,0.058,1.806,2.78,2.31,25.94,-,-,89.78,-
136,臺北市,2017/10/12,中山,1.3,0.48,-,10.9,20,8,28.77,11.2,17.58,1.997,0.146,1.852,0.82,0.39,25.99,-,-,96.02,-
137,臺北市,2017/10/12,大同,2.5,1.07,-,-,36,-,61.78,41.4,20.38,2.178,0.335,1.842,-,-,-,-,-,-,-
138,臺北市,2017/10/12,萬華,4.1,0.58,-,11.3,20,7,41.51,22.25,19.26,-,-,-,1.34,0.61,26.58,-,-,89.35,-
139,臺北市,2017/10/12,陽明,1.6,0.06,404.47,26.4,6,3,1.11,0.79,0.5,-,-,-,3.04,-,20.4,2.81,4.6,97.86,29.58
140,臺北市,2017/10/12,士林,0.9,0.18,-,24.5,21,8,9,2.96,6.04,-,-,-,3.13,2.23,27.46,-,-,79.23,-
141,臺北市,2017/10/11,松山,2.4,0.21,407.11,14.1,18,7,16.14,5.97,10.18,1.802,0.075,1.727,2.35,1.83,28.16,-,-,77.78,-
142,臺北市,2017/10/11,古亭,1.2,0.24,-,16,16,8,12.41,4.88,7.53,1.861,0.046,1.816,3.3,2.85,29.1,-,-,75.84,-
143,臺北市,2017/10/11,中山,3.1,0.46,-,8.4,27,10,28.72,13.57,15.15,2.169,0.333,1.836,1.02,0.57,29.27,-,-,81.78,-
144,臺北市,2017/10/11,大同,3.8,0.69,-,-,36,-,41.53,26.58,14.96,2.029,0.211,1.818,-,-,-,-,-,-,-
145,臺北市,2017/10/11,萬華,3,0.55,-,10.4,23,7,35.35,20.83,14.52,-,-,-,1.66,0.92,29.78,-,-,75.32,-
146,臺北市,2017/10/11,陽明,2.6,0.05,404.66,20.5,6,2,1.94,0.36,1.55,-,-,-,3.8,-,21.56,4.5,4.66,97.97,20.73
147,臺北市,2017/10/11,士林,3.7,0.1,-,18.9,28,8,8.77,2.93,5.84,-,-,-,3.61,3.07,29.69,-,-,75.06,-
148,臺北市,2017/10/10,松山,2,0.16,405.55,13,19,7,11.96,4.72,7.24,1.78,0.059,1.722,2.11,1.63,29.42,-,-,72.57,-
149,臺北市,2017/10/10,古亭,1.3,0.13,-,16.3,12,7,7.3,2.18,5.11,1.809,0.05,1.759,3.43,3.02,30.27,-,-,70.63,-
150,臺北市,2017/10/10,中山,1.7,0.38,-,8.8,50,9,18.15,6.98,11.18,1.943,0.117,1.825,1.1,0.64,30.39,-,-,76.8,-
151,臺北市,2017/10/10,大同,1.3,0.54,-,-,33,5,33.56,21.44,12.13,1.983,0.158,1.825,-,-,-,-,-,-,-
152,臺北市,2017/10/10,萬華,1.6,0.42,-,10.9,20,7,24.55,14.12,10.42,-,-,-,1.6,0.72,30.98,-,-,69.86,-
153,臺北市,2017/10/10,陽明,3.5,0.05,406.09,14.8,7,4,3.98,0.48,3.5,-,-,-,4.63,-,22.34,1.3,4.38,97.66,31.88
154,臺北市,2017/10/10,士林,1.7,0.1,-,18.2,17,9,4.26,1.35,2.9,-,-,-,3.99,3.64,30.71,-,-,73.48,-
155,臺北市,2017/10/09,松山,1.8,0.23,404.9,12.8,19,9,11.58,4.66,6.92,1.762,0.054,1.708,2.14,1.6,29.59,-,-,70.98,-
156,臺北市,2017/10/09,古亭,1.5,0.13,-,15.4,14,10,7.44,2.37,5.07,1.818,0.044,1.774,3.6,3.26,30.53,-,-,68.31,-
157,臺北市,2017/10/09,中山,1.2,0.37,-,8.7,26,6,17.86,8.02,9.84,1.939,0.092,1.847,1.25,0.77,30.45,-,-,75.57,-
158,臺北市,2017/10/09,大同,1.6,0.59,-,-,35,5,34.94,23.33,11.6,1.997,0.172,1.824,-,-,-,-,-,-,-
159,臺北市,2017/10/09,萬華,1.6,0.39,-,10.4,21,6,23.98,13.81,10.17,-,-,-,1.67,0.73,31.05,-,-,69.05,-
160,臺北市,2017/10/09,陽明,2.5,0.05,404.57,15.4,8,4,2.54,0.36,2.16,-,-,-,-,-,22.75,0.5,4.27,94.39,49.3
161,臺北市,2017/10/09,士林,2,0.09,-,17.8,19,7,3.46,1.34,2.12,-,-,-,4.39,4.03,31.06,-,-,71.41,-
162,臺北市,2017/10/08,松山,1.5,0.27,409.63,25.6,18,9,12.2,2.85,9.35,1.795,0.036,1.759,2.54,2.07,27.04,-,-,85.46,-
163,臺北市,2017/10/08,古亭,1.8,0.27,-,26.8,18,10,11.01,2.42,8.59,1.909,0.05,1.859,3.34,3.04,28.29,-,-,82.19,-
164,臺北市,2017/10/08,中山,4.7,0.4,-,16.9,26,11,21.34,5.54,15.79,1.954,0.093,1.861,0.93,0.45,28.03,-,-,89.1,-
165,臺北市,2017/10/08,大同,4.3,0.41,-,-,39,9,25.05,10.65,14.43,1.973,0.116,1.857,-,-,-,-,-,-,-
166,臺北市,2017/10/08,萬華,2.1,0.43,-,21.4,30,8,23.43,9.9,13.53,-,-,-,1.8,0.98,28.8,-,-,82.4,-
167,臺北市,2017/10/08,陽明,0.9,0.12,409.37,32.3,5,2,1.9,0.32,1.54,-,-,-,4.64,-,21.82,4.86,4.41,99.09,38.73
168,臺北市,2017/10/08,士林,1.7,0.16,-,31.1,22,12,3.71,1,2.71,-,-,-,3.34,2.93,29.01,-,-,79.02,-
169,臺北市,2017/10/07,松山,2.9,0.3,412.34,28.1,22,14,16.11,2.63,13.48,1.847,0.062,1.785,2.28,1.78,26.37,-,-,85.31,-
170,臺北市,2017/10/07,古亭,2.2,0.3,-,30.7,22,12,14.71,2.12,12.59,1.963,0.066,1.897,3.03,2.65,27.21,-,-,84.38,-
171,臺北市,2017/10/07,中山,3.5,0.45,-,20,40,13,24.64,5.24,19.4,2.001,0.109,1.892,0.96,0.5,27.39,-,-,88.73,-
