序號,縣市,監測日期,測站,二氧化硫
SO2
(ppb),一氧化碳
CO
(ppm),二氧化碳
CO2
(ppm),臭氧
O3
(ppb),"懸浮微粒
PM 10 
(μg/m 3 )","細懸浮微粒
PM 2.5 
(μg/m 3 )",氮氧化物
NOx
(ppb),一氧化氮
NO
(ppb),二氧化氮
NO2
(ppb),總碳氫化合物
THC
(ppm),非甲烷碳氫化合物
NMHC
(ppm),甲烷
CH4
(ppm),風速
WIND_SPEED
(m/sec),小時風速值
WS_HR
(m/sec),溫度
AMB_TEMP
(℃),降雨強度
RAIN_INT
(㎜),酸雨
PH_RAIN
(pH),相對濕度
RH
24,臺北市,2016/10/28,中山,5.8,0.81,-,24.9,66,45,39.83,10.26,29.56,2.208,0.25,1.958,1.72,1.18,28.59,-,-,79.94,-
25,臺北市,2016/10/28,大同,6.6,1.2,-,-,70,40,53.89,23.38,30.51,2.486,0.379,2.107,-,-,-,-,-,-,-
26,臺北市,2016/10/28,萬華,5.3,0.69,-,25,58,42,34.75,6.29,28.46,-,-,-,1.83,1.34,28.98,-,-,77.18,-
27,臺北市,2016/10/28,陽明,3.4,0.24,419.79,43,26,22,4.56,0.51,4.02,-,-,-,-,-,21.82,2,4.31,92,42.78
28,臺北市,2016/10/28,士林,4.5,0.48,-,30,60,36,20.47,3.62,16.84,-,-,-,1.75,1.51,27.71,-,-,78.59,-
29,臺北市,2016/10/27,松山,2.4,0.64,449.48,32.6,60,34,32.78,9.54,23.24,2.065,0.231,1.834,1.48,1.15,27.85,-,-,77.38,-
30,臺北市,2016/10/27,古亭,3.3,0.65,-,33.6,57,33,27.89,4.84,23.05,2.118,0.225,1.893,1.63,1.32,27.99,-,-,75.44,-
31,臺北市,2016/10/27,中山,3.8,0.87,-,27.7,75,41,39.92,8.17,31.74,2.217,0.285,1.932,1.57,0.92,28.79,-,-,78.32,-
32,臺北市,2016/10/27,大同,3.8,1.51,-,-,73,38,54.21,22.4,31.81,2.597,0.469,2.128,-,-,-,-,-,-,-
33,臺北市,2016/10/27,萬華,3.2,0.82,-,30.5,71,45,33.08,4.65,28.43,-,-,-,1.4,1.03,29.03,-,-,75.56,-
34,臺北市,2016/10/27,陽明,2.9,0.3,422.87,59.1,34,32,5.5,0.56,4.88,-,-,-,-,-,22.83,0,0,84.14,0
35,臺北市,2016/10/27,士林,3.6,0.58,-,34.2,61,41,23.75,3.87,19.91,-,-,-,1.36,1.32,27.66,-,-,79.31,-
36,臺北市,2016/10/26,松山,4.6,-,-,58.8,67,-,-,-,-,-,-,-,1.64,1.26,29.43,-,-,68.74,-
37,臺北市,2016/10/26,古亭,4.5,0.7,-,44.5,61,35,27.72,3.71,24.02,2.164,0.233,1.931,1.51,1.27,29,-,-,71.98,-
38,臺北市,2016/10/26,中山,5.3,0.86,-,38.1,72,40,45.8,8.38,37.41,2.227,0.29,1.937,1.73,1.23,29.54,-,-,74.95,-
39,臺北市,2016/10/26,大同,5.6,1.57,-,-,74,41,56.4,18.45,37.94,2.591,0.484,2.108,-,-,-,-,-,-,-
40,臺北市,2016/10/26,萬華,5.7,0.86,-,38.6,68,42,35.44,4,31.44,-,-,-,1.26,0.91,29.94,-,-,72.7,-
41,臺北市,2016/10/26,陽明,3.1,0.3,425.12,59.4,30,28,5.56,0.92,4.6,-,-,-,-,-,22.54,0,0,88.14,0
42,臺北市,2016/10/26,士林,4.4,0.6,-,47.9,61,34,23.87,2.42,21.49,-,-,-,1.55,1.33,28.77,-,-,74.81,-
43,臺北市,2016/10/25,松山,5.6,0.45,431.12,41,39,17,26.35,4.38,21.97,1.945,0.153,1.792,1.39,0.99,28.02,-,-,71.12,-
44,臺北市,2016/10/25,古亭,4.4,0.53,-,44.4,42,22,25.71,3.27,22.44,2.052,0.161,1.891,1.53,1.13,28.48,-,-,70.33,-
45,臺北市,2016/10/25,中山,3.7,0.7,-,37,51,24,42.2,9.71,32.49,2.112,0.215,1.898,1.76,1.14,29.15,-,-,72.89,-
46,臺北市,2016/10/25,大同,5.4,1.41,-,-,56,19,62.18,25.8,36.38,2.534,0.426,2.108,-,-,-,-,-,-,-
47,臺北市,2016/10/25,萬華,4.4,0.64,-,39.3,44,22,30.83,3.72,27.11,-,-,-,1.53,1.18,29.38,-,-,71.06,-
48,臺北市,2016/10/25,陽明,4.3,0.28,423.04,51.5,27,24,7.54,1.26,6.28,-,-,-,-,-,22.27,0,0,88.02,0
49,臺北市,2016/10/25,士林,4.3,0.47,-,44.4,43,19,19.43,1.75,17.7,-,-,-,1.48,1.34,28.36,-,-,72.53,-
50,臺北市,2016/10/24,松山,3.9,0.31,414.01,23.6,31,7,20.12,4.54,15.58,1.817,0.091,1.726,2.14,1.65,26.38,-,-,76.36,-
51,臺北市,2016/10/24,古亭,2.5,0.32,-,25.8,29,11,18.77,4.44,14.34,1.884,0.078,1.806,2.89,2.69,26.71,-,-,75.55,-
52,臺北市,2016/10/24,中山,3.2,0.47,-,21.9,31,8,24.3,7.32,16.99,1.945,0.152,1.793,2.6,2.31,27.35,-,-,77.98,-
53,臺北市,2016/10/24,大同,3.5,0.93,-,-,42,8,52.71,29.38,23.32,2.213,0.291,1.923,-,-,-,-,-,-,-
54,臺北市,2016/10/24,萬華,3.7,0.33,-,22.7,32,12,22.59,4.53,18.05,-,-,-,3.03,2.71,27.57,-,-,75.71,-
55,臺北市,2016/10/24,陽明,4,0.12,411.05,32.3,9,5,5.55,1.09,4.44,-,-,-,-,-,19.56,0.5,4.52,98,45.35
56,臺北市,2016/10/24,士林,4.4,0.19,-,33,22,9,10.78,2.29,8.49,-,-,-,2.84,2.67,26.96,-,-,73.27,-
57,臺北市,2016/10/23,松山,2.2,0.43,432.29,21.2,33,18,20.03,6.35,13.69,1.912,0.129,1.783,2.1,1.59,27.69,-,-,76.7,-
58,臺北市,2016/10/23,古亭,2,0.39,-,22.5,32,17,16.44,4.09,12.35,1.958,0.107,1.851,2.17,1.77,27.83,-,-,76.65,-
59,臺北市,2016/10/23,中山,1.9,0.6,-,17.2,32,16,34.37,15.62,18.75,2.064,0.178,1.886,2.02,1.42,28.48,-,-,79.97,-
60,臺北市,2016/10/23,大同,3.9,1.1,-,-,44,16,47.38,25.19,22.19,2.372,0.318,2.055,-,-,-,-,-,-,-
61,臺北市,2016/10/23,萬華,2.1,0.48,-,18.4,33,16,21.86,5.33,16.52,-,-,-,1.88,1.4,28.86,-,-,77.14,-
62,臺北市,2016/10/23,陽明,1.6,0.17,414.08,27.2,12,10,3.76,0.96,2.77,-,-,-,-,-,20.9,0,0,95.52,0
63,臺北市,2016/10/23,士林,2.4,0.33,-,22.9,25,13,16.45,4.93,11.52,-,-,-,2.35,2.03,27.86,-,-,77.54,-
64,臺北市,2016/10/22,松山,5.5,0.58,446.21,21.1,41,20,31.62,8.97,22.64,2.057,0.234,1.823,1.12,0.82,28.4,-,-,77.59,-
65,臺北市,2016/10/22,古亭,4.3,0.6,-,22.7,40,20,30.23,6.9,23.33,2.085,0.201,1.884,1.24,1,28.56,-,-,77.71,-
66,臺北市,2016/10/22,中山,6.2,0.78,-,16.7,43,21,54.65,21.21,33.45,2.199,0.284,1.915,1.43,0.78,29.32,-,-,80.63,-
67,臺北市,2016/10/22,大同,7.2,1.34,-,-,53,21,71.18,38.02,33.16,2.576,0.454,2.122,-,-,-,-,-,-,-
68,臺北市,2016/10/22,萬華,4,0.68,-,17.7,40,20,37.46,9.04,28.42,-,-,-,1.12,0.76,29.69,-,-,78,-
69,臺北市,2016/10/22,陽明,1.2,0.18,413.98,30.8,14,11,4.73,0.96,3.75,-,-,-,-,-,22.34,1.25,4.88,91.72,29.85
70,臺北市,2016/10/22,士林,7.7,0.54,-,19.6,38,20,33.44,9.76,23.68,-,-,-,1.47,1.25,28.56,-,-,79.67,-
71,臺北市,2016/10/21,松山,2,0.33,411.29,16.6,16,7,17.81,7.23,10.56,1.771,0.098,1.675,1.63,1.06,30.32,-,-,66.62,-
72,臺北市,2016/10/21,古亭,1.7,0.44,-,19.1,20,8,21.71,7.41,14.3,1.92,0.122,1.799,1.78,1.48,30.48,-,-,66.97,-
73,臺北市,2016/10/21,中山,2.1,0.65,-,15,28,11,34.2,13.73,20.47,2.016,0.22,1.796,2.19,1.69,31.11,-,-,70.26,-
74,臺北市,2016/10/21,大同,3.4,1.73,-,-,43,14,78.73,53.17,25.56,2.536,0.54,1.996,-,-,-,-,-,-,-
75,臺北市,2016/10/21,萬華,3.7,0.66,-,16,29,13,31.83,9.21,22.62,-,-,-,1.55,1.07,31.49,-,-,68.19,-
76,臺北市,2016/10/21,陽明,2,0.15,407.2,29.2,11,8,2.74,1,1.76,-,-,-,-,-,23.13,0,0,89.05,0
77,臺北市,2016/10/21,士林,2.9,0.43,-,18.5,34,15,22.55,7.08,15.46,-,-,-,2.4,2.18,30.13,-,-,72.58,-
78,臺北市,2016/10/19,松山,1,0.22,404.08,12.9,15,6,14.5,6.88,7.62,1.739,0.068,1.67,2.44,1.9,28.61,-,-,72.21,-
79,臺北市,2016/10/19,古亭,1.5,0.2,-,15.5,13,5,9.34,4.02,5.32,1.801,0.049,1.753,3.63,3.42,29,-,-,70.01,-
80,臺北市,2016/10/19,中山,2.1,0.41,-,10.6,17,7,25.06,13.15,11.91,1.883,0.123,1.76,3.26,2.96,29.25,-,-,75.4,-
81,臺北市,2016/10/19,大同,1.8,0.77,-,-,32,6,44.61,30.93,13.68,2.12,0.243,1.877,-,-,-,-,-,-,-
82,臺北市,2016/10/19,萬華,1.6,0.28,-,10.4,19,6,19.84,8.74,11.1,-,-,-,3.27,2.98,29.73,-,-,72.19,-
83,臺北市,2016/10/19,陽明,4.8,0.05,407.66,14.6,7,4,7.09,1.82,5.27,-,-,-,-,-,21.1,0.5,4.67,97.49,35.08
84,臺北市,2016/10/19,士林,1.3,0.11,-,18.7,19,5,6.07,2.49,3.58,-,-,-,4.19,3.93,28.93,-,-,72.84,-
85,臺北市,2016/10/18,松山,2.3,0.25,406.34,9.8,18,7,18.47,9.33,9.14,1.791,0.103,1.688,2.29,1.77,28.06,-,-,74.81,-
86,臺北市,2016/10/18,古亭,1.2,0.2,-,13.8,10,5,10.39,4.43,5.96,1.803,0.048,1.756,3.35,3.11,28.76,-,-,69.55,-
87,臺北市,2016/10/18,中山,1.9,0.44,-,7.9,14,5,26.92,14.19,12.72,1.873,0.131,1.742,2.88,2.51,28.57,-,-,79.49,-
88,臺北市,2016/10/18,大同,2.4,0.75,-,-,29,5,43.95,30.53,13.41,2.119,0.247,1.873,-,-,-,-,-,-,-
89,臺北市,2016/10/18,萬華,2,0.3,-,7.4,15,6,23.55,11.13,12.42,-,-,-,2.96,2.74,29.24,-,-,74.74,-
90,臺北市,2016/10/18,陽明,3.5,0.05,406.53,14,6,3,4.83,1.46,3.41,-,-,-,-,-,21.03,0.67,4.98,97,56.46
91,臺北市,2016/10/18,士林,1.5,0.12,-,16.7,15,5,5.64,1.77,3.87,-,-,-,4.03,3.85,28.6,-,-,73.18,-
92,臺北市,2016/10/17,松山,1.5,0.22,406.02,8.2,14,6,17.1,9.25,7.85,1.755,0.087,1.668,2.64,2.15,27.49,-,-,79.34,-
93,臺北市,2016/10/17,古亭,1.1,0.26,-,8.9,12,3,15.18,7.52,7.66,1.833,0.073,1.76,3.31,3.04,28.3,-,-,74.21,-
94,臺北市,2016/10/17,中山,1.8,0.39,-,7.2,13,5,25.48,16.14,9.34,1.851,0.11,1.741,2.84,2.5,28.28,-,-,81.89,-
95,臺北市,2016/10/17,大同,2.9,0.64,-,-,26,5,38.68,28.66,10.02,2.06,0.211,1.849,-,-,-,-,-,-,-
96,臺北市,2016/10/17,萬華,1.5,0.25,-,7.5,14,7,18.8,10.32,8.48,-,-,-,3.77,3.44,28.81,-,-,78,-
97,臺北市,2016/10/17,陽明,4.6,0.05,406.99,9.7,5,2,6.79,3.23,3.57,-,-,-,-,-,21.04,2.07,4.4,97.8,19.38
98,臺北市,2016/10/17,士林,1.5,0.1,-,13,12,5,5.56,2.51,3.06,-,-,-,3.98,3.7,28.2,-,-,75.87,-
99,臺北市,2016/10/16,松山,2.4,0.21,404.56,12.4,22,8,11.95,5.71,6.24,1.712,0.057,1.655,2.27,1.77,28.08,-,-,75.01,-
100,臺北市,2016/10/16,古亭,1.2,0.19,-,13.1,11,4,10.48,3.95,6.53,1.804,0.042,1.762,3.57,3.36,28.61,-,-,71.69,-
101,臺北市,2016/10/16,中山,1.2,0.31,-,10.4,13,5,17.85,8.49,9.36,1.841,0.084,1.756,2.96,2.62,28.98,-,-,77.61,-
102,臺北市,2016/10/16,大同,2.6,0.55,-,-,26,5,34.01,23.64,10.37,2.039,0.182,1.856,-,-,-,-,-,-,-
103,臺北市,2016/10/16,萬華,1.5,0.23,-,10.2,15,7,16.61,8.05,8.57,-,-,-,3.37,3.05,29.49,-,-,73.49,-
104,臺北市,2016/10/16,陽明,2.6,0.05,403.46,14.9,5,2,-,-,-,-,-,-,-,-,21.68,2,4.32,94.02,37.75
105,臺北市,2016/10/16,士林,1.7,0.09,-,16.9,14,6,5.39,2.64,2.75,-,-,-,4.1,3.9,28.88,-,-,72.48,-
106,臺北市,2016/10/15,松山,2.8,0.31,409.3,18.9,19,7,19.39,5.74,13.64,1.819,0.097,1.722,1.53,1.19,26.07,-,-,89.57,-
107,臺北市,2016/10/15,古亭,1.8,0.37,-,18.1,15,6,21.25,6.67,14.59,1.928,0.093,1.836,2.17,1.97,26.57,-,-,87.13,-
108,臺北市,2016/10/15,中山,1.8,0.44,-,16.7,21,7,25.42,7.82,17.59,1.962,0.138,1.823,2.25,2.07,26.93,-,-,92.39,-
109,臺北市,2016/10/15,大同,2.4,1.03,-,-,36,9,59.3,35.95,23.35,2.275,0.333,1.943,-,-,-,-,-,-,-
110,臺北市,2016/10/15,萬華,2.2,0.35,-,15.7,20,8,25.87,8.39,17.48,-,-,-,2.53,2.28,27.52,-,-,87.72,-
111,臺北市,2016/10/15,陽明,2,0.11,409.58,24.2,5,2,6.17,2.61,3.64,-,-,-,-,-,21.13,5.26,4.75,97.88,19.27
112,臺北市,2016/10/15,士林,2.5,0.22,-,23.5,18,7,12.01,3.31,8.71,-,-,-,2.71,2.3,26.79,-,-,84.07,-
113,臺北市,2016/10/14,松山,1.4,0.35,411.4,29.7,39,19,20.65,4.11,16.54,1.852,0.098,1.754,1.6,1.2,25.03,-,-,84.68,-
114,臺北市,2016/10/14,古亭,2.8,0.44,-,25.6,38,18,25.77,4.96,20.79,1.968,0.115,1.853,1.9,1.71,24.81,-,-,88.29,-
115,臺北市,2016/10/14,中山,0.9,0.58,-,24.4,44,19,43.5,12.32,31.18,1.99,0.159,1.83,1.74,1.09,26.23,-,-,83.32,-
116,臺北市,2016/10/14,大同,3.2,1.18,-,-,72,26,-,-,-,2.301,0.362,1.94,-,-,-,-,-,-,-
117,臺北市,2016/10/14,萬華,2.9,0.47,-,22.9,39,21,30.69,6.38,24.31,-,-,-,2.19,1.81,26.64,-,-,81.13,-
118,臺北市,2016/10/14,陽明,2.5,0.14,409.02,24,14,9,10.2,1.81,8.39,-,-,-,-,-,19.21,0.94,4,97.39,91.36
119,臺北市,2016/10/14,士林,1.7,0.22,-,41.2,30,15,7.8,2.25,5.55,-,-,-,1.78,0.98,26.25,-,-,76.28,-
120,臺北市,2016/10/13,松山,3.4,0.33,411.7,28,32,11,23.04,4.43,18.61,1.869,0.118,1.751,1.46,1.09,24,-,-,85.77,-
121,臺北市,2016/10/13,古亭,2.4,0.38,-,28.8,33,12,23.2,4.15,19.06,1.982,0.109,1.873,2.29,2.01,24.36,-,-,84.88,-
122,臺北市,2016/10/13,中山,2,0.55,-,25.1,37,12,36.94,11.25,25.69,1.998,0.164,1.833,1.91,1.48,25.29,-,-,83.93,-
123,臺北市,2016/10/13,大同,2,0.98,-,-,48,11,53.15,28.55,24.6,2.246,0.302,1.937,-,-,-,-,-,-,-
124,臺北市,2016/10/13,萬華,2.5,0.4,-,25.4,35,12,26.88,4.66,22.22,-,-,-,2.32,2.04,25.73,-,-,81,-
125,臺北市,2016/10/13,陽明,1.8,0.12,399.49,25.5,9,6,9.57,1.07,8.5,-,-,-,-,-,18.43,1.55,3.99,97.31,117.3
126,臺北市,2016/10/13,士林,1.8,0.2,-,43.2,32,10,9.34,3.35,5.99,-,-,-,2.08,1.14,25.5,-,-,76.36,-
127,臺北市,2016/10/12,松山,1.7,0.28,410.07,25.2,13,7,22.68,5.32,17.36,1.8,0.083,1.717,1.99,1.5,23.48,-,-,90.33,-
128,臺北市,2016/10/12,古亭,1.7,0.32,-,26.9,13,6,20.04,3.8,16.24,1.9,0.079,1.821,2.41,2.12,23.8,-,-,90.42,-
129,臺北市,2016/10/12,中山,1.8,0.51,-,21.5,13,5,30.89,8.14,22.75,1.986,0.149,1.836,2.03,1.73,24.55,-,-,91.45,-
130,臺北市,2016/10/12,大同,2.2,1.85,-,-,34,7,89.75,59.31,30.44,2.564,0.597,1.967,-,-,-,-,-,-,-
131,臺北市,2016/10/12,萬華,1.5,0.38,-,20.9,14,8,27.26,5.82,21.44,-,-,-,2.07,1.86,25.06,-,-,87.79,-
132,臺北市,2016/10/12,陽明,0.6,0.11,399.31,22.2,5,2,11.41,2.13,9.28,-,-,-,-,-,18.98,3.19,4.85,96.73,13.15
133,臺北市,2016/10/12,士林,1.5,0.47,-,20.3,17,6,25.51,4.9,20.61,-,-,-,1.79,1.18,24.4,-,-,85.5,-
134,臺北市,2016/10/11,松山,2.2,0.33,414.24,24,13,5,21.12,7.03,14.09,1.872,0.112,1.759,1.97,1.61,24.82,-,-,89.91,-
135,臺北市,2016/10/11,古亭,2.3,0.42,-,22.5,11,6,22.72,6.48,16.23,1.992,0.12,1.872,2.12,1.84,25.02,-,-,89.62,-
136,臺北市,2016/10/11,中山,1.2,0.65,-,17.8,15,4,34.52,12.44,22.08,2.097,0.203,1.894,1.96,1.6,25.8,-,-,90.54,-
137,臺北市,2016/10/11,大同,2.8,1.48,-,-,29,7,68.46,39.57,28.89,2.521,0.454,2.067,-,-,-,-,-,-,-
138,臺北市,2016/10/11,萬華,0.9,0.56,-,12.7,16,8,29.64,8.13,21.51,-,-,-,2.05,1.8,26.12,-,-,88.19,-
139,臺北市,2016/10/11,陽明,2,0.12,400.34,19.2,5,1,12.99,2.62,10.38,-,-,-,-,-,20.31,2.98,5.1,97.74,5.78
140,臺北市,2016/10/11,士林,1.5,0.34,-,25.5,16,4,16.42,3.1,13.32,-,-,-,1.5,0.98,25.9,-,-,82.85,-
141,臺北市,2016/10/10,松山,1.4,0.29,415.09,30,10,5,22.13,4.79,17.34,1.824,0.08,1.744,1.5,1.11,23.46,-,-,89.84,-
142,臺北市,2016/10/10,古亭,1.1,0.44,-,26.1,9,8,24.21,4.69,19.52,2.034,0.151,1.883,1.47,1.3,23.3,-,-,92.75,-
143,臺北市,2016/10/10,中山,1.7,0.71,-,17,15,6,38.59,9.95,28.64,2.242,0.265,1.977,1.55,1.21,24.08,-,-,93.62,-
144,臺北市,2016/10/10,大同,3.3,2.02,-,-,33,7,84.91,50.43,34.48,2.741,0.599,2.141,-,-,-,-,-,-,-
145,臺北市,2016/10/10,萬華,2.1,0.73,-,5.4,16,9,34,6.01,28,-,-,-,1.02,0.61,24.38,-,-,91.61,-
146,臺北市,2016/10/10,陽明,1.3,0.15,400.33,24.3,5,1,11.81,0.98,10.83,-,-,-,-,-,18.9,1.83,5.24,96.6,4.84
147,臺北市,2016/10/10,士林,1.7,0.48,-,25.3,13,5,22.35,3.53,18.82,-,-,-,2.16,2.04,23.85,-,-,86.76,-
148,臺北市,2016/10/09,松山,1.7,0.26,412.11,35.1,11,4,16.05,2.71,13.34,1.775,0.04,1.735,2.23,1.76,22.9,-,-,87.16,-
149,臺北市,2016/10/09,古亭,0.9,0.31,-,35.6,9,6,14.07,2.23,11.84,1.909,0.057,1.852,2.38,2.09,23.14,-,-,88.27,-
150,臺北市,2016/10/09,中山,1,0.4,-,32.3,7,4,18.32,2.61,15.7,1.941,0.073,1.868,1.99,1.66,24.06,-,-,87.93,-
151,臺北市,2016/10/09,大同,2.2,1.29,-,-,27,7,64.63,36.43,28.2,2.367,0.365,2.002,-,-,-,-,-,-,-
152,臺北市,2016/10/09,萬華,1,0.43,-,6.6,11,5,21.31,2.79,18.51,-,-,-,1.94,1.64,24.37,-,-,86.02,-
153,臺北市,2016/10/09,陽明,0.6,0.18,400.51,23.6,5,1,12.36,1.61,10.75,-,-,-,-,-,18.02,2.19,5.03,96.55,4.9
154,臺北市,2016/10/09,士林,1.6,0.28,-,39.4,13,4,10.03,1.45,8.57,-,-,-,2.12,1.17,24.31,-,-,79.37,-
155,臺北市,2016/10/08,松山,1.5,0.51,436.11,21.7,24,12,28.41,8.95,19.46,2.003,0.197,1.805,1.36,0.94,26.34,-,-,84.28,-
156,臺北市,2016/10/08,古亭,1.9,0.48,-,22.1,21,13,27.53,8.3,19.22,2.052,0.182,1.869,1.34,1.1,26.5,-,-,84.96,-
157,臺北市,2016/10/08,中山,1.8,0.74,-,16.9,25,12,45.14,18.88,26.26,2.191,0.233,1.958,1.58,0.92,27.08,-,-,87.81,-
158,臺北市,2016/10/08,大同,3,1.25,-,-,39,13,68.51,38.7,29.81,2.495,0.428,2.068,-,-,-,-,-,-,-
159,臺北市,2016/10/08,萬華,1.9,0.58,-,13.3,23,13,34.15,10.7,23.45,-,-,-,1.51,1,27.64,-,-,83.99,-
160,臺北市,2016/10/08,陽明,1.5,0.14,404.35,15.2,10,7,16.99,6.58,10.42,-,-,-,-,-,21.27,3.05,4.85,94.2,9.75
161,臺北市,2016/10/08,士林,1.7,0.35,-,25.3,23,12,16.86,3.97,12.9,-,-,-,1.27,1.09,26.59,-,-,83.89,-
162,臺北市,2016/10/07,松山,1.8,0.37,416.25,7.7,10,5,27.67,15.81,11.86,1.822,0.142,1.68,1.57,1.01,26.46,-,-,82.46,-
163,臺北市,2016/10/07,古亭,1.9,0.35,-,8.3,8,2,25.53,13.85,11.68,1.872,0.115,1.757,2.3,2.15,26.55,-,-,82.03,-
164,臺北市,2016/10/07,中山,2.5,0.67,-,5.5,12,4,41.78,26.42,15.36,1.997,0.201,1.796,2.28,2.01,27.07,-,-,86,-
165,臺北市,2016/10/07,大同,3.1,1.33,-,-,26,8,91.24,75.71,15.53,2.374,0.465,1.909,-,-,-,-,-,-,-
166,臺北市,2016/10/07,萬華,2.2,0.48,-,4.8,14,5,39.6,24.67,14.93,-,-,-,2.12,2,27.83,-,-,80.89,-
167,臺北市,2016/10/07,陽明,2.3,0.05,402.56,10.1,5,1,10.73,6.95,3.74,-,-,-,-,-,20.69,1.42,5.9,96.86,9.92
168,臺北市,2016/10/07,士林,1.4,0.17,-,13.5,8,6,9.77,4.17,5.6,-,-,-,3.3,3.13,26.82,-,-,80,-
169,臺北市,2016/10/06,松山,1.3,0.24,408.93,9.8,15,7,17.02,10.04,6.98,1.736,0.08,1.656,2.4,1.81,28.32,-,-,73.5,-
170,臺北市,2016/10/06,古亭,1.2,0.21,-,10.9,9,4,13.15,6.04,7.11,1.8,0.054,1.747,3.36,3.13,28.75,-,-,71.07,-
171,臺北市,2016/10/06,中山,2.9,0.41,-,7.3,14,4,26.72,15.13,11.6,1.843,0.099,1.745,3.01,2.63,28.98,-,-,76.68,-
172,臺北市,2016/10/06,大同,2.9,0.76,-,-,26,6,47.33,35.42,11.91,2.099,0.26,1.839,-,-,-,-,-,-,-
