序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
1,臺北市,2010/05/31,松山,2.7,0.35,403.59,34.1,50,42,25.0,24.63,3.73,20.9,1.798,0.128,1.67,23.79,64.08,44.0
2,臺北市,2010/05/31,古亭,3.7,0.44,-,34.4,48,49,21.0,26.35,5.99,20.36,2.089,0.124,1.97,24.0,67.01,49.0
3,臺北市,2010/05/31,中山,2.7,0.58,-,31.7,47,42,32.0,32.94,8.38,24.56,2.239,0.246,1.99,24.07,66.41,56.0
4,臺北市,2010/05/31,萬華,3.1,0.47,-,32.6,47,40,20.0,31.35,4.25,27.11,-,-,-,23.68,68.31,46.0
5,臺北市,2010/05/31,陽明,1.5,0.19,381.71,58.9,68,19,12.0,2.73,1.71,1.01,-,-,-,16.85,59.06,58.0
6,臺北市,2010/05/31,士林,2.6,0.36,-,39.2,59,46,21.0,15.31,2.01,13.29,-,-,-,23.54,68.24,54.0
7,臺北市,2010/05/30,松山,2.2,0.35,399.61,33.1,41,24,19.0,23.13,2.42,20.71,1.744,0.095,1.65,22.02,84.61,38.0
8,臺北市,2010/05/30,古亭,3.9,0.39,-,34.1,40,29,15.0,22.91,3.45,19.46,2.015,0.092,1.92,21.83,89.67,37.0
9,臺北市,2010/05/30,中山,2.1,0.51,-,29.1,35,24,23.0,29.81,5.77,24.04,2.152,0.128,2.02,22.19,86.52,31.0
10,臺北市,2010/05/30,萬華,2.0,0.41,-,29.9,36,20,16.0,26.97,3.42,23.55,-,-,-,21.81,88.06,34.0
11,臺北市,2010/05/30,陽明,1.0,0.19,384.49,45.0,47,5,4.0,3.06,1.59,1.47,-,-,-,15.32,97.69,52.0
12,臺北市,2010/05/30,士林,1.6,0.35,-,31.5,35,30,10.0,16.48,1.19,15.26,-,-,-,21.62,90.86,34.0
13,臺北市,2010/05/29,松山,2.4,0.57,415.14,23.9,33,41,30.0,40.58,10.28,30.29,1.878,0.211,1.67,25.16,85.86,41.0
14,臺北市,2010/05/29,古亭,1.6,0.62,-,23.7,29,31,20.0,28.3,5.12,23.18,2.217,0.222,2.0,24.66,92.46,31.0
15,臺北市,2010/05/29,中山,3.3,0.85,-,20.7,22,38,33.0,43.22,12.1,31.12,2.355,0.234,2.12,25.1,89.1,38.0
16,臺北市,2010/05/29,萬華,2.6,0.67,-,20.6,26,31,22.0,35.01,5.09,29.92,-,-,-,24.63,91.53,31.0
17,臺北市,2010/05/29,陽明,1.4,0.19,385.13,45.9,50,-,3.0,3.67,1.76,1.9,-,-,-,17.96,98.11,45.0
18,臺北市,2010/05/29,士林,2.0,0.39,-,33.4,41,39,19.0,16.55,1.08,15.46,-,-,-,24.38,91.78,39.0
19,臺北市,2010/05/28,松山,5.6,0.65,412.52,34.5,48,56,43.0,38.62,8.97,29.65,1.906,0.216,1.69,27.42,75.17,53.0
20,臺北市,2010/05/28,古亭,4.2,0.82,-,30.4,44,58,33.0,38.48,9.55,28.92,2.221,0.277,1.95,27.34,79.79,54.0
21,臺北市,2010/05/28,中山,3.7,0.89,-,31.9,47,57,48.0,37.99,9.32,28.67,2.305,0.314,1.99,27.78,75.96,54.0
22,臺北市,2010/05/28,萬華,5.0,0.85,-,29.7,45,60,40.0,40.67,6.65,34.01,-,-,-,27.32,78.57,55.0
23,臺北市,2010/05/28,陽明,1.7,0.22,383.09,48.2,55,17,15.0,3.46,1.16,2.29,-,-,-,19.53,94.33,57.0
24,臺北市,2010/05/28,士林,2.5,0.49,-,44.1,56,49,25.0,17.56,2.05,15.51,-,-,-,27.68,73.86,53.0
25,臺北市,2010/05/27,松山,2.7,0.56,406.55,33.9,41,61,42.0,33.49,3.43,30.06,1.88,0.192,1.69,25.98,69.37,56.0
26,臺北市,2010/05/27,古亭,3.3,0.64,-,34.4,45,63,38.0,34.95,5.5,29.45,2.167,0.203,1.96,26.04,71.49,56.0
27,臺北市,2010/05/27,中山,3.1,0.77,-,31.5,45,60,46.0,40.27,8.4,31.87,2.237,0.238,2.0,26.32,69.42,55.0
28,臺北市,2010/05/27,萬華,3.3,0.7,-,30.3,43,58,40.0,41.03,6.17,34.86,-,-,-,25.93,71.3,54.0
29,臺北市,2010/05/27,陽明,2.2,0.25,385.32,63.5,70,36,26.0,3.42,1.07,2.35,-,-,-,17.53,84.35,64.0
30,臺北市,2010/05/27,士林,3.1,0.4,-,53.1,61,59,32.0,14.39,1.69,12.7,-,-,-,25.97,64.82,59.0
31,臺北市,2010/05/26,松山,2.7,0.54,408.82,45.3,63,59,38.0,27.53,2.49,25.03,-,-,-,28.07,54.71,61.0
32,臺北市,2010/05/26,古亭,1.8,0.57,-,45.8,61,53,32.0,24.04,4.12,19.92,2.122,0.14,1.98,28.05,58.45,59.0
