序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
1,臺北市,2004/03/31,松山,3.2,0.72,415.98,20.2,-,77,-,44.95,8.49,36.48,-,-,-,-,-,-,64.0,-
2,臺北市,2004/03/31,古亭,3.0,0.82,-,18.2,-,77,-,46.58,12.27,34.28,3.473,0.681,2.8,18.71,-,78.91,64.0,-
3,臺北市,2004/03/31,中山,-,-,-,21.7,33,59,-,45.79,9.24,36.55,-,-,-,21.62,-,80.02,54.0,-
4,臺北市,2004/03/31,大同,4.2,0.78,-,-,-,68,-,73.71,33.39,40.32,2.874,0.619,2.26,19.51,-,-,59.0,-
5,臺北市,2004/03/31,萬華,2.9,0.8,-,-,-,70,36.0,36.23,6.17,30.07,-,-,-,20.41,-,82.46,60.0,-
6,臺北市,2004/03/31,陽明,0.5,0.22,379.51,55.0,59,13,-,1.92,0.25,1.83,-,-,-,14.01,-,96.0,51.0,-
7,臺北市,2004/03/31,士林,0.9,0.43,-,37.8,-,49,-,19.18,3.71,15.48,-,-,-,19.73,-,78.46,49.0,-
8,臺北市,2004/03/30,松山,3.8,0.9,425.48,24.0,-,75,-,42.68,9.52,33.14,-,-,-,18.59,-,-,62.0,-
9,臺北市,2004/03/30,古亭,3.5,1.0,-,15.8,-,74,-,53.98,12.56,41.42,3.703,0.842,2.86,18.55,-,79.45,62.0,-
10,臺北市,2004/03/30,中山,-,-,-,14.4,-,65,-,67.95,24.03,43.92,2.911,0.792,2.12,21.23,-,81.33,58.0,-
