序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","風速 WIND_SPEED (m/sec)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
1249,新竹市,2013/10/23,新竹,2.5,0.31,-,58.2,68,61,38.0,10.76,0.78,9.94,1.865,0.11,1.76,3.58,22.54,75.08,62.0
1250,新竹市,2013/10/22,新竹,3.9,0.37,-,59.7,68,70,46.0,12.96,1.42,11.54,1.887,0.117,1.77,3.92,22.55,69.33,60.0
1251,新竹市,2013/10/21,新竹,2.3,0.29,-,52.6,54,56,37.0,12.82,1.49,11.32,1.859,0.106,1.75,3.86,23.61,70.28,58.0
1252,新竹市,2013/10/20,新竹,2.3,0.17,-,43.1,50,35,21.0,9.99,0.96,9.0,1.812,0.088,1.72,3.86,24.53,71.45,48.0
1253,新竹市,2013/10/19,新竹,3.4,0.23,-,34.3,44,28,17.0,12.28,1.13,11.14,1.835,0.105,1.73,3.58,25.3,69.82,43.0
1254,新竹市,2013/10/18,新竹,2.1,0.26,-,32.4,43,32,17.0,15.46,1.59,13.88,1.891,0.141,1.75,3.46,24.73,69.43,41.0
1255,新竹市,2013/10/17,新竹,2.6,0.28,-,39.8,47,39,19.0,13.49,1.96,11.53,1.872,0.115,1.76,4.15,23.52,66.73,45.0
1256,新竹市,2013/10/16,新竹,1.6,0.27,-,42.1,49,54,27.0,12.08,1.39,10.68,1.879,0.109,1.77,4.47,22.26,61.66,52.0
1257,新竹市,2013/10/15,新竹,2.6,0.23,-,44.1,57,53,26.0,12.85,1.6,11.25,1.864,0.108,1.76,3.55,25.47,67.37,55.0
1258,新竹市,2013/10/14,新竹,2.7,0.28,-,32.9,51,39,23.0,15.77,1.83,13.93,1.882,0.137,1.75,2.48,27.41,65.4,53.0
1259,新竹市,2013/10/13,新竹,3.2,0.2,-,41.8,50,39,17.0,8.72,0.82,7.89,1.798,0.063,1.74,3.62,26.78,64.91,45.0
1260,新竹市,2013/10/12,新竹,2.0,0.31,-,56.5,77,70,35.0,10.55,1.4,9.15,1.844,0.089,1.76,6.25,26.15,74.41,67.0
1261,新竹市,2013/10/11,新竹,4.1,0.25,-,26.1,37,31,19.0,13.88,2.59,11.3,1.847,0.119,1.73,4.72,26.95,76.82,35.0
1262,新竹市,2013/10/10,新竹,4.1,0.3,-,22.1,34,33,21.0,17.12,2.61,14.5,1.924,0.157,1.77,2.4,26.64,80.39,33.0
1263,新竹市,2013/10/09,新竹,3.7,0.29,-,26.0,32,36,21.0,17.74,2.43,15.3,1.913,0.152,1.76,2.47,26.25,82.59,36.0
1264,新竹市,2013/10/08,新竹,5.0,0.49,-,41.1,71,58,47.0,18.99,1.73,17.26,2.083,0.219,1.86,1.53,27.14,80.76,70.0
1265,新竹市,2013/10/07,新竹,3.2,0.49,-,44.2,91,42,32.0,19.12,2.36,16.74,2.01,0.175,1.84,1.23,27.07,74.15,84.0
1266,新竹市,2013/10/06,新竹,0.6,0.3,-,26.2,35,33,14.0,11.64,2.51,9.12,1.84,0.099,1.74,2.08,25.55,84.35,34.0
1267,新竹市,2013/10/05,新竹,2.3,0.22,-,48.8,52,54,29.0,9.71,0.88,8.84,1.81,0.075,1.74,3.71,24.54,85.85,52.0
1268,新竹市,2013/10/04,新竹,2.1,0.29,-,39.6,49,48,25.0,17.16,1.91,15.25,1.906,0.143,1.76,3.14,23.83,74.86,48.0
1269,新竹市,2013/10/03,新竹,2.6,0.33,-,50.6,66,64,38.0,13.05,1.94,11.12,1.873,0.095,1.78,3.77,24.14,68.55,59.0
1270,新竹市,2013/10/02,新竹,4.3,0.36,-,57.7,82,61,40.0,14.09,1.26,12.81,1.931,0.132,1.8,3.69,25.96,70.1,72.0
1271,新竹市,2013/10/01,新竹,2.5,0.27,-,37.0,43,35,23.0,13.83,1.14,12.66,1.91,0.14,1.77,3.23,26.31,80.51,42.0
1272,嘉義市,2013/10/31,嘉義,4.3,0.54,-,26.3,35,87,48.0,22.7,1.98,20.72,2.202,0.304,1.9,1.76,23.43,76.62,68.0
1273,嘉義市,2013/10/30,嘉義,4.2,0.52,-,57.3,99,80,48.0,18.69,1.36,17.32,2.093,0.195,1.9,1.44,24.44,68.13,111.0
1274,嘉義市,2013/10/29,嘉義,4.9,0.55,-,42.9,78,82,46.0,22.1,2.64,19.47,2.082,0.201,1.88,1.71,23.35,69.81,83.0
1275,嘉義市,2013/10/28,嘉義,3.7,0.53,-,45.8,85,80,45.0,20.16,2.31,17.84,2.062,0.188,1.87,1.57,22.82,67.22,80.0
1276,嘉義市,2013/10/27,嘉義,4.5,0.62,-,41.7,84,108,60.0,24.21,2.66,21.55,2.166,0.22,1.95,1.44,21.8,68.87,81.0
1277,嘉義市,2013/10/26,嘉義,4.7,0.54,-,42.6,71,112,50.0,22.29,1.73,20.54,2.03,0.176,1.86,2.97,21.13,63.0,81.0
1278,嘉義市,2013/10/25,嘉義,5.3,0.54,-,44.1,63,124,54.0,22.73,2.12,20.62,2.035,0.178,1.86,2.78,21.46,63.04,87.0
1279,嘉義市,2013/10/24,嘉義,4.5,0.4,-,44.0,63,94,42.0,-,-,-,2.003,0.17,1.83,3.49,22.27,70.65,72.0
1280,嘉義市,2013/10/23,嘉義,4.5,0.48,-,44.0,73,112,54.0,18.45,0.92,17.53,2.064,0.2,1.86,2.84,22.68,70.53,81.0
1281,嘉義市,2013/10/22,嘉義,3.4,0.5,-,44.5,70,116,55.0,18.5,1.2,17.28,2.043,0.184,1.86,2.82,22.86,69.31,83.0
1282,嘉義市,2013/10/21,嘉義,4.0,0.42,-,35.6,63,74,35.0,20.27,2.72,17.55,1.938,0.153,1.79,2.82,24.23,70.88,70.0
1283,嘉義市,2013/10/20,嘉義,3.5,0.41,-,36.6,63,93,26.0,-,-,-,1.839,0.1,1.74,2.68,25.43,71.04,72.0
1284,嘉義市,2013/10/19,嘉義,5.1,0.44,-,33.4,77,73,40.0,-,-,-,1.975,0.151,1.82,2.0,25.26,74.07,87.0
1285,嘉義市,2013/10/18,嘉義,3.4,0.47,-,38.2,86,72,33.0,21.49,1.91,19.57,1.997,0.195,1.8,1.97,24.81,70.79,82.0
1286,嘉義市,2013/10/17,嘉義,5.8,0.44,-,32.6,69,80,39.0,22.48,2.64,19.83,2.026,0.257,1.77,2.13,23.64,64.15,68.0
1287,嘉義市,2013/10/16,嘉義,4.5,0.41,-,38.7,68,104,36.0,22.82,2.44,20.38,1.921,0.13,1.79,3.03,23.83,59.33,77.0
1288,嘉義市,2013/10/15,嘉義,3.6,0.38,-,34.1,64,93,34.0,19.88,1.84,18.03,1.9,0.126,1.77,2.43,26.16,72.34,72.0
1289,嘉義市,2013/10/14,嘉義,3.4,0.36,-,36.4,67,85,33.0,13.35,1.3,12.04,1.95,0.155,1.8,1.95,27.27,75.92,70.0
1290,嘉義市,2013/10/13,嘉義,3.4,0.38,-,36.8,63,106,45.0,15.82,1.98,13.85,1.957,0.076,1.88,1.61,27.3,76.94,78.0
1291,嘉義市,2013/10/12,嘉義,4.7,0.52,-,42.0,89,99,49.0,20.58,3.98,16.6,2.064,0.182,1.88,1.43,27.41,80.07,86.0
1292,嘉義市,2013/10/11,嘉義,5.3,0.5,-,27.9,59,72,-,19.71,1.96,17.75,1.959,0.167,1.79,1.65,26.3,83.32,62.0
1293,嘉義市,2013/10/10,嘉義,3.7,0.43,-,30.9,66,75,39.0,16.35,2.04,14.31,1.889,0.12,1.77,1.68,26.81,82.21,69.0
1294,嘉義市,2013/10/09,嘉義,5.6,0.51,-,41.3,86,89,54.0,18.13,3.06,15.07,1.955,0.135,1.82,1.44,27.49,78.89,81.0
1295,嘉義市,2013/10/08,嘉義,2.6,0.41,-,46.7,70,64,39.0,11.3,1.49,9.82,-,-,-,1.35,27.38,74.83,68.0
1296,嘉義市,2013/10/07,嘉義,1.8,0.37,-,35.8,62,45,26.0,13.95,2.01,11.92,1.87,0.08,1.79,1.34,26.67,76.5,59.0
1297,嘉義市,2013/10/06,嘉義,2.1,0.29,-,24.2,32,51,18.0,11.64,1.65,9.99,1.739,0.062,1.68,2.79,24.89,86.51,50.0
1298,嘉義市,2013/10/05,嘉義,3.1,0.37,-,36.4,59,94,36.0,14.61,1.93,12.68,1.864,0.104,1.76,2.63,25.37,76.12,72.0
1299,嘉義市,2013/10/04,嘉義,4.0,0.45,-,32.7,63,89,36.0,21.22,2.71,18.5,2.031,0.202,1.83,1.79,24.8,67.46,70.0
1300,嘉義市,2013/10/03,嘉義,3.5,0.46,-,43.5,75,99,44.0,17.85,2.37,15.48,2.104,0.22,1.88,1.67,25.75,61.22,76.0
1301,嘉義市,2013/10/02,嘉義,-,-,-,-,64,-,-,-,-,-,-,-,-,-,-,-,69.0
1302,宜蘭縣,2013/10/31,宜蘭,2.2,0.22,408.82,32.6,41,33,20.0,6.0,0.64,5.32,-,-,-,-,21.56,89.0,37.0
1303,宜蘭縣,2013/10/31,冬山,1.8,0.26,-,23.0,32,35,20.0,17.53,4.01,13.52,-,-,-,-,21.7,90.18,36.0
1304,宜蘭縣,2013/10/30,宜蘭,1.8,0.26,410.29,31.7,39,32,17.0,7.77,0.98,6.76,-,-,-,-,22.99,80.78,34.0
1305,宜蘭縣,2013/10/30,冬山,2.9,0.28,-,26.2,33,38,16.0,16.17,4.67,11.5,-,-,-,-,22.87,80.53,38.0
1306,宜蘭縣,2013/10/29,宜蘭,2.1,0.25,411.3,36.0,50,32,16.0,6.3,0.61,5.66,-,-,-,-,23.06,75.33,43.0
1307,宜蘭縣,2013/10/29,冬山,2.0,0.26,-,29.6,41,34,18.0,13.75,3.44,10.3,-,-,-,-,22.39,80.56,37.0
1308,宜蘭縣,2013/10/28,宜蘭,2.1,0.26,410.72,36.1,49,31,17.0,6.54,0.72,5.8,-,-,-,-,22.01,72.94,42.0
1309,宜蘭縣,2013/10/28,冬山,1.1,0.21,-,30.4,42,32,16.0,12.94,2.79,10.15,-,-,-,-,21.31,79.34,38.0
1310,宜蘭縣,2013/10/27,宜蘭,4.0,0.25,409.83,45.9,54,46,26.0,6.62,0.87,5.74,-,-,-,-,20.68,69.51,48.0
1311,宜蘭縣,2013/10/27,冬山,1.5,0.21,-,45.4,52,44,25.0,8.83,1.62,7.2,-,-,-,-,20.63,72.36,48.0
1312,宜蘭縣,2013/10/26,宜蘭,3.1,0.36,413.26,53.1,61,68,38.0,7.5,0.52,6.94,-,-,-,-,20.53,60.37,59.0
1313,宜蘭縣,2013/10/26,冬山,2.4,0.35,-,52.9,59,66,37.0,10.43,1.58,8.84,-,-,-,-,20.5,62.53,58.0
1314,宜蘭縣,2013/10/25,宜蘭,2.6,0.33,410.87,54.6,61,82,38.0,5.82,0.63,5.15,-,-,-,-,20.91,60.87,66.0
1315,宜蘭縣,2013/10/25,冬山,2.3,0.37,-,51.7,58,78,37.0,13.53,2.52,11.02,-,-,-,-,21.05,60.19,64.0
1316,宜蘭縣,2013/10/24,宜蘭,1.5,0.28,407.29,55.7,67,40,26.0,4.67,0.56,4.07,-,-,-,-,22.12,71.34,66.0
1317,宜蘭縣,2013/10/24,冬山,1.7,0.33,-,46.0,60,39,25.0,14.56,2.73,11.84,-,-,-,-,22.38,70.53,61.0
1318,宜蘭縣,2013/10/23,宜蘭,1.6,0.25,404.76,52.1,60,43,27.0,5.03,0.58,4.42,-,-,-,-,22.66,70.33,54.0
1319,宜蘭縣,2013/10/23,冬山,1.6,0.26,-,48.1,55,41,25.0,12.5,2.91,9.59,-,-,-,-,23.33,66.2,50.0
1320,宜蘭縣,2013/10/22,宜蘭,2.5,0.35,411.06,49.3,59,65,39.0,6.66,0.98,5.66,-,-,-,-,21.82,71.91,58.0
1321,宜蘭縣,2013/10/22,冬山,1.7,0.32,-,49.0,56,61,38.0,11.12,2.51,8.61,-,-,-,-,22.3,69.13,56.0
1322,宜蘭縣,2013/10/21,宜蘭,3.4,0.29,407.02,38.4,43,32,20.0,6.96,0.61,6.32,-,-,-,-,20.79,89.18,38.0
1323,宜蘭縣,2013/10/21,冬山,1.9,0.23,-,43.4,49,36,22.0,11.9,3.31,8.59,-,-,-,-,21.54,84.68,44.0
1324,宜蘭縣,2013/10/20,宜蘭,2.5,0.21,403.02,34.6,43,29,16.0,4.56,0.5,4.01,-,-,-,-,22.71,80.04,41.0
1325,宜蘭縣,2013/10/20,冬山,1.1,0.18,-,34.0,41,29,17.0,10.16,3.0,7.16,-,-,-,-,23.06,81.56,38.0
1326,宜蘭縣,2013/10/19,宜蘭,2.3,0.21,404.12,30.8,38,26,12.0,6.21,0.78,5.41,-,-,-,-,22.72,85.04,36.0
1327,宜蘭縣,2013/10/19,冬山,1.7,0.19,-,28.2,33,25,12.0,11.3,3.65,7.65,-,-,-,-,23.15,86.2,33.0
1328,宜蘭縣,2013/10/18,宜蘭,3.0,0.25,403.53,31.5,34,24,12.0,8.24,1.44,6.8,-,-,-,-,21.71,90.69,32.0
1329,宜蘭縣,2013/10/18,冬山,1.7,0.23,-,26.0,30,28,12.0,14.43,4.12,10.31,-,-,-,-,22.35,88.58,32.0
1330,宜蘭縣,2013/10/17,宜蘭,2.8,0.23,406.24,36.4,43,32,12.0,6.99,1.18,5.81,-,-,-,-,21.95,75.42,39.0
1331,宜蘭縣,2013/10/17,冬山,1.8,0.22,-,31.9,38,32,13.0,13.46,3.56,9.9,-,-,-,-,21.85,79.7,35.0
1332,宜蘭縣,2013/10/16,宜蘭,2.0,0.24,405.52,43.8,48,48,24.0,5.17,0.79,4.37,-,-,-,-,22.09,59.49,48.0
1333,宜蘭縣,2013/10/16,冬山,1.5,0.23,-,41.5,46,51,20.0,13.03,3.93,9.1,-,-,-,-,21.96,62.98,50.0
1334,宜蘭縣,2013/10/15,宜蘭,2.3,0.22,403.52,41.7,51,49,25.0,4.57,0.58,3.95,-,-,-,-,25.24,66.53,50.0
1335,宜蘭縣,2013/10/15,冬山,2.0,0.21,-,36.1,45,49,20.0,11.52,2.95,8.58,-,-,-,-,24.82,72.22,49.0
1336,宜蘭縣,2013/10/14,宜蘭,2.2,0.23,408.6,27.3,39,40,19.0,6.22,0.73,5.49,-,-,-,-,25.08,78.4,40.0
1337,宜蘭縣,2013/10/14,冬山,2.0,0.19,-,23.3,30,38,15.0,13.21,3.78,9.43,-,-,-,-,24.4,85.28,38.0
1338,宜蘭縣,2013/10/13,宜蘭,1.6,0.21,401.08,39.3,46,47,16.0,5.11,0.34,4.73,-,-,-,-,25.25,77.59,47.0
1339,宜蘭縣,2013/10/13,冬山,2.0,0.21,-,33.2,41,39,11.0,9.78,2.02,7.76,-,-,-,-,24.76,82.77,40.0
1340,宜蘭縣,2013/10/12,宜蘭,1.8,0.32,400.58,51.6,69,64,32.0,7.6,1.29,6.32,-,-,-,-,25.04,86.31,63.0
1341,宜蘭縣,2013/10/12,冬山,1.4,0.25,-,47.6,59,47,22.0,10.48,2.51,7.97,-,-,-,-,25.02,90.4,56.0
1342,宜蘭縣,2013/10/11,宜蘭,3.0,0.26,406.92,23.3,35,31,17.0,7.41,2.02,5.38,-,-,-,-,25.95,85.96,34.0
1343,宜蘭縣,2013/10/11,冬山,1.3,0.22,-,24.1,38,30,15.0,10.69,3.91,6.78,-,-,-,-,25.73,87.91,35.0
1344,宜蘭縣,2013/10/10,宜蘭,3.0,0.25,412.49,23.5,36,34,18.0,7.61,1.17,6.43,-,-,-,-,26.23,84.44,34.0
1345,宜蘭縣,2013/10/10,冬山,1.6,0.26,-,21.4,33,32,15.0,13.34,4.39,8.95,-,-,-,-,25.78,87.11,32.0
1346,宜蘭縣,2013/10/09,宜蘭,1.9,0.3,405.8,28.1,32,32,18.0,8.86,1.12,7.74,-,-,-,-,25.79,88.73,32.0
1347,宜蘭縣,2013/10/09,冬山,1.6,0.21,-,27.5,32,27,14.0,12.5,3.08,9.41,-,-,-,-,25.48,91.57,35.0
1348,宜蘭縣,2013/10/08,宜蘭,2.9,0.37,416.25,41.9,73,50,31.0,7.53,0.7,6.84,-,-,-,-,27.66,87.12,75.0
1349,宜蘭縣,2013/10/08,冬山,3.4,0.33,-,34.3,55,47,28.0,14.82,2.42,12.41,-,-,-,-,26.93,87.83,58.0
1350,宜蘭縣,2013/10/07,宜蘭,2.2,0.36,410.7,21.1,31,36,18.0,9.85,1.85,7.98,-,-,-,-,27.6,88.63,36.0
1351,宜蘭縣,2013/10/07,冬山,2.9,0.28,-,16.6,23,34,13.0,17.33,6.48,10.85,-,-,-,-,26.23,91.08,34.0
1352,宜蘭縣,2013/10/06,宜蘭,1.4,0.17,400.5,24.6,29,11,8.0,5.44,1.07,4.35,-,-,-,-,26.91,83.13,25.0
1353,宜蘭縣,2013/10/06,冬山,1.4,0.14,-,21.5,29,10,4.0,7.28,2.2,5.08,-,-,-,-,26.19,84.63,27.0
1354,宜蘭縣,2013/10/05,宜蘭,1.7,0.22,403.71,32.0,34,24,17.0,5.31,0.78,4.49,-,-,-,-,25.33,84.74,32.0
1355,宜蘭縣,2013/10/05,冬山,1.4,0.16,-,33.5,37,18,10.0,7.71,2.41,5.3,-,-,-,-,24.49,87.4,36.0
1356,宜蘭縣,2013/10/04,宜蘭,2.4,0.22,404.03,42.9,50,44,21.0,4.94,0.65,4.26,-,-,-,-,25.67,67.45,46.0
1357,宜蘭縣,2013/10/04,冬山,1.5,0.21,-,40.7,46,41,19.0,10.19,2.83,7.37,-,-,-,-,24.39,68.97,43.0
1358,宜蘭縣,2013/10/03,宜蘭,2.2,0.3,406.97,46.2,53,60,37.0,5.82,0.5,5.27,-,-,-,-,24.42,69.1,55.0
1359,宜蘭縣,2013/10/03,冬山,1.2,0.3,-,45.3,59,59,33.0,13.01,3.42,9.59,-,-,-,-,23.2,69.57,57.0
1360,宜蘭縣,2013/10/02,宜蘭,2.7,0.31,411.64,48.2,74,56,34.0,6.31,0.67,5.57,-,-,-,-,26.77,70.5,65.0
1361,宜蘭縣,2013/10/02,冬山,-,-,-,-,62,-,-,-,-,-,-,-,-,-,-,-,56.0
1362,宜蘭縣,2013/10/01,宜蘭,2.3,0.3,406.59,30.8,37,36,18.0,6.37,0.92,5.45,-,-,-,-,26.92,86.46,36.0
1363,宜蘭縣,2013/10/01,冬山,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1364,桃園市,2013/10/31,桃園,3.5,0.31,-,37.2,45,44,21.0,14.97,2.36,12.61,1.963,0.094,1.87,2.66,23.25,76.61,44.0
1365,桃園市,2013/10/31,中壢,4.2,0.57,-,31.9,36,56,28.0,25.05,7.51,17.54,2.188,0.257,1.93,-,23.43,69.49,53.0
1366,桃園市,2013/10/31,大園,4.2,0.21,-,39.7,48,44,28.0,17.14,3.06,14.07,-,-,-,6.61,22.84,81.38,45.0
1367,桃園市,2013/10/31,龍潭,2.0,0.23,-,40.1,46,49,18.0,10.58,2.08,8.5,-,-,-,6.17,22.78,71.94,49.0
1368,桃園市,2013/10/31,平鎮,3.5,0.27,-,39.0,46,55,19.0,11.71,1.19,10.52,-,-,-,4.75,23.57,72.91,52.0
1369,桃園市,2013/10/31,觀音,6.3,0.19,-,32.7,39,58,25.0,-,-,-,-,-,-,7.98,24.15,69.69,54.0
1370,桃園市,2013/10/30,桃園,3.1,0.31,-,36.2,41,33,13.0,12.8,2.45,10.35,1.962,0.093,1.87,2.84,24.76,69.93,36.0
1371,桃園市,2013/10/30,中壢,4.2,0.85,-,25.6,28,47,18.0,35.19,15.07,20.13,2.309,0.363,1.95,-,24.56,63.34,47.0
1372,桃園市,2013/10/30,大園,2.2,0.2,-,37.3,39,34,16.0,14.33,2.56,11.77,-,-,-,6.75,24.1,69.62,36.0
1373,桃園市,2013/10/30,龍潭,1.3,0.28,-,34.7,45,41,16.0,13.56,3.22,10.35,-,-,-,3.38,23.28,68.34,52.0
1374,桃園市,2013/10/30,平鎮,3.8,0.29,-,35.8,42,42,11.0,11.33,1.66,9.68,-,-,-,4.02,24.61,66.66,42.0
1375,桃園市,2013/10/30,觀音,6.4,0.22,-,28.1,35,44,17.0,14.31,1.39,12.91,-,-,-,7.77,25.18,63.98,44.0
1376,桃園市,2013/10/29,桃園,3.2,0.4,-,37.0,46,33,15.0,17.17,2.71,14.46,2.013,0.122,1.89,2.35,24.06,69.28,44.0
1377,桃園市,2013/10/29,中壢,4.7,0.77,-,28.3,32,49,23.0,35.35,11.97,23.38,2.329,0.36,1.97,-,23.78,63.98,49.0
1378,桃園市,2013/10/29,大園,4.9,0.23,-,34.9,42,34,21.0,21.8,4.09,17.7,-,-,-,6.23,22.93,72.59,41.0
1379,桃園市,2013/10/29,龍潭,2.5,0.28,-,34.9,44,40,16.0,14.75,3.1,11.65,-,-,-,3.35,22.22,70.74,41.0
1380,桃園市,2013/10/29,平鎮,4.2,0.33,-,36.9,44,44,14.0,14.78,1.5,13.28,-,-,-,3.42,23.55,68.69,44.0
1381,桃園市,2013/10/29,觀音,8.7,0.21,-,29.0,39,49,22.0,16.1,1.71,14.35,-,-,-,6.12,23.96,67.63,49.0
1382,桃園市,2013/10/28,桃園,3.8,0.35,-,37.6,46,36,16.0,16.01,2.36,13.65,2.01,0.115,1.9,2.35,22.79,69.31,44.0
1383,桃園市,2013/10/28,中壢,6.6,0.9,-,27.0,33,47,21.0,42.23,17.97,24.26,2.408,0.412,2.0,-,22.56,63.8,47.0
1384,桃園市,2013/10/28,大園,5.4,0.21,-,36.7,44,39,20.0,20.87,4.31,16.55,-,-,-,6.15,21.88,69.77,41.0
1385,桃園市,2013/10/28,龍潭,2.4,0.3,-,36.4,46,38,14.0,15.25,3.49,11.76,-,-,-,2.85,21.25,69.94,43.0
1386,桃園市,2013/10/28,平鎮,5.9,0.34,-,38.0,49,45,13.0,15.42,1.89,13.51,-,-,-,2.69,22.56,67.15,45.0
1387,桃園市,2013/10/28,觀音,9.1,0.21,-,26.2,39,50,18.0,20.8,1.77,18.95,-,-,-,6.11,22.88,64.12,50.0
1388,桃園市,2013/10/27,桃園,2.6,0.36,-,41.3,48,49,25.0,15.53,2.52,13.01,1.999,0.099,1.9,2.32,21.42,67.66,49.0
1389,桃園市,2013/10/27,中壢,5.4,0.66,-,32.5,37,61,29.0,32.4,10.46,21.93,2.253,0.274,1.98,-,21.11,61.15,56.0
1390,桃園市,2013/10/27,大園,3.6,0.26,-,39.7,47,52,29.0,19.77,3.09,16.68,-,-,-,5.78,20.51,66.21,51.0
1391,桃園市,2013/10/27,龍潭,1.7,0.26,-,48.0,52,51,20.0,9.58,1.88,7.7,-,-,-,4.42,20.25,65.51,50.0
1392,桃園市,2013/10/27,平鎮,4.4,0.3,-,44.4,51,56,21.0,12.09,0.94,11.14,-,-,-,3.34,21.23,64.02,53.0
1393,桃園市,2013/10/27,觀音,7.5,0.23,-,32.5,43,61,26.0,16.42,1.07,15.34,-,-,-,6.52,21.59,60.46,56.0
1394,桃園市,2013/10/26,桃園,2.7,0.44,-,51.0,63,74,39.0,13.85,1.36,12.49,2.01,0.091,1.92,1.81,20.07,65.65,62.0
1395,桃園市,2013/10/26,中壢,4.9,0.74,-,38.0,45,85,46.0,32.67,7.45,25.21,2.292,0.281,2.01,-,19.59,60.81,68.0
1396,桃園市,2013/10/26,大園,2.8,0.34,-,55.4,63,77,42.0,13.7,1.6,12.1,-,-,-,7.2,19.46,61.82,64.0
1397,桃園市,2013/10/26,龍潭,4.0,0.45,-,50.8,60,78,37.0,14.92,2.4,12.5,-,-,-,3.87,18.67,66.85,64.0
1398,桃園市,2013/10/26,平鎮,3.4,0.43,-,47.7,59,85,36.0,17.2,1.5,15.7,-,-,-,3.68,19.62,64.2,68.0
1399,桃園市,2013/10/26,觀音,4.9,0.35,-,49.5,59,85,39.0,9.89,0.56,9.31,-,-,-,7.27,20.52,55.59,68.0
1400,桃園市,2013/10/25,桃園,2.4,0.36,-,53.8,59,84,34.0,10.45,1.78,8.67,1.991,0.081,1.91,1.91,19.89,65.94,67.0
1401,桃園市,2013/10/25,中壢,5.7,0.66,-,37.4,45,97,40.0,33.48,8.97,24.52,2.272,0.275,2.0,-,19.65,61.54,74.0
1402,桃園市,2013/10/25,大園,3.0,0.29,-,56.2,61,86,41.0,11.39,1.92,9.46,-,-,-,8.46,19.66,61.95,68.0
1403,桃園市,2013/10/25,龍潭,4.0,0.45,-,47.3,51,91,34.0,15.81,1.49,14.32,-,-,-,3.65,18.43,69.84,70.0
1404,桃園市,2013/10/25,平鎮,4.5,0.41,-,45.2,49,97,34.0,18.47,2.15,16.31,-,-,-,3.98,19.67,65.24,74.0
1405,桃園市,2013/10/25,觀音,5.1,0.32,-,50.9,54,101,35.0,6.77,0.37,6.39,-,-,-,7.75,20.74,55.58,76.0
1406,桃園市,2013/10/24,桃園,2.3,0.3,-,61.0,79,70,34.0,10.11,1.6,8.51,1.968,0.071,1.9,1.91,20.51,77.96,72.0
1407,桃園市,2013/10/24,中壢,3.6,0.65,-,41.5,52,83,44.0,32.39,7.45,24.94,2.265,0.263,2.0,-,20.34,74.57,66.0
1408,桃園市,2013/10/24,大園,2.3,0.26,-,64.1,84,79,46.0,10.69,1.35,9.3,-,-,-,8.36,20.95,74.63,75.0
1409,桃園市,2013/10/24,龍潭,3.5,0.41,-,49.9,63,68,32.0,17.89,1.71,16.18,-,-,-,2.63,19.16,83.75,62.0
1410,桃園市,2013/10/24,平鎮,3.2,0.35,-,51.7,69,82,33.0,15.99,0.64,15.34,-,-,-,3.6,20.35,78.15,66.0
1411,桃園市,2013/10/24,觀音,2.7,0.25,-,60.3,76,92,38.0,4.25,0.5,3.69,-,-,-,7.2,22.06,64.97,71.0
1412,桃園市,2013/10/23,桃園,1.5,0.27,-,60.7,69,54,28.0,7.18,1.27,5.91,1.935,0.054,1.88,2.11,22.03,77.11,61.0
1413,桃園市,2013/10/23,中壢,3.1,0.58,-,43.3,48,71,33.0,29.08,6.32,22.76,2.194,0.221,1.97,-,21.74,73.41,60.0
1414,桃園市,2013/10/23,大園,1.4,0.22,-,63.6,70,62,36.0,8.55,1.23,7.31,-,-,-,8.72,21.86,76.39,62.0
1415,桃園市,2013/10/23,龍潭,3.1,0.37,-,50.4,62,63,30.0,15.36,1.14,14.24,-,-,-,3.17,20.78,80.09,59.0
1416,桃園市,2013/10/23,平鎮,2.8,0.31,-,52.1,59,66,26.0,14.11,1.03,13.07,-,-,-,3.99,21.77,77.04,58.0
1417,桃園市,2013/10/23,觀音,1.9,0.22,-,57.2,65,74,32.0,3.47,0.39,3.06,-,-,-,7.44,22.93,68.0,62.0
1418,桃園市,2013/10/22,桃園,3.8,0.46,-,54.9,67,71,42.0,14.85,1.59,13.26,2.052,0.144,1.91,1.65,21.69,73.49,60.0
1419,桃園市,2013/10/22,中壢,6.0,0.97,-,38.9,46,80,42.0,41.95,12.26,29.7,2.386,0.381,2.01,-,21.59,68.42,65.0
1420,桃園市,2013/10/22,大園,1.9,0.29,-,63.8,71,71,43.0,10.03,1.9,8.13,-,-,-,8.32,22.4,71.38,64.0
1421,桃園市,2013/10/22,龍潭,3.8,0.43,-,52.8,62,75,39.0,16.2,2.21,13.99,-,-,-,3.68,20.7,73.43,62.0
1422,桃園市,2013/10/22,平鎮,4.7,0.45,-,52.7,60,81,36.0,16.87,1.35,15.5,-,-,-,3.65,21.65,72.06,66.0
