序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
1,臺北市,2009/07/31,松山,2.5,0.33,391.32,9.2,14,24,15.0,21.49,11.03,10.45,1.837,0.164,1.67,31.4,60.33,24.0
2,臺北市,2009/07/31,古亭,2.3,0.36,-,10.0,14,23,13.0,19.46,10.61,8.85,1.84,0.111,1.73,31.94,64.36,23.0
3,臺北市,2009/07/31,中山,3.1,0.54,-,8.6,13,28,21.0,29.32,15.23,14.09,2.065,0.196,1.87,32.14,63.17,28.0
4,臺北市,2009/07/31,萬華,1.7,0.45,-,8.6,13,21,14.0,19.27,7.87,11.4,-,-,-,31.76,62.07,21.0
5,臺北市,2009/07/31,陽明,2.8,0.09,381.69,15.5,17,7,7.0,3.97,1.5,2.47,-,-,-,23.19,88.28,18.0
6,臺北市,2009/07/31,士林,2.4,0.2,-,14.1,20,30,10.0,11.36,3.53,7.83,-,-,-,31.1,64.44,30.0
7,臺北市,2009/07/30,松山,3.3,0.49,404.15,21.1,43,33,24.0,25.04,7.25,17.79,1.991,0.234,1.76,30.91,66.56,56.0
8,臺北市,2009/07/30,古亭,3.3,0.59,-,24.7,58,42,23.0,27.77,10.03,17.74,2.055,0.253,1.8,31.37,72.04,62.0
9,臺北市,2009/07/30,中山,4.8,0.82,-,23.1,52,43,33.0,38.13,12.26,25.87,2.29,0.326,1.96,31.74,68.78,54.0
10,臺北市,2009/07/30,萬華,3.7,0.57,-,26.2,61,35,23.0,23.62,4.75,18.87,-,-,-,30.99,70.36,66.0
11,臺北市,2009/07/30,陽明,3.2,0.2,389.63,37.5,56,21,18.0,5.96,1.29,4.67,-,-,-,23.36,91.88,61.0
12,臺北市,2009/07/30,士林,4.5,0.34,-,32.1,67,51,21.0,19.91,3.35,16.56,-,-,-,30.75,71.24,71.0
13,臺北市,2009/07/29,松山,5.2,0.58,412.49,31.8,60,49,36.0,29.62,7.4,22.21,2.081,0.272,1.81,29.61,75.39,62.0
14,臺北市,2009/07/29,古亭,4.3,0.67,-,25.8,52,55,-,31.83,7.84,23.99,2.077,0.243,1.83,30.21,79.34,64.0
15,臺北市,2009/07/29,中山,5.4,0.8,-,20.3,37,57,40.0,40.12,11.39,28.73,2.309,0.257,2.05,30.44,75.65,54.0
16,臺北市,2009/07/29,萬華,3.1,0.62,-,27.3,53,49,30.0,24.28,4.53,19.75,-,-,-,29.94,76.78,58.0
17,臺北市,2009/07/29,陽明,2.4,0.17,387.05,35.3,42,21,19.0,5.24,1.76,3.48,-,-,-,22.65,94.02,42.0
18,臺北市,2009/07/29,士林,3.9,0.36,-,26.5,39,55,24.0,21.26,4.66,16.6,-,-,-,29.86,74.52,52.0
19,臺北市,2009/07/28,松山,5.1,0.83,425.01,18.7,40,55,37.0,46.56,13.95,32.61,2.319,0.406,1.91,28.83,79.11,52.0
20,臺北市,2009/07/28,古亭,4.0,0.88,-,18.3,38,55,30.0,40.83,11.71,29.12,2.233,0.336,1.9,29.38,83.38,52.0
21,臺北市,2009/07/28,中山,6.2,1.08,-,15.0,30,60,41.0,55.24,17.24,38.0,2.494,0.406,2.09,29.68,78.94,55.0
22,臺北市,2009/07/28,萬華,3.1,0.91,-,24.1,48,49,30.0,32.43,6.59,25.83,-,-,-,29.37,79.24,49.0
23,臺北市,2009/07/28,陽明,2.7,0.18,389.89,29.7,35,23,18.0,8.59,2.13,6.46,-,-,-,22.43,94.13,40.0
24,臺北市,2009/07/28,士林,4.8,0.5,-,20.0,36,52,20.0,25.72,5.49,20.23,-,-,-,28.88,78.41,51.0
25,臺北市,2009/07/27,松山,4.6,0.84,423.67,16.4,38,45,29.0,45.28,16.37,28.91,2.287,0.392,1.89,29.1,76.97,48.0
26,臺北市,2009/07/27,古亭,4.0,0.81,-,14.6,33,51,27.0,38.8,11.81,26.99,2.195,0.306,1.89,29.49,82.15,50.0
27,臺北市,2009/07/27,中山,5.1,1.08,-,14.5,30,51,35.0,55.85,22.55,33.29,2.519,0.404,2.12,29.94,77.47,50.0
28,臺北市,2009/07/27,萬華,3.6,0.77,-,18.6,37,44,21.0,31.31,6.44,24.87,-,-,-,29.59,77.1,44.0
29,臺北市,2009/07/27,陽明,2.6,0.17,389.73,26.7,36,21,15.0,7.07,1.42,5.65,-,-,-,22.49,93.73,41.0
30,臺北市,2009/07/27,士林,4.4,0.52,-,19.4,42,49,-,25.4,5.4,20.0,-,-,-,29.07,77.76,49.0
31,臺北市,2009/07/26,松山,2.8,0.56,409.8,23.8,51,31,23.0,29.76,6.91,22.85,2.033,0.25,1.78,28.79,75.24,60.0
32,臺北市,2009/07/26,古亭,2.6,0.61,-,23.3,49,38,20.0,27.04,7.74,19.31,2.014,0.192,1.82,29.15,79.46,65.0
33,臺北市,2009/07/26,中山,3.8,0.71,-,18.4,40,34,25.0,42.6,13.74,28.86,2.303,0.265,2.04,29.35,77.03,52.0
34,臺北市,2009/07/26,萬華,2.4,0.57,-,26.6,54,33,22.0,22.6,4.99,17.62,-,-,-,29.01,76.18,64.0
35,臺北市,2009/07/26,陽明,2.0,0.17,387.93,29.3,44,17,12.0,6.26,0.94,5.28,-,-,-,22.59,91.98,64.0
36,臺北市,2009/07/26,士林,2.8,0.53,-,23.1,51,42,14.0,25.45,6.1,19.36,-,-,-,28.39,79.43,60.0
37,臺北市,2009/07/25,松山,3.1,0.64,411.58,26.6,59,40,27.0,37.44,9.91,27.53,2.095,0.3,1.79,29.3,73.38,91.0
38,臺北市,2009/07/25,古亭,2.5,0.66,-,24.2,51,40,20.0,30.95,8.84,22.11,2.053,0.224,1.83,29.35,79.53,72.0
39,臺北市,2009/07/25,中山,3.1,0.67,-,21.9,50,46,31.0,44.65,12.85,31.8,2.32,0.31,2.01,29.98,74.47,68.0
40,臺北市,2009/07/25,萬華,2.4,0.64,-,30.1,62,40,21.0,24.6,4.59,20.0,-,-,-,29.28,76.01,81.0
41,臺北市,2009/07/25,陽明,2.5,0.18,386.03,31.5,48,17,12.0,7.48,1.7,5.77,-,-,-,22.91,90.05,58.0
42,臺北市,2009/07/25,士林,3.3,0.57,-,27.5,63,48,20.0,29.62,5.87,23.75,-,-,-,29.39,74.06,71.0
43,臺北市,2009/07/24,松山,3.3,0.54,405.07,24.6,49,40,26.0,32.03,7.52,24.51,1.995,0.277,1.72,30.38,65.22,51.0
44,臺北市,2009/07/24,古亭,2.9,0.56,-,23.2,41,42,25.0,27.9,7.39,20.51,2.003,0.211,1.79,30.79,71.51,44.0
