序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
1,臺北市,2009/12/31,松山,5.4,0.58,406.71,25.3,39,137,46.0,35.96,10.76,25.19,1.842,0.179,1.66,14.63,61.95,94.0
2,臺北市,2009/12/31,古亭,5.2,0.61,-,25.6,34,131,47.0,29.64,7.33,22.32,2.015,0.144,1.87,14.37,70.76,90.0
3,臺北市,2009/12/31,中山,6.6,0.79,-,21.2,34,144,51.0,39.8,11.38,28.42,2.192,0.25,1.94,14.82,63.53,97.0
4,臺北市,2009/12/31,萬華,4.9,0.74,-,24.8,36,121,52.0,32.29,7.33,24.96,-,-,-,13.87,68.92,86.0
5,臺北市,2009/12/31,陽明,5.2,0.35,400.03,44.6,46,84,32.0,4.31,1.39,2.92,-,-,-,8.74,91.57,67.0
6,臺北市,2009/12/31,士林,5.1,0.49,-,34.3,36,141,39.0,18.85,2.65,16.2,-,-,-,14.14,60.78,96.0
7,臺北市,2009/12/30,松山,5.8,1.07,424.4,13.2,23,98,60.0,70.06,35.17,34.89,2.356,0.508,1.85,16.22,78.95,74.0
8,臺北市,2009/12/30,古亭,6.0,1.19,-,8.5,15,97,50.0,68.46,31.17,37.29,2.586,0.519,2.07,15.99,86.33,74.0
9,臺北市,2009/12/30,中山,6.8,1.31,-,7.7,14,96,56.0,71.49,34.14,37.35,2.837,0.596,2.24,16.25,82.13,73.0
10,臺北市,2009/12/30,萬華,7.3,1.26,-,9.4,15,88,56.0,65.02,29.46,35.56,-,-,-,15.4,87.32,69.0
11,臺北市,2009/12/30,陽明,3.1,0.42,405.39,37.9,44,20,14.0,8.34,1.64,6.69,-,-,-,11.6,96.26,40.0
12,臺北市,2009/12/30,士林,-,-,-,-,26,-,-,-,-,-,-,-,-,-,-,32.0
13,臺北市,2009/12/29,松山,6.0,1.09,418.44,9.2,17,130,66.0,83.14,48.93,34.21,2.261,0.415,1.85,16.2,77.83,90.0
14,臺北市,2009/12/29,古亭,4.3,1.27,-,10.4,18,110,46.0,63.72,33.42,30.3,2.506,0.5,2.01,16.1,82.6,80.0
