序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","平均風速 WS_HR (m/sec)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
1,臺北市,2008/02/29,松山,6.0,1.03,416.64,5.4,12,82,40.0,74.31,25.16,49.15,2.653,0.497,2.16,-,14.5,-,72.46,66.0,-
2,臺北市,2008/02/29,古亭,6.8,1.0,-,8.9,19,86,44.0,66.08,23.53,42.54,2.495,0.449,2.05,-,14.38,-,73.78,68.0,-
3,臺北市,2008/02/29,中山,6.2,1.28,-,7.8,15,90,50.0,89.99,42.66,47.33,2.824,0.621,2.2,-,13.91,-,73.2,70.0,-
4,臺北市,2008/02/29,萬華,6.5,1.07,-,12.7,29,85,48.0,61.27,22.17,39.09,-,-,-,-,13.86,-,76.88,68.0,-
5,臺北市,2008/02/29,陽明,2.7,0.3,397.97,40.9,45,31,19.0,6.79,1.51,5.27,-,-,-,-,8.3,-,82.39,42.0,-
6,臺北市,2008/02/29,士林,4.7,0.99,-,17.6,31,86,47.0,71.33,32.99,38.34,-,-,-,-,14.06,-,75.93,68.0,-
7,臺北市,2008/02/28,松山,5.2,0.51,396.76,20.2,31,45,21.0,39.38,10.53,28.86,2.271,0.219,2.05,-,13.94,-,62.0,45.0,-
8,臺北市,2008/02/28,古亭,3.3,0.5,-,24.0,34,51,21.0,37.25,9.84,27.41,2.09,0.168,1.92,-,14.22,-,60.79,50.0,-
9,臺北市,2008/02/28,中山,5.5,0.68,-,19.3,24,54,23.0,50.48,17.29,33.19,2.341,0.302,2.04,-,13.75,-,60.54,52.0,-
10,臺北市,2008/02/28,萬華,3.4,0.6,-,23.1,33,49,23.0,37.09,8.73,28.37,-,-,-,-,13.76,-,64.29,49.0,-
11,臺北市,2008/02/28,陽明,1.9,0.19,393.39,46.9,49,20,11.0,3.07,1.32,1.75,-,-,-,-,6.64,-,85.02,42.0,-
12,臺北市,2008/02/28,士林,4.3,0.4,-,30.8,39,47,17.0,24.23,4.87,19.36,-,-,-,-,14.14,-,60.68,47.0,-
13,臺北市,2008/02/27,松山,7.5,0.6,395.77,27.6,31,98,60.0,26.19,4.3,21.9,2.112,0.16,1.95,-,12.11,-,59.64,74.0,-
14,臺北市,2008/02/27,古亭,7.2,0.67,-,24.9,31,105,67.0,34.57,8.43,26.14,2.086,0.181,1.91,-,12.12,-,60.57,78.0,-
15,臺北市,2008/02/27,中山,7.3,0.79,-,20.1,27,106,73.0,44.89,12.55,32.33,2.259,0.271,1.99,-,11.34,-,61.29,78.0,-
16,臺北市,2008/02/27,萬華,6.7,0.67,-,27.7,31,95,64.0,27.11,3.1,24.01,-,-,-,-,11.62,-,63.73,72.0,-
17,臺北市,2008/02/27,陽明,6.0,0.37,399.71,43.8,52,56,35.0,7.16,1.79,5.37,-,-,-,-,3.5,-,88.98,53.0,-
18,臺北市,2008/02/27,士林,6.8,0.48,-,38.4,46,99,59.0,15.21,1.72,13.49,-,-,-,-,11.92,-,59.34,74.0,-
19,臺北市,2008/02/26,松山,4.4,0.65,404.23,14.5,33,42,33.0,44.79,16.77,28.02,2.321,0.286,2.04,-,14.46,-,82.99,42.0,-
20,臺北市,2008/02/26,古亭,4.6,0.76,-,11.6,25,51,39.0,52.4,20.63,31.77,2.378,0.382,2.0,-,14.44,-,83.11,50.0,-
21,臺北市,2008/02/26,中山,4.7,0.91,-,10.6,23,49,32.0,63.26,30.66,32.61,2.51,0.417,2.09,-,13.91,-,83.04,49.0,-
22,臺北市,2008/02/26,萬華,4.2,0.73,-,10.9,21,45,35.0,45.74,14.8,30.94,-,-,-,-,13.82,-,89.8,45.0,-
23,臺北市,2008/02/26,陽明,2.8,0.3,396.07,38.3,44,8,6.0,6.0,2.14,3.85,-,-,-,-,9.08,-,91.54,43.0,-
24,臺北市,2008/02/26,士林,2.7,0.53,-,16.5,32,41,25.0,31.23,7.72,23.51,-,-,-,-,14.05,-,85.61,41.0,-
25,臺北市,2008/02/25,松山,4.4,0.72,395.61,18.8,26,46,26.0,48.11,17.78,30.32,2.336,0.331,2.01,-,18.91,-,66.51,46.0,-
26,臺北市,2008/02/25,古亭,4.9,0.72,-,22.2,35,58,27.0,47.44,19.48,27.95,2.316,0.385,1.93,-,18.9,-,66.83,54.0,-
27,臺北市,2008/02/25,中山,3.9,0.92,-,19.2,33,65,26.0,58.19,25.72,32.47,2.477,0.433,2.05,-,18.42,-,67.65,58.0,-
28,臺北市,2008/02/25,萬華,5.5,0.66,-,22.1,34,52,27.0,40.03,11.78,28.25,-,-,-,-,18.3,-,71.66,51.0,-
29,臺北市,2008/02/25,陽明,2.5,0.2,389.41,42.6,45,16,10.0,3.91,1.44,2.47,-,-,-,-,12.46,-,86.18,39.0,-
30,臺北市,2008/02/25,士林,2.1,0.39,-,30.6,46,52,17.0,22.18,3.53,18.65,-,-,-,-,18.64,-,68.55,51.0,-
31,臺北市,2008/02/24,松山,2.5,0.37,383.78,29.9,36,57,29.0,22.14,3.14,19.0,2.017,0.104,1.91,-,15.38,-,68.4,54.0,-
32,臺北市,2008/02/24,古亭,1.0,0.33,-,38.7,42,55,29.0,15.69,4.0,11.69,1.904,0.068,1.84,-,15.37,-,68.67,52.0,-
33,臺北市,2008/02/24,中山,3.5,0.43,-,31.5,40,69,33.0,26.58,5.25,21.33,2.082,0.146,1.94,-,14.95,-,67.9,60.0,-
34,臺北市,2008/02/24,萬華,2.2,0.41,-,35.9,40,54,31.0,18.6,2.55,16.05,-,-,-,-,15.06,-,71.63,52.0,-
35,臺北市,2008/02/24,陽明,1.6,0.19,391.98,47.5,49,19,11.0,3.38,1.36,2.03,-,-,-,-,7.39,-,91.34,47.0,-
36,臺北市,2008/02/24,士林,2.7,0.26,-,45.7,50,55,24.0,8.73,1.57,7.15,-,-,-,-,15.65,-,64.68,52.0,-
37,臺北市,2008/02/23,松山,4.5,1.12,412.05,21.9,37,120,92.0,60.37,19.95,40.43,2.583,0.404,2.18,-,17.89,-,80.91,85.0,-
38,臺北市,2008/02/23,古亭,5.0,0.92,-,25.3,43,110,90.0,42.67,11.31,31.37,2.256,0.262,1.99,-,17.79,-,80.54,80.0,-
39,臺北市,2008/02/23,中山,5.0,1.09,-,24.5,43,110,87.0,53.17,16.75,36.42,2.534,0.385,2.15,-,17.33,-,80.16,80.0,-
40,臺北市,2008/02/23,萬華,5.1,1.1,-,24.5,40,108,88.0,46.33,13.07,33.26,-,-,-,-,17.54,-,84.02,79.0,-
41,臺北市,2008/02/23,陽明,4.2,0.49,399.36,57.6,67,43,28.0,5.13,1.67,3.47,-,-,-,-,11.61,-,87.76,60.0,-
42,臺北市,2008/02/23,士林,4.6,0.87,-,34.6,60,103,75.0,35.76,10.27,25.49,-,-,-,-,17.76,-,77.86,76.0,-
43,臺北市,2008/02/22,松山,9.3,1.76,435.62,10.6,25,123,84.0,108.31,45.72,62.59,3.237,0.903,2.33,-,20.16,-,72.03,86.0,-
44,臺北市,2008/02/22,古亭,10.8,1.54,-,12.6,26,135,93.0,90.11,37.49,52.62,2.951,0.815,2.14,-,19.8,-,72.86,92.0,-
45,臺北市,2008/02/22,中山,9.8,2.08,-,8.4,20,144,96.0,130.34,76.22,54.12,3.682,1.109,2.57,-,19.52,-,73.5,97.0,-
46,臺北市,2008/02/22,萬華,10.6,1.91,-,11.4,28,139,103.0,102.63,50.46,52.17,-,-,-,-,19.09,-,79.27,94.0,-
47,臺北市,2008/02/22,陽明,2.2,0.35,393.46,52.6,59,25,21.0,5.75,1.88,3.87,-,-,-,-,15.58,-,69.82,57.0,-
48,臺北市,2008/02/22,士林,6.6,1.13,-,13.5,33,113,79.0,68.57,26.91,41.66,-,-,-,-,18.99,-,77.81,82.0,-
49,臺北市,2008/02/21,松山,4.7,0.73,391.78,28.9,39,79,56.0,35.04,8.02,27.02,2.2,0.213,1.99,-,18.94,-,78.39,64.0,-
50,臺北市,2008/02/21,古亭,3.8,0.79,-,32.1,47,82,57.0,38.05,11.0,27.05,2.111,0.2,1.91,-,19.57,-,74.34,66.0,-
51,臺北市,2008/02/21,中山,6.9,0.83,-,30.1,43,105,66.0,40.89,10.41,30.48,2.257,0.266,1.99,-,19.26,-,73.47,78.0,-
52,臺北市,2008/02/21,萬華,3.8,0.74,-,35.9,45,77,61.0,27.9,4.6,23.3,-,-,-,-,19.14,-,78.63,64.0,-
53,臺北市,2008/02/21,陽明,2.4,0.34,394.03,54.6,60,21,17.0,3.48,1.41,2.07,-,-,-,-,12.33,-,92.16,50.0,-
54,臺北市,2008/02/21,士林,4.8,0.51,-,47.1,57,79,49.0,15.35,2.09,13.26,-,-,-,-,20.04,-,70.04,64.0,-
55,臺北市,2008/02/20,松山,2.1,0.59,388.75,22.3,29,41,27.0,37.37,7.73,29.65,2.162,0.206,1.96,-,15.84,-,86.11,41.0,-
56,臺北市,2008/02/20,古亭,3.0,0.53,-,29.8,36,44,30.0,29.0,7.53,21.48,1.992,0.138,1.86,-,16.14,-,82.61,44.0,-
57,臺北市,2008/02/20,中山,3.2,0.7,-,24.1,29,50,35.0,38.2,9.32,28.88,2.241,0.251,1.99,-,15.83,-,80.75,50.0,-
58,臺北市,2008/02/20,萬華,2.9,0.61,-,29.7,34,44,27.0,27.38,4.72,22.66,-,-,-,-,15.84,-,85.58,44.0,-
59,臺北市,2008/02/20,陽明,2.0,0.26,392.43,50.4,57,7,4.0,2.65,1.17,1.48,-,-,-,-,9.83,-,92.44,50.0,-
60,臺北市,2008/02/20,士林,2.1,0.39,-,41.5,50,40,23.0,12.94,1.77,11.17,-,-,-,-,17.06,-,73.6,47.0,-
61,臺北市,2008/02/19,松山,1.7,0.47,387.38,23.3,31,14,12.0,33.7,7.94,25.76,2.098,0.165,1.93,-,15.45,-,87.19,33.0,-
62,臺北市,2008/02/19,古亭,3.2,0.54,-,24.4,31,23,12.0,34.78,9.91,24.87,2.0,0.152,1.85,-,15.65,-,85.5,34.0,-
63,臺北市,2008/02/19,中山,1.6,0.59,-,24.1,32,21,17.0,35.76,9.91,25.84,2.183,0.219,1.96,-,15.67,-,80.64,33.0,-
64,臺北市,2008/02/19,萬華,2.3,0.54,-,26.7,34,19,14.0,28.68,6.24,22.44,-,-,-,-,15.53,-,86.45,35.0,-
65,臺北市,2008/02/19,陽明,1.4,0.19,390.5,46.5,47,5,3.0,2.19,1.19,1.0,-,-,-,-,9.59,-,92.28,40.0,-
66,臺北市,2008/02/19,士林,1.7,0.37,-,34.3,41,20,8.0,16.38,3.27,13.11,-,-,-,-,16.59,-,75.05,36.0,-
67,臺北市,2008/02/18,松山,2.1,0.47,385.27,29.6,35,34,25.0,26.47,5.63,20.84,2.071,0.138,1.93,-,16.86,-,82.59,35.0,-
68,臺北市,2008/02/18,古亭,2.6,0.52,-,29.5,37,40,26.0,28.81,6.36,22.45,1.985,0.14,1.85,-,17.04,-,81.42,40.0,-
69,臺北市,2008/02/18,中山,2.5,0.63,-,25.7,34,38,25.0,35.4,8.72,26.67,2.166,0.206,1.96,-,16.81,-,79.0,38.0,-
70,臺北市,2008/02/18,萬華,1.8,0.51,-,32.8,39,34,26.0,23.51,3.93,19.58,-,-,-,-,16.82,-,83.41,37.0,-
71,臺北市,2008/02/18,陽明,2.1,0.22,391.74,49.8,54,9,6.0,3.32,1.47,1.85,-,-,-,-,10.37,-,92.39,47.0,-
72,臺北市,2008/02/18,士林,3.3,0.31,-,44.2,49,35,19.0,10.63,1.72,8.89,-,-,-,-,17.87,-,71.58,44.0,-
73,臺北市,2008/02/17,松山,3.1,0.46,386.4,22.9,26,39,25.0,29.02,4.73,24.29,2.105,0.141,1.96,-,16.82,-,80.06,39.0,-
74,臺北市,2008/02/17,古亭,1.8,0.48,-,26.2,31,41,27.0,28.07,6.01,22.06,1.979,0.123,1.86,-,17.24,-,77.37,41.0,-
75,臺北市,2008/02/17,中山,3.5,0.51,-,23.1,26,44,25.0,31.43,6.02,25.41,2.175,0.178,2.0,-,16.49,-,78.56,44.0,-
76,臺北市,2008/02/17,萬華,2.5,0.44,-,29.0,33,36,27.0,22.12,2.95,19.18,-,-,-,-,16.85,-,81.02,36.0,-
77,臺北市,2008/02/17,陽明,2.9,0.21,391.99,47.4,52,10,9.0,3.71,0.88,2.83,-,-,-,-,10.35,-,91.96,45.0,-
78,臺北市,2008/02/17,士林,3.5,0.28,-,42.3,44,38,21.0,11.06,1.27,9.79,-,-,-,-,17.71,-,71.88,40.0,-
79,臺北市,2008/02/16,松山,2.6,0.54,388.16,25.9,33,63,36.0,32.25,6.34,25.92,2.125,0.182,1.94,-,15.56,-,62.57,56.0,-
80,臺北市,2008/02/16,古亭,2.0,0.42,-,36.0,41,59,33.0,19.4,3.93,15.47,1.951,0.098,1.85,-,15.84,-,62.25,54.0,-
81,臺北市,2008/02/16,中山,3.2,0.59,-,24.9,31,63,36.0,35.75,7.34,28.41,2.223,0.199,2.02,-,15.19,-,61.83,56.0,-
82,臺北市,2008/02/16,萬華,2.7,0.56,-,32.4,38,60,38.0,24.39,4.29,20.1,-,-,-,-,15.41,-,64.97,55.0,-
83,臺北市,2008/02/16,陽明,2.1,0.24,392.16,50.9,52,31,20.0,3.34,1.55,1.79,-,-,-,-,7.68,-,87.77,45.0,-
84,臺北市,2008/02/16,士林,5.5,0.32,-,44.7,48,59,31.0,13.14,1.8,11.34,-,-,-,-,16.11,-,59.07,54.0,-
85,臺北市,2008/02/15,松山,5.1,0.59,391.6,27.0,36,59,37.0,35.04,5.73,29.31,2.177,0.196,1.98,-,12.07,-,65.41,54.0,-
86,臺北市,2008/02/15,古亭,4.8,0.62,-,26.2,29,63,37.0,38.26,10.04,28.23,2.079,0.177,1.9,-,11.94,-,67.83,56.0,-
87,臺北市,2008/02/15,中山,5.4,0.8,-,20.4,25,67,40.0,51.5,13.96,37.54,2.338,0.282,2.06,-,11.5,-,64.83,58.0,-
88,臺北市,2008/02/15,萬華,5.8,0.75,-,25.0,36,66,43.0,37.16,6.63,30.53,-,-,-,-,11.6,-,69.43,58.0,-
89,臺北市,2008/02/15,陽明,4.4,0.27,395.19,52.1,58,33,27.0,4.6,1.7,2.89,-,-,-,-,4.12,-,87.6,51.0,-
90,臺北市,2008/02/15,士林,4.9,0.41,-,45.1,52,-,31.0,15.04,1.48,13.56,-,-,-,-,12.13,-,61.88,47.0,-
91,臺北市,2008/02/14,松山,2.8,0.62,392.99,12.5,22,30,20.0,48.42,14.23,34.19,2.257,0.259,2.0,-,11.42,-,83.66,30.0,-
92,臺北市,2008/02/14,古亭,2.3,0.62,-,14.6,21,34,19.0,43.83,15.73,28.1,2.119,0.197,1.92,-,11.38,-,83.68,34.0,-
93,臺北市,2008/02/14,中山,3.2,0.84,-,8.6,18,41,24.0,64.91,26.75,38.16,2.449,0.345,2.1,-,10.9,-,81.85,41.0,-
94,臺北市,2008/02/14,萬華,5.9,0.81,-,10.0,17,34,22.0,46.71,13.95,32.75,-,-,-,-,11.05,-,85.64,34.0,-
95,臺北市,2008/02/14,陽明,1.0,0.2,391.9,43.2,45,6,6.0,2.67,1.62,1.05,-,-,-,-,4.89,-,92.42,39.0,-
96,臺北市,2008/02/14,士林,2.1,0.66,-,13.2,22,-,23.0,44.52,12.39,32.14,-,-,-,-,11.34,-,79.98,31.0,-
97,臺北市,2008/02/13,松山,3.2,0.51,388.93,21.6,32,44,28.0,29.22,6.23,22.99,2.134,0.158,1.98,-,9.62,-,76.18,44.0,-
98,臺北市,2008/02/13,古亭,2.8,0.59,-,17.3,28,55,27.0,38.96,12.87,26.09,2.086,0.177,1.91,-,9.32,-,80.86,52.0,-
99,臺北市,2008/02/13,中山,3.2,0.72,-,-,14,55,33.0,45.31,15.53,29.78,2.303,0.273,2.03,-,8.93,-,75.14,52.0,-
100,臺北市,2008/02/13,萬華,5.8,0.74,-,16.4,28,51,31.0,39.71,11.22,28.49,-,-,-,-,9.05,-,81.65,50.0,-
101,臺北市,2008/02/13,陽明,2.0,0.24,393.8,41.4,43,21,18.0,3.75,1.63,2.12,-,-,-,-,2.11,-,92.14,38.0,-
102,臺北市,2008/02/13,士林,3.0,0.34,-,35.6,41,-,22.0,11.59,1.67,9.93,-,-,-,-,9.83,-,66.84,39.0,-
103,臺北市,2008/02/12,松山,5.0,0.56,395.28,27.0,33,38,27.0,22.66,2.72,19.94,2.098,0.132,1.97,-,10.29,-,78.38,38.0,-
104,臺北市,2008/02/12,古亭,4.2,0.74,-,18.3,24,53,37.0,42.87,14.06,28.81,2.137,0.198,1.94,-,9.9,-,84.27,52.0,-
105,臺北市,2008/02/12,中山,5.0,0.78,-,18.3,22,55,38.0,41.58,12.63,28.96,2.32,0.247,2.07,-,9.48,-,79.0,52.0,-
106,臺北市,2008/02/12,萬華,5.3,0.76,-,22.7,27,54,37.0,31.76,6.47,25.29,-,-,-,-,9.75,-,84.36,52.0,-
107,臺北市,2008/02/12,陽明,3.9,0.35,397.17,43.9,49,16,13.0,3.95,1.41,2.54,-,-,-,-,2.84,-,92.69,43.0,-
108,臺北市,2008/02/12,士林,4.8,0.53,-,32.1,39,56,32.0,20.13,2.92,17.21,-,-,-,-,9.81,-,77.95,53.0,-
109,臺北市,2008/02/11,松山,1.1,0.64,398.05,18.6,30,31,25.0,34.05,5.71,28.35,2.188,0.176,2.01,-,12.92,-,88.57,31.0,-
110,臺北市,2008/02/11,古亭,2.4,0.66,-,20.2,31,35,28.0,35.43,9.39,26.04,2.097,0.157,1.94,-,12.8,-,89.19,35.0,-
111,臺北市,2008/02/11,中山,2.8,0.84,-,12.6,21,44,32.0,49.29,13.05,36.23,2.456,0.274,2.18,-,12.29,-,88.19,44.0,-
112,臺北市,2008/02/11,萬華,2.8,0.74,-,20.1,25,35,33.0,32.27,5.76,26.51,-,-,-,-,12.87,-,91.72,35.0,-
113,臺北市,2008/02/11,陽明,1.4,0.32,392.73,45.7,47,6,4.0,3.94,1.96,1.99,-,-,-,-,6.84,-,92.66,40.0,-
114,臺北市,2008/02/11,士林,1.9,0.65,-,17.4,25,43,28.0,30.53,4.14,26.39,-,-,-,-,12.62,-,87.85,43.0,-
115,臺北市,2008/02/10,松山,1.5,0.81,407.88,9.0,12,46,35.0,44.1,9.75,34.34,2.352,0.249,2.1,-,11.83,-,88.61,46.0,-
116,臺北市,2008/02/10,古亭,2.0,0.74,-,10.8,16,41,29.0,38.32,10.43,27.89,2.171,0.182,1.99,-,11.59,-,89.64,41.0,-
117,臺北市,2008/02/10,中山,3.0,0.93,-,5.2,7,50,36.0,53.19,14.7,38.48,2.611,0.322,2.29,-,11.16,-,87.54,50.0,-
118,臺北市,2008/02/10,萬華,2.7,0.95,-,9.2,13,46,36.0,42.4,9.44,32.95,-,-,-,-,11.71,-,92.09,46.0,-
119,臺北市,2008/02/10,陽明,1.1,0.33,392.3,44.3,46,9,8.0,3.17,1.57,1.59,-,-,-,-,5.96,-,92.53,39.0,-
120,臺北市,2008/02/10,士林,2.9,0.93,-,-,10,62,43.0,47.99,10.39,37.6,-,-,-,-,11.71,-,84.09,56.0,-
121,臺北市,2008/02/09,松山,5.9,0.59,395.73,33.3,42,53,47.0,18.1,3.0,15.1,2.061,0.091,1.97,-,10.27,-,81.88,52.0,-
122,臺北市,2008/02/09,古亭,5.5,0.63,-,28.2,38,61,51.0,24.98,5.35,19.64,2.012,0.103,1.91,-,10.3,-,83.73,56.0,-
123,臺北市,2008/02/09,中山,6.4,0.7,-,24.5,35,60,50.0,31.05,6.59,24.47,2.221,0.163,2.06,-,10.03,-,77.41,55.0,-
124,臺北市,2008/02/09,萬華,5.8,0.68,-,29.1,38,54,46.0,22.36,2.38,19.98,-,-,-,-,10.52,-,83.36,52.0,-
125,臺北市,2008/02/09,陽明,5.6,0.44,397.06,46.1,50,15,12.0,4.53,1.48,3.05,-,-,-,-,3.37,-,92.72,46.0,-
126,臺北市,2008/02/09,士林,6.6,0.56,-,37.9,48,54,39.0,15.02,1.8,13.22,-,-,-,-,10.63,-,72.75,52.0,-
127,臺北市,2008/02/08,松山,1.1,0.41,389.14,29.3,34,18,15.0,18.3,2.93,15.37,2.048,0.089,1.96,-,13.05,-,87.15,32.0,-
128,臺北市,2008/02/08,古亭,2.0,0.53,-,22.7,33,27,17.0,29.43,6.77,22.66,2.037,0.126,1.91,-,12.78,-,90.85,30.0,-
129,臺北市,2008/02/08,中山,2.5,0.71,-,15.2,24,30,21.0,41.68,11.12,30.56,2.433,0.248,2.19,-,12.44,-,88.74,30.0,-
130,臺北市,2008/02/08,萬華,1.5,0.64,-,21.1,30,25,20.0,28.95,4.32,24.64,-,-,-,-,12.88,-,93.84,29.0,-
131,臺北市,2008/02/08,陽明,1.4,0.27,389.45,45.3,46,5,4.0,1.97,0.78,1.18,-,-,-,-,6.92,-,92.6,39.0,-
132,臺北市,2008/02/08,士林,1.4,0.47,-,25.9,29,34,14.0,21.25,2.11,19.14,-,-,-,-,12.93,-,85.55,34.0,-
133,臺北市,2008/02/07,松山,3.5,0.51,393.12,29.8,36,40,35.0,20.59,2.73,17.86,2.065,0.099,1.97,-,12.46,-,86.61,40.0,-
134,臺北市,2008/02/07,古亭,3.2,0.48,-,32.8,38,44,34.0,18.58,2.82,15.76,1.941,0.072,1.87,-,12.31,-,88.02,44.0,-
135,臺北市,2008/02/07,中山,3.3,0.59,-,25.1,32,45,36.0,29.03,4.2,24.84,2.195,0.147,2.05,-,11.83,-,86.36,45.0,-
136,臺北市,2008/02/07,萬華,2.6,0.57,-,31.8,38,44,40.0,20.86,2.14,18.72,-,-,-,-,12.67,-,89.0,44.0,-
137,臺北市,2008/02/07,陽明,1.8,0.33,391.66,48.2,51,9,9.0,2.72,1.3,1.42,-,-,-,-,6.2,-,92.71,44.0,-
138,臺北市,2008/02/07,士林,2.2,0.44,-,38.9,43,37,23.0,12.73,1.28,11.45,-,-,-,-,12.47,-,81.03,43.0,-
139,臺北市,2008/02/06,松山,2.6,0.48,392.09,32.6,39,24,20.0,16.95,2.16,14.78,2.059,0.1,1.96,-,13.07,-,81.21,35.0,-
140,臺北市,2008/02/06,古亭,2.2,0.66,-,20.7,28,36,26.0,33.86,7.26,26.6,2.135,0.19,1.94,-,12.61,-,87.75,36.0,-
141,臺北市,2008/02/06,中山,2.7,0.62,-,22.9,29,31,17.0,30.7,5.42,25.28,2.278,0.194,2.08,-,12.29,-,82.58,31.0,-
142,臺北市,2008/02/06,萬華,3.1,0.68,-,25.8,30,32,26.0,27.18,3.4,23.77,-,-,-,-,12.66,-,89.05,33.0,-
143,臺北市,2008/02/06,陽明,1.9,0.3,391.09,47.6,52,8,7.0,3.33,1.65,1.68,-,-,-,-,6.07,-,92.81,46.0,-
144,臺北市,2008/02/06,士林,2.6,0.45,-,37.0,48,28,14.0,15.37,2.47,12.9,-,-,-,-,12.5,-,82.94,46.0,-
145,臺北市,2008/02/05,松山,3.3,1.06,412.06,12.1,24,33,26.0,62.09,22.5,39.59,2.44,0.391,2.05,-,15.95,-,91.07,33.0,-
146,臺北市,2008/02/05,古亭,2.6,0.97,-,15.5,26,34,24.0,51.76,19.55,32.22,2.292,0.333,1.96,-,15.62,-,92.4,34.0,-
147,臺北市,2008/02/05,中山,4.4,1.36,-,10.9,21,44,29.0,87.91,46.71,41.19,2.814,0.553,2.26,-,15.16,-,92.04,44.0,-
148,臺北市,2008/02/05,萬華,3.6,1.02,-,20.0,26,31,27.0,45.48,16.34,29.14,-,-,-,-,15.65,-,95.42,31.0,-
149,臺北市,2008/02/05,陽明,1.7,0.31,391.67,45.2,48,5,3.0,4.07,0.99,3.07,-,-,-,-,10.9,-,92.75,41.0,-
150,臺北市,2008/02/05,士林,2.3,0.78,-,24.4,36,33,20.0,39.02,13.54,25.48,-,-,-,-,15.62,-,88.9,39.0,-
151,臺北市,2008/02/04,松山,5.7,0.84,402.03,16.9,30,71,58.0,50.89,14.63,36.25,2.243,0.26,1.98,-,14.18,-,84.54,60.0,-
152,臺北市,2008/02/04,古亭,4.9,0.8,-,21.9,30,71,56.0,38.52,10.65,27.87,2.081,0.18,1.9,-,14.09,-,85.48,60.0,-
153,臺北市,2008/02/04,中山,6.5,1.04,-,14.8,24,77,-,56.17,19.16,37.02,2.401,0.328,2.07,-,13.77,-,82.31,64.0,-
154,臺北市,2008/02/04,萬華,6.4,0.99,-,19.2,29,69,59.0,42.89,10.57,32.33,-,-,-,-,14.29,-,86.98,60.0,-
155,臺北市,2008/02/04,陽明,4.8,0.44,397.33,48.3,50,15,8.0,3.99,0.92,3.07,-,-,-,-,7.95,-,92.65,43.0,-
156,臺北市,2008/02/04,士林,6.3,0.58,-,38.4,45,69,45.0,16.16,2.05,14.12,-,-,-,-,14.78,-,75.13,60.0,-
157,臺北市,2008/02/03,松山,4.2,0.58,395.97,21.8,24,41,33.0,23.56,3.4,20.16,2.108,0.123,1.99,-,11.84,-,78.45,41.0,-
158,臺北市,2008/02/03,古亭,3.6,0.72,-,13.7,16,51,37.0,34.86,9.15,25.71,2.115,0.169,1.95,-,11.56,-,84.72,50.0,-
159,臺北市,2008/02/03,中山,4.2,0.79,-,11.9,13,55,33.0,40.67,11.59,29.08,2.327,0.238,2.09,-,11.07,-,81.03,52.0,-
160,臺北市,2008/02/03,萬華,3.3,0.74,-,18.1,21,46,36.0,29.45,4.96,24.49,-,-,-,-,11.63,-,84.53,46.0,-
161,臺北市,2008/02/03,陽明,3.5,0.41,399.06,38.3,45,17,12.0,4.99,1.34,3.65,-,-,-,-,4.65,-,92.7,38.0,-
162,臺北市,2008/02/03,士林,3.6,0.57,-,24.9,35,48,31.0,18.94,2.06,16.88,-,-,-,-,11.44,-,80.72,48.0,-
163,臺北市,2008/02/02,松山,3.5,0.7,399.62,10.1,13,20,15.0,43.88,13.61,30.27,2.317,0.296,2.02,-,15.09,-,87.75,20.0,-
164,臺北市,2008/02/02,古亭,2.3,0.83,-,8.5,13,28,17.0,48.13,17.62,30.51,2.304,0.328,1.98,-,14.82,-,90.15,28.0,-
165,臺北市,2008/02/02,中山,2.5,0.93,-,5.5,9,34,-,56.26,23.55,32.7,2.593,0.396,2.2,-,14.42,-,88.37,34.0,-
166,臺北市,2008/02/02,萬華,1.5,0.77,-,11.9,18,20,14.0,36.63,9.03,27.61,-,-,-,-,14.71,-,92.06,27.0,-
167,臺北市,2008/02/02,陽明,1.0,0.28,392.79,35.7,37,5,3.0,4.19,1.43,2.76,-,-,-,-,9.45,-,92.86,34.0,-
168,臺北市,2008/02/02,士林,1.7,0.55,-,14.1,20,26,10.0,29.17,6.24,22.94,-,-,-,-,15.12,-,84.81,26.0,-
169,臺北市,2008/02/01,松山,3.2,0.5,384.02,14.3,22,17,11.0,37.68,10.38,27.29,2.135,0.181,1.95,-,15.41,-,89.83,22.0,-
170,臺北市,2008/02/01,古亭,2.9,0.58,-,16.2,26,23,11.0,37.39,12.23,25.15,2.03,0.158,1.87,-,15.39,-,90.92,27.0,-
171,臺北市,2008/02/01,中山,5.3,0.7,-,11.6,19,22,14.0,46.45,16.75,29.71,2.278,0.265,2.01,-,14.94,-,88.55,22.0,-
172,臺北市,2008/02/01,萬華,3.1,0.58,-,18.0,26,14,9.0,31.74,7.15,24.59,-,-,-,-,15.57,-,91.82,27.0,-
