序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","平均風速 WS_HR (m/sec)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
990,高雄市,2008/02/10,林園,19.4,0.7,-,17.1,34,99,58.0,41.19,12.42,28.77,2.265,0.447,1.82,-,15.5,-,73.6,74.0,-
991,高雄市,2008/02/10,大寮,4.5,0.59,-,26.5,51,94,64.0,20.59,1.81,18.77,-,-,-,-,15.27,-,66.62,72.0,-
992,高雄市,2008/02/10,仁武,12.6,0.55,-,21.5,38,74,58.0,25.14,3.53,21.6,2.303,0.368,1.94,-,15.01,-,73.68,62.0,-
993,高雄市,2008/02/10,橋頭,4.3,0.58,-,24.5,44,78,51.0,19.35,2.15,17.19,-,-,-,-,14.12,-,73.37,64.0,-
994,高雄市,2008/02/10,美濃,1.4,0.51,-,25.2,47,74,54.0,12.86,3.26,9.6,-,-,-,-,14.82,-,78.95,62.0,-
995,高雄市,2008/02/09,左營,5.6,0.5,-,35.9,47,62,48.0,16.88,2.57,14.31,1.99,0.094,1.9,-,14.22,-,72.15,56.0,-
996,高雄市,2008/02/09,楠梓,2.9,0.41,-,35.0,46,64,48.0,16.72,4.54,12.18,1.648,0.052,1.6,-,14.17,-,71.96,57.0,-
997,高雄市,2008/02/09,前金,3.4,0.55,-,35.3,46,73,52.0,17.77,2.93,14.84,2.114,0.1,2.01,-,14.66,-,67.14,62.0,-
998,高雄市,2008/02/09,前鎮,2.6,0.64,-,31.7,44,68,53.0,25.34,5.42,19.92,-,-,-,-,15.19,-,69.22,59.0,-
999,高雄市,2008/02/09,復興,5.1,0.7,-,29.2,40,72,51.0,25.53,5.55,19.98,-,-,-,-,14.58,-,69.91,61.0,-
1000,高雄市,2008/02/09,小港,7.6,0.56,-,28.9,45,65,52.0,25.32,4.03,21.3,1.795,0.144,1.65,-,15.42,-,67.42,58.0,-
1001,高雄市,2008/02/09,鳳山,8.8,0.52,-,31.9,48,76,51.0,21.54,2.7,18.83,1.918,0.159,1.76,-,14.07,-,79.14,63.0,-
1002,高雄市,2008/02/09,林園,11.6,0.55,-,25.8,40,75,49.0,26.49,5.52,20.97,2.305,0.43,1.88,-,15.47,-,73.03,62.0,-
1003,高雄市,2008/02/09,大寮,3.3,0.49,-,33.0,48,79,59.0,14.2,1.06,13.14,-,-,-,-,15.22,-,66.23,64.0,-
1004,高雄市,2008/02/09,仁武,5.6,0.43,-,32.2,45,60,51.0,15.04,1.26,13.77,2.092,0.211,1.88,-,14.97,-,72.5,55.0,-
1005,高雄市,2008/02/09,橋頭,4.3,0.5,-,34.7,46,66,46.0,15.46,1.22,14.22,-,-,-,-,14.11,-,72.12,58.0,-
1006,高雄市,2008/02/09,美濃,1.7,0.48,-,25.0,32,66,49.0,14.13,2.79,11.33,-,-,-,-,14.24,-,81.0,58.0,-
1007,高雄市,2008/02/08,左營,4.5,0.53,-,27.7,43,60,43.0,18.65,2.74,15.92,2.025,0.119,1.91,-,16.12,-,76.94,55.0,-
1008,高雄市,2008/02/08,楠梓,2.4,0.43,-,28.2,44,61,41.0,17.04,4.4,12.64,1.663,0.056,1.61,-,16.31,-,75.99,56.0,-
1009,高雄市,2008/02/08,前金,2.6,0.55,-,26.7,43,65,44.0,19.63,2.93,16.7,2.143,0.114,2.03,-,16.4,-,73.17,58.0,-
1010,高雄市,2008/02/08,前鎮,3.0,0.65,-,24.2,44,67,49.0,28.06,5.3,22.76,-,-,-,-,16.99,-,73.87,58.0,-
1011,高雄市,2008/02/08,復興,5.8,0.72,-,23.7,41,73,47.0,28.58,7.34,21.25,-,-,-,-,16.4,-,74.53,62.0,-
1012,高雄市,2008/02/08,小港,9.1,0.59,-,24.0,48,66,49.0,29.63,5.66,23.97,1.864,0.195,1.67,-,17.38,-,71.43,58.0,-
1013,高雄市,2008/02/08,鳳山,11.3,0.55,-,26.7,50,76,48.0,24.15,4.7,19.45,1.954,0.187,1.77,-,16.15,-,82.16,63.0,-
1014,高雄市,2008/02/08,林園,14.3,0.63,-,22.7,44,86,52.0,31.55,7.96,23.59,2.241,0.41,1.83,-,17.68,-,75.81,68.0,-
1015,高雄市,2008/02/08,大寮,3.5,0.53,-,27.4,53,82,58.0,17.35,1.75,15.59,-,-,-,-,17.49,-,68.61,66.0,-
1016,高雄市,2008/02/08,仁武,7.7,0.47,-,23.9,41,57,46.0,19.23,3.18,16.05,2.187,0.289,1.9,-,17.11,-,76.39,54.0,-
1017,高雄市,2008/02/08,橋頭,3.2,0.49,-,26.3,43,63,40.0,16.92,2.06,14.86,-,-,-,-,16.2,-,76.42,56.0,-
1018,高雄市,2008/02/08,美濃,1.5,0.48,-,25.9,44,64,49.0,12.66,3.06,9.6,-,-,-,-,16.79,-,80.71,57.0,-
1019,高雄市,2008/02/07,左營,6.2,0.65,-,28.3,45,69,58.0,21.42,2.47,18.93,2.13,0.164,1.97,-,15.93,-,76.19,60.0,-
1020,高雄市,2008/02/07,楠梓,3.5,0.54,-,27.3,44,70,54.0,20.13,3.76,16.37,1.769,0.101,1.67,-,15.89,-,76.83,60.0,-
1021,高雄市,2008/02/07,前金,5.0,0.71,-,26.7,44,78,64.0,24.23,4.09,20.14,2.254,0.162,2.09,-,16.45,-,71.46,64.0,-
1022,高雄市,2008/02/07,前鎮,3.8,0.75,-,23.0,44,76,60.0,30.36,4.85,25.51,-,-,-,-,17.1,-,72.3,63.0,-
1023,高雄市,2008/02/07,復興,7.1,0.82,-,22.3,40,77,61.0,31.71,6.85,24.86,-,-,-,-,16.46,-,73.08,64.0,-
1024,高雄市,2008/02/07,小港,9.8,0.67,-,24.7,51,71,57.0,30.44,5.23,25.21,1.946,0.243,1.7,-,17.49,-,69.94,60.0,-
1025,高雄市,2008/02/07,鳳山,13.2,0.69,-,22.5,48,86,60.0,28.37,4.08,24.29,2.094,0.255,1.84,-,16.08,-,81.43,68.0,-
1026,高雄市,2008/02/07,林園,15.8,0.68,-,21.8,46,87,54.0,34.3,7.96,26.34,2.312,0.462,1.85,-,17.81,-,74.9,68.0,-
1027,高雄市,2008/02/07,大寮,5.3,0.64,-,25.4,52,89,70.0,21.07,1.92,19.15,-,-,-,-,17.67,-,66.5,70.0,-
1028,高雄市,2008/02/07,仁武,-,0.58,-,22.4,39,67,55.0,22.8,2.49,20.3,2.36,0.375,1.98,-,16.77,-,76.43,58.0,-
1029,高雄市,2008/02/07,橋頭,3.6,0.59,-,25.8,40,71,53.0,18.37,1.9,16.47,-,-,-,-,15.85,-,76.41,60.0,-
1030,高雄市,2008/02/07,美濃,1.6,0.52,-,25.2,42,67,55.0,12.46,2.82,9.65,-,-,-,-,16.51,-,81.69,58.0,-
1031,高雄市,2008/02/06,左營,3.6,0.5,-,29.2,45,51,40.0,17.31,1.73,15.55,2.038,0.135,1.9,-,16.59,-,76.49,50.0,-
1032,高雄市,2008/02/06,楠梓,2.0,0.42,-,27.1,44,54,37.0,18.04,4.62,13.43,1.671,0.074,1.6,-,16.51,-,76.94,52.0,-
1033,高雄市,2008/02/06,前金,3.7,0.58,-,28.4,44,61,44.0,20.78,3.44,17.34,2.187,0.159,2.03,-,17.08,-,71.55,56.0,-
1034,高雄市,2008/02/06,前鎮,2.3,0.64,-,24.4,41,63,47.0,28.09,4.83,23.25,-,-,-,-,17.53,-,73.28,56.0,-
1035,高雄市,2008/02/06,復興,5.7,0.86,-,21.8,35,70,51.0,29.36,6.39,22.97,-,-,-,-,16.95,-,73.83,60.0,-
1036,高雄市,2008/02/06,小港,6.5,0.65,-,20.1,39,63,48.0,29.75,4.79,24.96,1.911,0.249,1.66,-,18.06,-,70.52,56.0,-
1037,高雄市,2008/02/06,鳳山,10.1,0.55,-,21.7,39,71,47.0,25.63,4.76,20.87,1.981,0.218,1.76,-,16.54,-,82.38,60.0,-
1038,高雄市,2008/02/06,林園,16.2,0.64,-,19.5,41,78,46.0,39.82,12.46,27.36,2.422,0.571,1.85,-,18.83,-,73.3,64.0,-
1039,高雄市,2008/02/06,大寮,4.4,0.53,-,20.9,40,74,54.0,20.68,2.45,18.22,-,-,-,-,18.01,-,68.97,62.0,-
1040,高雄市,2008/02/06,仁武,-,0.47,-,21.9,38,51,42.0,21.1,2.49,18.59,2.224,0.335,1.89,-,17.36,-,76.97,50.0,-
1041,高雄市,2008/02/06,橋頭,3.2,0.47,-,26.7,43,57,38.0,17.69,2.17,15.51,-,-,-,-,16.44,-,77.02,54.0,-
1042,高雄市,2008/02/06,美濃,0.9,0.47,-,24.1,42,49,35.0,13.18,3.53,9.65,-,-,-,-,17.62,-,80.2,49.0,-
1043,高雄市,2008/02/05,左營,5.3,0.84,-,21.1,45,85,67.0,39.51,11.43,28.08,2.325,0.335,1.99,-,18.25,-,81.9,68.0,-
1044,高雄市,2008/02/05,楠梓,3.1,0.7,-,18.4,40,93,67.0,36.85,11.25,25.6,1.865,0.193,1.67,-,18.25,-,82.67,72.0,-
1045,高雄市,2008/02/05,前金,6.4,0.93,-,19.5,42,99,79.0,41.89,11.94,29.95,2.51,0.38,2.13,-,18.7,-,77.4,74.0,-
1046,高雄市,2008/02/05,前鎮,3.8,1.13,-,18.3,42,107,80.0,56.1,19.17,36.93,-,-,-,-,19.4,-,77.26,78.0,-
1047,高雄市,2008/02/05,復興,8.1,1.41,-,16.4,36,110,82.0,61.05,23.35,37.7,-,-,-,-,18.79,-,78.03,80.0,-
1048,高雄市,2008/02/05,小港,8.1,1.03,-,19.1,49,97,73.0,58.39,19.76,38.63,2.241,0.485,1.76,-,19.89,-,74.73,74.0,-
1049,高雄市,2008/02/05,鳳山,10.1,0.93,-,21.8,49,116,77.0,47.35,16.67,30.68,2.319,0.465,1.85,-,18.42,-,85.63,83.0,-
1050,高雄市,2008/02/05,林園,16.4,0.84,-,21.6,45,116,67.0,51.29,19.64,31.65,2.667,0.699,1.97,-,20.61,-,77.4,83.0,-
1051,高雄市,2008/02/05,大寮,5.4,0.82,-,22.5,50,124,85.0,41.26,12.51,28.76,-,-,-,-,20.03,-,71.43,87.0,-
1052,高雄市,2008/02/05,仁武,-,0.8,-,15.5,37,94,70.0,46.63,13.4,33.24,-,-,-,-,19.17,-,82.33,72.0,-
1053,高雄市,2008/02/05,橋頭,4.0,0.77,-,17.2,38,-,-,36.66,9.88,26.78,-,-,-,-,18.14,-,83.16,38.0,-
1054,高雄市,2008/02/05,美濃,1.2,0.6,-,23.7,48,74,55.0,18.15,4.46,13.69,-,-,-,-,19.71,-,82.91,62.0,-
1055,高雄市,2008/02/04,左營,7.1,0.84,-,13.4,29,99,78.0,40.49,8.6,31.89,2.276,0.283,1.99,-,16.31,-,78.58,74.0,-
1056,高雄市,2008/02/04,楠梓,4.1,0.7,-,10.7,24,103,75.0,40.0,11.18,28.83,1.879,0.185,1.69,-,16.05,-,80.35,76.0,-
1057,高雄市,2008/02/04,前金,5.8,0.91,-,12.4,28,106,82.0,42.9,8.47,34.43,2.459,0.336,2.12,-,16.92,-,73.07,78.0,-
1058,高雄市,2008/02/04,前鎮,5.4,1.17,-,12.2,28,112,82.0,59.79,21.07,38.73,-,-,-,-,17.65,-,73.54,81.0,-
1059,高雄市,2008/02/04,復興,11.0,1.51,-,11.1,22,118,-,71.48,30.96,40.52,-,-,-,-,17.11,-,74.1,84.0,-
1060,高雄市,2008/02/04,小港,12.1,1.03,-,11.7,29,97,73.0,65.99,26.89,39.1,2.218,0.483,1.74,-,18.19,-,71.1,74.0,-
1061,高雄市,2008/02/04,鳳山,15.3,0.89,-,12.6,29,118,76.0,54.78,22.28,32.49,2.36,0.504,1.86,-,16.55,-,83.51,84.0,-
1062,高雄市,2008/02/04,林園,29.1,0.75,-,14.3,35,107,62.0,55.94,22.99,32.95,2.571,0.654,1.92,-,18.71,-,75.87,78.0,-
1063,高雄市,2008/02/04,大寮,8.6,0.78,-,13.1,33,121,85.0,45.54,16.21,29.33,-,-,-,-,18.09,-,69.35,86.0,-
1064,高雄市,2008/02/04,仁武,9.6,0.77,-,8.7,20,99,72.0,51.56,17.9,33.66,-,-,-,-,17.13,-,79.48,74.0,-
1065,高雄市,2008/02/04,橋頭,5.4,0.8,-,9.5,21,101,-,41.72,10.08,31.64,-,-,-,-,15.84,-,81.16,76.0,-
1066,高雄市,2008/02/04,美濃,1.6,0.63,-,12.0,25,84,66.0,20.8,5.22,15.58,-,-,-,-,16.41,-,88.39,67.0,-
1067,高雄市,2008/02/03,左營,4.3,0.62,-,14.8,21,44,37.0,27.64,3.19,24.45,2.153,0.2,1.95,-,15.67,-,81.24,44.0,-
1068,高雄市,2008/02/03,楠梓,3.5,0.52,-,9.4,15,49,34.0,31.31,8.09,23.22,1.784,0.128,1.66,-,15.52,-,81.44,49.0,-
1069,高雄市,2008/02/03,前金,2.6,0.69,-,12.6,16,53,41.0,30.04,5.5,24.52,2.315,0.237,2.08,-,16.1,-,77.23,52.0,-
1070,高雄市,2008/02/03,前鎮,3.0,0.84,-,9.2,12,57,43.0,47.18,15.26,31.92,-,-,-,-,16.88,-,77.97,54.0,-
1071,高雄市,2008/02/03,復興,6.7,1.02,-,9.8,13,65,-,51.83,20.25,31.58,-,-,-,-,16.38,-,78.46,58.0,-
1072,高雄市,2008/02/03,小港,11.8,0.8,-,6.0,8,54,39.0,55.28,21.05,34.23,2.126,0.411,1.72,-,17.39,-,76.4,52.0,-
1073,高雄市,2008/02/03,鳳山,11.4,0.67,-,9.6,14,59,40.0,42.59,14.15,28.45,2.205,0.382,1.82,-,15.77,-,87.26,54.0,-
1074,高雄市,2008/02/03,林園,18.2,0.66,-,7.2,14,66,40.0,53.23,20.31,32.93,2.499,0.591,1.91,-,17.91,-,82.79,58.0,-
1075,高雄市,2008/02/03,大寮,4.5,0.63,-,9.4,15,75,48.0,32.86,7.34,25.52,-,-,-,-,16.96,-,76.43,62.0,-
1076,高雄市,2008/02/03,仁武,7.1,0.55,-,8.3,13,42,38.0,36.11,8.54,27.56,-,-,-,-,16.39,-,82.18,42.0,-
1077,高雄市,2008/02/03,橋頭,3.4,0.57,-,13.3,20,52,36.0,27.13,4.5,22.63,-,-,-,-,15.43,-,81.15,51.0,-
1078,高雄市,2008/02/03,美濃,1.2,0.47,-,13.4,16,39,30.0,15.85,4.19,11.66,-,-,-,-,16.61,-,88.54,39.0,-
1079,高雄市,2008/02/02,左營,5.2,0.53,-,21.6,44,83,57.0,28.25,5.2,23.04,2.149,0.215,1.93,-,18.73,-,76.53,66.0,-
1080,高雄市,2008/02/02,楠梓,3.7,0.44,-,18.9,38,82,47.0,29.6,8.01,21.59,1.754,0.134,1.62,-,18.66,-,76.76,66.0,-
1081,高雄市,2008/02/02,前金,4.7,0.58,-,20.1,41,88,61.0,30.68,6.16,24.51,2.306,0.245,2.06,-,19.27,-,71.38,69.0,-
1082,高雄市,2008/02/02,前鎮,2.7,0.76,-,18.0,37,105,64.0,42.61,11.19,31.43,-,-,-,-,19.87,-,72.51,78.0,-
1083,高雄市,2008/02/02,復興,5.7,0.87,-,17.6,35,97,65.0,42.73,12.75,29.98,-,-,-,-,19.21,-,73.29,74.0,-
1084,高雄市,2008/02/02,小港,9.2,0.7,-,17.8,40,96,64.0,49.97,17.4,32.56,2.066,0.371,1.69,-,20.42,-,69.58,73.0,-
1085,高雄市,2008/02/02,鳳山,11.7,0.63,-,18.0,38,106,62.0,43.16,13.85,29.31,2.171,0.376,1.8,-,18.93,-,81.63,78.0,-
1086,高雄市,2008/02/02,林園,20.2,0.65,-,21.4,47,127,68.0,57.15,22.25,34.89,2.627,0.696,1.93,-,20.97,-,73.43,88.0,-
1087,高雄市,2008/02/02,大寮,6.7,0.57,-,20.7,42,129,80.0,35.8,10.26,25.54,-,-,-,-,20.28,-,67.82,90.0,-
1088,高雄市,2008/02/02,仁武,7.7,0.48,-,15.9,36,82,55.0,34.83,7.69,27.14,2.48,0.482,2.0,-,19.55,-,76.84,66.0,-
1089,高雄市,2008/02/02,橋頭,4.4,0.49,-,18.1,38,86,56.0,28.06,4.79,23.27,-,-,-,-,18.62,-,77.06,68.0,-
1090,高雄市,2008/02/02,美濃,1.6,0.45,-,24.1,43,77,53.0,16.38,3.85,12.53,-,-,-,-,19.77,-,79.27,64.0,-
1091,高雄市,2008/02/01,左營,7.1,0.66,-,20.0,44,65,47.0,37.45,7.69,29.76,2.274,0.303,1.97,-,18.51,-,75.27,58.0,-
1092,高雄市,2008/02/01,楠梓,3.9,0.54,-,19.1,44,78,44.0,37.43,11.37,26.07,1.829,0.187,1.64,-,18.56,-,74.85,64.0,-
1093,高雄市,2008/02/01,前金,6.7,0.75,-,19.8,47,74,47.0,38.93,9.12,29.81,2.439,0.341,2.1,-,18.92,-,70.87,62.0,-
1094,高雄市,2008/02/01,前鎮,5.1,0.98,-,13.8,42,90,58.0,58.03,19.59,38.45,-,-,-,-,19.6,-,71.66,70.0,-
1095,高雄市,2008/02/01,復興,10.4,1.26,-,18.4,43,83,61.0,62.39,24.33,38.05,-,-,-,-,19.09,-,71.93,66.0,-
1096,高雄市,2008/02/01,小港,13.2,0.91,-,18.6,50,85,53.0,70.26,28.36,41.9,2.28,0.54,1.74,-,20.24,-,68.63,68.0,-
1097,高雄市,2008/02/01,鳳山,14.5,0.78,-,21.8,55,94,57.0,53.9,19.91,34.0,2.308,0.488,1.82,-,18.86,-,80.0,72.0,-
1098,高雄市,2008/02/01,林園,19.1,0.81,-,27.5,69,108,60.0,56.36,20.66,35.7,2.45,0.576,1.87,-,20.39,-,74.76,79.0,-
1099,高雄市,2008/02/01,大寮,10.9,0.79,-,22.7,61,119,71.0,48.66,13.46,35.19,-,-,-,-,20.47,-,64.75,84.0,-
1100,高雄市,2008/02/01,仁武,12.4,0.61,-,15.0,39,72,48.0,51.77,16.77,35.0,2.773,0.716,2.06,-,19.53,-,74.78,61.0,-
1101,高雄市,2008/02/01,橋頭,4.8,0.59,-,16.7,38,79,48.0,35.89,8.41,27.48,-,-,-,-,18.42,-,75.71,64.0,-
1102,高雄市,2008/02/01,美濃,2.7,0.57,-,22.1,50,73,51.0,25.53,6.45,19.08,-,-,-,-,19.36,-,78.53,62.0,-
1103,基隆市,2008/02/29,基隆,5.8,0.64,-,15.3,31,52,33.0,43.06,13.61,29.45,2.13,0.271,1.86,-,13.87,-,75.67,51.0,-
1104,基隆市,2008/02/28,基隆,1.8,0.5,-,24.4,36,30,16.0,23.77,6.74,17.01,2.04,0.202,1.84,-,13.48,-,66.65,34.0,-
1105,基隆市,2008/02/27,基隆,7.0,0.44,-,35.0,42,77,49.0,11.24,1.26,9.98,1.808,0.083,1.73,-,12.59,-,57.74,64.0,-
1106,基隆市,2008/02/26,基隆,5.1,0.54,-,18.1,35,36,30.0,34.07,12.5,21.56,1.993,0.244,1.75,-,14.53,-,84.38,36.0,-
1107,基隆市,2008/02/25,基隆,3.4,0.47,-,26.5,34,32,18.0,26.95,10.47,16.45,1.943,0.2,1.74,-,19.25,-,65.81,32.0,-
1108,基隆市,2008/02/24,基隆,0.6,0.24,-,38.8,41,38,18.0,5.71,0.59,5.14,1.675,0.041,1.63,-,15.69,-,64.29,38.0,-
1109,基隆市,2008/02/23,基隆,5.1,0.8,-,31.1,51,97,80.0,27.95,7.17,20.78,2.108,0.27,1.84,-,17.43,-,82.16,74.0,-
1110,基隆市,2008/02/22,基隆,5.0,1.21,-,14.6,33,82,58.0,71.67,27.87,43.8,2.836,0.676,2.16,-,18.99,-,78.81,66.0,-
1111,基隆市,2008/02/21,基隆,3.6,1.0,-,22.7,33,69,54.0,42.12,18.01,24.1,2.328,0.399,1.93,-,17.83,-,84.76,60.0,-
1112,基隆市,2008/02/20,基隆,1.8,0.36,-,35.2,39,34,25.0,8.37,1.04,7.32,1.77,0.064,1.71,-,15.89,-,85.28,34.0,-
1113,基隆市,2008/02/19,基隆,0.7,0.27,-,35.8,39,10,7.0,6.53,1.04,5.49,1.715,0.041,1.67,-,15.33,-,88.47,34.0,-
1114,基隆市,2008/02/18,基隆,0.7,0.3,-,41.1,45,32,23.0,7.9,1.16,6.74,1.728,0.058,1.67,-,16.42,-,86.32,40.0,-
1115,基隆市,2008/02/17,基隆,0.7,0.38,-,35.0,43,30,21.0,13.3,4.22,9.07,1.872,0.133,1.74,-,16.58,-,82.7,38.0,-
1116,基隆市,2008/02/16,基隆,1.7,0.41,-,37.8,46,46,30.0,16.33,3.16,13.15,1.945,0.139,1.81,-,15.37,-,63.01,46.0,-
1117,基隆市,2008/02/15,基隆,3.5,0.35,-,46.9,52,43,29.0,8.95,1.13,7.82,1.789,0.065,1.72,-,12.47,-,59.67,46.0,-
1118,基隆市,2008/02/14,基隆,0.5,0.35,-,33.0,37,18,12.0,13.6,1.98,11.6,1.835,0.103,1.73,-,11.89,-,78.44,34.0,-
1119,基隆市,2008/02/13,基隆,1.3,0.3,-,37.6,40,36,20.0,7.35,0.72,6.62,1.778,0.063,1.72,-,10.44,-,68.52,36.0,-
1120,基隆市,2008/02/12,基隆,4.3,0.37,-,39.8,45,39,26.0,8.83,0.74,8.07,1.782,0.061,1.72,-,10.46,-,78.12,39.0,-
1121,基隆市,2008/02/11,基隆,2.3,0.45,-,35.9,40,24,21.0,14.47,1.55,12.92,1.829,0.076,1.75,-,12.96,-,88.67,38.0,-
1122,基隆市,2008/02/10,基隆,2.0,0.43,-,35.2,43,34,25.0,11.68,1.54,10.14,1.829,0.075,1.75,-,12.74,-,82.46,37.0,-
1123,基隆市,2008/02/09,基隆,5.4,0.49,-,42.4,48,61,50.0,7.39,0.77,6.59,1.787,0.053,1.73,-,10.45,-,84.32,56.0,-
1124,基隆市,2008/02/08,基隆,0.6,0.33,-,40.3,42,21,15.0,6.49,1.13,5.36,1.732,0.04,1.69,-,13.18,-,87.58,37.0,-
1125,基隆市,2008/02/07,基隆,2.0,0.37,-,43.6,47,33,26.0,5.95,0.76,5.18,1.688,0.041,1.65,-,13.0,-,81.58,41.0,-
1126,基隆市,2008/02/06,基隆,3.1,0.36,-,42.1,46,28,20.0,8.02,0.95,7.06,1.75,0.05,1.7,-,13.02,-,84.66,42.0,-
1127,基隆市,2008/02/05,基隆,3.9,0.66,-,26.2,35,22,19.0,31.85,10.69,21.17,2.02,0.211,1.81,-,16.25,-,90.71,36.0,-
1128,基隆市,2008/02/04,基隆,4.1,0.58,-,37.4,41,55,47.0,14.07,1.68,12.37,1.85,0.104,1.75,-,14.4,-,84.81,52.0,-
1129,基隆市,2008/02/03,基隆,3.7,0.48,-,33.9,39,40,32.0,9.81,0.95,8.84,1.823,0.088,1.74,-,12.09,-,78.07,40.0,-
1130,基隆市,2008/02/02,基隆,4.2,0.42,-,20.5,25,12,9.0,24.03,4.24,19.79,1.897,0.132,1.77,-,15.13,-,90.02,27.0,-
1131,基隆市,2008/02/01,基隆,1.3,0.29,-,33.5,36,9,6.0,7.72,0.97,6.74,1.757,0.056,1.7,-,15.48,-,89.84,32.0,-
1132,新竹市,2008/02/29,新竹,7.5,0.75,-,17.2,33,100,63.0,54.16,19.07,35.09,2.648,0.444,2.2,-,13.58,-,75.42,75.0,-
1133,新竹市,2008/02/28,新竹,6.0,0.52,-,29.7,44,54,32.0,32.02,9.41,22.6,2.296,0.28,2.02,-,13.23,-,63.88,52.0,-
1134,新竹市,2008/02/27,新竹,7.2,0.49,-,32.3,37,102,64.0,18.82,1.13,17.67,2.117,0.188,1.93,-,11.31,-,61.18,76.0,-
1135,新竹市,2008/02/26,新竹,3.0,0.49,-,19.5,31,51,39.0,24.41,6.04,18.36,2.248,0.241,2.01,-,13.39,-,84.96,50.0,-
1136,新竹市,2008/02/25,新竹,3.3,0.57,-,19.6,35,60,33.0,34.83,11.72,23.11,2.709,0.358,2.35,-,15.43,-,80.67,55.0,-
1137,新竹市,2008/02/24,新竹,3.1,0.33,-,39.6,44,52,32.0,13.81,1.19,12.62,2.036,0.12,1.92,-,16.14,-,65.56,51.0,-
1138,新竹市,2008/02/23,新竹,6.8,0.84,-,25.9,48,104,90.0,45.88,13.69,32.19,2.543,0.375,2.17,-,17.74,-,79.54,77.0,-
1139,新竹市,2008/02/22,新竹,5.5,1.25,-,17.6,42,151,111.0,61.72,25.68,36.04,2.901,0.541,2.36,-,16.61,-,86.1,100.0,-
1140,新竹市,2008/02/21,新竹,4.8,0.8,-,34.8,54,130,102.0,32.58,6.61,25.97,2.456,0.362,2.09,-,17.32,-,79.88,90.0,-
1141,新竹市,2008/02/20,新竹,2.1,0.39,-,35.7,37,46,34.0,18.3,1.02,17.28,2.097,0.161,1.94,-,15.95,-,79.54,46.0,-
1142,新竹市,2008/02/19,新竹,2.5,0.3,-,34.5,37,21,17.0,15.29,1.24,14.03,2.047,0.15,1.9,-,15.29,-,83.18,36.0,-
1143,新竹市,2008/02/18,新竹,4.4,0.35,-,36.4,41,37,29.0,15.29,1.45,13.83,2.111,0.188,1.92,-,17.06,-,77.06,44.0,-
1144,新竹市,2008/02/17,新竹,3.9,0.34,-,32.4,38,44,33.0,16.7,1.96,14.72,2.074,0.132,1.94,-,17.84,-,70.3,44.0,-
1145,新竹市,2008/02/16,新竹,-,-,-,-,38,-,-,-,-,-,-,-,-,-,-,-,-,35.0,-
1146,新竹市,2008/02/15,新竹,-,-,-,-,36,-,-,-,-,-,-,-,-,-,-,-,-,33.0,-
1147,新竹市,2008/02/14,新竹,4.9,0.44,-,20.1,25,34,25.0,26.58,3.51,23.07,2.21,0.242,1.97,-,11.49,-,76.54,34.0,-
1148,新竹市,2008/02/13,新竹,-,-,-,-,28,-,-,-,-,-,-,-,-,-,-,-,-,25.0,-
1149,新竹市,2008/02/12,新竹,7.0,0.51,-,29.5,30,50,42.0,17.28,1.46,15.82,2.095,0.169,1.93,-,9.75,-,82.27,50.0,-
1150,新竹市,2008/02/11,新竹,3.6,0.4,-,33.7,36,33,30.0,13.81,0.61,13.2,2.038,0.092,1.95,-,12.53,-,84.45,33.0,-
1151,新竹市,2008/02/10,新竹,3.3,0.44,-,31.1,36,47,36.0,13.85,0.76,13.06,2.049,0.106,1.94,-,11.86,-,81.3,47.0,-
1152,新竹市,2008/02/09,新竹,6.7,0.5,-,38.9,45,68,59.0,12.38,0.79,11.58,2.015,0.093,1.92,-,9.68,-,81.97,59.0,-
1153,新竹市,2008/02/08,新竹,2.7,0.31,-,37.5,39,25,23.0,9.79,0.43,9.34,1.954,0.064,1.89,-,12.72,-,84.47,35.0,-
1154,新竹市,2008/02/07,新竹,3.6,0.43,-,37.9,46,36,34.0,11.36,0.63,10.72,2.028,0.093,1.94,-,12.37,-,82.9,42.0,-
1155,新竹市,2008/02/06,新竹,4.7,0.41,-,37.7,45,36,31.0,11.59,0.7,10.93,2.004,0.091,1.91,-,11.69,-,85.81,42.0,-
1156,新竹市,2008/02/05,新竹,3.6,0.72,-,20.1,35,34,31.0,30.11,5.88,24.23,2.398,0.266,2.13,-,14.58,-,91.88,34.0,-
1157,新竹市,2008/02/04,新竹,7.9,0.66,-,24.4,33,75,64.0,26.3,2.09,24.22,2.199,0.218,1.98,-,14.08,-,78.82,62.0,-
1158,新竹市,2008/02/03,新竹,4.2,0.52,-,26.1,30,48,38.0,15.73,1.02,14.71,2.095,0.145,1.95,-,11.06,-,79.67,48.0,-
