序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
48,臺北市,1999/11/24,陽明,2.3,0.04,41.9,-,14,-,3.17,0.1,3.07,-,-,-,17.4,-,91.0,45.0,-
49,臺北市,1999/11/24,士林,2.5,0.72,18.5,-,39,-,38.49,17.18,21.31,-,-,-,23.8,-,-,40.0,-
50,臺北市,1999/11/23,松山,5.6,0.97,7.1,-,-,-,65.69,34.25,31.44,-,-,-,23.13,-,-,39.0,-
51,臺北市,1999/11/23,古亭,2.9,1.05,9.7,-,-,18,55.91,28.14,27.77,2.458,0.39,2.07,23.68,-,-,20.0,-
52,臺北市,1999/11/23,中山,5.7,1.05,-,-,46,-,56.17,26.4,29.76,2.917,0.49,2.43,24.01,-,-,46.0,-
53,臺北市,1999/11/23,大同,8.7,4.02,-,-,48,-,181.02,137.09,43.92,4.751,2.13,2.62,24.54,-,-,62.0,-
54,臺北市,1999/11/23,萬華,3.6,1.1,11.0,-,32,-,45.31,14.6,30.71,-,-,-,23.91,-,-,32.0,-
55,臺北市,1999/11/23,陽明,2.2,0.02,38.7,-,14,-,3.35,0.25,3.1,-,-,-,18.11,-,87.0,41.0,-
56,臺北市,1999/11/23,士林,2.6,0.7,14.9,-,31,-,32.05,12.92,19.13,-,-,-,23.91,-,-,31.0,-
57,臺北市,1999/11/22,松山,6.9,1.3,17.2,-,-,-,78.32,33.22,45.11,-,-,-,23.13,-,-,77.0,-
58,臺北市,1999/11/22,古亭,4.4,1.26,14.5,-,54,36,69.13,32.27,36.86,2.901,0.69,2.21,23.49,-,-,59.0,-
59,臺北市,1999/11/22,中山,4.8,1.41,17.2,-,61,-,68.0,30.66,37.34,2.954,0.55,2.41,23.9,-,-,59.0,-
60,臺北市,1999/11/22,大同,6.3,3.32,-,-,57,-,153.14,107.57,45.57,4.009,1.62,2.39,24.51,-,-,53.0,-
61,臺北市,1999/11/22,萬華,4.4,1.4,18.8,-,54,-,55.32,17.13,38.18,-,-,-,23.8,-,-,56.0,-
62,臺北市,1999/11/22,陽明,1.1,0.15,45.7,-,15,-,5.13,0.58,4.55,-,-,-,19.14,-,80.0,85.0,-
63,臺北市,1999/11/22,士林,2.0,1.22,12.6,-,40,-,49.7,21.5,28.21,-,-,-,23.37,-,-,40.0,-
64,臺北市,1999/11/21,松山,3.2,0.94,18.9,-,-,-,54.03,19.4,34.62,-,-,-,22.07,-,-,53.0,-
65,臺北市,1999/11/21,古亭,3.1,1.12,20.1,-,31,21,52.97,18.41,34.57,2.601,0.44,2.16,22.81,-,-,49.0,-
66,臺北市,1999/11/21,中山,2.6,1.1,17.1,-,37,-,51.47,15.31,36.16,2.706,0.41,2.3,22.87,-,-,40.0,-
67,臺北市,1999/11/21,大同,4.1,2.68,-,-,36,-,129.54,86.47,43.07,3.603,1.24,2.36,23.55,-,-,42.0,-
68,臺北市,1999/11/21,萬華,2.6,1.21,22.6,-,26,-,42.46,9.84,32.62,-,-,-,22.9,-,-,49.0,-
69,臺北市,1999/11/21,陽明,0.4,0.11,44.9,-,12,-,2.22,0.32,1.9,-,-,-,16.51,-,98.0,46.0,-
70,臺北市,1999/11/21,士林,0.7,0.93,18.5,-,26,-,26.64,15.73,10.91,-,-,-,22.32,-,-,33.0,-
71,臺北市,1999/11/20,松山,3.9,0.78,10.7,-,-,-,51.28,15.52,35.76,-,-,-,20.26,-,-,20.0,-
72,臺北市,1999/11/20,古亭,2.5,0.88,15.0,-,25,14,42.95,11.11,31.84,2.296,0.29,2.01,20.8,-,-,25.0,-
73,臺北市,1999/11/20,中山,2.9,0.95,16.0,-,27,-,44.06,11.56,32.5,2.297,0.18,2.12,21.3,-,-,27.0,-
74,臺北市,1999/11/20,大同,6.5,4.11,-,-,45,-,189.31,139.59,49.72,4.213,1.96,2.25,22.18,-,-,58.0,-
75,臺北市,1999/11/20,萬華,3.5,1.03,17.5,-,24,-,40.15,6.45,33.7,-,-,-,21.15,-,-,24.0,-
76,臺北市,1999/11/20,陽明,0.2,0.13,48.9,-,12,-,1.44,0.2,1.24,-,-,-,15.36,-,99.0,46.0,-
77,臺北市,1999/11/20,士林,-,0.4,28.3,-,21,-,8.82,1.53,7.29,-,-,-,22.15,-,-,29.0,-
78,臺北市,1999/11/19,松山,7.2,0.92,7.5,-,-,-,70.43,32.18,38.25,-,-,-,21.08,-,-,42.0,-
79,臺北市,1999/11/19,古亭,4.9,0.88,13.5,-,27,13,50.79,17.15,33.64,2.444,0.37,2.07,21.66,-,-,27.0,-
80,臺北市,1999/11/19,中山,7.7,0.98,11.5,-,34,-,56.2,20.83,35.37,2.59,0.38,2.21,21.89,-,-,34.0,-
81,臺北市,1999/11/19,大同,11.8,4.31,-,-,62,-,200.38,151.97,48.42,4.278,2.01,2.27,22.57,-,-,69.0,-
82,臺北市,1999/11/19,萬華,6.0,1.07,13.9,-,26,-,48.55,11.42,37.13,-,-,-,21.71,-,-,26.0,-
83,臺北市,1999/11/19,陽明,0.6,0.07,44.0,-,12,-,1.98,0.22,1.76,-,-,-,15.61,-,94.0,38.0,-
84,臺北市,1999/11/19,士林,2.8,0.6,19.3,-,28,-,28.6,11.6,17.0,-,-,-,22.05,-,-,30.0,-
85,臺北市,1999/11/18,松山,5.5,0.8,13.6,-,77,-,57.03,19.64,37.39,-,-,-,18.41,-,-,64.0,-
86,臺北市,1999/11/18,古亭,2.9,0.74,20.1,-,54,28,41.34,11.43,29.91,2.517,0.34,2.18,18.79,-,-,52.0,-
87,臺北市,1999/11/18,中山,3.3,0.88,15.7,-,65,-,46.18,11.0,35.17,2.519,0.32,2.2,18.92,-,-,58.0,-
88,臺北市,1999/11/18,大同,6.6,3.96,-,-,63,-,196.01,144.7,51.31,4.344,2.09,2.25,19.72,-,-,67.0,-
89,臺北市,1999/11/18,萬華,2.8,0.83,20.3,-,51,-,37.47,4.57,32.9,-,-,-,18.81,-,-,51.0,-
90,臺北市,1999/11/18,陽明,0.9,0.06,47.9,-,16,-,2.4,0.12,2.28,-,-,-,11.82,-,97.0,46.0,-
91,臺北市,1999/11/18,士林,2.1,0.42,31.0,-,42,-,7.54,1.4,6.14,-,-,-,19.21,-,-,42.0,-
92,臺北市,1999/11/17,松山,2.6,0.48,19.1,-,43,-,36.12,9.57,26.55,-,-,-,19.37,-,-,42.0,-
93,臺北市,1999/11/17,古亭,2.4,0.73,15.5,-,40,15,46.82,15.91,30.91,2.474,0.36,2.11,19.71,-,-,40.0,-
94,臺北市,1999/11/17,中山,2.6,0.67,17.7,-,28,-,39.48,8.42,31.05,2.313,0.2,2.11,20.05,-,-,28.0,-
95,臺北市,1999/11/17,大同,6.8,3.25,-,-,40,-,179.79,133.08,46.71,3.907,1.73,2.17,20.84,-,-,44.0,-
96,臺北市,1999/11/17,萬華,1.7,0.8,19.0,-,23,-,38.54,7.57,30.97,-,-,-,19.79,-,-,24.0,-
97,臺北市,1999/11/17,陽明,0.4,0.12,44.8,-,12,-,1.05,0.08,0.96,-,-,-,12.02,-,96.0,40.0,-
98,臺北市,1999/11/17,士林,0.4,0.25,29.4,-,18,-,10.68,2.33,8.35,-,-,-,19.92,-,-,31.0,-
99,臺北市,1999/11/16,松山,1.9,0.47,21.9,-,61,-,34.39,11.1,23.29,-,-,-,17.36,-,-,56.0,-
100,臺北市,1999/11/16,古亭,1.9,0.72,18.3,-,40,25,44.13,17.02,27.11,2.422,0.35,2.07,17.34,-,-,40.0,-
101,臺北市,1999/11/16,中山,1.7,0.8,18.0,-,53,-,53.65,26.41,27.24,2.518,0.32,2.22,17.81,-,-,52.0,-
102,臺北市,1999/11/16,大同,6.3,3.52,-,-,60,-,187.24,145.05,42.18,4.116,1.86,2.25,18.65,-,-,71.0,-
103,臺北市,1999/11/16,萬華,1.8,0.76,16.8,-,42,-,37.94,7.54,30.4,-,-,-,17.39,-,-,42.0,-
104,臺北市,1999/11/16,陽明,0.7,0.07,41.0,-,14,-,-,-,-,-,-,-,9.75,-,94.0,37.0,-
105,臺北市,1999/11/16,士林,0.2,0.27,30.0,-,30,-,12.47,2.25,10.22,-,-,-,17.7,-,-,34.0,-
106,臺北市,1999/11/15,松山,1.9,0.44,29.8,-,67,-,26.17,4.28,21.89,-,-,-,20.09,-,-,59.0,-
107,臺北市,1999/11/15,古亭,1.7,0.72,28.1,-,50,35,32.2,5.97,26.23,2.405,0.28,2.12,20.38,-,-,50.0,-
108,臺北市,1999/11/15,中山,1.7,0.72,25.0,-,56,-,40.9,13.97,26.93,2.533,0.3,2.24,20.55,-,-,53.0,-
109,臺北市,1999/11/15,大同,4.2,1.88,-,-,52,-,100.35,60.25,40.1,3.0,0.77,2.22,21.19,-,-,51.0,-
110,臺北市,1999/11/15,萬華,2.4,0.81,26.3,-,59,-,32.08,3.62,28.46,-,-,-,20.42,-,-,54.0,-
111,臺北市,1999/11/15,陽明,1.0,0.05,51.8,-,17,-,-,-,-,-,-,-,12.13,-,94.0,64.0,-
112,臺北市,1999/11/15,士林,0.9,0.33,32.8,-,39,-,15.41,1.72,13.68,-,-,-,20.03,-,-,43.0,-
113,臺北市,1999/11/14,松山,4.3,0.63,18.6,-,50,-,42.64,11.44,31.2,-,-,-,21.75,-,-,50.0,-
114,臺北市,1999/11/14,古亭,2.8,0.71,24.6,-,36,20,40.82,13.15,27.67,2.392,0.25,2.15,22.4,-,-,36.0,-
115,臺北市,1999/11/14,中山,2.1,0.83,19.6,-,47,-,44.9,11.03,33.86,2.607,0.29,2.32,22.72,-,-,47.0,-
116,臺北市,1999/11/14,大同,5.3,2.51,-,-,49,-,138.61,93.01,46.59,3.54,1.17,2.37,23.22,-,-,49.0,-
117,臺北市,1999/11/14,萬華,2.6,0.77,27.7,-,37,-,28.61,2.53,26.08,-,-,-,22.64,-,-,43.0,-
118,臺北市,1999/11/14,陽明,0.4,0.05,48.1,-,12,-,2.16,0.44,1.71,-,-,-,15.25,-,91.0,44.0,-
119,臺北市,1999/11/14,士林,1.1,0.47,24.8,-,35,-,26.51,4.61,21.9,-,-,-,22.34,-,-,39.0,-
120,臺北市,1999/11/13,松山,4.1,0.81,20.3,-,69,-,45.1,12.45,32.65,-,-,-,21.15,-,-,59.0,-
121,臺北市,1999/11/13,古亭,2.9,0.89,23.8,-,42,28,39.05,10.35,28.7,2.408,0.19,2.22,21.43,-,-,42.0,-
122,臺北市,1999/11/13,中山,2.1,0.93,22.0,-,51,-,40.96,8.31,32.65,2.451,0.2,2.25,21.6,-,-,51.0,-
123,臺北市,1999/11/13,大同,8.2,3.48,-,-,55,-,183.41,131.72,51.69,3.976,1.71,2.27,22.37,-,-,52.0,-
124,臺北市,1999/11/13,萬華,2.6,1.01,25.8,-,50,-,33.33,3.33,29.99,-,-,-,21.51,-,-,50.0,-
125,臺北市,1999/11/13,陽明,0.6,0.18,50.0,-,15,-,2.01,0.27,1.74,-,-,-,13.93,-,94.0,46.0,-
126,臺北市,1999/11/13,士林,0.1,0.53,34.0,-,39,-,15.63,1.21,14.42,-,-,-,21.58,-,-,39.0,-
127,臺北市,1999/11/12,松山,7.2,1.11,10.5,-,84,-,60.69,23.52,37.17,-,-,-,21.47,-,-,67.0,-
128,臺北市,1999/11/12,古亭,6.0,1.24,11.1,-,76,42,53.38,21.74,31.64,2.671,0.48,2.19,21.66,-,-,63.0,-
129,臺北市,1999/11/12,中山,4.5,1.28,13.1,-,80,-,52.44,17.44,35.0,2.781,0.4,2.38,22.02,-,-,65.0,-
130,臺北市,1999/11/12,大同,9.9,3.87,-,-,86,-,188.11,141.37,46.74,4.457,1.48,2.98,22.72,-,-,68.0,-
131,臺北市,1999/11/12,萬華,5.5,1.22,13.7,-,69,-,45.58,12.22,33.36,-,-,-,21.82,-,-,59.0,-
132,臺北市,1999/11/12,陽明,0.7,0.31,41.9,-,15,-,2.97,0.36,2.61,-,-,-,15.35,-,96.0,46.0,-
133,臺北市,1999/11/12,士林,1.6,0.81,21.8,-,47,-,27.43,6.53,21.26,-,-,-,22.09,-,-,47.0,-
134,臺北市,1999/11/11,松山,6.5,1.03,18.1,-,80,-,65.02,20.79,44.22,-,-,-,23.09,-,-,66.0,-
135,臺北市,1999/11/11,古亭,6.9,1.4,16.1,-,66,41,74.23,27.81,46.41,3.049,0.8,2.25,23.69,-,-,58.0,-
136,臺北市,1999/11/11,中山,4.5,1.46,15.0,-,61,-,64.27,20.38,43.9,3.014,0.64,2.38,23.65,-,-,56.0,-
137,臺北市,1999/11/11,大同,5.8,2.48,-,-,75,-,114.6,64.52,48.71,3.639,1.27,2.37,24.04,-,-,62.0,-
138,臺北市,1999/11/11,萬華,8.3,1.18,20.0,-,58,-,50.98,8.25,42.73,-,-,-,23.52,-,-,64.0,-
139,臺北市,1999/11/11,陽明,1.3,0.17,50.0,-,23,-,5.77,0.25,5.52,-,-,-,17.61,-,90.0,56.0,-
140,臺北市,1999/11/11,士林,1.9,0.95,20.3,-,38,-,46.04,13.45,32.59,-,-,-,22.85,-,-,47.0,-
141,臺北市,1999/11/10,松山,6.6,0.91,15.5,-,59,-,59.53,20.55,38.99,-,-,-,21.68,-,-,55.0,-
142,臺北市,1999/11/10,古亭,3.9,0.93,20.9,-,37,22,47.87,15.29,32.58,2.555,0.38,2.18,22.39,-,-,37.0,-
143,臺北市,1999/11/10,中山,3.0,0.96,21.2,-,38,-,44.39,11.42,32.97,2.43,0.25,2.18,22.39,-,-,38.0,-
144,臺北市,1999/11/10,大同,8.7,4.3,-,-,53,-,190.78,137.83,52.95,4.448,2.24,2.21,23.3,-,-,72.0,-
145,臺北市,1999/11/10,萬華,3.2,1.29,11.7,-,35,-,44.7,8.5,36.21,-,-,-,22.4,-,-,35.0,-
146,臺北市,1999/11/10,陽明,0.2,0.11,50.6,-,12,-,1.19,0.05,1.14,-,-,-,15.0,-,96.0,44.0,-
147,臺北市,1999/11/10,士林,0.5,0.5,31.8,-,29,-,13.12,1.53,13.73,-,-,-,23.22,-,-,37.0,-
148,臺北市,1999/11/09,松山,4.0,0.86,22.2,-,89,-,48.63,12.77,35.86,-,-,-,20.9,-,-,69.0,-
149,臺北市,1999/11/09,古亭,2.5,1.07,23.3,-,61,31,52.11,18.59,33.53,2.439,0.34,2.11,21.28,-,-,55.0,-
150,臺北市,1999/11/09,中山,2.7,0.97,25.4,-,59,-,42.64,8.81,33.83,2.36,0.28,2.08,21.51,-,-,55.0,-
151,臺北市,1999/11/09,大同,8.3,4.0,-,-,74,-,185.82,131.76,54.06,4.308,2.09,2.22,22.23,-,-,62.0,-
152,臺北市,1999/11/09,萬華,1.2,1.77,7.9,-,54,-,45.97,10.02,35.95,-,-,-,21.28,-,-,52.0,-
153,臺北市,1999/11/09,陽明,0.3,0.07,54.3,-,20,-,1.39,0.06,1.33,-,-,-,13.72,-,93.0,50.0,-
154,臺北市,1999/11/09,士林,0.2,0.53,37.8,-,37,-,14.9,1.13,13.77,-,-,-,21.38,-,-,42.0,-
155,臺北市,1999/11/08,松山,3.7,0.73,16.7,-,67,-,42.97,9.81,33.16,-,-,-,21.83,-,-,59.0,-
156,臺北市,1999/11/08,古亭,3.6,0.79,20.9,-,52,31,36.67,7.87,28.8,2.256,0.28,1.98,22.21,-,-,51.0,-
157,臺北市,1999/11/08,中山,3.5,1.05,17.6,-,58,-,44.69,10.46,34.23,2.253,0.19,2.06,22.53,-,-,54.0,-
158,臺北市,1999/11/08,大同,9.6,4.47,-,-,70,-,192.96,140.65,52.32,4.287,2.08,2.21,23.47,-,-,73.0,-
159,臺北市,1999/11/08,萬華,1.4,1.41,7.7,-,48,-,41.13,7.33,33.81,-,-,-,22.43,-,-,48.0,-
160,臺北市,1999/11/08,陽明,0.4,0.25,50.5,-,13,-,1.45,0.07,1.38,-,-,-,16.0,-,96.0,50.0,-
161,臺北市,1999/11/08,士林,0.1,0.56,30.0,-,32,-,9.54,1.15,8.39,-,-,-,22.98,-,-,40.0,-
162,臺北市,1999/11/07,松山,6.2,0.5,15.7,-,33,-,35.85,8.65,27.19,-,-,-,24.16,-,-,33.0,-
163,臺北市,1999/11/07,古亭,5.0,0.58,20.3,-,25,13,31.0,6.74,24.25,2.099,0.13,1.97,24.73,-,-,26.0,-
164,臺北市,1999/11/07,中山,6.2,0.59,18.2,-,28,-,34.02,8.32,25.7,2.131,0.11,2.02,24.95,-,-,28.0,-
165,臺北市,1999/11/07,大同,9.9,3.13,-,-,38,-,147.03,106.33,40.69,3.297,1.2,2.1,25.69,-,-,47.0,-
166,臺北市,1999/11/07,萬華,2.7,0.92,9.8,-,22,-,36.54,7.24,29.3,-,-,-,24.78,-,-,22.0,-
167,臺北市,1999/11/07,陽明,2.2,0.19,39.5,-,12,-,2.36,0.2,2.16,-,-,-,17.68,-,94.0,35.0,-
168,臺北市,1999/11/07,士林,3.2,0.34,25.0,-,24,-,4.57,2.67,1.9,-,-,-,25.19,-,-,25.0,-
169,臺北市,1999/11/06,松山,2.6,0.7,16.0,-,46,-,50.74,19.5,31.24,-,-,-,24.67,-,-,46.0,-
170,臺北市,1999/11/06,古亭,0.9,0.65,22.8,-,29,13,32.33,8.89,23.44,2.232,0.25,1.99,25.24,-,-,30.0,-
171,臺北市,1999/11/06,中山,2.6,0.78,17.8,-,30,-,42.02,12.41,29.62,2.199,0.12,2.09,25.29,-,-,30.0,-
172,臺北市,1999/11/06,大同,9.5,4.0,-,-,48,-,191.79,144.83,46.96,4.158,1.99,2.17,26.02,-,-,59.0,-
173,臺北市,1999/11/06,萬華,1.1,1.05,9.7,-,25,-,40.94,9.56,31.39,-,-,-,25.36,-,-,25.0,-
174,臺北市,1999/11/06,陽明,6.9,0.18,38.0,-,12,-,7.55,0.76,6.79,-,-,-,17.65,-,91.0,38.0,-
175,臺北市,1999/11/06,士林,-,0.31,27.3,-,25,-,4.77,2.49,2.28,-,-,-,25.27,-,-,29.0,-
176,臺北市,1999/11/05,松山,4.1,0.77,13.8,-,54,-,56.59,20.62,35.97,-,-,-,22.45,-,-,52.0,-
177,臺北市,1999/11/05,古亭,0.9,0.6,24.0,-,32,12,33.84,9.58,24.26,2.253,0.22,2.03,23.11,-,-,35.0,-
178,臺北市,1999/11/05,中山,3.5,0.87,18.0,-,37,-,46.02,14.5,31.51,2.347,0.27,2.07,22.9,-,-,37.0,-
179,臺北市,1999/11/05,大同,9.1,4.0,-,-,48,-,190.18,141.92,48.26,4.186,2.02,2.16,23.67,-,-,65.0,-
180,臺北市,1999/11/05,萬華,1.0,1.09,10.6,-,25,-,40.43,8.32,32.11,-,-,-,23.13,-,-,25.0,-
181,臺北市,1999/11/05,陽明,3.6,0.13,41.5,-,12,-,4.75,0.26,4.49,-,-,-,15.66,-,97.0,40.0,-
182,臺北市,1999/11/05,士林,1.7,0.23,30.3,-,25,-,3.55,1.67,1.88,-,-,-,23.22,-,-,31.0,-
183,臺北市,1999/11/04,松山,4.6,0.54,19.9,-,55,-,44.42,11.85,32.57,-,-,-,21.46,-,-,52.0,-
184,臺北市,1999/11/04,古亭,1.0,0.49,32.2,-,32,15,25.28,6.62,18.66,2.16,0.15,2.01,21.82,-,-,36.0,-
185,臺北市,1999/11/04,中山,5.2,0.77,20.1,-,39,-,43.93,11.7,32.23,2.343,0.27,2.07,21.97,-,-,38.0,-
186,臺北市,1999/11/04,大同,7.7,3.5,-,-,48,-,173.64,125.8,47.84,4.147,1.92,2.22,22.65,-,-,59.0,-
187,臺北市,1999/11/04,萬華,1.0,0.95,12.5,-,26,-,34.18,5.05,29.13,-,-,-,21.83,-,-,26.0,-
188,臺北市,1999/11/04,陽明,0.3,0.13,48.4,-,12,-,1.06,0.11,0.95,-,-,-,13.9,-,96.0,42.0,-
189,臺北市,1999/11/04,士林,4.1,0.32,35.0,-,36,-,3.08,1.08,2.0,-,-,-,21.93,-,-,36.0,-
190,臺北市,1999/11/03,松山,4.8,0.7,18.4,-,64,-,-,-,-,-,-,-,20.53,-,-,57.0,-
191,臺北市,1999/11/03,古亭,2.2,0.66,28.1,-,40,21,30.09,7.54,22.55,2.33,0.21,2.11,20.92,-,-,40.0,-
