序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
1,臺北市,2010/03/31,松山,5.0,0.75,421.23,26.8,60,62,45.0,51.75,14.08,37.67,2.166,0.329,1.84,23.64,56.21,73.0
2,臺北市,2010/03/31,古亭,3.0,0.76,-,33.2,67,69,43.0,40.14,9.21,30.93,2.255,0.294,1.96,23.35,61.29,80.0
3,臺北市,2010/03/31,中山,4.8,1.01,-,22.7,48,86,48.0,60.67,19.56,41.11,2.509,0.407,2.1,23.73,58.06,68.0
4,臺北市,2010/03/31,萬華,3.6,0.94,-,24.6,50,66,41.0,51.34,10.97,40.37,-,-,-,23.39,60.34,62.0
5,臺北市,2010/03/31,陽明,3.1,0.3,398.73,64.4,73,36,30.0,5.63,0.81,4.8,-,-,-,14.58,80.85,70.0
6,臺北市,2010/03/31,士林,2.4,0.6,-,38.2,75,74,35.0,28.41,4.1,24.3,-,-,-,22.49,63.22,80.0
7,臺北市,2010/03/30,松山,-,0.4,397.24,40.2,51,72,32.0,26.0,6.6,19.39,1.932,0.249,1.68,22.95,53.3,61.0
8,臺北市,2010/03/30,古亭,1.6,0.48,-,40.9,50,64,30.0,25.67,5.71,19.96,1.962,0.124,1.84,22.97,57.38,57.0
9,臺北市,2010/03/30,中山,2.3,0.55,-,35.8,44,73,37.0,29.19,6.72,22.46,2.131,0.192,1.94,23.12,55.53,62.0
10,臺北市,2010/03/30,萬華,1.4,0.49,-,35.8,44,55,31.0,29.38,5.07,24.32,-,-,-,22.9,56.83,52.0
11,臺北市,2010/03/30,陽明,1.5,0.19,393.93,53.3,57,27,21.0,3.77,1.49,2.28,-,-,-,13.36,84.54,48.0
12,臺北市,2010/03/30,士林,1.3,0.33,-,49.4,57,67,26.0,15.04,1.96,13.07,-,-,-,22.44,55.86,58.0
13,臺北市,2010/03/29,松山,2.4,0.39,399.14,38.7,49,61,27.0,25.29,4.65,20.64,1.839,0.134,1.71,19.99,52.68,56.0
14,臺北市,2010/03/29,古亭,1.7,0.36,-,46.8,52,67,27.0,18.53,3.67,14.87,1.928,0.093,1.84,20.14,55.15,58.0
15,臺北市,2010/03/29,中山,3.0,0.53,-,33.9,42,71,33.0,31.65,6.25,25.39,2.207,0.214,1.99,20.1,54.78,60.0
16,臺北市,2010/03/29,萬華,1.8,0.43,-,35.7,42,61,27.0,31.77,5.64,26.13,-,-,-,19.9,55.31,56.0
