序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
1,臺北市,2005/05/31,松山,3.0,0.61,399.25,37.8,-,37,23.0,32.03,6.02,26.01,-,-,-,28.57,-,64.46,119.0,-
2,臺北市,2005/05/31,古亭,4.2,0.82,-,33.5,-,38,26.0,40.65,11.98,28.67,2.436,0.309,2.13,27.66,-,67.2,96.0,-
3,臺北市,2005/05/31,中山,4.5,0.89,-,22.9,-,43,25.0,41.84,10.2,31.64,2.225,0.558,1.67,28.37,-,62.84,64.0,-
4,臺北市,2005/05/31,大同,3.8,1.14,-,24.4,-,42,28.0,62.58,25.72,36.86,-,-,-,28.69,-,-,42.0,-
5,臺北市,2005/05/31,萬華,3.1,0.73,-,36.3,-,35,-,26.51,5.05,21.47,-,-,-,29.57,-,65.11,83.0,-
6,臺北市,2005/05/31,陽明,2.5,0.28,381.43,56.2,-,25,20.0,5.94,0.98,4.94,-,-,-,21.01,-,92.0,77.0,-
7,臺北市,2005/05/31,士林,3.8,0.44,-,38.2,-,40,21.0,24.6,3.72,20.89,-,-,-,28.34,-,66.57,77.0,-
8,臺北市,2005/05/30,松山,2.6,0.43,387.8,32.2,-,32,12.0,21.13,4.6,16.52,-,-,-,27.12,-,66.36,36.0,-
9,臺北市,2005/05/30,古亭,2.5,0.39,-,32.7,-,30,15.0,20.51,5.48,15.03,2.135,0.088,2.05,26.36,-,68.51,33.0,-
10,臺北市,2005/05/30,中山,3.0,0.6,-,23.2,-,35,16.0,29.04,8.72,20.32,2.046,0.449,1.6,27.09,-,63.05,35.0,-
11,臺北市,2005/05/30,大同,2.0,0.86,-,20.4,-,37,14.0,43.77,18.75,25.02,-,-,-,27.61,-,-,37.0,-
12,臺北市,2005/05/30,萬華,2.1,0.49,-,32.2,-,26,-,16.33,3.42,12.91,-,-,-,28.37,-,65.8,35.0,-
13,臺北市,2005/05/30,陽明,2.1,0.18,373.67,48.8,-,14,10.0,1.76,0.52,1.19,-,-,-,18.79,-,95.0,44.0,-
14,臺北市,2005/05/30,士林,2.2,0.24,-,37.9,-,33,11.0,8.54,1.45,7.08,-,-,-,27.24,-,64.26,37.0,-
15,臺北市,2005/05/29,松山,1.3,0.29,383.39,36.8,-,22,9.0,9.71,1.83,7.89,-,-,-,25.67,-,78.25,35.0,-
16,臺北市,2005/05/29,古亭,2.6,0.39,-,29.3,-,22,10.0,20.96,4.83,16.13,2.113,0.071,2.04,25.17,-,79.07,30.0,-
17,臺北市,2005/05/29,中山,1.9,0.52,-,20.9,-,22,11.0,23.8,6.92,16.88,1.926,0.362,1.57,25.76,-,74.06,23.0,-
18,臺北市,2005/05/29,大同,0.8,0.56,-,21.8,-,24,14.0,26.22,8.92,17.29,-,-,-,25.97,-,-,24.0,-
19,臺北市,2005/05/29,萬華,1.5,0.37,-,31.2,-,16,-,11.87,2.1,9.77,-,-,-,27.22,-,75.44,32.0,-
20,臺北市,2005/05/29,陽明,0.7,0.18,374.6,46.1,-,5,5.0,0.92,0.39,0.42,-,-,-,18.63,-,95.0,40.0,-
21,臺北市,2005/05/29,士林,1.6,0.22,-,34.0,-,28,10.0,8.17,1.78,6.38,-,-,-,26.02,-,74.51,31.0,-
22,臺北市,2005/05/28,松山,3.1,0.61,401.43,22.3,-,42,22.0,28.25,7.17,21.08,-,-,-,26.02,-,79.2,42.0,-
23,臺北市,2005/05/28,古亭,3.6,0.67,-,15.4,-,43,25.0,37.57,11.73,25.84,2.364,0.227,2.14,25.21,-,80.97,43.0,-
24,臺北市,2005/05/28,中山,3.0,0.89,-,13.1,-,36,25.0,41.45,13.22,28.24,2.225,0.536,1.69,26.0,-,75.87,36.0,-
25,臺北市,2005/05/28,大同,3.2,0.98,-,12.3,-,44,26.0,55.37,23.09,32.28,-,-,-,26.17,-,-,44.0,-
26,臺北市,2005/05/28,萬華,3.6,0.7,-,19.3,-,35,-,30.98,8.29,22.69,-,-,-,27.25,-,77.83,35.0,-
27,臺北市,2005/05/28,陽明,1.7,0.23,377.5,43.1,-,12,11.0,2.49,0.6,1.87,-,-,-,19.27,-,91.0,41.0,-
28,臺北市,2005/05/28,士林,2.5,0.47,-,21.0,-,34,16.0,21.86,3.81,18.04,-,-,-,26.1,-,78.44,34.0,-
29,臺北市,2005/05/27,松山,4.1,0.67,401.05,27.5,-,48,27.0,36.62,8.7,27.92,-,-,-,27.25,-,72.88,55.0,-
