序號,縣市,監測日期,測站,二氧化硫
SO2
(ppb),一氧化碳
CO
(ppm),二氧化碳
CO2
(ppm),臭氧
O3
(ppb),"懸浮微粒
PM 10 
(μg/m 3 )","細懸浮微粒
PM 2.5 
(μg/m 3 )",氮氧化物
NOx
(ppb),一氧化氮
NO
(ppb),二氧化氮
NO2
(ppb),總碳氫化合物
THC
(ppm),非甲烷碳氫化合物
NMHC
(ppm),甲烷
CH4
(ppm),風速
WIND_SPEED
(m/sec),小時風速值
WS_HR
(m/sec),溫度
AMB_TEMP
(℃),降雨強度
RAIN_INT
(㎜),酸雨
PH_RAIN
(pH),相對濕度
RH
24,臺北市,2017/08/28,中山,4.4,0.56,-,11.5,28,12,29.27,11.01,18.26,2.015,0.158,1.857,0.92,0.46,31.4,-,-,65.36,-
25,臺北市,2017/08/28,大同,5,0.98,-,-,42,7,52.35,30.06,22.3,3.225,1.242,1.982,-,-,-,-,-,-,-
26,臺北市,2017/08/28,萬華,5,0.6,-,12.1,23,12,35.84,17.49,18.35,-,-,-,1.29,0.5,31.53,-,-,65.57,-
27,臺北市,2017/08/28,陽明,2.4,0.06,409.27,22.4,8,6,3.24,1.17,2.03,-,-,-,2.3,-,23.75,0,0,87.08,0
28,臺北市,2017/08/28,士林,2.4,0.3,-,19.4,20,10,13.94,3.23,10.7,-,-,-,2.08,1.73,31.03,-,-,67.86,-
29,臺北市,2017/08/27,松山,2.3,0.36,425.39,34.8,20,15,17.66,4.03,13.63,1.823,0.091,1.732,1.74,1.09,30.81,-,-,63.35,-
30,臺北市,2017/08/27,古亭,2.7,0.28,-,35.1,19,16,14.59,3.07,11.52,1.974,0.09,1.884,1.84,1.53,30.53,-,-,69.72,-
31,臺北市,2017/08/27,中山,2.1,0.44,-,30.2,26,-,20.44,4.11,16.32,1.979,0.119,1.861,0.93,0.41,30.89,-,-,71.92,-
32,臺北市,2017/08/27,大同,3.6,1.02,-,-,41,7,46.92,23.98,22.95,2.424,0.475,1.949,-,-,-,-,-,-,-
33,臺北市,2017/08/27,萬華,2.4,0.54,-,26.6,27,15,27.81,9.14,18.67,-,-,-,1,0.41,31.6,-,-,66.98,-
34,臺北市,2017/08/27,陽明,1.5,0.13,417.28,36.9,15,13,3.33,0.16,3.34,-,-,-,2.97,-,22.06,0.75,4.13,86.15,34.95
35,臺北市,2017/08/27,士林,1.5,0.29,-,37.2,23,16,9.85,1.45,8.4,-,-,-,2.38,2,31.12,-,-,67.5,-
36,臺北市,2017/08/26,松山,2.5,0.16,410.81,11.2,16,9,10.32,4.08,6.24,1.726,0.06,1.666,2.14,1.35,31.55,-,-,58.87,-
37,臺北市,2017/08/26,古亭,1.4,0.15,-,12.1,7,8,9.99,3.82,6.17,1.871,0.041,1.829,3.64,3.22,31.99,-,-,60.48,-
38,臺北市,2017/08/26,中山,2.2,0.34,-,7.4,32,9,17.87,8.13,9.74,1.913,0.11,1.802,1.39,0.92,32.25,-,-,67.06,-
39,臺北市,2017/08/26,大同,1.8,0.81,-,-,30,4,49.39,35.06,14.33,2.317,0.459,1.859,-,-,-,-,-,-,-
40,臺北市,2017/08/26,萬華,1.6,0.44,-,8.4,14,6,25.62,15.29,10.33,-,-,-,1.46,0.51,32.72,-,-,58.72,-
41,臺北市,2017/08/26,陽明,1.6,0.05,405.75,13.8,5,2,2.05,1.55,0.53,-,-,-,5.3,-,22.68,0,0,81.13,0
42,臺北市,2017/08/26,士林,0.5,0.07,-,14.5,10,7,5.34,2.28,3.06,-,-,-,3.97,3.48,32.42,-,-,60.21,-
43,臺北市,2017/08/25,松山,1.2,0.34,423.51,12.6,13,10,17.47,7.14,10.33,1.798,0.103,1.695,1.65,1.1,30.98,-,-,62.06,-
44,臺北市,2017/08/25,古亭,0.9,0.26,-,21.4,19,11,17.07,6.06,11.01,1.972,0.105,1.867,2,1.74,31.1,-,-,67.05,-
45,臺北市,2017/08/25,中山,2.5,0.5,-,15,27,12,27.44,10.01,17.42,2.014,0.153,1.862,1.03,0.6,31.5,-,-,63.66,-
46,臺北市,2017/08/25,大同,3.2,1.43,-,-,42,9,69.65,48.04,21.62,2.566,0.623,1.943,-,-,-,-,-,-,-
47,臺北市,2017/08/25,萬華,1.6,0.68,-,14.1,23,9,37.98,21.66,16.32,-,-,-,1.04,0.45,32.12,-,-,64.4,-
48,臺北市,2017/08/25,陽明,1.9,0.09,413.17,28.9,11,8,3.88,0.74,3.16,-,-,-,3.12,-,22.95,0,0,83.57,0
49,臺北市,2017/08/25,士林,1.8,0.22,-,22.6,22,10,12.55,2.77,9.78,-,-,-,2.28,2.15,31.88,-,-,64.08,-
50,臺北市,2017/08/24,松山,3.1,0.37,435.29,26.6,24,14,25.2,5.79,19.41,1.913,0.16,1.753,1.45,0.9,29.8,-,-,72.39,-
51,臺北市,2017/08/24,古亭,2.8,0.46,-,23.9,28,14,26.2,6.68,19.52,2.135,0.205,1.93,1.36,1.03,30.05,-,-,76.71,-
52,臺北市,2017/08/24,中山,2.7,0.66,-,17.8,32,18,33.11,8.16,24.95,2.115,0.199,1.917,0.78,0.28,30.42,-,-,70.08,-
53,臺北市,2017/08/24,大同,4.3,1.89,-,-,49,10,81.51,48.45,33.06,2.703,0.683,2.021,-,-,-,-,-,-,-
54,臺北市,2017/08/24,萬華,3.6,0.89,-,16.7,33,16,45.47,17.82,27.65,-,-,-,0.85,0.38,31.22,-,-,72.85,-
55,臺北市,2017/08/24,陽明,3.5,0.17,422.21,37.2,17,14,5.93,1,4.9,-,-,-,1.24,-,23.88,0,0,90.6,0
56,臺北市,2017/08/24,士林,3.2,0.36,-,29.2,33,15,18.69,2.5,16.2,-,-,-,1.83,1.49,30.53,-,-,72.78,-
57,臺北市,2017/08/23,松山,2,0.27,416.11,22.8,14,9,16.84,4.27,12.58,1.772,0.085,1.688,1.48,0.97,30.26,-,-,67.5,-
58,臺北市,2017/08/23,古亭,1.9,0.31,-,22.3,12,11,17.32,4.16,13.16,1.937,0.106,1.831,1.7,1.41,30.59,-,-,70.37,-
59,臺北市,2017/08/23,中山,2.6,0.6,-,16.2,21,8,30.45,10.87,19.58,2.007,0.176,1.831,0.93,0.35,30.9,-,-,72.06,-
60,臺北市,2017/08/23,大同,3.1,1.21,-,-,34,7,56.12,33.77,22.35,2.691,0.77,1.921,-,-,-,-,-,-,-
61,臺北市,2017/08/23,萬華,3.7,0.9,-,15.2,22,11,44.24,20.07,24.18,-,-,-,0.87,0.31,31.57,-,-,67.46,-
62,臺北市,2017/08/23,陽明,1.4,0.06,410.02,30.7,9,5,1.81,0.25,1.7,-,-,-,3.46,-,23.6,0,0,88.4,0
63,臺北市,2017/08/23,士林,1.8,0.27,-,24.4,19,7,11.74,2.14,9.6,-,-,-,2.37,1.96,30.93,-,-,68.65,-
64,臺北市,2017/08/21,松山,3,0.25,414.67,11.8,16,10,17.51,6.21,11.3,1.783,0.09,1.693,2.22,1.72,29.77,-,-,75.1,-
65,臺北市,2017/08/21,古亭,2.1,0.23,-,14.3,14,11,14.77,5.06,9.72,1.897,0.076,1.821,2.88,2.51,30.52,-,-,74.52,-
66,臺北市,2017/08/21,中山,3.8,0.48,-,7.6,27,13,26.02,12.22,13.8,1.94,0.15,1.79,0.94,0.55,31.15,-,-,72.54,-
67,臺北市,2017/08/21,大同,4.4,0.58,-,-,34,5,36.59,23.3,13.29,1.999,0.203,1.796,-,-,-,-,-,-,-
68,臺北市,2017/08/21,萬華,4.3,0.57,-,9.3,23,12,34.29,19.27,15.02,-,-,-,1.46,0.69,31.3,-,-,73.13,-
69,臺北市,2017/08/21,陽明,2.6,0.05,409.2,18,8,5,3.06,0.92,2.12,-,-,-,3.29,-,20.12,2.25,4.98,87.43,10.9
70,臺北市,2017/08/21,士林,3.9,0.1,-,15.2,21,12,9.31,3.39,5.96,-,-,-,3.19,2.66,31.25,-,-,68.9,-
71,臺北市,2017/08/20,松山,7.4,0.3,429.63,35.1,25,18,18.3,3.15,15.14,1.83,0.102,1.728,2.06,1.53,31.22,-,-,61.44,-
72,臺北市,2017/08/20,古亭,-,0.34,-,-,25,21,-,-,-,1.948,0.103,1.845,1.89,1.48,31.48,-,-,64.5,-
73,臺北市,2017/08/20,中山,6.8,0.48,-,29.9,38,21,23.91,4.08,19.83,1.989,0.139,1.85,0.93,0.39,31.97,-,-,68.8,-
74,臺北市,2017/08/20,大同,5.8,1.07,-,-,49,13,50.36,23.69,26.67,2.854,0.922,1.933,-,-,-,-,-,-,-
75,臺北市,2017/08/20,萬華,4.9,0.56,-,29.4,36,23,31.4,8.44,22.97,-,-,-,1.14,0.54,32.48,-,-,61.95,-
76,臺北市,2017/08/20,陽明,4.5,0.17,421.57,42.4,21,18,5.48,1.09,4.38,-,-,-,1.52,-,22.85,0,0,83.45,0
77,臺北市,2017/08/20,士林,5,0.23,-,34.4,28,19,14.27,2.8,11.48,-,-,-,2.13,1.72,31.75,-,-,63.44,-
78,臺北市,2017/08/19,松山,7.8,0.39,436.6,36.5,36,28,23.47,5.36,18.11,1.908,0.157,1.751,1.72,1.32,30.6,-,-,66.83,-
79,臺北市,2017/08/19,古亭,-,0.39,-,-,38,29,-,-,-,2.013,0.142,1.87,1.63,1.3,30.82,-,-,69.3,-
80,臺北市,2017/08/19,中山,4.9,0.58,-,32.3,52,31,29.18,4.88,24.29,2.093,0.215,1.878,0.74,0.3,31.28,-,-,73.96,-
81,臺北市,2017/08/19,大同,6.3,1.19,-,-,61,17,55.49,24.1,31.38,2.757,0.773,1.985,-,-,-,-,-,-,-
82,臺北市,2017/08/19,萬華,5.5,0.78,-,31.2,46,33,41.19,13.46,27.73,-,-,-,1.03,0.44,31.91,-,-,66.62,-
83,臺北市,2017/08/19,陽明,1.8,0.17,422.49,52.4,31,29,4.19,0.86,3.29,-,-,-,1.57,-,23.58,0,0,88.83,0
84,臺北市,2017/08/19,士林,2.3,0.32,-,42.2,-,29,13.16,1.76,11.4,-,-,-,1.83,1.46,31.3,-,-,67.65,-
85,臺北市,2017/08/18,松山,4.8,0.35,427.82,29.4,30,25,22.27,4.7,17.57,1.872,0.144,1.728,1.57,1.27,31.18,-,-,64.91,-
86,臺北市,2017/08/18,古亭,3.4,0.43,-,38.1,36,26,23.03,4.79,18.24,2.025,0.152,1.874,1.62,1.2,31.52,-,-,66.71,-
87,臺北市,2017/08/18,中山,3.6,0.66,-,27.3,44,25,34.28,9.23,25.05,2.073,0.203,1.87,0.8,0.31,32.05,-,-,67.76,-
88,臺北市,2017/08/18,大同,5.1,1.1,-,-,54,11,51.63,24.45,27.18,2.293,0.358,1.936,-,-,-,-,-,-,-
89,臺北市,2017/08/18,萬華,4,0.83,-,27.7,45,28,46.08,14.3,31.78,-,-,-,0.92,0.41,32.91,-,-,61.93,-
90,臺北市,2017/08/18,陽明,3.2,0.17,420.5,48.2,27,24,6.04,1.44,4.61,-,-,-,1.12,-,24.31,0,0,87.14,0
91,臺北市,2017/08/18,士林,3.3,0.25,-,38.4,38,22,14.73,2.37,12.36,-,-,-,2.04,1.8,31.84,-,-,65.36,-
92,臺北市,2017/08/17,松山,5.2,0.38,431.15,27.8,30,21,23.37,4.72,18.66,1.888,0.143,1.745,1.65,1.23,30.74,-,-,68.15,-
93,臺北市,2017/08/17,古亭,4.6,0.45,-,27.9,36,23,25.47,5.67,19.8,2.029,0.165,1.864,1.67,1.18,30.79,-,-,72.65,-
94,臺北市,2017/08/17,中山,4.5,0.65,-,17,42,21,34.76,7.64,27.12,2.077,0.216,1.86,0.74,0.3,31.3,-,-,73.58,-
95,臺北市,2017/08/17,大同,4.9,1.36,-,-,50,11,60.9,33.38,27.52,2.677,0.733,1.944,-,-,-,-,-,-,-
96,臺北市,2017/08/17,萬華,5.2,0.8,-,18.5,41,24,43.14,15.3,27.84,-,-,-,0.98,0.44,31.95,-,-,68.65,-
97,臺北市,2017/08/17,陽明,-,-,-,-,-,-,-,-,-,-,-,-,1.03,-,-,-,-,-,-
98,臺北市,2017/08/17,士林,3.6,0.31,-,23.3,34,17,18.46,4.26,14.2,-,-,-,1.69,1.4,31.17,-,-,70.4,-
99,臺北市,2017/08/16,松山,5.4,0.3,464.86,27.8,23,16,22.27,4.07,18.2,1.841,0.121,1.72,1.68,1.27,31.23,-,-,63.5,-
100,臺北市,2017/08/16,古亭,4.8,0.38,-,31.2,28,18,22.45,3.83,18.62,2,0.137,1.864,2.01,1.49,31.66,-,-,67.37,-
101,臺北市,2017/08/16,中山,5,0.59,-,19.5,34,16,33.88,10.55,23.34,2,0.181,1.819,0.88,0.37,31.9,-,-,71.8,-
102,臺北市,2017/08/16,大同,4.7,1.07,-,-,45,10,51.59,26.76,24.83,2.552,0.621,1.93,-,-,-,-,-,-,-
103,臺北市,2017/08/16,萬華,5.7,0.8,-,20.7,34,19,46.34,19.24,27.1,-,-,-,1.23,0.72,32.63,-,-,64.12,-
104,臺北市,2017/08/16,士林,3.3,0.3,-,25.5,35,14,18.38,3.83,14.56,-,-,-,2,1.7,31.55,-,-,65.88,-
105,臺北市,2017/08/15,松山,3,0.42,440.25,24.1,26,15,23.36,5.92,17.44,1.943,0.184,1.759,1.6,1.18,30.7,-,-,62.53,-
106,臺北市,2017/08/15,古亭,2.4,0.39,-,25,26,14,19.45,3.61,15.84,2.035,0.177,1.857,1.75,1.29,31.02,-,-,61.29,-
107,臺北市,2017/08/15,中山,3.5,0.64,-,18.9,36,16,31.04,10.33,20.71,2.043,0.205,1.838,0.9,0.29,32.28,-,-,68.91,-
108,臺北市,2017/08/15,大同,4,1.91,-,-,46,10,72.91,46.49,26.42,2.491,0.565,1.926,-,-,-,-,-,-,-
109,臺北市,2017/08/15,萬華,2.6,0.67,-,19,33,14,34.44,13.43,21.01,-,-,-,0.94,0.35,33.23,-,-,61.34,-
110,臺北市,2017/08/15,陽明,1.5,0.14,408.71,28.6,14,10,5.95,0.67,5.27,-,-,-,2.21,-,21.83,0,0,79.99,0
111,臺北市,2017/08/15,士林,2.7,0.28,-,19,28,15,18.95,3.78,15.17,-,-,-,1.86,1.51,30.71,-,-,65.11,-
112,臺北市,2017/08/14,松山,7,0.41,432.56,20.9,32,20,25.79,5.77,20.03,1.922,0.142,1.78,1.54,1.17,31.57,-,-,66.89,-
113,臺北市,2017/08/14,古亭,2.6,0.38,-,27.6,28,17,18.09,3.24,14.85,2.044,0.166,1.878,1.88,1.33,32.22,-,-,66.44,-
114,臺北市,2017/08/14,中山,3.2,0.65,-,17.5,49,15,29.09,9.56,19.53,2.039,0.177,1.862,0.9,0.34,32.23,-,-,69.94,-
115,臺北市,2017/08/14,大同,4.3,1.93,-,-,49,12,69.52,42.92,26.6,2.599,0.673,1.927,-,-,-,-,-,-,-
116,臺北市,2017/08/14,萬華,3.6,0.68,-,18.8,32,18,33.25,13.23,20.02,-,-,-,1.02,0.33,33.31,-,-,63.46,-
117,臺北市,2017/08/14,陽明,2.8,0.16,412.59,24.6,15,12,8.07,1,7.06,-,-,-,1.6,-,21.28,0,0,86.49,0
118,臺北市,2017/08/14,士林,3.5,0.32,-,15.9,35,15,18.95,3.97,14.98,-,-,-,1.96,1.65,31.2,-,-,70.05,-
119,臺北市,2017/08/13,松山,5.4,0.35,428.54,29.3,28,19,16.42,3.3,13.13,1.872,0.102,1.771,1.72,1.22,31.24,-,-,67.9,-
120,臺北市,2017/08/13,古亭,3.5,0.31,-,29,30,19,15.25,2.3,12.94,1.962,0.091,1.87,1.85,1.42,31.88,-,-,68.51,-
121,臺北市,2017/08/13,中山,3.6,0.5,-,20.3,45,22,24.77,5.32,19.45,2.005,0.127,1.878,0.86,0.35,32.12,-,-,73.37,-
122,臺北市,2017/08/13,大同,4.1,1.14,-,-,52,12,51.71,28.14,23.57,2.345,0.361,1.984,-,-,-,-,-,-,-
123,臺北市,2017/08/13,萬華,3.5,0.59,-,19.7,36,21,29.13,10.04,19.09,-,-,-,1.11,0.57,32.9,-,-,66.36,-
124,臺北市,2017/08/13,陽明,2.8,0.19,415.08,26.7,20,18,7.23,1.07,6.17,-,-,-,1.71,-,21.62,0,0,89.66,0
125,臺北市,2017/08/13,士林,4,0.28,-,22.4,38,20,15.7,2.2,13.5,-,-,-,1.98,1.6,31.09,-,-,73.11,-
126,臺北市,2017/08/12,松山,5.1,0.41,433.4,31.9,31,22,22.45,4.09,18.36,1.925,0.125,1.8,1.76,1.28,31.42,-,-,66,-
127,臺北市,2017/08/12,古亭,3,0.32,-,29.9,31,19,17.69,2.41,15.27,2.02,0.121,1.899,1.8,1.32,32.24,-,-,66.44,-
128,臺北市,2017/08/12,中山,-,0.62,-,18.9,46,19,28.22,7.62,20.6,2.078,0.172,1.906,0.84,0.32,32.58,-,-,70.94,-
129,臺北市,2017/08/12,大同,4.3,1.05,-,-,51,11,48.1,23.18,24.92,2.298,0.333,1.965,-,-,-,-,-,-,-
130,臺北市,2017/08/12,萬華,2.2,0.63,-,19.9,34,18,30.39,10.5,19.89,-,-,-,1,0.45,33.3,-,-,63.48,-
131,臺北市,2017/08/12,陽明,2,0.19,417.06,25.8,22,18,8.36,0.89,7.44,-,-,-,1.36,-,23.13,0,0,90.04,0
132,臺北市,2017/08/12,士林,3.7,0.29,-,21.4,38,17,16.43,2.07,14.36,-,-,-,1.98,1.74,31.43,-,-,70.82,-
133,臺北市,2017/08/11,松山,2.8,0.45,425.94,20.1,25,17,28.3,7.51,20.79,1.953,0.175,1.778,2.01,1.48,31.65,-,-,63.91,-
134,臺北市,2017/08/11,古亭,1.9,0.35,-,28.1,27,15,19.07,3.92,15.15,2.029,0.146,1.883,1.96,1.4,32.19,-,-,65.64,-
135,臺北市,2017/08/11,中山,3.4,0.75,-,20.2,37,16,37.1,12.33,24.77,2.127,0.253,1.875,0.91,0.36,32.65,-,-,69.78,-
136,臺北市,2017/08/11,大同,3.3,1.45,-,-,56,9,66.87,36.3,30.58,2.467,0.535,1.932,-,-,-,-,-,-,-
137,臺北市,2017/08/11,萬華,2.5,0.75,-,20.3,32,16,37.38,14.21,23.16,-,-,-,1.03,0.38,33.38,-,-,61.31,-
138,臺北市,2017/08/11,陽明,1.2,0.15,408.88,27.7,18,12,6.52,1.11,5.41,-,-,-,2.13,-,24.83,0,0,84.61,0
139,臺北市,2017/08/11,士林,3.1,0.29,-,30.2,30,16,15.57,2.65,12.92,-,-,-,2.37,2.06,31.59,-,-,66.87,-
140,臺北市,2017/08/10,松山,2.3,0.39,416.68,17.9,23,12,26.87,9.43,17.44,1.909,0.156,1.753,2.9,2.19,32.86,-,-,54.8,-
141,臺北市,2017/08/10,古亭,1.7,0.32,-,20.5,25,11,17.38,4.53,12.85,2.016,0.143,1.874,2.49,1.81,32.63,-,-,60.8,-
142,臺北市,2017/08/10,中山,3.6,0.66,-,15.6,37,14,30.06,12.88,17.18,2.041,0.216,1.825,1.2,0.51,33.05,-,-,64.28,-
143,臺北市,2017/08/10,大同,4,1.7,-,-,46,5,66.25,42.59,23.66,2.377,0.449,1.928,-,-,-,-,-,-,-
144,臺北市,2017/08/10,萬華,2.3,0.56,-,16.1,29,13,27.91,11.52,16.39,-,-,-,1.19,0.45,33.74,-,-,56.87,-
145,臺北市,2017/08/10,陽明,2.4,0.13,407,24.1,11,8,5.59,1.04,4.55,-,-,-,2.25,-,25.25,0,0,78.98,0
146,臺北市,2017/08/10,士林,2.4,0.25,-,23.1,29,11,12.83,2.1,10.72,-,-,-,3.6,3.39,31.92,-,-,63.24,-
147,臺北市,2017/08/09,松山,2.6,0.42,421.39,20.1,27,15,27.97,11.22,16.74,1.915,0.161,1.753,2.98,2.28,33.01,-,-,54.88,-
148,臺北市,2017/08/09,古亭,2.4,0.31,-,22.5,28,15,17.08,3.8,13.28,2.02,0.148,1.872,2.6,1.83,32.89,-,-,59.82,-
149,臺北市,2017/08/09,中山,2.6,0.69,-,16.6,40,13,31.46,14.05,17.4,2.022,0.204,1.819,1.13,0.41,33.18,-,-,62.64,-
150,臺北市,2017/08/09,大同,2.9,1.61,-,-,50,6,56.03,35.18,20.85,2.336,0.432,1.904,-,-,-,-,-,-,-
151,臺北市,2017/08/09,萬華,2.4,0.56,-,17,35,15,30.16,12.42,17.74,-,-,-,1.2,0.38,33.97,-,-,56.51,-
152,臺北市,2017/08/09,陽明,2.2,0.14,408.43,21.4,13,8,6.2,1.08,5.12,-,-,-,2.05,-,25.2,0,0,80.06,0
153,臺北市,2017/08/09,士林,3.3,0.23,-,22.1,33,12,13.38,2.09,11.28,-,-,-,3.64,3.3,32.2,-,-,61.88,-
154,臺北市,2017/08/08,松山,2.2,0.43,418.85,22.7,28,18,25.79,8.86,16.93,1.926,0.157,1.769,2.23,1.61,32.8,-,-,58.47,-
155,臺北市,2017/08/08,古亭,2.1,0.37,-,24.3,31,17,18.73,3.62,15.11,2.041,0.15,1.891,1.98,1.46,32.67,-,-,65.05,-
156,臺北市,2017/08/08,中山,2.6,0.76,-,15.1,37,12,36.68,16.39,20.3,2.047,0.214,1.833,0.97,0.36,32.98,-,-,63.68,-
157,臺北市,2017/08/08,大同,3,1.79,-,-,48,10,58.98,35.77,23.22,2.427,0.478,1.95,-,-,-,-,-,-,-
158,臺北市,2017/08/08,萬華,2.8,0.64,-,17.5,32,14,33.64,13.68,19.97,-,-,-,1.03,0.37,33.83,-,-,60.4,-
159,臺北市,2017/08/08,陽明,2.5,0.14,408.85,22.4,14,9,6.06,0.66,5.35,-,-,-,2.06,-,24.87,0,0,80.96,0
160,臺北市,2017/08/08,士林,2,0.27,-,19.1,31,14,14.8,2.86,11.93,-,-,-,2.53,2.29,32.03,-,-,64.78,-
161,臺北市,2017/08/07,松山,2.4,0.46,420.91,27.6,34,21,25.8,7.95,17.85,1.958,0.162,1.796,2.33,1.73,33.3,-,-,57.96,-
162,臺北市,2017/08/07,古亭,3.1,0.34,-,28.7,31,16,20.52,4.42,16.1,2.085,0.163,1.922,2.11,1.48,33.4,-,-,61.73,-
163,臺北市,2017/08/07,中山,4.3,0.72,-,22.8,42,17,31.64,11.1,20.54,2.054,0.208,1.845,0.99,0.31,33.37,-,-,62.19,-
164,臺北市,2017/08/07,大同,4.4,1.71,-,-,53,12,58.94,32.38,26.56,2.458,0.483,1.975,-,-,-,-,-,-,-
165,臺北市,2017/08/07,萬華,3.4,0.76,-,20,35,18,37.44,14.43,23.01,-,-,-,1.08,0.34,34.27,-,-,60.04,-
166,臺北市,2017/08/07,陽明,2.6,0.1,409.97,30.9,19,14,6.28,0.81,5.46,-,-,-,2,-,24.83,0,0,83.2,0
167,臺北市,2017/08/07,士林,4,0.29,-,26.6,39,18,14.99,2.25,12.74,-,-,-,2.57,2.22,32.27,-,-,67.68,-
168,臺北市,2017/08/06,松山,3,0.43,424.08,24.3,31,18,21.66,5.57,16.09,1.952,0.142,1.81,2.43,1.76,32.83,-,-,59.26,-
169,臺北市,2017/08/06,古亭,2.5,0.39,-,24.9,32,17,16.06,2.8,13.26,2.06,0.126,1.934,2.06,1.42,32.74,-,-,65.13,-
170,臺北市,2017/08/06,中山,2.8,0.64,-,21.3,45,19,25.05,8.49,16.56,2.034,0.162,1.872,0.91,0.28,33.1,-,-,62.22,-
171,臺北市,2017/08/06,大同,4.3,1.13,-,-,52,11,40.5,19.9,20.6,2.312,0.302,2.01,-,-,-,-,-,-,-
172,臺北市,2017/08/06,萬華,2.8,0.66,-,19.4,38,18,28.85,10.74,18.11,-,-,-,0.95,0.4,33.86,-,-,61.2,-
