序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
1,臺北市,2013/02/28,松山,3.1,0.61,422.52,29.7,43,40,25.0,29.98,8.85,21.13,2.16,0.201,1.96,20.77,75.96,42.0
2,臺北市,2013/02/28,古亭,4.4,0.76,-,27.8,38,62,30.0,37.62,10.79,26.83,2.254,0.282,1.97,21.2,75.07,56.0
3,臺北市,2013/02/28,中山,3.3,0.9,-,23.4,32,60,20.0,44.88,14.68,30.19,2.401,0.336,2.07,21.88,73.58,55.0
4,臺北市,2013/02/28,大同,4.3,1.62,-,-,-,58,34.0,72.37,35.51,36.85,2.646,0.547,2.1,-,-,54.0
5,臺北市,2013/02/28,萬華,4.5,0.85,-,23.2,32,55,31.0,43.3,12.84,30.45,-,-,-,21.51,74.65,52.0
6,臺北市,2013/02/28,陽明,1.2,0.25,407.11,42.5,49,14,11.0,2.59,1.21,1.39,-,-,-,15.37,97.34,41.0
7,臺北市,2013/02/28,士林,2.7,0.55,-,29.6,45,51,26.0,24.07,6.18,17.9,-,-,-,21.19,78.68,50.0
8,臺北市,2013/02/27,松山,2.6,0.63,427.13,15.2,21,39,29.0,36.55,7.4,29.16,2.235,0.279,1.96,19.08,85.62,39.0
9,臺北市,2013/02/27,古亭,2.3,0.65,-,16.2,23,49,29.0,36.84,7.78,29.06,2.199,0.232,1.97,19.25,87.68,49.0
10,臺北市,2013/02/27,中山,1.3,0.94,-,8.8,11,52,19.0,55.68,19.11,36.58,2.423,0.343,2.08,19.94,86.5,51.0
11,臺北市,2013/02/27,大同,3.2,1.93,-,-,-,48,34.0,96.3,55.86,40.44,2.843,0.718,2.13,-,-,48.0
12,臺北市,2013/02/27,萬華,2.1,0.78,-,9.9,14,44,30.0,45.34,10.56,34.79,-,-,-,19.62,87.05,44.0
13,臺北市,2013/02/27,陽明,0.7,0.21,412.69,39.9,48,7,4.0,2.83,1.05,1.83,-,-,-,14.25,100.0,40.0
14,臺北市,2013/02/27,士林,1.5,0.56,-,16.3,23,42,25.0,28.5,5.0,23.5,-,-,-,18.96,91.94,42.0
15,臺北市,2013/02/26,松山,5.5,1.2,457.07,25.9,67,103,68.0,69.2,25.14,44.06,2.802,0.587,2.22,21.99,64.55,93.0
16,臺北市,2013/02/26,古亭,6.7,1.07,-,22.6,56,109,68.0,60.65,18.2,42.46,2.696,0.546,2.15,21.92,67.18,80.0
17,臺北市,2013/02/26,中山,7.9,1.51,-,15.0,43,122,52.0,90.87,41.62,49.24,2.95,0.667,2.28,22.35,67.81,86.0
18,臺北市,2013/02/26,大同,7.8,2.04,-,-,-,102,73.0,95.35,46.48,48.87,3.141,0.831,2.31,-,-,76.0
19,臺北市,2013/02/26,萬華,8.2,1.26,-,19.0,52,104,70.0,66.73,24.69,42.04,-,-,-,22.14,68.17,78.0
20,臺北市,2013/02/26,陽明,2.5,0.25,415.32,46.1,65,25,21.0,5.32,1.3,4.02,-,-,-,17.11,87.04,65.0
21,臺北市,2013/02/26,士林,5.1,0.62,-,29.6,64,90,55.0,34.81,8.26,26.55,-,-,-,21.27,75.28,74.0
22,臺北市,2013/02/25,松山,3.9,0.83,436.89,22.8,45,60,39.0,47.35,17.69,29.66,2.469,0.321,2.15,21.04,69.01,55.0
23,臺北市,2013/02/25,古亭,5.3,1.41,-,18.7,48,104,62.0,71.64,27.47,44.17,2.839,0.601,2.24,20.98,71.01,77.0
24,臺北市,2013/02/25,中山,5.7,1.62,-,11.7,32,-,47.0,92.17,45.75,46.42,2.989,0.63,2.36,21.4,71.51,38.0
25,臺北市,2013/02/25,大同,6.1,1.88,-,-,-,108,70.0,86.57,43.57,43.0,3.116,0.708,2.41,-,-,79.0
26,臺北市,2013/02/25,萬華,5.9,1.35,-,14.5,36,102,64.0,64.81,22.34,42.47,-,-,-,21.0,72.36,76.0
27,臺北市,2013/02/25,陽明,1.8,0.21,410.62,43.9,49,26,20.0,3.78,1.33,2.46,-,-,-,15.92,91.63,48.0
28,臺北市,2013/02/25,士林,3.2,0.69,-,22.3,45,91,53.0,33.16,7.08,26.08,-,-,-,20.27,79.14,70.0
29,臺北市,2013/02/24,松山,1.5,0.31,411.45,50.5,57,53,32.0,10.74,1.26,9.48,1.919,0.051,1.87,19.63,67.38,52.0
30,臺北市,2013/02/24,古亭,1.6,0.41,-,44.3,52,53,31.0,18.29,3.13,15.16,1.981,0.082,1.9,20.24,67.07,52.0
31,臺北市,2013/02/24,中山,1.5,0.48,-,36.1,44,-,23.0,23.47,4.78,18.69,2.076,0.124,1.95,20.7,66.66,40.0
32,臺北市,2013/02/24,大同,2.6,1.09,-,-,-,63,38.0,62.2,29.86,32.34,2.299,0.341,1.96,-,-,56.0
33,臺北市,2013/02/24,萬華,1.8,0.45,-,35.2,43,59,33.0,24.3,4.02,20.28,-,-,-,20.61,66.71,54.0
34,臺北市,2013/02/24,陽明,1.6,0.2,411.63,51.4,57,21,16.0,2.91,1.18,1.72,-,-,-,12.54,99.26,51.0
35,臺北市,2013/02/24,士林,1.8,0.27,-,51.4,57,58,33.0,7.79,1.2,6.58,-,-,-,20.46,69.94,54.0
36,臺北市,2013/02/23,松山,1.8,0.45,417.82,35.4,45,54,35.0,24.59,2.89,21.69,2.018,0.115,1.9,15.61,83.78,52.0
37,臺北市,2013/02/23,古亭,2.0,0.44,-,40.1,44,52,35.0,20.84,2.73,18.11,1.969,0.084,1.89,16.22,82.79,51.0
38,臺北市,2013/02/23,中山,1.4,0.57,-,30.6,37,59,25.0,28.71,4.8,23.91,2.107,0.157,1.95,17.05,77.4,54.0
39,臺北市,2013/02/23,大同,2.6,1.36,-,-,-,71,45.0,81.38,40.41,40.97,2.415,0.455,1.96,-,-,60.0
40,臺北市,2013/02/23,萬華,2.3,0.48,-,31.5,38,57,36.0,25.76,3.59,22.17,-,-,-,16.69,79.68,54.0
41,臺北市,2013/02/23,陽明,1.2,0.22,413.93,54.1,58,11,6.0,-,-,-,-,-,-,9.72,100.0,48.0
42,臺北市,2013/02/23,士林,1.5,0.28,-,51.5,54,50,26.0,6.97,1.09,5.87,-,-,-,17.37,73.68,50.0
43,臺北市,2013/02/22,松山,1.8,0.57,420.76,29.5,36,21,17.0,26.45,4.35,22.09,2.128,0.18,1.95,16.11,86.05,35.0
44,臺北市,2013/02/22,古亭,1.1,0.69,-,24.6,30,36,19.0,37.45,7.73,29.72,2.18,0.227,1.95,16.2,88.81,36.0
45,臺北市,2013/02/22,中山,1.4,0.86,-,18.4,24,32,11.0,44.92,11.95,32.97,2.326,0.303,2.02,17.13,83.41,32.0
46,臺北市,2013/02/22,大同,3.1,2.01,-,-,-,38,19.0,93.92,55.85,38.08,2.741,0.708,2.03,-,-,38.0
47,臺北市,2013/02/22,萬華,2.3,0.68,-,21.5,28,27,16.0,32.96,4.65,28.32,-,-,-,16.71,85.46,29.0
48,臺北市,2013/02/22,陽明,0.7,0.23,413.81,48.4,50,5,3.0,1.51,0.46,0.98,-,-,-,10.92,100.0,42.0
49,臺北市,2013/02/22,士林,1.7,0.39,-,32.9,40,29,11.0,17.04,2.87,14.17,-,-,-,16.73,85.17,39.0
50,臺北市,2013/02/21,松山,2.2,0.41,415.68,28.0,36,22,14.0,25.46,4.33,21.14,2.036,0.134,1.9,17.57,88.7,35.0
51,臺北市,2013/02/21,古亭,2.8,0.47,-,26.3,37,27,15.0,30.76,5.5,25.26,2.011,0.132,1.88,18.01,89.59,36.0
52,臺北市,2013/02/21,中山,1.3,0.67,-,20.5,30,30,10.0,37.41,11.01,26.41,2.175,0.21,1.97,19.13,83.52,30.0
