序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
1,臺北市,2002/10/31,松山,1.8,0.71,411.95,15.0,-,46,-,35.53,10.55,24.98,-,-,-,25.14,-,-,46.0,-
2,臺北市,2002/10/31,古亭,1.6,0.78,-,14.5,-,29,15.44,33.55,11.57,21.97,2.745,0.7,2.04,25.45,-,-,30.0,-
3,臺北市,2002/10/31,中山,2.2,0.68,-,16.3,-,50,-,39.15,13.49,25.66,2.554,0.32,2.24,25.93,-,-,50.0,-
4,臺北市,2002/10/31,大同,6.8,2.51,-,-,-,53,-,69.4,46.23,23.16,3.441,1.28,2.16,26.51,-,-,58.0,-
5,臺北市,2002/10/31,萬華,3.2,0.86,-,16.5,-,52,-,28.01,5.5,22.5,-,-,-,25.4,-,-,51.0,-
6,臺北市,2002/10/31,陽明,1.0,0.23,402.41,28.7,-,27,-,5.29,0.44,4.85,-,-,-,19.12,-,97.0,36.0,-
7,臺北市,2002/10/31,士林,1.7,0.66,-,18.3,-,30,-,32.62,8.9,23.72,-,-,-,24.97,-,-,31.0,-
8,臺北市,2002/10/30,松山,4.8,0.87,415.83,11.3,-,52,-,47.54,18.63,28.9,-,-,-,25.94,-,-,51.0,-
9,臺北市,2002/10/30,古亭,5.0,1.09,-,10.2,-,41,29.64,55.09,26.24,28.86,2.853,0.68,2.17,26.47,-,-,41.0,-
10,臺北市,2002/10/30,中山,4.3,0.94,-,12.7,-,61,-,54.23,24.08,30.14,2.84,0.52,2.32,26.95,-,-,55.0,-
11,臺北市,2002/10/30,大同,12.3,3.28,-,-,-,64,-,141.45,99.62,41.83,4.914,1.8,3.11,27.82,-,-,57.0,-
12,臺北市,2002/10/30,萬華,8.0,1.0,-,12.2,-,63,-,43.63,14.29,29.34,-,-,-,26.47,-,-,56.0,-
13,臺北市,2002/10/30,陽明,1.7,0.35,398.98,39.8,-,28,-,5.65,0.41,5.24,-,-,-,20.38,-,95.0,48.0,-
14,臺北市,2002/10/30,士林,3.4,0.81,-,15.4,-,35,-,38.56,13.06,25.5,-,-,-,26.03,-,-,35.0,-
15,臺北市,2002/10/29,松山,3.4,0.73,400.75,20.9,-,33,-,34.19,8.35,25.84,-,-,-,25.02,-,-,32.0,-
16,臺北市,2002/10/29,古亭,6.2,0.91,-,17.4,-,29,12.28,41.84,13.5,28.34,2.596,0.49,2.11,24.84,-,-,29.0,-
17,臺北市,2002/10/29,中山,2.3,0.71,-,20.3,-,32,-,38.06,10.95,27.11,2.359,0.3,2.06,25.81,-,-,33.0,-
18,臺北市,2002/10/29,大同,6.8,3.09,-,-,-,55,-,123.82,80.91,42.91,3.485,1.35,2.14,26.53,-,-,52.0,-
19,臺北市,2002/10/29,萬華,4.7,0.75,-,21.9,-,37,-,26.91,3.67,23.24,-,-,-,25.38,-,-,37.0,-
20,臺北市,2002/10/29,陽明,0.9,0.3,399.01,42.9,-,22,-,3.65,0.39,3.26,-,-,-,19.54,-,94.0,44.0,-
21,臺北市,2002/10/29,士林,2.3,0.54,-,23.8,-,24,-,28.38,3.14,25.25,-,-,-,25.01,-,-,37.0,-
22,臺北市,2002/10/28,松山,3.6,0.58,401.73,22.4,-,32,-,30.07,5.22,24.85,-,-,-,22.67,-,-,35.0,-
23,臺北市,2002/10/28,古亭,4.2,0.73,-,19.6,-,27,16.68,39.14,12.22,26.92,2.521,0.38,2.14,23.33,-,-,27.0,-
24,臺北市,2002/10/28,中山,3.1,0.56,-,22.6,-,38,-,37.62,10.52,27.1,2.446,0.25,2.19,23.81,-,-,38.0,-
25,臺北市,2002/10/28,大同,7.1,3.14,-,-,-,51,-,148.48,102.28,46.2,3.813,1.67,2.14,24.59,-,-,50.0,-
26,臺北市,2002/10/28,萬華,4.0,0.8,-,21.6,-,40,-,32.29,5.74,26.55,-,-,-,23.33,-,-,40.0,-
27,臺北市,2002/10/28,陽明,4.4,0.24,399.24,42.8,-,19,-,5.51,0.33,5.18,-,-,-,17.47,-,92.0,42.0,-
28,臺北市,2002/10/28,士林,3.4,0.57,-,28.4,-,26,-,34.27,8.37,25.91,-,-,-,23.23,-,-,40.0,-
29,臺北市,2002/10/27,松山,1.9,0.51,399.85,32.5,-,48,-,25.83,2.9,22.93,-,-,-,20.43,-,-,48.0,-
