序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
1,臺北市,2011/10/31,松山,3.2,0.52,410.95,28.1,47,51,27.0,34.69,6.55,28.14,2.143,0.171,1.97,22.1,75.72,50.0
2,臺北市,2011/10/31,古亭,3.1,0.51,-,35.3,46,51,25.0,25.96,4.18,21.79,2.078,0.135,1.94,22.73,78.44,50.0
3,臺北市,2011/10/31,中山,2.4,0.65,-,29.9,46,59,33.0,34.87,7.48,27.39,2.138,0.191,1.95,22.96,73.9,54.0
4,臺北市,2011/10/31,大同,3.0,1.12,-,-,-,51,29.0,58.74,26.13,32.61,2.325,0.387,1.94,-,-,50.0
5,臺北市,2011/10/31,萬華,2.1,0.52,-,30.0,46,45,29.0,31.52,5.72,25.79,-,-,-,22.79,74.03,45.0
6,臺北市,2011/10/31,陽明,1.5,0.24,393.97,50.4,53,17,13.0,1.98,0.65,1.32,-,-,-,15.24,99.8,47.0
7,臺北市,2011/10/31,士林,1.5,0.33,-,45.8,52,39,21.0,11.23,0.69,10.56,-,-,-,22.81,66.04,46.0
8,臺北市,2011/10/30,松山,3.5,0.35,405.04,36.3,40,38,25.0,18.61,1.99,16.61,2.04,0.086,1.95,22.7,71.72,42.0
9,臺北市,2011/10/30,古亭,4.2,0.39,-,38.6,44,46,27.0,20.44,2.99,17.45,2.034,0.1,1.94,23.19,75.72,46.0
10,臺北市,2011/10/30,中山,1.5,0.45,-,35.5,40,52,30.0,24.25,4.4,19.84,2.081,0.124,1.96,23.54,70.88,51.0
11,臺北市,2011/10/30,大同,2.0,0.8,-,-,-,41,27.0,42.72,16.07,26.66,2.21,0.253,1.96,-,-,41.0
12,臺北市,2011/10/30,萬華,1.7,0.37,-,34.0,38,36,26.0,22.44,2.8,19.63,-,-,-,23.27,71.19,36.0
13,臺北市,2011/10/30,陽明,1.1,0.19,390.99,49.2,51,16,14.0,2.38,1.29,1.09,-,-,-,15.33,97.64,45.0
14,臺北市,2011/10/30,士林,1.4,0.25,-,48.1,50,34,19.0,7.81,1.55,6.25,-,-,-,23.25,63.61,44.0
15,臺北市,2011/10/29,松山,3.7,0.37,404.92,22.8,31,38,20.0,25.12,5.26,19.86,2.082,0.145,1.94,23.02,73.08,38.0
16,臺北市,2011/10/29,古亭,2.5,0.34,-,31.3,34,42,23.0,20.97,4.14,16.83,2.019,0.107,1.91,24.04,73.4,42.0
17,臺北市,2011/10/29,中山,4.4,0.45,-,23.7,28,50,27.0,28.79,5.4,23.38,2.119,0.164,1.96,24.16,71.41,50.0
18,臺北市,2011/10/29,大同,5.0,1.25,-,-,-,43,26.0,64.7,32.96,31.74,2.407,0.458,1.95,-,-,43.0
19,臺北市,2011/10/29,萬華,3.5,0.36,-,23.6,28,37,22.0,26.85,5.36,21.5,-,-,-,23.79,72.02,37.0
20,臺北市,2011/10/29,陽明,0.8,0.13,386.79,42.2,48,16,12.0,2.25,1.7,0.54,-,-,-,16.13,95.4,42.0
21,臺北市,2011/10/29,士林,1.1,0.2,-,39.4,42,32,17.0,8.38,1.15,7.21,-,-,-,24.01,63.2,38.0
22,臺北市,2011/10/28,松山,3.9,0.42,404.97,21.1,32,-,18.0,29.25,7.11,22.14,2.097,0.158,1.94,23.65,76.52,29.0
23,臺北市,2011/10/28,古亭,2.7,0.44,-,26.2,33,41,16.0,27.96,6.95,21.01,2.053,0.151,1.9,24.5,77.13,41.0
24,臺北市,2011/10/28,中山,5.7,0.53,-,20.1,26,50,25.0,35.01,9.53,25.48,2.137,0.196,1.94,24.68,73.83,50.0
