序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
13,臺北市,2002/02/27,陽明,2.7,0.48,64.2,-,24,-,8.67,0.36,8.31,-,-,-,16.45,-,85.0,102.0,-
14,臺北市,2002/02/27,士林,3.8,1.24,22.8,-,70,-,62.52,24.05,38.47,-,-,-,19.41,-,-,90.0,-
15,臺北市,2002/02/26,松山,9.0,1.34,19.9,-,66,-,69.51,33.37,36.14,-,-,-,19.98,-,-,64.0,-
16,臺北市,2002/02/26,古亭,4.3,1.23,30.7,-,58,39,59.54,23.25,36.29,2.872,0.63,2.25,20.35,-,-,95.0,-
17,臺北市,2002/02/26,中山,4.7,1.24,23.9,-,92,-,62.43,25.44,36.98,2.533,0.58,1.95,19.18,-,-,82.0,-
18,臺北市,2002/02/26,大同,6.3,2.53,-,-,73,-,128.56,82.01,46.55,3.562,1.24,2.32,21.14,-,-,62.0,-
19,臺北市,2002/02/26,萬華,5.4,1.23,31.8,-,80,-,52.08,16.7,35.38,-,-,-,20.16,-,-,107.0,-
20,臺北市,2002/02/26,陽明,1.6,0.4,59.9,-,17,-,4.54,0.1,4.44,-,-,-,15.98,-,79.0,68.0,-
21,臺北市,2002/02/26,士林,2.9,1.0,25.0,-,65,-,44.57,15.84,28.74,-,-,-,19.13,-,-,77.0,-
22,臺北市,2002/02/25,松山,4.5,0.89,20.0,-,34,-,48.8,22.72,26.07,-,-,-,18.48,-,-,34.0,-
23,臺北市,2002/02/25,古亭,3.1,0.96,23.7,-,32,13,49.2,19.0,30.2,2.599,0.48,2.12,19.12,-,-,43.0,-
24,臺北市,2002/02/25,中山,3.7,0.84,22.0,-,42,-,48.37,18.71,29.65,2.156,0.35,1.81,17.93,-,-,42.0,-
25,臺北市,2002/02/25,大同,5.1,2.55,-,-,57,-,143.3,100.13,43.18,3.571,1.4,2.17,20.05,-,-,53.0,-
26,臺北市,2002/02/25,萬華,2.9,0.86,24.8,-,41,-,36.78,9.59,27.19,-,-,-,18.94,-,-,51.0,-
27,臺北市,2002/02/25,陽明,1.3,0.34,45.7,-,16,-,3.78,0.35,3.44,-,-,-,12.63,-,91.0,46.0,-
28,臺北市,2002/02/25,士林,2.5,0.59,25.5,-,29,-,24.82,5.61,19.22,-,-,-,18.4,-,-,34.0,-
29,臺北市,2002/02/24,松山,0.8,0.55,28.4,-,33,-,21.72,2.28,19.44,-,-,-,16.0,-,-,37.0,-
30,臺北市,2002/02/24,古亭,1.0,0.56,25.0,-,24,10,28.0,5.38,22.61,2.191,0.25,1.95,16.5,-,-,33.0,-
31,臺北市,2002/02/24,中山,0.7,0.52,27.2,-,29,-,22.51,3.12,19.38,1.974,0.22,1.76,15.54,-,-,34.0,-
32,臺北市,2002/02/24,大同,2.8,1.64,-,-,34,-,105.09,67.89,37.2,2.986,0.8,2.18,17.6,-,-,34.0,-
33,臺北市,2002/02/24,萬華,0.6,0.63,25.0,-,25,-,22.53,1.52,21.01,-,-,-,16.4,-,-,30.0,-
34,臺北市,2002/02/24,陽明,0.1,0.27,45.5,-,11,-,1.53,0.06,1.47,-,-,-,9.71,-,99.0,40.0,-
35,臺北市,2002/02/24,士林,0.4,0.49,29.2,-,25,-,14.62,1.0,13.62,-,-,-,16.27,-,-,31.0,-
36,臺北市,2002/02/23,松山,3.1,0.83,27.5,-,66,-,35.46,7.29,28.17,-,-,-,19.52,-,-,58.0,-
37,臺北市,2002/02/23,古亭,2.5,0.97,25.5,-,62,32,42.98,11.5,31.48,2.695,0.52,2.18,19.73,-,-,68.0,-
38,臺北市,2002/02/23,中山,3.1,0.9,21.7,-,83,-,42.2,10.63,31.57,2.42,0.4,2.02,18.58,-,-,67.0,-
39,臺北市,2002/02/23,大同,4.1,1.64,-,-,74,-,72.77,37.46,35.31,2.999,0.65,2.35,20.54,-,-,62.0,-
40,臺北市,2002/02/23,萬華,2.5,0.82,25.7,-,55,-,30.84,4.95,25.89,-,-,-,19.31,-,-,56.0,-
41,臺北市,2002/02/23,陽明,0.8,0.35,49.6,-,15,-,3.07,0.41,2.66,-,-,-,14.28,-,92.0,59.0,-
42,臺北市,2002/02/23,士林,2.1,0.77,20.7,-,66,-,32.36,7.25,25.11,-,-,-,18.77,-,-,58.0,-
43,臺北市,2002/02/22,松山,11.2,0.98,25.0,-,67,-,49.41,11.44,37.97,-,-,-,19.27,-,-,59.0,-
44,臺北市,2002/02/22,古亭,10.2,0.98,27.4,-,65,32,55.08,13.7,41.38,2.702,0.49,2.21,19.68,-,-,59.0,-
45,臺北市,2002/02/22,中山,7.8,1.18,25.8,-,100,-,67.05,20.73,46.32,2.755,0.59,2.17,18.79,-,-,75.0,-
46,臺北市,2002/02/22,大同,8.7,2.6,-,-,105,-,128.96,74.87,54.09,3.654,1.22,2.43,20.77,-,-,78.0,-
47,臺北市,2002/02/22,萬華,6.9,1.05,29.7,-,70,-,44.15,6.34,37.82,-,-,-,19.7,-,-,79.0,-
48,臺北市,2002/02/22,陽明,2.9,0.37,62.2,-,21,-,5.02,0.36,4.66,-,-,-,15.84,-,80.0,68.0,-
49,臺北市,2002/02/22,士林,3.3,0.91,26.6,-,78,-,45.2,10.7,34.5,-,-,-,18.66,-,-,64.0,-
50,臺北市,2002/02/21,松山,2.7,0.85,34.9,-,53,-,40.48,12.67,27.8,-,-,-,19.8,-,-,71.0,-
51,臺北市,2002/02/21,古亭,3.3,0.9,32.1,-,46,23,53.72,17.92,35.81,2.678,0.49,2.19,20.46,-,-,66.0,-
52,臺北市,2002/02/21,中山,2.8,1.0,29.6,-,64,-,61.9,20.62,41.28,2.624,0.46,2.17,19.01,-,-,70.0,-
53,臺北市,2002/02/21,大同,5.4,2.77,-,-,75,-,165.79,109.31,56.49,3.782,1.4,2.38,21.0,-,-,62.0,-
54,臺北市,2002/02/21,萬華,3.9,0.84,30.8,-,48,-,37.72,5.41,32.31,-,-,-,20.02,-,-,69.0,-
55,臺北市,2002/02/21,陽明,2.2,0.35,59.8,-,25,-,5.83,0.39,5.44,-,-,-,13.69,-,87.0,83.0,-
56,臺北市,2002/02/21,士林,2.3,0.61,38.4,-,44,-,28.76,3.65,25.12,-,-,-,19.24,-,-,79.0,-
57,臺北市,2002/02/20,松山,2.0,0.55,26.2,-,36,-,27.34,5.27,22.07,-,-,-,17.17,-,-,36.0,-
58,臺北市,2002/02/20,古亭,0.6,0.37,31.5,-,23,14,23.83,6.76,17.07,2.159,0.19,1.96,17.69,-,-,36.0,-
59,臺北市,2002/02/20,中山,1.4,0.49,27.5,-,36,-,28.23,7.3,20.93,2.059,0.14,1.92,16.37,-,-,36.0,-
60,臺北市,2002/02/20,大同,4.1,1.99,-,-,41,-,122.7,83.92,38.77,3.162,1.01,2.15,18.53,-,-,41.0,-
61,臺北市,2002/02/20,萬華,0.5,0.5,31.1,-,25,-,19.47,2.98,16.49,-,-,-,17.47,-,-,35.0,-
62,臺北市,2002/02/20,陽明,1.1,0.16,45.2,-,12,-,1.49,0.09,1.39,-,-,-,9.63,-,88.0,40.0,-
63,臺北市,2002/02/20,士林,1.2,0.33,35.8,-,24,-,12.65,1.78,10.87,-,-,-,16.94,-,-,36.0,-
64,臺北市,2002/02/19,松山,3.6,0.59,33.5,-,-,-,24.01,1.49,22.51,-,-,-,15.97,-,-,58.0,-
65,臺北市,2002/02/19,古亭,2.3,0.54,33.8,-,57,32,26.46,4.88,21.58,2.392,0.32,2.08,16.28,-,-,53.0,-
66,臺北市,2002/02/19,中山,1.4,0.56,34.2,-,-,-,22.52,3.18,19.34,2.123,0.13,1.99,15.1,-,-,56.0,-
67,臺北市,2002/02/19,大同,4.2,1.9,-,-,73,-,151.47,93.07,58.4,3.133,0.95,2.19,17.19,-,-,62.0,-
68,臺北市,2002/02/19,萬華,3.9,0.6,33.5,-,49,-,21.25,1.64,19.61,-,-,-,16.12,-,-,49.0,-
69,臺北市,2002/02/19,陽明,0.5,0.3,52.0,-,21,-,1.17,0.07,1.1,-,-,-,8.5,-,97.0,52.0,-
70,臺北市,2002/02/19,士林,1.1,0.38,43.2,-,49,-,9.36,0.77,8.59,-,-,-,15.78,-,-,49.0,-
71,臺北市,2002/02/18,松山,3.6,0.75,37.4,-,-,-,26.87,1.95,24.92,-,-,-,18.87,-,-,59.0,-
72,臺北市,2002/02/18,古亭,2.1,0.59,43.3,-,56,36,20.72,3.05,17.67,2.254,0.19,2.06,19.23,-,-,53.0,-
73,臺北市,2002/02/18,中山,2.8,0.69,40.2,-,-,-,25.46,3.46,22.0,2.04,0.1,1.94,18.1,-,-,59.0,-
74,臺北市,2002/02/18,大同,9.4,2.19,-,-,73,-,181.57,111.82,69.76,3.079,0.93,2.15,20.22,-,-,62.0,-
75,臺北市,2002/02/18,萬華,1.9,0.74,28.6,-,62,-,20.08,0.71,19.37,-,-,-,19.14,-,-,56.0,-
76,臺北市,2002/02/18,陽明,-,0.66,47.4,-,33,-,2.89,0.45,2.44,-,-,-,11.46,-,87.0,55.0,-
77,臺北市,2002/02/18,士林,2.8,0.52,48.0,-,61,-,11.78,1.1,10.68,-,-,-,18.56,-,-,56.0,-
78,臺北市,2002/02/17,松山,1.6,0.72,24.8,-,47,-,29.65,7.0,22.64,-,-,-,19.79,-,-,47.0,-
79,臺北市,2002/02/17,古亭,1.7,0.67,24.4,-,42,23,29.64,7.69,21.95,2.456,0.34,2.11,20.28,-,-,42.0,-
80,臺北市,2002/02/17,中山,1.7,0.77,21.5,-,59,-,36.72,10.47,26.25,2.2,0.29,1.91,19.08,-,-,54.0,-
81,臺北市,2002/02/17,大同,10.6,1.89,-,-,60,-,101.39,63.91,37.48,3.095,0.78,2.32,21.15,-,-,55.0,-
82,臺北市,2002/02/17,萬華,1.6,0.75,12.5,-,43,-,27.32,3.18,24.13,-,-,-,20.16,-,-,43.0,-
83,臺北市,2002/02/17,陽明,-,1.01,31.6,-,12,-,6.89,1.34,5.55,-,-,-,15.13,-,80.0,64.0,-
84,臺北市,2002/02/17,士林,1.3,0.57,26.4,-,48,-,23.16,4.76,18.4,-,-,-,19.59,-,-,48.0,-
85,臺北市,2002/02/16,松山,1.7,0.77,23.0,-,22,-,30.45,6.77,23.68,-,-,-,17.69,-,-,32.0,-
86,臺北市,2002/02/16,古亭,2.2,0.63,22.9,-,25,14,31.5,7.75,23.76,2.398,0.36,2.04,18.01,-,-,34.0,-
87,臺北市,2002/02/16,中山,1.5,0.65,23.6,-,31,-,29.09,5.67,23.43,2.035,0.29,1.75,17.17,-,-,31.0,-
88,臺北市,2002/02/16,大同,9.4,1.74,-,-,33,-,88.11,52.8,35.31,3.042,0.8,2.24,19.27,-,-,33.0,-
89,臺北市,2002/02/16,萬華,1.2,0.61,12.0,-,23,-,22.4,0.6,21.8,-,-,-,17.88,-,-,23.0,-
90,臺北市,2002/02/16,陽明,-,1.07,20.2,-,11,-,10.43,1.93,8.5,-,-,-,12.9,-,99.0,29.0,-
91,臺北市,2002/02/16,士林,0.4,0.44,26.9,-,25,-,16.84,1.55,15.28,-,-,-,18.01,-,-,34.0,-
92,臺北市,2002/02/15,松山,0.5,0.45,31.3,-,15,-,20.61,1.3,19.32,-,-,-,16.05,-,-,31.0,-
93,臺北市,2002/02/15,古亭,0.8,0.39,31.5,-,19,9,19.54,2.56,16.98,2.124,0.16,1.96,16.6,-,-,35.0,-
94,臺北市,2002/02/15,中山,0.6,0.48,30.6,-,29,-,22.22,3.66,18.56,2.784,0.19,2.6,15.92,-,-,32.0,-
95,臺北市,2002/02/15,大同,8.6,1.8,-,-,28,-,107.68,69.27,38.41,2.923,0.79,2.14,18.22,-,-,28.0,-
96,臺北市,2002/02/15,萬華,0.5,0.49,16.3,-,18,-,-,-,-,-,-,-,16.6,-,-,19.0,-
97,臺北市,2002/02/15,陽明,0.4,0.31,49.4,-,11,-,0.63,0.01,0.71,-,-,-,11.35,-,99.0,43.0,-
98,臺北市,2002/02/15,士林,0.0,0.29,38.7,-,19,-,8.0,0.46,7.55,-,-,-,17.5,-,-,36.0,-
99,臺北市,2002/02/14,松山,0.3,0.48,33.6,-,20,-,15.76,1.65,14.11,-,-,-,18.92,-,-,42.0,-
100,臺北市,2002/02/14,古亭,0.6,0.5,31.8,-,18,12,19.46,3.5,15.97,2.325,0.23,2.09,19.88,-,-,37.0,-
101,臺北市,2002/02/14,中山,0.4,0.5,31.2,-,26,-,19.95,3.22,16.73,1.986,0.11,1.88,18.65,-,-,35.0,-
102,臺北市,2002/02/14,大同,6.5,1.5,-,-,23,-,-,-,-,2.838,0.59,2.25,20.63,-,-,23.0,-
103,臺北市,2002/02/14,萬華,0.9,0.59,14.3,-,20,-,-,-,-,-,-,-,19.66,-,-,21.0,-
104,臺北市,2002/02/14,陽明,0.5,0.29,47.6,-,11,-,1.27,0.08,1.19,-,-,-,13.4,-,94.0,46.0,-
105,臺北市,2002/02/14,士林,0.3,0.4,37.1,-,18,-,10.1,1.0,9.11,-,-,-,19.34,-,-,39.0,-
106,臺北市,2002/02/13,松山,1.5,1.0,19.3,-,43,-,45.47,24.56,20.9,-,-,-,17.06,-,-,43.0,-
107,臺北市,2002/02/13,古亭,0.8,0.74,21.7,-,32,21,33.35,10.69,22.66,2.696,0.39,2.3,18.0,-,-,54.0,-
108,臺北市,2002/02/13,中山,1.6,1.13,20.4,-,57,-,57.13,28.69,28.44,2.789,0.4,2.39,16.89,-,-,54.0,-
109,臺北市,2002/02/13,大同,8.5,1.99,-,-,56,-,-,-,-,3.293,0.75,2.55,18.78,-,-,53.0,-
110,臺北市,2002/02/13,萬華,1.8,0.97,13.2,-,38,-,34.3,8.27,26.03,-,-,-,17.99,-,-,41.0,-
111,臺北市,2002/02/13,陽明,1.8,0.31,50.5,-,15,-,2.59,0.38,2.2,-,-,-,13.69,-,80.0,51.0,-
112,臺北市,2002/02/13,士林,0.8,0.73,27.6,-,35,-,28.36,11.12,17.24,-,-,-,17.47,-,-,58.0,-
113,臺北市,2002/02/12,松山,1.0,0.73,29.9,-,99,-,25.54,6.94,18.61,-,-,-,16.41,-,-,75.0,-
114,臺北市,2002/02/12,古亭,1.0,0.72,27.8,-,95,37,35.19,13.22,21.97,2.371,0.35,2.02,17.02,-,-,73.0,-
115,臺北市,2002/02/12,中山,1.2,0.82,25.7,-,117,-,40.61,16.27,24.34,2.291,0.26,2.03,15.83,-,-,84.0,-
116,臺北市,2002/02/12,大同,11.1,2.05,-,-,120,-,-,-,-,3.1,0.77,2.33,17.92,-,-,85.0,-
117,臺北市,2002/02/12,萬華,1.9,0.81,16.8,-,100,-,-,-,-,-,-,-,16.85,-,-,75.0,-
118,臺北市,2002/02/12,陽明,1.0,0.36,50.6,-,61,-,2.6,0.02,2.58,-,-,-,10.42,-,88.0,55.0,-
119,臺北市,2002/02/12,士林,0.7,0.54,34.6,-,88,-,16.61,2.46,14.15,-,-,-,16.67,-,-,69.0,-
120,臺北市,2002/02/11,松山,2.1,0.57,35.8,-,145,-,20.75,0.78,19.97,-,-,-,14.33,-,-,97.0,-
121,臺北市,2002/02/11,古亭,2.3,0.47,38.7,-,123,41,16.82,1.93,14.89,2.387,0.23,2.15,14.46,-,-,86.0,-
122,臺北市,2002/02/11,中山,3.1,0.61,32.1,-,168,-,26.74,3.22,23.52,2.242,0.22,2.02,13.58,-,-,109.0,-
123,臺北市,2002/02/11,大同,10.6,1.49,-,-,165,-,102.06,57.72,44.34,2.979,0.61,2.36,15.52,-,-,107.0,-
124,臺北市,2002/02/11,萬華,2.1,0.65,19.3,-,141,-,20.57,0.36,20.21,-,-,-,14.42,-,-,96.0,-
125,臺北市,2002/02/11,陽明,1.8,0.35,55.5,-,110,-,2.05,0.01,2.04,-,-,-,7.73,-,82.0,80.0,-
126,臺北市,2002/02/11,士林,1.8,0.47,43.5,-,149,-,10.49,0.81,9.68,-,-,-,14.24,-,-,100.0,-
127,臺北市,2002/02/10,松山,1.3,0.71,30.3,-,60,-,25.32,1.34,23.98,-,-,-,14.29,-,-,55.0,-
128,臺北市,2002/02/10,古亭,1.5,0.78,26.4,-,51,30,33.55,5.36,28.18,2.524,0.38,2.14,14.59,-,-,50.0,-
129,臺北市,2002/02/10,中山,1.5,0.75,26.1,-,63,-,30.95,3.73,27.21,2.268,0.26,2.01,13.63,-,-,56.0,-
130,臺北市,2002/02/10,大同,11.5,2.02,-,-,71,-,123.05,75.4,47.65,3.084,0.81,2.28,15.54,-,-,61.0,-
131,臺北市,2002/02/10,萬華,2.0,0.9,12.8,-,51,-,30.32,0.73,29.59,-,-,-,14.45,-,-,50.0,-
132,臺北市,2002/02/10,陽明,0.7,0.39,54.8,-,19,-,1.91,0.04,1.87,-,-,-,8.33,-,97.0,50.0,-
133,臺北市,2002/02/10,士林,0.7,0.71,27.3,-,89,-,22.03,0.98,21.05,-,-,-,13.95,-,-,69.0,-
134,臺北市,2002/02/09,松山,3.5,0.82,32.8,-,85,-,32.08,3.26,28.82,-,-,-,17.19,-,-,67.0,-
135,臺北市,2002/02/09,古亭,3.5,0.76,38.5,-,79,46,28.2,4.2,24.0,2.392,0.32,2.07,17.56,-,-,64.0,-
136,臺北市,2002/02/09,中山,3.1,0.81,35.5,-,101,-,30.29,3.76,26.53,2.145,0.18,1.96,16.42,-,-,76.0,-
137,臺北市,2002/02/09,大同,16.9,2.58,-,-,118,-,144.44,90.68,53.77,3.493,1.32,2.17,18.6,-,-,84.0,-
138,臺北市,2002/02/09,萬華,2.2,0.93,19.2,-,85,-,27.52,0.56,26.95,-,-,-,17.41,-,-,68.0,-
139,臺北市,2002/02/09,陽明,2.0,0.46,60.8,-,46,-,2.83,0.21,2.61,-,-,-,10.23,-,95.0,60.0,-
140,臺北市,2002/02/09,士林,2.2,0.74,41.3,-,151,-,18.87,1.67,17.2,-,-,-,16.95,-,-,101.0,-
141,臺北市,2002/02/08,松山,4.2,1.24,11.6,-,46,-,67.36,29.4,37.96,-,-,-,17.7,-,-,46.0,-
142,臺北市,2002/02/08,古亭,4.3,1.2,16.1,-,46,24,62.67,20.53,42.13,2.943,0.72,2.22,18.12,-,-,46.0,-
143,臺北市,2002/02/08,中山,4.7,1.23,13.9,-,60,-,65.36,23.06,42.3,2.787,0.65,2.14,16.79,-,-,55.0,-
144,臺北市,2002/02/08,大同,15.2,2.02,-,-,62,-,98.9,53.42,45.48,3.323,0.98,2.34,18.56,-,-,56.0,-
145,臺北市,2002/02/08,萬華,5.8,1.16,12.7,-,49,-,58.44,16.27,42.17,-,-,-,17.61,-,-,49.0,-
146,臺北市,2002/02/08,陽明,0.8,0.31,47.2,-,13,-,2.61,0.14,2.47,-,-,-,13.39,-,96.0,45.0,-
147,臺北市,2002/02/08,士林,2.9,0.73,20.7,-,72,-,41.8,13.13,28.67,-,-,-,17.14,-,-,61.0,-
148,臺北市,2002/02/07,松山,3.6,0.81,13.3,-,41,-,52.33,20.64,31.68,-,-,-,16.73,-,-,41.0,-
149,臺北市,2002/02/07,古亭,2.4,0.71,21.9,-,24,15,37.72,12.03,25.69,2.446,0.32,2.12,17.05,-,-,27.0,-
150,臺北市,2002/02/07,中山,3.4,0.88,17.1,-,44,-,50.98,17.26,33.73,2.473,0.38,2.09,16.08,-,-,44.0,-
151,臺北市,2002/02/07,大同,22.0,3.03,-,-,59,-,168.45,118.23,50.22,3.829,1.54,2.29,18.23,-,-,55.0,-
152,臺北市,2002/02/07,萬華,1.8,0.72,21.8,-,28,-,33.76,5.52,28.24,-,-,-,16.88,-,-,28.0,-
153,臺北市,2002/02/07,陽明,0.5,0.25,50.5,-,11,-,0.81,0.04,0.78,-,-,-,10.85,-,99.0,47.0,-
154,臺北市,2002/02/07,士林,1.9,0.66,26.9,-,64,-,30.16,13.76,19.39,-,-,-,16.97,-,-,57.0,-
155,臺北市,2002/02/06,松山,3.3,1.09,9.6,-,51,-,61.49,27.66,33.83,-,-,-,14.95,-,-,50.0,-
156,臺北市,2002/02/06,古亭,3.8,1.07,12.2,-,48,25,59.48,20.26,39.22,2.736,0.53,2.21,15.33,-,-,48.0,-
157,臺北市,2002/02/06,中山,5.1,1.13,11.0,-,76,-,65.54,23.27,42.28,2.808,0.51,2.29,-,-,-,63.0,-
158,臺北市,2002/02/06,大同,25.2,3.46,-,-,103,-,207.05,150.3,56.74,4.214,1.75,2.46,16.41,-,-,76.0,-
159,臺北市,2002/02/06,萬華,3.1,1.11,15.6,-,38,-,49.17,8.85,40.32,-,-,-,15.15,-,-,38.0,-
160,臺北市,2002/02/06,陽明,1.4,0.32,51.1,-,14,-,1.75,0.21,1.54,-,-,-,9.53,-,98.0,46.0,-
161,臺北市,2002/02/06,士林,3.4,1.08,13.7,-,83,-,54.81,18.41,36.41,-,-,-,14.87,-,-,67.0,-
162,臺北市,2002/02/05,松山,0.6,1.01,16.0,-,40,-,49.84,15.9,33.95,-,-,-,15.18,-,-,40.0,-
163,臺北市,2002/02/05,古亭,1.5,1.24,16.6,-,36,22,61.51,22.69,38.82,2.853,0.66,2.19,15.08,-,-,36.0,-
164,臺北市,2002/02/05,中山,2.3,1.27,17.7,-,-,-,55.3,17.57,37.74,2.623,0.49,2.13,-,-,-,45.0,-
165,臺北市,2002/02/05,大同,5.4,1.73,-,-,36,-,85.96,46.97,38.98,2.897,0.71,2.19,15.65,-,-,36.0,-
166,臺北市,2002/02/05,萬華,0.8,0.88,22.9,-,38,-,38.12,3.59,34.53,-,-,-,14.66,-,-,38.0,-
167,臺北市,2002/02/05,陽明,0.5,0.39,51.8,-,12,-,1.79,0.01,1.78,-,-,-,9.77,-,99.0,46.0,-
168,臺北市,2002/02/05,士林,1.2,1.07,23.9,-,34,-,-,-,-,-,-,-,14.24,-,-,39.0,-
169,臺北市,2002/02/04,松山,3.5,1.15,21.5,-,85,-,59.02,25.31,33.71,-,-,-,18.16,-,-,68.0,-
170,臺北市,2002/02/04,古亭,3.7,1.3,26.3,-,48,31,70.35,29.39,40.95,2.857,0.66,2.19,18.89,-,-,86.0,-
171,臺北市,2002/02/04,中山,4.8,1.33,18.1,-,-,-,60.47,19.88,40.59,2.644,0.57,2.08,-16.36,-,-,47.0,-
172,臺北市,2002/02/04,大同,5.0,2.37,-,-,63,-,127.13,77.49,49.64,3.535,1.22,2.32,19.44,-,-,57.0,-
173,臺北市,2002/02/04,萬華,3.8,1.14,26.6,-,53,-,55.65,14.25,41.4,-,-,-,18.55,-,-,90.0,-
174,臺北市,2002/02/04,陽明,2.0,0.31,52.0,-,15,-,4.44,0.05,4.38,-,-,-,13.69,-,88.0,58.0,-
175,臺北市,2002/02/04,士林,2.9,0.66,33.8,-,49,-,28.61,4.95,23.66,-,-,-,18.6,-,-,56.0,-
176,臺北市,2002/02/03,松山,3.9,0.68,33.4,-,112,-,30.22,4.2,26.02,-,-,-,14.33,-,-,81.0,-
177,臺北市,2002/02/03,古亭,4.3,0.6,34.2,-,55,33,29.35,4.78,24.57,2.345,0.28,2.07,14.5,-,-,53.0,-
178,臺北市,2002/02/03,中山,3.7,0.72,33.0,-,70,-,35.54,7.54,28.0,2.145,0.23,1.91,15.14,-,-,60.0,-
179,臺北市,2002/02/03,大同,6.2,2.32,-,-,93,-,160.7,109.98,50.72,3.369,1.14,2.23,15.78,-,-,71.0,-
180,臺北市,2002/02/03,萬華,3.9,0.66,35.3,-,46,-,27.92,2.04,25.88,-,-,-,14.43,-,-,46.0,-
181,臺北市,2002/02/03,陽明,3.6,0.31,58.6,-,33,-,2.3,0.02,2.28,-,-,-,7.71,-,89.0,54.0,-
182,臺北市,2002/02/03,士林,3.3,0.44,45.6,-,61,-,14.74,0.89,13.84,-,-,-,14.41,-,-,56.0,-
183,臺北市,2002/02/02,松山,2.3,0.69,24.0,-,45,-,34.22,4.78,29.44,-,-,-,12.44,-,-,45.0,-
184,臺北市,2002/02/02,古亭,2.3,0.99,13.2,-,38,19,61.02,18.59,42.43,2.629,0.44,2.19,12.71,-,-,38.0,-
185,臺北市,2002/02/02,中山,2.0,0.77,21.7,-,44,-,42.95,8.9,34.05,2.348,0.38,1.97,13.16,-,-,44.0,-
186,臺北市,2002/02/02,大同,4.0,2.28,-,-,67,-,164.82,111.66,53.15,3.281,1.03,2.25,13.47,-,-,58.0,-
187,臺北市,2002/02/02,萬華,2.2,0.98,17.0,-,37,-,48.37,6.51,41.87,-,-,-,12.41,-,-,37.0,-
188,臺北市,2002/02/02,陽明,2.5,0.26,55.7,-,18,-,1.69,0.01,1.67,-,-,-,6.29,-,95.0,58.0,-
189,臺北市,2002/02/02,士林,2.1,0.7,24.4,-,38,-,34.41,4.99,29.43,-,-,-,11.79,-,-,49.0,-
190,臺北市,2002/02/01,松山,1.2,0.69,19.3,-,23,-,40.18,13.96,26.22,-,-,-,13.8,-,-,36.0,-
191,臺北市,2002/02/01,古亭,1.3,0.83,16.8,-,23,11,51.94,18.54,33.4,2.504,0.43,2.07,14.19,-,-,35.0,-
