序號,縣市,監測日期,測站,二氧化硫
SO2
(ppb),一氧化碳
CO
(ppm),二氧化碳
CO2
(ppm),臭氧
O3
(ppb),"懸浮微粒
PM 10 
(μg/m 3 )","細懸浮微粒
PM 2.5 
(μg/m 3 )",氮氧化物
NOx
(ppb),一氧化氮
NO
(ppb),二氧化氮
NO2
(ppb),總碳氫化合物
THC
(ppm),非甲烷碳氫化合物
NMHC
(ppm),甲烷
CH4
(ppm),風速
WIND_SPEED
(m/sec),小時風速值
WS_HR
(m/sec),溫度
AMB_TEMP
(℃),降雨強度
RAIN_INT
(㎜),酸雨
PH_RAIN
(pH),相對濕度
RH
24,臺北市,2017/09/27,中山,3.8,0.72,-,26.8,47,22,37.16,8.46,28.71,2.133,0.234,1.9,0.93,0.38,32.25,-,-,65.16,-
25,臺北市,2017/09/27,大同,5.1,1.73,-,-,59,22,67.87,30.75,37.12,2.609,0.58,2.029,-,-,-,-,-,-,-
26,臺北市,2017/09/27,萬華,3.8,0.94,-,22,41,22,49.38,16.43,32.94,-,-,-,0.97,0.52,33.2,-,-,58.94,-
27,臺北市,2017/09/27,陽明,2.5,0.14,414.7,47.3,18,15,5.55,0.49,5.01,-,-,-,1.83,-,25.45,0,0,74.53,0
28,臺北市,2017/09/27,士林,5.2,0.49,-,27.9,42,25,27.88,4.42,23.46,-,-,-,1.72,1.52,31.79,-,-,69.4,-
29,臺北市,2017/09/26,松山,4.1,0.47,443.07,32.3,32,22,30.15,6.33,23.83,1.98,0.197,1.783,1.8,1.29,31.39,-,-,63.52,-
30,臺北市,2017/09/26,古亭,2.9,0.48,-,31.3,34,18,23.84,4.79,19.05,2.085,0.189,1.896,1.86,1.46,31.46,-,-,65.74,-
31,臺北市,2017/09/26,中山,4.4,0.75,-,20.1,46,19,39.8,12.84,26.97,2.169,0.237,1.932,0.9,0.35,31.85,-,-,68.74,-
32,臺北市,2017/09/26,大同,3.9,1.65,-,-,55,19,69.75,36.38,33.37,2.536,0.55,1.986,-,-,-,-,-,-,-
33,臺北市,2017/09/26,萬華,3.7,0.9,-,18.4,40,16,47.18,18.87,28.3,-,-,-,1.03,0.7,32.52,-,-,64.17,-
34,臺北市,2017/09/26,陽明,2.4,0.15,416.75,43.1,17,15,5.98,0.47,5.48,-,-,-,1.5,-,25.34,0,0,77.14,0
35,臺北市,2017/09/26,士林,4.5,0.5,-,22.5,45,21,26.84,5.31,21.53,-,-,-,1.75,1.45,31.65,-,-,70.96,-
36,臺北市,2017/09/25,松山,5.4,0.4,438.61,26.3,27,20,26.42,5.96,20.46,1.918,0.149,1.77,1.92,1.38,30.63,-,-,67.02,-
37,臺北市,2017/09/25,古亭,2.6,0.38,-,24.8,27,18,18.41,4.61,13.81,2.022,0.145,1.878,1.94,1.48,30.65,-,-,69.23,-
38,臺北市,2017/09/25,中山,4.1,0.63,-,17.9,44,14,30.62,9.61,21.01,2.051,0.174,1.877,0.9,0.35,30.99,-,-,72.29,-
39,臺北市,2017/09/25,大同,3.5,1.34,-,-,49,17,55.58,29.55,26.03,2.357,0.418,1.939,-,-,-,-,-,-,-
40,臺北市,2017/09/25,萬華,3.6,0.88,-,14.2,36,14,43.73,20.35,23.38,-,-,-,1.05,0.74,31.71,-,-,66.94,-
41,臺北市,2017/09/25,陽明,1.8,0.12,414.04,35.1,16,14,5.03,0.44,4.64,-,-,-,1.55,-,24.4,0,0,87.19,0
42,臺北市,2017/09/25,士林,3.6,0.34,-,19.9,38,14,18.19,3.48,14.71,-,-,-,1.73,1.48,30.77,-,-,74.48,-
43,臺北市,2017/09/24,松山,7,0.47,436.31,34.9,36,27,24.6,4.54,20.05,1.941,0.165,1.776,1.65,1.26,31.17,-,-,65.83,-
44,臺北市,2017/09/24,古亭,3.3,0.34,-,38.2,32,20,15.06,2.17,12.89,1.984,0.097,1.887,1.84,1.48,31.24,-,-,67.67,-
45,臺北市,2017/09/24,中山,4.2,0.5,-,29.2,42,21,21.4,2.95,18.45,2.025,0.123,1.902,0.88,0.33,31.72,-,-,70.54,-
46,臺北市,2017/09/24,大同,3.9,1.11,-,-,54,23,51.11,24.88,26.23,2.39,0.439,1.951,-,-,-,-,-,-,-
47,臺北市,2017/09/24,萬華,3.9,0.67,-,25.7,39,23,31.07,8.91,22.15,-,-,-,1.06,0.72,32.32,-,-,66.05,-
48,臺北市,2017/09/24,陽明,3,0.19,416.88,45.6,23,22,5.42,0.71,4.74,-,-,-,1.26,-,24.62,0,0,83.9,0
49,臺北市,2017/09/24,士林,3.3,0.3,-,30.9,35,18,14.65,2.28,12.36,-,-,-,1.71,1.51,31.5,-,-,73.43,-
50,臺北市,2017/09/23,松山,2.6,0.18,413.11,16.3,13,9,14.59,5.36,9.23,1.762,0.071,1.691,1.52,1.08,31.53,-,-,64.38,-
51,臺北市,2017/09/23,古亭,1.5,0.25,-,21.3,17,10,16.28,5.03,11.25,1.938,0.09,1.848,1.98,1.51,32.35,-,-,64.05,-
52,臺北市,2017/09/23,中山,1.7,0.39,-,15.5,28,10,20.56,5.65,14.92,1.925,0.092,1.833,0.94,0.44,32.52,-,-,67.28,-
53,臺北市,2017/09/23,大同,2.1,0.97,-,-,34,11,48.11,29.18,18.93,2.141,0.341,1.799,-,-,-,-,-,-,-
54,臺北市,2017/09/23,萬華,1.6,0.62,-,15.9,26,12,33.11,15.84,17.28,-,-,-,0.99,0.43,33.17,-,-,62.87,-
55,臺北市,2017/09/23,陽明,2.5,0.07,406.35,23.9,9,6,3.27,0.49,2.78,-,-,-,2.06,-,21.93,0,0,87.58,0
56,臺北市,2017/09/23,士林,1.6,0.16,-,23.4,18,10,8.55,1.25,7.3,-,-,-,2.16,1.93,32.68,-,-,66.88,-
57,臺北市,2017/09/22,松山,10.8,0.44,442.1,32.1,40,31,29.28,5.95,23.33,1.971,0.166,1.805,1.82,1.38,30.29,-,-,70.94,-
58,臺北市,2017/09/22,古亭,7.4,0.53,-,41.1,44,30,25.71,4.41,21.3,2.111,0.165,1.946,2.08,1.67,30.73,-,-,70.47,-
59,臺北市,2017/09/22,中山,8.8,0.74,-,21,52,30,38.9,10.05,28.85,2.139,0.211,1.928,0.8,0.36,31.23,-,-,73.65,-
60,臺北市,2017/09/22,大同,8.4,1.23,-,-,62,32,62.4,27.47,34.93,2.345,0.405,1.94,-,-,-,-,-,-,-
61,臺北市,2017/09/22,萬華,8.8,0.87,-,27.2,52,34,48.39,16.22,32.17,-,-,-,1.03,0.55,31.73,-,-,68.53,-
62,臺北市,2017/09/22,陽明,4.5,0.19,417.67,55.2,30,30,4.8,0.25,4.63,-,-,-,1.45,-,23.07,0,0,89.02,0
63,臺北市,2017/09/22,士林,4.3,0.33,-,34.9,41,28,15.58,1.51,14.05,-,-,-,2.08,1.68,31.06,-,-,74.34,-
64,臺北市,2017/09/21,松山,6,0.48,436.63,40.7,34,30,26.73,4.46,22.27,1.984,0.167,1.816,1.56,1.16,30.35,-,-,67.69,-
65,臺北市,2017/09/21,古亭,6,0.5,-,42.5,38,26,25.74,2.5,23.24,2.145,0.188,1.957,1.8,1.46,30.8,-,-,67.17,-
66,臺北市,2017/09/21,中山,6.7,0.73,-,31.3,49,27,38.54,7.94,30.6,2.157,0.215,1.942,0.83,0.34,31.26,-,-,68.41,-
67,臺北市,2017/09/21,大同,8,1.52,-,-,57,29,71.88,33.2,38.68,2.495,0.523,1.972,-,-,-,-,-,-,-
68,臺北市,2017/09/21,萬華,7.5,0.93,-,27.4,47,29,50.45,15.06,35.39,-,-,-,1.2,0.6,31.92,-,-,63.86,-
69,臺北市,2017/09/21,陽明,3.8,0.22,416.94,66.4,27,26,4.23,0.41,3.84,-,-,-,0.81,-,22.98,0,0,79.66,0
70,臺北市,2017/09/21,士林,3.5,0.4,-,36.9,45,24,18,2.01,15.99,-,-,-,1.85,1.6,30.69,-,-,73.14,-
71,臺北市,2017/09/20,松山,7.4,0.52,440.8,45.1,42,30,30.68,4.43,26.25,1.881,0.179,1.702,1.51,1.06,30.37,-,-,64.69,-
72,臺北市,2017/09/20,古亭,5.5,0.53,-,51.5,45,30,25.45,3.06,22.39,2.198,0.193,2.005,1.73,1.36,30.86,-,-,65,-
73,臺北市,2017/09/20,中山,5.8,0.81,-,36.4,56,30,39.08,7.35,31.73,2.227,0.242,1.985,0.75,0.22,31.05,-,-,69.16,-
74,臺北市,2017/09/20,大同,9.4,1.31,-,-,64,31,59.3,21.66,37.64,2.504,0.467,2.037,-,-,-,-,-,-,-
75,臺北市,2017/09/20,萬華,5.8,0.93,-,32.5,51,29,48.19,13.18,35.01,-,-,-,0.96,0.47,31.93,-,-,62.5,-
76,臺北市,2017/09/20,陽明,3.2,0.23,419.43,62.2,29,27,5.46,0.74,4.73,-,-,-,1.23,-,20.63,0,0,85.51,0
77,臺北市,2017/09/20,士林,4.1,0.43,-,-,56,34,18.32,1.76,16.55,-,-,-,1.8,1.63,30.58,-,-,72.47,-
78,臺北市,2017/09/19,松山,1.3,0.46,422.46,35.3,28,21,21.91,3.73,18.18,1.86,0.126,1.734,1.34,1.03,29.4,-,-,61.59,-
79,臺北市,2017/09/19,古亭,1.9,0.45,-,42.3,32,20,19.89,2.9,16.98,2.094,0.118,1.975,1.52,1.23,29.87,-,-,62.88,-
80,臺北市,2017/09/19,中山,2.1,0.67,-,38.2,49,24,30.38,5.17,25.2,2.159,0.193,1.966,0.72,0.26,30.25,-,-,-,-
81,臺北市,2017/09/19,大同,4.4,1.85,-,-,60,24,79.53,42.11,37.41,2.566,0.587,1.979,-,-,-,-,-,-,-
82,臺北市,2017/09/19,萬華,3.3,0.82,-,34.8,43,25,45.13,12.84,32.29,-,-,-,0.96,0.42,30.76,-,-,60.72,-
83,臺北市,2017/09/19,陽明,3.3,0.23,412.53,61.1,28,24,3.4,0.4,3.06,-,-,-,1.37,-,19.89,0,0,79.71,0
84,臺北市,2017/09/19,士林,2.2,0.37,-,51.5,41,22,14.55,2.16,12.38,-,-,-,1.7,1.46,29.94,-,-,67.42,-
85,臺北市,2017/09/18,松山,2.4,0.33,415.57,44.4,27,19,18.82,3.01,15.8,1.939,0.107,1.832,2.19,1.74,26.6,-,-,61.46,-
86,臺北市,2017/09/18,古亭,2,0.3,-,50.9,32,17,14.3,1.63,12.67,2.067,0.083,1.985,2.65,2.35,27.34,-,-,63.08,-
87,臺北市,2017/09/18,中山,4,0.55,-,34.4,60,20,30.5,5.26,25.23,2.115,0.168,1.947,0.92,0.46,28.05,-,-,87.05,-
88,臺北市,2017/09/18,大同,4.7,0.72,-,-,54,18,45.94,15.87,30.07,2.17,0.247,1.924,-,-,-,-,-,-,-
89,臺北市,2017/09/18,萬華,3.1,0.68,-,36,46,20,-,-,-,-,-,-,1.36,0.6,28.26,-,-,60.41,-
90,臺北市,2017/09/18,陽明,3.2,0.13,407.55,59.1,22,16,2.17,0.25,1.9,-,-,-,3.11,-,16.6,0,0,77.07,0
91,臺北市,2017/09/18,士林,7.4,0.21,-,51.2,34,18,14.14,2.72,11.42,-,-,-,3.27,2.91,27.68,-,-,64.89,-
92,臺北市,2017/09/17,松山,3.5,0.3,417.16,56.8,38,24,16.49,2.15,14.34,1.944,0.098,1.846,1.97,1.63,27.1,-,-,64.94,-
93,臺北市,2017/09/17,古亭,4.1,0.38,-,57.4,39,20,17.4,2.48,14.92,2.086,0.094,1.992,2.34,2.01,27.65,-,-,64.98,-
94,臺北市,2017/09/17,中山,2.3,0.48,-,51.1,94,24,21.47,1.21,20.26,2.104,0.142,1.962,0.94,0.58,28.51,-,-,82.46,-
95,臺北市,2017/09/17,大同,3.7,0.79,-,-,62,24,47.35,13.13,34.22,2.177,0.223,1.955,-,-,-,-,-,-,-
96,臺北市,2017/09/17,萬華,2.1,0.59,-,44.6,46,21,33.84,8.23,25.61,-,-,-,1.26,0.6,28.55,-,-,62.49,-
97,臺北市,2017/09/17,陽明,1.9,0.19,406.29,60.8,25,20,2.92,0.35,2.54,-,-,-,1.39,-,17.5,0,0,79.03,0
98,臺北市,2017/09/17,士林,4.9,0.33,-,55,43,18,13.32,1.75,11.57,-,-,-,1.97,1.71,27.98,-,-,68.03,-
99,臺北市,2017/09/16,松山,4.7,0.39,424.41,34.8,31,17,23.34,4.42,18.92,1.935,0.121,1.814,1.92,1.55,29.05,-,-,62.11,-
100,臺北市,2017/09/16,古亭,5.1,0.43,-,32.6,31,18,26.08,4.9,21.18,2.156,0.16,1.996,1.96,1.55,29.65,-,-,61.83,-
101,臺北市,2017/09/16,中山,3.4,0.7,-,29.2,40,19,34.02,8.02,26,2.155,0.206,1.949,0.89,0.35,29.91,-,-,74.26,-
102,臺北市,2017/09/16,大同,5.1,1.05,-,-,50,21,47.08,18.34,28.74,2.279,0.3,1.978,-,-,-,-,-,-,-
103,臺北市,2017/09/16,萬華,3.9,0.8,-,22.6,42,18,48.04,16.57,31.48,-,-,-,0.88,0.5,30.65,-,-,59.33,-
104,臺北市,2017/09/16,陽明,2.5,0.12,411.38,42.9,14,10,2.33,0.19,2.28,-,-,-,3.82,-,21.67,0,0,83.36,0
105,臺北市,2017/09/16,士林,3.8,0.29,-,41.9,39,19,11.48,1.02,10.44,-,-,-,2.21,1.94,29.42,-,-,68.41,-
106,臺北市,2017/09/15,松山,3.7,0.64,435.02,23,34,20,44.74,13.16,31.58,2.177,0.276,1.901,2.02,1.66,29.45,-,-,59.44,-
107,臺北市,2017/09/15,古亭,4,0.62,-,25.7,34,16,35.82,6.88,28.94,2.357,0.32,2.036,1.7,1.25,29.98,-,-,59.24,-
108,臺北市,2017/09/15,中山,3.9,1.21,-,14.2,46,19,60.45,24.63,35.82,2.387,0.401,1.986,0.81,0.34,30.23,-,-,66.6,-
109,臺北市,2017/09/15,大同,5,1.52,-,-,54,14,63.23,26.84,36.39,2.507,0.479,2.028,-,-,-,-,-,-,-
110,臺北市,2017/09/15,萬華,4.1,1.04,-,16.6,42,18,58.66,20.35,38.31,-,-,-,0.82,0.33,31.05,-,-,57.33,-
111,臺北市,2017/09/15,陽明,2.3,0.16,411.52,46.1,20,13,5.6,0.53,5.01,-,-,-,4.7,-,20.61,0,0,90.2,0
112,臺北市,2017/09/15,士林,3.7,0.4,-,37.1,42,15,19.92,2.87,17.05,-,-,-,2.36,2.17,29.5,-,-,68.4,-
113,臺北市,2017/09/14,松山,3.2,0.68,425.51,23.6,30,15,44.66,16.39,28.27,2.093,0.254,1.84,2.21,1.79,26.69,-,-,73.75,-
114,臺北市,2017/09/14,古亭,2.5,0.48,-,30.8,33,13,24.59,3.04,21.55,2.232,0.255,1.977,2.03,1.5,26.78,-,-,76.99,-
115,臺北市,2017/09/14,中山,2.7,0.85,-,22.1,44,19,41.76,12.69,29.09,2.26,0.316,1.944,0.87,0.43,27.07,-,-,70.1,-
116,臺北市,2017/09/14,大同,2.3,1.94,-,-,56,16,75.39,40.82,34.57,2.572,0.6,1.972,-,-,-,-,-,-,-
117,臺北市,2017/09/14,萬華,3.7,0.82,-,21.9,40,16,42.26,13.85,28.41,-,-,-,0.78,0.3,27.78,-,-,74.44,-
118,臺北市,2017/09/14,陽明,1.5,0.14,407.59,47.8,9,6,2.06,0.37,1.58,-,-,-,6.88,-,18.78,2.5,4.44,97.49,99.74
119,臺北市,2017/09/14,士林,1.9,0.35,-,37.6,35,12,13.92,2.03,11.89,-,-,-,2.39,2.28,26.91,-,-,79.18,-
120,臺北市,2017/09/13,松山,1.8,0.4,411.34,33.7,22,13,19.35,4.3,15.04,1.88,0.088,1.792,1.79,1.24,27.14,-,-,80.88,-
121,臺北市,2017/09/13,古亭,1.2,0.42,-,35.9,28,14,16.57,2.12,14.45,2.071,0.092,1.979,1.93,1.48,27.46,-,-,83.34,-
122,臺北市,2017/09/13,中山,0.8,0.74,-,23.6,38,16,36.31,11.99,24.32,2.106,0.173,1.933,0.73,0.21,27.28,-,-,75.75,-
123,臺北市,2017/09/13,大同,-,0.88,-,-,49,12,37.09,13.35,23.76,2.236,0.25,1.986,-,-,-,-,-,-,-
124,臺北市,2017/09/13,萬華,2.8,0.89,-,20.1,37,15,49.47,19.89,29.58,-,-,-,0.83,0.3,28.18,-,-,83.34,-
125,臺北市,2017/09/13,陽明,0.6,0.16,406.6,48.4,6,2,1.45,0.55,0.88,-,-,-,6.81,-,20.86,3.94,4.36,98.3,109.82
126,臺北市,2017/09/13,士林,2,0.28,-,38.6,29,12,8.26,0.88,7.41,-,-,-,2.11,1.6,27.37,-,-,84.91,-
127,臺北市,2017/09/12,松山,2.7,0.28,418.53,15.4,20,13,18.99,6.76,12.23,1.83,0.105,1.725,2.38,1.86,29.55,-,-,68.59,-
128,臺北市,2017/09/12,古亭,1.3,0.29,-,17.3,17,11,18.55,7.86,10.69,1.999,0.095,1.904,2.6,2.32,30.42,-,-,67.22,-
129,臺北市,2017/09/12,中山,3.7,0.52,-,10.4,31,14,30.56,13.15,17.41,2.007,0.182,1.825,0.97,0.42,31.03,-,-,77.34,-
130,臺北市,2017/09/12,大同,4.9,0.74,-,-,36,12,47.05,26.99,20.06,2.084,0.261,1.822,-,-,-,-,-,-,-
131,臺北市,2017/09/12,萬華,2.2,0.64,-,11.5,29,14,37.46,20.94,16.53,-,-,-,1.33,0.58,31.28,-,-,65.92,-
132,臺北市,2017/09/12,陽明,1.9,0.07,409.13,23.2,11,4,1.86,0.45,1.56,-,-,-,2.68,-,22.34,0.5,4.91,83.63,25.15
133,臺北市,2017/09/12,士林,2.3,0.18,-,21.4,25,13,10.89,4.49,6.39,-,-,-,2.7,2.22,30.85,-,-,68.31,-
134,臺北市,2017/09/11,松山,3.6,0.52,439.1,25.3,28,15,29.09,8.36,20.73,1.963,0.174,1.789,1.61,1.18,29.99,-,-,65.63,-
135,臺北市,2017/09/11,古亭,3.2,0.45,-,25.9,29,16,24.83,6.22,18.62,2.064,0.16,1.903,1.57,1.25,30.37,-,-,66.01,-
136,臺北市,2017/09/11,中山,3.1,0.68,-,20.5,40,17,35.42,10.6,24.82,2.1,0.226,1.874,0.82,0.28,30.53,-,-,69.93,-
137,臺北市,2017/09/11,大同,4.7,1.42,-,-,47,18,62.39,34.91,27.48,2.566,0.635,1.931,-,-,-,-,-,-,-
138,臺北市,2017/09/11,萬華,4.2,0.91,-,13.3,37,19,49.1,22.89,26.21,-,-,-,0.88,0.41,31.44,-,-,63.25,-
139,臺北市,2017/09/11,陽明,3.5,0.13,416.07,30.9,11,4,5.65,1.12,4.52,-,-,-,1.36,-,23.73,0,0,79.08,0
140,臺北市,2017/09/11,士林,2.9,0.35,-,23.4,34,16,17.95,3.28,14.67,-,-,-,1.7,1.52,30.28,-,-,71,-
141,臺北市,2017/09/10,松山,3,0.4,439.24,24.7,31,18,22,6.11,15.88,1.952,0.146,1.805,1.29,0.99,29.3,-,-,74.41,-
142,臺北市,2017/09/10,古亭,3.2,0.39,-,26.1,32,19,18.9,3.98,14.93,2.02,0.114,1.905,1.48,1.23,29.6,-,-,74.87,-
143,臺北市,2017/09/10,中山,2.2,0.52,-,17.6,38,17,25.67,6.4,19.27,2.045,0.163,1.883,0.77,0.29,30.09,-,-,73.51,-
144,臺北市,2017/09/10,大同,5,1.21,-,-,49,21,56.96,32.84,24.11,2.401,0.489,1.912,-,-,-,-,-,-,-
145,臺北市,2017/09/10,萬華,2.4,0.75,-,15.4,34,18,38.57,16.9,21.68,-,-,-,0.83,0.36,30.85,-,-,71.35,-
146,臺北市,2017/09/10,陽明,3.2,0.14,421.63,31.8,21,16,5.06,1.34,3.71,-,-,-,1.65,-,23.11,0,0,91.03,0
147,臺北市,2017/09/10,士林,2.6,0.32,-,24.1,35,17,14.5,3.18,11.32,-,-,-,1.8,1.57,30.16,-,-,75.29,-
148,臺北市,2017/09/09,松山,3.1,0.44,436.67,18.7,29,19,23.7,4.79,18.91,1.963,0.165,1.798,1.43,1.06,29.27,-,-,75.53,-
149,臺北市,2017/09/09,古亭,1.8,0.43,-,19.5,31,18,21.85,5.11,16.74,2.07,0.147,1.923,1.31,1.14,29.4,-,-,77.73,-
150,臺北市,2017/09/09,中山,2.6,0.63,-,15,38,20,29.57,7.29,22.28,2.087,0.165,1.922,0.77,0.25,29.98,-,-,72.02,-
151,臺北市,2017/09/09,大同,4.1,1.35,-,-,47,19,58.84,30.04,28.8,2.605,0.687,1.918,-,-,-,-,-,-,-
152,臺北市,2017/09/09,萬華,1.5,0.84,-,12.8,36,20,40.9,16.49,24.42,-,-,-,0.74,0.28,30.59,-,-,74.98,-
153,臺北市,2017/09/09,陽明,2.9,0.12,416.03,30,19,14,4.71,0.8,3.9,-,-,-,1.46,-,23.38,0,0,92.02,0
154,臺北市,2017/09/09,士林,4.7,0.32,-,21.6,33,17,17.93,2.51,15.42,-,-,-,1.84,1.58,30.02,-,-,77.69,-
155,臺北市,2017/09/08,松山,4.5,0.55,-,17.9,32,21,31.46,6.83,24.63,2.047,0.215,1.833,1.2,0.88,29.31,-,-,79.6,-
156,臺北市,2017/09/08,古亭,-,0.6,-,-,37,21,-,-,-,2.25,0.247,2.003,1.29,0.97,29.61,-,-,80.95,-
157,臺北市,2017/09/08,中山,-,0.85,-,-,39,20,-,-,-,2.217,0.273,1.944,0.77,0.29,30.05,-,-,71.95,-
158,臺北市,2017/09/08,大同,3.7,1.37,-,-,50,13,75.37,41.06,34.32,2.695,0.704,1.992,-,-,-,-,-,-,-
159,臺北市,2017/09/08,萬華,-,1.1,-,-,39,24,-,-,-,-,-,-,0.79,0.35,30.65,-,-,79.02,-
160,臺北市,2017/09/08,陽明,3.9,0.13,416.13,27.6,16,12,6.81,0.88,5.9,-,-,-,1.35,-,23.53,0.5,4.35,92.18,68.9
161,臺北市,2017/09/08,士林,2.5,0.33,-,24.2,30,17,16.78,2.22,14.56,-,-,-,1.52,1.29,30.14,-,-,79.09,-
162,臺北市,2017/09/07,松山,3.3,0.39,424.16,23,27,19,22.73,5.47,17.26,1.902,0.14,1.762,2,1.52,30.67,-,-,69.97,-
163,臺北市,2017/09/07,古亭,2.9,0.43,-,26.2,30,19,20.59,3.36,17.23,2.107,0.173,1.934,1.82,1.42,30.95,-,-,71.97,-
164,臺北市,2017/09/07,中山,3.6,0.73,-,15.9,44,20,36.89,12.39,24.5,2.106,0.227,1.88,0.82,0.36,31.16,-,-,68.59,-
165,臺北市,2017/09/07,大同,-,1.32,-,-,52,9,58.82,30.27,28.55,2.533,0.507,2.026,-,-,-,-,-,-,-
166,臺北市,2017/09/07,萬華,4,0.84,-,15.9,37,21,42.27,15.83,26.44,-,-,-,0.93,0.41,31.97,-,-,69.95,-
167,臺北市,2017/09/07,陽明,3.8,0.11,419.05,28.1,20,15,6.09,0.45,5.68,-,-,-,1.46,-,23.86,0,0,92.98,0
168,臺北市,2017/09/07,士林,3.9,0.28,-,26.2,36,18,15.46,2.39,13.07,-,-,-,2.05,1.73,30.97,-,-,76.46,-
169,臺北市,2017/09/06,松山,2.5,0.34,421.42,26.8,21,16,19.64,5.24,14.4,1.854,0.109,1.745,1.91,1.25,31.75,-,-,65.13,-
170,臺北市,2017/09/06,古亭,2.6,0.34,-,31.3,24,17,15.48,3.55,11.93,2.008,0.096,1.911,2.7,2.24,32.15,-,-,65.52,-
171,臺北市,2017/09/06,中山,1.8,0.58,-,22,36,18,26.23,7.65,18.58,2.031,0.182,1.85,1.07,0.66,32.23,-,-,61.15,-
172,臺北市,2017/09/06,大同,4.1,1.52,-,-,45,9,60.36,33.54,26.82,2.675,0.471,2.204,-,-,-,-,-,-,-
