序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
1,臺北市,2001/04/30,松山,4.7,0.7,22.0,-,39,-,35.91,10.62,25.29,-,-,-,26.9,-,-,46.0,-
2,臺北市,2001/04/30,古亭,4.2,0.73,18.0,-,35,23,35.8,9.76,26.04,2.022,0.27,1.75,28.23,-,-,35.0,-
3,臺北市,2001/04/30,中山,4.2,0.89,21.7,-,52,-,40.95,13.47,27.47,2.368,0.45,1.91,27.38,-,-,51.0,-
4,臺北市,2001/04/30,大同,7.3,2.7,-,-,53,-,117.51,74.05,43.45,3.668,1.39,2.28,27.93,-,-,54.0,-
5,臺北市,2001/04/30,萬華,3.3,0.89,22.6,-,41,-,39.58,10.93,28.65,-,-,-,27.65,-,-,42.0,-
6,臺北市,2001/04/30,陽明,1.1,0.29,29.9,-,13,-,5.65,0.34,5.31,-,-,-,22.89,-,84.0,43.0,-
7,臺北市,2001/04/30,士林,2.5,0.67,26.1,-,35,-,22.57,6.42,16.15,-,-,-,27.19,-,-,46.0,-
8,臺北市,2001/04/29,松山,4.3,1.0,19.8,-,40,-,50.03,25.42,24.61,-,-,-,28.18,-,-,56.0,-
9,臺北市,2001/04/29,古亭,3.7,0.91,17.9,-,42,26,41.99,20.52,21.47,2.22,0.43,1.79,29.18,-,-,53.0,-
10,臺北市,2001/04/29,中山,4.0,1.09,17.6,-,56,-,44.8,20.48,24.32,2.475,0.71,1.77,28.76,-,-,53.0,-
11,臺北市,2001/04/29,大同,6.5,2.67,-,-,67,-,118.53,79.9,38.62,3.625,1.24,2.39,29.28,-,-,58.0,-
12,臺北市,2001/04/29,萬華,2.2,0.85,21.9,-,43,-,29.02,7.48,21.54,-,-,-,28.9,-,-,57.0,-
13,臺北市,2001/04/29,陽明,1.7,0.3,37.9,-,23,-,5.67,0.43,5.24,-,-,-,23.72,-,81.0,57.0,-
14,臺北市,2001/04/29,士林,3.3,0.98,17.4,-,42,-,34.1,13.17,20.93,-,-,-,28.14,-,-,52.0,-
15,臺北市,2001/04/28,松山,5.4,1.0,30.0,-,43,-,46.81,16.78,30.03,-,-,-,27.15,-,-,70.0,-
16,臺北市,2001/04/28,古亭,4.5,1.07,37.6,-,54,32,47.7,16.1,31.61,2.31,0.41,1.9,28.03,-,-,135.0,-
17,臺北市,2001/04/28,中山,5.7,1.27,33.6,-,73,-,57.58,18.05,39.53,3.149,1.05,2.1,27.45,-,-,110.0,-
18,臺北市,2001/04/28,大同,6.8,2.42,-,-,70,-,113.98,60.86,53.12,3.707,1.18,2.53,27.82,-,-,60.0,-
19,臺北市,2001/04/28,萬華,5.0,1.26,40.3,-,64,-,48.3,9.36,38.95,-,-,-,27.48,-,-,120.0,-
20,臺北市,2001/04/28,陽明,3.6,0.3,49.4,-,17,-,5.8,0.5,5.29,-,-,-,22.73,-,81.0,86.0,-
21,臺北市,2001/04/28,士林,3.9,1.16,38.6,-,57,-,40.27,9.5,30.77,-,-,-,26.94,-,-,121.0,-
22,臺北市,2001/04/27,松山,4.1,0.73,30.4,-,42,-,37.22,8.38,28.84,-,-,-,25.73,-,-,80.0,-
23,臺北市,2001/04/27,古亭,4.0,0.96,33.9,-,37,22,42.39,13.5,28.89,2.112,0.3,1.81,27.44,-,-,89.0,-
24,臺北市,2001/04/27,中山,4.3,0.95,34.8,-,56,-,44.35,10.79,33.56,2.542,0.55,1.99,26.26,-,-,79.0,-
25,臺北市,2001/04/27,大同,6.8,3.05,-,-,73,-,155.98,97.71,58.26,4.054,1.7,2.35,26.93,-,-,62.0,-
26,臺北市,2001/04/27,萬華,3.0,0.91,37.0,-,44,-,32.95,3.09,29.86,-,-,-,26.54,-,-,75.0,-
27,臺北市,2001/04/27,陽明,3.3,0.32,58.6,-,19,-,6.15,0.38,5.77,-,-,-,21.45,-,83.0,71.0,-
28,臺北市,2001/04/27,士林,3.6,0.72,45.0,-,40,-,23.21,3.18,20.03,-,-,-,26.03,-,-,80.0,-
29,臺北市,2001/04/26,松山,4.9,0.55,25.2,-,48,-,42.78,10.33,32.44,-,-,-,20.23,-,-,48.0,-
30,臺北市,2001/04/26,古亭,3.7,0.61,32.8,-,56,19,30.11,5.67,24.44,1.968,0.13,1.84,21.29,-,-,53.0,-
31,臺北市,2001/04/26,中山,3.6,0.57,35.0,-,79,-,28.97,4.79,24.18,2.306,0.21,2.1,20.66,-,-,65.0,-
32,臺北市,2001/04/26,大同,7.3,2.48,-,-,90,-,135.67,83.97,51.7,3.612,1.4,2.21,21.5,-,-,70.0,-
33,臺北市,2001/04/26,萬華,3.3,0.71,35.5,-,54,-,29.84,3.72,26.11,-,-,-,20.88,-,-,52.0,-
34,臺北市,2001/04/26,陽明,1.6,0.21,-,-,16,-,3.45,0.25,3.2,-,-,-,14.47,-,94.0,46.0,-
35,臺北市,2001/04/26,士林,3.7,0.39,45.2,-,45,-,14.76,1.13,13.63,-,-,-,20.6,-,-,45.0,-
36,臺北市,2001/04/25,松山,1.8,0.56,28.4,-,29,-,33.72,6.38,27.34,-,-,-,18.41,-,-,41.0,-
37,臺北市,2001/04/25,古亭,2.4,0.58,31.3,-,39,17,29.97,5.44,24.53,1.866,0.23,1.64,19.11,-,-,41.0,-
38,臺北市,2001/04/25,中山,0.8,0.62,33.2,-,44,-,28.95,5.16,23.79,2.262,0.18,2.08,18.92,-,-,44.0,-
39,臺北市,2001/04/25,大同,5.1,2.72,-,-,56,-,147.42,94.7,52.72,3.929,1.73,2.19,20.01,-,-,53.0,-
40,臺北市,2001/04/25,萬華,0.7,0.79,36.6,-,33,-,-,-,-,-,-,-,19.23,-,-,42.0,-
41,臺北市,2001/04/25,陽明,0.8,0.19,-,-,12,-,0.81,0.01,0.8,-,-,-,13.47,-,100.0,12.0,-
42,臺北市,2001/04/25,士林,0.5,0.51,44.2,-,22,-,14.07,1.49,12.58,-,-,-,19.21,-,-,46.0,-
43,臺北市,2001/04/24,松山,3.7,1.18,26.2,-,58,-,48.94,15.24,33.7,-,-,-,23.19,-,-,65.0,-
44,臺北市,2001/04/24,古亭,5.2,1.27,27.8,-,78,40,54.47,20.2,34.26,2.662,0.59,2.07,24.19,-,-,76.0,-
45,臺北市,2001/04/24,中山,4.8,1.31,27.6,-,112,-,58.2,20.94,37.26,3.179,0.76,2.42,23.36,-,-,81.0,-
46,臺北市,2001/04/24,大同,7.5,3.34,-,-,117,-,147.39,87.01,60.38,-,-,-,23.93,-,-,84.0,-
47,臺北市,2001/04/24,萬華,7.4,1.48,27.3,-,76,-,-,-,-,-,-,-,23.6,-,-,70.0,-
48,臺北市,2001/04/24,陽明,0.8,0.32,-,-,-,-,2.16,0.03,2.13,-,-,-,19.31,-,90.0,13.0,-
49,臺北市,2001/04/24,士林,2.8,0.9,41.6,-,52,-,29.73,4.99,24.74,-,-,-,23.43,-,-,60.0,-
50,臺北市,2001/04/23,松山,4.5,1.21,25.4,-,52,-,61.34,13.28,48.06,-,-,-,23.7,-,-,51.0,-
51,臺北市,2001/04/23,古亭,4.3,1.41,28.5,-,77,37,61.16,14.55,46.6,2.756,0.71,2.05,24.6,-,-,64.0,-
52,臺北市,2001/04/23,中山,5.6,1.26,29.6,-,111,-,57.76,12.84,44.92,2.82,0.57,2.25,23.64,-,-,81.0,-
53,臺北市,2001/04/23,大同,6.3,2.48,-,-,103,-,117.57,59.28,58.29,3.79,1.37,2.42,23.82,-,-,77.0,-
54,臺北市,2001/04/23,萬華,7.5,1.24,32.4,-,75,-,50.6,7.51,43.09,-,-,-,23.7,-,-,62.0,-
55,臺北市,2001/04/23,陽明,1.3,0.31,-,-,19,-,-,-,-,-,-,-,18.74,-,89.0,19.0,-
56,臺北市,2001/04/23,士林,3.3,0.82,-,-,69,-,34.41,4.19,30.22,-,-,-,23.16,-,-,60.0,-
57,臺北市,2001/04/22,松山,1.4,0.54,33.1,-,37,-,31.51,3.57,27.94,-,-,-,19.21,-,-,41.0,-
58,臺北市,2001/04/22,古亭,0.6,0.46,39.0,-,36,13,24.37,3.02,21.35,1.963,0.14,1.83,19.94,-,-,46.0,-
59,臺北市,2001/04/22,中山,1.2,0.7,33.1,-,57,-,34.42,4.42,30.0,2.326,0.24,2.09,19.84,-,-,54.0,-
60,臺北市,2001/04/22,大同,3.8,2.48,-,-,68,-,160.3,98.21,62.09,3.536,1.26,2.27,20.39,-,-,59.0,-
61,臺北市,2001/04/22,萬華,1.5,0.7,41.4,-,34,-,25.56,1.48,24.08,-,-,-,19.88,-,-,48.0,-
62,臺北市,2001/04/22,陽明,0.5,0.24,-,-,14,-,-,-,-,-,-,-,13.82,-,100.0,14.0,-
63,臺北市,2001/04/22,士林,1.0,0.46,36.8,-,38,-,27.44,1.62,25.82,-,-,-,19.14,-,-,38.0,-
64,臺北市,2001/04/21,松山,3.3,0.95,20.9,-,30,-,47.16,15.21,31.95,-,-,-,22.47,-,-,39.0,-
65,臺北市,2001/04/21,古亭,1.7,1.19,18.7,-,33,18,52.45,19.26,31.52,2.375,0.6,1.77,23.25,-,-,35.0,-
66,臺北市,2001/04/21,中山,1.4,1.27,17.3,-,50,-,60.63,25.84,34.53,3.128,0.66,2.47,22.82,-,-,50.0,-
