序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
1,臺北市,2011/05/31,松山,5.3,0.84,435.57,47.2,106,69,48.0,44.37,5.6,38.77,2.423,0.33,2.09,27.21,63.29,169.0
2,臺北市,2011/05/31,古亭,5.3,0.82,-,52.8,111,74,50.0,38.07,4.29,33.79,2.351,0.309,2.04,27.27,67.98,155.0
3,臺北市,2011/05/31,中山,6.5,0.94,-,42.4,88,-,-,46.01,6.19,39.82,2.412,0.365,2.05,27.77,64.51,133.0
4,臺北市,2011/05/31,大同,6.4,1.98,-,-,-,38,31.0,99.54,42.96,56.58,3.036,0.812,2.22,-,-,32.0
5,臺北市,2011/05/31,萬華,5.6,0.9,-,47.1,100,66,47.0,44.85,4.83,40.01,-,-,-,27.25,65.47,160.0
6,臺北市,2011/05/31,陽明,4.1,0.21,417.22,73.7,87,44,35.0,9.4,0.63,8.76,-,-,-,21.55,84.64,87.0
7,臺北市,2011/05/31,士林,5.3,0.62,-,57.4,105,67,51.0,29.35,2.65,26.69,-,-,-,27.01,64.86,126.0
8,臺北市,2011/05/30,松山,2.8,0.51,412.26,34.4,56,45,31.0,30.88,4.03,26.84,2.122,0.171,1.95,24.34,63.85,57.0
9,臺北市,2011/05/30,古亭,3.0,0.53,-,49.3,68,54,34.0,26.4,3.94,22.45,2.051,0.143,1.91,25.29,63.71,82.0
10,臺北市,2011/05/30,中山,2.2,0.64,-,40.3,60,46,31.0,32.98,5.09,27.89,2.154,0.214,1.94,25.47,62.43,67.0
11,臺北市,2011/05/30,大同,3.4,1.67,-,-,-,59,41.0,76.8,32.49,44.31,2.668,0.614,2.06,-,-,54.0
12,臺北市,2011/05/30,萬華,2.9,0.53,-,45.3,72,50,32.0,32.28,3.25,29.03,-,-,-,25.06,62.18,87.0
13,臺北市,2011/05/30,陽明,3.1,0.15,396.71,72.9,81,33,25.0,4.87,1.12,3.75,-,-,-,18.53,86.77,81.0
14,臺北市,2011/05/30,士林,3.2,0.35,-,65.9,88,48,30.0,13.97,1.83,12.14,-,-,-,25.24,61.04,88.0
15,臺北市,2011/05/29,松山,1.4,0.43,408.74,34.6,49,38,21.0,26.9,4.83,22.08,2.145,0.123,2.02,21.96,66.71,44.0
16,臺北市,2011/05/29,古亭,1.5,0.41,-,42.8,56,46,27.0,19.61,3.94,15.67,2.045,0.092,1.95,22.32,69.17,50.0
17,臺北市,2011/05/29,中山,2.4,0.56,-,31.0,48,57,32.0,33.42,7.68,25.75,2.195,0.18,2.01,22.62,67.31,54.0
18,臺北市,2011/05/29,大同,2.6,1.13,-,-,-,51,32.0,60.74,24.06,36.69,2.522,0.389,2.13,-,-,50.0
