序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
1,臺北市,2004/12/31,松山,5.7,0.67,400.58,20.3,-,47,-,20.35,3.71,16.64,-,-,-,10.35,-,63.54,47.0,-
2,臺北市,2004/12/31,古亭,14.7,0.76,-,13.5,21,54,26.0,36.65,11.62,25.03,-,-,-,9.22,-,71.06,52.0,-
3,臺北市,2004/12/31,中山,6.3,0.98,-,10.3,-,42,27.0,50.27,23.77,26.5,3.095,0.526,2.57,9.63,-,63.89,42.0,-
4,臺北市,2004/12/31,大同,5.5,0.82,-,11.3,14,45,-,46.35,20.72,25.64,-,-,-,9.15,-,-,45.0,-
5,臺北市,2004/12/31,萬華,4.7,0.74,-,15.2,-,52,28.0,22.28,2.28,20.0,-,-,-,10.57,-,67.27,51.0,-
6,臺北市,2004/12/31,陽明,4.7,0.53,406.91,33.2,-,29,-,4.58,0.57,3.95,-,-,-,-,-,97.0,37.0,-
7,臺北市,2004/12/31,士林,6.5,0.46,-,22.5,-,37,-,13.58,3.37,10.22,-,-,-,9.26,-,65.74,37.0,-
8,臺北市,2004/12/30,松山,4.4,0.73,403.94,13.1,-,42,-,47.77,19.04,28.73,-,-,-,17.95,-,68.89,42.0,-
9,臺北市,2004/12/30,古亭,13.5,0.83,-,13.8,24,55,17.0,54.43,18.93,35.5,-,-,-,17.09,-,72.79,52.0,-
10,臺北市,2004/12/30,中山,4.8,1.11,-,9.6,-,48,22.0,67.45,29.63,37.82,3.362,0.713,2.65,17.44,-,67.55,48.0,-
11,臺北市,2004/12/30,大同,5.2,1.12,-,7.1,12,49,-,89.86,43.16,46.71,-,-,-,17.43,-,-,49.0,-
12,臺北市,2004/12/30,萬華,3.2,0.86,-,15.0,-,51,21.0,44.14,11.67,32.47,-,-,-,18.46,-,69.78,50.0,-
13,臺北市,2004/12/30,陽明,2.7,0.29,398.38,37.4,-,19,-,4.9,0.74,4.15,-,-,-,10.46,-,94.0,40.0,-
14,臺北市,2004/12/30,士林,5.6,0.51,-,21.1,-,42,-,33.46,8.66,24.8,-,-,-,17.51,-,68.31,43.0,-
15,臺北市,2004/12/29,松山,4.8,0.69,398.94,16.0,-,47,-,34.78,9.61,25.17,-,-,-,15.48,-,65.97,47.0,-
16,臺北市,2004/12/29,古亭,12.8,0.67,-,21.1,25,41,18.0,35.06,10.6,24.46,-,-,-,14.68,-,69.89,41.0,-
