序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
1,臺北市,2003/09/30,松山,3.0,0.33,363.16,24.4,-,39,-,29.19,5.11,24.07,-,-,-,26.95,-,-,42.0,-
2,臺北市,2003/09/30,古亭,1.6,0.57,-,29.5,-,34,-,24.9,6.31,18.59,2.892,0.57,2.32,28.36,-,-,34.0,-
3,臺北市,2003/09/30,中山,2.5,0.7,-,21.2,-,39,-,41.75,12.24,29.51,2.099,0.39,1.68,28.29,-,-,39.0,-
4,臺北市,2003/09/30,大同,8.2,0.75,-,-,-,-,-,50.86,20.14,30.71,2.559,0.45,2.11,28.28,-,-,14.0,-
5,臺北市,2003/09/30,萬華,1.6,0.76,-,30.1,-,30,26.9,24.35,3.79,20.56,-,-,-,27.84,-,-,36.0,-
6,臺北市,2003/09/30,陽明,-,-,-,-,-,-,-,-,-,-,-,-,-,20.2,-,82.0,-,-
7,臺北市,2003/09/30,士林,3.3,0.42,-,37.3,-,38,-,18.61,6.85,11.76,-,-,-,27.94,-,-,38.0,-
8,臺北市,2003/09/29,松山,4.5,0.36,364.17,29.6,-,41,-,28.69,6.1,22.59,-,-,-,26.09,-,-,45.0,-
9,臺北市,2003/09/29,古亭,2.9,0.58,-,33.3,-,36,49.08,26.88,7.65,19.23,2.977,0.59,2.39,27.44,-,-,38.0,-
10,臺北市,2003/09/29,大同,6.5,0.69,-,-,-,-,-,46.18,16.79,29.39,2.568,0.45,2.12,27.64,-,-,12.0,-
11,臺北市,2003/09/29,萬華,2.6,0.79,-,33.3,-,39,32.4,22.71,2.03,20.68,-,-,-,26.9,-,-,40.0,-
12,臺北市,2003/09/29,陽明,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.0,-
13,臺北市,2003/09/29,士林,2.2,0.45,-,42.3,-,30,-,11.84,0.9,10.93,-,-,-,27.49,-,-,45.0,-
14,臺北市,2003/09/28,松山,5.5,0.24,363.41,23.5,-,28,-,22.92,4.22,18.7,-,-,-,26.12,-,-,38.0,-
15,臺北市,2003/09/28,古亭,4.3,0.52,-,24.8,-,24,38.19,25.55,7.55,18.0,2.905,0.56,2.35,27.52,-,-,29.0,-
16,臺北市,2003/09/28,大同,6.1,0.58,-,-,-,-,-,44.69,18.13,26.56,2.428,0.34,2.09,27.76,-,-,10.0,-
17,臺北市,2003/09/28,萬華,2.9,0.67,-,25.9,-,25,21.77,19.9,2.39,17.5,-,-,-,27.07,-,-,35.0,-
18,臺北市,2003/09/28,陽明,1.0,0.19,346.68,42.8,-,7,-,1.39,0.02,1.37,-,-,-,21.27,-,85.0,44.0,-
19,臺北市,2003/09/28,士林,3.6,0.37,-,33.3,-,21,-,8.31,0.01,8.3,-,-,-,27.94,-,-,34.0,-
20,臺北市,2003/09/27,松山,3.3,0.35,358.06,20.4,-,33,-,25.06,5.71,19.36,-,-,-,26.23,-,-,33.0,-
21,臺北市,2003/09/27,古亭,2.6,0.71,-,16.8,-,33,47.62,32.21,10.59,21.62,2.883,0.61,2.27,26.98,-,-,33.0,-
22,臺北市,2003/09/27,大同,7.8,0.78,-,-,-,-,-,53.21,25.27,27.94,2.531,0.45,2.08,27.67,-,-,13.0,-
23,臺北市,2003/09/27,萬華,2.4,0.85,-,18.1,-,39,24.75,18.8,0.59,18.21,-,-,-,26.72,-,-,39.0,-
24,臺北市,2003/09/27,陽明,0.5,0.2,347.66,36.3,-,6,-,0.65,0.03,0.6,-,-,-,20.91,-,95.0,32.0,-
25,臺北市,2003/09/27,士林,2.2,0.51,-,23.8,-,25,-,12.95,0.73,12.22,-,-,-,27.88,-,-,27.0,-
26,臺北市,2003/09/26,松山,2.9,0.42,356.48,25.5,-,29,-,21.62,3.15,18.46,-,-,-,26.34,-,-,31.0,-
27,臺北市,2003/09/26,古亭,2.0,0.79,-,18.4,-,26,38.95,33.53,11.48,22.06,2.794,0.44,2.36,26.48,-,-,26.0,-
28,臺北市,2003/09/26,大同,6.5,0.9,-,-,-,-,-,53.49,24.41,29.08,2.603,0.52,2.08,27.54,-,-,15.0,-
29,臺北市,2003/09/26,萬華,2.0,0.92,-,19.6,-,34,21.13,24.11,2.33,21.78,-,-,-,26.35,-,-,34.0,-
30,臺北市,2003/09/26,陽明,0.5,0.2,348.3,40.1,-,6,-,0.05,0.0,0.25,-,-,-,20.67,-,94.0,39.0,-
31,臺北市,2003/09/26,士林,0.5,0.45,-,31.1,-,20,-,10.68,1.3,9.38,-,-,-,27.05,-,-,33.0,-
32,臺北市,2003/09/25,松山,2.4,0.3,356.56,28.1,-,34,-,20.52,3.32,17.2,-,-,-,26.94,-,-,34.0,-
33,臺北市,2003/09/25,古亭,2.2,0.78,-,20.9,-,32,39.47,32.91,12.73,20.18,2.775,0.27,2.51,27.28,-,-,32.0,-
34,臺北市,2003/09/25,大同,6.4,0.76,-,-,-,-,-,49.97,21.78,28.19,2.656,0.51,2.14,28.27,-,-,12.0,-
35,臺北市,2003/09/25,萬華,2.4,0.83,-,22.7,-,32,19.6,23.6,3.33,20.27,-,-,-,27.13,-,-,32.0,-
36,臺北市,2003/09/25,陽明,0.5,0.17,345.02,41.3,-,9,-,0.02,0.01,0.25,-,-,-,21.27,-,88.0,43.0,-
37,臺北市,2003/09/25,士林,0.6,0.45,-,32.4,-,19,-,12.11,1.92,10.2,-,-,-,27.98,-,-,36.0,-
38,臺北市,2003/09/24,松山,3.0,0.32,360.74,24.3,-,39,-,31.7,7.83,23.87,-,-,-,25.8,-,-,39.0,-
39,臺北市,2003/09/24,古亭,1.9,0.58,-,26.0,-,25,33.62,27.98,7.36,20.61,2.815,0.3,2.52,26.48,-,-,31.0,-
40,臺北市,2003/09/24,大同,4.2,0.81,-,-,-,-,-,57.82,24.35,33.46,2.577,0.51,2.07,26.81,-,-,13.0,-
41,臺北市,2003/09/24,萬華,1.4,0.85,-,27.3,-,23,14.76,-,-,-,-,-,-,26.13,-,-,35.0,-
42,臺北市,2003/09/24,陽明,0.5,0.14,345.17,46.9,-,7,-,-,-,-,-,-,-,19.7,-,90.0,46.0,-
43,臺北市,2003/09/24,士林,1.7,0.4,-,39.4,-,19,-,14.15,4.23,9.92,-,-,-,26.72,-,-,39.0,-
44,臺北市,2003/09/23,松山,1.3,0.46,358.6,23.1,-,23,-,30.15,7.73,22.42,-,-,-,24.55,-,-,35.0,-
45,臺北市,2003/09/23,古亭,0.7,0.59,-,23.8,-,19,30.45,28.86,10.12,18.74,2.72,0.17,2.55,24.9,-,-,28.0,-
46,臺北市,2003/09/23,中山,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26.0,-
47,臺北市,2003/09/23,大同,3.0,1.02,-,-,-,-,-,74.9,39.41,35.49,2.808,0.65,2.16,25.34,-,-,18.0,-
48,臺北市,2003/09/23,萬華,0.7,0.75,-,21.3,-,19,12.58,-,-,-,-,-,-,24.38,-,-,26.0,-
49,臺北市,2003/09/23,陽明,0.7,0.18,345.19,43.2,-,5,-,-,-,-,-,-,-,18.64,-,94.0,38.0,-
50,臺北市,2003/09/23,士林,3.1,0.54,-,29.7,-,30,-,-,-,-,-,-,-,25.03,-,-,30.0,-
51,臺北市,2003/09/22,松山,1.4,-,359.97,28.4,-,28,-,24.78,3.22,21.56,-,-,-,24.22,-,-,34.0,-
52,臺北市,2003/09/22,古亭,1.7,0.64,-,22.4,-,20,37.55,34.44,11.96,22.48,2.802,0.39,2.41,24.26,-,-,26.0,-
