序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
1,臺北市,2002/11/30,松山,2.2,0.78,414.33,24.1,-,47,-,33.52,7.61,25.91,-,-,-,19.56,-,-,47.0,-
2,臺北市,2002/11/30,古亭,2.0,0.91,-,18.9,-,41,30.33,45.87,15.33,30.54,3.92,0.73,3.19,20.19,-,-,41.0,-
3,臺北市,2002/11/30,中山,2.1,0.88,-,18.7,-,60,-,50.02,15.35,34.67,3.924,0.47,3.46,20.5,-,-,55.0,-
4,臺北市,2002/11/30,大同,6.1,2.88,-,-,-,77,-,165.61,114.86,50.74,3.696,1.44,2.25,20.95,-,-,64.0,-
5,臺北市,2002/11/30,萬華,2.6,1.06,-,21.9,-,48,-,39.52,8.42,31.1,-,-,-,20.02,-,-,48.0,-
6,臺北市,2002/11/30,陽明,1.3,0.33,403.91,46.5,-,30,-,2.49,0.31,2.18,-,-,-,13.59,-,94.0,50.0,-
7,臺北市,2002/11/30,士林,1.6,0.73,-,26.1,-,34,-,34.07,7.46,26.61,-,-,-,19.56,-,-,39.0,-
8,臺北市,2002/11/29,松山,1.5,1.17,429.87,8.9,-,36,-,69.61,32.62,36.99,-,-,-,19.48,-,-,36.0,-
9,臺北市,2002/11/29,古亭,1.9,1.53,-,9.3,-,37,23.01,79.73,42.6,37.13,4.089,1.07,3.02,19.86,-,-,37.0,-
10,臺北市,2002/11/29,中山,1.8,1.45,-,7.6,-,60,-,87.71,44.43,43.29,4.654,0.89,3.77,20.1,-,-,55.0,-
11,臺北市,2002/11/29,大同,5.1,3.55,-,-,-,77,-,167.47,123.21,44.26,4.268,1.88,2.39,20.68,-,-,64.0,-
12,臺北市,2002/11/29,萬華,2.3,1.79,-,9.9,-,38,-,69.79,36.38,33.4,-,-,-,19.6,-,-,38.0,-
13,臺北市,2002/11/29,陽明,0.1,0.25,403.77,38.9,-,19,-,2.59,0.28,2.31,-,-,-,14.61,-,99.0,37.0,-
