序號,縣市,監測日期,測站,二氧化硫
SO2
(ppb),一氧化碳
CO
(ppm),二氧化碳
CO2
(ppm),臭氧
O3
(ppb),"懸浮微粒
PM 10 
(μg/m 3 )","細懸浮微粒
PM 2.5 
(μg/m 3 )",氮氧化物
NOx
(ppb),一氧化氮
NO
(ppb),二氧化氮
NO2
(ppb),風速
WIND_SPEED
(m/sec),溫度
AMB_TEMP
25,臺北市,2015/03/30,陽明,-,-,-,-,-,21,-,-,-,-,-,-
26,臺北市,2015/03/30,陽明,2.9,0.38,436.56,62,25,-,7.33,0.46,6.83,-,17.76,86.08
27,臺北市,2015/03/30,士林,-,-,-,-,-,21,-,-,-,-,-,-
28,臺北市,2015/03/30,士林,2.3,0.66,-,39.9,-,-,27.78,3.93,23.85,1.08,24.26,66.53
29,臺北市,2015/03/29,松山,-,-,-,-,-,14,-,-,-,-,-,-
30,臺北市,2015/03/29,松山,5,0.44,413.3,35.2,23,-,22.11,4.61,17.5,1.82,21.16,66.61
31,臺北市,2015/03/29,古亭,-,-,-,-,-,19,-,-,-,-,-,-
32,臺北市,2015/03/29,古亭,3.9,0.48,-,29.7,36,-,23.33,4.68,18.65,1.86,21.52,66.3
33,臺北市,2015/03/29,中山,-,-,-,-,-,16,-,-,-,-,-,-
34,臺北市,2015/03/29,中山,4.2,0.64,-,25,45,-,36.3,8.25,28.05,1.8,22.07,68.54
35,臺北市,2015/03/29,大同,-,-,-,-,-,13,-,-,-,-,-,-
36,臺北市,2015/03/29,大同,4.9,1.12,-,-,43,-,73.29,34.94,38.36,-,-,-
37,臺北市,2015/03/29,萬華,-,-,-,-,-,15,-,-,-,-,-,-
38,臺北市,2015/03/29,萬華,4.1,0.54,-,27.6,29,-,32.51,6.24,26.27,2.09,21.74,64.34
39,臺北市,2015/03/29,陽明,-,-,-,-,-,17,-,-,-,-,-,-
40,臺北市,2015/03/29,陽明,3.4,0.26,437.47,55,22,-,4.39,0.76,3.62,-,16.77,84.61
41,臺北市,2015/03/29,士林,-,-,-,-,-,15,-,-,-,-,-,-
42,臺北市,2015/03/29,士林,3.1,0.42,-,37.6,-,-,18.48,3.85,14.63,1.66,21.52,63.61
43,臺北市,2015/03/28,松山,-,-,-,-,-,8,-,-,-,-,-,-
44,臺北市,2015/03/28,松山,2.6,0.4,434.42,32.2,21,-,23.38,3.67,19.71,1.61,17.49,67.81
45,臺北市,2015/03/28,古亭,-,-,-,-,-,13,-,-,-,-,-,-
46,臺北市,2015/03/28,古亭,3.7,0.51,-,27.9,33,-,28.25,5.17,23.09,1.78,18.1,67.86
47,臺北市,2015/03/28,中山,-,-,-,-,-,11,-,-,-,-,-,-
48,臺北市,2015/03/28,中山,3.5,0.64,-,23.6,45,-,39.64,10.05,29.59,1.79,18.44,71.92
49,臺北市,2015/03/28,大同,-,-,-,-,-,11,-,-,-,-,-,-
50,臺北市,2015/03/28,大同,4.3,1.37,-,-,37,-,84.54,44.84,39.7,-,-,-
51,臺北市,2015/03/28,萬華,-,-,-,-,-,10,-,-,-,-,-,-
52,臺北市,2015/03/28,萬華,3.9,0.56,-,25.7,28,-,35.18,5.9,29.28,1.78,18.16,66.63
53,臺北市,2015/03/28,陽明,-,-,-,-,-,13,-,-,-,-,-,-
54,臺北市,2015/03/28,陽明,1.6,0.25,407.02,53.7,16,-,4.21,1.02,3.19,-,12.32,79.83
55,臺北市,2015/03/28,士林,-,-,-,-,-,11,-,-,-,-,-,-
56,臺北市,2015/03/28,士林,3,0.58,-,25.8,-,-,29.02,8.46,20.56,1.38,17.79,69.63
57,臺北市,2015/03/27,松山,-,-,-,-,-,8,-,-,-,-,-,-
58,臺北市,2015/03/27,松山,1.3,0.78,444.38,17.5,15,-,49.29,18.28,31.01,1.41,17.83,84.29
59,臺北市,2015/03/27,古亭,-,-,-,-,-,12,-,-,-,-,-,-
60,臺北市,2015/03/27,古亭,1.1,0.84,-,15.3,28,-,46.71,16.59,30.12,1.49,17.86,89.51
61,臺北市,2015/03/27,中山,-,-,-,-,-,13,-,-,-,-,-,-
62,臺北市,2015/03/27,中山,2.4,1.29,-,10.2,47,-,79.94,41.37,38.56,1.43,18.53,88.89
63,臺北市,2015/03/27,大同,-,-,-,-,-,11,-,-,-,-,-,-
64,臺北市,2015/03/27,大同,2.7,1.88,-,-,33,-,101.45,63.95,37.49,-,-,-
65,臺北市,2015/03/27,萬華,-,-,-,-,-,15,-,-,-,-,-,-
66,臺北市,2015/03/27,萬華,1.9,1.02,-,15.6,19,-,59.48,24.25,35.22,1.53,17.9,85.36
67,臺北市,2015/03/27,陽明,-,-,-,-,-,3,-,-,-,-,-,-
68,臺北市,2015/03/27,陽明,2,0.22,411.13,48.6,6,-,2.94,0.72,2.19,-,12.09,97.33
69,臺北市,2015/03/27,士林,-,-,-,-,-,8,-,-,-,-,-,-
70,臺北市,2015/03/27,士林,2.3,0.63,-,21.2,-,-,36.89,12.76,24.12,1.64,17.71,83.94
71,臺北市,2015/03/26,松山,-,-,-,-,-,6,-,-,-,-,-,-
72,臺北市,2015/03/26,松山,2.5,0.64,426.51,22.8,19,-,46.98,18.69,28.29,1.46,18.56,85.96
73,臺北市,2015/03/26,古亭,-,-,-,-,-,11,-,-,-,-,-,-
74,臺北市,2015/03/26,古亭,2.1,0.92,-,17,31,-,58.87,26.99,31.88,1.94,18.77,92.11
75,臺北市,2015/03/26,中山,-,-,-,-,-,14,-,-,-,-,-,-
76,臺北市,2015/03/26,中山,2.2,0.9,-,17.9,40,-,63.08,29.28,33.8,1.85,19.51,87.03
77,臺北市,2015/03/26,大同,-,-,-,-,-,12,-,-,-,-,-,-
78,臺北市,2015/03/26,大同,3.1,1.64,-,-,38,-,123.73,82.27,41.46,-,-,-
79,臺北市,2015/03/26,萬華,-,-,-,-,-,12,-,-,-,-,-,-
80,臺北市,2015/03/26,萬華,3.1,0.82,-,17.9,18,-,62.59,27.72,34.87,2.03,18.97,85.16
81,臺北市,2015/03/26,陽明,-,-,-,-,-,3,-,-,-,-,-,-
82,臺北市,2015/03/26,陽明,1.6,0.17,398.93,48.8,5,-,2.15,0.69,1.48,-,13.07,100
83,臺北市,2015/03/26,士林,-,-,-,-,-,7,-,-,-,-,-,-
84,臺北市,2015/03/26,士林,1.3,0.34,-,36.5,20,-,18.94,3.57,15.39,2.06,19.34,78.08
85,臺北市,2015/03/25,松山,-,-,-,-,-,7,-,-,-,-,-,-
86,臺北市,2015/03/25,松山,2.2,0.31,413.21,38.7,20,-,21.7,2.6,19.11,2.1,14.8,87.07
87,臺北市,2015/03/25,古亭,-,-,-,-,-,9,-,-,-,-,-,-
88,臺北市,2015/03/25,古亭,1.8,0.34,-,34.3,30,-,21.35,3.3,18.06,2.86,14.95,93.51
89,臺北市,2015/03/25,中山,-,-,-,-,-,8,-,-,-,-,-,-
90,臺北市,2015/03/25,中山,2.6,0.44,-,31.8,41,-,31,5.93,25.07,2.74,15.73,88.52
91,臺北市,2015/03/25,大同,-,-,-,-,-,7,-,-,-,-,-,-
92,臺北市,2015/03/25,大同,3.3,1.19,-,-,39,-,80.74,45,35.74,-,-,-
93,臺北市,2015/03/25,萬華,-,-,-,-,-,8,-,-,-,-,-,-
94,臺北市,2015/03/25,萬華,2.3,0.37,-,32.6,21,-,28.84,4.28,24.57,1.91,15.17,85.85
95,臺北市,2015/03/25,陽明,-,-,-,-,-,2,-,-,-,-,-,-
96,臺北市,2015/03/25,陽明,0.8,0.16,404.26,54,5,-,1.76,0.57,1.22,-,8.88,99.89
97,臺北市,2015/03/25,士林,-,-,-,-,-,5,-,-,-,-,-,-
98,臺北市,2015/03/25,士林,1.3,0.22,-,48.9,20,-,10.88,0.79,10.1,2.77,15.37,77.45
99,臺北市,2015/03/24,松山,-,-,-,-,-,9,-,-,-,-,-,-
100,臺北市,2015/03/24,松山,2.9,0.32,412.62,44,30,-,20,3.02,16.98,2.48,15.7,84.23
101,臺北市,2015/03/24,古亭,-,-,-,-,-,12,-,-,-,-,-,-
102,臺北市,2015/03/24,古亭,2,0.31,-,41,46,-,15.46,2.33,13.13,3.6,15.95,87.92
103,臺北市,2015/03/24,中山,-,-,-,-,-,9,-,-,-,-,-,-
104,臺北市,2015/03/24,中山,2.4,0.44,-,38.6,50,-,24.64,5.11,19.53,3.11,16.86,82.81
105,臺北市,2015/03/24,大同,-,-,-,-,-,8,-,-,-,-,-,-
106,臺北市,2015/03/24,大同,2.7,0.92,-,-,43,-,57.51,27.28,30.23,-,-,-
107,臺北市,2015/03/24,萬華,-,-,-,-,-,11,-,-,-,-,-,-
108,臺北市,2015/03/24,萬華,2.2,0.35,-,40.2,33,-,22.1,3.06,19.02,3.63,16.3,81.13
109,臺北市,2015/03/24,陽明,-,-,-,-,-,3,-,-,-,-,-,-
110,臺北市,2015/03/24,陽明,0.6,0.17,403.26,56.3,7,-,1.91,0.34,1.51,-,9.05,100
111,臺北市,2015/03/24,士林,-,-,-,-,-,6,-,-,-,-,-,-
112,臺北市,2015/03/24,士林,1.7,0.23,-,53.9,25,-,8.05,1.82,6.24,3.26,16.76,71.94
113,臺北市,2015/03/23,松山,-,-,-,-,-,20,-,-,-,-,-,-
114,臺北市,2015/03/23,松山,2.2,0.44,416.64,48.5,67,-,23.6,2.66,20.94,2.1,17.39,80.23
115,臺北市,2015/03/23,古亭,-,-,-,-,-,22,-,-,-,-,-,-
116,臺北市,2015/03/23,古亭,2,0.47,-,42.6,-,-,22.84,2.9,19.94,2.85,17.47,85.55
117,臺北市,2015/03/23,中山,-,-,-,-,-,23,-,-,-,-,-,-
118,臺北市,2015/03/23,中山,3,0.58,-,40.6,88,-,33.61,6.58,27.03,2.43,18.2,82.43
119,臺北市,2015/03/23,大同,-,-,-,-,-,19,-,-,-,-,-,-
120,臺北市,2015/03/23,大同,3.2,1.32,-,-,76,-,86.38,45.43,40.95,-,-,-
121,臺北市,2015/03/23,萬華,-,-,-,-,-,22,-,-,-,-,-,-
122,臺北市,2015/03/23,萬華,2.8,0.51,-,41.1,67,-,31.17,3.29,27.89,2.44,17.72,80.27
123,臺北市,2015/03/23,陽明,-,-,-,-,-,11,-,-,-,-,-,-
124,臺北市,2015/03/23,陽明,1.1,0.25,409.88,64.5,25,-,3.52,0.74,2.78,-,10.9,99.03
125,臺北市,2015/03/23,士林,-,-,-,-,-,17,-,-,-,-,-,-
126,臺北市,2015/03/23,士林,2.6,0.36,-,54,66,-,14.99,0.69,14.3,2.6,17.42,76.6
127,臺北市,2015/03/22,松山,-,-,-,-,-,35,-,-,-,-,-,-
128,臺北市,2015/03/22,松山,4.2,0.49,417.79,60.1,86,-,16.08,1.26,14.82,2.35,19.12,68.18
129,臺北市,2015/03/22,古亭,-,-,-,-,-,38,-,-,-,-,-,-
130,臺北市,2015/03/22,古亭,2.9,0.46,-,55,-,-,13.65,1.47,12.17,3.6,19.24,70.67
131,臺北市,2015/03/22,中山,-,-,-,-,-,41,-,-,-,-,-,-
132,臺北市,2015/03/22,中山,3.4,0.56,-,55.7,109,-,19.44,1.88,17.56,2.74,20.05,69.34
133,臺北市,2015/03/22,大同,-,-,-,-,-,34,-,-,-,-,-,-
134,臺北市,2015/03/22,大同,3.6,0.87,-,-,96,-,45.71,13.81,31.91,-,-,-
135,臺北市,2015/03/22,萬華,-,-,-,-,-,40,-,-,-,-,-,-
136,臺北市,2015/03/22,萬華,4.6,0.5,-,55.4,81,-,21.56,2.19,19.37,3.46,19.49,67.52
137,臺北市,2015/03/22,陽明,-,-,-,-,-,24,-,-,-,-,-,-
138,臺北市,2015/03/22,陽明,2.6,0.35,410.48,68.9,41,-,3.04,0.26,2.86,-,11.67,96.48
139,臺北市,2015/03/22,士林,-,-,-,-,-,35,-,-,-,-,-,-
140,臺北市,2015/03/22,士林,2.5,0.4,-,66,71,-,9.87,1.55,8.32,3.13,19.68,64.97
141,臺北市,2015/03/21,松山,-,-,-,-,-,12,-,-,-,-,-,-
142,臺北市,2015/03/21,松山,1.8,0.46,418.43,39.9,28,-,17.31,2.4,14.91,2.24,19.97,81.49
143,臺北市,2015/03/21,古亭,-,-,-,-,-,15,-,-,-,-,-,-
144,臺北市,2015/03/21,古亭,2.4,0.49,-,32.7,-,-,18.85,2.66,16.19,2.73,20.29,83.03
145,臺北市,2015/03/21,中山,-,-,-,-,-,13,-,-,-,-,-,-
146,臺北市,2015/03/21,中山,2,0.6,-,32.9,42,-,24.11,3.48,20.63,2.45,21.04,81.41
147,臺北市,2015/03/21,大同,-,-,-,-,-,10,-,-,-,-,-,-
148,臺北市,2015/03/21,大同,2.1,1.3,-,-,39,-,64.18,30.85,33.33,-,-,-
149,臺北市,2015/03/21,萬華,-,-,-,-,-,13,-,-,-,-,-,-
150,臺北市,2015/03/21,萬華,2.1,0.5,-,34.7,27,-,22.71,2.96,19.74,2.72,20.51,80.44
151,臺北市,2015/03/21,陽明,-,-,-,-,-,6,-,-,-,-,-,-
152,臺北市,2015/03/21,陽明,0.6,0.32,412.5,43.4,10,-,3.54,0.96,2.59,-,14.79,99.39
153,臺北市,2015/03/21,士林,-,-,-,-,-,11,-,-,-,-,-,-
154,臺北市,2015/03/21,士林,1.6,0.42,-,37.7,24,-,14.86,1.52,13.39,1.64,20.9,77.54
155,臺北市,2015/03/20,松山,-,-,-,-,-,33,-,-,-,-,-,-
156,臺北市,2015/03/20,松山,4.1,0.77,429.99,30.7,73,-,35.92,6.96,28.96,1.86,23.56,76.27
157,臺北市,2015/03/20,古亭,-,-,-,-,-,41,-,-,-,-,-,-
158,臺北市,2015/03/20,古亭,3.2,0.77,-,26.6,-,-,31.07,5,26.08,2.03,23.62,78.87
159,臺北市,2015/03/20,中山,-,-,-,-,-,35,-,-,-,-,-,-
160,臺北市,2015/03/20,中山,6,0.89,-,26.7,95,-,39.25,9.89,29.36,2.01,24.05,78.65
161,臺北市,2015/03/20,大同,-,-,-,-,-,30,-,-,-,-,-,-
162,臺北市,2015/03/20,大同,5.4,1.56,-,-,81,-,63.56,28.94,34.62,-,-,-
163,臺北市,2015/03/20,萬華,-,-,-,-,-,36,-,-,-,-,-,-
164,臺北市,2015/03/20,萬華,5.5,0.74,-,29.5,68,-,32.04,4.92,27.11,2.05,23.45,78.94
165,臺北市,2015/03/20,陽明,-,-,-,-,-,17,-,-,-,-,-,-
166,臺北市,2015/03/20,陽明,2.4,0.35,410.24,53.4,20,-,4.88,0.42,4.41,-,18.64,94.03
167,臺北市,2015/03/20,士林,-,-,-,-,-,30,-,-,-,-,-,-
168,臺北市,2015/03/20,士林,3.8,0.49,-,32.3,59,-,20.36,2.97,17.39,1.8,23.44,77.09
169,臺北市,2015/03/19,松山,-,-,-,-,-,26,-,-,-,-,-,-
170,臺北市,2015/03/19,松山,6.5,0.61,427.77,21.6,68,-,36.72,11.16,25.56,1.83,24.66,71.62
171,臺北市,2015/03/19,古亭,-,-,-,-,-,28,-,-,-,-,-,-
172,臺北市,2015/03/19,古亭,3.9,0.62,-,17.4,78,-,34.16,9.77,24.39,2.15,24.48,75.88
173,臺北市,2015/03/19,中山,-,-,-,-,-,31,-,-,-,-,-,-
174,臺北市,2015/03/19,中山,11.9,0.77,-,15.8,88,-,47.78,15.24,32.54,1.96,25.63,72.97
175,臺北市,2015/03/19,大同,-,-,-,-,-,31,-,-,-,-,-,-
176,臺北市,2015/03/19,大同,10.9,2.04,-,-,79,-,99,60.72,38.28,-,-,-
177,臺北市,2015/03/19,萬華,-,-,-,-,-,30,-,-,-,-,-,-
178,臺北市,2015/03/19,萬華,8.7,0.67,-,18.3,59,-,40.56,11.13,29.43,1.99,25.01,73.64
179,臺北市,2015/03/19,陽明,-,-,-,-,-,20,-,-,-,-,-,-
180,臺北市,2015/03/19,陽明,2.8,0.23,402.43,42.1,26,-,6.79,0.84,5.97,-,19.54,85.81
181,臺北市,2015/03/19,士林,-,-,-,-,-,27,-,-,-,-,-,-
182,臺北市,2015/03/19,士林,4.7,0.44,-,29.7,56,-,29.21,8.08,21.14,1.99,25.57,69.92
183,臺北市,2015/03/18,松山,-,-,-,-,-,25,-,-,-,-,-,-
184,臺北市,2015/03/18,松山,4.7,0.5,438.21,21.1,53,-,38.03,10.86,27.16,1.46,25.39,71.1
185,臺北市,2015/03/18,古亭,-,-,-,-,-,21,-,-,-,-,-,-
186,臺北市,2015/03/18,古亭,3.7,0.61,-,18.5,65,-,31.46,7.54,23.92,1.6,25.59,72.95
187,臺北市,2015/03/18,中山,-,-,-,-,-,28,-,-,-,-,-,-
188,臺北市,2015/03/18,中山,4.6,0.92,-,15.9,84,-,45.12,15.25,29.88,1.55,26.12,73.21
189,臺北市,2015/03/18,大同,-,-,-,-,-,25,-,-,-,-,-,-
190,臺北市,2015/03/18,大同,4.1,1.89,-,-,74,-,74.01,40.6,33.4,-,-,-
191,臺北市,2015/03/18,萬華,-,-,-,-,-,26,-,-,-,-,-,-
192,臺北市,2015/03/18,萬華,3.5,0.77,-,16.1,52,-,36.64,8.83,27.82,1.31,26.66,69.66
193,臺北市,2015/03/18,陽明,-,-,-,-,-,22,-,-,-,-,-,-
194,臺北市,2015/03/18,陽明,2,0.28,416.26,43.7,31,-,9.07,0.4,8.63,-,19.36,90.66
195,臺北市,2015/03/18,士林,-,-,-,-,-,25,-,-,-,-,-,-
196,臺北市,2015/03/18,士林,3.6,0.45,-,22.7,53,-,24.44,5.06,19.38,1.63,25.3,73.73
197,臺北市,2015/03/17,松山,-,-,-,-,-,36,-,-,-,-,-,-
198,臺北市,2015/03/17,松山,4.5,0.53,448.72,24.4,63,-,47.06,12.97,34.09,1.24,23.85,78.74
199,臺北市,2015/03/17,古亭,-,-,-,-,-,48,-,-,-,-,-,-
200,臺北市,2015/03/17,古亭,3.8,0.97,-,20.7,89,-,44.93,10.1,34.83,1.24,24.29,80.92
201,臺北市,2015/03/17,中山,-,-,-,-,-,42,-,-,-,-,-,-
202,臺北市,2015/03/17,中山,4.3,1.13,-,17.3,97,-,56.79,19.1,37.69,1.28,24.64,81.05
203,臺北市,2015/03/17,大同,-,-,-,-,-,41,-,-,-,-,-,-
204,臺北市,2015/03/17,大同,4.3,1.73,-,-,85,-,85.11,43.98,41.13,-,-,-
205,臺北市,2015/03/17,萬華,-,-,-,-,-,44,-,-,-,-,-,-
206,臺北市,2015/03/17,萬華,4.6,1.07,-,17.4,73,-,51.9,12.09,39.81,0.91,27.12,71.43
207,臺北市,2015/03/17,陽明,-,-,-,-,-,27,-,-,-,-,-,-
208,臺北市,2015/03/17,陽明,2.4,0.38,426.97,46.8,32,-,8.28,0.41,7.86,-,18.82,96.25
209,臺北市,2015/03/17,士林,-,-,-,-,-,40,-,-,-,-,-,-
210,臺北市,2015/03/17,士林,3.9,0.67,-,25.4,60,-,33.08,8.18,24.9,1.35,24.11,78.94
211,臺北市,2015/03/16,松山,-,-,-,-,-,36,-,-,-,-,-,-
212,臺北市,2015/03/16,松山,8.1,0.56,437.3,17.1,61,-,41.1,9.27,31.83,1.28,22.29,81.57
213,臺北市,2015/03/16,古亭,-,-,-,-,-,46,-,-,-,-,-,-
214,臺北市,2015/03/16,古亭,9.7,0.86,-,13.1,77,-,48.69,12.27,36.42,1.29,23.21,79.79
215,臺北市,2015/03/16,中山,-,-,-,-,-,40,-,-,-,-,-,-
216,臺北市,2015/03/16,中山,9.1,0.99,-,11,90,-,59.36,21.39,37.97,1.33,23.43,81.93
217,臺北市,2015/03/16,大同,-,-,-,-,-,40,-,-,-,-,-,-
218,臺北市,2015/03/16,大同,9.4,1.63,-,-,81,-,90.07,50.69,39.38,-,-,-
219,臺北市,2015/03/16,萬華,-,-,-,-,-,43,-,-,-,-,-,-
220,臺北市,2015/03/16,萬華,9.8,0.93,-,12.3,63,-,58.1,17.94,40.16,1.13,23.39,79.42
221,臺北市,2015/03/16,陽明,-,-,-,-,-,27,-,-,-,-,-,-
222,臺北市,2015/03/16,陽明,1.7,0.33,416.86,45,34,-,6.06,0.29,5.82,-,18.25,96.61
223,臺北市,2015/03/16,士林,-,-,-,-,-,47,-,-,-,-,-,-
224,臺北市,2015/03/16,士林,4.6,0.72,-,17.2,57,-,38.57,8.35,30.21,1.19,22.88,78.95
225,臺北市,2015/03/15,松山,-,-,-,-,-,36,-,-,-,-,-,-
226,臺北市,2015/03/15,松山,6.9,0.78,448.5,25.6,55,-,41.62,12.37,29.25,1.3,21.79,74.27
227,臺北市,2015/03/15,古亭,-,-,-,-,-,41,-,-,-,-,-,-
228,臺北市,2015/03/15,古亭,5.2,0.85,-,20.1,69,-,41.07,11.59,29.49,1.46,22.38,75.26
229,臺北市,2015/03/15,中山,-,-,-,-,-,40,-,-,-,-,-,-
230,臺北市,2015/03/15,中山,4.8,1.06,-,20.2,81,-,55.38,18.35,37.03,1.43,22.82,75.63
231,臺北市,2015/03/15,大同,-,-,-,-,-,36,-,-,-,-,-,-
232,臺北市,2015/03/15,大同,4.8,1.53,-,-,78,-,77.46,38.1,39.37,-,-,-
233,臺北市,2015/03/15,萬華,-,-,-,-,-,41,-,-,-,-,-,-
234,臺北市,2015/03/15,萬華,3.5,1.1,-,17.7,63,-,53.59,15.45,38.14,1.05,22.69,73.55
235,臺北市,2015/03/15,陽明,-,-,-,-,-,21,-,-,-,-,-,-
236,臺北市,2015/03/15,陽明,1.9,0.3,413.86,55.2,25,-,4.65,0.66,3.97,-,17.3,90.91
237,臺北市,2015/03/15,士林,-,-,-,-,-,39,-,-,-,-,-,-
238,臺北市,2015/03/15,士林,2.8,0.77,-,24.9,69,-,37.96,8.2,29.75,1.1,21.81,76.44
239,臺北市,2015/03/14,松山,-,-,-,-,-,29,-,-,-,-,-,-
240,臺北市,2015/03/14,松山,7.3,0.94,449.61,21.6,51,-,53.5,20.8,32.7,1.3,20.08,76.41
241,臺北市,2015/03/14,古亭,-,-,-,-,-,37,-,-,-,-,-,-
242,臺北市,2015/03/14,古亭,4.8,0.94,-,19,61,-,51.09,16.87,34.22,1.47,20.74,76.26
243,臺北市,2015/03/14,中山,-,-,-,-,-,33,-,-,-,-,-,-
244,臺北市,2015/03/14,中山,4,1.11,-,19.1,75,-,63.71,25.33,38.38,1.44,21.06,77.84
245,臺北市,2015/03/14,大同,-,-,-,-,-,31,-,-,-,-,-,-
246,臺北市,2015/03/14,大同,3.9,1.57,-,-,80,-,87.29,46.62,40.67,-,-,-
247,臺北市,2015/03/14,萬華,-,-,-,-,-,33,-,-,-,-,-,-
248,臺北市,2015/03/14,萬華,2.8,1.1,-,20.2,58,-,56.3,18.53,37.77,1.17,20.93,74.6
249,臺北市,2015/03/14,陽明,-,-,-,-,-,23,-,-,-,-,-,-
250,臺北市,2015/03/14,陽明,2,0.31,411.09,62.6,27,-,5.07,0.5,4.53,-,15.92,89.03
251,臺北市,2015/03/14,士林,2.7,0.66,-,28.4,33,-,31.57,6.12,25.45,1.37,20.1,77.38
252,臺北市,2015/03/13,松山,-,-,-,-,-,15,-,-,-,-,-,-
253,臺北市,2015/03/13,松山,5.5,0.77,434.51,24.5,32,-,50.48,18.89,31.59,1.33,18.89,76.1
254,臺北市,2015/03/13,古亭,-,-,-,-,-,19,-,-,-,-,-,-
255,臺北市,2015/03/13,古亭,3,0.87,-,24.8,38,-,44.97,15.05,29.91,1.78,19.27,76.49
256,臺北市,2015/03/13,中山,-,-,-,-,-,19,-,-,-,-,-,-
257,臺北市,2015/03/13,中山,3.6,1.22,-,20.9,-,-,69.39,30.64,38.75,1.59,19.71,78.04
258,臺北市,2015/03/13,大同,-,-,-,-,-,14,-,-,-,-,-,-
259,臺北市,2015/03/13,大同,4,1.77,-,-,54,-,89.78,48.01,41.77,-,-,-
260,臺北市,2015/03/13,萬華,-,-,-,-,-,16,-,-,-,-,-,-
261,臺北市,2015/03/13,萬華,3.4,0.98,-,23.7,36,-,49.33,14.69,34.64,1.3,19.56,73.9
262,臺北市,2015/03/13,陽明,-,-,-,-,-,8,-,-,-,-,-,-
263,臺北市,2015/03/13,陽明,2,0.21,406.22,50.9,10,-,3.91,1.07,2.84,-,13.68,95.15
264,臺北市,2015/03/13,士林,-,-,-,-,-,11,-,-,-,-,-,-
265,臺北市,2015/03/13,士林,1.9,0.6,-,29.3,34,-,35.11,10.72,24.41,1.68,19.05,76.19
266,臺北市,2015/03/12,松山,-,-,-,-,-,9,-,-,-,-,-,-
267,臺北市,2015/03/12,松山,1.9,0.49,422.57,25.7,20,-,35.29,6.83,28.46,1.33,13.79,86.47
268,臺北市,2015/03/12,古亭,-,-,-,-,-,8,-,-,-,-,-,-
269,臺北市,2015/03/12,古亭,1.9,0.45,-,30.2,24,-,26.06,4.47,21.59,2.36,14.2,91.23
270,臺北市,2015/03/12,中山,-,-,-,-,-,11,-,-,-,-,-,-
271,臺北市,2015/03/12,中山,2.2,0.63,-,22.2,-,-,40.22,8.98,31.24,2.07,14.77,88.13
272,臺北市,2015/03/12,大同,-,-,-,-,-,10,-,-,-,-,-,-
