序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
47,臺北市,2000/06/24,萬華,5.0,0.72,24.6,-,35,-,25.08,6.14,18.94,-,-,-,29.59,-,-,66.0,-
48,臺北市,2000/06/24,陽明,2.5,0.33,30.4,-,13,-,-,-,-,-,-,-,23.41,-,84.0,37.0,-
49,臺北市,2000/06/24,士林,3.4,0.85,12.9,-,30,-,35.33,18.86,16.46,-,-,-,29.33,-,-,51.0,-
50,臺北市,2000/06/23,松山,5.5,1.31,16.2,-,67,-,66.78,26.17,40.61,-,-,-,28.64,-,-,77.0,-
51,臺北市,2000/06/23,古亭,3.6,1.17,18.3,-,49,27,52.31,23.74,28.58,2.417,0.55,1.87,29.54,-,-,71.0,-
52,臺北市,2000/06/23,中山,4.7,1.34,13.8,-,59,-,58.43,24.7,33.73,2.993,0.62,2.38,29.62,-,-,60.0,-
53,臺北市,2000/06/23,大同,9.7,3.23,-,-,67,-,144.0,101.87,42.13,3.935,1.72,2.21,29.83,-,-,58.0,-
54,臺北市,2000/06/23,萬華,2.9,0.82,23.8,-,38,-,26.53,4.76,21.76,-,-,-,28.95,-,-,70.0,-
55,臺北市,2000/06/23,陽明,2.8,0.31,25.3,-,16,-,-,-,-,-,-,-,22.58,-,89.0,45.0,-
56,臺北市,2000/06/23,士林,3.6,0.98,14.2,-,44,-,40.16,19.86,20.3,-,-,-,28.88,-,-,55.0,-
57,臺北市,2000/06/22,松山,5.0,1.34,20.3,-,59,-,66.84,29.63,37.21,-,-,-,28.51,-,-,64.0,-
58,臺北市,2000/06/22,古亭,3.3,1.22,22.3,-,43,28,51.24,21.33,29.92,2.348,0.53,1.81,29.15,-,-,65.0,-
59,臺北市,2000/06/22,中山,4.1,1.51,14.6,-,67,-,69.3,29.43,39.87,2.976,0.59,2.38,29.29,-,-,59.0,-
60,臺北市,2000/06/22,大同,12.4,4.87,-,-,77,-,199.73,147.06,52.68,4.676,2.49,2.19,29.82,-,-,96.0,-
61,臺北市,2000/06/22,萬華,3.2,0.95,28.5,-,45,-,31.28,5.41,25.87,-,-,-,28.58,-,-,63.0,-
62,臺北市,2000/06/22,陽明,2.3,0.23,30.8,-,19,-,-,-,-,-,-,-,23.33,-,87.0,54.0,-
63,臺北市,2000/06/22,士林,4.4,1.0,20.1,-,41,-,40.61,18.74,21.87,-,-,-,29.14,-,-,65.0,-
64,臺北市,2000/06/21,松山,6.2,1.33,17.8,-,53,-,70.1,33.12,36.98,-,-,-,27.88,-,-,80.0,-
65,臺北市,2000/06/21,古亭,2.9,1.41,24.9,-,-,-,60.63,28.38,32.25,2.558,0.6,1.96,28.59,-,-,101.0,-
66,臺北市,2000/06/21,中山,5.3,1.68,13.9,-,65,-,76.1,37.04,38.25,3.418,0.85,2.57,29.01,-,-,65.0,-
67,臺北市,2000/06/21,大同,12.2,4.86,-,-,81,-,196.71,145.59,51.12,4.949,2.54,2.41,29.33,-,-,92.0,-
68,臺北市,2000/06/21,萬華,2.4,1.22,24.5,-,-,-,43.39,13.24,30.15,-,-,-,27.95,-,-,88.0,-
69,臺北市,2000/06/21,陽明,2.1,0.19,30.5,-,13,-,6.13,0.28,5.85,-,-,-,23.12,-,87.0,69.0,-
70,臺北市,2000/06/21,士林,4.9,1.15,16.0,-,43,-,51.58,27.23,24.34,-,-,-,28.55,-,-,55.0,-
71,臺北市,2000/06/20,松山,5.1,1.44,15.1,-,46,-,78.24,47.51,30.73,-,-,-,27.26,-,-,99.0,-
72,臺北市,2000/06/20,古亭,3.0,1.32,16.6,-,-,-,59.49,35.71,23.78,2.567,0.56,2.01,27.46,-,-,88.0,-
73,臺北市,2000/06/20,中山,4.0,1.76,13.9,-,45,-,86.12,53.25,32.87,3.472,0.85,2.62,27.79,-,-,70.0,-
74,臺北市,2000/06/20,大同,10.1,4.47,-,-,64,-,208.86,162.08,46.78,4.726,2.16,2.57,27.93,-,-,74.0,-
75,臺北市,2000/06/20,萬華,3.5,1.4,18.8,-,-,-,49.58,22.71,26.87,-,-,-,26.65,-,-,90.0,-
76,臺北市,2000/06/20,陽明,1.3,0.2,33.3,-,19,-,4.71,0.12,4.59,-,-,-,22.87,-,89.0,85.0,-
77,臺北市,2000/06/20,士林,3.2,1.22,19.5,-,33,-,50.46,25.4,25.06,-,-,-,27.29,-,-,98.0,-
78,臺北市,2000/06/19,松山,7.3,1.4,7.7,-,37,-,72.42,40.6,31.82,-,-,-,27.15,-,-,37.0,-
79,臺北市,2000/06/19,古亭,3.5,-,12.2,-,51,20,66.6,38.32,28.27,2.724,0.72,2.0,27.35,-,-,50.0,-
80,臺北市,2000/06/19,中山,4.8,1.83,9.5,-,50,-,87.82,52.14,35.67,3.366,0.76,2.61,27.58,-,-,50.0,-
81,臺北市,2000/06/19,大同,9.5,3.92,-,-,63,-,160.28,114.44,45.84,4.477,1.91,2.56,27.67,-,-,57.0,-
82,臺北市,2000/06/19,萬華,4.8,1.56,17.0,-,29,-,54.75,24.31,30.44,-,-,-,26.54,-,-,61.0,-
83,臺北市,2000/06/19,陽明,1.9,0.18,24.6,-,13,-,3.43,0.25,3.18,-,-,-,22.26,-,92.0,32.0,-
84,臺北市,2000/06/19,士林,3.6,1.38,21.9,-,29,-,57.93,32.66,25.27,-,-,-,27.14,-,-,84.0,-
85,臺北市,2000/06/18,松山,5.3,0.86,12.0,-,32,-,46.83,21.57,25.26,-,-,-,26.76,-,-,49.0,-
86,臺北市,2000/06/18,古亭,2.3,-,14.5,-,35,15,51.18,26.81,24.37,2.494,0.37,2.12,27.31,-,-,63.0,-
87,臺北市,2000/06/18,中山,4.3,1.19,9.6,-,29,-,60.93,33.14,27.79,2.944,0.5,2.45,27.39,-,-,43.0,-
88,臺北市,2000/06/18,大同,9.4,3.03,-,-,40,-,154.07,118.99,35.08,4.038,1.33,2.71,27.46,-,-,48.0,-
89,臺北市,2000/06/18,萬華,3.3,1.12,16.6,-,22,-,40.5,16.08,24.42,-,-,-,26.63,-,-,66.0,-
90,臺北市,2000/06/18,陽明,1.0,0.26,25.4,-,13,-,2.48,0.34,2.14,-,-,-,22.21,-,91.0,29.0,-
91,臺北市,2000/06/18,士林,3.2,1.05,13.4,-,24,-,46.75,25.36,21.39,-,-,-,26.9,-,-,50.0,-
92,臺北市,2000/06/17,松山,5.6,1.42,4.0,-,37,-,73.66,32.0,41.66,-,-,-,25.15,-,-,37.0,-
93,臺北市,2000/06/17,古亭,4.4,-,5.5,-,44,23,71.87,34.19,37.68,2.771,0.67,2.1,25.61,-,-,44.0,-
94,臺北市,2000/06/17,中山,5.6,1.94,4.3,-,52,-,91.84,46.63,45.21,3.625,0.8,2.82,25.65,-,-,51.0,-
95,臺北市,2000/06/17,大同,12.0,4.77,-,-,62,-,217.16,164.35,52.82,4.97,2.36,2.61,25.99,-,-,80.0,-
96,臺北市,2000/06/17,萬華,4.6,1.62,8.0,-,36,-,60.33,22.72,37.61,-,-,-,25.01,-,-,36.0,-
97,臺北市,2000/06/17,陽明,1.4,0.23,28.5,-,17,-,5.55,0.74,4.8,-,-,-,20.93,-,95.0,38.0,-
98,臺北市,2000/06/17,士林,3.4,1.45,11.8,-,39,-,56.8,21.35,35.45,-,-,-,25.48,-,-,43.0,-
99,臺北市,2000/06/16,松山,5.7,1.22,11.3,-,39,-,62.2,23.34,38.85,-,-,-,25.97,-,-,39.0,-
100,臺北市,2000/06/16,古亭,4.4,-,18.3,-,31,24,68.02,29.3,38.72,2.874,0.68,2.19,26.35,-,-,76.0,-
101,臺北市,2000/06/16,中山,4.8,1.65,8.2,-,37,-,77.4,31.81,45.6,3.574,0.79,2.78,26.24,-,-,37.0,-
102,臺北市,2000/06/16,大同,8.0,3.35,-,-,50,-,147.38,99.49,47.89,4.063,1.54,2.52,26.36,-,-,53.0,-
103,臺北市,2000/06/16,萬華,3.5,1.38,16.7,-,31,-,48.89,10.88,38.0,-,-,-,25.55,-,-,64.0,-
104,臺北市,2000/06/16,陽明,0.7,0.32,38.4,-,12,-,3.87,0.87,3.01,-,-,-,21.1,-,95.0,46.0,-
105,臺北市,2000/06/16,士林,2.8,1.16,16.0,-,28,-,48.7,14.7,34.0,-,-,-,25.69,-,-,37.0,-
106,臺北市,2000/06/15,松山,3.6,1.03,11.6,-,34,-,52.6,15.58,37.02,-,-,-,24.4,-,-,34.0,-
107,臺北市,2000/06/15,古亭,1.8,0.9,20.1,-,21,14,40.62,10.89,29.73,2.305,0.34,1.97,25.29,-,-,29.0,-
108,臺北市,2000/06/15,中山,2.0,1.0,18.4,-,27,-,42.09,10.34,31.75,2.485,0.22,2.26,25.03,-,-,27.0,-
109,臺北市,2000/06/15,大同,9.9,4.51,-,-,51,-,199.65,144.27,55.38,4.421,2.33,2.09,25.74,-,-,71.0,-
110,臺北市,2000/06/15,萬華,1.2,1.08,19.6,-,21,-,39.38,7.2,32.19,-,-,-,24.56,-,-,27.0,-
111,臺北市,2000/06/15,陽明,0.6,0.36,51.4,-,13,-,2.33,0.76,1.57,-,-,-,18.88,-,96.0,47.0,-
112,臺北市,2000/06/15,士林,0.4,0.58,34.2,-,16,-,16.95,1.49,15.46,-,-,-,25.17,-,-,41.0,-
113,臺北市,2000/06/14,松山,6.7,1.02,19.6,-,53,-,59.6,22.05,37.56,-,-,-,24.18,-,-,51.0,-
114,臺北市,2000/06/14,古亭,1.3,0.66,27.6,-,33,23,31.85,7.91,23.94,2.286,0.25,2.04,24.88,-,-,40.0,-
115,臺北市,2000/06/14,中山,5.1,1.07,22.7,-,60,-,54.95,22.69,32.26,2.781,0.38,2.4,24.58,-,-,55.0,-
116,臺北市,2000/06/14,大同,13.3,4.13,-,-,74,-,200.95,144.55,56.4,4.464,2.1,2.36,25.07,-,-,64.0,-
117,臺北市,2000/06/14,萬華,1.5,0.88,28.5,-,37,-,27.94,2.22,25.71,-,-,-,24.02,-,-,41.0,-
118,臺北市,2000/06/14,陽明,0.3,0.24,59.1,-,22,-,2.71,0.72,1.99,-,-,-,17.35,-,91.0,55.0,-
119,臺北市,2000/06/14,士林,4.0,0.82,35.2,-,38,-,30.42,12.44,17.99,-,-,-,24.2,-,-,46.0,-
120,臺北市,2000/06/13,松山,3.7,1.1,23.1,-,32,-,66.49,29.33,37.16,-,-,-,19.16,-,-,47.0,-
121,臺北市,2000/06/13,古亭,4.7,1.33,22.8,-,28,15,65.5,30.31,35.19,2.517,0.46,2.06,19.58,-,-,49.0,-
122,臺北市,2000/06/13,中山,3.4,1.45,18.8,-,41,-,81.98,40.29,41.69,2.938,0.6,2.34,19.6,-,-,41.0,-
123,臺北市,2000/06/13,大同,10.6,4.83,-,-,57,-,256.03,193.68,62.36,4.782,2.35,2.44,20.22,-,-,76.0,-
124,臺北市,2000/06/13,萬華,1.2,1.02,28.5,-,26,-,34.59,5.46,29.13,-,-,-,18.96,-,-,45.0,-
125,臺北市,2000/06/13,陽明,0.4,0.22,66.8,-,14,-,1.17,0.15,1.02,-,-,-,14.57,-,94.0,65.0,-
126,臺北市,2000/06/13,士林,2.2,1.03,24.1,-,28,-,45.99,19.34,26.65,-,-,-,19.05,-,-,47.0,-
127,臺北市,2000/06/12,松山,2.6,0.86,22.4,-,22,-,41.47,7.5,33.97,-,-,-,23.08,-,-,36.0,-
128,臺北市,2000/06/12,古亭,2.2,0.96,23.0,-,18,7,40.54,9.02,31.52,2.351,0.33,2.02,23.42,-,-,31.0,-
129,臺北市,2000/06/12,中山,1.5,1.11,19.0,-,25,-,48.23,9.57,38.66,2.567,0.22,2.35,23.38,-,-,26.0,-
130,臺北市,2000/06/12,大同,7.2,4.01,-,-,48,-,191.55,129.49,62.06,4.119,1.88,2.24,23.87,-,-,70.0,-
131,臺北市,2000/06/12,萬華,1.6,1.01,25.4,-,16,-,33.46,2.78,30.68,-,-,-,22.74,-,-,35.0,-
132,臺北市,2000/06/12,陽明,0.2,0.16,55.9,-,12,-,1.82,0.24,1.58,-,-,-,18.12,-,96.0,66.0,-
133,臺北市,2000/06/12,士林,0.4,0.69,30.8,-,16,-,17.33,2.04,15.29,-,-,-,23.0,-,-,39.0,-
134,臺北市,2000/06/11,松山,2.0,0.73,7.9,-,24,-,37.49,13.0,24.49,-,-,-,26.04,-,-,24.0,-
135,臺北市,2000/06/11,古亭,2.1,0.96,6.2,-,25,14,45.36,20.3,25.06,2.296,0.27,2.03,26.37,-,-,25.0,-
136,臺北市,2000/06/11,中山,1.7,0.8,6.8,-,26,-,36.47,13.05,23.42,2.424,0.22,2.21,26.14,-,-,26.0,-
137,臺北市,2000/06/11,大同,1.8,1.01,-,-,18,-,51.46,26.74,24.72,2.535,0.33,2.21,26.14,-,-,18.0,-
138,臺北市,2000/06/11,萬華,2.1,0.9,8.9,-,20,-,33.58,9.91,23.66,-,-,-,25.53,-,-,20.0,-
139,臺北市,2000/06/11,陽明,0.6,0.24,20.3,-,12,-,4.73,0.62,4.11,-,-,-,20.74,-,97.0,29.0,-
140,臺北市,2000/06/11,士林,0.6,0.63,11.1,-,14,-,21.85,6.24,15.61,-,-,-,25.56,-,-,22.0,-
141,臺北市,2000/06/10,松山,6.2,1.03,15.9,-,53,-,54.1,22.9,31.19,-,-,-,29.24,-,-,64.0,-
142,臺北市,2000/06/10,古亭,3.7,1.11,13.2,-,39,20,48.91,24.18,24.74,2.412,0.48,1.94,29.62,-,-,55.0,-
143,臺北市,2000/06/10,中山,5.1,1.15,11.8,-,50,-,50.19,20.98,29.21,2.786,0.49,2.3,29.82,-,-,50.0,-
144,臺北市,2000/06/10,大同,9.1,2.61,-,-,50,-,117.32,79.22,38.1,3.578,1.32,2.26,30.07,-,-,50.0,-
145,臺北市,2000/06/10,萬華,3.4,0.78,16.2,-,38,-,26.93,5.77,21.16,-,-,-,29.03,-,-,53.0,-
146,臺北市,2000/06/10,陽明,2.8,0.3,22.5,-,13,-,8.73,1.21,7.53,-,-,-,22.6,-,89.0,55.0,-
147,臺北市,2000/06/10,士林,5.2,0.72,17.7,-,33,-,27.9,10.06,17.85,-,-,-,29.24,-,-,58.0,-
148,臺北市,2000/06/09,松山,3.2,0.97,12.1,-,35,-,50.75,20.58,30.16,-,-,-,30.39,-,-,38.0,-
149,臺北市,2000/06/09,古亭,2.6,1.16,12.9,-,37,18,48.22,23.65,24.57,2.364,0.47,1.89,30.52,-,-,40.0,-
150,臺北市,2000/06/09,中山,4.1,1.1,10.2,-,36,-,48.91,20.53,28.38,2.595,0.52,2.07,31.38,-,-,36.0,-
151,臺北市,2000/06/09,大同,10.7,3.64,-,-,56,-,146.89,107.22,39.67,4.137,1.89,2.24,31.9,-,-,68.0,-
152,臺北市,2000/06/09,萬華,2.6,0.71,15.5,-,28,-,27.55,6.31,21.24,-,-,-,30.0,-,-,43.0,-
153,臺北市,2000/06/09,陽明,2.8,0.33,18.9,-,14,-,9.99,1.48,8.51,-,-,-,23.52,-,82.0,37.0,-
154,臺北市,2000/06/09,士林,5.5,0.67,14.3,-,28,-,24.19,10.58,13.61,-,-,-,30.73,-,-,39.0,-
155,臺北市,2000/06/08,松山,4.5,1.05,13.8,-,52,-,53.86,22.69,31.17,-,-,-,30.38,-,-,51.0,-
156,臺北市,2000/06/08,古亭,3.1,1.03,15.6,-,41,26,43.24,19.3,23.93,2.348,0.47,1.87,30.77,-,-,41.0,-
157,臺北市,2000/06/08,中山,4.3,1.15,12.4,-,52,-,51.19,22.65,28.54,2.733,0.55,2.18,31.35,-,-,51.0,-
158,臺北市,2000/06/08,大同,7.3,2.52,-,-,53,-,98.07,63.07,35.01,3.609,1.25,2.36,31.49,-,-,51.0,-
159,臺北市,2000/06/08,萬華,3.6,0.7,18.4,-,34,-,25.01,5.31,19.7,-,-,-,29.88,-,-,44.0,-
160,臺北市,2000/06/08,陽明,3.1,0.26,24.1,-,14,-,8.05,1.57,6.48,-,-,-,24.4,-,77.0,42.0,-
161,臺北市,2000/06/08,士林,5.7,0.68,16.4,-,36,-,27.51,10.62,16.89,-,-,-,30.39,-,-,41.0,-
162,臺北市,2000/06/07,松山,4.5,1.18,15.4,-,51,-,58.95,18.19,40.76,-,-,-,27.07,-,-,53.0,-
163,臺北市,2000/06/07,古亭,3.3,1.28,17.9,-,41,25,54.41,20.63,33.77,2.853,0.59,2.27,27.62,-,-,57.0,-
164,臺北市,2000/06/07,中山,5.2,1.34,14.8,-,50,-,66.48,24.49,41.99,3.075,0.59,2.48,28.07,-,-,51.0,-
165,臺北市,2000/06/07,大同,8.8,3.18,-,-,53,-,138.86,90.84,48.02,4.063,1.64,2.43,28.41,-,-,59.0,-
166,臺北市,2000/06/07,萬華,2.9,1.07,21.8,-,35,-,34.66,5.03,29.63,-,-,-,27.48,-,-,46.0,-
167,臺北市,2000/06/07,陽明,1.4,0.3,29.6,-,14,-,7.41,0.65,6.76,-,-,-,21.71,-,93.0,40.0,-
168,臺北市,2000/06/07,士林,3.9,0.9,13.7,-,25,-,32.2,9.6,22.6,-,-,-,27.53,-,-,40.0,-
169,臺北市,2000/06/06,松山,5.3,0.72,16.5,-,24,-,33.86,6.73,27.13,-,-,-,24.9,-,-,30.0,-
170,臺北市,2000/06/06,古亭,6.0,0.74,19.1,-,21,13,35.28,8.49,26.79,2.294,0.29,2.01,25.52,-,-,31.0,-
171,臺北市,2000/06/06,中山,7.8,0.87,15.9,-,29,-,42.19,12.0,30.19,2.508,0.3,2.21,25.54,-,-,29.0,-
172,臺北市,2000/06/06,大同,12.4,2.9,-,-,50,-,145.92,99.41,46.51,3.297,1.1,2.19,26.11,-,-,50.0,-
173,臺北市,2000/06/06,萬華,6.9,0.94,21.3,-,25,-,33.39,5.35,28.03,-,-,-,25.02,-,-,33.0,-
174,臺北市,2000/06/06,陽明,0.8,0.34,40.2,-,14,-,3.75,0.4,3.36,-,-,-,20.42,-,97.0,47.0,-
175,臺北市,2000/06/06,士林,2.7,0.63,23.7,-,20,-,20.51,2.71,17.8,-,-,-,25.5,-,-,34.0,-
176,臺北市,2000/06/05,松山,7.0,0.81,8.8,-,39,-,44.78,13.38,31.4,-,-,-,27.16,-,-,39.0,-
177,臺北市,2000/06/05,古亭,5.1,0.86,10.7,-,32,20,44.88,15.43,29.45,2.348,0.37,1.98,27.91,-,-,32.0,-
178,臺北市,2000/06/05,中山,5.2,0.92,8.9,-,45,-,45.32,15.64,29.68,2.31,0.32,1.99,27.68,-,-,45.0,-
179,臺北市,2000/06/05,大同,9.9,3.32,-,-,52,-,138.17,97.13,41.05,3.634,1.49,2.15,28.18,-,-,69.0,-
180,臺北市,2000/06/05,萬華,6.0,1.08,10.8,-,37,-,37.4,8.51,28.88,-,-,-,27.16,-,-,37.0,-
181,臺北市,2000/06/05,陽明,1.2,0.25,28.9,-,15,-,7.63,0.7,6.92,-,-,-,21.29,-,95.0,43.0,-
182,臺北市,2000/06/05,士林,3.4,0.68,13.3,-,23,-,27.68,8.0,19.69,-,-,-,27.56,-,-,27.0,-
183,臺北市,2000/06/04,松山,6.2,0.72,20.9,-,58,-,35.36,10.8,24.55,-,-,-,31.24,-,-,54.0,-
184,臺北市,2000/06/04,古亭,2.7,0.84,16.8,-,48,30,37.86,14.61,23.25,2.462,0.43,2.03,31.61,-,-,53.0,-
185,臺北市,2000/06/04,中山,6.7,0.86,17.6,-,66,-,38.96,13.59,25.38,2.62,0.36,2.26,31.88,-,-,58.0,-
186,臺北市,2000/06/04,大同,9.1,1.69,-,-,54,-,69.01,35.52,33.48,2.94,0.66,2.28,32.1,-,-,52.0,-
187,臺北市,2000/06/04,萬華,7.7,0.88,25.1,-,55,-,27.36,6.77,20.6,-,-,-,30.85,-,-,53.0,-
188,臺北市,2000/06/04,陽明,2.8,0.31,37.6,-,15,-,7.93,0.99,6.95,-,-,-,24.92,-,80.0,46.0,-
189,臺北市,2000/06/04,士林,6.6,0.58,17.9,-,44,-,24.2,6.38,17.82,-,-,-,30.9,-,-,44.0,-
190,臺北市,2000/06/03,松山,9.0,1.1,13.7,-,64,-,55.16,19.23,35.93,-,-,-,29.39,-,-,57.0,-
191,臺北市,2000/06/03,古亭,3.4,1.04,18.1,-,59,37,45.85,16.41,29.44,2.477,0.45,2.03,30.42,-,-,54.0,-
