序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","平均風速 WS_HR (m/sec)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
1203,基隆市,2008/08/07,基隆,1.3,0.25,-,19.3,25,20,14.0,9.52,3.18,6.35,1.649,0.085,1.56,-,28.76,-,75.74,23.0,-
1204,基隆市,2008/08/06,基隆,1.1,0.21,-,20.6,22,13,7.0,8.0,3.07,4.93,1.644,0.057,1.59,-,29.96,-,65.8,21.0,-
1205,基隆市,2008/08/05,基隆,0.7,0.19,-,20.0,22,11,6.0,6.83,2.77,4.06,1.616,0.045,1.57,-,29.67,-,69.88,19.0,-
1206,基隆市,2008/08/04,基隆,1.7,0.14,-,12.6,14,9,5.0,6.71,3.76,2.95,1.599,0.037,1.56,-,29.8,-,68.64,13.0,-
1207,基隆市,2008/08/03,基隆,2.8,0.27,-,21.1,40,22,15.0,12.17,3.83,8.34,1.708,0.102,1.61,-,29.6,-,68.77,61.0,-
1208,基隆市,2008/08/02,基隆,3.6,0.21,-,21.1,33,17,11.0,12.42,5.1,7.32,1.638,0.08,1.56,-,29.44,-,67.12,45.0,-
1209,基隆市,2008/08/01,基隆,1.6,0.21,-,12.4,17,11,7.0,9.69,5.17,4.52,1.654,0.085,1.57,-,29.32,-,67.64,15.0,-
1210,新竹市,2008/08/31,新竹,4.3,0.45,-,22.8,40,40,33.0,17.61,2.54,15.07,2.028,0.179,1.85,-,29.55,-,75.06,45.0,-
1211,新竹市,2008/08/30,新竹,3.5,0.33,-,33.8,45,43,34.0,19.02,1.55,17.46,1.969,0.149,1.82,-,29.69,-,75.62,58.0,-
1212,新竹市,2008/08/29,新竹,4.2,0.42,-,42.9,81,47,37.0,17.73,3.06,14.67,2.005,0.181,1.82,-,29.63,-,74.96,81.0,-
1213,新竹市,2008/08/28,新竹,5.8,0.42,-,32.1,67,50,38.0,21.05,3.23,17.81,2.05,0.244,1.81,-,29.8,-,74.77,97.0,-
1214,新竹市,2008/08/27,新竹,5.5,0.56,-,30.6,61,53,39.0,27.44,5.58,21.87,2.186,0.294,1.89,-,29.15,-,70.61,64.0,-
1215,新竹市,2008/08/26,新竹,4.0,0.39,-,26.5,52,31,24.0,19.38,3.87,15.49,1.986,0.194,1.79,-,29.67,-,68.91,77.0,-
1216,新竹市,2008/08/25,新竹,3.9,0.39,-,17.5,30,31,23.0,17.59,3.78,13.81,1.966,0.169,1.8,-,29.67,-,73.41,36.0,-
1217,新竹市,2008/08/24,新竹,2.3,0.31,-,20.4,33,31,20.0,13.1,2.38,10.72,1.89,0.112,1.78,-,29.86,-,74.02,41.0,-
1218,新竹市,2008/08/23,新竹,2.9,0.3,-,23.1,39,29,17.0,12.8,2.02,10.76,1.885,0.123,1.76,-,30.15,-,67.92,51.0,-
1219,新竹市,2008/08/22,新竹,3.6,0.34,-,21.0,41,52,21.0,17.54,2.88,14.66,1.974,0.173,1.8,-,30.41,-,63.41,51.0,-
1220,新竹市,2008/08/21,新竹,3.2,0.4,-,32.2,48,44,30.0,14.76,1.7,13.06,2.056,0.17,1.89,-,30.6,-,71.08,54.0,-
1221,新竹市,2008/08/20,新竹,4.7,0.38,-,37.2,62,34,28.0,17.5,3.99,13.51,1.982,0.17,1.81,-,30.6,-,73.12,79.0,-
1222,新竹市,2008/08/19,新竹,2.9,0.27,-,20.7,34,21,18.0,13.31,4.28,9.03,1.936,0.119,1.82,-,30.5,-,71.89,39.0,-
1223,新竹市,2008/08/18,新竹,4.0,0.3,-,22.6,38,24,19.0,14.23,3.4,10.83,1.949,0.131,1.82,-,30.11,-,72.84,45.0,-
1224,新竹市,2008/08/17,新竹,3.0,0.35,-,19.4,36,25,19.0,17.21,4.67,12.54,1.999,0.154,1.85,-,29.96,-,73.68,50.0,-
1225,新竹市,2008/08/16,新竹,2.8,0.35,-,20.1,29,26,17.0,14.53,2.76,11.77,1.939,0.145,1.79,-,29.8,-,71.61,33.0,-
1226,新竹市,2008/08/15,新竹,2.7,0.49,-,37.5,63,49,38.0,18.48,2.81,15.68,2.057,0.18,1.88,-,30.3,-,69.04,66.0,-
1227,新竹市,2008/08/14,新竹,3.5,0.47,-,35.2,61,47,36.0,19.18,2.32,16.86,2.141,0.225,1.92,-,30.46,-,69.37,67.0,-
1228,新竹市,2008/08/13,新竹,4.0,0.43,-,28.2,52,41,28.0,17.58,2.68,14.93,2.031,0.219,1.81,-,30.31,-,72.04,55.0,-
1229,新竹市,2008/08/12,新竹,2.9,0.33,-,22.5,33,18,12.0,12.8,2.49,10.32,1.937,0.151,1.79,-,29.74,-,69.36,39.0,-
1230,新竹市,2008/08/11,新竹,-,-,-,-,54,-,-,-,-,-,-,-,-,-,-,-,-,63.0,-
1231,新竹市,2008/08/10,新竹,-,-,-,-,52,-,-,-,-,-,-,-,-,-,-,-,-,51.0,-
1232,新竹市,2008/08/09,新竹,4.0,0.41,-,29.5,50,46,37.0,19.18,3.23,15.93,2.088,0.181,1.91,-,29.0,-,71.55,54.0,-
1233,新竹市,2008/08/08,新竹,-,-,-,18.6,43,-,-,-,-,-,-,-,-,-,29.34,-,70.31,53.0,-
1234,新竹市,2008/08/07,新竹,7.2,0.39,-,20.1,34,27,20.0,18.64,3.37,15.28,2.026,0.224,1.8,-,28.89,-,73.54,40.0,-
1235,新竹市,2008/08/06,新竹,5.6,0.48,-,42.1,86,39,28.0,19.94,3.33,16.58,2.124,0.232,1.89,-,30.1,-,67.6,85.0,-
1236,新竹市,2008/08/05,新竹,5.8,0.45,-,34.4,61,46,36.0,18.91,1.98,16.93,2.057,0.215,1.84,-,29.17,-,75.42,64.0,-
1237,新竹市,2008/08/04,新竹,5.2,0.38,-,49.7,76,52,42.0,15.49,2.31,13.19,2.028,0.19,1.84,-,29.37,-,75.03,72.0,-
1238,新竹市,2008/08/03,新竹,3.1,0.25,-,45.9,55,35,29.0,9.06,0.67,8.37,1.889,0.113,1.78,-,29.15,-,75.95,51.0,-
1239,新竹市,2008/08/02,新竹,4.3,0.33,-,24.1,38,34,25.0,15.43,2.49,12.93,1.985,0.166,1.82,-,28.94,-,75.67,35.0,-
1240,新竹市,2008/08/01,新竹,4.7,0.4,-,22.9,36,41,26.0,18.53,3.3,15.25,2.107,0.263,1.84,-,28.69,-,76.48,41.0,-
1241,嘉義市,2008/08/31,嘉義,2.9,0.24,-,21.7,41,46,30.0,8.91,1.83,7.09,1.82,0.052,1.77,-,28.37,-,74.43,46.0,-
1242,嘉義市,2008/08/30,嘉義,5.4,0.31,-,33.6,63,49,36.0,12.04,1.61,10.43,1.813,0.114,1.7,-,28.96,-,75.37,60.0,-
1243,嘉義市,2008/08/29,嘉義,4.4,0.32,-,29.4,54,49,32.0,12.3,1.91,10.39,1.942,0.167,1.77,-,28.36,-,80.27,73.0,-
1244,嘉義市,2008/08/28,嘉義,5.0,0.38,-,40.9,66,70,49.0,12.72,2.38,10.34,1.939,0.176,1.76,-,28.37,-,78.27,73.0,-
1245,嘉義市,2008/08/27,嘉義,5.8,0.3,-,46.1,84,52,39.0,12.62,2.98,9.64,1.898,0.135,1.76,-,28.71,-,72.46,100.0,-
1246,嘉義市,2008/08/26,嘉義,3.9,0.21,-,12.0,20,33,22.0,10.0,2.93,7.05,1.819,0.09,1.73,-,28.73,-,68.95,36.0,-
1247,嘉義市,2008/08/25,嘉義,3.6,0.22,-,16.7,33,32,22.0,8.74,1.4,7.34,1.874,0.048,1.83,-,28.86,-,75.35,45.0,-
1248,嘉義市,2008/08/24,嘉義,2.7,0.18,-,21.4,41,36,21.0,6.9,1.23,5.66,1.735,0.033,1.7,-,29.1,-,75.35,46.0,-
1249,嘉義市,2008/08/23,嘉義,2.3,0.17,-,18.9,31,25,17.0,6.29,1.56,4.72,1.747,0.061,1.69,-,28.66,-,75.51,38.0,-
1250,嘉義市,2008/08/22,嘉義,2.1,0.14,-,19.2,23,26,13.0,4.76,1.43,3.32,1.663,0.036,1.63,-,28.08,-,68.92,26.0,-
1251,嘉義市,2008/08/21,嘉義,3.7,0.27,-,24.2,40,48,33.0,10.15,2.24,7.91,1.88,0.114,1.77,-,28.36,-,73.96,51.0,-
1252,嘉義市,2008/08/20,嘉義,3.0,0.33,-,27.1,47,54,31.0,11.58,2.28,9.29,1.985,0.202,1.78,-,28.98,-,73.1,62.0,-
1253,嘉義市,2008/08/19,嘉義,2.0,0.25,-,16.4,28,33,17.0,9.96,3.12,6.85,1.882,0.131,1.75,-,28.49,-,75.67,33.0,-
1254,嘉義市,2008/08/18,嘉義,3.1,0.23,-,16.2,29,31,19.0,9.7,2.33,7.37,1.857,0.116,1.74,-,28.84,-,74.12,32.0,-
1255,嘉義市,2008/08/17,嘉義,3.2,0.19,-,16.3,33,31,20.0,7.21,1.85,5.35,1.857,0.053,1.8,-,28.98,-,70.29,35.0,-
1256,嘉義市,2008/08/16,嘉義,1.9,0.21,-,16.7,25,32,21.0,7.67,2.23,5.44,1.86,0.075,1.79,-,28.36,-,73.0,32.0,-
1257,嘉義市,2008/08/15,嘉義,2.4,0.29,-,25.9,38,43,28.0,8.46,1.86,6.6,1.883,0.112,1.77,-,27.7,-,75.02,43.0,-
1258,嘉義市,2008/08/14,嘉義,2.2,0.28,-,24.9,43,47,26.0,8.55,1.22,7.33,1.916,0.085,1.83,-,28.76,-,72.31,47.0,-
1259,嘉義市,2008/08/13,嘉義,2.0,0.19,-,22.9,36,42,25.0,7.53,2.03,5.5,1.86,0.058,1.8,-,29.19,-,71.79,42.0,-
1260,嘉義市,2008/08/12,嘉義,2.2,0.19,-,20.3,31,25,17.0,6.44,1.63,4.81,1.863,0.081,1.78,-,28.87,-,69.55,33.0,-
1261,嘉義市,2008/08/11,嘉義,2.4,0.25,-,19.4,30,29,18.0,7.45,1.23,6.21,1.927,0.115,1.81,-,27.66,-,74.99,29.0,-
1262,嘉義市,2008/08/10,嘉義,2.2,0.26,-,40.2,63,41,26.0,6.95,0.62,6.27,1.967,0.162,1.8,-,27.52,-,71.84,61.0,-
1263,嘉義市,2008/08/09,嘉義,2.5,0.3,-,30.5,54,37,24.0,9.82,1.31,8.5,2.03,0.205,1.83,-,27.28,-,73.38,54.0,-
1264,嘉義市,2008/08/08,嘉義,3.2,0.3,-,25.6,41,34,26.0,12.28,2.55,9.73,2.012,0.216,1.8,-,27.38,-,77.07,42.0,-
1265,嘉義市,2008/08/07,嘉義,2.8,0.32,-,27.9,48,27,16.0,11.63,2.82,8.82,1.997,0.201,1.8,-,26.77,-,77.87,44.0,-
1266,嘉義市,2008/08/06,嘉義,2.3,0.35,-,24.2,46,31,19.0,12.45,2.77,9.68,2.052,0.25,1.8,-,26.83,-,78.58,53.0,-
1267,嘉義市,2008/08/05,嘉義,3.5,0.4,-,24.7,48,52,39.0,-,-,-,2.134,0.259,1.87,-,27.15,-,81.22,64.0,-
1268,嘉義市,2008/08/04,嘉義,3.6,0.43,-,28.3,47,86,65.0,14.33,1.32,13.0,2.106,0.192,1.91,-,27.66,-,82.37,68.0,-
1269,嘉義市,2008/08/03,嘉義,5.6,0.31,-,38.9,56,73,54.0,9.74,0.99,8.73,1.946,0.084,1.86,-,29.22,-,69.37,62.0,-
1270,嘉義市,2008/08/02,嘉義,5.0,0.37,-,30.0,58,55,38.0,15.61,3.34,12.27,2.103,0.167,1.94,-,29.51,-,66.52,56.0,-
1271,嘉義市,2008/08/01,嘉義,4.0,0.33,-,24.9,50,45,26.0,13.51,1.7,11.82,1.946,0.179,1.77,-,29.1,-,67.21,65.0,-
1272,宜蘭縣,2008/08/31,宜蘭,2.5,0.3,399.35,33.0,51,38,21.0,8.09,0.9,7.17,-,-,-,-,30.09,-,83.31,46.0,-
1273,宜蘭縣,2008/08/31,冬山,3.7,0.39,-,27.4,44,39,23.0,15.08,2.96,12.12,-,-,-,-,29.22,-,80.03,44.0,-
1274,宜蘭縣,2008/08/30,宜蘭,4.0,0.3,397.2,38.1,70,37,20.0,9.01,1.01,8.0,-,-,-,-,30.0,-,82.93,84.0,-
1275,宜蘭縣,2008/08/30,冬山,5.0,0.33,-,36.5,66,44,23.0,15.16,2.48,12.68,-,-,-,-,29.1,-,77.94,74.0,-
1276,宜蘭縣,2008/08/29,宜蘭,3.7,0.32,398.11,18.9,30,27,11.0,12.69,3.42,9.27,-,-,-,-,30.27,-,76.01,31.0,-
1277,宜蘭縣,2008/08/29,冬山,4.0,0.36,-,20.1,38,32,11.0,17.44,6.35,11.09,-,-,-,-,29.23,-,71.53,44.0,-
1278,宜蘭縣,2008/08/28,宜蘭,2.6,0.22,396.79,15.2,23,30,10.0,10.72,3.38,7.33,-,-,-,-,30.12,-,78.4,30.0,-
1279,宜蘭縣,2008/08/28,冬山,5.2,0.3,-,10.7,18,31,12.0,17.96,7.15,10.81,-,-,-,-,29.23,-,69.18,31.0,-
1280,宜蘭縣,2008/08/27,宜蘭,2.6,0.25,395.92,26.0,37,32,18.0,7.82,1.57,6.23,-,-,-,-,30.37,-,77.64,36.0,-
1281,宜蘭縣,2008/08/27,冬山,4.0,0.26,-,19.0,27,37,17.0,15.16,4.49,10.68,-,-,-,-,29.36,-,73.28,37.0,-
1282,宜蘭縣,2008/08/26,宜蘭,3.1,0.29,397.81,35.3,57,39,22.0,7.2,1.1,6.11,-,-,-,-,30.76,-,75.04,60.0,-
1283,宜蘭縣,2008/08/26,冬山,4.7,0.34,-,28.1,48,40,20.0,12.14,2.6,9.54,-,-,-,-,29.88,-,72.13,49.0,-
1284,宜蘭縣,2008/08/25,宜蘭,2.6,0.3,401.02,29.3,45,41,20.0,8.35,0.85,7.48,-,-,-,-,30.75,-,76.06,43.0,-
1285,宜蘭縣,2008/08/25,冬山,4.1,0.29,-,24.4,43,43,22.0,12.76,2.69,10.06,-,-,-,-,29.92,-,71.22,43.0,-
1286,宜蘭縣,2008/08/24,宜蘭,2.9,0.26,397.85,33.7,49,41,20.0,7.01,0.94,6.06,-,-,-,-,30.36,-,78.09,43.0,-
1287,宜蘭縣,2008/08/24,冬山,3.9,0.25,-,29.8,43,42,21.0,9.5,1.52,7.98,-,-,-,-,29.35,-,74.22,46.0,-
1288,宜蘭縣,2008/08/23,宜蘭,2.6,0.26,400.28,33.2,44,42,17.0,8.29,1.23,7.05,-,-,-,-,30.63,-,77.7,42.0,-
1289,宜蘭縣,2008/08/23,冬山,5.0,0.4,-,28.0,42,48,19.0,18.24,4.32,13.91,-,-,-,-,29.57,-,73.32,48.0,-
1290,宜蘭縣,2008/08/22,宜蘭,3.2,0.29,398.27,24.9,37,40,14.0,11.1,1.67,9.41,-,-,-,-,31.36,-,73.56,40.0,-
1291,宜蘭縣,2008/08/22,冬山,3.6,0.31,-,23.0,37,40,14.0,14.43,2.85,11.58,-,-,-,-,30.56,-,66.98,40.0,-
1292,宜蘭縣,2008/08/21,宜蘭,2.7,0.28,390.13,23.2,37,48,12.0,9.76,1.55,8.22,-,-,-,-,31.93,-,69.73,48.0,-
1293,宜蘭縣,2008/08/21,冬山,2.9,0.25,-,22.0,32,40,13.0,11.29,2.19,9.1,-,-,-,-,31.32,-,61.82,40.0,-
1294,宜蘭縣,2008/08/20,宜蘭,2.2,0.18,393.47,16.0,21,68,10.0,9.12,2.89,6.24,-,-,-,-,30.73,-,76.12,59.0,-
1295,宜蘭縣,2008/08/20,冬山,2.9,0.24,-,15.5,18,44,8.0,10.56,4.43,6.12,-,-,-,-,30.01,-,68.63,44.0,-
1296,宜蘭縣,2008/08/19,宜蘭,3.5,0.26,402.58,24.0,42,27,14.0,9.67,2.27,7.4,-,-,-,-,30.73,-,78.45,55.0,-
1297,宜蘭縣,2008/08/19,冬山,5.0,0.47,-,18.8,33,30,12.0,14.4,4.84,9.55,-,-,-,-,30.06,-,72.68,42.0,-
1298,宜蘭縣,2008/08/18,宜蘭,3.2,0.27,403.16,22.6,34,32,16.0,8.51,1.84,6.67,-,-,-,-,31.12,-,76.82,34.0,-
1299,宜蘭縣,2008/08/18,冬山,2.4,0.24,-,22.3,37,30,14.0,9.73,2.63,7.1,-,-,-,-,30.31,-,70.74,37.0,-
1300,宜蘭縣,2008/08/17,宜蘭,2.7,0.3,406.88,31.1,48,44,27.0,8.09,1.41,6.67,-,-,-,-,30.77,-,78.73,47.0,-
1301,宜蘭縣,2008/08/17,冬山,2.4,0.35,-,28.5,47,46,27.0,12.1,2.82,9.29,-,-,-,-,29.82,-,74.26,46.0,-
1302,宜蘭縣,2008/08/16,宜蘭,2.7,0.39,407.37,44.6,69,50,33.0,8.63,1.02,7.6,-,-,-,-,30.25,-,80.2,64.0,-
1303,宜蘭縣,2008/08/16,冬山,3.6,0.36,-,36.2,52,53,33.0,15.99,1.74,14.28,-,-,-,-,29.2,-,77.84,55.0,-
1304,宜蘭縣,2008/08/15,宜蘭,4.0,0.48,409.79,36.9,60,50,32.0,10.36,1.02,9.33,-,-,-,-,29.81,-,80.52,56.0,-
1305,宜蘭縣,2008/08/15,冬山,4.0,0.43,-,40.7,67,54,31.0,10.67,1.34,9.33,-,-,-,-,29.33,-,72.58,65.0,-
1306,宜蘭縣,2008/08/14,宜蘭,2.8,0.45,409.21,35.2,60,43,26.0,12.66,1.45,11.21,-,-,-,-,29.71,-,82.23,58.0,-
1307,宜蘭縣,2008/08/14,冬山,8.2,0.71,-,30.1,46,53,26.0,20.62,5.04,15.58,-,-,-,-,29.46,-,73.35,52.0,-
1308,宜蘭縣,2008/08/13,宜蘭,3.0,0.39,407.21,32.9,47,43,24.0,10.67,0.94,9.69,-,-,-,-,30.28,-,79.59,43.0,-
1309,宜蘭縣,2008/08/13,冬山,6.2,0.34,-,29.9,48,46,23.0,16.14,3.75,12.37,-,-,-,-,29.47,-,73.13,49.0,-
1310,宜蘭縣,2008/08/12,宜蘭,3.6,0.32,406.02,31.9,51,39,22.0,9.2,1.44,7.77,-,-,-,-,30.43,-,76.52,51.0,-
1311,宜蘭縣,2008/08/12,冬山,7.7,0.36,-,24.5,42,42,22.0,21.2,5.67,15.53,-,-,-,-,29.46,-,72.29,42.0,-
1312,宜蘭縣,2008/08/11,宜蘭,3.3,0.3,402.67,31.0,45,32,18.0,8.74,1.17,7.55,-,-,-,-,29.29,-,79.94,44.0,-
1313,宜蘭縣,2008/08/11,冬山,6.5,0.32,-,24.1,43,35,17.0,16.89,3.91,12.97,-,-,-,-,28.02,-,77.4,41.0,-
1314,宜蘭縣,2008/08/10,宜蘭,3.5,0.29,400.47,28.8,43,35,19.0,8.27,1.14,7.13,-,-,-,-,29.22,-,77.09,41.0,-
1315,宜蘭縣,2008/08/10,冬山,3.3,0.27,-,23.5,33,34,17.0,10.95,2.49,8.46,-,-,-,-,27.95,-,76.71,34.0,-
1316,宜蘭縣,2008/08/09,宜蘭,3.9,0.32,393.93,35.5,58,37,22.0,8.06,1.08,6.99,-,-,-,-,28.76,-,78.89,72.0,-
1317,宜蘭縣,2008/08/09,冬山,5.9,0.39,-,32.6,57,45,25.0,13.13,3.74,9.38,-,-,-,-,27.8,-,76.56,59.0,-
1318,宜蘭縣,2008/08/08,宜蘭,3.1,0.28,392.11,23.0,34,36,20.0,8.01,1.45,6.56,-,-,-,-,29.58,-,76.95,36.0,-
1319,宜蘭縣,2008/08/08,冬山,2.1,0.28,-,20.6,34,35,19.0,9.36,2.44,6.93,-,-,-,-,28.23,-,74.87,35.0,-
1320,宜蘭縣,2008/08/07,宜蘭,2.9,0.25,394.47,17.7,24,21,10.0,8.09,2.15,5.94,-,-,-,-,29.88,-,76.91,26.0,-
1321,宜蘭縣,2008/08/07,冬山,1.8,0.16,-,16.0,23,20,8.0,7.7,2.59,5.11,-,-,-,-,28.59,-,74.99,22.0,-
1322,宜蘭縣,2008/08/06,宜蘭,1.8,0.23,386.4,20.6,25,25,8.0,7.25,1.25,6.0,-,-,-,-,30.04,-,81.43,25.0,-
1323,宜蘭縣,2008/08/06,冬山,7.9,0.29,-,13.9,19,21,6.0,18.4,8.24,10.16,-,-,-,-,29.19,-,71.95,21.0,-
1324,宜蘭縣,2008/08/05,宜蘭,1.6,0.19,384.44,19.5,25,21,4.0,6.26,1.82,4.44,-,-,-,-,29.66,-,83.24,23.0,-
1325,宜蘭縣,2008/08/05,冬山,4.4,0.3,-,14.4,20,22,4.0,15.64,7.59,8.04,-,-,-,-,28.93,-,74.48,22.0,-
1326,宜蘭縣,2008/08/04,宜蘭,1.9,0.13,384.39,12.0,16,21,3.0,7.33,2.79,4.55,-,-,-,-,29.78,-,82.88,21.0,-
1327,宜蘭縣,2008/08/04,冬山,5.5,0.36,-,7.2,10,20,3.0,20.85,13.15,7.7,-,-,-,-,28.65,-,76.33,20.0,-
1328,宜蘭縣,2008/08/03,宜蘭,2.1,0.19,397.72,14.6,23,19,6.0,8.19,2.25,5.87,-,-,-,-,30.13,-,80.52,23.0,-
1329,宜蘭縣,2008/08/03,冬山,4.7,0.33,-,10.7,17,22,5.0,15.79,7.53,8.25,-,-,-,-,29.52,-,71.89,22.0,-
1330,宜蘭縣,2008/08/02,宜蘭,2.4,0.23,399.03,14.7,24,23,8.0,11.54,4.32,7.22,-,-,-,-,30.08,-,78.64,24.0,-
1331,宜蘭縣,2008/08/02,冬山,3.2,0.24,-,10.7,15,23,5.0,16.76,8.18,8.58,-,-,-,-,29.19,-,72.83,23.0,-
1332,宜蘭縣,2008/08/01,宜蘭,2.1,0.2,394.65,12.3,20,50,9.0,10.0,3.43,6.57,-,-,-,-,30.02,-,79.08,50.0,-
1333,宜蘭縣,2008/08/01,冬山,2.7,0.26,-,10.0,14,28,8.0,15.93,8.04,7.89,-,-,-,-,29.1,-,71.86,28.0,-
1334,桃園市,2008/08/31,桃園,6.8,0.44,-,29.4,56,57,37.0,20.73,3.11,17.62,1.949,0.167,1.78,-,29.72,-,72.21,60.0,-
1335,桃園市,2008/08/31,中壢,6.9,1.25,-,20.0,38,66,40.0,54.47,28.68,25.79,2.478,0.574,1.9,-,28.74,-,76.52,58.0,-
1336,桃園市,2008/08/31,大園,3.5,0.23,-,27.0,44,36,28.0,10.17,1.83,8.34,-,-,-,-,29.22,-,75.26,48.0,-
1337,桃園市,2008/08/31,龍潭,3.7,0.34,-,25.0,46,61,31.0,17.07,2.32,14.74,-,-,-,-,27.21,-,83.86,56.0,-
1338,桃園市,2008/08/31,平鎮,4.4,0.33,-,20.6,44,56,33.0,20.54,3.88,16.66,-,-,-,-,29.43,-,72.16,53.0,-
1339,桃園市,2008/08/31,觀音,2.4,0.15,-,25.8,37,40,22.0,6.75,0.48,6.26,-,-,-,-,28.77,-,74.97,42.0,-
1340,桃園市,2008/08/30,桃園,7.5,0.45,-,28.9,41,57,33.0,20.91,3.11,17.8,1.924,0.192,1.73,-,29.8,-,74.57,54.0,-
1341,桃園市,2008/08/30,中壢,5.2,0.93,-,26.7,35,66,38.0,39.41,15.27,24.15,2.351,0.431,1.92,-,29.01,-,78.41,58.0,-
1342,桃園市,2008/08/30,大園,3.3,0.26,-,29.1,37,41,33.0,12.31,1.98,10.33,-,-,-,-,29.24,-,79.35,41.0,-
1343,桃園市,2008/08/30,龍潭,2.7,0.35,-,32.7,47,60,32.0,14.91,1.2,13.72,-,-,-,-,27.89,-,82.42,55.0,-
1344,桃園市,2008/08/30,平鎮,3.0,0.33,-,26.1,36,56,33.0,19.35,2.68,16.67,-,-,-,-,29.68,-,73.74,53.0,-
1345,桃園市,2008/08/30,觀音,3.2,0.22,-,26.0,33,49,27.0,10.3,0.85,9.44,-,-,-,-,28.7,-,80.19,49.0,-
1346,桃園市,2008/08/29,桃園,13.7,0.53,-,36.1,70,64,34.0,33.22,6.32,26.89,2.145,0.319,1.83,-,29.94,-,69.97,72.0,-
1347,桃園市,2008/08/29,中壢,6.8,1.24,-,23.9,49,69,35.0,52.32,23.49,28.83,2.619,0.658,1.96,-,29.18,-,76.03,60.0,-
1348,桃園市,2008/08/29,大園,5.7,0.3,-,22.3,42,35,24.0,20.36,6.25,14.11,-,-,-,-,29.48,-,76.07,55.0,-
1349,桃園市,2008/08/29,龍潭,3.1,0.38,-,37.1,60,62,37.0,19.71,2.72,16.99,-,-,-,-,27.99,-,81.41,56.0,-
1350,桃園市,2008/08/29,平鎮,5.2,0.39,-,23.8,52,56,30.0,24.23,4.88,19.35,-,-,-,-,29.97,-,71.44,53.0,-
1351,桃園市,2008/08/29,觀音,5.5,0.2,-,23.0,46,45,23.0,13.71,2.07,11.63,-,-,-,-,29.01,-,76.6,59.0,-
1352,桃園市,2008/08/28,桃園,12.0,0.54,-,27.7,64,54,26.0,25.93,6.55,19.37,2.099,0.295,1.8,-,30.04,-,66.19,80.0,-
1353,桃園市,2008/08/28,中壢,8.8,1.06,-,28.0,63,71,36.0,45.98,17.09,28.9,2.596,0.606,1.99,-,29.97,-,68.61,60.0,-
1354,桃園市,2008/08/28,大園,11.1,0.41,-,21.1,44,45,33.0,32.16,9.71,22.44,-,-,-,-,30.07,-,69.53,45.0,-
1355,桃園市,2008/08/28,龍潭,3.9,0.41,-,35.5,74,63,32.0,21.49,2.67,18.82,-,-,-,-,28.67,-,75.85,82.0,-
1356,桃園市,2008/08/28,平鎮,7.6,0.45,-,29.2,64,65,34.0,25.07,4.6,20.48,-,-,-,-,30.68,-,64.19,72.0,-
1357,桃園市,2008/08/28,觀音,7.2,0.34,-,22.8,45,63,35.0,18.81,2.09,16.7,-,-,-,-,29.06,-,74.87,65.0,-
1358,桃園市,2008/08/27,桃園,20.6,0.67,-,21.7,47,66,35.0,40.17,11.22,28.95,2.335,0.455,1.88,-,28.88,-,72.9,58.0,-
1359,桃園市,2008/08/27,中壢,10.1,1.12,-,18.4,36,67,37.0,53.76,18.98,34.78,2.707,0.671,2.04,-,28.56,-,72.93,58.0,-
1360,桃園市,2008/08/27,大園,6.3,0.37,-,21.0,38,42,33.0,27.24,8.17,19.07,-,-,-,-,28.76,-,77.95,42.0,-
1361,桃園市,2008/08/27,龍潭,6.4,0.45,-,30.3,58,66,41.0,27.16,3.45,23.71,-,-,-,-,27.41,-,77.27,72.0,-
1362,桃園市,2008/08/27,平鎮,9.3,0.48,-,21.2,45,62,33.0,31.99,5.28,26.71,-,-,-,-,29.09,-,69.61,56.0,-
1363,桃園市,2008/08/27,觀音,6.9,0.27,-,21.8,40,45,25.0,17.71,3.5,14.19,-,-,-,-,28.04,-,79.9,45.0,-
1364,桃園市,2008/08/26,桃園,6.4,0.42,-,22.2,46,47,25.0,24.31,5.42,18.89,2.066,0.27,1.8,-,30.48,-,62.07,51.0,-
1365,桃園市,2008/08/26,中壢,6.6,1.11,-,15.7,30,55,29.0,58.01,32.07,25.94,2.521,0.598,1.92,-,29.41,-,67.53,52.0,-
1366,桃園市,2008/08/26,大園,5.0,0.22,-,22.5,36,27,18.0,12.26,2.86,9.41,-,-,-,-,29.64,-,69.99,44.0,-
1367,桃園市,2008/08/26,龍潭,3.0,0.28,-,23.6,49,46,24.0,19.27,4.67,14.6,-,-,-,-,28.01,-,71.17,68.0,-
1368,桃園市,2008/08/26,平鎮,4.3,0.27,-,17.0,37,44,23.0,22.22,5.1,17.12,-,-,-,-,29.27,-,65.81,46.0,-
