序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
45,臺北市,2003/03/25,中山,4.1,0.77,-,30.3,-,66,-,41.54,7.31,34.23,3.307,0.61,2.69,20.39,-,-,58.0,-
46,臺北市,2003/03/25,大同,8.6,3.62,-,-,-,83,-,178.91,116.33,62.59,4.561,2.06,2.5,21.32,-,-,66.0,-
47,臺北市,2003/03/25,萬華,4.2,0.74,-,29.1,-,47,-,20.96,1.64,19.33,-,-,-,20.4,-,-,47.0,-
48,臺北市,2003/03/25,陽明,2.3,0.39,369.48,61.2,-,29,-,2.19,0.18,2.02,-,-,-,14.1,-,77.0,61.0,-
49,臺北市,2003/03/25,士林,1.1,0.6,-,40.1,-,47,-,21.51,3.2,18.31,-,-,-,19.45,-,-,50.0,-
50,臺北市,2003/03/24,松山,-,0.89,391.69,18.2,-,42,-,-,-,-,-,-,-,16.93,-,-,42.0,-
51,臺北市,2003/03/24,古亭,1.1,1.01,-,18.8,-,35,24.03,52.01,16.41,35.59,2.745,0.74,2.0,16.54,-,-,35.0,-
52,臺北市,2003/03/24,中山,1.8,1.08,-,14.8,-,51,-,65.94,23.16,42.77,3.728,0.87,2.86,17.58,-,-,50.0,-
53,臺北市,2003/03/24,大同,5.5,3.49,-,-,-,95,-,216.07,155.23,60.84,4.529,1.89,2.64,18.04,-,-,72.0,-
54,臺北市,2003/03/24,萬華,1.6,1.02,-,19.4,-,23,-,37.97,9.4,28.58,-,-,-,17.21,-,-,27.0,-
55,臺北市,2003/03/24,陽明,0.5,0.38,374.15,52.9,-,8,-,3.15,0.12,3.03,-,-,-,12.47,-,96.0,52.0,-
56,臺北市,2003/03/24,士林,0.6,0.9,-,14.5,-,32,-,51.45,14.3,37.16,-,-,-,16.45,-,-,32.0,-
57,臺北市,2003/03/23,松山,1.9,0.55,377.08,39.8,-,49,-,-,35.59,-,-,-,-,17.89,-,-,49.0,-
58,臺北市,2003/03/23,古亭,2.7,0.69,-,35.5,-,39,29.57,32.01,4.95,27.07,2.526,0.56,1.96,17.96,-,-,45.0,-
59,臺北市,2003/03/23,中山,4.9,0.56,-,35.8,-,56,-,33.73,5.07,28.66,3.155,0.48,2.68,18.99,-,-,53.0,-
60,臺北市,2003/03/23,大同,6.7,2.65,-,-,-,57,-,158.62,99.54,59.08,3.838,1.41,2.43,19.84,-,-,54.0,-
61,臺北市,2003/03/23,萬華,4.1,0.68,-,46.6,-,34,-,19.35,1.35,18.01,-,-,-,18.4,-,-,53.0,-
62,臺北市,2003/03/23,陽明,1.0,0.33,369.61,61.1,-,10,-,2.89,0.13,2.76,-,-,-,11.82,-,90.0,56.0,-
63,臺北市,2003/03/23,士林,2.5,0.5,-,47.8,-,37,-,17.78,0.53,17.25,-,-,-,18.41,-,-,51.0,-
64,臺北市,2003/03/22,松山,-,0.76,383.76,41.1,-,78,-,31.84,10.5,21.34,-,-,-,14.86,-,-,64.0,-
65,臺北市,2003/03/22,古亭,2.8,0.67,-,43.5,-,67,40.58,25.89,3.57,22.32,2.55,0.55,2.0,14.81,-,-,58.0,-
66,臺北市,2003/03/22,中山,4.8,0.75,-,37.5,-,83,-,38.32,11.31,27.01,3.388,0.57,2.81,15.7,-,-,66.0,-
67,臺北市,2003/03/22,大同,6.1,2.33,-,-,-,112,-,141.44,84.45,56.99,3.65,1.14,2.51,16.31,-,-,81.0,-
68,臺北市,2003/03/22,萬華,3.0,0.75,-,52.5,-,46,-,15.32,-,14.24,-,-,-,15.21,-,-,57.0,-
69,臺北市,2003/03/22,陽明,3.6,0.5,373.48,66.0,-,46,-,3.28,0.21,3.18,-,-,-,8.29,-,91.0,65.0,-
70,臺北市,2003/03/22,士林,2.3,0.58,-,55.7,-,58,-,15.73,1.34,14.39,-,-,-,15.07,-,-,58.0,-
71,臺北市,2003/03/21,松山,0.7,0.79,386.96,-,-,34,-,45.2,12.48,32.72,-,-,-,14.76,-,-,34.0,-
72,臺北市,2003/03/21,古亭,1.4,0.91,-,18.7,-,30,18.51,52.03,14.19,37.84,2.725,0.72,2.0,14.4,-,-,30.0,-
73,臺北市,2003/03/21,中山,2.1,1.0,-,13.7,-,46,-,70.71,21.95,48.76,3.689,0.85,2.84,15.56,-,-,46.0,-
74,臺北市,2003/03/21,大同,7.9,4.11,-,-,-,106,-,261.17,191.0,70.17,4.802,2.24,2.56,16.19,-,-,78.0,-
75,臺北市,2003/03/21,萬華,1.5,0.98,-,19.6,-,25,-,37.72,7.61,30.11,-,-,-,14.98,-,-,39.0,-
76,臺北市,2003/03/21,陽明,0.5,0.22,369.29,52.0,-,9,-,1.18,0.07,1.1,-,-,-,8.74,-,92.0,47.0,-
77,臺北市,2003/03/21,士林,0.6,0.76,-,20.0,-,33,-,47.69,7.84,39.85,-,-,-,14.53,-,-,38.0,-
78,臺北市,2003/03/20,松山,1.1,0.62,383.03,19.6,-,22,-,41.07,6.89,34.18,-,-,-,12.87,-,-,35.0,-
79,臺北市,2003/03/20,古亭,1.2,0.82,-,20.7,-,19,9.35,51.23,15.69,35.54,2.565,0.66,1.9,12.43,-,-,37.0,-
80,臺北市,2003/03/20,中山,1.0,0.8,-,14.8,-,27,-,60.03,17.6,42.43,3.29,0.7,2.59,13.61,-,-,34.0,-
81,臺北市,2003/03/20,大同,3.5,2.4,-,-,-,39,-,175.04,118.91,56.13,3.823,1.37,2.45,13.84,-,-,39.0,-
82,臺北市,2003/03/20,萬華,1.3,0.81,-,17.2,-,16,-,39.27,8.52,30.75,-,-,-,13.09,-,-,33.0,-
83,臺北市,2003/03/20,陽明,0.5,0.2,369.84,52.9,-,8,-,1.17,0.09,1.08,-,-,-,8.12,-,100.0,46.0,-
84,臺北市,2003/03/20,士林,-,0.56,-,20.2,-,18,-,38.45,3.33,35.12,-,-,-,12.46,-,-,30.0,-
85,臺北市,2003/03/19,松山,1.1,0.57,380.92,28.2,-,27,-,40.31,10.39,29.92,-,-,-,12.5,-,-,43.0,-
86,臺北市,2003/03/19,古亭,1.1,0.69,-,28.0,-,25,16.96,39.67,9.3,30.36,2.305,0.44,1.86,12.16,-,-,39.0,-
87,臺北市,2003/03/19,中山,1.3,0.63,-,23.6,-,34,-,44.34,8.8,35.53,3.238,0.56,2.68,13.42,-,-,37.0,-
88,臺北市,2003/03/19,大同,3.3,3.1,-,-,-,57,-,191.17,133.73,57.44,4.139,1.68,2.46,13.95,-,-,54.0,-
89,臺北市,2003/03/19,萬華,0.8,0.64,-,27.6,-,15,-,31.05,6.22,24.83,-,-,-,12.81,-,-,42.0,-
90,臺北市,2003/03/19,陽明,0.5,0.27,371.78,56.3,-,8,-,1.45,0.1,1.35,-,-,-,7.11,-,100.0,49.0,-
91,臺北市,2003/03/19,士林,0.5,0.53,-,32.3,-,20,-,28.85,2.34,26.52,-,-,-,12.46,-,-,42.0,-
92,臺北市,2003/03/18,松山,0.9,0.54,376.2,39.1,-,27,-,24.67,7.33,17.35,-,-,-,14.68,-,-,43.0,-
93,臺北市,2003/03/18,古亭,0.7,0.64,-,33.6,-,23,11.32,29.24,6.22,23.02,3.837,0.93,2.91,14.88,-,-,42.0,-
94,臺北市,2003/03/18,中山,1.3,0.56,-,32.3,-,31,-,30.32,4.79,25.53,3.135,0.49,2.64,15.81,-,-,38.0,-
95,臺北市,2003/03/18,大同,4.1,2.93,-,-,-,41,-,149.96,99.86,50.09,4.076,1.66,2.42,16.64,-,-,43.0,-
96,臺北市,2003/03/18,萬華,1.0,0.56,-,34.7,-,16,-,17.15,1.73,15.43,-,-,-,15.29,-,-,40.0,-
97,臺北市,2003/03/18,陽明,0.5,0.36,374.4,53.0,-,8,-,1.79,0.09,1.71,-,-,-,8.78,-,99.0,48.0,-
98,臺北市,2003/03/18,士林,0.5,0.5,-,38.8,-,22,-,18.11,1.18,16.93,-,-,-,14.51,-,-,39.0,-
99,臺北市,2003/03/17,松山,2.6,1.0,405.04,23.4,-,69,-,45.95,28.89,25.84,-,-,-,20.93,-,-,60.0,-
100,臺北市,2003/03/17,古亭,2.7,0.9,-,-,-,52,32.5,43.91,13.72,30.19,3.914,0.83,3.08,21.69,-,-,58.0,-
101,臺北市,2003/03/17,中山,2.2,1.04,-,20.5,-,82,-,59.04,22.21,36.84,-,-,-,22.24,-,-,66.0,-
102,臺北市,2003/03/17,大同,5.9,3.24,-,-,-,100,-,154.19,101.15,53.05,4.488,1.7,2.78,23.13,-,-,75.0,-
103,臺北市,2003/03/17,萬華,2.4,1.01,-,26.4,-,46,-,26.92,5.79,21.13,-,-,-,22.28,-,-,60.0,-
104,臺北市,2003/03/17,陽明,2.6,0.37,374.08,44.0,-,20,-,7.19,0.48,6.71,-,-,-,17.96,-,88.0,69.0,-
105,臺北市,2003/03/17,士林,1.0,0.71,-,27.4,-,47,-,34.52,7.12,27.39,-,-,-,21.16,-,-,58.0,-
106,臺北市,2003/03/16,松山,3.9,1.43,421.35,29.7,-,92,-,77.45,34.01,43.44,-,-,-,22.3,-,-,91.0,-
107,臺北市,2003/03/16,古亭,2.6,1.12,-,-,-,74,35.51,58.03,14.76,43.26,2.229,0.2,2.03,22.58,-,-,62.0,-
108,臺北市,2003/03/16,中山,5.4,1.38,-,21.8,-,106,-,90.89,35.13,55.77,-,-,-,23.32,-,-,78.0,-
109,臺北市,2003/03/16,大同,8.4,3.26,-,-,-,104,-,184.0,117.9,66.11,4.512,1.55,2.96,24.07,-,-,77.0,-
110,臺北市,2003/03/16,萬華,4.6,1.26,-,26.5,-,63,-,43.04,8.15,34.9,-,-,-,23.08,-,-,76.0,-
111,臺北市,2003/03/16,陽明,2.5,0.32,370.32,55.4,-,22,-,5.93,0.23,5.7,-,-,-,18.61,-,82.0,73.0,-
112,臺北市,2003/03/16,士林,2.8,0.91,-,28.6,-,57,-,59.8,14.81,44.91,-,-,-,21.93,-,-,78.0,-
113,臺北市,2003/03/15,松山,6.0,1.11,404.99,21.8,-,46,-,68.03,32.64,35.38,-,-,-,21.08,-,-,62.0,-
114,臺北市,2003/03/15,古亭,2.8,1.1,-,-,-,39,21.45,56.72,21.02,35.72,2.322,0.26,2.06,21.53,-,-,39.0,-
115,臺北市,2003/03/15,中山,6.3,1.08,-,17.3,-,52,-,74.9,31.8,43.1,-,-,-,22.2,-,-,52.0,-
116,臺北市,2003/03/15,大同,9.6,3.55,-,-,-,-,-,196.71,141.6,55.13,4.391,1.72,2.67,23.09,-,-,66.0,-
117,臺北市,2003/03/15,萬華,4.0,1.31,-,22.4,-,37,-,45.47,15.88,29.6,-,-,-,22.05,-,-,73.0,-
118,臺北市,2003/03/15,陽明,1.8,0.3,366.91,57.2,-,16,-,3.37,0.27,3.12,-,-,-,16.65,-,84.0,59.0,-
119,臺北市,2003/03/15,士林,2.0,0.73,-,24.0,-,28,-,42.97,11.9,31.06,-,-,-,21.0,-,-,62.0,-
120,臺北市,2003/03/14,松山,2.4,0.59,376.51,28.3,-,31,-,29.41,7.25,22.18,-,-,-,18.04,-,-,36.0,-
121,臺北市,2003/03/14,古亭,1.6,0.77,-,-,-,25,8.35,38.46,13.77,24.68,3.446,0.8,2.65,18.65,-,-,32.0,-
122,臺北市,2003/03/14,中山,3.0,0.63,-,24.7,-,35,-,42.21,13.78,28.46,-,-,-,19.22,-,-,35.0,-
123,臺北市,2003/03/14,大同,6.6,3.72,-,-,-,-,-,183.2,133.42,49.79,4.412,2.06,2.35,20.42,-,-,69.0,-
124,臺北市,2003/03/14,萬華,2.3,0.81,-,25.8,-,21,-,27.99,6.75,21.24,-,-,-,19.33,-,-,33.0,-
125,臺北市,2003/03/14,陽明,0.6,0.24,365.33,49.3,-,11,-,1.89,0.14,1.76,-,-,-,13.57,-,94.0,56.0,-
126,臺北市,2003/03/14,士林,0.9,0.49,-,33.0,-,20,-,26.32,5.49,20.83,-,-,-,18.69,-,-,38.0,-
127,臺北市,2003/03/13,松山,1.3,0.63,380.99,23.2,-,35,-,32.12,5.37,26.75,-,-,-,17.39,-,-,35.0,-
128,臺北市,2003/03/13,古亭,0.9,0.68,-,22.0,-,26,12.93,34.73,7.16,27.55,4.257,0.92,3.33,17.24,-,-,31.0,-
129,臺北市,2003/03/13,中山,1.0,0.6,-,23.7,-,42,-,37.62,7.1,30.53,3.174,0.59,2.58,18.32,-,-,42.0,-
130,臺北市,2003/03/13,大同,2.9,2.1,-,-,-,77,-,118.95,77.03,41.9,3.619,1.2,2.42,18.85,-,-,64.0,-
131,臺北市,2003/03/13,萬華,1.2,0.65,-,27.0,-,26,-,24.76,3.18,21.6,-,-,-,17.89,-,-,38.0,-
132,臺北市,2003/03/13,陽明,0.7,0.26,367.98,48.8,-,10,-,1.79,0.08,1.7,-,-,-,11.16,-,99.0,44.0,-
133,臺北市,2003/03/13,士林,0.5,0.35,-,36.2,-,26,-,18.66,2.2,16.47,-,-,-,17.4,-,-,38.0,-
134,臺北市,2003/03/12,松山,1.5,0.73,394.16,27.3,-,47,-,49.38,18.82,30.56,-,-,-,19.1,-,-,65.0,-
135,臺北市,2003/03/12,古亭,1.1,1.03,-,28.4,-,40,18.83,51.22,20.3,30.92,4.507,0.93,3.58,19.32,-,-,57.0,-
136,臺北市,2003/03/12,中山,1.6,0.93,-,26.9,-,61,-,58.28,17.57,40.72,3.714,0.82,2.9,20.21,-,-,59.0,-
137,臺北市,2003/03/12,大同,2.9,2.37,-,-,-,75,-,119.31,68.97,50.34,3.87,1.29,2.58,20.89,-,-,62.0,-
138,臺北市,2003/03/12,萬華,2.4,1.04,-,31.9,-,38,-,35.53,8.89,26.64,-,-,-,19.95,-,-,65.0,-
139,臺北市,2003/03/12,陽明,0.8,0.31,369.62,61.1,-,16,-,4.1,0.12,3.98,-,-,-,14.06,-,91.0,83.0,-
140,臺北市,2003/03/12,士林,0.9,0.75,-,37.4,-,43,-,60.25,18.73,34.97,-,-,-,19.16,-,-,76.0,-
141,臺北市,2003/03/11,松山,1.2,0.74,384.76,22.8,-,35,-,49.67,20.75,28.92,-,-,-,16.17,-,-,37.0,-
142,臺北市,2003/03/11,古亭,1.1,0.74,-,29.1,-,23,10.47,35.66,10.79,24.87,4.204,0.94,3.26,16.64,-,-,36.0,-
143,臺北市,2003/03/11,中山,2.0,0.78,-,19.0,-,42,-,54.47,17.43,37.04,3.111,0.66,2.46,17.36,-,-,42.0,-
144,臺北市,2003/03/11,大同,4.8,3.83,-,-,-,61,-,196.0,139.55,56.45,4.857,2.36,2.5,18.46,-,-,63.0,-
145,臺北市,2003/03/11,萬華,0.8,0.89,-,26.8,-,22,-,29.11,6.57,22.54,-,-,-,17.08,-,-,35.0,-
146,臺北市,2003/03/11,陽明,0.6,0.22,367.01,51.2,-,9,-,1.44,0.08,1.36,-,-,-,10.24,-,96.0,47.0,-
147,臺北市,2003/03/11,士林,0.7,0.38,-,38.6,-,20,-,35.42,18.18,17.25,-,-,-,17.05,-,-,44.0,-
148,臺北市,2003/03/10,松山,0.9,0.55,379.32,31.9,-,37,-,61.26,38.86,22.4,-,-,-,12.3,-,-,41.0,-
149,臺北市,2003/03/10,古亭,0.8,0.73,-,27.9,-,31,17.47,39.77,10.89,28.88,2.901,0.85,2.05,11.82,-,-,39.0,-
150,臺北市,2003/03/10,中山,1.0,0.65,-,24.5,-,46,-,43.66,8.59,35.08,2.773,0.58,2.2,13.2,-,-,46.0,-
151,臺北市,2003/03/10,大同,3.5,3.12,-,-,-,54,-,193.52,136.73,56.79,4.276,1.83,2.45,13.64,-,-,52.0,-
152,臺北市,2003/03/10,萬華,0.8,0.79,-,24.4,-,24,-,34.5,7.62,26.88,-,-,-,12.54,-,-,37.0,-
153,臺北市,2003/03/10,陽明,0.6,0.24,369.41,56.6,-,10,-,1.38,0.09,1.29,-,-,-,6.02,-,97.0,50.0,-
154,臺北市,2003/03/10,士林,0.5,0.45,-,38.8,-,30,-,34.68,10.62,24.07,-,-,-,12.17,-,-,45.0,-
155,臺北市,2003/03/09,松山,-,0.41,375.72,42.4,-,62,-,31.89,16.04,15.86,-,-,-,13.6,-,-,56.0,-
156,臺北市,2003/03/09,古亭,1.6,0.43,-,41.3,-,50,29.31,18.52,4.01,14.51,2.538,0.61,1.93,13.31,-,-,50.0,-
157,臺北市,2003/03/09,中山,3.8,0.44,-,34.3,-,67,-,30.42,4.65,25.77,2.593,0.41,2.18,14.42,-,-,58.0,-
158,臺北市,2003/03/09,大同,4.6,2.01,-,-,-,65,-,129.47,80.56,48.92,3.461,1.02,2.44,14.97,-,-,58.0,-
159,臺北市,2003/03/09,萬華,1.5,0.51,-,38.2,-,40,-,14.62,0.57,14.04,-,-,-,13.71,-,-,40.0,-
160,臺北市,2003/03/09,陽明,1.3,0.33,371.28,56.2,-,31,-,1.76,0.06,1.7,-,-,-,6.38,-,88.0,51.0,-
161,臺北市,2003/03/09,士林,1.0,0.35,-,48.8,-,50,-,11.64,1.94,9.7,-,-,-,13.22,-,-,50.0,-
162,臺北市,2003/03/08,松山,-,0.54,378.65,40.4,-,82,-,-,-,-,-,-,-,12.89,-,-,66.0,-
163,臺北市,2003/03/08,古亭,2.7,0.66,-,35.6,-,72,-,29.99,6.93,23.06,2.712,0.77,1.95,12.61,-,-,61.0,-
164,臺北市,2003/03/08,中山,3.9,0.58,-,36.8,-,84,-,28.07,3.26,24.81,2.606,0.45,2.16,13.64,-,-,67.0,-
165,臺北市,2003/03/08,大同,5.8,2.26,-,-,-,116,-,140.35,88.48,51.87,3.7,1.25,2.45,14.19,-,-,83.0,-
166,臺北市,2003/03/08,萬華,3.7,0.64,-,35.9,-,55,-,18.9,1.33,17.57,-,-,-,13.08,-,-,52.0,-
167,臺北市,2003/03/08,陽明,4.7,0.42,373.89,56.3,-,48,-,2.54,0.08,2.46,-,-,-,5.69,-,86.0,54.0,-
168,臺北市,2003/03/08,士林,2.9,0.48,-,48.6,-,60,-,14.83,1.0,13.83,-,-,-,12.76,-,-,55.0,-
169,臺北市,2003/03/07,松山,1.0,0.6,381.89,20.6,-,33,-,77.04,55.33,21.71,-,-,-,11.64,-,-,33.0,-
170,臺北市,2003/03/07,古亭,0.8,0.84,-,16.7,-,34,18.06,40.98,14.81,26.17,2.71,0.81,1.9,11.44,-,-,34.0,-
171,臺北市,2003/03/07,中山,1.3,0.67,-,16.6,-,38,-,38.76,11.82,26.94,2.717,0.56,2.16,12.56,-,-,38.0,-
172,臺北市,2003/03/07,大同,4.8,3.32,-,-,-,70,-,190.17,145.82,44.35,4.294,1.85,2.45,13.18,-,-,60.0,-
173,臺北市,2003/03/07,萬華,1.9,0.69,-,18.1,-,23,-,22.38,5.12,17.25,-,-,-,12.1,-,-,24.0,-
174,臺北市,2003/03/07,陽明,0.7,0.33,375.4,38.1,-,8,-,2.11,0.11,2.0,-,-,-,5.63,-,99.0,39.0,-
175,臺北市,2003/03/07,士林,0.6,0.49,-,27.1,-,22,-,18.08,2.11,15.97,-,-,-,11.9,-,-,32.0,-
176,臺北市,2003/03/06,松山,3.8,1.0,398.35,17.6,-,50,-,54.8,26.35,28.46,-,-,-,16.51,-,-,63.0,-
177,臺北市,2003/03/06,古亭,2.6,1.12,-,13.6,-,57,-,58.7,28.74,29.95,3.133,0.89,2.24,16.35,-,-,54.0,-
178,臺北市,2003/03/06,中山,3.2,1.01,-,10.0,-,52,-,58.18,25.29,32.89,3.111,0.9,2.21,17.36,-,-,51.0,-
179,臺北市,2003/03/06,大同,6.7,3.43,-,-,-,88,-,179.71,133.34,46.37,4.571,2.04,2.53,17.89,-,-,69.0,-
180,臺北市,2003/03/06,萬華,4.1,1.0,-,14.5,-,45,-,42.09,18.75,23.34,-,-,-,16.84,-,-,45.0,-
181,臺北市,2003/03/06,陽明,0.7,0.34,371.83,33.8,-,18,-,4.23,0.26,3.96,-,-,-,13.0,-,98.0,39.0,-
182,臺北市,2003/03/06,士林,0.9,0.66,-,12.6,-,38,-,39.46,9.66,29.8,-,-,-,16.38,-,-,38.0,-
183,臺北市,2003/03/05,松山,5.5,1.57,407.8,11.7,-,53,-,88.85,45.37,43.48,-,-,-,19.25,-,-,52.0,-
184,臺北市,2003/03/05,古亭,4.5,1.85,-,13.5,-,48,20.46,100.44,49.88,50.56,3.548,0.86,2.69,19.26,-,-,48.0,-
185,臺北市,2003/03/05,中山,4.5,1.7,-,11.1,-,51,-,100.32,49.77,50.55,3.484,1.14,2.34,20.2,-,-,50.0,-
