序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
33,臺北市,2011/12/27,萬華,2.5,0.59,-,13.3,24,33,23.0,47.73,19.78,27.95,-,-,-,17.24,81.43,33.0
34,臺北市,2011/12/27,陽明,1.5,0.15,392.46,37.8,40,9,6.0,2.67,0.97,1.7,-,-,-,11.28,98.84,34.0
35,臺北市,2011/12/27,士林,1.8,0.28,-,29.9,37,32,13.0,13.85,2.12,11.73,-,-,-,16.87,72.01,33.0
36,臺北市,2011/12/26,松山,3.7,0.47,409.76,20.6,30,67,37.0,33.56,8.06,25.49,2.071,0.167,1.9,15.75,66.84,58.0
37,臺北市,2011/12/26,古亭,2.4,0.42,-,23.5,29,58,37.0,19.32,4.74,14.58,2.075,0.09,1.99,16.07,69.75,54.0
38,臺北市,2011/12/26,中山,3.9,0.66,-,16.4,26,59,43.0,40.95,14.48,26.48,2.138,0.215,1.92,16.46,66.08,54.0
39,臺北市,2011/12/26,大同,4.4,1.31,-,-,-,84,45.0,83.69,50.62,33.07,2.432,0.522,1.91,-,-,67.0
40,臺北市,2011/12/26,萬華,2.5,0.52,-,17.1,25,61,38.0,32.98,7.61,25.37,-,-,-,16.32,66.97,56.0
41,臺北市,2011/12/26,陽明,2.0,0.24,395.74,37.6,40,25,19.0,2.22,0.47,1.7,-,-,-,9.15,98.42,34.0
42,臺北市,2011/12/26,士林,3.0,0.34,-,31.2,36,61,32.0,-,-,-,-,-,-,15.68,64.49,56.0
43,臺北市,2011/12/25,松山,3.0,0.36,408.24,23.9,27,49,26.0,25.65,2.76,22.88,2.039,0.111,1.93,14.5,53.35,49.0
44,臺北市,2011/12/25,古亭,1.9,0.35,-,23.4,26,53,29.0,17.76,3.5,14.25,2.064,0.076,1.99,14.61,58.05,52.0
45,臺北市,2011/12/25,中山,3.1,0.49,-,17.6,22,53,34.0,32.2,7.86,24.34,2.106,0.159,1.95,15.07,53.72,52.0
46,臺北市,2011/12/25,大同,3.8,0.93,-,-,-,59,34.0,66.52,36.21,30.3,2.291,0.36,1.93,-,-,54.0
47,臺北市,2011/12/25,萬華,-,0.42,-,16.4,20,52,25.0,31.21,6.4,24.8,-,-,-,14.99,54.05,51.0
48,臺北市,2011/12/25,陽明,2.2,0.2,395.81,35.5,38,26,16.0,3.33,1.01,2.32,-,-,-,7.53,85.39,32.0
49,臺北市,2011/12/25,士林,2.4,0.26,-,33.5,36,49,23.0,8.73,1.88,6.86,-,-,-,14.61,54.18,49.0
50,臺北市,2011/12/24,松山,6.2,0.45,410.72,28.2,34,59,34.0,22.96,2.99,19.98,2.026,0.096,1.93,12.62,55.61,54.0
51,臺北市,2011/12/24,古亭,6.0,0.59,-,18.5,24,71,39.0,31.81,7.97,23.84,2.161,0.163,2.0,12.81,62.27,60.0
52,臺北市,2011/12/24,中山,5.4,0.6,-,20.3,24,53,44.0,35.19,8.84,26.34,2.077,0.161,1.92,13.07,56.75,52.0
53,臺北市,2011/12/24,大同,5.9,1.04,-,-,-,71,43.0,71.42,38.15,33.28,2.285,0.362,1.92,-,-,60.0
54,臺北市,2011/12/24,萬華,0.5,0.59,-,15.9,20,59,35.0,37.38,7.85,29.53,-,-,-,12.95,59.1,54.0
55,臺北市,2011/12/24,陽明,5.6,0.32,400.18,35.8,38,39,27.0,6.99,1.42,5.58,-,-,-,5.18,90.97,39.0
56,臺北市,2011/12/24,士林,6.7,0.39,-,33.0,35,63,33.0,14.41,3.03,11.37,-,-,-,12.62,55.8,56.0
57,臺北市,2011/12/23,松山,1.9,0.44,410.22,16.5,32,20,16.0,37.06,8.08,28.98,2.089,0.173,1.92,13.61,83.23,31.0
58,臺北市,2011/12/23,古亭,1.9,0.6,-,11.4,23,37,17.0,42.3,15.06,27.24,2.199,0.205,1.99,13.85,87.52,37.0
59,臺北市,2011/12/23,中山,0.8,0.74,-,11.8,24,30,24.0,53.06,22.31,30.76,2.226,0.274,1.95,14.36,81.34,30.0
60,臺北市,2011/12/23,大同,4.4,2.2,-,-,-,46,28.0,134.64,97.17,37.47,2.912,0.924,1.99,-,-,46.0
61,臺北市,2011/12/23,萬華,0.8,0.65,-,11.0,22,25,17.0,46.38,16.45,29.93,-,-,-,14.14,80.81,25.0
62,臺北市,2011/12/23,陽明,1.2,0.18,393.05,37.3,38,7,6.0,1.91,0.67,1.22,-,-,-,8.29,99.81,34.0
63,臺北市,2011/12/23,士林,1.8,0.51,-,15.5,28,30,15.0,31.34,7.55,23.77,-,-,-,13.51,79.9,33.0
64,臺北市,2011/12/22,松山,2.2,0.5,409.33,26.7,37,37,31.0,23.5,5.07,18.43,2.06,0.117,1.94,15.25,80.96,37.0
65,臺北市,2011/12/22,古亭,2.5,0.68,-,16.9,27,51,35.0,36.84,10.17,26.66,2.161,0.174,1.99,15.39,87.78,50.0
66,臺北市,2011/12/22,中山,2.4,0.76,-,15.5,25,32,33.0,43.79,14.67,29.13,2.158,0.213,1.95,15.99,80.21,32.0
67,臺北市,2011/12/22,大同,3.8,1.79,-,-,-,46,35.0,98.95,63.26,35.69,2.652,0.666,1.99,-,-,46.0
68,臺北市,2011/12/22,萬華,2.9,0.7,-,12.5,21,45,31.0,41.74,10.95,30.79,-,-,-,15.76,83.16,45.0
69,臺北市,2011/12/22,陽明,2.1,0.31,397.87,39.0,40,11,10.0,3.39,0.7,2.67,-,-,-,9.74,99.99,35.0
70,臺北市,2011/12/22,士林,2.5,0.45,-,29.4,31,34,24.0,14.36,1.93,12.42,-,-,-,15.21,74.56,34.0
71,臺北市,2011/12/21,松山,2.1,0.66,421.52,10.5,19,20,16.0,38.41,12.03,26.38,2.32,0.288,2.03,18.6,87.15,25.0
72,臺北市,2011/12/21,古亭,2.0,0.94,-,5.8,10,30,16.0,57.83,29.75,28.08,2.423,0.372,2.05,18.72,92.0,30.0
73,臺北市,2011/12/21,中山,3.4,1.03,-,4.4,7,30,23.0,66.72,33.22,33.5,2.57,0.455,2.12,19.15,88.46,30.0
74,臺北市,2011/12/21,大同,5.5,3.4,-,-,-,49,27.0,164.04,126.14,37.9,3.707,1.401,2.31,-,-,49.0
75,臺北市,2011/12/21,萬華,2.1,1.09,-,2.5,4,27,19.0,66.79,32.19,34.6,-,-,-,18.98,89.99,27.0
76,臺北市,2011/12/21,陽明,1.0,0.14,390.1,39.5,41,5,3.0,1.6,0.25,1.41,-,-,-,14.47,100.0,34.0
77,臺北市,2011/12/21,士林,2.3,0.94,-,9.2,12,31,17.0,57.86,26.03,31.83,-,-,-,18.29,86.75,31.0
78,臺北市,2011/12/20,松山,4.2,0.54,410.49,16.5,27,23,16.0,39.13,8.78,30.35,2.159,0.221,1.94,18.53,87.44,31.0
79,臺北市,2011/12/20,古亭,3.6,0.64,-,15.5,27,33,20.0,40.35,14.27,26.08,2.19,0.229,1.96,19.02,89.4,33.0
80,臺北市,2011/12/20,中山,5.8,0.77,-,13.4,24,21,21.0,51.13,21.19,29.93,2.216,0.273,1.94,19.37,85.17,27.0
81,臺北市,2011/12/20,大同,5.3,1.82,-,-,-,35,22.0,96.88,63.64,33.25,2.705,0.735,1.97,-,-,36.0
82,臺北市,2011/12/20,萬華,4.0,0.63,-,13.5,24,28,17.0,43.97,15.48,28.5,-,-,-,19.25,85.78,28.0
83,臺北市,2011/12/20,陽明,1.4,0.15,390.12,40.5,43,5,3.0,1.54,0.25,1.28,-,-,-,14.32,100.0,37.0
84,臺北市,2011/12/20,士林,1.9,0.41,-,27.2,39,20,11.0,19.14,5.17,13.98,-,-,-,19.35,78.98,36.0
85,臺北市,2011/12/19,松山,3.1,0.38,405.76,19.9,29,30,18.0,29.66,5.9,23.76,2.028,0.15,1.88,15.88,87.14,30.0
86,臺北市,2011/12/19,古亭,2.3,0.39,-,23.3,30,36,18.0,23.72,5.35,18.37,2.03,0.113,1.92,16.44,88.26,36.0
87,臺北市,2011/12/19,中山,3.0,0.51,-,17.3,24,29,25.0,34.63,10.82,23.81,2.057,0.173,1.88,16.8,83.18,29.0
88,臺北市,2011/12/19,大同,3.6,1.43,-,-,-,41,25.0,84.01,49.94,34.07,2.487,0.589,1.9,-,-,41.0
89,臺北市,2011/12/19,萬華,2.9,0.42,-,18.2,28,27,17.0,31.21,6.97,24.25,-,-,-,16.57,84.85,29.0
90,臺北市,2011/12/19,陽明,1.3,0.16,390.72,40.6,43,5,4.0,1.03,0.3,0.66,-,-,-,11.2,100.0,37.0
91,臺北市,2011/12/19,士林,1.4,0.24,-,34.8,36,29,16.0,10.06,1.73,8.35,-,-,-,16.72,74.07,33.0
92,臺北市,2011/12/18,松山,2.5,0.32,403.78,23.7,27,23,18.0,20.74,3.58,17.17,2.004,0.114,1.89,16.79,70.5,27.0
93,臺北市,2011/12/18,古亭,1.7,0.33,-,25.2,29,38,15.0,19.42,4.63,14.79,2.036,0.086,1.95,17.4,71.87,38.0
94,臺北市,2011/12/18,中山,2.0,0.43,-,18.4,21,33,23.0,28.33,6.53,21.8,2.067,0.151,1.92,17.72,67.95,33.0
95,臺北市,2011/12/18,大同,3.9,1.15,-,-,-,43,24.0,72.71,43.0,29.71,2.371,0.448,1.92,-,-,43.0
96,臺北市,2011/12/18,萬華,1.9,0.4,-,21.2,25,32,17.0,27.34,6.37,20.97,-,-,-,17.56,67.97,32.0
97,臺北市,2011/12/18,陽明,1.0,0.16,390.87,37.5,38,9,8.0,1.79,0.53,1.22,-,-,-,10.77,98.22,33.0
98,臺北市,2011/12/18,士林,1.8,0.23,-,34.2,36,31,14.0,7.55,0.72,6.85,-,-,-,17.07,64.44,31.0
99,臺北市,2011/12/17,松山,1.9,0.39,406.87,20.9,31,41,22.0,27.31,4.31,23.01,2.046,0.144,1.9,14.37,75.86,41.0
100,臺北市,2011/12/17,古亭,2.0,0.4,-,21.6,28,49,25.0,25.23,6.67,18.55,2.051,0.113,1.94,14.93,77.66,49.0
101,臺北市,2011/12/17,中山,2.5,0.54,-,15.4,24,41,31.0,35.87,11.01,24.86,2.095,0.186,1.91,15.24,71.82,41.0
102,臺北市,2011/12/17,大同,3.0,0.98,-,-,-,50,29.0,66.17,37.51,28.66,2.281,0.381,1.9,-,-,50.0
103,臺北市,2011/12/17,萬華,2.1,0.44,-,16.4,25,39,26.0,32.46,8.5,23.96,-,-,-,15.14,72.12,39.0
104,臺北市,2011/12/17,陽明,0.8,0.17,393.24,37.6,40,15,13.0,2.53,1.23,1.3,-,-,-,8.34,99.64,34.0
105,臺北市,2011/12/17,士林,2.0,0.26,-,33.1,36,39,20.0,9.44,0.91,8.49,-,-,-,13.97,67.29,39.0
106,臺北市,2011/12/16,松山,1.7,0.34,404.45,25.7,32,26,20.0,19.19,3.17,16.0,2.0,0.1,1.9,14.45,79.35,30.0
107,臺北市,2011/12/16,古亭,1.9,0.45,-,19.5,25,34,20.0,27.77,7.0,20.76,2.057,0.134,1.92,15.03,81.87,34.0
108,臺北市,2011/12/16,中山,2.2,0.58,-,16.6,23,20,22.0,35.46,12.78,22.69,2.076,0.181,1.9,15.74,72.61,23.0
109,臺北市,2011/12/16,大同,2.0,1.06,-,-,-,33,22.0,64.51,38.64,25.88,2.312,0.42,1.89,-,-,33.0
110,臺北市,2011/12/16,萬華,1.6,0.45,-,16.6,23,25,16.0,32.88,9.14,23.74,-,-,-,15.58,73.22,25.0
111,臺北市,2011/12/16,陽明,1.6,0.19,393.38,37.3,40,7,7.0,2.74,1.09,1.66,-,-,-,8.88,99.67,34.0
112,臺北市,2011/12/16,士林,2.0,0.24,-,33.2,35,25,12.0,6.7,0.82,5.89,-,-,-,14.61,68.01,31.0
113,臺北市,2011/12/15,松山,2.6,0.57,411.94,25.5,38,34,27.0,25.5,3.42,22.07,2.086,0.135,1.95,17.63,84.31,39.0
114,臺北市,2011/12/15,古亭,2.4,0.71,-,18.1,29,43,30.0,32.68,8.62,24.06,2.165,0.168,2.0,17.97,88.75,43.0
115,臺北市,2011/12/15,中山,2.7,0.86,-,15.5,25,33,22.0,40.4,13.35,27.05,2.178,0.227,1.95,18.57,80.99,33.0
116,臺北市,2011/12/15,大同,4.0,1.94,-,-,-,41,31.0,98.4,63.65,34.76,2.687,0.718,1.97,-,-,41.0
117,臺北市,2011/12/15,萬華,2.1,0.75,-,16.2,26,30,22.0,38.0,11.08,26.92,-,-,-,18.44,81.72,30.0
118,臺北市,2011/12/15,陽明,2.1,0.4,400.78,37.6,40,8,7.0,4.4,1.11,3.29,-,-,-,12.88,100.0,38.0
119,臺北市,2011/12/15,士林,2.5,0.48,-,32.5,36,31,18.0,11.41,1.75,9.66,-,-,-,17.9,74.54,37.0
120,臺北市,2011/12/14,松山,2.2,0.49,408.85,20.0,28,29,24.0,34.26,8.53,25.72,2.111,0.171,1.94,19.33,89.45,31.0
121,臺北市,2011/12/14,古亭,2.3,0.57,-,19.6,28,44,27.0,34.23,9.93,24.31,2.128,0.166,1.96,19.64,91.01,44.0
122,臺北市,2011/12/14,中山,1.6,0.7,-,13.0,17,33,19.0,41.26,11.72,29.54,2.192,0.229,1.96,19.82,89.7,33.0
123,臺北市,2011/12/14,大同,3.2,1.85,-,-,-,47,35.0,106.33,67.8,38.53,2.751,0.744,2.01,-,-,47.0
124,臺北市,2011/12/14,萬華,2.4,0.56,-,14.8,18,34,22.0,37.92,8.83,29.09,-,-,-,19.79,89.77,34.0
125,臺北市,2011/12/14,陽明,0.6,0.19,391.66,41.6,44,5,4.0,1.88,0.7,1.16,-,-,-,15.35,100.0,38.0
126,臺北市,2011/12/14,士林,1.7,0.44,-,24.4,33,34,16.0,22.65,6.23,16.42,-,-,-,19.09,85.04,34.0
127,臺北市,2011/12/13,松山,4.1,0.57,411.32,15.7,28,37,29.0,38.77,8.22,30.54,2.133,0.187,1.95,18.0,88.5,37.0
128,臺北市,2011/12/13,古亭,3.4,0.53,-,20.7,28,48,31.0,26.79,6.33,20.46,2.1,0.161,1.94,18.51,90.78,48.0
129,臺北市,2011/12/13,中山,2.5,0.64,-,16.5,26,38,16.0,34.37,9.46,24.91,2.095,0.192,1.9,18.8,85.31,38.0
130,臺北市,2011/12/13,大同,3.4,1.52,-,-,-,54,34.0,81.01,47.98,33.04,2.555,0.619,1.94,-,-,52.0
131,臺北市,2011/12/13,萬華,3.1,0.58,-,15.5,25,46,28.0,35.89,9.23,26.66,-,-,-,18.62,86.93,46.0
132,臺北市,2011/12/13,陽明,1.7,0.25,394.12,38.9,41,5,4.0,1.85,0.78,1.05,-,-,-,13.22,100.0,36.0
133,臺北市,2011/12/13,士林,1.9,0.36,-,32.7,36,36,17.0,10.65,2.28,8.36,-,-,-,18.67,75.45,36.0
134,臺北市,2011/12/12,松山,2.3,0.42,406.4,19.4,31,16,17.0,27.46,4.85,22.62,2.033,0.135,1.9,17.26,88.57,31.0
135,臺北市,2011/12/12,古亭,2.1,0.41,-,22.0,32,31,16.0,24.48,6.13,18.36,2.053,0.123,1.93,17.69,91.52,31.0
136,臺北市,2011/12/12,中山,2.5,0.52,-,17.2,27,18,11.0,32.28,9.8,22.48,2.053,0.166,1.89,17.95,86.33,29.0
137,臺北市,2011/12/12,大同,3.7,1.59,-,-,-,36,22.0,84.33,53.37,30.96,2.621,0.682,1.94,-,-,36.0
138,臺北市,2011/12/12,萬華,2.4,0.48,-,14.4,27,24,18.0,31.74,7.99,23.75,-,-,-,17.82,87.53,29.0
139,臺北市,2011/12/12,陽明,1.3,0.18,392.21,38.2,40,5,3.0,2.43,1.42,1.01,-,-,-,12.14,100.0,34.0
140,臺北市,2011/12/12,士林,1.4,0.3,-,30.8,36,22,8.0,10.25,1.8,8.45,-,-,-,18.08,76.21,32.0
141,臺北市,2011/12/11,松山,4.2,0.41,406.62,19.5,24,37,27.0,24.45,3.7,20.74,2.012,0.106,1.91,14.4,85.63,37.0
142,臺北市,2011/12/11,古亭,2.9,0.37,-,23.9,26,41,30.0,18.12,3.55,14.57,2.026,0.085,1.94,14.84,88.08,41.0
143,臺北市,2011/12/11,中山,3.2,0.47,-,15.4,21,35,24.0,30.55,8.16,22.39,2.043,0.145,1.9,15.05,83.45,35.0
144,臺北市,2011/12/11,大同,5.0,0.99,-,-,-,48,30.0,66.48,37.08,29.4,2.309,0.364,1.94,-,-,48.0
145,臺北市,2011/12/11,萬華,3.6,0.43,-,16.0,22,38,29.0,28.63,6.23,22.4,-,-,-,14.9,84.28,38.0
146,臺北市,2011/12/11,陽明,-,-,-,-,38,-,-,-,-,-,-,-,-,-,-,32.0
147,臺北市,2011/12/11,士林,2.3,0.3,-,29.7,31,36,19.0,8.95,1.63,7.32,-,-,-,14.46,74.34,36.0
148,臺北市,2011/12/10,松山,1.6,0.32,403.11,25.4,31,16,13.0,17.56,3.03,14.53,1.989,0.083,1.91,14.42,85.04,28.0
149,臺北市,2011/12/10,古亭,1.9,0.39,-,20.8,28,23,15.0,23.8,5.82,17.98,2.045,0.102,1.94,14.74,90.22,26.0
150,臺北市,2011/12/10,中山,1.0,0.48,-,17.8,24,14,8.0,29.15,9.03,20.12,2.05,0.16,1.89,15.46,80.13,25.0
151,臺北市,2011/12/10,大同,2.8,0.94,-,-,-,22,14.0,59.29,33.54,25.75,2.276,0.357,1.92,-,-,22.0
152,臺北市,2011/12/10,萬華,1.5,0.39,-,18.2,25,17,12.0,27.94,7.79,20.15,-,-,-,15.26,80.92,25.0
153,臺北市,2011/12/10,陽明,0.7,0.18,392.27,34.0,37,5,4.0,-,-,-,-,-,-,8.86,99.96,31.0
154,臺北市,2011/12/10,士林,2.1,0.27,-,30.8,34,19,9.0,7.79,1.1,6.7,-,-,-,14.7,71.31,29.0
155,臺北市,2011/12/09,松山,1.8,0.37,407.41,22.1,29,12,10.0,20.48,4.12,16.36,2.015,0.104,1.91,14.17,82.72,28.0
156,臺北市,2011/12/09,古亭,2.0,0.49,-,17.4,23,22,13.0,29.24,8.63,20.61,2.071,0.133,1.94,14.53,87.86,24.0
157,臺北市,2011/12/09,中山,1.9,0.58,-,14.4,22,13,10.0,37.64,14.24,23.4,2.083,0.182,1.9,15.13,79.59,24.0
158,臺北市,2011/12/09,大同,2.7,1.18,-,-,-,26,16.0,76.48,49.14,27.33,2.372,0.449,1.92,-,-,26.0
159,臺北市,2011/12/09,萬華,1.2,0.49,-,14.1,23,17,11.0,34.0,10.26,23.74,-,-,-,14.89,80.55,25.0
160,臺北市,2011/12/09,陽明,0.6,0.23,399.11,36.0,39,5,4.0,-,-,-,-,-,-,8.01,99.99,33.0
161,臺北市,2011/12/09,士林,1.6,0.31,-,29.5,33,15,11.0,9.68,2.7,6.98,-,-,-,13.91,73.15,31.0
162,臺北市,2011/12/08,松山,2.4,0.65,419.88,11.7,14,10,14.0,28.98,6.8,22.18,2.138,0.174,1.96,18.47,79.99,19.0
163,臺北市,2011/12/08,古亭,1.7,0.77,-,7.4,12,27,13.0,35.41,11.08,24.33,2.232,0.215,2.02,19.08,82.69,27.0
164,臺北市,2011/12/08,中山,2.0,0.88,-,8.2,10,16,17.0,46.12,19.19,26.93,2.247,0.264,1.98,19.56,77.05,17.0
165,臺北市,2011/12/08,大同,3.9,1.9,-,-,-,27,22.0,86.08,58.15,27.94,2.727,0.673,2.05,-,-,33.0
166,臺北市,2011/12/08,萬華,1.9,0.84,-,7.9,11,17,10.0,42.1,15.47,26.64,-,-,-,19.0,81.69,17.0
167,臺北市,2011/12/08,陽明,1.3,0.46,413.54,24.7,28,5,3.0,-,-,-,-,-,-,12.18,100.0,27.0
168,臺北市,2011/12/08,士林,2.0,0.61,-,15.1,22,16,9.0,23.33,6.15,17.18,-,-,-,17.93,76.12,25.0
169,臺北市,2011/12/07,松山,2.7,0.54,414.28,18.3,29,33,20.0,28.51,5.5,23.01,2.113,0.219,1.89,24.05,79.05,36.0
170,臺北市,2011/12/07,古亭,2.5,0.61,-,18.5,28,38,22.0,31.73,8.12,23.61,2.215,0.258,1.96,24.63,81.63,39.0
171,臺北市,2011/12/07,中山,2.9,0.75,-,16.4,23,35,23.0,43.25,16.89,26.36,2.17,0.317,1.85,24.48,79.98,35.0
172,臺北市,2011/12/07,大同,3.1,1.48,-,-,-,44,28.0,60.43,32.85,27.58,2.518,0.593,1.93,-,-,44.0
173,臺北市,2011/12/07,萬華,1.8,0.59,-,16.8,26,32,19.0,30.62,7.56,23.07,-,-,-,24.32,80.46,35.0
174,臺北市,2011/12/07,陽明,1.6,0.16,399.6,36.0,45,8,5.0,6.71,1.57,5.14,-,-,-,18.7,97.58,50.0
175,臺北市,2011/12/07,士林,1.9,0.31,-,25.9,34,-,18.0,15.76,2.99,12.77,-,-,-,23.59,78.02,40.0
176,臺北市,2011/12/06,松山,1.8,0.4,406.91,16.0,21,12,9.0,29.46,6.2,23.26,2.071,0.178,1.89,21.8,86.68,25.0
177,臺北市,2011/12/06,古亭,1.9,0.48,-,15.4,21,20,10.0,31.41,9.11,22.3,2.066,0.146,1.92,22.24,89.98,23.0
178,臺北市,2011/12/06,中山,1.1,0.52,-,15.0,20,20,19.0,35.87,11.52,24.35,2.027,0.206,1.82,22.33,87.36,23.0
179,臺北市,2011/12/06,大同,2.7,1.35,-,-,-,27,17.0,79.99,48.55,31.44,2.474,0.566,1.91,-,-,27.0
180,臺北市,2011/12/06,萬華,1.8,0.46,-,13.2,18,17,10.0,34.79,10.49,24.3,-,-,-,22.27,87.01,22.0
181,臺北市,2011/12/06,陽明,1.9,0.12,396.92,35.5,39,5,3.0,5.92,0.99,4.92,-,-,-,16.84,100.0,33.0
182,臺北市,2011/12/06,士林,2.2,0.25,-,27.5,30,14,9.0,12.68,2.93,9.75,-,-,-,21.84,82.33,29.0
183,臺北市,2011/12/05,松山,3.1,0.52,415.35,11.4,25,27,18.0,39.93,12.15,27.78,2.185,0.242,1.94,19.55,84.29,28.0
184,臺北市,2011/12/05,古亭,2.4,0.7,-,12.2,28,32,17.0,47.6,21.86,25.74,2.225,0.25,1.98,19.97,87.8,32.0
