序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
1,臺北市,2000/08/31,松山,7.3,1.09,13.9,-,57,-,49.85,14.41,35.44,-,-,-,29.77,-,-,53.0,-
2,臺北市,2000/08/31,古亭,6.1,1.29,20.7,-,54,-,57.07,20.96,36.1,2.746,0.69,2.06,30.59,-,-,59.0,-
3,臺北市,2000/08/31,中山,5.8,1.13,19.0,-,68,-,50.09,16.96,33.12,3.114,0.6,2.51,29.95,-,-,59.0,-
4,臺北市,2000/08/31,大同,7.6,2.14,-,-,60,-,91.33,50.62,40.71,3.47,0.89,2.78,29.9,-,-,55.0,-
5,臺北市,2000/08/31,萬華,5.9,1.17,26.7,-,60,-,42.73,8.79,33.94,-,-,-,30.02,-,-,59.0,-
6,臺北市,2000/08/31,陽明,0.8,0.32,45.0,-,13,-,-,-,-,-,-,-,24.7,-,92.0,55.0,-
7,臺北市,2000/08/31,士林,4.0,0.91,19.5,-,50,-,33.05,9.81,23.23,-,-,-,29.44,-,-,50.0,-
8,臺北市,2000/08/30,松山,4.3,1.01,15.6,-,39,-,43.79,14.42,29.37,-,-,-,29.39,-,-,39.0,-
9,臺北市,2000/08/30,古亭,3.1,1.03,14.5,-,32,-,44.06,17.18,26.88,2.386,0.53,1.92,30.1,-,-,32.0,-
10,臺北市,2000/08/30,中山,4.8,0.97,14.3,-,50,-,39.82,12.39,27.43,2.719,0.47,2.25,29.82,-,-,50.0,-
11,臺北市,2000/08/30,大同,7.0,1.89,-,-,36,-,66.57,33.46,33.1,3.324,0.92,2.41,29.92,-,-,36.0,-
12,臺北市,2000/08/30,萬華,4.4,0.77,21.8,-,34,-,28.77,6.4,22.37,-,-,-,29.73,-,-,40.0,-
13,臺北市,2000/08/30,陽明,0.9,0.23,46.1,-,15,-,0.97,0.55,0.42,-,-,-,23.92,-,95.0,56.0,-
14,臺北市,2000/08/30,士林,2.4,0.55,16.8,-,29,-,17.66,2.85,14.81,-,-,-,29.42,-,-,29.0,-
15,臺北市,2000/08/29,松山,1.1,0.88,4.9,-,30,-,36.85,22.8,14.04,-,-,-,27.25,-,-,30.0,-
16,臺北市,2000/08/29,古亭,0.4,1.12,2.4,-,19,-,43.72,26.72,17.0,2.44,0.42,2.02,27.76,-,-,19.0,-
17,臺北市,2000/08/29,中山,1.5,1.15,4.7,-,33,-,46.79,29.72,17.06,2.551,0.52,2.03,27.27,-,-,33.0,-
18,臺北市,2000/08/29,大同,3.3,2.23,-,-,35,-,86.07,65.94,20.12,3.256,0.84,2.41,27.33,-,-,35.0,-
19,臺北市,2000/08/29,萬華,1.2,1.03,8.0,-,21,-,31.69,15.04,16.66,-,-,-,27.35,-,-,21.0,-
20,臺北市,2000/08/29,陽明,0.1,0.23,33.4,-,12,-,1.69,0.63,1.06,-,-,-,23.33,-,100.0,57.0,-
21,臺北市,2000/08/29,士林,0.2,0.68,4.5,-,22,-,20.3,9.3,11.0,-,-,-,26.72,-,-,22.0,-
22,臺北市,2000/08/28,松山,1.8,0.98,6.9,-,39,-,46.68,26.41,20.27,-,-,-,26.84,-,-,39.0,-
23,臺北市,2000/08/28,古亭,1.5,1.28,6.5,-,33,-,53.72,34.6,19.12,2.468,0.56,1.91,27.5,-,-,37.0,-
24,臺北市,2000/08/28,中山,3.1,1.28,8.6,-,35,-,54.28,31.91,22.37,2.687,0.45,2.24,27.23,-,-,42.0,-
25,臺北市,2000/08/28,大同,6.1,2.86,-,-,36,-,117.88,91.12,26.76,3.546,1.29,2.26,27.58,-,-,49.0,-
26,臺北市,2000/08/28,萬華,1.7,1.13,10.8,-,29,-,38.6,20.45,18.15,-,-,-,27.26,-,-,49.0,-
27,臺北市,2000/08/28,陽明,0.2,0.21,29.7,-,12,-,1.71,0.37,1.33,-,-,-,22.67,-,94.0,43.0,-
28,臺北市,2000/08/28,士林,3.2,0.71,7.7,-,25,-,31.07,16.63,14.44,-,-,-,26.74,-,-,35.0,-
29,臺北市,2000/08/27,松山,4.7,0.82,8.7,-,35,-,40.76,24.25,16.51,-,-,-,28.53,-,-,35.0,-
30,臺北市,2000/08/27,古亭,2.9,0.72,9.7,-,26,-,34.67,20.24,14.43,2.205,0.25,1.96,29.57,-,-,27.0,-
