序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
1,臺北市,2006/09/30,松山,7.2,0.52,394.15,22.9,33,60,32.0,32.85,6.36,26.5,2.185,0.203,1.98,26.04,-,81.3,55.0,-
2,臺北市,2006/09/30,古亭,4.1,0.46,-,27.8,35,50,35.0,26.0,5.55,20.46,1.938,0.129,1.81,26.75,-,73.42,50.0,-
3,臺北市,2006/09/30,中山,5.7,0.58,-,22.6,29,50,31.0,33.65,8.12,25.52,2.083,0.144,1.94,26.43,-,70.23,50.0,-
4,臺北市,2006/09/30,萬華,6.2,0.51,-,27.0,35,51,38.0,24.07,2.92,21.15,-,-,-,27.78,-,70.44,50.0,-
5,臺北市,2006/09/30,陽明,1.4,0.17,376.64,45.9,49,26,23.0,1.71,0.65,1.04,-,-,-,18.82,-,93.0,42.0,-
6,臺北市,2006/09/30,士林,4.5,0.28,-,40.3,44,46,28.0,11.74,1.33,10.43,-,-,-,26.88,-,68.74,46.0,-
7,臺北市,2006/09/29,松山,3.9,0.48,391.21,23.6,29,39,23.0,29.42,6.49,22.92,2.141,0.194,1.95,25.95,-,82.76,39.0,-
8,臺北市,2006/09/29,古亭,2.7,0.5,-,26.7,30,34,23.0,30.57,11.03,19.53,2.001,0.127,1.87,26.5,-,75.76,34.0,-
9,臺北市,2006/09/29,中山,4.2,0.63,-,18.8,22,-,22.0,38.29,13.51,24.78,2.089,0.18,1.91,26.28,-,72.48,23.0,-
10,臺北市,2006/09/29,萬華,2.9,0.48,-,26.1,29,31,23.0,21.95,3.02,18.93,-,-,-,27.78,-,71.58,31.0,-
11,臺北市,2006/09/29,陽明,1.2,0.14,376.25,43.3,51,14,10.0,1.85,0.32,1.51,-,-,-,19.09,-,93.0,46.0,-
12,臺北市,2006/09/29,士林,2.5,0.25,-,38.8,45,35,20.0,10.46,2.07,8.38,-,-,-,26.79,-,71.28,42.0,-
13,臺北市,2006/09/28,松山,4.8,0.42,392.85,22.5,33,44,21.0,25.55,6.89,18.66,2.139,0.195,1.94,27.09,-,72.52,44.0,-
