序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
1,臺北市,2011/11/30,松山,2.4,0.44,407.17,15.1,24,20,14.0,25.46,7.07,18.39,2.093,0.188,1.91,23.32,82.04,25.0
2,臺北市,2011/11/30,古亭,2.0,0.56,-,12.0,18,30,15.0,34.16,13.17,20.98,2.163,0.23,1.93,23.84,82.86,30.0
3,臺北市,2011/11/30,中山,2.4,0.74,-,9.1,12,34,26.0,48.0,20.64,27.37,2.293,0.345,1.95,24.08,80.93,34.0
4,臺北市,2011/11/30,大同,4.2,1.87,-,-,-,39,25.0,87.8,56.33,31.47,2.821,0.753,2.07,-,-,39.0
5,臺北市,2011/11/30,萬華,2.1,0.69,-,9.4,13,30,19.0,43.18,15.63,27.55,-,-,-,23.89,81.02,30.0
6,臺北市,2011/11/30,陽明,1.3,0.09,394.62,31.2,35,5,3.0,5.7,0.77,4.92,-,-,-,17.81,99.97,30.0
7,臺北市,2011/11/30,士林,2.9,0.51,-,16.4,23,30,15.0,32.5,11.09,21.41,-,-,-,22.8,80.99,30.0
8,臺北市,2011/11/29,松山,3.7,0.48,408.43,10.6,22,18,16.0,34.28,9.17,25.12,2.129,0.211,1.92,23.26,84.51,24.0
9,臺北市,2011/11/29,古亭,3.5,0.55,-,13.7,21,28,13.0,35.6,12.64,22.97,2.155,0.221,1.93,24.13,82.59,28.0
10,臺北市,2011/11/29,中山,3.0,0.66,-,9.2,20,34,21.0,47.47,19.48,27.99,2.043,0.287,1.76,24.41,81.87,34.0
11,臺北市,2011/11/29,大同,5.0,1.54,-,-,-,37,20.0,86.89,55.31,31.58,2.69,0.643,2.05,-,-,37.0
12,臺北市,2011/11/29,萬華,2.8,0.56,-,11.3,20,26,15.0,39.09,13.52,25.57,-,-,-,24.15,81.07,26.0
13,臺北市,2011/11/29,陽明,1.3,0.05,391.77,35.1,36,-,3.0,3.45,0.36,3.02,-,-,-,18.13,100.0,32.0
14,臺北市,2011/11/29,士林,2.2,0.42,-,18.6,32,28,15.0,23.98,6.7,17.28,-,-,-,22.75,80.98,31.0
15,臺北市,2011/11/28,松山,5.6,0.38,404.83,16.2,24,33,14.0,30.18,7.22,22.96,2.071,0.175,1.9,23.41,77.78,33.0
16,臺北市,2011/11/28,古亭,3.4,0.43,-,17.8,22,36,18.0,30.02,8.19,21.83,2.105,0.169,1.94,24.17,78.16,36.0
17,臺北市,2011/11/28,中山,4.6,0.51,-,14.6,19,33,23.0,36.33,10.6,25.73,2.153,0.273,1.88,24.44,75.47,33.0
18,臺北市,2011/11/28,大同,5.0,1.42,-,-,-,36,18.0,72.83,42.08,30.75,2.566,0.574,1.99,-,-,36.0
