序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
1,臺北市,2006/04/30,松山,6.8,1.33,439.1,30.1,68,67,38.0,77.09,32.89,44.19,-,-,-,25.03,-,72.53,67.0,-
2,臺北市,2006/04/30,古亭,4.5,1.24,-,25.9,63,56,28.0,56.05,17.82,38.23,2.622,0.437,2.18,25.86,-,73.33,64.0,-
3,臺北市,2006/04/30,中山,6.0,1.47,-,22.9,52,62,17.0,80.19,32.05,48.15,2.69,0.538,2.15,25.54,-,70.18,56.0,-
4,臺北市,2006/04/30,萬華,3.8,1.34,-,26.2,62,51,27.0,54.44,25.02,29.42,-,-,-,26.45,-,73.27,68.0,-
5,臺北市,2006/04/30,陽明,2.8,0.31,402.48,58.8,74,26,21.0,4.99,0.78,4.2,-,-,-,19.99,-,84.0,64.0,-
6,臺北市,2006/04/30,士林,4.9,1.21,-,37.0,70,63,30.0,50.28,18.81,31.47,-,-,-,25.57,-,75.16,70.0,-
7,臺北市,2006/04/29,松山,5.2,0.98,415.53,29.7,55,34,23.0,55.49,18.56,36.93,-,-,-,21.74,-,78.26,58.0,-
8,臺北市,2006/04/29,古亭,4.7,1.13,-,25.1,48,41,21.0,59.63,20.55,39.08,2.72,0.494,2.23,21.82,-,83.02,49.0,-
9,臺北市,2006/04/29,中山,6.0,1.28,-,15.9,34,43,10.0,74.34,28.12,46.21,2.624,0.515,2.11,21.78,-,78.35,43.0,-
10,臺北市,2006/04/29,萬華,5.5,1.11,-,26.4,49,35,23.0,48.58,18.7,29.89,-,-,-,22.8,-,80.85,55.0,-
11,臺北市,2006/04/29,陽明,1.6,0.28,396.75,62.0,66,13,10.0,3.31,0.51,2.77,-,-,-,17.18,-,88.0,62.0,-
12,臺北市,2006/04/29,士林,3.4,0.77,-,27.0,56,37,15.0,37.85,7.41,30.43,-,-,-,21.8,-,80.33,59.0,-
13,臺北市,2006/04/28,松山,4.1,0.57,398.92,31.2,51,46,21.0,42.71,7.23,35.48,-,-,-,18.51,-,83.42,49.0,-
14,臺北市,2006/04/28,古亭,3.2,0.63,-,35.5,53,45,18.0,38.56,7.94,30.63,2.058,0.171,1.89,18.16,-,88.99,49.0,-
15,臺北市,2006/04/28,中山,3.0,0.82,-,25.2,46,44,15.0,53.88,13.15,40.73,2.094,0.255,1.84,18.67,-,82.59,44.0,-
16,臺北市,2006/04/28,萬華,4.8,0.67,-,34.8,53,42,21.0,36.63,8.75,27.88,-,-,-,19.88,-,84.07,48.0,-
17,臺北市,2006/04/28,陽明,1.4,0.19,395.96,67.5,70,11,6.0,2.27,0.7,1.56,-,-,-,13.9,-,93.0,60.0,-
18,臺北市,2006/04/28,士林,1.4,0.57,-,38.8,62,44,17.0,26.9,3.21,23.68,-,-,-,19.01,-,80.67,56.0,-
19,臺北市,2006/04/27,松山,4.9,0.76,410.06,25.7,37,53,31.0,46.81,12.25,34.56,-,-,-,20.87,-,78.06,52.0,-
20,臺北市,2006/04/27,古亭,3.6,0.82,-,24.4,34,57,30.0,43.5,12.07,31.43,2.215,0.24,1.98,20.3,-,84.88,54.0,-
21,臺北市,2006/04/27,中山,3.9,0.96,-,19.7,27,55,22.0,55.59,17.99,37.6,2.266,0.352,1.91,20.97,-,78.22,52.0,-
22,臺北市,2006/04/27,萬華,5.3,0.89,-,25.1,36,49,29.0,44.1,17.52,26.58,-,-,-,22.01,-,80.13,49.0,-
23,臺北市,2006/04/27,陽明,1.8,0.28,397.01,62.6,67,19,12.0,2.97,0.78,2.19,-,-,-,15.28,-,92.0,57.0,-
24,臺北市,2006/04/27,士林,2.4,0.55,-,35.2,48,52,22.0,19.64,1.97,17.67,-,-,-,21.2,-,78.08,51.0,-
25,臺北市,2006/04/26,松山,4.6,1.25,428.73,8.9,15,43,24.0,77.23,37.23,40.0,-,-,-,22.74,-,82.12,43.0,-
26,臺北市,2006/04/26,古亭,3.8,1.27,-,6.6,10,37,18.0,69.01,34.25,34.76,2.65,0.582,2.07,21.98,-,88.34,37.0,-
27,臺北市,2006/04/26,中山,4.9,1.48,-,5.5,10,41,16.0,83.46,44.58,38.88,2.96,0.689,2.27,22.95,-,81.69,41.0,-
28,臺北市,2006/04/26,萬華,3.6,1.37,-,8.2,15,31,18.0,66.97,41.26,25.71,-,-,-,23.55,-,85.14,31.0,-
29,臺北市,2006/04/26,陽明,1.7,0.28,398.89,48.6,50,16,11.0,5.1,0.91,4.17,-,-,-,18.22,-,87.0,49.0,-
30,臺北市,2006/04/26,士林,3.3,0.8,-,16.9,27,47,20.0,39.61,12.61,26.99,-,-,-,23.19,-,84.7,47.0,-
31,臺北市,2006/04/25,松山,6.1,1.25,416.17,19.0,39,108,48.0,78.83,34.08,44.76,-,-,-,22.11,-,80.0,79.0,-
32,臺北市,2006/04/25,古亭,3.8,1.15,-,21.9,48,-,41.0,59.91,22.18,37.74,2.364,0.357,2.01,21.88,-,84.36,48.0,-
33,臺北市,2006/04/25,中山,4.5,1.43,-,17.5,43,-,27.0,86.28,41.8,44.48,2.534,0.488,2.05,22.51,-,78.55,43.0,-
34,臺北市,2006/04/25,萬華,5.1,1.38,-,22.0,49,98,47.0,57.6,27.17,30.43,-,-,-,23.46,-,80.97,74.0,-
35,臺北市,2006/04/25,陽明,2.8,0.36,398.44,57.6,66,40,22.0,5.98,1.49,4.48,-,-,-,17.07,-,89.0,58.0,-
36,臺北市,2006/04/25,士林,3.2,0.91,-,34.4,64,98,32.0,37.56,12.17,25.39,-,-,-,22.95,-,79.78,74.0,-
37,臺北市,2006/04/24,松山,4.2,0.67,397.17,31.8,49,76,36.0,38.22,5.67,32.56,-,-,-,20.89,-,78.06,63.0,-
38,臺北市,2006/04/24,古亭,4.5,0.64,-,38.2,44,-,35.0,29.04,4.91,24.13,2.053,0.144,1.91,20.56,-,83.73,44.0,-
39,臺北市,2006/04/24,中山,4.3,0.81,-,27.8,42,104,23.0,41.76,8.39,33.37,2.123,0.199,1.92,21.25,-,76.7,77.0,-
40,臺北市,2006/04/24,萬華,4.3,0.69,-,39.1,48,70,37.0,26.69,4.8,21.89,-,-,-,22.26,-,78.57,60.0,-
41,臺北市,2006/04/24,陽明,1.8,0.32,392.4,64.1,69,43,22.0,3.19,0.92,2.27,-,-,-,14.93,-,94.0,60.0,-
42,臺北市,2006/04/24,士林,3.1,0.46,-,54.6,59,87,32.0,12.33,1.73,10.61,-,-,-,21.8,-,74.39,68.0,-
43,臺北市,2006/04/23,松山,3.5,0.52,393.42,36.9,46,57,32.0,21.32,3.21,18.11,-,-,-,23.86,-,75.9,54.0,-
44,臺北市,2006/04/23,古亭,5.1,0.64,-,29.4,41,67,33.0,29.06,4.37,24.69,2.126,0.172,1.95,24.3,-,78.26,58.0,-
45,臺北市,2006/04/23,中山,3.6,0.67,-,28.1,36,56,15.0,30.48,6.66,23.82,2.061,0.135,1.93,24.31,-,75.1,53.0,-
46,臺北市,2006/04/23,萬華,3.2,0.59,-,33.2,44,51,32.0,23.44,6.15,17.29,-,-,-,25.4,-,76.89,50.0,-
