序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
1,臺北市,2004/08/31,松山,3.0,0.51,410.64,33.9,-,57,-,31.32,8.39,22.93,-,-,-,30.77,-,70.34,67.0,-
2,臺北市,2004/08/31,古亭,3.4,0.95,-,31.1,-,69,36.0,45.5,14.84,30.71,3.471,0.487,2.98,29.48,-,69.57,97.0,-
3,臺北市,2004/08/31,中山,2.6,0.78,-,21.3,-,60,-,44.17,11.42,32.77,3.044,0.658,2.39,32.95,-,69.14,73.0,-
4,臺北市,2004/08/31,大同,5.5,1.16,-,15.1,-,73,-,76.07,36.29,39.78,3.39,0.863,2.53,30.78,-,-,62.0,-
5,臺北市,2004/08/31,萬華,-,0.85,-,4.2,-,67,-,34.94,10.84,24.09,-,-,-,34.72,-,72.04,58.0,-
6,臺北市,2004/08/31,陽明,3.2,0.18,-,38.2,-,44,-,5.29,1.45,4.01,-,-,-,24.36,-,89.0,61.0,-
7,臺北市,2004/08/31,士林,2.5,0.67,-,40.1,-,69,-,35.84,6.5,29.43,-,-,-,30.99,-,73.17,96.0,-
8,臺北市,2004/08/30,松山,9.4,0.6,399.27,20.3,-,55,-,33.99,9.83,24.19,-,-,-,31.21,-,67.13,60.0,-
9,臺北市,2004/08/30,古亭,5.2,0.78,-,15.3,-,58,26.0,41.84,15.62,26.24,3.405,0.434,2.97,29.97,-,65.07,54.0,-
10,臺北市,2004/08/30,中山,3.6,1.0,-,9.0,-,67,-,63.31,30.1,33.21,3.122,0.785,2.34,33.24,-,66.41,58.0,-
11,臺北市,2004/08/30,大同,7.7,1.21,-,9.5,-,68,-,83.8,48.47,35.33,3.405,0.655,2.75,31.03,-,-,59.0,-
12,臺北市,2004/08/30,萬華,-,0.66,-,11.9,-,66,-,33.94,10.23,23.71,-,-,-,35.27,-,67.71,58.0,-
13,臺北市,2004/08/30,陽明,1.8,0.11,-,21.6,-,24,-,5.02,1.37,3.74,-,-,-,22.96,-,88.0,28.0,-
14,臺北市,2004/08/30,士林,2.7,0.35,-,25.3,-,48,-,24.39,4.88,19.74,-,-,-,31.01,-,70.96,57.0,-
15,臺北市,2004/08/29,松山,5.6,0.48,397.1,25.8,-,43,-,26.68,7.37,19.32,-,-,-,29.37,-,75.32,51.0,-
16,臺北市,2004/08/29,古亭,4.3,0.65,-,18.3,-,56,25.0,36.85,11.76,25.11,3.499,0.394,3.11,29.03,-,69.76,53.0,-
17,臺北市,2004/08/29,中山,4.6,0.79,-,14.7,-,49,-,57.08,27.76,29.32,3.251,0.721,2.53,31.64,-,73.64,49.0,-
18,臺北市,2004/08/29,大同,4.8,0.69,-,13.1,-,54,-,57.98,26.76,31.22,3.206,0.363,2.84,29.19,-,-,52.0,-
19,臺北市,2004/08/29,萬華,8.1,0.56,-,19.8,-,52,-,34.13,7.27,26.86,-,-,-,33.87,-,73.4,51.0,-
20,臺北市,2004/08/29,陽明,1.4,0.12,379.38,35.2,-,12,-,3.17,1.24,2.11,-,-,-,-,-,90.0,43.0,-
21,臺北市,2004/08/29,士林,1.6,0.37,-,30.1,-,37,-,21.09,3.57,17.96,-,-,-,29.28,-,79.07,51.0,-
22,臺北市,2004/08/28,松山,5.1,0.45,389.83,18.0,-,30,-,27.69,7.93,19.78,-,-,-,29.01,-,75.3,34.0,-
23,臺北市,2004/08/28,古亭,3.6,0.63,-,15.4,-,39,19.0,35.73,12.13,23.6,3.437,0.317,3.12,28.7,-,69.53,39.0,-
24,臺北市,2004/08/28,中山,6.6,0.68,-,12.5,-,33,-,41.01,13.4,27.61,2.993,0.676,2.32,31.59,-,71.37,33.0,-
25,臺北市,2004/08/28,大同,4.2,1.0,-,9.2,-,44,-,67.49,33.42,34.07,3.386,0.612,2.78,29.7,-,-,44.0,-
26,臺北市,2004/08/28,萬華,2.8,0.67,-,17.8,-,40,-,34.57,6.86,27.71,-,-,-,33.9,-,70.85,40.0,-
27,臺北市,2004/08/28,陽明,1.1,0.15,379.64,32.1,-,10,-,2.07,1.31,1.08,-,-,-,-,-,86.0,34.0,-
28,臺北市,2004/08/28,士林,2.3,0.46,-,22.4,-,32,-,27.92,4.7,24.03,-,-,-,29.58,-,74.3,32.0,-
