序號,縣市,監測日期,測站,二氧化硫
SO2
(ppb),一氧化碳
CO
(ppm),二氧化碳
CO2
(ppm),臭氧
O3
(ppb),"懸浮微粒
PM 10 
(μg/m 3 )","細懸浮微粒
PM 2.5 
(μg/m 3 )",氮氧化物
NOx
(ppb),一氧化氮
NO
(ppb),二氧化氮
NO2
(ppb),風速
WIND_SPEED
(m/sec),溫度
AMB_TEMP
25,臺北市,2014/11/29,陽明,-,-,-,-,-,10,-,-,-,-,-,-
26,臺北市,2014/11/29,陽明,2.6,0.24,404.88,37.5,13,-,6.29,0.91,5.32,-,20.86,84.2
27,臺北市,2014/11/29,士林,-,-,-,-,-,22,-,-,-,-,-,-
28,臺北市,2014/11/29,士林,4.5,0.67,-,21.9,41,-,33.85,8.9,24.94,1.05,25.74,76.5
29,臺北市,2014/11/28,松山,-,-,-,-,-,18,-,-,-,-,-,-
30,臺北市,2014/11/28,松山,4.4,0.56,427.15,19.1,33,-,31.78,7.88,23.9,1.48,24.21,80.94
31,臺北市,2014/11/28,古亭,-,-,-,-,-,20,-,-,-,-,-,-
32,臺北市,2014/11/28,古亭,4.1,0.73,-,17,44,-,36.31,9.63,26.68,1.41,24.8,82.21
33,臺北市,2014/11/28,中山,-,-,-,-,-,18,-,-,-,-,-,-
34,臺北市,2014/11/28,中山,5.4,0.92,-,13.1,58,-,48.14,15.67,32.47,1.65,25.06,79.89
35,臺北市,2014/11/28,大同,-,-,-,-,-,14,-,-,-,-,-,-
36,臺北市,2014/11/28,大同,5.6,2,-,-,58,-,90.19,54.42,35.77,-,-,-
37,臺北市,2014/11/28,萬華,-,-,-,-,-,20,-,-,-,-,-,-
38,臺北市,2014/11/28,萬華,4.8,0.84,-,14.9,35,-,43.39,12.35,31.04,1.4,24.89,79.98
39,臺北市,2014/11/28,陽明,-,-,-,-,-,7,-,-,-,-,-,-
40,臺北市,2014/11/28,陽明,1.9,0.21,402.2,34.4,11,-,5.12,1.46,3.65,-,19.92,84.14
41,臺北市,2014/11/28,士林,-,-,-,-,-,16,-,-,-,-,-,-
42,臺北市,2014/11/28,士林,3.1,0.6,-,18.8,27,-,31.57,8.72,22.85,1.15,24.55,80.47
43,臺北市,2014/11/27,松山,-,-,-,-,-,12,-,-,-,-,-,-
44,臺北市,2014/11/27,松山,3.8,0.57,420.75,22.2,25,-,31.87,8.29,23.58,1.74,22.53,85.06
45,臺北市,2014/11/27,古亭,-,-,-,-,-,12,-,-,-,-,-,-
46,臺北市,2014/11/27,古亭,2.4,0.55,-,22.8,35,-,25.71,5.41,20.3,2.78,23.18,87.49
47,臺北市,2014/11/27,中山,-,-,-,-,-,11,-,-,-,-,-,-
48,臺北市,2014/11/27,中山,3.6,0.67,-,22.4,46,-,33.7,9.45,24.25,2.53,23.71,82.12
49,臺北市,2014/11/27,大同,-,-,-,-,-,8,-,-,-,-,-,-
50,臺北市,2014/11/27,大同,4.1,1.67,-,-,44,-,78.29,47.49,30.81,-,-,-
51,臺北市,2014/11/27,萬華,-,-,-,-,-,12,-,-,-,-,-,-
52,臺北市,2014/11/27,萬華,3,0.56,-,22,26,-,31.61,7.97,23.64,2.83,23.46,82.85
53,臺北市,2014/11/27,陽明,-,-,-,-,-,2,-,-,-,-,-,-
54,臺北市,2014/11/27,陽明,1.3,0.22,404.47,44.3,5,-,2.18,0.93,1.25,-,17.17,99.52
55,臺北市,2014/11/27,士林,-,-,-,-,-,9,-,-,-,-,-,-
56,臺北市,2014/11/27,士林,1.7,0.33,-,40.2,19,-,9.77,1.53,8.22,2.61,23.93,75.68
57,臺北市,2014/11/26,松山,-,-,-,-,-,14,-,-,-,-,-,-
58,臺北市,2014/11/26,松山,2.7,0.47,417.89,32.8,31,-,21.7,3.7,18,2.15,22.16,76.9
59,臺北市,2014/11/26,古亭,-,-,-,-,-,17,-,-,-,-,-,-
60,臺北市,2014/11/26,古亭,2.1,0.51,-,27.7,38,-,21.16,4.7,16.46,2.73,22.52,77.3
61,臺北市,2014/11/26,中山,-,-,-,-,-,16,-,-,-,-,-,-
62,臺北市,2014/11/26,中山,2.4,0.68,-,25.8,52,-,32.3,8.77,23.53,2.3,23.13,75.99
63,臺北市,2014/11/26,大同,-,-,-,-,-,12,-,-,-,-,-,-
64,臺北市,2014/11/26,大同,2.9,1.35,-,-,55,-,65.23,32.71,32.53,-,-,-
65,臺北市,2014/11/26,萬華,-,-,-,-,-,20,-,-,-,-,-,-
66,臺北市,2014/11/26,萬華,1.9,0.57,-,26.4,35,-,26.35,5.08,21.27,2.7,22.81,75.62
67,臺北市,2014/11/26,陽明,-,-,-,-,-,8,-,-,-,-,-,-
68,臺北市,2014/11/26,陽明,1.2,0.25,406.81,46.5,11,-,3.05,1.03,2.01,-,15.39,93.69
69,臺北市,2014/11/26,士林,-,-,-,-,-,23,-,-,-,-,-,-
70,臺北市,2014/11/26,士林,1.5,0.6,-,29.3,37,-,22.88,5.42,17.46,2.13,22.11,75.35
71,臺北市,2014/11/25,松山,-,-,-,-,-,33,-,-,-,-,-,-
72,臺北市,2014/11/25,松山,3.9,0.65,436.17,30.6,53,-,32.62,7.08,25.54,1.53,22.6,74.69
73,臺北市,2014/11/25,古亭,-,-,-,-,-,28,-,-,-,-,-,-
74,臺北市,2014/11/25,古亭,3.2,0.68,-,30.9,51,-,32.05,6.8,25.25,1.83,22.75,75.8
75,臺北市,2014/11/25,中山,-,-,-,-,-,29,-,-,-,-,-,-
76,臺北市,2014/11/25,中山,2.8,0.88,-,27.2,80,-,42.63,8.78,33.85,1.55,23.49,72.69
77,臺北市,2014/11/25,大同,-,-,-,-,-,23,-,-,-,-,-,-
78,臺北市,2014/11/25,大同,4.5,2.26,-,-,75,-,98.67,57.02,41.65,-,-,-
79,臺北市,2014/11/25,萬華,-,-,-,-,-,30,-,-,-,-,-,-
80,臺北市,2014/11/25,萬華,3,0.72,-,31.8,47,-,34.52,6.02,28.5,1.71,23.26,71.9
81,臺北市,2014/11/25,陽明,-,-,-,-,-,30,-,-,-,-,-,-
82,臺北市,2014/11/25,陽明,2.7,0.29,410.48,59.6,32,-,5.78,0.67,5.09,-,17.06,79.35
83,臺北市,2014/11/25,士林,-,-,-,-,-,33,-,-,-,-,-,-
84,臺北市,2014/11/25,士林,3,0.75,-,29.7,48,-,34.12,7.59,26.53,1.23,22.57,75.22
85,臺北市,2014/11/24,松山,-,-,-,-,-,29,-,-,-,-,-,-
86,臺北市,2014/11/24,松山,3.2,0.71,433.62,31.5,49,-,37.42,8.52,28.9,1.29,23.72,71.36
87,臺北市,2014/11/24,古亭,-,-,-,-,-,35,-,-,-,-,-,-
88,臺北市,2014/11/24,古亭,2.8,0.81,-,29.9,58,-,35.25,8.48,26.77,1.44,24.33,71.92
89,臺北市,2014/11/24,中山,-,-,-,-,-,29,-,-,-,-,-,-
90,臺北市,2014/11/24,中山,5.4,0.99,-,24.5,80,-,52.58,14.24,38.34,1.46,24.88,69.28
91,臺北市,2014/11/24,大同,-,-,-,-,-,23,-,-,-,-,-,-
92,臺北市,2014/11/24,大同,4.3,1.89,-,-,73,-,83.56,44.51,39.05,-,-,-
93,臺北市,2014/11/24,萬華,-,-,-,-,-,35,-,-,-,-,-,-
94,臺北市,2014/11/24,萬華,4,0.96,-,26.9,55,-,41.39,7.51,33.88,1.17,24.61,68.69
95,臺北市,2014/11/24,陽明,-,-,-,-,-,17,-,-,-,-,-,-
96,臺北市,2014/11/24,陽明,2.1,0.26,405.16,59.4,20,-,6.03,0.87,5.16,-,18.1,81.41
97,臺北市,2014/11/24,士林,-,-,-,-,-,31,-,-,-,-,-,-
98,臺北市,2014/11/24,士林,3.1,0.65,-,33,50,-,34.04,7.13,26.9,1.39,24.01,71.21
99,臺北市,2014/11/23,松山,-,-,-,-,-,7,-,-,-,-,-,-
100,臺北市,2014/11/23,松山,0.5,0.33,411.79,25.1,18,-,18.11,3.04,15.07,1.66,24.44,67.52
101,臺北市,2014/11/23,古亭,-,-,-,-,-,8,-,-,-,-,-,-
102,臺北市,2014/11/23,古亭,1.4,0.3,-,26.4,26,-,15.06,2.38,12.67,2.61,25.49,66.77
103,臺北市,2014/11/23,中山,-,-,-,-,-,8,-,-,-,-,-,-
104,臺北市,2014/11/23,中山,1.9,0.4,-,25.7,36,-,22.27,5.81,16.45,2.6,25.77,65.3
105,臺北市,2014/11/23,大同,-,-,-,-,-,4,-,-,-,-,-,-
106,臺北市,2014/11/23,大同,2.1,1,-,-,34,-,65.34,35.58,29.76,-,-,-
107,臺北市,2014/11/23,萬華,-,-,-,-,-,8,-,-,-,-,-,-
108,臺北市,2014/11/23,萬華,1.8,0.35,-,22.4,16,-,23.07,4.89,18.17,2.61,25.53,65.5
109,臺北市,2014/11/23,陽明,-,-,-,-,-,5,-,-,-,-,-,-
110,臺北市,2014/11/23,陽明,2.2,0.13,398.91,38.5,7,-,1.94,0.55,1.34,-,17.96,86.23
111,臺北市,2014/11/23,士林,-,-,-,-,-,6,-,-,-,-,-,-
112,臺北市,2014/11/23,士林,1.4,0.2,-,38.8,13,-,6.67,0.8,5.87,2.69,25.65,63.62
113,臺北市,2014/11/22,松山,-,-,-,-,-,19,-,-,-,-,-,-
114,臺北市,2014/11/22,松山,4.1,0.42,415.07,21,41,-,24.39,4.9,19.48,1.78,23.43,73.19
115,臺北市,2014/11/22,古亭,-,-,-,-,-,8,-,-,-,-,-,-
116,臺北市,2014/11/22,古亭,2,0.37,-,24.8,27,-,19.66,4.33,15.34,2.52,24.61,72.07
117,臺北市,2014/11/22,中山,-,-,-,-,-,10,-,-,-,-,-,-
118,臺北市,2014/11/22,中山,3.4,0.59,-,16.9,43,-,34.28,9.58,24.7,2.1,24.59,72.03
119,臺北市,2014/11/22,大同,-,-,-,-,-,6,-,-,-,-,-,-
120,臺北市,2014/11/22,大同,4.4,1.04,-,-,37,-,65.06,32.8,32.25,-,-,-
121,臺北市,2014/11/22,萬華,-,-,-,-,-,9,-,-,-,-,-,-
122,臺北市,2014/11/22,萬華,4.1,0.43,-,17.4,21,-,31.94,7.42,24.51,2.77,24.51,71.03
123,臺北市,2014/11/22,陽明,-,-,-,-,-,5,-,-,-,-,-,-
124,臺北市,2014/11/22,陽明,1.2,0.13,399.72,41.4,8,-,1.55,0.44,1.02,-,17.27,86.8
125,臺北市,2014/11/22,士林,-,-,-,-,-,8,-,-,-,-,-,-
126,臺北市,2014/11/22,士林,2.5,0.25,-,34.1,16,-,8.84,2.95,5.9,2.19,24.38,68.54
127,臺北市,2014/11/21,松山,-,-,-,-,-,10,-,-,-,-,-,-
128,臺北市,2014/11/21,松山,4.1,0.51,417.66,20.5,24,-,31.26,9.2,22.06,1.53,22.5,77.69
129,臺北市,2014/11/21,古亭,-,-,-,-,-,12,-,-,-,-,-,-
130,臺北市,2014/11/21,古亭,3,0.62,-,18.9,31,-,34.45,11.12,23.33,1.86,23.17,77.39
131,臺北市,2014/11/21,中山,-,-,-,-,-,12,-,-,-,-,-,-
132,臺北市,2014/11/21,中山,4.1,0.67,-,21.2,38,-,38.45,12.13,26.32,1.8,23.9,74.63
133,臺北市,2014/11/21,大同,-,-,-,-,-,8,-,-,-,-,-,-
134,臺北市,2014/11/21,大同,4.6,2.16,-,-,46,-,119.16,80.47,38.69,-,-,-
135,臺北市,2014/11/21,萬華,-,-,-,-,-,10,-,-,-,-,-,-
136,臺北市,2014/11/21,萬華,4.2,0.61,-,18.7,26,-,40.3,12.48,27.82,1.88,23.62,74.03
137,臺北市,2014/11/21,陽明,-,-,-,-,-,6,-,-,-,-,-,-
138,臺北市,2014/11/21,陽明,0.9,0.16,399.64,43.8,8,-,2.09,0.99,1.08,-,16.74,89.69
139,臺北市,2014/11/21,士林,-,-,-,-,-,8,-,-,-,-,-,-
140,臺北市,2014/11/21,士林,2.6,0.31,-,38.6,22,-,14.87,2.89,11.98,2.11,23.96,69.21
141,臺北市,2014/11/20,松山,-,-,-,-,-,11,-,-,-,-,-,-
142,臺北市,2014/11/20,松山,3.8,0.43,414.02,25.3,22,-,27.96,6.42,21.54,2.06,21.01,80.25
143,臺北市,2014/11/20,古亭,-,-,-,-,-,10,-,-,-,-,-,-
144,臺北市,2014/11/20,古亭,1.9,0.48,-,23.4,31,-,24.41,4.54,19.86,2.91,21.67,81.45
145,臺北市,2014/11/20,中山,-,-,-,-,-,12,-,-,-,-,-,-
146,臺北市,2014/11/20,中山,3.8,0.6,-,23.7,43,-,33.54,9.51,24.03,2.27,22.29,77.57
147,臺北市,2014/11/20,大同,-,-,-,-,-,6,-,-,-,-,-,-
148,臺北市,2014/11/20,大同,4.2,1.24,-,-,43,-,75.56,41.31,34.25,-,-,-
149,臺北市,2014/11/20,萬華,-,-,-,-,-,9,-,-,-,-,-,-
150,臺北市,2014/11/20,萬華,3.2,0.44,-,23.1,20,-,30.93,7.46,23.46,2.71,21.96,77.82
151,臺北市,2014/11/20,陽明,-,-,-,-,-,4,-,-,-,-,-,-
152,臺北市,2014/11/20,陽明,0.6,0.14,400.83,46.7,6,-,2.56,1.18,1.36,-,14.74,98.62
153,臺北市,2014/11/20,士林,-,-,-,-,-,9,-,-,-,-,-,-
154,臺北市,2014/11/20,士林,2.2,0.24,-,42.1,17,-,12.35,2.64,9.71,2.43,22.39,70.67
155,臺北市,2014/11/19,松山,-,-,-,-,-,12,-,-,-,-,-,-
156,臺北市,2014/11/19,松山,1.8,0.42,413.36,24.8,34,-,29.72,6.38,23.34,1.6,19.85,69.47
157,臺北市,2014/11/19,古亭,-,-,-,-,-,11,-,-,-,-,-,-
158,臺北市,2014/11/19,古亭,1.6,0.37,-,27.2,40,-,21.77,5.01,16.76,2.83,20.25,72.54
159,臺北市,2014/11/19,中山,-,-,-,-,-,12,-,-,-,-,-,-
160,臺北市,2014/11/19,中山,2.9,0.56,-,22.9,57,-,34.23,9.5,24.73,2.3,20.73,69.88
161,臺北市,2014/11/19,大同,-,-,-,-,-,8,-,-,-,-,-,-
162,臺北市,2014/11/19,大同,3.6,1.56,-,-,47,-,90.96,53.96,37,-,-,-
163,臺北市,2014/11/19,萬華,-,-,-,-,-,15,-,-,-,-,-,-
164,臺北市,2014/11/19,萬華,1.9,0.42,-,22.9,32,-,31.72,7.3,24.42,2.44,20.67,67.85
165,臺北市,2014/11/19,陽明,-,-,-,-,-,7,-,-,-,-,-,-
166,臺北市,2014/11/19,陽明,0.9,0.13,401.75,46.3,12,-,1.57,0.32,1.21,-,12.68,92.78
167,臺北市,2014/11/19,士林,-,-,-,-,-,8,-,-,-,-,-,-
168,臺北市,2014/11/19,士林,1.5,0.22,-,41.9,31,-,9.37,1.03,8.32,2.43,20.67,65.24
169,臺北市,2014/11/18,松山,-,-,-,-,-,30,-,-,-,-,-,-
170,臺北市,2014/11/18,松山,2.7,0.48,417.37,30.6,59,-,27.39,4.38,23.01,1.27,18.09,75.56
171,臺北市,2014/11/18,古亭,-,-,-,-,-,32,-,-,-,-,-,-
172,臺北市,2014/11/18,古亭,2.5,0.5,-,28.4,63,-,26.28,4.98,21.3,2.26,18.44,80.73
173,臺北市,2014/11/18,中山,-,-,-,-,-,29,-,-,-,-,-,-
174,臺北市,2014/11/18,中山,3,0.68,-,26.7,85,-,35.65,9.21,26.44,2,19.23,73.64
175,臺北市,2014/11/18,大同,-,-,-,-,-,22,-,-,-,-,-,-
176,臺北市,2014/11/18,大同,3.5,1.7,-,-,74,-,97.13,56.91,40.22,-,-,-
177,臺北市,2014/11/18,萬華,-,-,-,-,-,33,-,-,-,-,-,-
178,臺北市,2014/11/18,萬華,2.3,0.54,-,25.5,61,-,32.43,5.72,26.7,2.21,19.08,72.22
179,臺北市,2014/11/18,陽明,-,-,-,-,-,19,-,-,-,-,-,-
180,臺北市,2014/11/18,陽明,1.7,0.24,406.74,51.6,26,-,1.7,0.29,1.45,-,11.44,91.54
181,臺北市,2014/11/18,士林,-,-,-,-,-,25,-,-,-,-,-,-
182,臺北市,2014/11/18,士林,1.7,0.32,-,46.4,49,-,11.02,1.64,9.37,2.33,19.14,66.79
183,臺北市,2014/11/17,松山,-,-,-,-,-,15,-,-,-,-,-,-
184,臺北市,2014/11/17,松山,2.1,0.33,409.37,44.6,24,-,13.01,2.26,10.75,2.69,19.53,84.42
185,臺北市,2014/11/17,古亭,-,-,-,-,-,14,-,-,-,-,-,-
186,臺北市,2014/11/17,古亭,1.5,0.41,-,33,32,-,19.85,2.89,16.97,2.33,20.05,90.45
187,臺北市,2014/11/17,中山,-,-,-,-,-,12,-,-,-,-,-,-
188,臺北市,2014/11/17,中山,1.7,0.57,-,31.7,38,-,29.27,6.92,22.35,1.72,20.8,81.08
189,臺北市,2014/11/17,大同,-,-,-,-,-,6,-,-,-,-,-,-
190,臺北市,2014/11/17,大同,3.1,1.87,-,-,36,-,97.58,58.82,38.77,-,-,-
191,臺北市,2014/11/17,萬華,-,-,-,-,-,12,-,-,-,-,-,-
192,臺北市,2014/11/17,萬華,1.8,0.56,-,26.3,17,-,30.87,5.95,24.91,1.48,20.6,81.58
193,臺北市,2014/11/17,陽明,-,-,-,-,-,5,-,-,-,-,-,-
194,臺北市,2014/11/17,陽明,1,0.23,407.86,53,8,-,2.16,0.56,1.59,-,13.82,95.47
195,臺北市,2014/11/17,士林,-,-,-,-,-,10,-,-,-,-,-,-
196,臺北市,2014/11/17,士林,1.5,0.28,-,49.1,17,-,8.8,2.49,6.31,2.49,20.59,74.3
197,臺北市,2014/11/16,松山,-,-,-,-,-,7,-,-,-,-,-,-
198,臺北市,2014/11/16,松山,1.8,0.39,416.75,20.7,17,-,23.4,6.23,17.17,1.52,21.75,83.89
199,臺北市,2014/11/16,古亭,-,-,-,-,-,8,-,-,-,-,-,-
200,臺北市,2014/11/16,古亭,1.6,0.43,-,16.7,28,-,24.21,6.64,17.57,1.93,22.19,88.37
201,臺北市,2014/11/16,中山,-,-,-,-,-,8,-,-,-,-,-,-
202,臺北市,2014/11/16,中山,3.2,0.59,-,15.2,40,-,34.41,11.28,23.13,1.56,22.6,84
203,臺北市,2014/11/16,大同,-,-,-,-,-,4,-,-,-,-,-,-
204,臺北市,2014/11/16,大同,3.9,1.26,-,-,38,-,77.46,46.61,30.85,-,-,-
205,臺北市,2014/11/16,萬華,-,-,-,-,-,9,-,-,-,-,-,-
206,臺北市,2014/11/16,萬華,2.1,0.49,-,14.4,18,-,32.6,9.45,23.15,1.74,22.55,82.43
207,臺北市,2014/11/16,陽明,-,-,-,-,-,5,-,-,-,-,-,-
208,臺北市,2014/11/16,陽明,1.9,0.14,401.58,42,8,-,1.19,0.43,0.68,-,16.29,92.8
209,臺北市,2014/11/16,士林,-,-,-,-,-,10,-,-,-,-,-,-
210,臺北市,2014/11/16,士林,1.4,0.45,-,22.1,20,-,22.43,6.31,16.1,1.4,21.94,80.31
211,臺北市,2014/11/15,松山,-,-,-,-,-,9,-,-,-,-,-,-
212,臺北市,2014/11/15,松山,1.2,0.42,412.84,22.6,28,-,28.72,6.52,22.2,1.61,20.34,79.91
213,臺北市,2014/11/15,古亭,-,-,-,-,-,9,-,-,-,-,-,-
214,臺北市,2014/11/15,古亭,1.2,0.39,-,23.7,31,-,24.98,6.63,18.35,2.76,20.81,83.6
215,臺北市,2014/11/15,中山,-,-,-,-,-,11,-,-,-,-,-,-
216,臺北市,2014/11/15,中山,2.1,0.51,-,20.2,50,-,34.07,8.36,25.71,2.54,21.22,79.93
217,臺北市,2014/11/15,大同,-,-,-,-,-,6,-,-,-,-,-,-
218,臺北市,2014/11/15,大同,3.3,1.45,-,-,46,-,89.8,54.73,35.07,-,-,-
219,臺北市,2014/11/15,萬華,-,-,-,-,-,8,-,-,-,-,-,-
220,臺北市,2014/11/15,萬華,1.8,0.46,-,19.2,32,-,34.39,9.7,24.69,2.48,21.21,78.04
221,臺北市,2014/11/15,陽明,-,-,-,-,-,5,-,-,-,-,-,-
222,臺北市,2014/11/15,陽明,1.4,0.13,401.73,45.4,10,-,1.82,1.19,0.62,-,14.28,95.37
223,臺北市,2014/11/15,士林,-,-,-,-,-,10,-,-,-,-,-,-
224,臺北市,2014/11/15,士林,2,0.21,-,39.9,27,-,9.6,1.2,8.4,2.87,21.46,72.25
225,臺北市,2014/11/14,松山,-,-,-,-,-,13,-,-,-,-,-,-
226,臺北市,2014/11/14,松山,1.7,0.38,412.03,27.8,35,-,24.83,4.64,20.19,2,18.54,78.82
227,臺北市,2014/11/14,古亭,-,-,-,-,-,15,-,-,-,-,-,-
228,臺北市,2014/11/14,古亭,1.5,0.34,-,29.1,40,-,18.66,3.86,14.79,3.25,19,81.81
229,臺北市,2014/11/14,中山,-,-,-,-,-,15,-,-,-,-,-,-
230,臺北市,2014/11/14,中山,2.2,0.54,-,22.5,59,-,34.9,9.58,25.33,2.87,19.49,78.71
231,臺北市,2014/11/14,大同,-,-,-,-,-,14,-,-,-,-,-,-
232,臺北市,2014/11/14,大同,3.8,1.51,-,-,56,-,94.44,57.47,36.97,-,-,-
233,臺北市,2014/11/14,萬華,-,-,-,-,-,15,-,-,-,-,-,-
234,臺北市,2014/11/14,萬華,1.8,0.42,-,23.8,38,-,28.73,6.1,22.6,2.98,19.42,76.42
235,臺北市,2014/11/14,陽明,-,-,-,-,-,6,-,-,-,-,-,-
236,臺北市,2014/11/14,陽明,0.9,0.15,404.64,46.3,10,-,1.76,0.75,1.01,-,12.02,97.48
237,臺北市,2014/11/14,士林,-,-,-,-,-,11,-,-,-,-,-,-
238,臺北市,2014/11/14,士林,1.6,0.24,-,42.5,30,-,9.06,1.11,7.94,2.99,19.7,69.38
239,臺北市,2014/11/13,松山,-,-,-,-,-,38,-,-,-,-,-,-
240,臺北市,2014/11/13,松山,2.1,0.53,420.36,35.3,57,-,24.85,3.71,21.15,1.48,17.83,81.21
241,臺北市,2014/11/13,古亭,-,-,-,-,-,39,-,-,-,-,-,-
242,臺北市,2014/11/13,古亭,2.5,0.51,-,33.5,65,-,22.18,4.04,18.14,2.6,17.92,89.62
243,臺北市,2014/11/13,中山,-,-,-,-,-,35,-,-,-,-,-,-
244,臺北市,2014/11/13,中山,3.1,0.71,-,26.6,89,-,37.19,8.86,28.32,2.45,18.69,81.69
245,臺北市,2014/11/13,大同,-,-,-,-,-,29,-,-,-,-,-,-
246,臺北市,2014/11/13,大同,4.8,1.87,-,-,81,-,109.7,66.58,43.12,-,-,-
247,臺北市,2014/11/13,萬華,-,-,-,-,-,47,-,-,-,-,-,-
248,臺北市,2014/11/13,萬華,5.6,0.62,-,30.9,60,-,33.73,6.59,27.14,2.24,18.6,79.43
249,臺北市,2014/11/13,陽明,-,-,-,-,-,25,-,-,-,-,-,-
250,臺北市,2014/11/13,陽明,2.2,0.31,412.87,54.3,31,-,2.46,0.47,1.95,-,11.53,94.84
251,臺北市,2014/11/13,士林,-,-,-,-,-,34,-,-,-,-,-,-
252,臺北市,2014/11/13,士林,2.2,0.43,-,46,54,-,13.69,1.61,12.07,2.28,18.44,73.68
253,臺北市,2014/11/12,松山,-,-,-,-,-,23,-,-,-,-,-,-
254,臺北市,2014/11/12,松山,2.1,0.6,427.3,23.9,38,-,31.69,4.57,27.12,1.49,19.91,82.53
255,臺北市,2014/11/12,古亭,-,-,-,-,-,25,-,-,-,-,-,-
256,臺北市,2014/11/12,古亭,2.3,0.59,-,27.4,41,-,26.59,4.25,22.34,2.31,20.53,86.25
257,臺北市,2014/11/12,中山,-,-,-,-,-,22,-,-,-,-,-,-
258,臺北市,2014/11/12,中山,2.6,0.79,-,23.2,59,-,37.02,7.78,29.25,1.84,21.02,80.98
259,臺北市,2014/11/12,大同,-,-,-,-,-,16,-,-,-,-,-,-
260,臺北市,2014/11/12,大同,3.4,1.73,-,-,50,-,97.41,53.44,43.97,-,-,-
261,臺北市,2014/11/12,萬華,-,-,-,-,-,22,-,-,-,-,-,-
262,臺北市,2014/11/12,萬華,2.4,0.63,-,25.5,35,-,31.8,4.84,26.96,2.27,20.91,79.76
263,臺北市,2014/11/12,陽明,-,-,-,-,-,9,-,-,-,-,-,-
264,臺北市,2014/11/12,陽明,1.6,0.33,416.98,49.8,12,-,3.38,0.86,2.51,-,14.05,97.2
265,臺北市,2014/11/12,士林,-,-,-,-,-,18,-,-,-,-,-,-
266,臺北市,2014/11/12,士林,2.1,0.5,-,35.1,31,-,23.33,4.5,18.84,1.4,20.5,77.68
267,臺北市,2014/11/11,松山,-,-,-,-,-,18,-,-,-,-,-,-
268,臺北市,2014/11/11,松山,3,0.57,425.54,17.3,35,-,33.71,6.46,27.25,1.71,21.53,70.8
269,臺北市,2014/11/11,古亭,-,-,-,-,-,19,-,-,-,-,-,-
270,臺北市,2014/11/11,古亭,2,0.44,-,31.2,46,-,20.35,3.7,16.65,2.59,22.35,71.38
271,臺北市,2014/11/11,中山,-,-,-,-,-,19,-,-,-,-,-,-
272,臺北市,2014/11/11,中山,2.3,0.71,-,23,59,-,37.75,10.76,26.99,2.19,22.66,70.27
