序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
1,臺北市,2006/01/31,松山,3.8,0.77,415.08,24.3,41,65,53.0,38.05,11.06,26.99,-,-,-,19.44,-,76.04,58.0,-
2,臺北市,2006/01/31,古亭,3.4,0.78,-,18.4,34,75,56.0,34.97,11.33,23.64,2.474,0.195,2.28,19.19,-,81.37,62.0,-
3,臺北市,2006/01/31,中山,5.8,0.82,-,16.7,30,66,48.0,43.14,16.12,27.02,2.422,0.246,2.18,19.52,-,75.99,58.0,-
4,臺北市,2006/01/31,萬華,2.4,0.71,-,20.0,33,-,-,31.05,8.96,22.09,-,-,-,19.46,-,80.09,38.0,-
5,臺北市,2006/01/31,陽明,1.4,0.23,377.5,38.7,43,6,5.0,3.3,1.49,1.79,-,-,-,14.44,-,91.0,38.0,-
6,臺北市,2006/01/31,士林,4.3,0.57,-,20.2,39,54,33.0,26.76,7.5,19.26,-,-,-,19.38,-,80.46,52.0,-
7,臺北市,2006/01/30,松山,2.6,0.68,405.87,18.5,36,51,37.0,36.6,13.37,23.24,-,-,-,21.11,-,71.98,50.0,-
8,臺北市,2006/01/30,古亭,2.6,0.81,-,14.8,32,56,39.0,41.76,20.09,21.68,2.531,0.247,2.28,21.15,-,75.55,53.0,-
9,臺北市,2006/01/30,中山,3.0,0.84,-,11.7,26,77,42.0,49.59,22.56,27.03,2.446,0.243,2.2,21.63,-,70.25,64.0,-
10,臺北市,2006/01/30,萬華,2.8,1.01,-,17.5,35,-,-,42.36,19.32,23.04,-,-,-,21.61,-,74.37,35.0,-
11,臺北市,2006/01/30,陽明,0.5,0.19,374.64,39.0,42,5,3.0,2.17,1.02,1.14,-,-,-,16.97,-,86.0,37.0,-
12,臺北市,2006/01/30,士林,3.3,0.62,-,18.2,36,58,34.0,28.74,8.83,19.91,-,-,-,21.65,-,73.41,54.0,-
13,臺北市,2006/01/29,松山,3.3,0.92,411.5,16.1,26,68,54.0,44.24,11.51,32.73,-,-,-,17.84,-,83.49,59.0,-
14,臺北市,2006/01/29,古亭,3.6,0.91,-,12.5,20,79,57.0,39.61,9.36,30.26,2.425,0.217,2.21,17.38,-,89.39,64.0,-
15,臺北市,2006/01/29,中山,4.6,1.01,-,12.7,19,69,66.0,49.99,17.37,32.61,2.445,0.246,2.2,17.8,-,84.06,60.0,-
16,臺北市,2006/01/29,萬華,3.1,0.93,-,17.2,27,-,-,34.94,7.34,27.6,-,-,-,17.77,-,86.84,28.0,-
17,臺北市,2006/01/29,陽明,1.4,0.25,377.58,34.5,35,9,7.0,2.72,1.11,1.63,-,-,-,14.19,-,93.0,30.0,-
18,臺北市,2006/01/29,士林,2.4,0.8,-,19.8,26,86,58.0,28.7,8.62,20.08,-,-,-,17.83,-,87.5,68.0,-
19,臺北市,2006/01/28,松山,7.5,0.93,408.97,23.7,37,71,44.0,41.87,7.29,34.58,-,-,-,17.96,-,78.66,60.0,-
20,臺北市,2006/01/28,古亭,5.2,0.9,-,23.9,31,61,48.0,33.48,4.67,28.81,2.281,0.19,2.09,17.67,-,83.75,56.0,-
21,臺北市,2006/01/28,中山,7.4,0.93,-,24.7,33,66,51.0,39.71,8.77,30.95,2.239,0.192,2.05,18.1,-,77.66,58.0,-
22,臺北市,2006/01/28,萬華,5.2,0.84,-,31.8,38,-,-,27.58,2.32,25.26,-,-,-,18.15,-,80.12,36.0,-
23,臺北市,2006/01/28,陽明,2.9,0.43,382.08,45.6,51,10,8.0,6.38,1.23,5.15,-,-,-,12.79,-,95.0,46.0,-
24,臺北市,2006/01/28,士林,5.5,0.63,-,38.3,45,56,37.0,15.99,1.26,14.73,-,-,-,18.65,-,77.65,53.0,-
25,臺北市,2006/01/27,松山,4.5,0.64,400.46,23.5,33,48,27.0,39.91,7.28,32.63,-,-,-,14.82,-,79.86,48.0,-
26,臺北市,2006/01/27,古亭,3.1,0.67,-,24.8,34,48,25.0,34.51,8.33,26.18,2.115,0.14,1.98,14.87,-,83.75,48.0,-
27,臺北市,2006/01/27,中山,4.1,0.82,-,21.9,33,38,29.0,43.74,11.98,31.77,2.166,0.211,1.96,15.52,-,74.41,38.0,-
28,臺北市,2006/01/27,萬華,2.5,0.7,-,29.9,37,-,-,28.88,3.06,25.79,-,-,-,15.58,-,77.68,36.0,-
29,臺北市,2006/01/27,陽明,0.9,0.3,379.48,49.7,52,5,3.0,2.42,0.72,1.69,-,-,-,8.91,-,99.0,45.0,-
30,臺北市,2006/01/27,士林,3.4,0.44,-,43.1,48,38,17.0,11.42,1.49,9.92,-,-,-,16.29,-,70.85,42.0,-
31,臺北市,2006/01/26,松山,2.1,0.57,398.27,23.1,32,32,21.0,39.73,7.71,32.01,-,-,-,14.93,-,78.9,35.0,-
32,臺北市,2006/01/26,古亭,2.1,0.7,-,22.1,32,36,20.0,39.75,11.94,27.8,2.157,0.182,1.98,14.82,-,84.57,36.0,-
33,臺北市,2006/01/26,中山,3.0,0.86,-,19.2,30,39,17.0,51.68,17.55,34.13,2.225,0.264,1.96,15.81,-,72.6,39.0,-
34,臺北市,2006/01/26,萬華,1.6,0.79,-,22.1,33,-,-,36.94,6.2,30.73,-,-,-,15.62,-,76.0,33.0,-
