序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
1,臺北市,2006/10/31,松山,4.9,0.58,405.32,32.7,45,53,37.0,33.84,5.17,28.67,2.193,0.214,1.98,22.51,-,85.27,52.0,-
2,臺北市,2006/10/31,古亭,3.9,0.59,-,33.3,42,58,43.0,30.4,5.74,24.66,1.961,0.157,1.8,22.48,-,80.84,54.0,-
3,臺北市,2006/10/31,中山,3.6,0.76,-,26.3,37,61,41.0,40.15,8.62,31.53,2.195,0.209,1.99,22.83,-,72.95,56.0,-
4,臺北市,2006/10/31,萬華,4.3,0.68,-,33.7,40,59,40.0,26.88,2.95,23.93,-,-,-,23.84,-,80.42,54.0,-
5,臺北市,2006/10/31,陽明,0.8,0.23,386.22,32.7,36,24,22.0,1.68,1.05,0.59,-,-,-,15.85,-,96.0,32.0,-
6,臺北市,2006/10/31,士林,2.1,0.37,-,49.9,52,51,29.0,12.01,1.89,10.12,-,-,-,23.83,-,68.58,50.0,-
7,臺北市,2006/10/30,松山,5.0,0.54,401.78,34.0,53,52,34.0,32.02,5.64,26.37,2.164,0.205,1.96,23.54,-,78.87,51.0,-
8,臺北市,2006/10/30,古亭,3.3,0.52,-,36.3,46,57,39.0,25.67,5.15,20.52,1.925,0.133,1.79,23.29,-,76.84,54.0,-
9,臺北市,2006/10/30,中山,3.6,0.68,-,29.7,44,59,40.0,33.1,6.8,26.3,2.169,0.193,1.98,23.7,-,68.88,54.0,-
10,臺北市,2006/10/30,萬華,5.6,0.65,-,32.7,44,56,37.0,26.5,3.05,23.43,-,-,-,24.68,-,76.73,53.0,-
11,臺北市,2006/10/30,陽明,1.3,0.22,385.9,29.6,31,22,18.0,1.35,0.53,0.76,-,-,-,16.18,-,95.0,29.0,-
12,臺北市,2006/10/30,士林,2.1,0.33,-,49.5,57,55,29.0,9.41,0.66,8.75,-,-,-,24.38,-,66.79,52.0,-
13,臺北市,2006/10/29,松山,6.0,0.46,400.58,32.3,43,31,22.0,23.94,3.57,20.37,2.109,0.13,1.98,24.23,-,84.42,44.0,-
14,臺北市,2006/10/29,古亭,3.7,0.49,-,31.6,34,36,21.0,22.96,3.9,19.07,1.907,0.101,1.81,24.25,-,80.3,36.0,-
15,臺北市,2006/10/29,中山,4.0,0.56,-,26.2,32,36,23.0,27.72,5.31,22.42,2.092,0.104,1.99,24.63,-,72.99,36.0,-
16,臺北市,2006/10/29,萬華,4.0,0.51,-,31.0,38,30,21.0,21.42,2.04,19.39,-,-,-,25.57,-,81.02,38.0,-
17,臺北市,2006/10/29,陽明,1.4,0.23,384.42,27.9,31,16,12.0,1.71,1.41,0.3,-,-,-,17.73,-,94.0,29.0,-
18,臺北市,2006/10/29,士林,2.8,0.31,-,46.0,49,37,19.0,7.88,0.93,6.96,-,-,-,25.51,-,68.39,45.0,-
19,臺北市,2006/10/28,松山,5.5,0.53,402.76,22.5,32,27,15.0,35.48,9.74,25.75,2.196,0.209,1.99,24.74,-,81.7,29.0,-
20,臺北市,2006/10/28,古亭,3.7,0.51,-,24.5,29,28,16.0,28.68,7.2,21.48,1.933,0.135,1.8,25.26,-,75.71,28.0,-
21,臺北市,2006/10/28,中山,5.5,0.65,-,17.6,23,32,17.0,40.76,12.65,28.11,2.171,0.165,2.01,25.1,-,71.34,32.0,-
22,臺北市,2006/10/28,萬華,4.5,0.53,-,24.2,32,25,18.0,25.69,4.25,21.44,-,-,-,26.37,-,77.19,30.0,-
23,臺北市,2006/10/28,陽明,1.6,0.17,383.24,24.7,27,9,7.0,2.24,1.44,0.74,-,-,-,17.95,-,96.0,25.0,-
24,臺北市,2006/10/28,士林,4.8,0.3,-,36.3,40,28,13.0,13.81,2.84,10.96,-,-,-,25.71,-,70.14,37.0,-
25,臺北市,2006/10/27,松山,4.1,0.47,398.88,29.0,40,21,17.0,30.5,6.49,24.01,2.123,0.184,1.94,23.13,-,89.04,38.0,-
26,臺北市,2006/10/27,古亭,3.7,0.58,-,23.6,34,30,17.0,36.98,10.13,26.84,1.965,0.176,1.79,23.02,-,86.37,36.0,-
27,臺北市,2006/10/27,中山,4.0,0.69,-,20.3,32,32,14.0,42.44,13.95,28.49,2.146,0.162,1.98,23.21,-,79.52,32.0,-
28,臺北市,2006/10/27,萬華,3.7,0.52,-,25.2,35,22,20.0,29.07,5.09,23.97,-,-,-,24.46,-,86.24,34.0,-
29,臺北市,2006/10/27,陽明,1.2,0.16,383.39,27.9,30,5,5.0,2.05,1.49,0.52,-,-,-,17.13,-,95.0,26.0,-
30,臺北市,2006/10/27,士林,1.8,0.28,-,40.5,46,29,11.0,11.14,1.23,9.9,-,-,-,24.02,-,75.5,42.0,-
31,臺北市,2006/10/26,松山,4.6,0.36,396.37,34.3,38,30,13.0,22.12,3.97,18.15,2.061,0.14,1.92,24.46,-,77.82,37.0,-
32,臺北市,2006/10/26,古亭,4.7,0.44,-,29.1,36,37,14.0,28.26,6.65,21.62,1.91,0.138,1.77,24.63,-,74.02,37.0,-
33,臺北市,2006/10/26,中山,2.6,0.57,-,26.5,34,40,16.0,34.34,11.25,23.09,2.119,0.188,1.93,25.06,-,64.84,40.0,-
34,臺北市,2006/10/26,萬華,4.1,0.45,-,29.5,34,14,28.0,22.75,3.18,19.56,-,-,-,25.75,-,75.09,31.0,-
35,臺北市,2006/10/26,陽明,1.2,0.14,383.03,25.6,27,14,7.0,1.84,1.3,0.51,-,-,-,16.84,-,88.0,23.0,-
36,臺北市,2006/10/26,士林,1.8,0.24,-,44.1,49,37,10.0,9.27,1.54,7.71,-,-,-,25.45,-,62.79,43.0,-
37,臺北市,2006/10/25,松山,3.8,0.47,400.62,32.4,43,34,15.0,30.01,5.94,24.07,2.17,0.207,1.96,24.34,-,72.9,40.0,-
38,臺北市,2006/10/25,古亭,3.6,0.5,-,33.0,37,35,14.0,28.28,6.31,21.97,1.927,0.134,1.79,24.44,-,69.87,37.0,-
39,臺北市,2006/10/25,中山,4.7,0.61,-,26.2,30,37,14.0,39.22,10.92,28.3,2.132,0.179,1.95,24.59,-,62.98,37.0,-
40,臺北市,2006/10/25,萬華,3.9,0.51,-,30.8,40,15,27.0,23.86,2.39,21.46,-,-,-,25.75,-,67.21,36.0,-
41,臺北市,2006/10/25,陽明,1.2,0.16,384.85,27.3,29,12,7.0,1.67,0.71,0.94,-,-,-,16.88,-,87.0,25.0,-
42,臺北市,2006/10/25,士林,1.7,0.25,-,47.3,48,37,11.0,9.57,1.26,8.3,-,-,-,25.14,-,61.28,43.0,-
43,臺北市,2006/10/24,松山,4.5,0.53,403.15,36.0,48,55,26.0,27.57,4.95,22.63,2.132,0.179,1.95,24.32,-,69.37,52.0,-
44,臺北市,2006/10/24,古亭,4.0,0.58,-,32.4,40,55,32.0,29.9,7.18,22.73,1.945,0.137,1.81,23.96,-,69.35,52.0,-
45,臺北市,2006/10/24,中山,3.2,0.73,-,28.1,40,57,30.0,37.6,11.26,26.33,2.147,0.19,1.96,24.43,-,60.57,54.0,-
