序號,縣市,監測日期,測站,二氧化硫
SO2
(ppb),一氧化碳
CO
(ppm),二氧化碳
CO2
(ppm),臭氧
O3
(ppb),"懸浮微粒
PM 10 
(μg/m 3 )","細懸浮微粒
PM 2.5 
(μg/m 3 )",氮氧化物
NOx
(ppb),一氧化氮
NO
(ppb),二氧化氮
NO2
(ppb),總碳氫化合物
THC
(ppm),非甲烷碳氫化合物
NMHC
(ppm),甲烷
CH4
(ppm),風速
WIND_SPEED
(m/sec),小時風速值
WS_HR
(m/sec),溫度
AMB_TEMP
(℃),降雨強度
RAIN_INT
(㎜),酸雨
PH_RAIN
(pH),相對濕度
RH
28,臺北市,2015/11/29,士林,1.5,0.37,-,27,27,-,18.99,3.42,15.58,-,-,-,1.75,1.61,22.68,-,-,68.38,-
29,臺北市,2015/11/28,松山,-,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-,-,-,-
30,臺北市,2015/11/28,松山,2.1,0.42,414.29,20.6,36,-,23.33,4.89,18.44,1.944,0.129,1.815,1.95,1.58,19.49,-,-,72.04,-
31,臺北市,2015/11/28,古亭,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-
32,臺北市,2015/11/28,古亭,1.9,0.38,-,23.9,41,-,22.15,4.63,17.53,1.968,0.09,1.878,2.7,2.44,20.25,-,-,73.67,-
33,臺北市,2015/11/28,中山,-,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-,-,-,-
34,臺北市,2015/11/28,中山,3.7,0.47,-,21.4,34,-,27.94,6.11,21.82,2.026,0.143,1.883,2.54,2.3,21.03,-,-,71.88,-
35,臺北市,2015/11/28,大同,-,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-,-,-,-
36,臺北市,2015/11/28,大同,4.7,0.88,-,-,50,-,56.94,30.17,26.78,2.284,0.27,2.015,-,-,-,-,-,-,-
37,臺北市,2015/11/28,萬華,-,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-,-,-,-
38,臺北市,2015/11/28,萬華,3.3,0.42,-,21.2,33,-,27.44,5.23,22.22,-,-,-,2.91,2.77,21.15,-,-,68.65,-
39,臺北市,2015/11/28,陽明,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-
40,臺北市,2015/11/28,陽明,3.2,0.2,404.84,40.9,15,-,3.94,0.38,3.49,-,-,-,-,-,13.85,0,0,98.02,0
41,臺北市,2015/11/28,士林,-,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-,-,-,-
42,臺北市,2015/11/28,士林,5.3,0.24,-,35.4,29,-,9.69,1.56,8.14,-,-,-,2.9,2.65,21.21,-,-,65.19,-
43,臺北市,2015/11/27,松山,-,-,-,-,-,19,-,-,-,-,-,-,-,-,-,-,-,-,-
44,臺北市,2015/11/27,松山,2.7,0.41,435.01,24.2,40,-,25.13,6.14,18.99,1.944,0.127,1.817,2.1,1.65,15.87,-,-,55.38,-
45,臺北市,2015/11/27,古亭,-,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-,-,-,-
46,臺北市,2015/11/27,古亭,1.6,0.32,-,31.2,42,-,14.8,3.11,11.69,1.94,0.072,1.869,3.41,3.25,15.86,-,-,62.14,-
47,臺北市,2015/11/27,中山,-,-,-,-,-,19,-,-,-,-,-,-,-,-,-,-,-,-,-
48,臺北市,2015/11/27,中山,3.1,0.53,-,22.5,40,-,32.7,10.08,22.62,2.032,0.154,1.878,2.89,2.52,16.73,-,-,59.52,-
49,臺北市,2015/11/27,大同,-,-,-,-,-,16,-,-,-,-,-,-,-,-,-,-,-,-,-
50,臺北市,2015/11/27,大同,3.8,0.8,-,-,52,-,60.24,34.58,25.66,2.259,0.268,1.992,-,-,-,-,-,-,-
51,臺北市,2015/11/27,萬華,-,-,-,-,-,19,-,-,-,-,-,-,-,-,-,-,-,-,-
52,臺北市,2015/11/27,萬華,2.9,0.4,-,24.4,41,-,28.43,7.36,21.07,-,-,-,3.42,3.28,16.91,-,-,55.07,-
53,臺北市,2015/11/27,陽明,-,-,-,-,-,16,-,-,-,-,-,-,-,-,-,-,-,-,-
54,臺北市,2015/11/27,陽明,1.9,0.19,411.43,43.1,24,-,2.9,0.7,2.19,-,-,-,-,-,8.52,0,0,90.29,0
55,臺北市,2015/11/27,士林,-,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-,-,-,-
56,臺北市,2015/11/27,士林,5.4,0.25,-,34.3,35,-,12.06,2.65,9.41,-,-,-,3.05,2.79,16.15,-,-,56.64,-
57,臺北市,2015/11/26,松山,-,-,-,-,-,12,-,-,-,-,-,-,-,-,-,-,-,-,-
58,臺北市,2015/11/26,松山,2,0.33,414.69,32.4,26,-,14.81,2.78,12.03,1.864,0.077,1.787,2.4,1.92,16.03,-,-,54.28,-
59,臺北市,2015/11/26,古亭,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-
60,臺北市,2015/11/26,古亭,1.8,0.37,-,30.7,36,-,18.13,4.08,14.04,2.013,0.117,1.896,2.59,1.98,15.91,-,-,62.06,-
61,臺北市,2015/11/26,中山,-,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-,-,-,-
62,臺北市,2015/11/26,中山,1.9,0.48,-,27.9,24,-,25.3,7.75,17.55,1.981,0.123,1.858,2.19,1.05,16.9,-,-,58.38,-
63,臺北市,2015/11/26,大同,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-
64,臺北市,2015/11/26,大同,2.4,0.74,-,-,40,-,46.41,23.97,22.44,2.186,0.214,1.973,-,-,-,-,-,-,-
65,臺北市,2015/11/26,萬華,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-
66,臺北市,2015/11/26,萬華,2,0.38,-,29.8,28,-,22.21,4.91,17.3,-,-,-,2.53,2.22,17.06,-,-,54.1,-
67,臺北市,2015/11/26,陽明,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-
68,臺北市,2015/11/26,陽明,2,0.21,409.21,43.8,17,-,2.74,0.48,2.18,-,-,-,-,-,8.25,1.25,4.09,89.59,77.69
69,臺北市,2015/11/26,士林,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-
70,臺北市,2015/11/26,士林,2.1,0.28,-,38.4,30,-,7.9,1.27,6.62,-,-,-,2.68,1.71,16.25,-,-,54.68,-
71,臺北市,2015/11/25,松山,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-
72,臺北市,2015/11/25,松山,1.4,0.35,434.98,30.6,25,-,14.58,2.38,12.2,-,-,-,2.16,1.85,21.13,-,-,75.05,-
73,臺北市,2015/11/25,古亭,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-
74,臺北市,2015/11/25,古亭,1.4,0.47,-,23.5,34,-,20.88,3.59,17.29,2.04,0.105,1.934,2.24,1.75,21.23,-,-,80.3,-
75,臺北市,2015/11/25,中山,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-
76,臺北市,2015/11/25,中山,1,0.6,-,23,23,-,29.41,8.58,20.84,2.059,0.16,1.899,1.59,0.93,22.33,-,-,73.53,-
77,臺北市,2015/11/25,大同,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-
78,臺北市,2015/11/25,大同,2.8,1.02,-,-,41,-,56.16,32.18,23.98,2.359,0.302,2.057,-,-,-,-,-,-,-
79,臺北市,2015/11/25,萬華,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-
80,臺北市,2015/11/25,萬華,1.6,0.49,-,24.6,24,-,25.59,5.2,20.4,-,-,-,1.86,1.52,22.65,-,-,71.97,-
81,臺北市,2015/11/25,陽明,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-
82,臺北市,2015/11/25,陽明,1.1,0.24,406.07,43.7,8,-,2.62,0.69,1.92,-,-,-,-,-,14.72,3.13,4.21,98.85,91.99
83,臺北市,2015/11/25,士林,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-
84,臺北市,2015/11/25,士林,2.3,0.37,-,29.8,21,-,12.97,2.01,10.96,-,-,-,1.62,0.82,21.54,-,-,71.31,-
85,臺北市,2015/11/24,松山,-,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-,-,-,-
86,臺北市,2015/11/24,松山,2.6,0.38,446.8,30.2,32,-,18.39,2.95,15.44,1.836,0.061,1.775,2.1,1.78,22.43,-,-,74.4,-
87,臺北市,2015/11/24,古亭,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-
88,臺北市,2015/11/24,古亭,2.7,0.45,-,26.5,43,-,21.55,3.5,18.05,2.042,0.101,1.942,2.42,2.17,22.54,-,-,79.35,-
89,臺北市,2015/11/24,中山,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-
90,臺北市,2015/11/24,中山,2.1,0.6,-,25,25,-,30.14,8.16,21.98,1.994,0.152,1.842,1.89,1.46,23.37,-,-,73.94,-
91,臺北市,2015/11/24,大同,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-
92,臺北市,2015/11/24,大同,2.7,1.01,-,-,42,-,55.82,30.42,25.4,2.269,0.303,1.966,-,-,-,-,-,-,-
93,臺北市,2015/11/24,萬華,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-
94,臺北市,2015/11/24,萬華,1.7,0.47,-,27.6,28,-,24.95,4.41,20.54,-,-,-,2.54,2.29,23.74,-,-,71.97,-
95,臺北市,2015/11/24,陽明,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-
96,臺北市,2015/11/24,陽明,0.7,0.21,403.46,47.1,7,-,2.35,0.74,1.61,-,-,-,-,-,15.75,1.55,4.18,99.28,79.75
97,臺北市,2015/11/24,士林,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-
98,臺北市,2015/11/24,士林,1.5,0.28,-,39.6,31,-,8.11,1.41,6.7,-,-,-,1.66,0.94,23.1,-,-,68.44,-
99,臺北市,2015/11/23,松山,-,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-,-,-,-
100,臺北市,2015/11/23,松山,1.9,0.33,439.98,30.9,24,-,15.49,3.19,12.31,1.843,0.077,1.767,2.56,2.19,23.75,-,-,81.07,-
101,臺北市,2015/11/23,古亭,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-
102,臺北市,2015/11/23,古亭,3.4,0.41,-,26.2,45,-,19.42,4.23,15.18,2.007,0.084,1.924,2.9,2.42,24.07,-,-,84.44,-
103,臺北市,2015/11/23,中山,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-
104,臺北市,2015/11/23,中山,2.3,0.53,-,26,24,-,25.17,7.33,17.83,1.954,0.134,1.82,2.35,1.84,24.89,-,-,79.82,-
105,臺北市,2015/11/23,大同,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-
106,臺北市,2015/11/23,大同,2.8,0.85,-,-,43,-,46.82,25.26,21.56,2.196,0.246,1.95,-,-,-,-,-,-,-
107,臺北市,2015/11/23,萬華,-,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-,-,-,-
108,臺北市,2015/11/23,萬華,1.9,0.4,-,29.2,28,-,20.12,3.64,16.5,-,-,-,3.01,2.66,25.19,-,-,78.48,-
109,臺北市,2015/11/23,陽明,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-
110,臺北市,2015/11/23,陽明,1.3,0.2,408.15,43.7,7,-,2.69,0.46,2.12,-,-,-,-,-,17.79,0.88,4.43,99.99,43.43
111,臺北市,2015/11/23,士林,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-
112,臺北市,2015/11/23,士林,1.4,0.29,-,36.8,22,-,8.58,1.51,7.06,-,-,-,2.17,1.49,24.69,-,-,74.41,-
113,臺北市,2015/11/22,松山,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-
114,臺北市,2015/11/22,松山,2.1,0.36,437.51,25.6,27,-,17.17,3.09,14.08,1.893,0.086,1.807,2.08,1.66,24.37,-,-,76.25,-
115,臺北市,2015/11/22,古亭,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-
116,臺北市,2015/11/22,古亭,2.2,0.34,-,27.7,29,-,16.23,2.99,13.24,1.991,0.066,1.925,3.05,2.66,25.27,-,-,74.9,-
117,臺北市,2015/11/22,中山,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-
118,臺北市,2015/11/22,中山,5.2,0.45,-,23.5,24,-,24.16,4.9,19.25,1.98,0.131,1.849,2.42,2.17,25.5,-,-,76.05,-
119,臺北市,2015/11/22,大同,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-
120,臺北市,2015/11/22,大同,5.2,0.65,-,-,44,-,40.96,19.26,21.71,2.138,0.179,1.959,-,-,-,-,-,-,-
121,臺北市,2015/11/22,萬華,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-
122,臺北市,2015/11/22,萬華,4.1,0.35,-,24.8,24,-,23.88,4.82,19.06,-,-,-,3.19,2.94,25.95,-,-,73.62,-
123,臺北市,2015/11/22,陽明,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-
124,臺北市,2015/11/22,陽明,1.9,0.18,407.9,44.3,10,-,3.62,1.67,1.95,-,-,-,-,-,18.69,0.83,4.22,97.24,61.71
125,臺北市,2015/11/22,士林,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-
126,臺北市,2015/11/22,士林,3,0.22,-,38.3,21,-,7.51,1.25,6.26,-,-,-,3.04,3.03,25.73,-,-,69.22,-
127,臺北市,2015/11/21,松山,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-
128,臺北市,2015/11/21,松山,2,0.43,442.17,19.3,13,-,24.03,4.73,19.29,1.934,0.139,1.795,1.57,1.14,23.39,-,-,79.51,-
129,臺北市,2015/11/21,古亭,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-
130,臺北市,2015/11/21,古亭,1.7,0.34,-,24.3,24,-,20.04,4.14,15.9,2.055,0.079,1.976,2.62,2.44,23.82,-,-,79.56,-
131,臺北市,2015/11/21,中山,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-
132,臺北市,2015/11/21,中山,2.7,0.51,-,18.5,18,-,30.4,8.42,21.98,2.028,0.162,1.865,2.63,2.34,24.34,-,-,79.66,-
133,臺北市,2015/11/21,大同,2.6,1.12,-,-,36,-,68.36,39.36,29,2.361,0.377,1.984,-,-,-,-,-,-,-
134,臺北市,2015/11/21,萬華,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-
135,臺北市,2015/11/21,萬華,2.7,0.42,-,19.6,16,-,30.18,7.69,22.49,-,-,-,2.87,2.6,24.85,-,-,76.47,-
136,臺北市,2015/11/21,陽明,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-
137,臺北市,2015/11/21,陽明,3.1,0.17,406.55,41,7,-,4.39,0.96,3.42,-,-,-,-,-,17.45,0.92,4.69,97.93,17.02
138,臺北市,2015/11/21,士林,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-
139,臺北市,2015/11/21,士林,2.2,0.23,-,34.4,18,-,10.45,1.37,9.07,-,-,-,3.15,3.04,24.63,-,-,71.94,-
140,臺北市,2015/11/20,松山,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-
141,臺北市,2015/11/20,松山,1.6,0.42,447.33,27.1,20,-,19.86,3.78,16.08,1.902,0.109,1.792,2.33,1.98,23.97,-,-,80.52,-
142,臺北市,2015/11/20,古亭,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-
143,臺北市,2015/11/20,古亭,2.1,0.49,-,23.6,30,-,23.46,4.82,18.63,2.061,0.109,1.952,3.11,2.83,24.27,-,-,84,-
144,臺北市,2015/11/20,中山,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-
145,臺北市,2015/11/20,中山,4.1,0.61,-,23.2,23,-,31.45,9.22,22.24,2.007,0.164,1.843,2.69,2.48,25.03,-,-,80.23,-
146,臺北市,2015/11/20,大同,4.9,0.89,-,-,-,-,50.96,25.41,25.55,2.232,0.266,1.966,-,-,-,-,-,-,-
147,臺北市,2015/11/20,萬華,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-
148,臺北市,2015/11/20,萬華,3.1,0.48,-,25.6,22,-,26.77,6.25,20.52,-,-,-,3.49,3.23,25.3,-,-,79.5,-
149,臺北市,2015/11/20,陽明,2.3,0.23,413.33,46.4,6,-,3.15,0.51,2.58,-,-,-,-,-,17.4,1.65,5.04,100,33.08
150,臺北市,2015/11/20,士林,8,0.29,-,34,22,-,14.2,1.58,12.6,-,-,-,3.23,3.03,25,-,-,74.4,-
151,臺北市,2015/11/19,松山,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-
152,臺北市,2015/11/19,松山,3.4,0.47,443.72,29.6,31,-,19.52,3.24,16.28,1.905,0.1,1.805,2.38,1.99,24.29,-,-,77.65,-
153,臺北市,2015/11/19,古亭,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-
154,臺北市,2015/11/19,古亭,3.2,0.53,-,27.2,40,-,20.92,3.56,17.36,2.055,0.092,1.963,3.06,2.7,24.44,-,-,81.69,-
155,臺北市,2015/11/19,中山,-,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-,-,-,-
156,臺北市,2015/11/19,中山,6.5,0.66,-,24.2,31,-,30.86,7.49,23.37,2.014,0.147,1.867,2.6,2.34,25.2,-,-,77.98,-
157,臺北市,2015/11/19,大同,6.1,1.06,-,-,-,-,55.4,27.98,27.42,2.269,0.294,1.975,-,-,-,-,-,-,-
158,臺北市,2015/11/19,萬華,-,-,-,-,-,12,-,-,-,-,-,-,-,-,-,-,-,-,-
159,臺北市,2015/11/19,萬華,5.5,0.5,-,27.6,29,-,25.17,4.6,20.58,-,-,-,3.24,3.06,25.39,-,-,77.69,-
160,臺北市,2015/11/19,陽明,1.4,0.3,413.28,46.3,6,-,3.01,0.59,2.37,-,-,-,-,-,18.31,0.5,4.03,100,5.97
161,臺北市,2015/11/19,士林,-,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-,-,-,-
162,臺北市,2015/11/19,士林,1.6,0.36,-,39.8,23,-,9.14,1.52,7.62,-,-,-,3.13,2.98,25.06,-,-,73.36,-
163,臺北市,2015/11/18,松山,3.1,0.63,436.55,18,45,-,35.18,11.45,23.72,2.076,0.22,1.856,1.58,1.21,26.44,-,-,72.26,-
164,臺北市,2015/11/18,古亭,-,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-,-,-,-
165,臺北市,2015/11/18,古亭,3.5,0.62,-,18,52,-,29.28,6.82,22.46,2.12,0.184,1.936,1.94,1.46,26.24,-,-,78.96,-
166,臺北市,2015/11/18,中山,-,-,-,-,-,21,-,-,-,-,-,-,-,-,-,-,-,-,-
167,臺北市,2015/11/18,中山,3.1,0.75,-,17.4,40,-,38.58,11.25,27.32,2.177,0.272,1.905,1.77,1.1,27.3,-,-,74.22,-
168,臺北市,2015/11/18,大同,4.4,1.71,-,-,-,-,76.75,44.44,32.31,2.644,0.584,2.06,-,-,-,-,-,-,-
169,臺北市,2015/11/18,萬華,-,-,-,-,-,20,-,-,-,-,-,-,-,-,-,-,-,-,-
170,臺北市,2015/11/18,萬華,2.2,0.65,-,18.6,38,-,29.63,6.3,23.32,-,-,-,1.68,1.18,27.49,-,-,73.54,-
171,臺北市,2015/11/18,陽明,-,-,-,-,-,16,-,-,-,-,-,-,-,-,-,-,-,-,-
172,臺北市,2015/11/18,陽明,3,0.26,414.97,43.2,18,-,7.19,0.74,6.39,-,-,-,-,-,21.31,0,0,94.64,0
173,臺北市,2015/11/18,士林,-,-,-,-,-,19,-,-,-,-,-,-,-,-,-,-,-,-,-
174,臺北市,2015/11/18,士林,3.8,0.54,-,22.2,32,-,24.51,5.16,19.35,-,-,-,1.79,1.49,26.57,-,-,73,-
175,臺北市,2015/11/17,松山,3.5,0.85,445.72,23.3,-,-,44.95,15.26,29.69,2.277,0.331,1.946,1.18,0.84,26.55,-,-,70.05,-
176,臺北市,2015/11/17,古亭,-,-,-,-,-,18,-,-,-,-,-,-,-,-,-,-,-,-,-
177,臺北市,2015/11/17,古亭,3,0.79,-,24.2,45,-,36.81,10,26.81,2.238,0.253,1.985,1.37,1.15,26.65,-,-,74.45,-
178,臺北市,2015/11/17,中山,-,-,-,-,-,29,-,-,-,-,-,-,-,-,-,-,-,-,-
179,臺北市,2015/11/17,中山,4.3,1.1,-,20.6,44,-,56.52,17.74,38.78,2.415,0.402,2.013,1.24,0.8,27.77,-,-,68.45,-
180,臺北市,2015/11/17,大同,5.2,2.3,-,-,53,-,102.73,58.34,44.39,3.033,0.816,2.217,-,-,-,-,-,-,-
181,臺北市,2015/11/17,萬華,-,-,-,-,-,25,-,-,-,-,-,-,-,-,-,-,-,-,-
182,臺北市,2015/11/17,萬華,2.3,0.87,-,25.3,39,-,40.14,10.43,29.71,-,-,-,1.07,0.76,27.91,-,-,67.98,-
183,臺北市,2015/11/17,陽明,-,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-,-,-,-
184,臺北市,2015/11/17,陽明,4.8,0.31,411.76,58.7,20,-,7.91,0.86,7.04,-,-,-,-,-,21.41,0,0,87.04,0
185,臺北市,2015/11/17,士林,-,-,-,-,-,23,-,-,-,-,-,-,-,-,-,-,-,-,-
186,臺北市,2015/11/17,士林,3.2,0.77,-,23.9,37,-,34.31,6.52,27.79,-,-,-,1.07,0.92,26.56,-,-,70.62,-
187,臺北市,2015/11/16,松山,4,0.66,-,31,-,-,29.74,5.23,24.51,2.07,0.204,1.866,1.46,1.12,26.12,-,-,71.9,-
188,臺北市,2015/11/16,古亭,-,-,-,-,-,20,-,-,-,-,-,-,-,-,-,-,-,-,-
189,臺北市,2015/11/16,古亭,3.8,0.75,-,29.1,52,-,34.7,6.43,28.28,2.252,0.238,2.014,1.75,1.35,26.63,-,-,76,-
190,臺北市,2015/11/16,中山,-,-,-,-,-,19,-,-,-,-,-,-,-,-,-,-,-,-,-
191,臺北市,2015/11/16,中山,4.2,0.88,-,30,45,-,41.19,10.64,30.56,2.205,0.261,1.945,1.94,1.31,27.08,-,-,73.17,-
192,臺北市,2015/11/16,大同,-,-,-,-,-,24,-,-,-,-,-,-,-,-,-,-,-,-,-
193,臺北市,2015/11/16,大同,5.4,1.68,-,-,61,-,82.29,41.59,40.7,2.656,0.544,2.112,-,-,-,-,-,-,-
194,臺北市,2015/11/16,萬華,-,-,-,-,-,26,-,-,-,-,-,-,-,-,-,-,-,-,-
195,臺北市,2015/11/16,萬華,4.9,0.78,-,30.9,43,-,37.72,5.99,31.73,-,-,-,1.74,1.47,27.57,-,-,71.61,-
196,臺北市,2015/11/16,陽明,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-
197,臺北市,2015/11/16,陽明,1.7,0.24,405.29,44.2,12,-,4.21,0.72,3.46,-,-,-,-,-,20.54,0,0,91.07,0
198,臺北市,2015/11/16,士林,-,-,-,-,-,22,-,-,-,-,-,-,-,-,-,-,-,-,-
