序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
1,臺北市,2004/05/31,松山,1.7,0.95,425.72,12.0,-,39,-,57.32,23.27,34.04,-,-,-,26.15,-,81.19,45.0,-
2,臺北市,2004/05/31,古亭,0.7,1.1,-,10.6,-,38,-,61.9,25.05,36.85,3.325,0.701,2.62,25.3,-,78.2,38.0,-
3,臺北市,2004/05/31,中山,3.5,1.11,-,-,-,37,-,74.57,34.92,39.72,2.712,0.459,-,28.84,-,80.39,37.0,-
4,臺北市,2004/05/31,大同,-,-,-,-,-,-,-,-,-,-,3.268,0.819,2.45,27.03,-,-,18.0,-
5,臺北市,2004/05/31,萬華,2.9,1.05,-,12.8,-,33,21.0,47.05,14.76,32.3,-,-,-,27.47,-,81.11,34.0,-
6,臺北市,2004/05/31,陽明,1.2,0.08,376.18,31.3,39,19,-,4.01,0.29,3.88,-,-,-,-,-,88.0,41.0,-
7,臺北市,2004/05/31,士林,1.3,0.79,-,12.8,-,29,-,40.07,12.0,28.07,-,-,-,26.59,-,83.18,34.0,-
8,臺北市,2004/05/30,松山,1.6,0.83,419.67,19.8,-,47,-,40.74,10.63,30.11,-,-,-,27.49,-,75.53,56.0,-
9,臺北市,2004/05/30,古亭,0.5,0.79,-,12.7,-,43,-,39.37,10.04,29.34,3.074,0.537,2.54,26.05,-,73.69,43.0,-
10,臺北市,2004/05/30,中山,3.1,0.82,-,16.6,-,48,-,51.06,15.13,36.07,2.378,0.15,-,30.22,-,73.95,48.0,-
11,臺北市,2004/05/30,大同,3.7,1.17,-,10.7,-,47,-,72.23,32.08,40.15,3.025,0.595,2.43,28.17,-,-,47.0,-
12,臺北市,2004/05/30,萬華,2.8,0.8,-,20.3,-,42,28.0,31.11,6.01,25.12,-,-,-,28.13,-,77.58,54.0,-
13,臺北市,2004/05/30,陽明,1.1,0.12,375.94,37.3,44,22,-,5.27,0.63,4.65,-,-,-,-,-,86.0,47.0,-
14,臺北市,2004/05/30,士林,2.1,0.68,-,16.0,-,35,-,33.14,7.51,25.63,-,-,-,27.64,-,80.17,35.0,-
15,臺北市,2004/05/29,松山,4.5,0.94,424.98,37.3,-,71,-,45.68,9.41,36.26,-,-,-,28.8,-,69.65,105.0,-
