序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
1,臺北市,2001/05/31,松山,1.9,0.66,28.8,-,23,-,28.7,5.67,23.04,-,-,-,22.58,-,-,35.0,-
2,臺北市,2001/05/31,古亭,1.5,0.77,27.0,-,23,9,31.81,7.43,24.38,2.124,0.2,1.93,23.67,-,-,36.0,-
3,臺北市,2001/05/31,中山,0.9,0.78,27.6,-,22,-,33.44,5.8,27.64,2.429,0.26,2.17,23.17,-,-,32.0,-
4,臺北市,2001/05/31,大同,4.4,3.56,-,-,58,-,166.09,111.46,54.63,4.051,1.83,2.22,23.97,-,-,58.0,-
5,臺北市,2001/05/31,萬華,1.0,0.82,31.3,-,24,-,34.79,6.99,27.8,-,-,-,23.57,-,-,37.0,-
6,臺北市,2001/05/31,陽明,0.1,0.35,56.9,-,13,-,0.73,0.0,0.73,-,-,-,17.41,-,98.0,60.0,-
7,臺北市,2001/05/31,士林,0.5,0.68,30.1,-,21,-,20.17,1.34,18.84,-,-,-,22.26,-,-,36.0,-
8,臺北市,2001/05/30,松山,2.5,0.95,10.4,-,24,-,43.84,18.04,25.8,-,-,-,26.15,-,-,28.0,-
9,臺北市,2001/05/30,古亭,3.3,1.09,8.6,-,30,17,50.83,22.85,27.98,2.569,0.59,1.98,27.17,-,-,30.0,-
10,臺北市,2001/05/30,中山,2.7,1.14,8.9,-,32,-,52.0,24.54,27.47,2.933,0.61,2.32,26.4,-,-,32.0,-
11,臺北市,2001/05/30,大同,5.2,2.37,-,-,42,-,99.95,64.81,35.14,3.417,1.05,2.37,26.7,-,-,42.0,-
12,臺北市,2001/05/30,萬華,2.6,1.08,11.0,-,34,-,44.04,15.91,28.13,-,-,-,27.04,-,-,34.0,-
13,臺北市,2001/05/30,陽明,0.5,0.21,43.2,-,12,-,5.85,0.04,5.81,-,-,-,21.53,-,99.0,47.0,-
14,臺北市,2001/05/30,士林,1.6,0.9,11.3,-,33,-,36.37,15.91,20.46,-,-,-,25.54,-,-,33.0,-
15,臺北市,2001/05/29,松山,3.6,1.04,18.3,-,29,-,47.06,17.52,29.54,-,-,-,24.76,-,-,37.0,-
16,臺北市,2001/05/29,古亭,3.3,1.09,18.7,-,30,20,45.76,15.67,30.09,2.413,0.44,1.97,26.34,-,-,34.0,-
17,臺北市,2001/05/29,中山,4.3,1.14,17.1,-,38,-,48.66,16.8,31.86,2.644,0.4,2.25,25.6,-,-,38.0,-
18,臺北市,2001/05/29,大同,8.4,3.61,-,-,67,-,148.1,101.59,46.51,4.214,1.85,2.36,26.23,-,-,61.0,-
19,臺北市,2001/05/29,萬華,2.7,0.98,21.0,-,29,-,41.93,12.43,29.5,-,-,-,26.16,-,-,33.0,-
20,臺北市,2001/05/29,陽明,0.0,0.23,46.9,-,12,-,0.89,0.01,0.88,-,-,-,21.33,-,99.0,50.0,-
21,臺北市,2001/05/29,士林,3.8,0.75,22.5,-,31,-,28.31,6.14,22.17,-,-,-,24.98,-,-,34.0,-
22,臺北市,2001/05/28,松山,2.3,0.64,30.1,-,46,-,25.6,4.46,21.14,-,-,-,24.92,-,-,46.0,-
23,臺北市,2001/05/28,古亭,2.6,0.71,30.6,-,41,31,26.27,4.5,21.77,1.972,0.16,1.81,26.3,-,-,41.0,-
24,臺北市,2001/05/28,中山,1.8,0.77,32.5,-,45,-,28.17,5.76,22.41,2.337,0.24,2.1,25.97,-,-,45.0,-
25,臺北市,2001/05/28,大同,6.0,3.27,-,-,71,-,143.57,92.17,51.4,3.914,1.7,2.21,27.05,-,-,60.0,-
26,臺北市,2001/05/28,萬華,1.4,0.87,36.3,-,45,-,20.89,1.74,19.15,-,-,-,26.0,-,-,45.0,-
27,臺北市,2001/05/28,陽明,-,-,-,-,-,-,-,-,-,-,-,-,-,-,99.0,-,-
28,臺北市,2001/05/28,士林,0.6,0.53,44.2,-,32,-,10.12,1.34,8.77,-,-,-,26.36,-,-,43.0,-
29,臺北市,2001/05/27,松山,2.8,0.61,34.6,-,51,-,18.97,2.41,16.56,-,-,-,27.81,-,-,51.0,-
30,臺北市,2001/05/27,古亭,2.6,0.6,32.4,-,50,34,22.26,4.59,17.67,2.091,0.17,1.92,28.71,-,-,51.0,-
31,臺北市,2001/05/27,中山,2.9,0.59,35.5,-,68,-,22.92,3.49,19.43,2.554,0.24,2.31,28.05,-,-,59.0,-
32,臺北市,2001/05/27,大同,5.0,1.8,-,-,56,-,89.73,49.51,40.22,3.008,0.8,2.21,28.76,-,-,53.0,-
33,臺北市,2001/05/27,萬華,3.0,0.73,36.4,-,65,-,23.05,2.58,20.47,-,-,-,28.55,-,-,57.0,-
34,臺北市,2001/05/27,陽明,-,-,-,-,-,-,-,-,-,-,-,-,-,-,80.0,-,-
35,臺北市,2001/05/27,士林,1.2,0.54,40.6,-,24,-,12.63,1.09,11.54,-,-,-,28.35,-,-,53.0,-
36,臺北市,2001/05/26,松山,3.6,0.99,47.8,-,68,-,35.78,4.87,30.91,-,-,-,28.95,-,-,93.0,-
37,臺北市,2001/05/26,古亭,2.3,1.04,47.3,-,67,46,40.42,9.26,31.15,2.359,0.35,2.01,29.5,-,-,112.0,-
38,臺北市,2001/05/26,中山,4.9,1.18,43.6,-,88,-,49.58,9.07,40.51,3.31,0.61,2.7,28.99,-,-,92.0,-
39,臺北市,2001/05/26,大同,7.5,2.55,-,-,102,-,108.8,53.96,54.84,3.694,1.04,2.66,29.51,-,-,76.0,-
40,臺北市,2001/05/26,萬華,3.5,1.13,44.9,-,84,-,46.33,10.32,36.01,-,-,-,29.33,-,-,100.0,-
41,臺北市,2001/05/26,陽明,4.0,0.54,78.6,-,40,-,7.83,0.11,7.72,-,-,-,24.95,-,71.0,90.0,-
42,臺北市,2001/05/26,士林,3.0,0.99,48.6,-,63,-,31.98,2.73,29.25,-,-,-,28.4,-,-,102.0,-
43,臺北市,2001/05/25,松山,0.8,0.67,30.5,-,38,-,29.41,7.89,21.52,-,-,-,28.18,-,-,50.0,-
44,臺北市,2001/05/25,古亭,0.8,0.67,32.3,-,39,29,32.31,9.0,23.32,2.139,0.25,1.89,29.53,-,-,57.0,-
45,臺北市,2001/05/25,中山,1.7,0.97,30.4,-,56,-,40.83,9.03,31.8,3.041,0.57,2.47,28.64,-,-,78.0,-
46,臺北市,2001/05/25,大同,5.9,3.66,-,-,88,-,173.14,113.56,59.57,4.162,1.81,2.36,29.34,-,-,69.0,-
47,臺北市,2001/05/25,萬華,1.6,0.87,36.2,-,54,-,32.37,5.59,26.77,-,-,-,29.01,-,-,91.0,-
48,臺北市,2001/05/25,陽明,1.4,0.31,54.1,-,16,-,3.28,0.01,3.27,-,-,-,23.56,-,73.0,62.0,-
49,臺北市,2001/05/25,士林,1.2,0.68,38.1,-,34,-,23.15,3.99,19.16,-,-,-,28.15,-,-,80.0,-
50,臺北市,2001/05/24,松山,8.6,1.08,44.9,-,57,-,49.92,10.16,39.76,-,-,-,27.06,-,-,137.0,-
51,臺北市,2001/05/24,古亭,7.3,1.01,53.3,-,68,47,46.61,9.13,37.48,2.42,0.4,2.02,28.2,-,-,158.0,-
52,臺北市,2001/05/24,中山,6.8,1.12,43.9,-,81,-,48.7,7.7,41.0,3.333,0.64,2.69,27.45,-,-,98.0,-
53,臺北市,2001/05/24,大同,9.4,3.34,-,-,100,-,158.37,87.34,71.03,4.117,1.72,2.4,28.08,-,-,75.0,-
54,臺北市,2001/05/24,萬華,6.3,1.13,52.3,-,74,-,39.9,2.83,37.07,-,-,-,27.89,-,-,146.0,-
55,臺北市,2001/05/24,陽明,4.4,0.36,76.6,-,28,-,5.21,0.04,5.17,-,-,-,23.62,-,67.0,91.0,-
56,臺北市,2001/05/24,士林,4.2,0.9,47.8,-,58,-,22.17,3.41,18.76,-,-,-,27.15,-,-,88.0,-
57,臺北市,2001/05/23,松山,9.0,1.06,21.7,-,42,-,54.79,18.25,36.54,-,-,-,25.22,-,-,71.0,-
58,臺北市,2001/05/23,古亭,5.9,1.1,28.3,-,43,30,53.59,17.68,35.9,-,-,-,26.82,-,-,79.0,-
59,臺北市,2001/05/23,中山,6.9,1.3,18.2,-,57,-,70.43,27.98,42.45,3.219,0.76,2.46,25.83,-,-,56.0,-
60,臺北市,2001/05/23,大同,8.6,3.09,-,-,87,-,162.0,105.54,56.46,4.173,1.59,2.58,26.38,-,-,68.0,-
61,臺北市,2001/05/23,萬華,6.0,1.16,31.6,-,47,-,50.3,12.34,37.96,-,-,-,26.33,-,-,79.0,-
62,臺北市,2001/05/23,陽明,0.4,0.33,53.8,-,18,-,2.38,0.16,2.22,-,-,-,21.47,-,82.0,58.0,-
63,臺北市,2001/05/23,士林,2.4,1.02,27.5,-,38,-,28.53,8.04,20.48,-,-,-,25.79,-,-,56.0,-
64,臺北市,2001/05/22,松山,2.0,1.31,6.1,-,31,-,63.97,28.45,35.53,-,-,-,23.83,-,-,31.0,-
65,臺北市,2001/05/22,古亭,1.3,1.25,5.2,-,32,19,60.24,29.46,30.79,2.721,0.66,2.06,24.65,-,-,32.0,-
66,臺北市,2001/05/22,中山,2.3,1.56,6.8,-,44,-,73.76,36.44,37.32,3.653,1.0,2.66,23.73,-,-,44.0,-
67,臺北市,2001/05/22,大同,3.6,2.92,-,-,41,-,137.07,92.65,44.41,4.123,1.44,2.68,23.87,-,-,53.0,-
68,臺北市,2001/05/22,萬華,1.3,1.44,10.2,-,34,-,59.38,22.72,36.66,-,-,-,24.04,-,-,34.0,-
