序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
116,臺北市,2013/04/14,大同,4.3,2.3,-,-,-,46,33.0,127.05,79.17,47.88,3.252,0.791,2.46,-,-,46.0
117,臺北市,2013/04/14,萬華,3.8,1.41,-,12.9,28,35,29.0,78.8,37.32,41.48,-,-,-,18.54,88.69,35.0
118,臺北市,2013/04/14,陽明,1.2,0.26,406.85,55.8,62,14,11.0,2.72,0.81,1.91,-,-,-,12.74,90.6,56.0
119,臺北市,2013/04/14,士林,1.9,0.67,-,26.8,46,30,22.0,33.18,7.11,26.08,-,-,-,17.93,88.54,50.0
120,臺北市,2013/04/13,松山,2.4,0.68,427.31,23.2,39,34,14.0,44.17,10.98,33.19,2.298,0.267,2.03,18.35,78.22,38.0
121,臺北市,2013/04/13,古亭,1.8,0.83,-,26.5,48,43,26.0,50.39,17.5,32.89,2.322,0.285,2.04,18.9,77.98,50.0
122,臺北市,2013/04/13,中山,0.7,0.95,-,20.0,38,53,30.0,59.89,20.07,39.81,2.397,0.32,2.08,19.38,75.89,52.0
123,臺北市,2013/04/13,大同,3.0,1.68,-,-,-,50,26.0,97.91,52.7,45.21,2.733,0.589,2.14,-,-,50.0
124,臺北市,2013/04/13,萬華,2.6,0.87,-,18.6,38,35,25.0,60.2,20.2,40.0,-,-,-,19.34,75.54,38.0
125,臺北市,2013/04/13,陽明,1.5,0.19,406.31,56.0,61,18,13.0,2.53,0.94,1.59,-,-,-,12.81,95.39,54.0
126,臺北市,2013/04/13,士林,1.7,0.41,-,44.2,57,32,20.0,19.45,3.33,16.12,-,-,-,19.56,75.17,51.0
127,臺北市,2013/04/12,松山,2.8,0.43,416.97,37.5,48,35,15.0,29.21,4.5,24.71,2.035,0.133,1.9,14.81,82.27,48.0
128,臺北市,2013/04/12,古亭,1.4,0.42,-,42.7,48,36,22.0,22.54,3.89,18.65,2.009,0.089,1.92,15.09,84.96,46.0
129,臺北市,2013/04/12,中山,2.1,0.63,-,27.3,45,44,30.0,46.7,10.08,36.62,2.164,0.202,1.96,15.54,82.92,44.0
130,臺北市,2013/04/12,大同,3.6,1.65,-,-,-,48,29.0,102.5,56.43,46.08,2.616,0.608,2.01,-,-,48.0
131,臺北市,2013/04/12,萬華,2.2,0.51,-,27.0,40,29,21.0,38.64,6.36,32.28,-,-,-,15.5,81.41,39.0
132,臺北市,2013/04/12,陽明,1.0,0.18,406.27,61.7,64,14,10.0,2.26,1.01,1.23,-,-,-,9.16,93.67,54.0
133,臺北市,2013/04/12,士林,2.2,0.32,-,45.7,53,25,18.0,-,-,-,-,-,-,15.07,83.73,49.0
134,臺北市,2013/04/11,松山,2.5,0.49,427.26,40.0,56,66,21.0,31.59,4.04,27.55,2.097,0.156,1.94,17.28,79.23,58.0
135,臺北市,2013/04/11,古亭,1.7,0.52,-,43.5,58,66,34.0,27.32,3.56,23.76,2.035,0.125,1.91,17.56,81.33,58.0
136,臺北市,2013/04/11,中山,3.4,0.65,-,35.4,53,81,43.0,38.46,5.86,32.6,2.129,0.185,1.95,18.05,78.74,66.0
137,臺北市,2013/04/11,大同,3.6,1.27,-,-,-,78,39.0,76.77,32.76,44.01,2.448,0.431,2.02,-,-,64.0
138,臺北市,2013/04/11,萬華,3.1,0.52,-,33.9,49,64,32.0,34.48,4.82,29.66,-,-,-,17.88,74.09,57.0
139,臺北市,2013/04/11,陽明,2.2,0.23,408.28,65.5,69,27,17.0,2.79,0.45,2.31,-,-,-,11.09,96.7,59.0
140,臺北市,2013/04/11,士林,2.0,0.33,-,58.6,68,61,31.0,-,-,-,-,-,-,17.8,78.09,58.0
141,臺北市,2013/04/10,松山,3.0,0.54,437.55,48.3,67,100,28.0,30.65,3.05,27.6,2.079,0.154,1.92,18.12,67.47,75.0
142,臺北市,2013/04/10,古亭,2.9,0.49,-,53.7,63,100,42.0,20.77,2.25,18.51,2.053,0.106,1.95,18.25,70.05,75.0
143,臺北市,2013/04/10,中山,3.6,0.71,-,42.2,62,114,49.0,42.6,6.15,36.45,2.206,0.225,1.98,19.1,65.47,82.0
144,臺北市,2013/04/10,大同,5.0,1.52,-,-,-,114,47.0,82.33,33.86,48.47,2.55,0.521,2.03,-,-,82.0
145,臺北市,2013/04/10,萬華,4.1,0.59,-,40.5,58,96,43.0,34.89,4.11,30.79,-,-,-,18.98,66.02,73.0
146,臺北市,2013/04/10,陽明,3.5,0.28,409.34,72.0,79,60,29.0,3.01,1.07,1.94,-,-,-,11.11,91.22,75.0
147,臺北市,2013/04/10,士林,3.8,0.34,-,65.9,73,97,42.0,10.76,1.2,9.57,-,-,-,18.78,67.66,74.0
148,臺北市,2013/04/09,松山,1.9,0.57,439.89,35.9,39,43,25.0,29.18,3.21,25.97,2.159,0.175,1.98,18.95,81.0,45.0
149,臺北市,2013/04/09,古亭,2.3,0.67,-,34.4,38,52,35.0,31.74,5.45,26.29,2.176,0.185,1.99,19.12,83.74,51.0
150,臺北市,2013/04/09,中山,1.8,0.82,-,29.3,35,65,39.0,41.3,7.57,33.73,2.295,0.246,2.05,19.69,81.04,58.0
151,臺北市,2013/04/09,大同,2.7,1.72,-,-,-,61,38.0,84.17,42.07,42.1,2.672,0.576,2.1,-,-,56.0
152,臺北市,2013/04/09,萬華,2.0,0.69,-,28.7,33,47,34.0,36.81,6.15,30.66,-,-,-,19.53,81.18,47.0
153,臺北市,2013/04/09,陽明,1.2,0.32,407.03,57.8,68,16,14.0,3.0,0.95,2.05,-,-,-,12.91,99.99,58.0
154,臺北市,2013/04/09,士林,1.5,0.55,-,38.0,46,40,31.0,24.97,2.51,22.5,-,-,-,18.84,86.72,52.0
155,臺北市,2013/04/08,松山,2.7,0.73,445.66,29.5,40,44,25.0,35.39,7.72,27.66,2.212,0.216,2.0,20.06,63.73,44.0
156,臺北市,2013/04/08,古亭,1.8,0.82,-,27.8,39,60,30.0,38.36,10.18,28.18,2.256,0.228,2.03,20.61,63.64,55.0
157,臺北市,2013/04/08,中山,2.0,1.0,-,28.3,38,74,44.0,48.96,12.85,36.12,2.363,0.303,2.06,21.18,61.92,62.0
158,臺北市,2013/04/08,大同,3.9,2.16,-,-,-,67,46.0,91.66,48.58,43.08,2.859,0.729,2.13,-,-,58.0
159,臺北市,2013/04/08,萬華,2.5,0.87,-,26.2,40,60,37.0,40.29,8.06,32.23,-,-,-,21.0,62.41,55.0
160,臺北市,2013/04/08,陽明,2.1,0.41,408.11,54.0,63,32,26.0,8.45,1.68,6.77,-,-,-,13.9,91.36,63.0
161,臺北市,2013/04/08,士林,2.5,0.65,-,37.9,55,52,35.0,28.07,4.42,23.65,-,-,-,20.74,68.46,62.0
162,臺北市,2013/04/07,松山,4.0,0.42,435.13,51.5,60,67,33.0,15.05,1.7,13.34,2.001,0.079,1.92,16.02,52.92,58.0
163,臺北市,2013/04/07,古亭,3.2,0.42,-,48.3,59,72,37.0,14.72,2.34,12.39,2.004,0.075,1.93,16.24,57.98,61.0
164,臺北市,2013/04/07,中山,3.1,0.51,-,45.0,51,78,45.0,21.61,3.06,18.54,2.05,0.119,1.93,16.93,53.05,64.0
165,臺北市,2013/04/07,大同,3.7,0.83,-,-,-,81,46.0,45.82,16.07,29.75,2.19,0.229,1.96,-,-,66.0
166,臺北市,2013/04/07,萬華,4.0,0.43,-,41.9,48,68,41.0,21.8,3.37,18.43,-,-,-,16.64,53.4,59.0
167,臺北市,2013/04/07,陽明,3.9,0.31,403.86,57.1,64,43,30.0,-,-,-,-,-,-,8.27,86.79,54.0
168,臺北市,2013/04/07,士林,3.8,0.35,-,55.4,62,69,40.0,9.61,2.27,7.33,-,-,-,16.49,58.9,60.0
169,臺北市,2013/04/06,松山,-,0.6,448.78,28.5,43,30,13.0,24.17,4.9,19.26,2.207,0.172,2.04,18.46,79.67,39.0
170,臺北市,2013/04/06,古亭,1.5,0.64,-,23.6,37,33,22.0,26.22,4.42,21.81,2.16,0.152,2.01,18.53,86.36,39.0
171,臺北市,2013/04/06,中山,1.7,0.82,-,20.5,33,43,29.0,38.51,11.24,27.27,2.346,0.227,2.12,19.33,79.93,43.0
172,臺北市,2013/04/06,大同,2.4,1.41,-,-,-,40,25.0,70.25,37.66,32.59,2.615,0.396,2.22,-,-,40.0
173,臺北市,2013/04/06,萬華,2.3,0.72,-,19.3,31,33,22.0,33.3,7.32,25.97,-,-,-,19.09,81.58,33.0
174,臺北市,2013/04/06,陽明,1.4,0.36,408.27,45.4,51,13,9.0,4.11,0.42,3.64,-,-,-,12.43,99.59,47.0
175,臺北市,2013/04/06,士林,1.9,0.6,-,30.1,44,29,18.0,21.27,6.18,15.1,-,-,-,18.78,83.22,41.0
176,臺北市,2013/04/05,松山,3.1,0.91,462.57,12.2,22,31,23.0,52.79,17.29,35.5,2.514,0.349,2.17,21.85,88.51,31.0
177,臺北市,2013/04/05,古亭,2.5,1.02,-,10.3,15,35,25.0,53.11,18.37,34.74,2.63,0.409,2.22,21.94,95.2,35.0
178,臺北市,2013/04/05,中山,2.8,1.26,-,7.1,11,52,36.0,72.09,32.91,39.18,2.827,0.475,2.35,22.47,90.25,51.0
179,臺北市,2013/04/05,大同,3.9,2.09,-,-,-,48,32.0,103.01,60.86,42.16,3.125,0.717,2.41,-,-,48.0
180,臺北市,2013/04/05,萬華,3.4,1.2,-,7.0,12,40,28.0,64.86,24.94,39.92,-,-,-,22.33,90.74,40.0
181,臺北市,2013/04/05,陽明,1.4,0.25,400.95,42.6,46,10,10.0,3.61,1.01,2.62,-,-,-,17.57,98.44,49.0
182,臺北市,2013/04/05,士林,2.2,0.71,-,10.7,16,27,22.0,33.94,5.83,28.11,-,-,-,21.89,92.44,27.0
183,臺北市,2013/04/04,松山,3.1,0.61,437.88,28.5,43,39,21.0,29.07,3.25,25.82,2.208,0.182,2.03,20.38,85.81,51.0
184,臺北市,2013/04/04,古亭,3.0,0.76,-,25.8,41,47,32.0,32.61,4.79,27.82,2.281,0.215,2.07,21.04,87.41,47.0
