序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","平均風速 WS_HR (m/sec)","平均風向 WD_HR (degress)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
1,臺北市,2007/06/30,松山,-,-,-,-,35,-,-,-,-,-,-,-,-,-,-,-,-,-,67.0,-
2,臺北市,2007/06/30,古亭,6.2,0.69,-,32.1,69,51,30.0,34.66,9.52,25.15,2.116,0.282,1.83,-,-,29.26,-,72.1,79.0,-
3,臺北市,2007/06/30,陽明,3.8,0.18,385.6,38.3,54,23,15.0,6.47,1.15,5.32,-,-,-,-,-,23.36,-,86.16,62.0,-
4,臺北市,2007/06/30,士林,-,-,-,-,56,-,-,-,-,-,-,-,-,-,-,-,-,-,71.0,-
5,臺北市,2007/06/30,萬華,5.7,0.66,-,36.5,71,48,27.0,26.72,5.09,21.63,-,-,-,-,-,30.98,-,67.7,81.0,-
6,臺北市,2007/06/30,中山,6.0,0.95,-,27.4,55,55,34.0,52.99,20.44,32.55,2.398,0.312,2.09,-,-,30.17,-,71.23,63.0,-
7,臺北市,2007/06/29,松山,5.7,0.77,413.93,24.6,56,43,28.0,43.68,18.08,25.59,2.325,0.367,1.96,-,-,29.25,-,75.92,69.0,-
8,臺北市,2007/06/29,古亭,3.7,0.86,-,19.9,51,47,27.0,43.47,16.11,27.36,2.292,0.439,1.85,-,-,28.44,-,80.17,66.0,-
9,臺北市,2007/06/29,陽明,2.4,0.15,390.74,31.5,48,17,12.0,5.74,1.48,4.26,-,-,-,-,-,23.02,-,90.81,53.0,-
10,臺北市,2007/06/29,士林,2.9,0.75,-,31.7,67,50,23.0,36.49,15.46,21.02,-,-,-,-,-,29.1,-,79.65,70.0,-
11,臺北市,2007/06/29,萬華,4.1,0.95,-,25.5,58,46,29.0,36.13,10.44,25.7,-,-,-,-,-,29.91,-,77.33,70.0,-
12,臺北市,2007/06/29,中山,4.1,1.35,-,25.4,53,55,34.0,68.9,34.97,33.92,2.529,0.472,2.06,-,-,29.73,-,77.57,60.0,-
13,臺北市,2007/06/28,松山,5.5,0.76,418.26,19.8,40,44,29.0,43.69,13.09,30.61,2.359,0.421,1.94,-,-,28.8,-,77.9,52.0,-
14,臺北市,2007/06/28,古亭,5.9,0.91,-,18.8,42,50,27.0,47.15,16.46,30.69,2.38,0.503,1.88,-,-,27.98,-,80.51,62.0,-
15,臺北市,2007/06/28,陽明,1.8,0.15,388.33,36.5,45,15,13.0,5.0,1.98,3.02,-,-,-,-,-,22.76,-,91.64,41.0,-
16,臺北市,2007/06/28,士林,2.8,0.67,-,21.7,45,50,24.0,29.96,8.18,21.78,-,-,-,-,-,28.69,-,80.18,50.0,-
17,臺北市,2007/06/28,萬華,6.4,0.97,-,21.0,46,41,26.0,41.2,10.85,30.35,-,-,-,-,-,29.39,-,77.7,58.0,-
18,臺北市,2007/06/28,中山,4.8,1.2,-,16.1,33,57,33.0,64.44,26.49,37.96,2.653,0.523,2.13,-,-,28.95,-,78.45,54.0,-
19,臺北市,2007/06/27,松山,7.3,0.74,413.66,17.6,34,37,23.0,48.75,15.98,32.77,2.255,0.36,1.9,-,-,27.55,-,84.1,37.0,-
20,臺北市,2007/06/27,古亭,5.7,0.84,-,17.2,38,41,22.0,47.77,15.18,32.58,2.273,0.358,1.92,-,-,27.07,-,84.61,57.0,-
21,臺北市,2007/06/27,陽明,2.5,0.16,394.84,34.6,53,16,13.0,7.2,2.52,4.68,-,-,-,-,-,22.2,-,92.98,53.0,-
22,臺北市,2007/06/27,士林,2.8,0.76,-,25.4,55,50,24.0,36.74,8.36,28.36,-,-,-,-,-,27.65,-,84.88,69.0,-
23,臺北市,2007/06/27,萬華,6.1,0.99,-,20.9,47,35,22.0,43.55,12.1,31.45,-,-,-,-,-,28.59,-,81.59,57.0,-
24,臺北市,2007/06/27,中山,5.3,1.07,-,16.8,34,45,31.0,64.32,23.7,40.61,2.495,0.38,2.12,-,-,27.81,-,84.28,45.0,-
25,臺北市,2007/06/26,松山,4.8,0.71,417.22,22.6,47,45,30.0,43.23,13.27,29.96,2.304,0.358,1.95,-,-,28.36,-,80.48,64.0,-
26,臺北市,2007/06/26,古亭,4.0,0.73,-,22.5,47,47,30.0,37.3,9.63,27.67,2.166,0.271,1.9,-,-,28.08,-,79.2,76.0,-
27,臺北市,2007/06/26,陽明,2.9,0.18,393.63,31.8,45,16,11.0,7.73,0.71,7.04,-,-,-,-,-,22.71,-,89.64,50.0,-
28,臺北市,2007/06/26,士林,2.7,0.53,-,29.3,58,44,19.0,25.06,3.74,21.33,-,-,-,-,-,28.97,-,76.14,72.0,-
29,臺北市,2007/06/26,萬華,4.5,0.9,-,26.4,57,48,26.0,40.21,10.03,30.18,-,-,-,-,-,29.96,-,74.71,81.0,-
30,臺北市,2007/06/26,中山,4.2,0.93,-,17.8,38,56,33.0,51.66,16.66,34.99,2.361,0.284,2.08,-,-,29.0,-,77.72,66.0,-
31,臺北市,2007/06/25,松山,6.1,0.71,414.91,16.2,28,46,28.0,43.09,10.33,32.76,2.236,0.368,1.87,-,-,29.28,-,74.8,46.0,-
32,臺北市,2007/06/25,古亭,4.4,0.73,-,19.4,36,53,28.0,38.51,9.04,29.47,2.142,0.273,1.87,-,-,29.47,-,72.16,52.0,-
33,臺北市,2007/06/25,陽明,2.7,0.21,392.48,33.5,48,24,15.0,9.03,0.88,8.15,-,-,-,-,-,23.19,-,87.89,52.0,-
34,臺北市,2007/06/25,士林,4.7,0.53,-,24.9,41,50,20.0,28.26,5.65,22.6,-,-,-,-,-,29.86,-,72.19,50.0,-
35,臺北市,2007/06/25,萬華,5.7,0.71,-,17.3,34,44,25.0,33.97,6.82,27.14,-,-,-,-,-,31.44,-,66.9,44.0,-
36,臺北市,2007/06/25,中山,6.9,0.95,-,14.0,23,68,35.0,60.91,22.79,38.12,2.382,0.303,2.08,-,-,30.0,-,72.68,59.0,-
37,臺北市,2007/06/24,松山,2.4,0.59,410.93,28.1,45,42,30.0,30.5,8.76,21.74,2.111,0.271,1.84,-,-,30.28,-,68.89,44.0,-
38,臺北市,2007/06/24,古亭,2.4,0.62,-,20.5,36,46,23.0,28.11,8.31,19.8,2.025,0.165,1.86,-,-,29.3,-,72.74,46.0,-
39,臺北市,2007/06/24,陽明,2.5,0.21,395.52,34.4,37,26,17.0,8.4,2.09,6.31,-,-,-,-,-,23.54,-,86.66,46.0,-
40,臺北市,2007/06/24,士林,2.4,0.58,-,32.4,50,52,26.0,23.08,4.68,18.4,-,-,-,-,-,30.58,-,68.81,51.0,-
41,臺北市,2007/06/24,萬華,2.8,0.59,-,24.5,40,39,21.0,27.42,8.65,18.77,-,-,-,-,-,31.25,-,66.84,40.0,-
42,臺北市,2007/06/24,中山,2.3,0.77,-,22.2,38,66,32.0,40.93,14.33,26.6,2.292,0.206,2.09,-,-,30.55,-,69.64,58.0,-
43,臺北市,2007/06/23,松山,6.0,0.88,425.05,38.7,88,59,42.0,45.71,8.99,36.73,2.333,0.411,1.92,-,-,28.93,-,78.04,103.0,-
44,臺北市,2007/06/23,古亭,4.9,0.93,-,31.4,73,61,37.0,45.09,12.07,33.02,2.252,0.327,1.93,-,-,28.25,-,79.88,94.0,-
45,臺北市,2007/06/23,陽明,3.8,0.28,403.46,59.6,80,36,21.0,9.53,1.68,7.83,-,-,-,-,-,23.47,-,85.16,75.0,-
46,臺北市,2007/06/23,士林,3.7,0.92,-,38.5,82,68,43.0,38.14,4.57,33.57,-,-,-,-,-,29.48,-,76.55,98.0,-
47,臺北市,2007/06/23,萬華,5.0,1.09,-,46.2,86,62,34.0,38.53,5.14,33.39,-,-,-,-,-,30.47,-,74.85,92.0,-
48,臺北市,2007/06/23,中山,4.7,1.14,-,31.7,71,76,44.0,60.91,17.64,43.27,2.511,0.405,2.11,-,-,29.48,-,77.23,84.0,-
49,臺北市,2007/06/22,松山,5.6,0.72,418.68,38.2,87,47,34.0,37.31,11.17,26.14,2.257,0.353,1.91,-,-,30.12,-,68.52,126.0,-
50,臺北市,2007/06/22,古亭,4.5,0.82,-,33.3,74,56,33.0,40.16,11.4,28.76,2.143,0.285,1.86,-,-,29.49,-,70.78,91.0,-
51,臺北市,2007/06/22,陽明,3.5,0.24,394.45,50.4,66,30,20.0,9.36,0.79,8.53,-,-,-,-,-,23.82,-,83.99,84.0,-
52,臺北市,2007/06/22,士林,4.3,0.69,-,34.2,71,63,28.0,29.2,5.15,24.05,-,-,-,-,-,30.62,-,66.07,103.0,-
53,臺北市,2007/06/22,萬華,4.5,0.79,-,35.4,67,54,34.0,30.36,5.07,25.3,-,-,-,-,-,31.49,-,65.61,80.0,-
54,臺北市,2007/06/22,中山,3.8,0.85,-,31.1,65,57,35.0,42.4,10.96,31.44,2.35,0.484,1.87,-,-,30.59,-,68.03,76.0,-
55,臺北市,2007/06/21,松山,5.7,0.76,418.59,36.1,77,58,40.0,40.81,11.68,29.13,2.334,0.389,1.95,-,-,29.15,-,74.41,81.0,-
56,臺北市,2007/06/21,士林,4.7,0.59,-,47.1,95,61,35.0,24.82,2.83,21.99,-,-,-,-,-,29.9,-,69.94,108.0,-
57,臺北市,2007/06/21,陽明,3.9,0.29,397.43,61.7,84,41,36.0,9.23,1.68,7.55,-,-,-,-,-,23.29,-,86.76,83.0,-
58,臺北市,2007/06/21,中山,4.5,1.03,-,36.1,73,69,46.0,50.42,10.95,39.47,2.415,0.361,2.05,-,-,29.71,-,72.78,78.0,-
59,臺北市,2007/06/21,萬華,5.1,0.98,-,44.8,88,67,42.0,35.18,5.4,29.79,-,-,-,-,-,30.43,-,70.84,97.0,-
60,臺北市,2007/06/21,古亭,5.5,0.87,-,36.5,77,66,41.0,42.63,9.96,32.67,2.259,0.343,1.92,-,-,28.89,-,73.94,81.0,-
61,臺北市,2007/06/20,松山,3.9,0.67,410.84,33.4,71,44,30.0,35.58,9.59,25.97,2.161,0.293,1.87,-,-,28.52,-,74.78,76.0,-
62,臺北市,2007/06/20,士林,3.6,0.47,-,32.8,56,51,23.0,20.05,2.38,17.66,-,-,-,-,-,29.61,-,69.7,56.0,-
63,臺北市,2007/06/20,陽明,3.3,0.19,393.63,47.4,57,27,22.0,6.52,1.3,5.22,-,-,-,-,-,22.98,-,85.89,55.0,-
64,臺北市,2007/06/20,中山,2.0,0.79,-,27.4,48,50,32.0,37.71,11.16,26.55,2.329,0.655,1.68,-,-,29.76,-,69.58,53.0,-
65,臺北市,2007/06/20,萬華,3.5,0.67,-,35.9,65,47,27.0,26.58,5.02,21.56,-,-,-,-,-,30.66,-,67.4,63.0,-
66,臺北市,2007/06/20,古亭,4.0,0.74,-,28.9,65,52,28.0,36.72,9.49,27.23,2.153,0.273,1.88,-,-,28.4,-,74.18,76.0,-
67,臺北市,2007/06/19,松山,5.1,0.51,407.48,28.0,55,37,23.0,28.71,9.88,18.83,2.056,0.216,1.84,-,-,28.74,-,71.77,72.0,-
68,臺北市,2007/06/19,士林,3.0,0.45,-,26.7,46,40,17.0,17.78,4.1,13.68,-,-,-,-,-,29.4,-,69.77,45.0,-
69,臺北市,2007/06/19,陽明,1.9,0.15,388.29,30.6,38,14,11.0,4.69,1.91,2.78,-,-,-,-,-,23.0,-,84.62,38.0,-
70,臺北市,2007/06/19,中山,2.3,0.62,-,23.6,40,44,22.0,33.61,10.78,22.83,2.232,0.716,1.52,-,-,29.25,-,70.53,47.0,-
71,臺北市,2007/06/19,萬華,3.2,0.51,-,27.1,50,37,20.0,22.39,5.09,17.3,-,-,-,-,-,30.29,-,66.95,61.0,-
72,臺北市,2007/06/19,古亭,3.9,0.57,-,24.6,54,45,21.0,29.34,9.3,20.04,2.039,0.181,1.86,-,-,28.43,-,72.61,79.0,-
73,臺北市,2007/06/18,松山,4.0,0.6,410.31,21.2,43,40,26.0,37.65,14.72,22.93,2.2,0.282,1.92,-,-,28.14,-,74.44,49.0,-
74,臺北市,2007/06/18,士林,3.0,0.47,-,26.1,51,44,19.0,21.09,3.93,17.16,-,-,-,-,-,29.05,-,70.77,49.0,-
75,臺北市,2007/06/18,陽明,2.1,0.15,391.02,27.7,36,14,11.0,4.28,0.98,3.28,-,-,-,-,-,22.57,-,85.82,34.0,-
76,臺北市,2007/06/18,中山,1.5,0.7,-,19.8,37,48,23.0,41.28,14.95,26.32,2.274,0.241,2.03,-,-,28.83,-,72.5,48.0,-
77,臺北市,2007/06/18,萬華,3.2,0.63,-,22.7,42,37,19.0,27.55,7.11,20.45,-,-,-,-,-,29.47,-,70.95,42.0,-
78,臺北市,2007/06/18,古亭,3.2,0.73,-,17.5,38,43,20.0,40.39,14.92,25.47,2.163,0.25,1.91,-,-,27.33,-,77.64,45.0,-
79,臺北市,2007/06/17,萬華,7.0,0.62,-,24.6,44,38,23.0,28.55,5.86,22.69,-,-,-,-,-,29.25,-,72.21,49.0,-
80,臺北市,2007/06/17,松山,9.3,0.55,404.61,18.8,32,36,27.0,34.33,10.48,23.84,2.109,0.201,1.91,-,-,27.36,-,79.16,36.0,-
81,臺北市,2007/06/17,陽明,2.1,0.15,388.47,24.7,28,14,9.0,4.78,1.91,2.87,-,-,-,-,-,22.04,-,87.98,31.0,-
82,臺北市,2007/06/17,古亭,6.8,0.6,-,18.8,33,41,27.0,34.73,9.47,25.26,2.106,0.16,1.95,-,-,27.21,-,78.86,41.0,-
83,臺北市,2007/06/17,中山,4.3,0.71,-,19.3,30,43,26.0,47.57,18.24,29.33,2.202,0.099,2.1,-,-,27.92,-,76.62,43.0,-
84,臺北市,2007/06/17,士林,5.7,0.47,-,22.8,38,42,19.0,20.85,4.27,16.57,-,-,-,-,-,28.1,-,75.52,42.0,-
85,臺北市,2007/06/16,萬華,5.8,0.77,-,13.4,24,39,21.0,42.94,13.8,29.13,-,-,-,-,-,27.63,-,80.43,39.0,-
86,臺北市,2007/06/16,松山,8.1,0.7,409.26,14.3,22,40,24.0,46.54,19.97,26.57,2.244,0.322,1.92,-,-,26.09,-,85.6,40.0,-
87,臺北市,2007/06/16,陽明,1.9,0.17,394.05,24.9,38,16,12.0,7.16,1.44,5.72,-,-,-,-,-,21.08,-,91.33,36.0,-
88,臺北市,2007/06/16,古亭,5.9,0.8,-,11.7,21,48,26.0,51.16,19.2,31.96,2.288,0.317,1.97,-,-,26.06,-,84.0,48.0,-
89,臺北市,2007/06/16,中山,3.5,0.87,-,13.9,21,46,27.0,64.95,31.49,33.46,2.292,0.155,2.14,-,-,26.46,-,83.96,46.0,-
90,臺北市,2007/06/16,士林,3.3,0.48,-,17.6,30,40,13.0,24.77,6.06,18.71,-,-,-,-,-,26.45,-,83.65,40.0,-
91,臺北市,2007/06/15,萬華,4.2,0.72,-,16.4,36,40,21.0,35.66,13.55,22.11,-,-,-,-,-,28.99,-,73.95,47.0,-
92,臺北市,2007/06/15,松山,5.6,0.8,413.84,16.2,32,51,30.0,50.62,24.82,25.8,2.379,0.399,1.98,-,-,27.58,-,77.9,50.0,-
93,臺北市,2007/06/15,陽明,2.1,0.14,388.44,26.4,34,14,9.0,6.4,1.88,4.52,-,-,-,-,-,21.95,-,87.48,34.0,-
94,臺北市,2007/06/15,古亭,4.0,0.92,-,13.1,34,46,22.0,52.69,24.8,27.89,2.361,0.421,1.94,-,-,27.37,-,78.08,54.0,-
95,臺北市,2007/06/15,中山,2.0,1.06,-,12.2,22,49,21.0,60.85,31.53,29.32,2.44,0.299,2.14,-,-,28.03,-,76.46,49.0,-
96,臺北市,2007/06/15,士林,3.6,0.6,-,15.1,31,40,15.0,32.53,12.49,20.04,-,-,-,-,-,27.64,-,77.79,40.0,-
97,臺北市,2007/06/14,萬華,4.0,0.71,-,27.7,60,38,17.0,30.65,8.9,21.75,-,-,-,-,-,31.47,-,62.02,75.0,-
98,臺北市,2007/06/14,松山,6.0,0.73,410.87,24.5,53,47,24.0,45.27,21.15,24.12,2.442,0.418,2.02,-,-,30.11,-,65.65,56.0,-
99,臺北市,2007/06/14,陽明,4.1,0.18,387.54,31.0,55,19,12.0,9.04,1.6,7.44,-,-,-,-,-,23.84,-,81.41,53.0,-
100,臺北市,2007/06/14,古亭,3.9,0.84,-,23.3,55,47,22.0,44.05,16.65,27.4,2.312,0.355,1.96,-,-,29.8,-,66.74,75.0,-
101,臺北市,2007/06/14,中山,4.9,1.08,-,19.0,40,50,30.0,60.17,29.3,30.88,2.539,0.438,2.1,-,-,30.67,-,64.4,50.0,-
102,臺北市,2007/06/14,士林,5.3,0.76,-,25.6,55,51,18.0,37.28,16.46,20.83,-,-,-,-,-,30.3,-,65.86,56.0,-
103,臺北市,2007/06/13,萬華,4.5,1.04,-,28.2,67,40,24.0,42.81,14.74,28.08,-,-,-,-,-,29.84,-,71.4,89.0,-
104,臺北市,2007/06/13,松山,6.0,0.85,413.29,18.6,42,47,27.0,53.7,23.55,30.15,2.448,0.435,2.01,-,-,28.2,-,77.33,64.0,-
105,臺北市,2007/06/13,陽明,2.9,0.22,388.87,38.1,54,19,13.0,10.13,2.12,8.0,-,-,-,-,-,22.47,-,86.46,66.0,-
106,臺北市,2007/06/13,士林,5.1,0.92,-,26.7,60,62,25.0,42.65,13.68,28.97,-,-,-,-,-,28.54,-,74.69,89.0,-
107,臺北市,2007/06/13,中山,6.7,1.3,-,20.8,47,58,34.0,82.57,42.67,39.9,2.804,0.483,2.32,-,-,28.74,-,75.03,86.0,-
108,臺北市,2007/06/13,古亭,4.8,0.99,-,24.0,58,48,25.0,49.18,19.39,29.79,2.402,0.4,2.0,-,-,28.09,-,75.94,102.0,-
109,臺北市,2007/06/12,萬華,5.4,1.11,-,18.1,39,43,24.0,56.54,26.96,29.58,-,-,-,-,-,28.15,-,80.33,43.0,-
110,臺北市,2007/06/12,松山,6.7,0.84,408.94,17.8,39,43,28.0,52.17,20.73,31.44,2.406,0.43,1.98,-,-,26.63,-,85.19,43.0,-
111,臺北市,2007/06/12,古亭,7.0,0.99,-,16.8,38,49,25.0,58.44,22.5,35.94,2.638,0.486,2.15,-,-,26.72,-,84.12,49.0,-
112,臺北市,2007/06/12,中山,4.9,1.27,-,15.0,30,48,26.0,74.33,39.73,34.59,2.731,0.404,2.33,-,-,26.84,-,84.17,48.0,-
113,臺北市,2007/06/12,陽明,1.8,0.17,387.61,33.3,43,14,10.0,6.52,1.35,5.17,-,-,-,-,-,21.24,-,92.23,39.0,-
114,臺北市,2007/06/12,士林,2.9,0.59,-,23.1,44,37,17.0,27.17,7.82,19.35,-,-,-,-,-,26.98,-,81.71,46.0,-
115,臺北市,2007/06/11,萬華,5.6,1.1,-,25.7,44,35,19.0,45.39,16.21,29.19,-,-,-,-,-,28.02,-,77.94,75.0,-
116,臺北市,2007/06/11,松山,5.1,0.81,401.34,22.3,33,33,20.0,49.05,20.01,29.03,2.261,0.37,1.89,-,-,26.32,-,83.62,52.0,-
117,臺北市,2007/06/11,士林,2.9,0.68,-,27.2,39,39,14.0,31.24,12.72,18.51,-,-,-,-,-,27.08,-,78.79,50.0,-
118,臺北市,2007/06/11,中山,5.2,1.17,-,19.8,30,39,20.0,71.06,36.56,34.5,2.605,0.461,2.14,-,-,26.62,-,83.4,39.0,-
119,臺北市,2007/06/11,陽明,3.0,0.18,385.51,35.2,43,13,9.0,6.6,0.88,5.71,-,-,-,-,-,21.37,-,91.28,54.0,-
120,臺北市,2007/06/11,古亭,4.9,0.87,-,22.6,34,38,19.0,48.17,15.13,33.04,2.287,0.353,1.93,-,-,26.47,-,82.6,51.0,-
121,臺北市,2007/06/10,萬華,4.4,0.85,-,10.7,21,26,14.0,46.81,18.83,27.98,-,-,-,-,-,26.35,-,87.29,33.0,-
122,臺北市,2007/06/10,松山,4.8,0.61,406.04,11.6,21,21,16.0,41.38,15.67,25.71,2.198,0.241,1.96,-,-,25.05,-,90.86,30.0,-
123,臺北市,2007/06/10,士林,2.5,0.69,-,13.8,27,30,16.0,36.32,15.39,20.93,-,-,-,-,-,25.28,-,88.8,34.0,-
124,臺北市,2007/06/10,中山,5.5,0.85,-,10.5,19,30,15.0,57.56,27.97,29.59,2.361,0.188,2.17,-,-,25.13,-,91.09,30.0,-
125,臺北市,2007/06/10,陽明,1.7,0.14,387.64,25.6,29,10,8.0,4.92,1.65,3.28,-,-,-,-,-,20.22,-,93.47,30.0,-
126,臺北市,2007/06/10,古亭,4.9,0.76,-,10.6,23,32,16.0,48.02,20.22,27.8,2.247,0.237,2.01,-,-,24.75,-,92.13,37.0,-
127,臺北市,2007/06/09,萬華,7.6,1.04,-,9.4,16,24,15.0,58.37,24.38,33.99,-,-,-,-,-,25.8,-,89.37,24.0,-
128,臺北市,2007/06/09,松山,8.6,0.76,405.79,9.4,13,19,16.0,63.08,27.57,35.51,2.275,0.332,1.94,-,-,24.28,-,94.37,19.0,-
129,臺北市,2007/06/09,士林,2.4,0.65,-,14.1,21,24,7.0,33.33,10.39,22.94,-,-,-,-,-,24.73,-,88.2,26.0,-
130,臺北市,2007/06/09,中山,5.6,1.06,-,9.6,14,27,15.0,70.1,32.58,37.52,2.48,0.271,2.21,-,-,24.39,-,94.42,27.0,-
131,臺北市,2007/06/09,陽明,1.7,0.14,385.79,34.3,40,6,4.0,3.76,0.8,2.96,-,-,-,-,-,20.33,-,95.3,36.0,-
132,臺北市,2007/06/09,古亭,7.3,0.9,-,7.6,13,23,14.0,60.01,23.86,36.15,2.322,0.332,1.99,-,-,24.15,-,94.8,23.0,-
133,臺北市,2007/06/08,松山,5.2,1.0,417.82,6.6,9,24,20.0,87.33,47.78,39.55,2.657,0.525,2.13,-,-,24.11,-,94.97,24.0,-
134,臺北市,2007/06/08,古亭,4.1,1.27,-,3.4,5,32,18.0,89.98,50.37,39.61,2.629,0.51,2.12,-,-,23.73,-,97.41,32.0,-
135,臺北市,2007/06/08,士林,2.5,0.82,-,9.8,17,27,12.0,47.9,18.24,29.66,-,-,-,-,-,24.45,-,92.28,27.0,-
136,臺北市,2007/06/08,萬華,4.1,1.43,-,5.1,7,32,17.0,78.35,43.58,34.78,-,-,-,-,-,25.45,-,91.17,32.0,-
137,臺北市,2007/06/08,陽明,1.6,0.15,389.73,32.3,34,5,4.0,5.34,1.09,4.25,-,-,-,-,-,20.3,-,96.23,36.0,-
138,臺北市,2007/06/08,中山,4.4,1.35,-,6.6,9,30,21.0,96.7,56.39,40.31,2.753,0.459,2.29,-,-,24.17,-,95.14,30.0,-
139,臺北市,2007/06/07,松山,4.9,0.8,407.18,17.3,24,30,24.0,47.34,11.91,35.43,2.325,0.342,1.98,-,-,24.75,-,91.52,30.0,-
140,臺北市,2007/06/07,古亭,4.6,1.11,-,13.6,20,39,24.0,59.88,18.77,41.12,2.576,0.46,2.12,-,-,24.5,-,93.85,39.0,-
141,臺北市,2007/06/07,士林,2.3,0.67,-,24.7,41,35,18.0,31.24,6.73,24.51,-,-,-,-,-,25.29,-,88.24,42.0,-
142,臺北市,2007/06/07,萬華,3.6,1.02,-,18.2,29,36,22.0,45.19,9.61,35.57,-,-,-,-,-,26.13,-,87.76,43.0,-
143,臺北市,2007/06/07,陽明,1.0,0.17,389.99,38.9,51,7,6.0,4.54,0.99,3.56,-,-,-,-,-,20.53,-,94.83,45.0,-
144,臺北市,2007/06/07,中山,4.5,1.21,-,15.0,21,37,25.0,71.4,28.79,42.61,2.67,0.345,2.33,-,-,24.96,-,91.27,37.0,-
145,臺北市,2007/06/06,松山,4.4,0.62,396.98,17.0,25,22,18.0,42.13,12.91,29.22,2.155,0.257,1.9,-,-,24.93,-,92.39,32.0,-
146,臺北市,2007/06/06,古亭,5.0,0.77,-,13.6,22,34,22.0,49.19,17.12,32.07,2.299,0.327,1.97,-,-,24.87,-,93.82,34.0,-
147,臺北市,2007/06/06,士林,2.2,0.62,-,22.9,34,29,14.0,30.03,6.26,23.78,-,-,-,-,-,25.4,-,90.12,38.0,-
148,臺北市,2007/06/06,萬華,5.2,0.85,-,14.0,21,31,18.0,48.24,17.02,31.22,-,-,-,-,-,26.5,-,87.55,31.0,-
149,臺北市,2007/06/06,陽明,1.5,0.16,389.23,42.2,44,9,7.0,5.53,1.46,4.06,-,-,-,-,-,20.8,-,96.27,43.0,-
150,臺北市,2007/06/06,中山,3.9,1.05,-,13.5,17,33,22.0,64.34,29.82,34.52,2.441,0.305,2.14,-,-,25.04,-,92.92,33.0,-
151,臺北市,2007/06/05,松山,4.7,0.78,412.83,19.1,34,38,25.0,45.44,20.6,24.84,2.36,0.355,2.01,-,-,26.73,-,83.9,41.0,-
152,臺北市,2007/06/05,古亭,4.1,0.85,-,15.5,29,45,23.0,44.82,16.44,28.38,2.374,0.378,2.0,-,-,26.72,-,85.97,45.0,-
153,臺北市,2007/06/05,士林,3.0,0.6,-,25.2,43,39,17.0,26.54,8.15,18.41,-,-,-,-,-,26.81,-,83.5,41.0,-
154,臺北市,2007/06/05,萬華,3.9,0.77,-,18.4,31,38,20.0,35.86,11.7,24.16,-,-,-,-,-,28.2,-,79.76,42.0,-
155,臺北市,2007/06/05,陽明,1.9,0.18,392.75,39.3,50,11,9.0,7.31,2.27,5.05,-,-,-,-,-,21.12,-,94.78,44.0,-
156,臺北市,2007/06/05,中山,3.7,1.13,-,13.2,21,47,28.0,66.45,34.42,32.03,2.572,0.37,2.2,-,-,26.93,-,84.44,47.0,-
157,臺北市,2007/06/04,松山,5.5,0.78,403.77,11.9,18,33,21.0,48.62,18.59,30.03,2.318,0.345,1.97,-,-,26.17,-,87.56,33.0,-
158,臺北市,2007/06/04,古亭,4.8,0.81,-,11.4,21,39,23.0,47.68,14.21,33.47,2.349,0.351,2.0,-,-,26.46,-,87.88,39.0,-
159,臺北市,2007/06/04,士林,2.5,0.46,-,24.6,34,35,13.0,21.19,4.03,17.16,-,-,-,-,-,26.56,-,84.99,35.0,-
160,臺北市,2007/06/04,萬華,3.7,0.66,-,17.4,26,30,19.0,33.94,7.26,26.68,-,-,-,-,-,27.98,-,81.8,30.0,-
161,臺北市,2007/06/04,陽明,1.1,0.16,387.8,41.1,47,10,8.0,-,-,-,-,-,-,-,-,21.08,-,95.48,42.0,-
162,臺北市,2007/06/04,中山,4.1,1.02,-,12.8,19,39,25.0,61.99,28.54,33.45,2.447,0.359,2.09,-,-,26.59,-,86.67,39.0,-
163,臺北市,2007/06/03,松山,5.9,0.56,404.04,16.1,28,39,23.0,34.63,11.68,22.95,2.154,0.246,1.91,-,-,27.92,-,79.78,39.0,-
164,臺北市,2007/06/03,古亭,3.1,0.6,-,13.1,23,38,21.0,33.76,10.85,22.91,2.116,0.188,1.93,-,-,27.79,-,81.28,38.0,-
165,臺北市,2007/06/03,士林,3.4,0.44,-,19.2,29,41,18.0,22.74,4.21,18.53,-,-,-,-,-,28.29,-,77.8,41.0,-
166,臺北市,2007/06/03,萬華,2.3,0.5,-,18.0,26,37,19.0,20.83,4.04,16.8,-,-,-,-,-,29.35,-,74.85,37.0,-
167,臺北市,2007/06/03,陽明,3.3,0.15,385.35,30.9,41,13,9.0,6.78,1.08,5.7,-,-,-,-,-,22.19,-,90.72,43.0,-
168,臺北市,2007/06/03,中山,5.9,0.78,-,13.6,22,50,27.0,49.15,20.96,28.19,2.385,0.258,2.13,-,-,28.4,-,79.52,50.0,-
