序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
16,臺北市,2011/06/28,古亭,2.1,0.66,-,14.1,26,27,14.0,37.52,13.37,24.14,2.187,0.255,1.93,27.78,81.8,28.0
17,臺北市,2011/06/28,中山,1.6,0.77,-,10.9,20,30,23.0,45.31,20.53,24.79,2.193,0.3,1.89,28.21,77.87,30.0
18,臺北市,2011/06/28,大同,3.6,1.4,-,-,-,30,18.0,68.5,40.51,27.99,2.727,0.623,2.1,-,-,30.0
19,臺北市,2011/06/28,萬華,1.8,0.8,-,10.9,20,22,15.0,42.02,15.29,26.73,-,-,-,27.85,77.82,22.0
20,臺北市,2011/06/28,陽明,1.1,0.1,395.77,27.0,33,7,5.0,3.29,0.54,2.72,-,-,-,21.2,98.73,30.0
21,臺北市,2011/06/28,士林,2.6,0.49,-,14.8,30,26,12.0,24.87,6.45,18.42,-,-,-,-,77.67,32.0
22,臺北市,2011/06/27,松山,3.0,0.46,413.88,14.6,27,26,19.0,25.94,8.84,17.09,2.094,0.17,1.92,29.57,71.07,27.0
23,臺北市,2011/06/27,古亭,-,-,-,-,28,-,-,-,-,-,-,-,-,-,-,29.0
24,臺北市,2011/06/27,中山,1.0,0.7,-,14.4,25,40,27.0,33.93,14.04,19.89,2.179,0.266,1.91,30.25,73.3,40.0
25,臺北市,2011/06/27,大同,4.1,2.08,-,-,-,41,23.0,73.04,44.5,28.55,2.891,0.756,2.14,-,-,41.0
26,臺北市,2011/06/27,萬華,2.9,0.58,-,16.0,26,32,18.0,28.29,7.47,20.82,-,-,-,29.75,73.3,32.0
27,臺北市,2011/06/27,陽明,1.5,0.14,394.98,26.0,29,14,10.0,4.48,0.76,3.67,-,-,-,22.94,94.47,31.0
28,臺北市,2011/06/27,士林,2.8,0.46,-,20.9,35,33,15.0,22.87,6.05,16.83,-,-,-,29.86,72.21,33.0
29,臺北市,2011/06/26,松山,4.1,0.66,417.47,11.5,26,26,19.0,38.55,16.3,22.26,2.232,0.255,1.98,28.96,73.91,31.0
30,臺北市,2011/06/26,中山,1.6,0.76,-,11.3,23,33,28.0,42.07,20.24,21.83,2.238,0.294,1.94,29.26,75.62,33.0
31,臺北市,2011/06/26,大同,3.9,1.58,-,-,-,33,24.0,71.48,44.56,26.93,2.687,0.551,2.14,-,-,33.0
32,臺北市,2011/06/26,萬華,2.6,0.62,-,12.2,24,26,16.0,35.39,13.9,21.49,-,-,-,28.68,75.85,32.0
33,臺北市,2011/06/26,陽明,1.4,0.09,393.66,30.3,39,16,11.0,4.09,1.86,2.23,-,-,-,22.66,92.4,44.0
34,臺北市,2011/06/26,士林,2.3,0.37,-,25.1,46,29,13.0,20.7,5.01,15.69,-,-,-,29.23,71.66,56.0
35,臺北市,2011/06/25,松山,1.9,0.49,399.77,15.2,19,23,18.0,27.58,9.01,18.57,2.0,0.187,1.81,27.85,75.12,26.0
36,臺北市,2011/06/25,中山,1.6,0.66,-,13.5,17,33,22.0,36.05,16.43,19.62,2.061,0.237,1.82,28.24,77.68,33.0
37,臺北市,2011/06/25,大同,2.8,1.32,-,-,-,29,19.0,48.75,27.56,21.18,2.436,0.408,2.03,-,-,29.0
38,臺北市,2011/06/25,萬華,2.2,0.44,-,17.0,21,23,15.0,21.51,6.02,15.49,-,-,-,27.67,78.3,26.0
39,臺北市,2011/06/25,陽明,1.3,0.08,392.08,27.6,34,12,8.0,2.98,0.94,2.03,-,-,-,21.55,95.15,32.0
40,臺北市,2011/06/25,士林,2.4,0.23,-,26.0,31,27,13.0,14.14,3.35,10.79,-,-,-,27.71,76.42,37.0
41,臺北市,2011/06/24,松山,0.7,0.33,393.53,10.3,14,19,15.0,21.03,8.02,13.01,1.913,0.108,1.8,29.12,71.54,19.0
42,臺北市,2011/06/24,古亭,1.4,0.3,-,13.2,16,26,12.0,18.27,7.56,10.71,1.877,0.103,1.77,29.91,71.23,26.0
43,臺北市,2011/06/24,中山,1.4,0.52,-,9.2,13,29,22.0,28.16,14.37,13.79,1.953,0.186,1.77,29.68,73.6,29.0
44,臺北市,2011/06/24,大同,2.7,1.23,-,-,-,29,15.0,54.8,37.69,17.12,2.38,0.438,1.94,-,-,29.0
45,臺北市,2011/06/24,萬華,1.7,0.37,-,9.8,14,21,11.0,23.83,10.95,12.89,-,-,-,29.26,72.69,21.0
46,臺北市,2011/06/24,陽明,1.6,0.06,390.21,17.3,22,6,4.0,1.71,0.98,0.69,-,-,-,21.75,97.92,19.0
47,臺北市,2011/06/24,士林,1.8,0.19,-,16.3,20,26,9.0,14.39,3.76,10.63,-,-,-,28.8,72.34,26.0
48,臺北市,2011/06/23,松山,1.2,0.27,400.7,10.4,16,20,15.0,19.03,8.86,10.17,1.911,0.094,1.82,31.09,56.34,20.0
49,臺北市,2011/06/23,古亭,-,-,-,-,20,-,-,-,-,-,-,-,-,-,-,22.0
50,臺北市,2011/06/23,中山,-,-,-,-,18,-,-,-,-,-,-,-,-,-,-,17.0
51,臺北市,2011/06/23,大同,3.4,1.96,-,-,-,31,21.0,82.83,60.22,22.61,2.739,0.76,1.98,-,-,31.0
52,臺北市,2011/06/23,萬華,1.0,0.38,-,10.9,20,22,13.0,21.86,8.21,13.65,-,-,-,31.42,58.79,22.0
53,臺北市,2011/06/23,陽明,1.9,0.12,394.05,19.7,22,7,5.0,4.05,1.39,2.66,-,-,-,23.61,82.82,26.0
54,臺北市,2011/06/23,士林,1.3,0.23,-,15.1,24,27,12.0,14.35,2.57,11.78,-,-,-,31.13,57.05,34.0
55,臺北市,2011/06/22,松山,1.2,0.34,402.3,16.0,30,21,15.0,20.7,7.69,13.0,1.887,0.103,1.78,30.52,60.75,36.0
56,臺北市,2011/06/22,古亭,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-,31.0
57,臺北市,2011/06/22,中山,-,-,-,24.0,56,-,-,-,-,-,-,-,-,30.83,60.97,73.0
58,臺北市,2011/06/22,大同,4.0,1.79,-,-,-,34,20.0,71.6,44.28,27.33,2.765,0.706,2.06,-,-,34.0
59,臺北市,2011/06/22,萬華,2.7,0.55,-,21.3,53,28,16.0,29.11,9.83,19.28,-,-,-,30.73,63.69,85.0
60,臺北市,2011/06/22,陽明,1.3,0.14,394.13,26.0,52,10,7.0,5.11,1.42,3.7,-,-,-,23.08,89.12,60.0
61,臺北市,2011/06/22,士林,1.4,0.32,-,26.2,54,28,12.0,19.09,3.82,15.27,-,-,-,30.57,60.8,68.0
62,臺北市,2011/06/21,松山,1.7,0.38,406.34,12.2,18,21,16.0,25.49,10.02,15.47,1.936,0.125,1.81,29.64,63.14,21.0
63,臺北市,2011/06/21,古亭,2.4,0.55,-,12.0,23,28,13.0,30.16,13.97,16.19,2.026,0.189,1.84,29.75,71.74,28.0
64,臺北市,2011/06/21,中山,4.0,0.58,-,11.9,23,29,24.0,31.35,13.77,17.58,2.056,0.231,1.83,30.67,65.34,29.0
65,臺北市,2011/06/21,大同,3.5,2.02,-,-,-,35,20.0,84.24,56.75,27.48,2.785,0.759,2.03,-,-,35.0
66,臺北市,2011/06/21,萬華,2.1,0.55,-,12.4,25,26,12.0,27.44,9.36,18.09,-,-,-,30.11,67.11,30.0
67,臺北市,2011/06/21,陽明,1.5,0.12,394.7,21.0,26,7,5.0,4.06,1.41,2.65,-,-,-,22.3,92.59,25.0
68,臺北市,2011/06/21,士林,1.1,0.31,-,19.6,32,26,10.0,17.69,4.38,13.3,-,-,-,29.83,63.55,45.0
69,臺北市,2011/06/20,松山,2.1,0.27,405.27,13.3,19,22,16.0,15.66,5.4,10.26,1.909,0.09,1.82,30.57,61.42,23.0
70,臺北市,2011/06/20,古亭,1.7,0.31,-,13.9,22,29,14.0,18.74,7.82,10.92,1.915,0.096,1.82,30.28,68.4,29.0
71,臺北市,2011/06/20,中山,1.3,0.41,-,11.3,19,31,22.0,21.78,8.22,13.56,1.987,0.169,1.82,31.24,62.13,31.0
72,臺北市,2011/06/20,大同,3.6,1.82,-,-,-,29,19.0,73.56,50.98,22.58,2.66,0.668,1.99,-,-,29.0
73,臺北市,2011/06/20,萬華,1.2,0.38,-,11.8,20,23,14.0,21.73,7.42,14.3,-,-,-,30.57,63.38,25.0
74,臺北市,2011/06/20,陽明,1.4,0.06,394.7,18.0,22,7,6.0,4.04,1.48,2.55,-,-,-,23.28,86.82,23.0
75,臺北市,2011/06/20,士林,2.1,0.24,-,19.1,28,28,12.0,14.53,3.91,10.62,-,-,-,30.68,60.27,34.0
76,臺北市,2011/06/19,松山,4.1,0.41,416.15,27.5,66,29,25.0,22.41,6.0,16.41,2.113,0.16,1.95,30.52,64.31,82.0
77,臺北市,2011/06/19,古亭,2.8,0.54,-,25.6,58,40,22.0,26.6,8.82,17.78,2.074,0.187,1.89,29.79,74.11,70.0
78,臺北市,2011/06/19,中山,2.9,0.45,-,20.7,47,37,27.0,24.19,7.06,17.13,2.033,0.175,1.86,31.1,65.82,54.0
79,臺北市,2011/06/19,大同,3.1,1.43,-,-,-,35,24.0,57.98,36.2,21.78,2.504,0.495,2.01,-,-,35.0
80,臺北市,2011/06/19,萬華,2.1,0.47,-,21.7,48,29,18.0,22.07,5.63,16.45,-,-,-,30.46,67.51,54.0
81,臺北市,2011/06/19,陽明,2.0,0.03,397.26,27.2,43,11,11.0,5.1,1.94,3.17,-,-,-,23.74,84.35,40.0
82,臺北市,2011/06/19,士林,2.9,0.32,-,28.5,55,32,14.0,17.08,4.03,13.05,-,-,-,30.48,63.74,67.0
83,臺北市,2011/06/18,松山,2.9,0.42,418.9,24.0,49,38,30.0,23.47,4.5,18.97,2.027,0.171,1.86,30.1,66.98,74.0
84,臺北市,2011/06/18,古亭,2.8,0.54,-,21.6,47,42,23.0,28.31,9.09,19.22,2.09,0.208,1.88,29.63,75.32,67.0
85,臺北市,2011/06/18,中山,3.3,0.58,-,17.9,39,45,31.0,32.43,9.64,22.79,2.156,0.258,1.9,30.72,68.61,56.0
86,臺北市,2011/06/18,大同,4.2,1.83,-,-,-,41,29.0,66.8,41.32,25.48,2.717,0.632,2.09,-,-,41.0
87,臺北市,2011/06/18,萬華,3.3,0.58,-,17.9,40,35,23.0,29.75,8.06,21.68,-,-,-,29.97,70.38,58.0
88,臺北市,2011/06/18,陽明,2.1,0.07,402.68,31.8,44,17,13.0,7.42,1.84,5.58,-,-,-,22.81,91.78,67.0
89,臺北市,2011/06/18,士林,3.3,0.36,-,28.4,55,39,19.0,18.92,3.88,15.05,-,-,-,29.94,67.3,76.0
90,臺北市,2011/06/17,松山,6.1,0.49,423.56,25.2,47,43,34.0,29.29,5.6,23.69,2.099,0.213,1.89,30.2,66.21,57.0
91,臺北市,2011/06/17,古亭,4.8,0.64,-,24.7,47,48,29.0,32.23,8.78,23.46,2.094,0.227,1.87,29.45,75.09,64.0
92,臺北市,2011/06/17,中山,5.6,0.6,-,22.0,42,51,37.0,33.29,7.11,26.18,2.17,0.282,1.89,30.62,69.1,56.0
93,臺北市,2011/06/17,大同,5.7,2.34,-,-,-,48,35.0,84.76,50.23,34.53,2.958,0.87,2.09,-,-,49.0
94,臺北市,2011/06/17,萬華,3.4,0.66,-,22.4,43,41,27.0,32.86,7.81,25.06,-,-,-,30.0,70.09,54.0
95,臺北市,2011/06/17,陽明,1.9,0.15,399.49,29.7,35,19,17.0,5.97,1.22,4.76,-,-,-,23.12,91.82,37.0
96,臺北市,2011/06/17,士林,2.6,0.44,-,31.1,57,41,25.0,19.63,2.81,16.82,-,-,-,30.13,68.26,66.0
97,臺北市,2011/06/16,松山,5.3,0.71,434.18,30.5,72,49,37.0,36.67,7.42,29.25,2.339,0.299,2.04,29.82,69.32,93.0
98,臺北市,2011/06/16,古亭,3.7,0.81,-,28.5,65,52,33.0,37.86,9.6,28.26,2.208,0.311,1.9,29.46,75.43,78.0
99,臺北市,2011/06/16,中山,8.0,0.8,-,28.1,62,56,40.0,42.3,9.3,33.0,2.291,0.342,1.95,30.81,67.99,72.0
100,臺北市,2011/06/16,大同,7.5,2.33,-,-,-,54,39.0,86.96,42.64,44.32,3.018,0.886,2.13,-,-,52.0
101,臺北市,2011/06/16,萬華,4.0,0.77,-,29.1,64,44,28.0,34.59,5.77,28.83,-,-,-,30.14,69.44,79.0
102,臺北市,2011/06/16,陽明,2.8,0.21,397.0,50.0,83,26,22.0,6.06,0.87,5.3,-,-,-,23.43,87.49,85.0
103,臺北市,2011/06/16,士林,5.1,0.56,-,34.4,67,50,27.0,28.62,5.38,23.23,-,-,-,29.98,68.08,71.0
104,臺北市,2011/06/15,松山,3.0,0.51,421.23,28.8,54,35,29.0,26.39,4.32,22.07,2.085,0.194,1.89,30.4,63.88,56.0
105,臺北市,2011/06/15,古亭,3.2,0.57,-,26.1,53,43,26.0,30.24,7.64,22.59,2.097,0.233,1.86,30.25,69.72,66.0
106,臺北市,2011/06/15,中山,3.5,0.75,-,20.4,43,45,34.0,39.64,10.38,29.26,2.223,0.311,1.91,31.5,63.33,59.0
107,臺北市,2011/06/15,大同,6.1,2.58,-,-,-,49,37.0,97.23,56.01,41.22,3.125,0.953,2.17,-,-,49.0
108,臺北市,2011/06/15,萬華,3.6,0.6,-,25.8,54,39,26.0,29.41,5.0,24.41,-,-,-,31.05,63.41,66.0
109,臺北市,2011/06/15,陽明,2.9,0.14,396.55,31.0,46,18,13.0,8.43,0.89,7.5,-,-,-,23.5,86.93,47.0
110,臺北市,2011/06/15,士林,4.3,0.41,-,24.4,48,38,21.0,25.99,4.87,21.12,-,-,-,30.61,62.96,57.0
111,臺北市,2011/06/14,松山,2.7,0.6,425.37,22.1,46,33,25.0,31.53,7.98,23.55,2.261,0.271,1.99,30.02,68.72,50.0
112,臺北市,2011/06/14,古亭,3.1,0.57,-,23.1,47,41,22.0,29.88,7.91,21.97,2.118,0.221,1.9,30.02,73.24,46.0
113,臺北市,2011/06/14,中山,4.2,0.79,-,18.0,35,47,32.0,41.33,13.71,27.61,2.237,0.341,1.9,31.02,66.99,47.0
114,臺北市,2011/06/14,大同,5.0,1.91,-,-,-,-,-,70.77,40.29,30.49,2.75,0.687,2.06,-,-,30.0
115,臺北市,2011/06/14,萬華,2.6,0.59,-,22.7,44,35,19.0,25.89,5.38,20.51,-,-,-,30.49,67.59,44.0
116,臺北市,2011/06/14,陽明,2.1,0.12,394.32,25.9,36,18,13.0,8.95,1.75,7.2,-,-,-,23.31,90.81,37.0
117,臺北市,2011/06/14,士林,2.3,0.42,-,22.1,46,35,19.0,25.89,4.82,21.08,-,-,-,30.28,65.63,45.0
118,臺北市,2011/06/13,松山,2.0,0.56,422.61,15.7,31,34,25.0,35.85,10.61,25.24,2.151,0.221,1.93,28.82,73.37,41.0
119,臺北市,2011/06/13,古亭,2.8,0.55,-,19.9,40,37,20.0,30.54,8.1,22.44,2.078,0.208,1.87,28.74,79.25,52.0
120,臺北市,2011/06/13,中山,3.1,0.68,-,15.9,28,39,30.0,36.11,9.92,26.19,2.17,0.284,1.89,29.95,71.59,39.0
121,臺北市,2011/06/13,大同,4.8,2.16,-,-,-,-,-,80.1,47.25,32.86,2.888,0.81,2.08,-,-,34.0
122,臺北市,2011/06/13,萬華,2.9,0.55,-,19.2,37,28,20.0,27.73,5.15,22.58,-,-,-,29.33,72.66,48.0
123,臺北市,2011/06/13,陽明,2.2,0.11,394.38,19.8,33,16,12.0,8.58,1.68,6.89,-,-,-,22.5,95.29,39.0
124,臺北市,2011/06/13,士林,3.8,0.34,-,22.2,35,29,17.0,21.8,2.57,19.23,-,-,-,29.46,69.06,40.0
125,臺北市,2011/06/12,松山,3.1,0.47,426.73,17.8,32,35,27.0,27.37,6.21,21.16,2.089,0.166,1.92,29.26,70.78,36.0
126,臺北市,2011/06/12,古亭,3.9,0.49,-,21.4,38,41,24.0,25.62,5.95,19.67,2.034,0.158,1.88,29.3,75.51,41.0
127,臺北市,2011/06/12,中山,5.7,0.65,-,15.7,34,45,34.0,37.82,11.41,26.41,2.227,0.259,1.97,30.21,71.06,45.0
128,臺北市,2011/06/12,大同,5.3,1.99,-,-,-,45,32.0,76.54,44.28,32.27,2.893,0.692,2.2,-,-,45.0
129,臺北市,2011/06/12,萬華,4.2,0.58,-,18.9,38,35,25.0,30.55,7.53,23.02,-,-,-,29.83,71.01,42.0
130,臺北市,2011/06/12,陽明,2.2,0.1,393.63,24.6,33,15,11.0,5.84,0.82,5.0,-,-,-,22.61,92.05,31.0
131,臺北市,2011/06/12,士林,3.9,0.38,-,23.1,45,36,17.0,21.92,4.62,17.31,-,-,-,29.95,67.18,44.0
132,臺北市,2011/06/11,松山,3.6,0.46,422.02,20.4,33,33,28.0,27.0,6.25,20.75,2.081,0.161,1.92,28.65,75.1,40.0
133,臺北市,2011/06/11,古亭,3.1,0.55,-,23.6,39,45,25.0,30.21,7.32,22.89,2.092,0.192,1.9,28.7,80.32,45.0
134,臺北市,2011/06/11,中山,3.4,0.66,-,17.4,33,40,31.0,37.07,10.89,26.17,2.163,0.244,1.92,29.17,77.19,40.0
135,臺北市,2011/06/11,大同,-,1.32,-,-,-,43,25.0,64.55,32.0,32.56,2.624,0.48,2.14,-,-,43.0
136,臺北市,2011/06/11,萬華,2.7,0.61,-,19.7,34,38,22.0,34.02,6.9,27.12,-,-,-,28.84,76.18,39.0
137,臺北市,2011/06/11,陽明,2.5,0.11,396.59,32.3,48,19,13.0,5.66,1.89,3.78,-,-,-,22.24,97.98,57.0
138,臺北市,2011/06/11,士林,3.1,0.42,-,25.4,51,36,19.0,22.22,3.91,18.31,-,-,-,28.44,75.98,58.0
139,臺北市,2011/06/10,松山,4.1,0.53,423.71,19.8,43,44,41.0,30.04,6.61,23.44,2.099,0.201,1.9,28.84,76.25,47.0
140,臺北市,2011/06/10,古亭,3.5,0.74,-,20.5,45,49,33.0,37.78,10.56,27.22,2.186,0.286,1.9,28.71,82.31,49.0
141,臺北市,2011/06/10,中山,3.5,0.84,-,13.6,32,55,42.0,45.21,14.88,30.33,2.291,0.348,1.94,29.4,78.95,52.0
142,臺北市,2011/06/10,大同,8.7,1.77,-,-,-,54,39.0,79.91,44.54,35.37,2.831,0.721,2.11,-,-,52.0
143,臺北市,2011/06/10,萬華,2.7,0.81,-,16.2,38,46,31.0,40.97,11.58,29.4,-,-,-,28.94,78.81,46.0
144,臺北市,2011/06/10,陽明,2.8,0.11,395.06,34.7,44,24,17.0,6.28,1.51,4.77,-,-,-,22.41,97.8,57.0
145,臺北市,2011/06/10,士林,2.7,0.5,-,22.9,44,45,27.0,24.41,5.07,19.34,-,-,-,28.74,76.62,45.0
146,臺北市,2011/06/09,松山,5.3,0.59,429.07,29.4,66,48,43.0,35.64,6.9,28.74,2.189,0.237,1.95,29.6,70.28,79.0
147,臺北市,2011/06/09,古亭,4.2,0.77,-,30.7,68,54,35.0,39.3,9.61,29.69,2.224,0.296,1.93,29.56,75.26,83.0
148,臺北市,2011/06/09,中山,4.9,0.83,-,19.4,44,53,40.0,45.14,13.58,31.56,2.295,0.345,1.95,30.21,72.77,54.0
149,臺北市,2011/06/09,大同,5.6,1.38,-,-,-,52,35.0,68.94,31.5,37.45,2.679,0.566,2.11,-,-,51.0
150,臺北市,2011/06/09,萬華,4.0,0.72,-,21.1,47,42,29.0,38.93,8.75,30.18,-,-,-,29.83,71.98,58.0
151,臺北市,2011/06/09,陽明,2.2,0.13,396.8,39.4,49,24,19.0,6.84,1.13,5.72,-,-,-,23.28,92.74,56.0
152,臺北市,2011/06/09,士林,3.7,0.45,-,45.9,93,38,23.0,26.07,6.43,19.64,-,-,-,29.02,70.1,99.0
153,臺北市,2011/06/08,松山,3.2,0.45,412.48,19.4,41,31,25.0,26.39,6.81,19.58,2.014,0.187,1.83,31.06,58.24,46.0
154,臺北市,2011/06/08,古亭,3.0,0.55,-,23.5,47,43,23.0,30.1,8.19,21.91,2.116,0.245,1.87,31.03,64.94,54.0
155,臺北市,2011/06/08,中山,4.8,0.79,-,13.3,31,44,27.0,45.5,20.98,24.52,2.204,0.338,1.87,31.92,58.61,44.0
156,臺北市,2011/06/08,大同,5.5,1.34,-,-,-,38,24.0,54.19,28.62,25.57,2.621,0.529,2.09,-,-,38.0
157,臺北市,2011/06/08,萬華,4.0,0.56,-,18.8,43,30,20.0,29.08,9.52,19.55,-,-,-,31.38,59.73,51.0
158,臺北市,2011/06/08,陽明,3.4,0.12,395.99,21.5,39,13,10.0,10.46,1.76,8.71,-,-,-,23.15,88.25,40.0
159,臺北市,2011/06/08,士林,3.9,0.3,-,29.3,66,31,13.0,20.42,6.35,14.07,-,-,-,30.6,60.8,73.0
160,臺北市,2011/06/07,松山,3.9,0.59,423.51,18.0,41,40,29.0,35.71,10.61,25.1,-,-,-,30.94,61.34,46.0
161,臺北市,2011/06/07,古亭,3.4,0.62,-,21.5,45,46,24.0,31.95,8.58,23.37,2.145,0.253,1.89,30.82,66.89,46.0
162,臺北市,2011/06/07,中山,5.2,0.91,-,12.1,32,49,34.0,49.09,20.92,28.16,2.329,0.402,1.93,32.07,59.26,49.0
163,臺北市,2011/06/07,大同,5.6,1.68,-,-,-,40,27.0,55.63,25.94,29.69,2.746,0.636,2.11,-,-,40.0
164,臺北市,2011/06/07,萬華,3.8,0.62,-,19.1,42,37,22.0,30.16,7.72,22.44,-,-,-,31.16,61.88,43.0
165,臺北市,2011/06/07,陽明,3.1,0.13,389.71,26.7,41,14,10.0,6.11,1.24,4.87,-,-,-,24.09,79.67,38.0
166,臺北市,2011/06/07,士林,3.2,0.33,-,41.3,75,40,18.0,20.52,3.88,16.63,-,-,-,31.06,59.2,72.0
167,臺北市,2011/06/06,松山,4.5,0.58,431.38,23.0,51,41,35.0,30.81,9.58,21.23,-,-,-,30.79,62.14,47.0
168,臺北市,2011/06/06,古亭,3.7,0.6,-,26.2,52,48,29.0,27.54,6.34,21.2,2.16,0.199,1.96,30.73,66.71,50.0
169,臺北市,2011/06/06,中山,6.4,0.82,-,16.1,37,53,36.0,46.93,18.73,28.2,2.322,0.305,2.02,31.74,61.65,52.0
170,臺北市,2011/06/06,大同,5.6,1.43,-,-,-,46,31.0,54.79,25.05,29.73,2.705,0.49,2.21,-,-,46.0
171,臺北市,2011/06/06,萬華,4.4,0.63,-,23.0,47,38,27.0,28.04,7.36,20.68,-,-,-,31.01,63.91,43.0
172,臺北市,2011/06/06,陽明,2.5,0.14,392.65,30.9,35,14,11.0,5.85,1.37,4.48,-,-,-,24.63,78.47,35.0
173,臺北市,2011/06/06,士林,3.4,0.48,-,47.6,85,37,22.0,24.78,7.28,17.5,-,-,-,30.66,62.48,78.0
174,臺北市,2011/06/05,松山,4.1,0.7,436.61,22.7,54,51,41.0,37.87,13.0,24.87,2.363,0.249,2.12,29.48,66.77,59.0
175,臺北市,2011/06/05,古亭,3.3,0.68,-,25.5,53,52,34.0,30.87,7.93,22.94,2.203,0.22,1.98,29.78,69.99,56.0
176,臺北市,2011/06/05,中山,3.7,0.92,-,16.7,38,58,43.0,49.26,18.26,31.0,2.422,0.338,2.08,30.65,65.13,54.0
177,臺北市,2011/06/05,大同,3.6,1.55,-,-,-,55,41.0,60.58,28.53,32.05,2.85,0.529,2.32,-,-,52.0
178,臺北市,2011/06/05,萬華,2.6,0.73,-,23.0,48,45,30.0,31.57,8.52,23.05,-,-,-,29.93,67.25,48.0
179,臺北市,2011/06/05,陽明,3.3,0.23,394.96,38.7,45,26,21.0,7.74,1.86,5.88,-,-,-,23.12,82.53,46.0
180,臺北市,2011/06/05,士林,3.0,0.56,-,33.3,54,54,33.0,24.16,6.9,17.25,-,-,-,29.54,66.27,53.0
181,臺北市,2011/06/04,松山,4.3,0.79,434.53,28.4,59,66,53.0,41.12,9.01,32.11,2.326,0.295,2.03,27.65,73.34,67.0
182,臺北市,2011/06/04,古亭,3.9,0.84,-,29.1,61,72,48.0,39.26,8.54,30.73,2.32,0.302,2.02,27.92,76.05,68.0
183,臺北市,2011/06/04,中山,4.8,1.15,-,21.7,50,90,64.0,57.99,20.23,37.76,2.587,0.441,2.15,28.37,74.24,70.0
184,臺北市,2011/06/04,大同,4.8,1.9,-,-,-,84,64.0,78.49,34.74,43.75,3.165,0.725,2.44,-,-,67.0
185,臺北市,2011/06/04,萬華,4.7,1.12,-,25.0,54,79,57.0,53.91,16.36,37.56,-,-,-,27.97,74.4,64.0
186,臺北市,2011/06/04,陽明,1.9,0.29,399.16,57.6,72,48,38.0,7.56,1.27,6.29,-,-,-,21.5,95.56,66.0
