序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
1,臺北市,2010/12/31,松山,3.6,0.59,412.34,18.3,36,81,32.0,41.15,16.19,24.97,2.223,0.218,2.01,12.06,52.88,66.0
2,臺北市,2010/12/31,古亭,2.4,0.56,-,20.7,32,82,23.0,33.68,11.75,21.94,2.088,0.16,1.93,12.12,57.65,66.0
3,臺北市,2010/12/31,中山,3.7,0.73,-,14.6,28,81,36.0,49.06,20.06,29.01,2.269,0.257,2.01,12.73,51.29,66.0
4,臺北市,2010/12/31,大同,5.3,1.51,-,-,-,89,33.0,101.07,63.59,37.48,2.689,0.608,2.08,-,-,70.0
5,臺北市,2010/12/31,萬華,3.5,0.55,-,17.0,29,70,33.0,37.47,10.7,26.77,-,-,-,12.29,51.07,60.0
6,臺北市,2010/12/31,陽明,4.8,0.23,396.25,40.2,44,52,21.0,4.61,0.95,3.64,-,-,-,5.03,68.94,51.0
7,臺北市,2010/12/31,士林,4.5,0.57,-,24.0,41,78,30.0,32.21,11.02,21.19,-,-,-,11.89,55.13,64.0
8,臺北市,2010/12/30,松山,5.7,0.97,428.19,12.1,29,95,50.0,75.53,35.77,39.76,2.485,0.375,2.11,15.64,64.52,72.0
9,臺北市,2010/12/30,古亭,-,-,-,-,26,124,52.0,-,-,-,-,-,-,-,-,87.0
10,臺北市,2010/12/30,中山,8.7,1.32,-,9.6,23,99,59.0,88.8,44.43,44.37,2.764,0.556,2.21,16.32,63.66,74.0
11,臺北市,2010/12/30,大同,9.6,2.42,-,-,-,111,57.0,148.63,98.62,50.01,3.468,1.072,2.4,-,-,80.0
12,臺北市,2010/12/30,萬華,7.3,1.1,-,8.9,19,90,54.0,72.26,29.03,43.23,-,-,-,16.03,64.55,70.0
13,臺北市,2010/12/30,陽明,5.7,0.32,399.75,41.6,45,54,31.0,10.61,1.73,8.87,-,-,-,9.22,84.59,52.0
14,臺北市,2010/12/30,士林,5.7,0.82,-,17.0,38,85,41.0,47.4,15.97,31.43,-,-,-,15.32,67.37,68.0
15,臺北市,2010/12/29,松山,4.7,0.83,418.61,12.5,28,44,26.0,82.54,44.28,38.26,2.407,0.355,2.05,17.69,54.32,44.0
16,臺北市,2010/12/29,古亭,1.1,0.79,-,16.9,36,35,21.0,57.12,23.07,34.05,2.255,0.281,1.98,18.76,56.36,35.0
17,臺北市,2010/12/29,中山,2.9,0.93,-,15.8,32,37,25.0,67.07,30.48,36.59,2.447,0.377,2.07,19.22,49.17,37.0
18,臺北市,2010/12/29,大同,5.4,2.16,-,-,-,47,24.0,136.26,88.1,48.16,3.136,0.909,2.23,-,-,47.0
19,臺北市,2010/12/29,萬華,2.7,0.73,-,14.7,28,34,23.0,55.82,17.93,37.88,-,-,-,19.03,49.88,34.0
20,臺北市,2010/12/29,陽明,3.2,0.13,391.82,46.5,48,18,12.0,3.65,1.34,2.31,-,-,-,12.2,66.74,43.0
21,臺北市,2010/12/29,士林,1.4,0.44,-,32.4,44,32,17.0,26.49,6.81,19.67,-,-,-,19.3,47.81,40.0
22,臺北市,2010/12/28,松山,6.3,0.99,432.57,7.5,15,48,30.0,91.8,47.32,44.48,2.594,0.435,2.16,14.55,60.87,48.0
23,臺北市,2010/12/28,古亭,3.8,1.06,-,11.1,20,34,22.0,77.21,35.08,42.12,2.443,0.411,2.03,14.95,62.04,34.0
24,臺北市,2010/12/28,中山,4.6,1.0,-,9.5,18,42,-,74.29,32.3,41.98,2.474,0.403,2.07,15.48,55.89,42.0
25,臺北市,2010/12/28,大同,5.4,1.82,-,-,-,50,27.0,130.2,80.51,49.69,2.939,0.774,2.17,-,-,50.0
26,臺北市,2010/12/28,萬華,3.7,0.91,-,11.4,21,38,23.0,66.58,22.5,44.09,-,-,-,15.37,54.72,38.0
27,臺北市,2010/12/28,陽明,2.1,0.14,393.39,44.8,48,19,11.0,2.61,1.15,1.46,-,-,-,11.56,35.2,42.0
28,臺北市,2010/12/28,士林,2.6,0.75,-,17.7,31,46,27.0,50.86,20.25,30.61,-,-,-,14.91,57.63,46.0
29,臺北市,2010/12/27,松山,4.7,0.73,420.99,10.5,25,49,28.0,67.18,34.02,33.16,2.338,0.288,2.05,11.87,64.97,49.0
30,臺北市,2010/12/27,古亭,2.4,0.73,-,15.9,29,39,26.0,49.44,19.77,29.67,2.233,0.26,1.97,12.42,67.85,39.0
31,臺北市,2010/12/27,中山,7.2,0.91,-,11.2,27,46,-,72.14,36.03,36.11,2.443,0.354,2.09,12.79,62.52,46.0
32,臺北市,2010/12/27,大同,6.3,2.01,-,-,-,56,32.0,142.28,96.99,45.29,3.078,0.876,2.2,-,-,53.0
33,臺北市,2010/12/27,萬華,3.8,0.7,-,14.2,27,38,23.0,49.5,17.89,31.61,-,-,-,12.58,61.94,38.0
34,臺北市,2010/12/27,陽明,2.9,0.17,394.38,42.6,45,24,14.0,4.67,1.21,3.45,-,-,-,7.24,61.05,39.0
35,臺北市,2010/12/27,士林,3.0,0.53,-,20.5,40,37,21.0,32.42,10.08,22.35,-,-,-,12.12,64.51,38.0
36,臺北市,2010/12/26,松山,2.5,0.47,404.77,22.1,30,34,27.0,25.67,5.85,19.81,2.065,0.13,1.94,11.33,66.82,34.0
37,臺北市,2010/12/26,古亭,1.8,0.55,-,21.7,28,41,27.0,28.93,8.27,20.66,2.107,0.167,1.94,11.33,74.09,41.0
38,臺北市,2010/12/26,中山,6.7,0.55,-,18.9,28,40,-,34.52,10.2,24.33,2.085,0.165,1.92,11.5,66.15,40.0
39,臺北市,2010/12/26,大同,4.2,1.04,-,-,-,45,28.0,66.05,40.37,25.68,2.372,0.334,2.04,-,-,45.0
40,臺北市,2010/12/26,萬華,2.7,0.53,-,19.9,26,36,28.0,27.32,5.54,21.79,-,-,-,11.28,67.12,36.0
41,臺北市,2010/12/26,陽明,2.6,0.25,398.48,38.6,44,20,13.0,3.94,1.01,2.92,-,-,-,3.64,92.81,38.0
42,臺北市,2010/12/26,士林,2.7,0.4,-,27.6,38,35,25.0,15.62,1.63,14.05,-,-,-,10.95,67.63,37.0
43,臺北市,2010/12/25,松山,1.9,0.34,398.65,20.1,34,16,15.0,31.93,7.05,24.91,2.007,0.11,1.9,14.17,85.19,33.0
44,臺北市,2010/12/25,古亭,1.7,0.42,-,23.1,35,21,16.0,28.53,6.62,21.9,1.999,0.121,1.88,14.33,90.99,33.0
45,臺北市,2010/12/25,中山,4.7,0.48,-,19.8,33,15,-,35.13,10.55,24.58,2.054,0.157,1.9,14.55,83.95,32.0
46,臺北市,2010/12/25,大同,3.0,1.23,-,-,-,22,13.0,88.49,53.97,34.51,2.474,0.464,2.01,-,-,22.0
47,臺北市,2010/12/25,萬華,0.7,0.39,-,20.0,31,10,14.0,30.31,7.09,23.23,-,-,-,14.38,84.37,30.0
48,臺北市,2010/12/25,陽明,1.0,0.15,392.95,39.6,41,5,2.0,2.03,1.51,0.42,-,-,-,8.24,99.39,35.0
49,臺北市,2010/12/25,士林,0.6,0.34,-,26.2,41,12,9.0,20.62,3.97,16.66,-,-,-,14.69,80.5,36.0
50,臺北市,2010/12/24,松山,2.5,0.45,403.43,22.7,30,37,27.0,31.19,6.9,24.3,2.149,0.147,2.0,17.58,76.56,37.0
51,臺北市,2010/12/24,古亭,1.2,0.69,-,18.6,29,50,27.0,41.42,12.18,29.24,2.193,0.233,1.96,18.2,78.56,50.0
52,臺北市,2010/12/24,中山,5.7,0.73,-,17.2,25,44,31.0,48.64,18.14,30.5,2.342,0.286,2.06,18.44,73.64,44.0
53,臺北市,2010/12/24,大同,3.7,1.55,-,-,-,51,29.0,90.36,51.56,38.8,2.872,0.633,2.24,-,-,50.0
54,臺北市,2010/12/24,萬華,1.9,0.6,-,16.4,21,40,26.0,40.0,9.71,30.3,-,-,-,18.39,72.11,40.0
55,臺北市,2010/12/24,陽明,1.8,0.18,392.23,44.4,48,15,10.0,1.93,0.67,1.24,-,-,-,11.45,94.8,42.0
56,臺北市,2010/12/24,士林,3.1,0.47,-,30.5,39,42,25.0,27.88,10.9,16.97,-,-,-,18.14,71.9,42.0
57,臺北市,2010/12/23,松山,6.3,0.7,411.82,23.7,33,87,51.0,52.06,15.08,36.98,2.207,0.254,1.95,18.75,56.11,68.0
58,臺北市,2010/12/23,古亭,3.1,0.62,-,39.5,47,83,45.0,29.46,5.26,24.19,2.076,0.164,1.91,19.69,56.63,66.0
59,臺北市,2010/12/23,中山,8.1,0.82,-,25.9,37,84,54.0,47.58,10.55,37.03,2.269,0.28,1.99,19.48,55.36,67.0
60,臺北市,2010/12/23,大同,6.0,1.75,-,-,-,90,52.0,114.63,61.52,53.11,2.81,0.7,2.11,-,-,70.0
61,臺北市,2010/12/23,萬華,3.8,0.68,-,29.2,37,75,37.0,42.12,8.24,33.88,-,-,-,19.64,53.14,62.0
62,臺北市,2010/12/23,陽明,5.2,0.28,395.67,55.4,57,50,33.0,4.94,1.17,3.77,-,-,-,12.12,80.12,50.0
63,臺北市,2010/12/23,士林,3.1,0.46,-,48.2,51,76,44.0,17.94,1.66,16.28,-,-,-,19.51,54.65,63.0
64,臺北市,2010/12/22,松山,6.6,0.71,410.97,36.5,47,102,66.0,35.57,3.18,32.39,2.225,0.221,2.0,18.21,56.05,76.0
65,臺北市,2010/12/22,古亭,5.8,0.77,-,39.1,55,110,67.0,33.84,5.57,28.27,2.179,0.196,1.98,18.5,61.08,80.0
66,臺北市,2010/12/22,中山,10.1,0.98,-,30.4,43,109,68.0,50.1,8.53,41.57,2.34,0.303,2.04,18.82,55.97,80.0
67,臺北市,2010/12/22,大同,7.8,1.48,-,-,-,114,70.0,99.64,44.14,55.5,2.682,0.55,2.13,-,-,82.0
68,臺北市,2010/12/22,萬華,6.6,0.76,-,35.7,45,94,52.0,39.72,4.48,35.24,-,-,-,18.63,55.33,72.0
69,臺北市,2010/12/22,陽明,7.4,0.42,398.93,62.3,74,68,48.0,7.49,1.57,5.92,-,-,-,11.18,80.09,63.0
70,臺北市,2010/12/22,士林,6.4,0.68,-,46.0,61,96,61.0,25.61,2.46,23.15,-,-,-,18.09,57.7,73.0
71,臺北市,2010/12/21,松山,3.9,0.89,421.74,23.8,36,78,52.0,47.94,12.29,35.65,2.366,0.309,2.06,19.28,72.65,64.0
72,臺北市,2010/12/21,古亭,3.3,0.94,-,23.9,42,87,53.0,44.54,10.56,33.98,2.359,0.35,2.01,19.14,77.29,68.0
73,臺北市,2010/12/21,中山,6.1,1.29,-,14.7,30,86,56.0,71.02,26.01,45.02,2.654,0.488,2.17,19.44,73.77,68.0
74,臺北市,2010/12/21,大同,5.4,2.02,-,-,-,96,61.0,102.37,53.69,48.68,3.285,0.841,2.44,-,-,73.0
75,臺北市,2010/12/21,萬華,5.0,1.09,-,18.3,32,74,50.0,52.19,10.29,41.89,-,-,-,19.12,73.85,62.0
76,臺北市,2010/12/21,陽明,2.4,0.28,391.59,51.3,58,35,28.0,4.96,1.7,3.26,-,-,-,13.23,87.53,53.0
77,臺北市,2010/12/21,士林,3.3,1.07,-,21.3,50,75,48.0,51.27,19.85,31.42,-,-,-,18.56,77.22,62.0
78,臺北市,2010/12/20,松山,4.2,0.84,425.4,20.2,40,67,46.0,55.24,21.7,33.54,2.522,0.363,2.16,18.86,72.65,58.0
79,臺北市,2010/12/20,古亭,2.2,0.94,-,21.0,40,73,45.0,53.51,20.42,33.09,2.387,0.339,2.05,19.2,76.35,62.0
