序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
1,臺北市,2012/03/31,松山,2.1,0.45,414.43,44.5,57,62,37.0,20.01,2.34,17.66,2.088,0.145,1.94,17.95,60.0,56.0
2,臺北市,2012/03/31,古亭,2.5,0.46,-,41.1,50,72,32.0,20.31,3.32,17.0,1.981,0.108,1.87,18.28,64.99,61.0
3,臺北市,2012/03/31,中山,2.4,0.6,-,35.1,46,85,42.0,30.23,5.43,24.8,2.121,0.195,1.93,18.63,59.35,68.0
4,臺北市,2012/03/31,大同,2.6,1.18,-,-,-,80,38.0,64.08,29.34,34.74,2.466,0.451,2.02,-,-,65.0
5,臺北市,2012/03/31,萬華,2.0,0.49,-,36.7,48,59,34.0,25.78,3.64,22.14,-,-,-,18.47,60.28,54.0
6,臺北市,2012/03/31,陽明,2.1,0.26,403.63,59.6,64,38,19.0,3.66,1.35,2.31,-,-,-,10.42,86.65,57.0
7,臺北市,2012/03/31,士林,2.7,0.5,-,45.6,59,67,28.0,17.24,4.44,12.78,-,-,-,17.11,59.98,58.0
8,臺北市,2012/03/30,松山,2.9,0.82,421.7,36.2,59,84,39.0,37.3,7.44,29.85,2.524,0.49,2.03,23.57,53.68,67.0
9,臺北市,2012/03/30,古亭,2.3,0.72,-,33.7,55,71,35.0,38.68,8.4,30.28,2.184,0.277,1.91,23.92,56.19,60.0
10,臺北市,2012/03/30,中山,2.1,0.9,-,25.3,44,79,45.0,55.65,16.94,38.71,2.351,0.339,2.01,23.87,54.65,64.0
11,臺北市,2012/03/30,大同,3.5,1.77,-,-,-,74,42.0,88.25,45.51,42.75,2.786,0.663,2.12,-,-,62.0
12,臺北市,2012/03/30,萬華,1.8,0.83,-,28.3,42,62,36.0,45.55,8.16,37.38,-,-,-,23.99,54.28,56.0
13,臺北市,2012/03/30,陽明,2.6,0.22,400.36,62.3,70,38,26.0,4.87,1.22,3.65,-,-,-,16.85,74.65,64.0
14,臺北市,2012/03/30,士林,2.4,0.51,-,39.7,63,77,-,27.77,3.81,23.96,-,-,-,21.89,59.29,64.0
15,臺北市,2012/03/29,松山,3.9,0.27,402.6,56.7,63,76,29.0,12.33,1.39,10.94,3.201,1.376,1.83,23.07,47.54,63.0
16,臺北市,2012/03/29,古亭,1.8,0.39,-,43.7,49,67,31.0,20.98,4.1,16.88,1.951,0.106,1.85,23.45,50.76,58.0
17,臺北市,2012/03/29,中山,2.3,0.46,-,39.3,45,71,37.0,24.52,3.62,20.89,2.029,0.153,1.88,23.34,49.75,60.0
18,臺北市,2012/03/29,大同,3.5,2.05,-,-,-,78,41.0,102.79,59.45,43.35,2.788,0.792,2.0,-,-,64.0
19,臺北市,2012/03/29,萬華,1.2,0.46,-,37.9,43,60,30.0,25.57,3.09,22.48,-,-,-,23.38,50.28,55.0
20,臺北市,2012/03/29,陽明,1.8,0.17,397.66,57.0,59,39,22.0,3.69,1.51,2.19,-,-,-,14.93,79.11,50.0
21,臺北市,2012/03/29,士林,1.8,0.28,-,49.1,52,70,-,12.44,1.87,10.57,-,-,-,21.65,52.45,60.0
22,臺北市,2012/03/28,松山,0.6,0.25,401.39,60.9,69,62,26.0,9.65,1.82,7.83,1.865,0.05,1.82,22.71,44.07,60.0
23,臺北市,2012/03/28,古亭,1.8,0.3,-,52.0,57,57,28.0,14.22,3.07,11.15,1.9,0.066,1.83,23.2,46.32,54.0
24,臺北市,2012/03/28,中山,2.6,0.44,-,45.1,52,63,34.0,22.32,4.03,18.27,1.999,0.144,1.86,23.11,45.72,56.0
25,臺北市,2012/03/28,大同,2.0,1.21,-,-,-,74,33.0,67.66,31.48,36.18,2.404,0.442,1.96,-,-,62.0
26,臺北市,2012/03/28,萬華,0.6,0.36,-,45.5,51,55,28.0,20.88,2.95,17.93,-,-,-,23.09,46.03,52.0
27,臺北市,2012/03/28,陽明,1.2,0.16,397.41,60.0,65,31,19.0,2.0,0.89,1.09,-,-,-,14.83,72.21,55.0
28,臺北市,2012/03/28,士林,1.6,0.23,-,56.6,62,61,26.0,8.61,1.3,7.3,-,-,-,21.1,48.51,56.0
29,臺北市,2012/03/27,松山,2.5,0.35,404.65,64.9,69,72,38.0,15.12,2.06,13.06,1.969,0.083,1.89,21.61,47.51,61.0
30,臺北市,2012/03/27,古亭,2.3,0.35,-,61.3,64,78,42.0,13.41,2.29,11.12,1.916,0.067,1.85,22.24,49.49,64.0
31,臺北市,2012/03/27,中山,1.8,0.53,-,48.3,53,81,47.0,27.59,3.92,23.67,2.056,0.167,1.89,21.97,49.55,66.0
32,臺北市,2012/03/27,大同,2.5,1.18,-,-,-,96,48.0,68.56,28.29,40.27,2.395,0.436,1.96,-,-,73.0
33,臺北市,2012/03/27,萬華,2.2,0.4,-,53.9,56,71,36.0,21.85,2.71,19.14,-,-,-,22.12,49.77,60.0
34,臺北市,2012/03/27,陽明,2.5,0.19,398.17,68.4,70,42,28.0,3.27,1.46,1.81,-,-,-,13.54,79.47,61.0
35,臺北市,2012/03/27,士林,2.3,0.27,-,66.1,69,75,34.0,8.88,1.5,7.38,-,-,-,20.13,51.69,62.0
36,臺北市,2012/03/26,松山,3.3,0.4,411.92,51.2,62,73,29.0,22.69,2.18,20.51,2.043,0.133,1.91,19.72,44.16,56.0
37,臺北市,2012/03/26,古亭,2.3,0.33,-,58.1,61,58,29.0,14.08,2.21,11.87,1.928,0.076,1.85,20.71,43.5,57.0
38,臺北市,2012/03/26,中山,3.1,0.53,-,45.2,52,61,36.0,30.8,5.08,25.72,2.06,0.157,1.9,20.44,44.45,56.0
39,臺北市,2012/03/26,大同,2.7,0.96,-,-,-,74,36.0,61.21,23.72,37.49,2.322,0.358,1.96,-,-,62.0
40,臺北市,2012/03/26,萬華,2.5,0.43,-,45.2,52,53,31.0,28.59,3.1,25.49,-,-,-,20.37,44.93,52.0
41,臺北市,2012/03/26,陽明,4.0,0.2,400.06,67.8,72,33,21.0,3.33,1.03,2.3,-,-,-,11.94,72.75,63.0
42,臺北市,2012/03/26,士林,2.2,0.26,-,64.1,68,63,27.0,9.47,1.56,7.91,-,-,-,18.81,45.77,61.0
43,臺北市,2012/03/25,松山,3.6,0.4,416.26,43.9,64,58,22.0,22.1,2.31,19.79,2.084,0.135,1.95,16.1,48.36,58.0
44,臺北市,2012/03/25,古亭,2.2,0.3,-,52.1,61,60,21.0,14.97,2.44,12.53,1.943,0.069,1.87,17.15,46.63,55.0
45,臺北市,2012/03/25,中山,4.3,0.52,-,37.4,53,65,29.0,32.22,5.29,26.92,2.126,0.16,1.97,16.92,47.67,58.0
46,臺北市,2012/03/25,大同,3.6,0.7,-,-,-,62,25.0,49.96,17.25,32.71,2.255,0.25,2.01,-,-,56.0
47,臺北市,2012/03/25,萬華,2.9,0.42,-,38.7,52,56,23.0,29.14,3.62,25.52,-,-,-,17.03,46.63,53.0
48,臺北市,2012/03/25,陽明,2.9,0.19,400.55,63.0,74,33,15.0,3.48,0.67,2.79,-,-,-,9.11,73.08,64.0
