序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
1,臺北市,2002/01/31,松山,7.0,0.92,25.2,-,95,-,42.27,8.6,33.67,-,-,-,14.61,-,-,73.0,-
2,臺北市,2002/01/31,古亭,5.7,0.75,37.2,-,68,42,33.21,6.18,27.03,2.482,0.35,2.13,15.01,-,-,59.0,-
3,臺北市,2002/01/31,中山,6.3,0.92,31.7,-,86,-,39.05,6.7,32.36,2.317,0.26,2.06,15.52,-,-,68.0,-
4,臺北市,2002/01/31,大同,8.1,2.74,-,-,106,-,158.98,103.31,55.67,3.511,1.3,2.21,16.14,-,-,78.0,-
5,臺北市,2002/01/31,萬華,5.9,0.86,36.8,-,69,-,32.62,2.81,29.81,-,-,-,14.88,-,-,59.0,-
6,臺北市,2002/01/31,陽明,3.9,0.46,61.1,-,39,-,3.46,0.25,3.21,-,-,-,7.94,-,93.0,54.0,-
7,臺北市,2002/01/31,士林,4.0,0.59,50.1,-,81,-,13.63,0.71,12.92,-,-,-,14.95,-,-,66.0,-
8,臺北市,2002/01/30,松山,5.1,0.83,23.9,-,-,-,46.25,9.91,36.33,-,-,-,12.89,-,-,63.0,-
9,臺北市,2002/01/30,古亭,4.4,0.69,28.5,-,61,36,36.69,8.34,28.36,2.497,0.36,2.13,13.06,-,-,55.0,-
10,臺北市,2002/01/30,中山,3.9,0.86,25.9,-,81,-,41.88,8.39,33.49,2.22,0.27,1.95,13.76,-,-,66.0,-
11,臺北市,2002/01/30,大同,6.9,2.9,-,-,103,-,178.04,119.2,58.84,3.604,1.43,2.17,14.39,-,-,76.0,-
12,臺北市,2002/01/30,萬華,4.4,0.8,29.3,-,69,-,33.44,2.84,30.59,-,-,-,12.98,-,-,59.0,-
13,臺北市,2002/01/30,陽明,2.9,0.33,58.1,-,20,-,2.66,0.04,2.63,-,-,-,6.38,-,100.0,54.0,-
14,臺北市,2002/01/30,士林,2.6,0.51,45.2,-,59,-,13.91,0.92,12.99,-,-,-,13.25,-,-,55.0,-
15,臺北市,2002/01/29,松山,3.7,0.79,22.4,-,-,-,42.74,7.85,34.9,-,-,-,11.51,-,-,42.0,-
16,臺北市,2002/01/29,古亭,3.4,0.9,21.3,-,54,33,48.89,14.46,34.44,2.416,0.37,2.04,11.73,-,-,52.0,-
17,臺北市,2002/01/29,中山,3.6,1.02,14.9,-,76,-,55.77,14.47,41.3,2.338,0.44,1.9,12.51,-,-,63.0,-
18,臺北市,2002/01/29,大同,5.8,3.55,-,-,110,-,215.87,155.86,60.02,4.129,1.83,2.3,13.2,-,-,80.0,-
19,臺北市,2002/01/29,萬華,3.3,0.86,22.5,-,61,-,39.85,3.76,36.09,-,-,-,11.71,-,-,56.0,-
20,臺北市,2002/01/29,陽明,2.5,0.34,56.5,-,21,-,2.29,0.29,2.0,-,-,-,5.68,-,100.0,53.0,-
21,臺北市,2002/01/29,士林,2.9,0.62,33.1,-,56,-,22.12,2.24,19.89,-,-,-,11.9,-,-,53.0,-
22,臺北市,2002/01/28,松山,1.7,0.8,20.9,-,37,-,43.17,9.96,33.21,-,-,-,12.16,-,-,37.0,-
23,臺北市,2002/01/28,古亭,1.2,0.93,18.5,-,27,21,47.97,14.65,33.32,2.423,0.38,2.04,12.44,-,-,33.0,-
24,臺北市,2002/01/28,中山,1.7,0.91,16.4,-,39,-,51.38,15.79,35.58,2.213,0.27,1.95,13.01,-,-,39.0,-
25,臺北市,2002/01/28,大同,3.2,2.92,-,-,57,-,193.34,139.96,53.38,3.622,1.38,2.24,13.5,-,-,53.0,-
26,臺北市,2002/01/28,萬華,1.7,1.01,18.2,-,30,-,45.61,8.48,37.12,-,-,-,12.36,-,-,32.0,-
27,臺北市,2002/01/28,陽明,0.5,0.18,49.7,-,-,-,1.17,0.27,0.9,-,-,-,7.16,-,100.0,43.0,-
28,臺北市,2002/01/28,士林,1.1,0.66,22.4,-,29,-,30.04,4.96,25.08,-,-,-,11.98,-,-,33.0,-
29,臺北市,2002/01/27,松山,1.1,0.6,18.2,-,30,-,35.77,7.94,27.82,-,-,-,11.99,-,-,30.0,-
30,臺北市,2002/01/27,古亭,0.7,0.59,18.3,-,26,16,31.97,6.74,25.23,2.358,0.28,2.07,12.26,-,-,26.0,-
31,臺北市,2002/01/27,中山,1.1,0.7,13.7,-,34,-,42.18,11.55,30.63,2.257,0.25,2.01,12.84,-,-,34.0,-
32,臺北市,2002/01/27,大同,2.9,2.19,-,-,42,-,174.27,127.6,46.67,3.203,0.98,2.22,13.33,-,-,42.0,-
33,臺北市,2002/01/27,萬華,1.2,0.71,18.5,-,25,-,32.73,4.09,28.64,-,-,-,12.24,-,-,25.0,-
34,臺北市,2002/01/27,陽明,0.1,0.25,44.0,-,-,-,1.26,0.01,1.24,-,-,-,6.62,-,100.0,42.0,-
35,臺北市,2002/01/27,士林,0.7,0.54,19.8,-,28,-,24.68,3.62,21.06,-,-,-,11.91,-,-,28.0,-
36,臺北市,2002/01/26,松山,0.9,0.66,12.3,-,24,-,38.88,12.03,26.85,-,-,-,14.52,-,-,24.0,-
37,臺北市,2002/01/26,古亭,1.4,0.92,7.3,-,21,8,52.95,20.76,32.2,2.605,0.46,2.14,14.63,-,-,21.0,-
38,臺北市,2002/01/26,中山,0.9,0.79,9.3,-,25,-,46.48,16.77,29.71,2.451,0.39,2.06,15.16,-,-,25.0,-
39,臺北市,2002/01/26,大同,2.0,1.87,-,-,33,-,110.9,76.51,34.39,3.036,0.78,2.26,15.45,-,-,33.0,-
40,臺北市,2002/01/26,萬華,1.3,0.72,12.0,-,21,-,34.59,5.92,28.68,-,-,-,14.41,-,-,21.0,-
41,臺北市,2002/01/26,陽明,0.2,0.22,39.6,-,11,-,1.67,0.02,1.65,-,-,-,9.22,-,100.0,35.0,-
42,臺北市,2002/01/26,士林,0.6,0.63,13.0,-,25,-,30.46,7.16,23.3,-,-,-,14.24,-,-,25.0,-
43,臺北市,2002/01/25,松山,4.9,1.28,11.1,-,57,-,83.05,43.42,39.63,-,-,-,17.49,-,-,53.0,-
44,臺北市,2002/01/25,古亭,5.8,1.29,9.9,-,47,19,76.04,39.43,36.61,2.98,0.76,2.22,17.44,-,-,47.0,-
45,臺北市,2002/01/25,中山,4.1,1.21,10.9,-,48,-,66.69,31.9,34.8,2.663,0.66,2.0,18.05,-,-,48.0,-
46,臺北市,2002/01/25,大同,4.5,2.33,-,-,58,-,109.4,71.32,38.08,3.445,1.17,2.28,18.27,-,-,54.0,-
47,臺北市,2002/01/25,萬華,5.2,1.11,10.3,-,43,-,57.34,20.92,36.41,-,-,-,16.94,-,-,43.0,-
48,臺北市,2002/01/25,陽明,0.4,0.23,41.9,-,11,-,2.3,0.11,2.19,-,-,-,13.04,-,99.0,40.0,-
49,臺北市,2002/01/25,士林,2.6,0.54,19.0,-,37,-,29.73,7.87,21.86,-,-,-,17.4,-,-,37.0,-
50,臺北市,2002/01/24,松山,3.9,0.65,22.4,-,45,-,41.42,11.19,30.23,-,-,-,14.59,-,-,45.0,-
51,臺北市,2002/01/24,古亭,3.9,0.64,22.8,-,38,21,37.69,9.73,27.96,2.428,0.41,2.02,14.86,-,-,41.0,-
52,臺北市,2002/01/24,中山,2.7,0.7,22.7,-,44,-,36.24,8.05,28.19,2.199,0.23,1.97,15.61,-,-,44.0,-
53,臺北市,2002/01/24,大同,5.1,2.78,-,-,55,-,154.71,106.04,48.67,3.515,1.33,2.19,16.22,-,-,52.0,-
54,臺北市,2002/01/24,萬華,3.2,0.72,24.4,-,38,-,35.99,5.1,30.89,-,-,-,14.83,-,-,39.0,-
55,臺北市,2002/01/24,陽明,1.1,0.32,50.6,-,14,-,1.45,0.26,1.18,-,-,-,9.17,-,100.0,50.0,-
56,臺北市,2002/01/24,士林,2.3,0.32,38.5,-,42,-,11.81,1.05,10.76,-,-,-,15.23,-,-,44.0,-
57,臺北市,2002/01/23,松山,5.3,0.62,23.9,-,59,-,39.71,9.13,30.58,-,-,-,13.11,-,-,54.0,-
58,臺北市,2002/01/23,古亭,3.7,0.55,25.4,-,46,24,35.09,8.86,26.23,2.446,0.36,2.09,13.16,-,-,46.0,-
59,臺北市,2002/01/23,中山,3.4,0.64,25.0,-,51,-,34.25,6.49,27.77,2.148,0.23,1.91,13.69,-,-,50.0,-
60,臺北市,2002/01/23,大同,6.0,2.4,-,-,66,-,154.5,106.33,48.17,3.434,1.24,2.2,14.26,-,-,58.0,-
61,臺北市,2002/01/23,萬華,4.1,0.72,24.4,-,44,-,33.72,3.59,30.14,-,-,-,13.03,-,-,44.0,-
62,臺北市,2002/01/23,陽明,2.9,0.23,51.0,-,18,-,1.97,0.24,1.73,-,-,-,5.65,-,91.0,50.0,-
63,臺北市,2002/01/23,士林,3.3,0.4,39.8,-,43,-,12.0,1.26,10.74,-,-,-,12.7,-,-,43.0,-
64,臺北市,2002/01/22,松山,5.4,0.61,23.2,-,77,-,37.48,8.99,28.49,-,-,-,11.52,-,-,63.0,-
65,臺北市,2002/01/22,古亭,5.3,0.69,19.6,-,65,23,40.68,12.41,28.27,2.426,0.35,2.08,11.51,-,-,58.0,-
66,臺北市,2002/01/22,中山,4.5,0.66,22.8,-,73,-,35.44,7.75,27.69,2.225,0.2,2.02,12.18,-,-,62.0,-
67,臺北市,2002/01/22,大同,7.3,2.43,-,-,94,-,161.32,114.42,46.9,3.529,1.32,2.21,12.76,-,-,72.0,-
68,臺北市,2002/01/22,萬華,4.7,0.71,22.0,-,45,-,33.93,3.98,29.94,-,-,-,11.45,-,-,45.0,-
69,臺北市,2002/01/22,陽明,3.9,0.27,48.1,-,33,-,2.35,0.01,2.34,-,-,-,4.1,-,89.0,45.0,-
70,臺北市,2002/01/22,士林,4.1,0.42,33.6,-,67,-,15.43,1.92,13.51,-,-,-,11.18,-,-,58.0,-
71,臺北市,2002/01/21,松山,4.5,0.65,29.1,-,73,-,28.03,4.89,23.14,-,-,-,11.75,-,-,62.0,-
72,臺北市,2002/01/21,古亭,4.1,1.07,16.0,-,71,34,57.55,23.08,34.47,2.629,0.49,2.13,11.4,-,-,61.0,-
73,臺北市,2002/01/21,中山,4.2,0.83,22.0,-,85,-,34.18,6.76,27.42,-,-,-,12.24,-,-,67.0,-
74,臺北市,2002/01/21,大同,5.7,2.66,-,-,105,-,157.91,108.51,49.4,3.502,1.29,2.21,12.73,-,-,77.0,-
75,臺北市,2002/01/21,萬華,3.8,0.88,19.3,-,62,-,36.06,4.17,31.89,-,-,-,11.33,-,-,56.0,-
76,臺北市,2002/01/21,陽明,3.7,0.36,49.5,-,34,-,2.11,0.06,2.06,-,-,-,4.35,-,95.0,48.0,-
77,臺北市,2002/01/21,士林,4.0,0.66,32.4,-,73,-,19.77,3.44,16.33,-,-,-,11.49,-,-,62.0,-
78,臺北市,2002/01/20,松山,1.0,0.72,16.6,-,28,-,33.45,7.52,25.93,-,-,-,13.9,-,-,28.0,-
79,臺北市,2002/01/20,古亭,0.7,0.73,16.1,-,25,10,33.91,8.93,24.98,2.387,0.29,2.1,14.14,-,-,25.0,-
80,臺北市,2002/01/20,中山,1.2,0.72,13.1,-,32,-,34.3,7.77,26.54,2.298,0.26,2.03,14.67,-,-,32.0,-
81,臺北市,2002/01/20,大同,2.0,2.01,-,-,37,-,130.85,93.06,37.79,3.131,0.86,2.27,15.2,-,-,37.0,-
82,臺北市,2002/01/20,萬華,0.6,0.78,15.7,-,23,-,29.17,3.27,25.9,-,-,-,14.05,-,-,23.0,-
83,臺北市,2002/01/20,陽明,0.5,0.43,39.4,-,11,-,2.21,0.12,2.09,-,-,-,8.67,-,100.0,51.0,-
84,臺北市,2002/01/20,士林,0.5,0.63,12.8,-,26,-,24.38,3.58,20.8,-,-,-,13.75,-,-,26.0,-
85,臺北市,2002/01/19,松山,1.0,0.53,18.0,-,22,-,35.73,9.38,26.35,-,-,-,14.66,-,-,30.0,-
86,臺北市,2002/01/19,古亭,0.7,0.59,18.3,-,18,6,32.34,9.11,23.23,2.42,0.34,2.08,14.98,-,-,27.0,-
87,臺北市,2002/01/19,中山,0.5,0.59,18.7,-,21,-,29.48,6.86,22.62,2.231,0.26,1.97,15.87,-,-,24.0,-
88,臺北市,2002/01/19,大同,2.9,2.26,-,-,33,-,146.23,106.18,40.05,3.402,1.23,2.17,16.78,-,-,33.0,-
89,臺北市,2002/01/19,萬華,0.6,0.63,20.4,-,19,-,27.13,4.1,23.03,-,-,-,15.2,-,-,28.0,-
90,臺北市,2002/01/19,陽明,0.4,0.2,39.6,-,11,-,1.45,0.1,1.35,-,-,-,9.08,-,99.0,35.0,-
91,臺北市,2002/01/19,士林,0.4,0.4,23.9,-,18,-,16.22,2.28,13.94,-,-,-,15.27,-,-,26.0,-
92,臺北市,2002/01/18,松山,2.4,0.75,12.8,-,32,-,45.62,16.45,29.17,-,-,-,17.19,-,-,32.0,-
93,臺北市,2002/01/18,古亭,1.7,0.89,12.0,-,23,10,48.81,19.66,29.14,2.765,0.49,2.27,17.59,-,-,23.0,-
94,臺北市,2002/01/18,中山,1.6,0.98,10.2,-,33,-,48.54,18.31,30.22,2.454,0.43,2.03,18.2,-,-,33.0,-
95,臺北市,2002/01/18,大同,4.4,3.43,-,-,58,-,176.94,134.13,42.81,4.101,1.78,2.32,19.02,-,-,58.0,-
96,臺北市,2002/01/18,萬華,1.9,0.96,13.6,-,22,-,40.1,9.83,30.26,-,-,-,17.65,-,-,22.0,-
97,臺北市,2002/01/18,陽明,0.1,0.32,35.8,-,13,-,1.83,0.14,1.69,-,-,-,12.69,-,99.0,34.0,-
98,臺北市,2002/01/18,士林,0.7,0.75,9.0,-,30,-,33.06,7.96,25.1,-,-,-,17.12,-,-,30.0,-
99,臺北市,2002/01/17,松山,2.4,0.85,13.8,-,38,-,40.55,13.69,26.85,-,-,-,17.06,-,-,38.0,-
100,臺北市,2002/01/17,古亭,1.9,0.79,14.6,-,22,6,33.1,9.4,23.71,2.444,0.31,2.13,17.42,-,-,22.0,-
