序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
1,臺北市,2002/08/31,松山,2.7,0.75,362.92,39.5,-,71,-,-,-,-,-,-,-,29.27,-,-,69.0,-
2,臺北市,2002/08/31,古亭,2.2,0.79,-,33.1,-,50,42.56,31.59,6.5,25.09,2.467,0.27,2.2,29.48,-,-,58.0,-
3,臺北市,2002/08/31,中山,3.1,0.78,-,36.2,-,87,-,30.34,4.01,26.33,2.644,0.37,2.28,30.09,-,-,68.0,-
4,臺北市,2002/08/31,大同,6.1,1.82,-,-,-,87,-,63.32,27.09,36.23,3.17,0.97,2.2,30.87,-,-,68.0,-
5,臺北市,2002/08/31,萬華,3.0,0.75,-,38.8,-,57,-,20.35,0.67,19.69,-,-,-,29.92,-,-,59.0,-
6,臺北市,2002/08/31,陽明,1.9,0.39,363.06,60.1,-,53,-,6.87,0.44,6.43,-,-,-,22.4,-,92.0,75.0,-
7,臺北市,2002/08/31,士林,2.9,0.66,-,47.9,-,65,-,24.16,0.85,23.31,-,-,-,28.62,-,-,81.0,-
8,臺北市,2002/08/30,松山,3.3,0.69,356.75,39.7,-,62,-,-,-,-,-,-,-,29.15,-,-,62.0,-
9,臺北市,2002/08/30,古亭,2.5,0.86,-,31.1,-,53,42.3,35.7,5.78,29.92,2.594,0.54,2.05,29.66,-,-,51.0,-
10,臺北市,2002/08/30,中山,1.9,0.84,-,32.0,-,79,-,35.97,6.5,29.47,2.539,0.28,2.26,29.8,-,-,65.0,-
11,臺北市,2002/08/30,大同,4.9,1.4,-,-,-,70,-,43.9,11.12,32.78,3.036,0.89,2.15,30.33,-,-,60.0,-
12,臺北市,2002/08/30,萬華,5.2,0.85,-,36.1,-,55,-,26.47,1.07,25.4,-,-,-,29.67,-,-,53.0,-
13,臺北市,2002/08/30,陽明,0.8,0.31,361.52,63.0,-,25,-,4.52,0.02,4.5,-,-,-,22.08,-,94.0,79.0,-
14,臺北市,2002/08/30,士林,1.9,0.58,-,44.1,-,43,-,29.05,1.68,27.37,-,-,-,28.09,-,-,72.0,-
15,臺北市,2002/08/29,松山,5.3,0.65,362.68,22.9,-,52,-,-,-,-,-,-,-,29.99,-,-,54.0,-
16,臺北市,2002/08/29,古亭,6.4,0.76,-,21.6,-,56,38.75,36.03,8.36,27.67,2.574,0.53,2.04,30.62,-,-,58.0,-
17,臺北市,2002/08/29,中山,3.6,0.75,-,17.2,-,72,-,42.57,14.65,27.92,2.482,0.35,2.13,30.57,-,-,61.0,-
18,臺北市,2002/08/29,大同,6.4,1.45,-,-,-,69,-,53.95,23.15,30.79,2.704,0.55,2.16,31.27,-,-,59.0,-
19,臺北市,2002/08/29,萬華,8.3,0.76,-,23.8,-,63,-,33.24,7.39,25.86,-,-,-,30.47,-,-,62.0,-
20,臺北市,2002/08/29,陽明,1.4,0.31,362.1,47.8,-,31,-,6.98,0.79,6.19,-,-,-,22.72,-,92.0,58.0,-
21,臺北市,2002/08/29,士林,1.6,0.49,-,25.2,-,38,-,24.62,4.1,20.52,-,-,-,28.25,-,-,42.0,-
22,臺北市,2002/08/28,松山,4.1,0.68,370.22,30.5,-,42,-,-,-,-,-,-,-,29.49,-,-,87.0,-
23,臺北市,2002/08/28,古亭,3.9,0.78,-,29.0,-,42,33.82,36.67,9.74,26.93,2.513,0.51,2.0,29.99,-,-,80.0,-
24,臺北市,2002/08/28,中山,2.4,0.73,-,24.6,-,58,-,35.01,10.09,24.92,2.413,0.24,2.17,30.32,-,-,69.0,-
25,臺北市,2002/08/28,大同,6.2,2.68,-,-,-,73,-,100.44,64.88,35.55,3.563,1.37,2.2,31.02,-,-,62.0,-
26,臺北市,2002/08/28,萬華,4.9,0.71,-,25.7,-,46,-,29.57,3.84,25.73,-,-,-,29.95,-,-,83.0,-
27,臺北市,2002/08/28,陽明,1.9,0.32,363.14,59.6,-,36,-,5.49,0.36,5.13,-,-,-,22.91,-,89.0,68.0,-
28,臺北市,2002/08/28,士林,2.1,0.57,-,33.5,-,37,-,26.78,3.16,23.62,-,-,-,28.49,-,-,70.0,-
29,臺北市,2002/08/27,松山,5.3,0.71,371.41,30.6,-,52,-,34.11,8.37,25.74,-,-,-,29.49,-,-,82.0,-
30,臺北市,2002/08/27,古亭,4.0,0.77,-,24.2,-,38,35.28,35.78,9.52,26.26,2.56,0.5,2.06,29.78,-,-,62.0,-
31,臺北市,2002/08/27,中山,4.6,0.86,-,19.6,-,59,-,39.89,12.09,27.8,2.329,0.17,2.16,30.38,-,-,55.0,-
32,臺北市,2002/08/27,大同,9.3,3.57,-,-,-,73,-,117.22,74.21,43.01,4.065,1.86,2.21,31.37,-,-,61.0,-
33,臺北市,2002/08/27,萬華,4.5,0.82,-,23.5,-,53,-,31.09,3.79,27.3,-,-,-,29.8,-,-,63.0,-
34,臺北市,2002/08/27,陽明,6.7,0.32,-,41.4,-,46,-,13.97,1.62,12.35,-,-,-,23.06,-,90.0,58.0,-
35,臺北市,2002/08/27,士林,3.1,0.58,-,25.6,-,40,-,33.26,6.78,26.48,-,-,-,28.54,-,-,46.0,-
36,臺北市,2002/08/26,松山,4.5,0.67,368.19,25.1,-,49,-,30.58,7.04,23.54,-,-,-,29.42,-,-,69.0,-
37,臺北市,2002/08/26,古亭,4.0,0.77,-,18.1,-,43,32.76,38.13,11.61,26.51,2.402,0.36,2.04,29.64,-,-,56.0,-
38,臺北市,2002/08/26,中山,5.4,0.82,-,18.5,-,64,-,38.46,9.91,28.55,2.433,0.3,2.14,30.36,-,-,57.0,-
39,臺北市,2002/08/26,大同,8.5,3.67,-,-,-,74,-,117.41,78.24,39.17,3.985,1.8,2.19,31.32,-,-,62.0,-
40,臺北市,2002/08/26,萬華,3.3,0.79,-,20.2,-,38,-,26.75,2.86,23.9,-,-,-,29.93,-,-,58.0,-
41,臺北市,2002/08/26,陽明,-,-,-,-,-,-,-,-,-,-,-,-,-,22.57,-,88.0,45.0,-
42,臺北市,2002/08/26,士林,4.8,0.63,-,20.7,-,62,-,31.92,5.37,26.54,-,-,-,28.42,-,-,56.0,-
43,臺北市,2002/08/25,松山,9.4,0.68,369.96,26.9,-,59,-,31.72,5.31,26.42,-,-,-,29.99,-,-,89.0,-
44,臺北市,2002/08/25,古亭,5.2,0.79,-,29.6,-,58,44.71,35.08,7.54,27.54,2.554,0.5,2.06,30.43,-,-,115.0,-
