序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
1,臺北市,2009/05/31,松山,5.7,0.52,409.26,51.5,74,68,45.0,28.37,2.13,26.24,2.222,0.151,2.07,25.25,49.46,67.0
2,臺北市,2009/05/31,古亭,4.9,0.54,-,53.6,71,75,50.0,28.43,2.16,26.26,2.088,0.158,1.93,25.77,52.2,67.0
3,臺北市,2009/05/31,中山,4.9,0.61,-,48.6,68,84,51.0,36.03,4.59,31.44,2.285,0.213,2.07,25.64,45.78,67.0
4,臺北市,2009/05/31,萬華,4.3,0.57,-,58.5,73,75,49.0,24.44,1.75,22.68,-,-,-,25.68,47.61,74.0
5,臺北市,2009/05/31,陽明,3.6,0.23,385.56,76.6,89,60,31.0,3.78,1.3,2.48,-,-,-,19.58,41.39,94.0
6,臺北市,2009/05/31,士林,4.2,0.41,-,64.8,87,84,38.0,17.66,1.99,15.67,-,-,-,25.91,38.22,89.0
7,臺北市,2009/05/30,松山,6.4,0.6,413.05,59.9,106,78,52.0,36.05,3.57,32.47,2.352,0.203,2.15,24.42,43.55,100.0
8,臺北市,2009/05/30,古亭,5.9,0.65,-,60.4,102,79,53.0,34.93,3.61,31.32,2.152,0.197,1.96,24.98,44.88,101.0
9,臺北市,2009/05/30,中山,6.6,0.7,-,55.2,95,79,55.0,42.13,5.44,36.69,2.342,0.255,2.09,24.72,42.89,94.0
10,臺北市,2009/05/30,萬華,5.0,0.6,-,66.5,103,69,52.0,26.15,1.93,24.22,-,-,-,24.73,41.98,103.0
11,臺北市,2009/05/30,陽明,7.7,0.36,390.31,97.6,115,69,52.0,6.82,0.98,5.84,-,-,-,18.56,51.69,100.0
12,臺北市,2009/05/30,士林,6.2,0.57,-,72.8,108,91,50.0,26.06,2.83,23.22,-,-,-,24.69,43.28,118.0
13,臺北市,2009/05/29,松山,4.2,0.46,404.63,45.2,73,49,30.0,24.35,2.73,21.61,2.18,0.165,2.02,23.68,60.42,64.0
14,臺北市,2009/05/29,古亭,2.5,0.48,-,48.1,65,49,29.0,25.34,3.62,21.72,2.018,0.132,1.89,24.25,61.48,58.0
15,臺北市,2009/05/29,中山,3.6,0.59,-,42.3,60,56,34.0,35.4,5.12,30.28,2.235,0.21,2.03,23.86,59.1,53.0
