序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
1,臺北市,2007/03/31,松山,7.2,1.07,429.85,9.6,15,77,47.0,71.98,36.58,35.39,2.654,0.541,2.11,26.06,-,78.46,64.0,-
2,臺北市,2007/03/31,古亭,4.3,0.98,-,7.7,13,70,53.0,52.27,20.77,31.5,2.476,0.407,2.07,26.04,-,73.59,60.0,-
3,臺北市,2007/03/31,中山,7.1,1.37,-,6.6,11,79,55.0,83.97,48.9,35.07,2.699,0.556,2.14,26.41,-,76.53,64.0,-
4,臺北市,2007/03/31,萬華,6.1,1.01,-,9.5,15,64,50.0,47.05,17.93,29.11,-,-,-,27.7,-,70.12,57.0,-
5,臺北市,2007/03/31,陽明,2.2,0.29,-,35.6,51,42,32.0,10.28,1.57,8.7,-,-,-,20.57,-,63.12,53.0,-
6,臺北市,2007/03/31,士林,4.8,0.78,-,9.8,18,78,46.0,42.84,18.02,24.83,-,-,-,26.14,-,79.01,64.0,-
7,臺北市,2007/03/30,松山,6.6,1.23,437.03,28.5,68,85,51.0,73.83,33.62,40.21,2.812,0.619,2.19,26.35,-,76.43,91.0,-
8,臺北市,2007/03/30,古亭,5.0,1.24,-,32.6,85,77,57.0,58.51,19.53,38.98,2.64,0.514,2.13,25.89,-,73.59,131.0,-
9,臺北市,2007/03/30,中山,5.5,1.48,-,22.8,59,80,57.0,77.79,33.5,44.29,2.681,0.584,2.1,26.28,-,75.54,84.0,-
10,臺北市,2007/03/30,萬華,5.6,1.05,-,34.9,85,64,54.0,47.38,14.34,33.05,-,-,-,27.39,-,70.2,119.0,-
11,臺北市,2007/03/30,陽明,2.2,0.36,-,36.6,84,45,35.0,8.43,1.34,7.09,-,-,-,21.57,-,89.75,83.0,-
12,臺北市,2007/03/30,士林,4.1,0.9,-,24.6,60,77,44.0,47.55,18.11,29.44,-,-,-,26.16,-,78.51,64.0,-
13,臺北市,2007/03/29,松山,6.8,1.43,436.72,14.3,32,90,51.0,86.28,40.86,45.42,2.89,0.772,2.12,24.53,-,78.48,70.0,-
14,臺北市,2007/03/29,古亭,5.2,1.15,-,13.2,31,71,48.0,60.52,24.24,36.27,2.505,0.45,2.06,23.96,-,76.26,60.0,-
15,臺北市,2007/03/29,中山,7.2,1.54,-,10.2,24,80,53.0,87.82,42.86,44.96,2.878,0.649,2.23,24.64,-,77.54,65.0,-
16,臺北市,2007/03/29,萬華,6.4,1.4,-,13.3,31,64,50.0,61.17,23.27,37.9,-,-,-,25.64,-,73.38,57.0,-
17,臺北市,2007/03/29,陽明,1.9,0.29,403.49,28.4,35,30,22.0,9.3,1.55,7.74,-,-,-,19.68,-,97.06,36.0,-
18,臺北市,2007/03/29,士林,6.6,1.06,-,16.0,34,79,40.0,57.53,27.04,30.49,-,-,-,24.43,-,80.44,64.0,-
19,臺北市,2007/03/28,松山,7.4,0.91,409.26,15.5,28,61,29.0,62.24,16.43,45.81,2.429,0.478,1.95,22.0,-,73.58,56.0,-
20,臺北市,2007/03/28,古亭,6.5,1.07,-,22.3,41,69,36.0,63.65,17.88,45.77,2.541,0.508,2.03,21.76,-,68.81,60.0,-
21,臺北市,2007/03/28,中山,7.5,1.19,-,17.0,27,67,36.0,73.82,25.02,48.8,2.521,0.492,2.03,22.07,-,68.94,58.0,-
22,臺北市,2007/03/28,萬華,9.0,0.99,-,23.7,41,64,38.0,58.78,14.13,44.62,-,-,-,23.36,-,63.3,57.0,-
23,臺北市,2007/03/28,陽明,3.8,0.28,393.92,57.4,65,37,23.0,7.02,0.84,6.18,-,-,-,16.87,-,79.52,55.0,-
24,臺北市,2007/03/28,士林,7.8,0.58,-,37.6,49,63,28.0,31.57,3.42,28.14,-,-,-,22.39,-,67.34,56.0,-
25,臺北市,2007/03/27,松山,4.2,0.97,413.08,19.2,25,80,49.0,52.22,15.37,36.85,2.389,0.39,2.0,20.13,-,85.66,65.0,-
26,臺北市,2007/03/27,古亭,4.1,1.12,-,14.2,19,87,56.0,55.7,17.34,38.36,2.51,0.366,2.14,19.38,-,84.61,68.0,-
27,臺北市,2007/03/27,中山,4.4,1.13,-,14.1,16,80,55.0,57.55,17.98,39.57,2.429,0.368,2.06,19.94,-,85.12,65.0,-
28,臺北市,2007/03/27,萬華,5.0,1.14,-,15.1,20,73,57.0,55.58,17.17,38.41,-,-,-,20.81,-,82.84,62.0,-
29,臺北市,2007/03/27,陽明,1.9,0.32,395.67,45.9,67,22,14.0,5.7,0.7,4.99,-,-,-,15.9,-,89.84,56.0,-
30,臺北市,2007/03/27,士林,3.5,0.84,-,20.0,24,71,38.0,40.31,9.34,30.97,-,-,-,19.95,-,87.64,60.0,-
31,臺北市,2007/03/26,松山,5.8,1.47,419.32,26.8,50,115,90.0,79.1,30.93,48.17,2.671,0.565,2.11,22.36,-,77.38,82.0,-
32,臺北市,2007/03/26,古亭,7.0,1.61,-,28.2,52,132,113.0,69.5,18.39,51.11,2.701,0.465,2.24,21.98,-,75.26,91.0,-
33,臺北市,2007/03/26,中山,7.5,1.89,-,23.3,49,134,103.0,101.02,41.86,59.16,2.815,0.573,2.24,22.32,-,75.92,92.0,-
34,臺北市,2007/03/26,萬華,9.5,1.74,-,26.8,52,132,107.0,66.29,15.23,51.04,-,-,-,23.36,-,72.88,91.0,-
35,臺北市,2007/03/26,陽明,4.9,0.62,399.83,60.6,67,76,63.0,8.21,0.41,7.72,-,-,-,16.67,-,96.98,64.0,-
36,臺北市,2007/03/26,士林,6.0,1.05,-,45.3,66,131,93.0,33.42,4.25,29.17,-,-,-,22.48,-,75.53,90.0,-
37,臺北市,2007/03/25,松山,5.8,0.89,401.21,33.7,48,86,67.0,29.8,2.64,27.16,2.168,0.207,1.96,20.73,-,82.44,68.0,-
38,臺北市,2007/03/25,古亭,7.2,0.92,-,30.4,45,87,76.0,32.19,4.33,27.86,2.204,0.158,2.05,20.2,-,81.11,68.0,-
39,臺北市,2007/03/25,中山,7.8,1.03,-,27.8,41,92,78.0,38.26,5.82,32.45,2.264,0.224,2.04,20.77,-,80.62,71.0,-
