序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
1,臺北市,1999/12/31,松山,12.8,1.11,9.0,-,71,-,87.35,45.82,41.52,-,-,-,18.42,-,-,61.0,-
2,臺北市,1999/12/31,古亭,2.9,1.01,19.2,-,53,25,57.86,23.35,34.51,2.725,0.42,2.3,19.48,-,-,52.0,-
3,臺北市,1999/12/31,中山,6.2,1.27,12.4,-,69,-,74.43,35.33,39.1,3.012,0.66,2.35,19.38,-,-,59.0,-
4,臺北市,1999/12/31,大同,12.5,4.96,-,-,85,-,263.9,204.56,59.34,4.822,2.39,2.44,19.77,-,-,82.0,-
5,臺北市,1999/12/31,萬華,3.0,1.06,13.9,-,46,-,51.44,15.58,35.87,-,-,-,19.11,-,-,46.0,-
6,臺北市,1999/12/31,陽明,2.0,0.22,50.4,-,16,-,2.54,0.09,2.45,-,-,-,12.89,-,88.0,50.0,-
7,臺北市,1999/12/31,士林,3.8,0.61,31.9,-,43,-,33.61,11.78,21.83,-,-,-,19.33,-,-,43.0,-
8,臺北市,1999/12/30,松山,4.3,1.25,6.6,-,46,-,99.48,57.61,41.87,-,-,-,17.77,-,-,46.0,-
9,臺北市,1999/12/30,古亭,4.0,1.62,11.6,-,48,25,94.95,55.69,39.26,3.134,0.86,2.28,18.19,-,-,48.0,-
10,臺北市,1999/12/30,中山,4.1,1.61,7.8,-,57,-,98.31,55.84,42.46,3.526,0.93,2.6,18.13,-,-,53.0,-
11,臺北市,1999/12/30,大同,8.6,4.09,-,-,81,-,237.0,183.92,53.08,4.763,2.3,2.46,18.85,-,-,90.0,-
12,臺北市,1999/12/30,萬華,3.2,1.13,10.5,-,43,-,61.92,22.48,39.43,-,-,-,17.99,-,-,43.0,-
