序號,縣市,監測日期,測站,二氧化硫
SO2
(ppb),一氧化碳
CO
(ppm),二氧化碳
CO2
(ppm),臭氧
O3
(ppb),"懸浮微粒
PM 10 
(μg/m 3 )","細懸浮微粒
PM 2.5 
(μg/m 3 )",氮氧化物
NOx
(ppb),一氧化氮
NO
(ppb),二氧化氮
NO2
(ppb),總碳氫化合物
THC
(ppm),非甲烷碳氫化合物
NMHC
(ppm),甲烷
CH4
(ppm),風速
WIND_SPEED
(m/sec),小時風速值
WS_HR
(m/sec),溫度
AMB_TEMP
(℃),降雨強度
RAIN_INT
(㎜),酸雨
PH_RAIN
(pH),相對濕度
RH
24,臺北市,2018/06/27,中山,3.5,0.46,-,22.6,34,11,27.56,7.47,20.09,1.974,0.172,1.802,1.95,1.36,31.17,-,-,62.55,-
25,臺北市,2018/06/27,大同,3.8,1.29,-,-,45,17,64.9,36.69,28.21,2.354,0.403,1.951,-,-,-,-,-,-,-
26,臺北市,2018/06/27,萬華,2.9,0.41,-,19.8,-,14,21.71,4.21,17.5,-,-,-,1.65,1.08,31.4,-,-,60.1,-
27,臺北市,2018/06/27,陽明,2.4,0.15,421.55,32.5,24,9,5.95,1.05,4.86,-,-,-,1.55,-,23.35,0,0,83.08,0
28,臺北市,2018/06/27,士林,3.1,0.28,-,22.7,28,13,15.91,3.16,12.74,-,-,-,1.75,1.45,31.13,-,-,66.57,-
29,臺北市,2018/06/26,松山,2.7,0.35,432.93,31.6,36,19,17.77,3.37,14.4,1.895,0.12,1.775,1.46,0.99,30.32,-,-,67.13,-
30,臺北市,2018/06/26,古亭,2.1,0.38,-,36.1,34,18,18.39,3.85,14.54,1.931,0.129,1.802,1.69,1.39,30.48,-,-,64.68,-
31,臺北市,2018/06/26,中山,3.7,0.56,-,26.1,53,14,26.19,6.41,19.77,2.024,0.177,1.847,1.74,1.27,30.68,-,-,70.43,-
32,臺北市,2018/06/26,大同,3.6,1.16,-,-,55,22,48.67,23.95,24.72,2.295,0.353,1.941,-,-,-,-,-,-,-
33,臺北市,2018/06/26,萬華,2.7,0.43,-,33.6,44,24,19.72,4.19,15.53,-,-,-,1.73,1.2,31,-,-,67.69,-
34,臺北市,2018/06/26,陽明,2.5,0.2,421.17,39,23,20,4.67,0.6,4.01,-,-,-,1.5,-,23.2,0,0,92.37,0
35,臺北市,2018/06/26,士林,3.1,0.3,-,33.5,39,23,13.13,1.91,11.22,-,-,-,2.03,1.73,30.7,-,-,74.77,-
36,臺北市,2018/06/25,松山,4.5,0.41,440.14,33.1,41,23,18.21,2.98,15.23,1.901,0.121,1.78,1.5,1.08,29.93,-,-,72.65,-
37,臺北市,2018/06/25,古亭,3.7,0.39,-,32.7,-,19,19.14,3.41,15.74,1.937,0.124,1.813,1.8,1.48,30.29,-,-,69.28,-
38,臺北市,2018/06/25,中山,5.1,0.48,-,23.7,44,14,25.51,4.69,20.82,1.973,0.148,1.825,1.98,1.49,30.49,-,-,73.33,-
39,臺北市,2018/06/25,大同,4,1.12,-,-,51,21,49.6,24.03,25.57,2.269,0.33,1.939,-,-,-,-,-,-,-
40,臺北市,2018/06/25,萬華,3,0.42,-,27.3,41,18,20.67,3.31,17.36,-,-,-,1.56,1.3,30.74,-,-,71.48,-
41,臺北市,2018/06/25,陽明,2.6,0.16,421.55,38.6,23,20,3.77,0.74,2.97,-,-,-,1.35,-,23.76,0,0,91.88,0
42,臺北市,2018/06/25,士林,4.3,0.35,-,22.3,34,19,15.81,1.9,13.9,-,-,-,2.01,1.64,30.65,-,-,75.98,-
43,臺北市,2018/06/24,松山,3.4,0.41,437.97,23.7,35,15,19.79,4.84,14.96,1.909,0.133,1.777,1.53,1.12,29.34,-,-,72.55,-
44,臺北市,2018/06/24,古亭,2.4,0.36,-,19.4,29,9,18.94,4.81,14.13,1.934,0.108,1.826,1.54,1.25,29.42,-,-,69.41,-
45,臺北市,2018/06/24,中山,3.5,0.43,-,15.7,30,10,23.37,6.4,16.96,1.984,0.144,1.84,1.8,1.45,29.89,-,-,73.08,-
46,臺北市,2018/06/24,大同,4.1,1.02,-,-,38,14,50.82,27.75,23.06,2.27,0.286,1.984,-,-,-,-,-,-,-
47,臺北市,2018/06/24,萬華,2.5,0.41,-,15.2,30,11,20.29,4.54,15.75,-,-,-,1.41,1.13,30.13,-,-,71,-
48,臺北市,2018/06/24,陽明,1.2,0.14,415.41,27.2,14,11,3.68,0.75,2.9,-,-,-,1.36,-,22.8,0,0,90.98,0
49,臺北市,2018/06/24,士林,2.8,0.31,-,15.2,26,14,17.32,3.97,13.35,-,-,-,1.85,1.51,30.1,-,-,75.89,-
50,臺北市,2018/06/23,松山,1.9,0.52,439.41,14.4,26,11,27.36,9.56,17.79,2.003,0.187,1.816,1.6,1.11,28.78,-,-,74.95,-
51,臺北市,2018/06/23,古亭,1.9,0.4,-,17.1,27,7,21.7,6.76,14.95,1.966,0.139,1.827,1.65,1.22,28.92,-,-,71.93,-
52,臺北市,2018/06/23,中山,1.5,0.61,-,11.7,27,11,32.86,10.99,21.86,2.076,0.21,1.866,1.71,1.18,29.77,-,-,73.58,-
53,臺北市,2018/06/23,大同,3.7,1.56,-,-,44,13,64.84,40.86,23.98,2.432,0.449,1.983,-,-,-,-,-,-,-
54,臺北市,2018/06/23,萬華,1,0.46,-,15.7,26,11,21.51,5.64,15.86,-,-,-,1.67,1.23,29.9,-,-,72.11,-
55,臺北市,2018/06/23,陽明,0.5,0.12,412.87,23.5,13,8,4.23,0.89,3.34,-,-,-,1.99,-,22.78,0,0,89.3,0
56,臺北市,2018/06/23,士林,2.2,0.32,-,16.3,26,12,17.75,4.49,13.27,-,-,-,2.06,1.8,29.96,-,-,76.32,-
57,臺北市,2018/06/22,松山,1.9,0.46,437.8,17.8,27,11,26.47,7.07,19.4,2.037,0.197,1.841,1.36,0.91,27.8,-,-,81.66,-
58,臺北市,2018/06/22,古亭,1.9,0.46,-,19.8,25,8,25.55,7.01,18.54,2.033,0.162,1.871,1.47,1.07,28.36,-,-,76.54,-
59,臺北市,2018/06/22,中山,2,0.62,-,13.9,28,11,34.73,9.13,25.59,2.092,0.206,1.886,1.76,1.22,28.95,-,-,78.85,-
60,臺北市,2018/06/22,大同,3.1,1.69,-,-,46,12,85.77,55.99,29.79,2.5,0.511,1.99,-,-,-,-,-,-,-
61,臺北市,2018/06/22,萬華,1.5,0.51,-,16.3,22,10,28.73,7.13,21.6,-,-,-,1.47,1.17,29.19,-,-,75.92,-
62,臺北市,2018/06/22,陽明,1.8,0.15,415.29,23.5,17,10,4.23,0.51,3.62,-,-,-,1.64,-,22.54,0,0,93.94,0
63,臺北市,2018/06/22,士林,2.6,0.42,-,15.4,24,9,21.4,4.43,16.96,-,-,-,1.63,1.34,29.52,-,-,79.3,-
64,臺北市,2018/06/21,松山,2.8,0.37,425.16,19.2,28,11,25.7,7.82,17.88,1.912,0.151,1.762,1.81,1.3,29.12,-,-,70.86,-
65,臺北市,2018/06/21,古亭,1.9,0.42,-,18.7,25,9,25.72,8.12,17.6,2.005,0.16,1.845,1.69,1.21,29.31,-,-,68.28,-
66,臺北市,2018/06/21,中山,2.3,0.57,-,15.2,24,9,29.94,7.53,22.41,2.035,0.2,1.835,1.58,1.18,29.91,-,-,71.95,-
67,臺北市,2018/06/21,大同,3.8,1.45,-,-,46,14,62.25,36.28,25.96,2.37,0.438,1.932,-,-,-,-,-,-,-
68,臺北市,2018/06/21,萬華,1.7,0.44,-,17.5,29,9,21.79,5.48,16.3,-,-,-,1.64,1.2,30.05,-,-,69.61,-
69,臺北市,2018/06/21,陽明,1.7,0.11,413.32,25.1,14,8,3.34,0.53,2.81,-,-,-,2.3,-,22.68,0,0,92.21,0
70,臺北市,2018/06/21,士林,2.9,0.33,-,19.8,23,12,18.49,3.54,14.97,-,-,-,2.1,1.78,30.16,-,-,74.93,-
71,臺北市,2018/06/20,松山,2.7,0.47,433.43,10.7,24,5,33.72,13.99,19.73,2.114,0.217,1.897,1.52,1.04,30.18,-,-,64.49,-
72,臺北市,2018/06/20,古亭,1.8,0.48,-,10.1,22,5,26.82,10.55,16.27,2.061,0.173,1.888,1.53,1.12,29.86,-,-,65.51,-
73,臺北市,2018/06/20,中山,3.2,0.75,-,8.5,19,6,40.45,18.85,21.6,2.203,0.27,1.933,1.5,1.03,30.73,-,-,65.21,-
74,臺北市,2018/06/20,大同,2.9,1.66,-,-,37,8,69.18,44.55,24.63,2.534,0.509,2.025,-,-,-,-,-,-,-
75,臺北市,2018/06/20,萬華,2.8,0.54,-,9.4,20,6,24.98,7.86,17.12,-,-,-,1.28,0.82,30.65,-,-,66.24,-
76,臺北市,2018/06/20,陽明,1.6,0.12,415.82,23.1,8,5,4.13,0.65,3.44,-,-,-,2.51,-,23.01,0,0,83.67,0
77,臺北市,2018/06/20,士林,3.4,0.38,-,14.6,20,9,19.68,6.03,13.64,-,-,-,2.01,1.45,30.93,-,-,67.1,-
78,臺北市,2018/06/19,松山,2.6,0.41,431.78,15.3,18,7,27.49,10.79,16.7,1.958,0.147,1.811,2,1.51,29.4,-,-,68.16,-
79,臺北市,2018/06/19,古亭,1.4,0.35,-,17.8,22,7,17.98,5.77,12.21,1.985,0.125,1.86,1.94,1.44,29.35,-,-,66.39,-
80,臺北市,2018/06/19,中山,3.6,0.61,-,12.3,19,6,31.08,12.38,18.7,2.073,0.201,1.872,1.82,1.18,29.82,-,-,70.53,-
81,臺北市,2018/06/19,大同,3.1,1.67,-,-,33,8,62.92,38.99,23.93,2.395,0.434,1.961,-,-,-,-,-,-,-
82,臺北市,2018/06/19,萬華,1.5,0.39,-,16.5,20,8,17.69,4.49,13.2,-,-,-,1.85,1.34,29.99,-,-,68.2,-
83,臺北市,2018/06/19,陽明,1.9,0.11,414.35,28.4,7,4,2.59,0.4,2.15,-,-,-,1.89,-,22.08,0.5,5.29,91.35,8.3
84,臺北市,2018/06/19,士林,1.4,0.29,-,18.3,17,7,15.37,4.35,11.02,-,-,-,2.75,2.36,29.62,-,-,75.05,-
85,臺北市,2018/06/18,松山,3.1,0.33,427.21,19.2,21,9,16.13,3.62,12.51,1.91,0.105,1.805,1.48,1.13,28.42,-,-,77.66,-
86,臺北市,2018/06/18,古亭,2.3,0.3,-,19,23,7,14.91,3.24,11.67,1.933,0.087,1.846,1.6,1.38,28.68,-,-,73.45,-
87,臺北市,2018/06/18,中山,3.4,0.4,-,14.5,20,9,22.03,5.5,16.54,1.997,0.132,1.865,1.68,1.28,29.07,-,-,78,-
88,臺北市,2018/06/18,大同,3.9,1.1,-,-,37,12,58.92,34.63,24.28,2.285,0.3,1.985,-,-,-,-,-,-,-
89,臺北市,2018/06/18,萬華,1.9,0.38,-,15.4,23,6,19.26,4.1,15.15,-,-,-,1.44,1.17,29.32,-,-,75.34,-
90,臺北市,2018/06/18,陽明,1.2,0.14,417.12,23.7,9,5,3.61,0.89,2.72,-,-,-,1.51,-,22.39,0.75,4.84,93.62,8.45
91,臺北市,2018/06/18,士林,3,0.3,-,16.9,21,12,14.64,2.2,12.44,-,-,-,1.51,1.18,29.38,-,-,80.53,-
92,臺北市,2018/06/17,松山,3.2,0.25,417.5,28.5,26,9,15.38,3.11,12.27,1.835,0.077,1.758,2,1.6,28.12,-,-,76.3,-
93,臺北市,2018/06/17,古亭,2.2,0.3,-,32,31,7,13.77,2.55,11.21,1.915,0.065,1.85,2.05,1.88,28.74,-,-,70.88,-
94,臺北市,2018/06/17,中山,3.5,0.38,-,24.3,18,9,19.88,4.17,15.71,1.93,0.106,1.825,1.9,1.35,28.69,-,-,77.19,-
95,臺北市,2018/06/17,大同,2.8,0.64,-,-,39,15,33.14,13.19,19.94,2.12,0.163,1.956,-,-,-,-,-,-,-
96,臺北市,2018/06/17,萬華,2.8,0.34,-,27.5,23,11,19.53,3.06,16.47,-,-,-,2.18,1.79,28.94,-,-,74.36,-
97,臺北市,2018/06/17,陽明,2.1,0.14,411.73,37,8,4,1.78,0.32,1.35,-,-,-,2.16,-,21.28,1,4.42,98.22,38.14
98,臺北市,2018/06/17,士林,1.7,0.24,-,29.9,19,11,9.36,0.99,8.36,-,-,-,2.16,1.73,29.3,-,-,76.91,-
99,臺北市,2018/06/16,松山,1.4,0.28,421.65,32.5,34,13,14.56,2.24,12.32,1.941,0.096,1.846,1.94,1.44,26.21,-,-,76.3,-
100,臺北市,2018/06/16,古亭,0.9,0.31,-,33.3,45,11,15.22,2.39,12.83,1.921,0.066,1.855,2.28,2.02,26.61,-,-,71.68,-
101,臺北市,2018/06/16,中山,1.1,0.41,-,26.8,35,10,20.63,5.06,15.57,2.006,0.131,1.875,1.92,1.45,26.88,-,-,77.04,-
102,臺北市,2018/06/16,大同,1.9,1.04,-,-,57,16,51.02,22.88,28.14,2.253,0.298,1.955,-,-,-,-,-,-,-
103,臺北市,2018/06/16,萬華,-,0.33,-,29.3,36,15,19.33,4.11,15.22,-,-,-,2.31,1.88,27.1,-,-,73.74,-
104,臺北市,2018/06/16,陽明,1.6,0.12,410.52,48.6,13,8,1.22,0.25,0.89,-,-,-,3.34,-,19.18,0.5,3.98,98.42,118.35
105,臺北市,2018/06/16,士林,1.5,0.3,-,33,30,14,12.12,2.26,9.87,-,-,-,2.51,1.81,27.47,-,-,76.84,-
106,臺北市,2018/06/15,松山,2.4,0.4,421.83,34.8,14,5,23.2,5.15,18.05,1.907,0.125,1.782,1.71,1.22,24.75,-,-,87.48,-
107,臺北市,2018/06/15,古亭,2,0.47,-,31.5,33,6,27.22,5.13,22.09,2.011,0.143,1.868,1.67,1.34,25.02,-,-,83.95,-
108,臺北市,2018/06/15,中山,1.7,0.63,-,24.2,19,5,35.45,8.5,26.94,2.134,0.232,1.902,1.6,1.22,25.28,-,-,90.08,-
109,臺北市,2018/06/15,大同,3.7,2.09,-,-,40,9,100.58,60.69,39.89,2.67,0.626,2.043,-,-,-,-,-,-,-
110,臺北市,2018/06/15,萬華,2.4,0.59,-,26.8,20,6,31.47,5.58,25.89,-,-,-,1.55,1.15,25.65,-,-,85.72,-
111,臺北市,2018/06/15,陽明,1.3,0.11,411.11,53.2,5,2,1.28,0.37,0.8,-,-,-,5.69,-,19.83,3.34,5.29,99.5,11.11
112,臺北市,2018/06/15,士林,1.8,0.39,-,29.9,12,6,19.81,2.85,16.97,-,-,-,1.65,1.14,25.57,-,-,88.8,-
113,臺北市,2018/06/14,松山,2.3,0.2,416.04,38.2,19,7,16.32,2.76,13.55,1.81,0.063,1.747,2.38,1.93,25.68,-,-,84.1,-
114,臺北市,2018/06/14,古亭,2.3,0.35,-,38.5,21,7,16.69,2.42,14.26,1.885,0.06,1.825,2.73,2.34,26.23,-,-,79.38,-
115,臺北市,2018/06/14,中山,1.7,0.36,-,32,18,6,18.73,3.32,15.4,1.902,0.099,1.802,2.84,2.32,26.7,-,-,82.95,-
116,臺北市,2018/06/14,大同,3.7,0.8,-,-,29,8,43.26,17.18,26.08,2.113,0.233,1.88,-,-,-,-,-,-,-
117,臺北市,2018/06/14,萬華,2.9,0.29,-,36.9,22,9,17.77,3,14.77,-,-,-,2.99,2.58,26.73,-,-,80.92,-
118,臺北市,2018/06/14,陽明,0.9,0.14,410.03,45.2,6,2,2.49,0.42,2.07,-,-,-,1.84,-,20.78,2.86,5.55,97.04,22.01
119,臺北市,2018/06/14,士林,3.3,0.22,-,40.3,16,9,8.2,1.53,6.67,-,-,-,3.03,2.46,27.55,-,-,79.65,-
120,臺北市,2018/06/13,松山,2.4,0.42,424.66,67.4,46,26,15.14,1.56,13.57,1.925,0.08,1.845,2.13,1.56,27.91,-,-,60.3,-
121,臺北市,2018/06/13,古亭,1.7,0.37,-,71.8,43,22,13.12,1.57,11.55,2.008,0.078,1.93,3.25,2.9,28.33,-,-,55.2,-
122,臺北市,2018/06/13,中山,1.7,0.56,-,57.2,51,15,23.18,3.04,20.14,2.038,0.127,1.911,2.86,2.5,28.54,-,-,57.46,-
123,臺北市,2018/06/13,大同,1.8,0.88,-,-,56,22,46.32,14.56,31.76,2.236,0.23,2.006,-,-,-,-,-,-,-
124,臺北市,2018/06/13,萬華,2,0.44,-,65.5,41,27,19.3,1.26,18.04,-,-,-,2.63,2.38,28.44,-,-,58.95,-
125,臺北市,2018/06/13,陽明,2.2,0.24,414.78,74.7,23,20,2.08,0.47,1.56,-,-,-,3.14,-,20.09,0,0,86.26,0
126,臺北市,2018/06/13,士林,1.9,0.31,-,72.2,42,25,6.97,1.26,5.72,-,-,-,3.25,2.85,28.81,-,-,63.75,-
127,臺北市,2018/06/12,松山,2.7,0.41,431.25,60.5,51,26,19.13,1.7,17.43,2.002,0.105,1.898,1.96,1.5,27.81,-,-,57.21,-
128,臺北市,2018/06/12,古亭,1.2,0.44,-,63.9,43,17,17.82,3.09,14.74,2.077,0.11,1.967,2.61,2.34,28.27,-,-,50.26,-
129,臺北市,2018/06/12,中山,3,0.66,-,46.4,57,18,30.53,4.22,26.31,2.206,0.174,2.032,2.29,1.83,28.63,-,-,57.16,-
130,臺北市,2018/06/12,大同,2.6,1.16,-,-,63,26,61.63,20.66,40.97,2.45,0.336,2.115,-,-,-,-,-,-,-
131,臺北市,2018/06/12,萬華,1.6,0.49,-,57,48,26,24.88,2.87,22.02,-,-,-,2.14,1.88,28.68,-,-,53.1,-
132,臺北市,2018/06/12,陽明,2.5,0.24,409.61,84.9,26,22,3.01,0.53,2.44,-,-,-,3.1,-,21.19,0,0,68.46,0
133,臺北市,2018/06/12,士林,3.2,0.36,-,71,43,28,10.32,0.38,9.95,-,-,-,2.38,2.19,28.9,-,-,58.84,-
134,臺北市,2018/06/11,松山,1.5,0.45,424.07,25.8,31,14,21.12,3.74,17.37,1.965,0.124,1.841,1.47,1.07,25.9,-,-,83.53,-
135,臺北市,2018/06/11,古亭,2,0.51,-,19,-,11,26.82,5.64,21.19,2.087,0.151,1.936,1.26,1.1,25.98,-,-,80.58,-
136,臺北市,2018/06/11,中山,3.8,0.56,-,21.8,30,13,28.72,7.01,21.72,2.068,0.167,1.901,1.62,1.23,26.35,-,-,86.45,-
137,臺北市,2018/06/11,大同,2.8,1.59,-,-,48,18,75.89,41.85,34.04,2.458,0.461,1.997,-,-,-,-,-,-,-
138,臺北市,2018/06/11,萬華,2,0.54,-,18.6,32,13,26.33,3.34,23,-,-,-,1.4,0.98,26.57,-,-,83.05,-
139,臺北市,2018/06/11,陽明,2.8,0.21,413.11,48.1,13,9,2.55,0.15,2.49,-,-,-,3.64,-,19.82,1.5,4.62,91.35,20.63
140,臺北市,2018/06/11,士林,2.6,0.32,-,27.4,25,15,14.57,1.18,13.35,-,-,-,1.68,1.35,26.93,-,-,83.83,-
141,臺北市,2018/06/10,松山,3,0.24,414.03,15.4,25,12,14.18,3.41,10.77,1.808,0.067,1.74,1.46,1.13,27.69,-,-,79.57,-
142,臺北市,2018/06/10,古亭,2.6,0.28,-,16.6,-,13,18.34,4.87,13.47,1.941,0.086,1.855,1.68,1.33,28.19,-,-,74.96,-
143,臺北市,2018/06/10,中山,2.7,0.34,-,13.7,23,10,20.59,6.76,13.83,1.914,0.103,1.811,1.73,1.38,28.16,-,-,81.36,-
144,臺北市,2018/06/10,大同,2.8,0.74,-,-,42,14,44.2,25.88,18.32,2.11,0.225,1.885,-,-,-,-,-,-,-
145,臺北市,2018/06/10,萬華,2.8,0.32,-,14.3,24,12,19.5,4.58,14.92,-,-,-,1.54,1.24,28.3,-,-,77.67,-
146,臺北市,2018/06/10,陽明,1.9,0.12,421.76,27.6,16,13,2.63,0.61,1.97,-,-,-,2.08,-,21.88,0,0,94.98,0
147,臺北市,2018/06/10,士林,3.5,0.22,-,17.7,26,15,13,2.67,10.34,-,-,-,1.84,1.65,28.89,-,-,79.23,-
148,臺北市,2018/06/09,松山,1.3,0.2,407.37,16.1,22,7,10.76,3.85,6.91,1.74,0.038,1.702,2.25,1.79,28.62,-,-,72.99,-
149,臺北市,2018/06/09,古亭,2.6,0.19,-,16.4,33,7,12.65,3.76,8.89,1.83,0.06,1.77,2.75,2.49,29.18,-,-,68.61,-
150,臺北市,2018/06/09,中山,1.8,0.3,-,12.3,21,8,17.49,7.12,10.38,1.844,0.084,1.76,2.55,2.15,29.22,-,-,74.33,-
151,臺北市,2018/06/09,大同,3,0.86,-,-,39,15,43.83,27.68,16.15,2.085,0.256,1.828,-,-,-,-,-,-,-
152,臺北市,2018/06/09,萬華,1.8,0.24,-,13.3,23,10,16.52,5.49,11.03,-,-,-,2.32,2.01,29.04,-,-,72.05,-
153,臺北市,2018/06/09,陽明,1.3,0.09,411.62,19.7,9,5,2.01,0.57,1.41,-,-,-,1.78,-,22.07,0,0,94.03,0
154,臺北市,2018/06/09,士林,1.4,0.16,-,18.9,25,11,8.38,1.22,7.16,-,-,-,2.23,1.72,30.25,-,-,71.95,-
155,臺北市,2018/06/08,松山,1.5,0.21,411.95,11.3,24,7,14.74,5.5,9.25,1.767,0.073,1.693,2.3,1.94,29.8,-,-,74.05,-
156,臺北市,2018/06/08,古亭,1.4,0.27,-,12.3,22,5,15,5.58,9.41,1.837,0.081,1.756,2.96,2.66,30.73,-,-,67.39,-
157,臺北市,2018/06/08,中山,3.5,0.36,-,9.4,26,9,23.09,10.42,12.67,1.847,0.109,1.739,2.63,2.08,30.54,-,-,74.29,-
158,臺北市,2018/06/08,大同,3.2,0.57,-,-,36,11,38.43,25.31,13.13,1.988,0.166,1.822,-,-,-,-,-,-,-
159,臺北市,2018/06/08,萬華,2.7,0.26,-,9.5,21,9,20.2,8.23,11.96,-,-,-,3.02,2.62,30.53,-,-,72.05,-
160,臺北市,2018/06/08,陽明,1.2,0.05,409.89,17.3,6,3,2.64,1.44,1.18,-,-,-,3.15,-,22.12,0.5,4.07,98.9,62.18
161,臺北市,2018/06/08,士林,2.5,0.13,-,11.9,16,12,9.2,2.39,6.83,-,-,-,3.27,2.69,31.13,-,-,72.5,-
162,臺北市,2018/06/07,松山,2.9,0.23,415.04,20.6,21,10,17.23,5.36,11.88,1.791,0.077,1.714,2.43,1.97,29.2,-,-,75.57,-
163,臺北市,2018/06/07,古亭,2.4,0.26,-,19.7,26,7,17.55,5.75,11.8,1.873,0.092,1.782,3.04,2.77,30.02,-,-,68.84,-
164,臺北市,2018/06/07,中山,3.8,0.39,-,15.3,24,11,22.6,8.74,13.87,1.864,0.113,1.751,2.63,2.14,29.92,-,-,75.45,-
165,臺北市,2018/06/07,大同,3.6,0.59,-,-,37,15,37.36,22.28,15.09,2.011,0.184,1.828,-,-,-,-,-,-,-
166,臺北市,2018/06/07,萬華,3.2,0.28,-,17.5,23,9,19.84,6.74,13.09,-,-,-,3.04,2.68,29.94,-,-,73.35,-
167,臺北市,2018/06/07,陽明,2,0.07,410.92,22,8,5,4.63,1.71,2.91,-,-,-,3.5,-,22.41,0.75,4.05,95.38,44.28
168,臺北市,2018/06/07,士林,2.2,0.13,-,19,18,15,8.43,2.95,5.47,-,-,-,2.92,2.58,30.99,-,-,71.88,-
169,臺北市,2018/06/06,松山,4.8,0.36,433.63,27.2,34,16,22.18,4.38,17.81,1.947,0.123,1.824,1.62,1.18,28.7,-,-,76.33,-
170,臺北市,2018/06/06,古亭,3.2,0.4,-,26.7,30,12,21.98,4.65,17.33,1.958,0.12,1.838,1.83,1.31,28.64,-,-,74.93,-
171,臺北市,2018/06/06,中山,2.6,0.5,-,22.4,31,19,25.82,5.28,20.54,1.973,0.15,1.823,1.8,1.4,28.95,-,-,79.2,-
