序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
1,臺北市,2006/03/31,松山,3.6,0.85,424.93,28.2,55,85,37.0,56.31,15.95,40.36,-,-,-,22.98,-,60.07,68.0,-
2,臺北市,2006/03/31,古亭,5.3,0.86,-,38.7,79,96,43.0,47.26,11.6,35.65,2.386,0.393,1.99,22.62,-,61.6,84.0,-
3,臺北市,2006/03/31,中山,6.9,1.25,-,28.3,60,102,47.0,74.77,22.45,52.33,2.712,0.545,2.17,23.25,-,57.3,76.0,-
4,臺北市,2006/03/31,萬華,6.4,1.06,-,32.7,70,109,45.0,58.75,14.78,43.97,-,-,-,23.88,-,59.85,84.0,-
5,臺北市,2006/03/31,陽明,3.2,0.32,395.9,63.2,85,70,35.0,7.31,1.17,6.15,-,-,-,16.32,-,81.0,80.0,-
6,臺北市,2006/03/31,士林,5.4,0.78,-,42.9,86,117,45.0,43.01,9.02,34.0,-,-,-,23.03,-,63.32,92.0,-
7,臺北市,2006/03/30,松山,4.5,1.03,435.25,25.3,54,101,38.0,69.2,28.24,40.96,-,-,-,20.97,-,57.8,76.0,-
8,臺北市,2006/03/30,古亭,3.8,0.78,-,31.9,58,-,38.0,41.81,9.69,32.13,2.214,0.264,1.95,21.0,-,59.64,65.0,-
9,臺北市,2006/03/30,中山,5.2,1.19,-,24.9,53,103,37.0,78.61,31.97,46.64,2.582,0.465,2.12,21.6,-,53.71,76.0,-
10,臺北市,2006/03/30,萬華,4.1,0.85,-,36.4,71,90,39.0,38.66,6.54,32.12,-,-,-,22.54,-,54.88,72.0,-
11,臺北市,2006/03/30,陽明,4.1,0.23,391.49,60.1,68,68,27.0,4.61,1.36,3.23,-,-,-,16.33,-,74.0,66.0,-
12,臺北市,2006/03/30,士林,4.7,0.6,-,37.9,68,119,33.0,29.56,4.78,24.77,-,-,-,21.31,-,56.23,84.0,-
13,臺北市,2006/03/29,松山,6.7,0.61,415.03,36.7,51,123,-,36.87,10.42,26.45,-,-,-,17.87,-,62.05,86.0,-
