序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","平均風速 WS_HR (m/sec)","平均風向 WD_HR (degress)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
465,新北市,2008/07/06,菜寮,4.4,0.61,-,4.8,5,33,17.0,32.3,12.69,19.61,-,-,-,-,-,30.26,-,67.16,33.0,-
466,新北市,2008/07/06,林口,7.7,0.26,-,16.3,31,33,18.0,22.89,5.6,17.29,-,-,-,-,-,27.82,-,76.22,36.0,-
467,新北市,2008/07/06,新莊,7.7,0.4,-,23.5,42,32,20.0,20.49,4.7,15.79,-,-,-,-,-,29.48,-,71.71,44.0,-
468,新北市,2008/07/06,淡水,3.4,0.34,-,15.9,26,28,14.0,16.36,3.41,12.96,-,-,-,-,-,-,-,-,30.0,-
469,新北市,2008/07/06,萬里,2.5,0.2,-,18.5,27,12,7.0,10.41,3.09,7.34,-,-,-,-,-,29.19,-,74.03,30.0,-
470,新北市,2008/07/06,土城,5.2,0.42,-,23.2,43,31,18.0,24.78,9.2,15.58,2.089,0.211,1.88,-,-,29.27,-,75.41,43.0,-
471,新北市,2008/07/06,汐止,3.2,0.29,-,17.3,29,18,13.0,16.17,5.15,11.02,-,-,-,-,-,30.84,-,71.04,39.0,-
472,新北市,2008/07/05,永和,4.8,1.24,-,18.3,36,49,38.0,49.33,21.37,27.97,-,-,-,-,-,30.47,-,71.13,49.0,-
473,新北市,2008/07/05,板橋,7.8,0.66,-,22.7,45,57,40.0,38.72,11.61,27.1,2.409,0.416,1.99,-,-,29.97,-,73.27,54.0,-
474,新北市,2008/07/05,三重,4.1,1.42,-,-,-,63,39.0,93.95,59.43,34.51,2.351,0.572,1.78,-,-,30.47,-,69.84,56.0,-
475,新北市,2008/07/05,新店,3.9,0.42,-,38.9,75,51,30.0,18.31,2.17,16.13,-,-,-,-,-,29.89,-,76.78,105.0,-
476,新北市,2008/07/05,菜寮,4.5,0.61,-,25.5,45,53,32.0,26.71,4.79,21.91,-,-,-,-,-,30.41,-,69.91,60.0,-
477,新北市,2008/07/05,林口,8.5,0.34,-,12.4,18,45,25.0,28.8,8.19,20.61,-,-,-,-,-,27.9,-,79.15,45.0,-
478,新北市,2008/07/05,新莊,11.2,0.64,-,20.5,40,58,41.0,34.45,9.61,24.84,-,-,-,-,-,29.41,-,75.94,54.0,-
479,新北市,2008/07/05,淡水,3.1,0.43,-,12.8,21,35,20.0,21.02,5.63,15.39,-,-,-,-,-,-,-,-,35.0,-
480,新北市,2008/07/05,萬里,3.6,0.27,-,29.9,55,23,17.0,12.75,1.92,10.82,-,-,-,-,-,28.61,-,80.15,56.0,-
481,新北市,2008/07/05,土城,5.3,0.58,-,25.3,53,56,40.0,32.71,10.18,22.52,2.262,0.339,1.92,-,-,29.13,-,79.59,65.0,-
482,新北市,2008/07/05,汐止,6.5,0.39,-,34.2,65,41,29.0,23.12,6.18,16.94,-,-,-,-,-,30.55,-,75.96,61.0,-
483,新北市,2008/07/04,永和,7.5,1.3,-,30.4,62,59,47.0,48.7,15.17,33.53,-,-,-,-,-,30.62,-,69.25,54.0,-
484,新北市,2008/07/04,板橋,10.7,0.78,-,27.6,64,63,40.0,50.11,17.4,32.71,2.552,0.528,2.03,-,-,30.26,-,69.01,78.0,-
485,新北市,2008/07/04,三重,5.9,1.51,-,-,-,68,43.0,116.15,73.4,42.75,2.454,0.656,1.8,-,-,30.55,-,67.05,59.0,-
486,新北市,2008/07/04,新店,6.8,0.53,-,51.0,102,65,41.0,24.16,1.87,22.28,-,-,-,-,-,30.0,-,75.33,103.0,-
487,新北市,2008/07/04,菜寮,7.1,0.77,-,28.4,65,56,32.0,38.95,11.68,27.27,-,-,-,-,-,30.67,-,66.89,78.0,-
488,新北市,2008/07/04,林口,11.9,0.44,-,24.5,62,55,29.0,32.63,8.11,24.52,-,-,-,-,-,28.53,-,72.58,73.0,-
489,新北市,2008/07/04,淡水,4.4,0.45,-,17.0,38,41,23.0,25.5,8.68,16.82,-,-,-,-,-,-,-,-,43.0,-
490,新北市,2008/07/04,汐止,6.6,0.58,-,41.8,96,59,39.0,33.74,9.16,24.58,-,-,-,-,-,30.12,-,76.46,133.0,-
491,新北市,2008/07/04,萬里,4.6,0.3,-,45.2,81,33,27.0,12.38,1.2,11.14,-,-,-,-,-,27.83,-,82.29,90.0,-
492,新北市,2008/07/04,土城,6.8,0.74,-,31.0,75,61,42.0,44.38,16.08,28.3,2.396,0.438,1.96,-,-,29.32,-,75.86,87.0,-
493,新北市,2008/07/04,新莊,18.4,0.58,-,29.4,74,56,37.0,38.64,13.12,25.52,-,-,-,-,-,29.74,-,70.02,89.0,-
494,新北市,2008/07/03,永和,6.5,1.43,-,25.3,55,49,36.0,57.72,24.0,33.72,-,-,-,-,-,31.62,-,60.98,49.0,-
495,新北市,2008/07/03,板橋,9.0,0.51,-,32.7,70,47,28.0,27.69,6.24,21.46,2.353,0.369,1.98,-,-,31.45,-,58.61,76.0,-
496,新北市,2008/07/03,三重,7.0,1.82,-,-,-,65,41.0,140.47,95.24,45.23,2.609,0.816,1.79,-,-,31.73,-,57.97,58.0,-
497,新北市,2008/07/03,新店,3.7,0.45,-,48.2,93,51,29.0,19.11,2.39,16.71,-,-,-,-,-,30.85,-,69.99,92.0,-
498,新北市,2008/07/03,菜寮,10.0,0.76,-,30.3,70,52,28.0,42.51,14.62,27.89,-,-,-,-,-,31.66,-,57.78,76.0,-
499,新北市,2008/07/03,林口,9.4,0.36,-,15.8,32,45,21.0,32.38,9.38,23.0,-,-,-,-,-,28.82,-,64.58,48.0,-
500,新北市,2008/07/03,萬里,3.6,0.28,-,46.5,80,29,23.0,11.87,1.48,10.38,-,-,-,-,-,28.81,-,74.21,81.0,-
501,新北市,2008/07/03,淡水,5.2,0.4,-,14.0,27,41,22.0,26.06,8.96,17.1,-,-,-,-,-,-,-,-,41.0,-
502,新北市,2008/07/03,汐止,5.3,0.52,-,44.1,91,52,35.0,29.41,6.34,23.06,-,-,-,-,-,30.87,-,71.7,92.0,-
503,新北市,2008/07/03,土城,6.1,0.5,-,35.2,77,44,27.0,29.16,10.02,19.14,2.265,0.343,1.92,-,-,30.42,-,66.25,80.0,-
504,新北市,2008/07/03,新莊,21.8,0.52,-,28.4,66,44,29.0,39.76,13.82,25.94,-,-,-,-,-,30.82,-,60.73,76.0,-
505,新北市,2008/07/02,永和,5.8,1.31,-,19.6,41,44,32.0,52.0,23.86,28.13,-,-,-,-,-,30.66,-,67.19,44.0,-
506,新北市,2008/07/02,板橋,8.3,0.48,-,24.8,52,43,26.0,28.88,8.21,20.66,2.305,0.351,1.95,-,-,30.38,-,65.93,52.0,-
507,新北市,2008/07/02,三重,7.2,1.85,-,-,-,61,39.0,122.44,78.23,44.21,2.702,0.88,1.82,-,-,30.91,-,64.28,56.0,-
508,新北市,2008/07/02,菜寮,7.5,0.81,-,22.4,49,48,26.0,40.92,12.95,27.97,-,-,-,-,-,30.69,-,64.99,51.0,-
509,新北市,2008/07/02,新莊,17.9,0.51,-,23.0,50,45,27.0,34.76,12.52,22.24,-,-,-,-,-,29.93,-,68.16,51.0,-
510,新北市,2008/07/02,林口,11.3,0.3,-,18.0,37,40,21.0,25.33,6.08,19.25,-,-,-,-,-,27.88,-,72.99,40.0,-
511,新北市,2008/07/02,萬里,3.9,0.26,-,44.8,71,33,22.0,11.55,1.68,9.86,-,-,-,-,-,28.53,-,78.2,73.0,-
512,新北市,2008/07/02,淡水,4.3,0.4,-,13.0,24,38,18.0,21.85,6.22,15.63,-,-,-,-,-,-,-,-,38.0,-
513,新北市,2008/07/02,汐止,4.1,0.45,-,41.1,69,47,30.0,23.33,3.66,19.67,-,-,-,-,-,30.44,-,74.39,66.0,-
514,新北市,2008/07/02,土城,6.2,0.45,-,25.6,54,41,25.0,28.44,10.93,17.5,2.215,0.323,1.89,-,-,29.61,-,72.04,56.0,-
515,新北市,2008/07/02,新店,3.5,0.36,-,40.4,68,46,23.0,16.78,2.16,14.62,-,-,-,-,-,30.06,-,73.65,69.0,-
516,新北市,2008/07/01,永和,3.8,1.19,-,16.1,31,36,23.0,47.22,22.42,24.8,-,-,-,-,-,29.51,-,71.2,36.0,-
517,新北市,2008/07/01,板橋,5.3,0.61,-,22.9,45,40,23.0,32.6,11.94,20.66,2.46,0.451,2.01,-,-,29.43,-,69.05,54.0,-
518,新北市,2008/07/01,三重,5.7,2.11,-,-,-,49,32.0,132.73,93.1,39.62,2.752,0.969,1.78,-,-,29.78,-,68.23,49.0,-
519,新北市,2008/07/01,菜寮,4.7,0.89,-,19.1,42,39,20.0,42.41,17.41,24.99,-,-,-,-,-,29.65,-,68.49,51.0,-
520,新北市,2008/07/01,土城,5.3,0.59,-,22.2,48,39,23.0,37.97,17.81,20.16,2.3,0.397,1.9,-,-,28.54,-,75.58,59.0,-
521,新北市,2008/07/01,林口,13.6,0.4,-,17.8,35,40,19.0,27.85,7.35,20.5,-,-,-,-,-,27.56,-,75.06,40.0,-
522,新北市,2008/07/01,新店,2.3,0.35,-,31.4,56,40,15.0,16.08,2.92,13.17,-,-,-,-,-,28.79,-,78.28,71.0,-
523,新北市,2008/07/01,萬里,4.1,0.3,-,34.4,67,23,15.0,13.3,2.94,10.36,-,-,-,-,-,28.8,-,74.62,69.0,-
524,新北市,2008/07/01,淡水,3.7,0.62,-,13.7,28,38,17.0,30.21,13.42,16.79,-,-,-,-,-,-,-,-,38.0,-
525,新北市,2008/07/01,汐止,3.3,0.58,-,27.9,58,40,24.0,27.45,7.0,20.45,-,-,-,-,-,29.43,-,79.29,83.0,-
526,新北市,2008/07/01,新莊,13.7,0.62,-,22.5,47,41,23.0,35.84,13.69,22.15,-,-,-,-,-,28.92,-,72.12,51.0,-
527,臺中市,2008/07/31,西屯,5.1,0.34,-,25.8,58,34,21.0,26.58,11.73,14.85,2.494,0.521,1.97,-,-,28.2,-,69.65,66.0,-
528,臺中市,2008/07/31,忠明,4.4,0.61,-,23.8,56,34,25.0,26.63,7.66,18.97,2.056,0.404,1.65,-,-,28.69,-,72.01,63.0,-
529,臺中市,2008/07/31,大里,2.6,0.42,392.5,25.6,60,33,21.0,17.42,4.62,12.8,1.955,0.318,1.64,-,-,28.58,-,76.49,67.0,-
530,臺中市,2008/07/31,沙鹿,6.3,0.33,-,27.7,55,34,16.0,17.19,3.37,13.82,-,-,-,-,-,29.35,-,70.92,75.0,-
531,臺中市,2008/07/31,豐原,3.2,0.41,-,27.4,57,36,19.0,14.17,2.94,11.22,1.736,0.176,1.56,-,-,28.89,-,72.06,68.0,-
532,臺中市,2008/07/30,西屯,2.9,0.18,-,13.7,22,22,13.0,18.44,5.96,12.48,2.003,0.134,1.87,-,-,27.07,-,70.49,22.0,-
533,臺中市,2008/07/30,忠明,2.8,0.44,-,13.6,19,22,14.0,20.43,5.86,14.57,1.831,0.255,1.58,-,-,27.78,-,71.73,22.0,-
534,臺中市,2008/07/30,大里,1.8,0.39,384.1,12.8,21,27,14.0,14.93,6.06,8.87,1.88,0.247,1.63,-,-,27.58,-,75.73,27.0,-
535,臺中市,2008/07/30,沙鹿,2.6,0.26,-,19.8,26,19,6.0,10.54,2.42,8.1,-,-,-,-,-,28.16,-,74.09,24.0,-
536,臺中市,2008/07/30,豐原,2.0,0.35,-,16.1,23,29,9.0,12.13,2.94,9.19,1.736,0.198,1.54,-,-,28.0,-,72.32,29.0,-
537,臺中市,2008/07/29,西屯,2.4,0.16,-,26.2,34,21,13.0,10.53,1.44,9.07,1.892,0.065,1.83,-,-,26.81,-,70.1,31.0,-
538,臺中市,2008/07/29,忠明,3.0,0.4,-,23.4,31,20,14.0,15.71,3.84,11.87,1.772,0.199,1.57,-,-,27.33,-,72.75,28.0,-
539,臺中市,2008/07/29,大里,0.9,0.31,372.04,24.6,32,19,13.0,11.18,3.99,7.17,1.779,0.182,1.6,-,-,27.55,-,75.48,30.0,-
540,臺中市,2008/07/29,沙鹿,2.4,0.21,-,31.4,39,22,7.0,7.26,1.15,6.11,-,-,-,-,-,27.74,-,73.37,34.0,-
541,臺中市,2008/07/29,豐原,1.5,0.33,-,24.1,30,22,10.0,11.65,2.35,9.3,1.778,0.222,1.56,-,-,27.31,-,74.74,28.0,-
542,臺中市,2008/07/28,西屯,1.7,0.15,-,23.2,32,18,9.0,7.21,1.93,5.24,1.906,0.046,1.86,-,-,25.61,-,82.68,32.0,-
543,臺中市,2008/07/28,忠明,1.8,0.22,-,20.1,29,13,12.0,9.11,2.21,6.89,1.725,0.1,1.63,-,-,25.8,-,85.56,28.0,-
544,臺中市,2008/07/28,大里,0.6,0.19,380.53,20.3,31,12,9.0,6.29,3.27,3.02,1.696,0.07,1.63,-,-,25.99,-,89.45,30.0,-
545,臺中市,2008/07/28,沙鹿,1.9,0.15,-,28.1,33,24,7.0,3.7,0.85,2.81,-,-,-,-,-,26.58,-,84.95,34.0,-
546,臺中市,2008/07/28,豐原,1.4,0.18,-,21.0,28,16,6.0,3.38,0.9,2.47,-,-,-,-,-,25.88,-,86.33,27.0,-
547,臺中市,2008/07/27,西屯,1.8,-,-,22.9,32,49,14.0,5.26,1.12,3.78,1.828,0.029,1.8,-,-,28.68,-,64.52,49.0,-
548,臺中市,2008/07/27,忠明,1.7,0.18,-,19.7,28,34,16.0,9.28,2.25,7.53,1.646,0.089,1.56,-,-,29.25,-,68.41,34.0,-
549,臺中市,2008/07/27,大里,0.7,0.25,375.33,22.2,35,29,16.0,7.99,2.39,5.29,1.652,0.1,1.55,-,-,29.81,-,66.53,38.0,-
550,臺中市,2008/07/27,沙鹿,1.9,0.16,-,24.2,34,96,11.0,5.53,0.88,4.39,-,-,-,-,-,29.22,-,73.02,73.0,-
551,臺中市,2008/07/27,豐原,2.5,0.2,-,18.0,25,30,12.0,6.36,1.94,4.45,1.508,0.047,1.47,-,-,29.17,-,71.61,30.0,-
552,臺中市,2008/07/26,西屯,4.1,0.08,-,38.2,63,70,44.0,10.72,1.2,9.5,2.064,0.182,1.88,-,-,29.53,-,66.66,60.0,-
553,臺中市,2008/07/26,忠明,3.9,0.32,-,34.2,57,65,49.0,16.0,2.16,13.84,1.783,0.178,1.61,-,-,30.2,-,70.25,58.0,-
554,臺中市,2008/07/26,大里,3.2,0.42,380.67,41.1,71,74,56.0,15.24,2.57,12.67,1.837,0.19,1.65,-,-,30.65,-,72.03,64.0,-
555,臺中市,2008/07/26,沙鹿,3.8,0.24,-,37.4,57,83,39.0,8.21,0.64,7.51,-,-,-,-,-,29.88,-,75.16,66.0,-
556,臺中市,2008/07/26,豐原,3.7,0.35,-,35.0,60,65,44.0,13.09,1.74,11.35,1.648,0.092,1.56,-,-,30.28,-,71.67,58.0,-
557,臺中市,2008/07/25,西屯,5.1,0.09,-,30.6,56,48,26.0,11.69,2.13,9.55,1.967,0.143,1.82,-,-,29.23,-,67.62,54.0,-
558,臺中市,2008/07/25,忠明,5.2,0.28,-,29.3,52,42,32.0,17.76,2.97,14.79,1.734,0.187,1.55,-,-,29.69,-,71.34,54.0,-
559,臺中市,2008/07/25,大里,3.8,0.28,380.03,30.4,56,41,32.0,14.25,3.33,10.91,1.743,0.15,1.59,-,-,30.18,-,72.5,53.0,-
560,臺中市,2008/07/25,沙鹿,4.1,0.2,-,32.4,49,41,21.0,9.09,1.53,7.54,-,-,-,-,-,29.65,-,75.49,50.0,-
561,臺中市,2008/07/25,豐原,4.2,0.32,-,33.8,64,43,24.0,11.86,1.53,10.33,1.65,0.143,1.51,-,-,30.19,-,71.4,66.0,-
562,臺中市,2008/07/24,西屯,-,-,-,-,50,-,-,-,-,-,-,-,-,-,-,-,-,-,46.0,-
563,臺中市,2008/07/24,忠明,5.4,0.26,-,24.9,47,33,23.0,15.75,2.82,12.93,1.753,0.194,1.56,-,-,29.54,-,69.23,47.0,-
564,臺中市,2008/07/24,大里,2.3,0.28,382.08,23.7,53,39,22.0,11.17,3.64,7.54,1.718,0.152,1.57,-,-,29.94,-,70.35,54.0,-
565,臺中市,2008/07/24,沙鹿,4.8,0.22,-,24.5,40,31,15.0,10.86,3.21,7.65,-,-,-,-,-,29.54,-,72.61,40.0,-
566,臺中市,2008/07/24,豐原,4.4,0.35,-,29.9,59,41,24.0,13.54,2.35,11.19,1.616,0.128,1.49,-,-,30.14,-,69.01,59.0,-
567,臺中市,2008/07/23,西屯,3.3,0.15,-,19.9,40,41,18.0,14.25,5.21,9.04,1.973,0.133,1.84,-,-,28.37,-,66.92,41.0,-
568,臺中市,2008/07/23,忠明,3.7,0.27,-,19.0,37,34,23.0,17.49,4.4,13.09,1.759,0.211,1.55,-,-,28.86,-,72.11,34.0,-
569,臺中市,2008/07/23,大里,2.3,0.27,383.48,23.2,49,36,24.0,10.62,2.9,7.72,1.731,0.127,1.6,-,-,29.23,-,73.51,49.0,-
570,臺中市,2008/07/23,沙鹿,3.8,0.24,-,17.7,29,35,14.0,12.07,3.47,8.6,-,-,-,-,-,28.93,-,76.76,35.0,-
571,臺中市,2008/07/23,豐原,2.9,0.36,-,25.9,52,37,18.0,13.69,3.19,10.5,1.994,0.218,1.78,-,-,29.31,-,73.22,46.0,-
572,臺中市,2008/07/22,西屯,3.2,0.21,-,18.1,31,33,19.0,12.83,2.86,9.97,2.08,0.241,1.84,-,-,28.71,-,71.29,33.0,-
573,臺中市,2008/07/22,忠明,3.2,0.34,-,17.5,31,33,23.0,15.83,3.84,11.99,1.85,0.309,1.54,-,-,29.13,-,74.97,33.0,-
574,臺中市,2008/07/22,大里,2.1,0.3,386.47,20.6,37,39,27.0,10.41,3.06,7.35,1.719,0.165,1.55,-,-,29.71,-,75.39,40.0,-
575,臺中市,2008/07/22,沙鹿,3.3,0.24,-,19.7,30,41,15.0,10.81,2.11,8.7,-,-,-,-,-,29.32,-,77.15,41.0,-
576,臺中市,2008/07/22,豐原,3.0,0.36,-,21.6,37,37,21.0,13.93,3.3,10.63,1.717,0.181,1.54,-,-,29.59,-,75.01,37.0,-
577,臺中市,2008/07/21,西屯,4.6,0.22,-,21.7,44,32,21.0,14.14,3.06,11.08,2.094,0.176,1.92,-,-,28.91,-,68.2,53.0,-
578,臺中市,2008/07/21,忠明,4.9,0.35,-,20.8,41,35,20.0,18.9,4.49,14.41,1.921,0.209,1.71,-,-,29.57,-,70.72,50.0,-
579,臺中市,2008/07/21,大里,3.1,0.32,385.39,25.0,51,37,23.0,13.41,4.17,9.25,1.774,0.157,1.62,-,-,29.88,-,71.96,57.0,-
580,臺中市,2008/07/21,沙鹿,4.4,0.26,-,20.5,34,37,15.0,10.99,1.98,9.0,-,-,-,-,-,29.68,-,73.84,40.0,-
581,臺中市,2008/07/21,豐原,4.1,0.35,-,30.7,59,38,20.0,11.93,2.29,9.65,1.821,0.233,1.59,-,-,29.95,-,70.57,69.0,-
582,臺中市,2008/07/20,西屯,3.2,0.21,-,22.1,44,16,14.0,11.14,2.41,8.73,2.005,0.102,1.9,-,-,27.83,-,70.67,43.0,-
583,臺中市,2008/07/20,忠明,3.3,0.39,-,20.2,39,27,50.0,18.15,4.38,13.78,-,-,-,-,-,28.48,-,72.32,42.0,-
584,臺中市,2008/07/20,大里,1.0,0.33,384.2,20.3,42,26,17.0,11.41,4.55,6.86,1.806,0.168,1.64,-,-,28.44,-,76.35,41.0,-
585,臺中市,2008/07/20,沙鹿,4.7,0.24,-,24.2,39,27,11.0,8.66,1.79,6.87,-,-,-,-,-,29.14,-,71.67,41.0,-
586,臺中市,2008/07/20,豐原,2.2,0.29,-,24.9,43,31,16.0,10.31,2.62,7.69,1.806,0.151,1.66,-,-,28.9,-,72.22,46.0,-
587,臺中市,2008/07/19,西屯,1.3,0.29,-,17.4,24,-,11.0,20.11,3.9,16.2,2.1,0.132,1.97,-,-,24.53,-,83.36,27.0,-
588,臺中市,2008/07/19,忠明,-,-,-,-,18,-,-,-,-,-,-,-,-,-,-,-,-,-,20.0,-
589,臺中市,2008/07/19,大里,1.8,0.36,376.35,18.0,26,18,12.0,14.58,4.45,10.13,1.918,0.329,1.59,-,-,24.98,-,89.65,25.0,-
590,臺中市,2008/07/19,沙鹿,2.5,0.21,-,28.2,36,13,6.0,6.77,1.05,5.68,-,-,-,-,-,26.0,-,82.14,34.0,-
591,臺中市,2008/07/19,豐原,0.7,0.25,-,23.6,31,20,8.0,8.21,2.18,6.01,-,-,-,-,-,25.87,-,81.3,29.0,-
592,臺中市,2008/07/18,西屯,1.3,0.17,-,25.6,30,-,10.0,9.45,1.04,8.39,1.949,0.07,1.88,-,-,24.62,-,84.98,30.0,-
593,臺中市,2008/07/18,忠明,-,-,-,-,26,-,-,-,-,-,-,-,-,-,-,-,-,-,23.0,-
594,臺中市,2008/07/18,大里,0.7,0.22,367.37,27.5,34,16,11.0,7.58,3.11,4.47,1.659,0.097,1.56,-,-,24.99,-,89.56,31.0,-
595,臺中市,2008/07/18,沙鹿,2.6,0.18,-,29.1,36,27,7.0,6.88,0.86,6.01,-,-,-,-,-,25.54,-,87.84,31.0,-
596,臺中市,2008/07/18,豐原,0.7,0.18,-,27.8,33,21,9.0,4.38,0.95,3.41,1.766,0.103,1.66,-,-,24.94,-,88.0,29.0,-
597,臺中市,2008/07/17,西屯,1.9,0.21,-,27.7,33,45,23.0,11.06,1.53,9.54,1.921,0.079,1.84,-,-,27.53,-,77.05,45.0,-
598,臺中市,2008/07/17,忠明,2.8,0.33,-,26.4,34,45,27.0,12.42,1.38,11.03,1.857,0.183,1.68,-,-,27.8,-,81.05,45.0,-
599,臺中市,2008/07/17,大里,1.9,0.39,400.4,31.1,43,45,33.0,11.9,2.57,9.34,1.747,0.179,1.57,-,-,28.02,-,84.09,45.0,-
600,臺中市,2008/07/17,沙鹿,3.5,0.26,-,27.8,31,69,24.0,7.93,0.79,7.11,-,-,-,-,-,28.34,-,82.7,60.0,-
601,臺中市,2008/07/17,豐原,2.5,0.36,-,25.9,32,46,26.0,10.76,1.71,9.04,-,-,-,-,-,27.93,-,83.0,46.0,-
602,臺中市,2008/07/16,西屯,3.7,0.4,-,48.0,75,76,58.0,16.72,1.46,15.26,2.066,0.134,1.93,-,-,28.65,-,70.5,87.0,-
603,臺中市,2008/07/16,忠明,3.4,0.41,-,46.8,68,72,56.0,14.84,1.97,12.86,1.782,0.178,-,-,-,29.21,-,73.63,76.0,-
604,臺中市,2008/07/16,大里,2.0,0.4,415.65,51.0,79,74,57.0,11.5,2.37,9.13,1.764,0.188,1.58,-,-,29.38,-,75.52,89.0,-
605,臺中市,2008/07/16,沙鹿,5.3,0.34,-,48.3,73,94,44.0,12.29,0.97,11.31,-,-,-,-,-,29.54,-,75.85,88.0,-
606,臺中市,2008/07/16,豐原,3.5,0.42,-,42.0,62,65,47.0,10.85,1.14,9.7,1.769,0.171,1.6,-,-,29.52,-,75.68,70.0,-
607,臺中市,2008/07/15,西屯,3.6,0.21,-,31.1,47,42,25.0,10.75,1.71,9.03,1.985,0.17,1.82,-,-,29.16,-,67.64,47.0,-
608,臺中市,2008/07/15,忠明,3.6,0.33,-,24.1,44,43,32.0,15.11,2.04,13.07,2.037,0.241,1.8,-,-,29.59,-,72.13,43.0,-
609,臺中市,2008/07/15,大里,2.5,0.43,417.81,33.9,55,58,44.0,14.25,3.2,11.05,1.791,0.186,1.61,-,-,30.08,-,71.34,54.0,-
610,臺中市,2008/07/15,沙鹿,2.6,0.22,-,32.2,48,44,17.0,7.7,1.03,6.68,-,-,-,-,-,29.93,-,74.83,60.0,-
611,臺中市,2008/07/15,豐原,3.2,0.38,-,28.4,48,53,30.0,13.47,1.61,11.85,1.755,0.175,1.58,-,-,29.65,-,74.11,52.0,-
612,臺中市,2008/07/14,西屯,3.6,0.29,-,23.1,42,41,23.0,15.46,2.92,12.54,2.163,0.211,1.95,-,-,28.82,-,67.42,45.0,-
613,臺中市,2008/07/14,豐原,3.3,0.38,-,22.7,39,42,22.0,13.82,2.57,11.24,1.731,0.137,1.59,-,-,29.46,-,73.58,42.0,-
614,臺中市,2008/07/14,沙鹿,3.2,0.3,-,23.4,41,40,18.0,14.18,1.85,12.3,-,-,-,-,-,29.78,-,71.99,43.0,-
615,臺中市,2008/07/14,大里,2.3,0.36,414.85,23.4,43,40,27.0,14.78,3.76,11.02,1.762,0.168,1.6,-,-,29.51,-,73.35,42.0,-
616,臺中市,2008/07/14,忠明,3.2,0.42,-,18.8,36,40,25.0,17.99,2.5,15.49,2.108,0.267,1.84,-,-,29.39,-,71.0,40.0,-
617,臺中市,2008/07/13,西屯,3.9,0.25,-,22.0,37,29,19.0,13.09,2.99,10.09,1.95,0.092,1.86,-,-,28.53,-,69.88,44.0,-
618,臺中市,2008/07/13,豐原,3.5,0.35,-,24.3,42,36,22.0,10.86,1.9,8.95,1.682,0.105,1.58,-,-,29.02,-,74.72,46.0,-
619,臺中市,2008/07/13,忠明,4.3,0.36,-,19.2,35,28,19.0,17.8,4.42,13.38,1.986,0.182,1.81,-,-,29.0,-,72.11,38.0,-
620,臺中市,2008/07/13,大里,2.1,0.34,-,21.8,42,32,21.0,12.14,3.61,8.54,1.705,0.112,1.59,-,-,29.15,-,75.8,49.0,-
621,臺中市,2008/07/13,沙鹿,4.0,0.23,-,24.5,37,29,14.0,10.72,1.65,9.05,-,-,-,-,-,29.42,-,73.46,38.0,-
622,臺中市,2008/07/12,西屯,2.8,0.33,-,17.2,38,34,16.0,22.71,7.2,15.51,2.085,0.178,1.91,-,-,27.29,-,74.59,37.0,-
623,臺中市,2008/07/12,豐原,2.9,0.37,-,24.7,42,31,14.0,11.48,2.49,8.99,1.718,0.161,1.56,-,-,27.98,-,77.27,47.0,-
624,臺中市,2008/07/12,忠明,2.5,0.49,-,16.9,35,30,17.0,21.91,5.15,16.76,2.138,0.296,1.84,-,-,27.71,-,76.42,36.0,-
625,臺中市,2008/07/12,大里,1.8,0.38,-,19.5,41,34,19.0,15.05,4.5,10.54,1.808,0.223,1.59,-,-,27.73,-,82.0,44.0,-
626,臺中市,2008/07/12,沙鹿,3.5,0.26,-,23.5,39,28,12.0,11.19,1.42,9.73,-,-,-,-,-,28.66,-,74.75,44.0,-
627,臺中市,2008/07/11,西屯,3.1,0.28,-,16.0,34,30,14.0,20.59,6.61,13.97,2.069,0.186,1.88,-,-,27.15,-,72.74,36.0,-
628,臺中市,2008/07/11,豐原,1.8,0.33,-,22.4,39,32,11.0,10.54,2.58,7.96,1.795,0.197,1.6,-,-,27.9,-,74.71,39.0,-
629,臺中市,2008/07/11,忠明,2.3,0.53,-,14.6,30,25,16.0,22.83,6.82,16.01,2.161,0.328,1.83,-,-,27.56,-,74.12,39.0,-
630,臺中市,2008/07/11,大里,1.6,0.41,-,15.8,33,26,19.0,16.75,6.97,9.78,1.941,0.379,1.56,-,-,27.24,-,81.6,40.0,-
631,臺中市,2008/07/11,沙鹿,3.6,0.27,-,20.9,34,23,11.0,12.24,2.01,10.23,-,-,-,-,-,28.64,-,72.66,34.0,-
632,臺中市,2008/07/10,西屯,2.7,0.17,-,16.9,31,20,11.0,13.6,3.21,10.39,1.935,0.133,1.8,-,-,26.6,-,75.07,42.0,-
