序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
1,臺北市,2003/05/31,松山,4.1,0.58,391.8,34.7,-,70,-,28.16,3.51,24.66,-,-,-,24.16,-,-,60.0,-
2,臺北市,2003/05/31,古亭,2.5,0.6,-,38.8,-,58,43.53,25.19,3.86,21.33,2.588,0.48,2.11,24.92,-,-,54.0,-
3,臺北市,2003/05/31,中山,3.0,0.57,-,39.8,-,74,-,29.24,3.52,25.72,2.483,0.29,2.19,25.37,-,-,62.0,-
4,臺北市,2003/05/31,大同,5.5,2.58,-,-,-,86,-,108.83,59.04,49.79,3.743,1.31,2.43,26.59,-,-,68.0,-
5,臺北市,2003/05/31,萬華,2.2,0.73,-,44.1,-,62,-,15.65,0.51,15.13,-,-,-,24.4,-,-,56.0,-
6,臺北市,2003/05/31,陽明,1.9,0.28,375.35,68.6,-,29,-,3.54,0.51,3.02,-,-,-,18.84,-,82.0,69.0,-
7,臺北市,2003/05/31,士林,1.8,0.48,-,49.0,-,45,-,15.78,1.36,14.42,-,-,-,24.47,-,-,56.0,-
8,臺北市,2003/05/30,松山,3.7,0.95,407.45,32.7,-,72,-,47.23,18.0,29.23,-,-,-,26.01,-,-,69.0,-
9,臺北市,2003/05/30,古亭,2.9,1.07,-,33.6,-,64,43.69,45.13,14.85,30.28,2.953,0.71,2.24,26.55,-,-,69.0,-
10,臺北市,2003/05/30,中山,4.2,1.02,-,33.7,-,54,-,53.2,11.34,41.87,2.761,0.49,2.27,27.26,-,-,72.0,-
11,臺北市,2003/05/30,大同,13.1,3.32,-,-,-,124,-,201.07,134.93,66.14,4.117,1.65,2.47,28.15,-,-,87.0,-
12,臺北市,2003/05/30,萬華,4.2,1.26,-,40.0,-,72,-,35.8,10.21,25.59,-,-,-,26.21,-,-,88.0,-
13,臺北市,2003/05/30,陽明,3.4,0.38,375.8,79.2,-,50,-,2.48,0.41,2.07,-,-,-,20.17,-,75.0,83.0,-
14,臺北市,2003/05/30,士林,2.5,0.68,-,45.4,-,48,-,25.1,4.59,20.5,-,-,-,25.77,-,-,72.0,-
15,臺北市,2003/05/29,松山,0.9,0.74,386.38,16.7,-,35,-,34.31,10.37,23.94,-,-,-,24.05,-,-,35.0,-
16,臺北市,2003/05/29,古亭,0.6,0.88,-,20.0,-,28,25.05,35.2,13.73,21.47,2.635,0.57,2.07,24.13,-,-,29.0,-
17,臺北市,2003/05/29,中山,1.0,1.06,-,13.5,-,35,-,45.22,13.49,31.74,2.661,0.47,2.19,25.04,-,-,35.0,-
18,臺北市,2003/05/29,大同,13.8,3.13,-,-,-,108,-,208.81,160.77,48.03,3.988,1.59,2.4,25.86,-,-,79.0,-
19,臺北市,2003/05/29,萬華,0.7,1.05,-,23.3,-,35,-,26.54,6.73,19.81,-,-,-,23.71,-,-,35.0,-
20,臺北市,2003/05/29,陽明,0.5,0.31,374.46,31.2,-,10,-,1.23,0.47,0.75,-,-,-,18.84,-,97.0,35.0,-
21,臺北市,2003/05/29,士林,0.7,0.77,-,17.5,-,29,-,28.57,7.56,21.01,-,-,-,23.79,-,-,32.0,-
22,臺北市,2003/05/28,松山,2.9,0.56,383.06,28.1,-,23,-,26.79,3.78,23.01,-,-,-,22.4,-,-,36.0,-
23,臺北市,2003/05/28,古亭,2.6,0.58,-,31.1,-,22,14.44,24.54,5.32,19.22,2.351,0.44,1.91,22.93,-,-,40.0,-
24,臺北市,2003/05/28,中山,0.6,0.62,-,32.0,-,24,-,25.37,4.95,20.42,2.284,0.24,2.05,24.29,-,-,37.0,-
